EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGA,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimPctAssisted,ShortMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,PenaltyFtPoints,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Technical Free Throw Trips,LongMidRangePctBlocked,Fg3aBlocked,LiveBallTurnovers,BadPassTurnovers,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffArc3ReboundPct,ShortMidRangeFGM,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SelfOReb,Offensive Fouls,Loose Ball Fouls Drawn,SelfORebPct,on,ShortMidRangeAssists,SecondChanceCorner3FGA,PenaltyTurnovers,Charge Fouls Drawn,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyCorner3FGM,SecondChanceTurnovers,PenaltyCorner3Accuracy,SecondChanceFtPoints,PtsUnassisted3s,Travels,Loose Ball Fouls,Offensive Fouls Drawn,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Charge Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted
101181,1610612765,Jose Calderon,Jose Calderon,101181,DET,226.0,4,1.0,8,9,8.0,1.0,17,13.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629017,1610612765,Khyri Thomas,Khyri Thomas,1629017,DET,292.0,5,1.0,10,11,10.0,1.0,21,13.0,,,,,,,,10.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,9.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,9.0,4.0,2.0,3.0,1.0,1.0,9.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.9,1.5,0.9,0.9,1.5,0.9,0.2,45.45454545454545,0.2,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.2,1.0,0.4,1.0,0.51209,0.65205,0.51209,0.3333333333333333,1.0,13.399999999999999,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202720,1610612765,Jon Leuer,Jon Leuer,202720,DET,292.0,5,1.0,10,11,10.0,1.0,21,13.0,,,,,,,,10.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,2.0,,,,1.0,2.0,,,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,0.5,0.5,0.5,,0.5,0.5,,0.5,,18.181818181818183,0.5,1.0,1.0,,,,,,,,,,,,0.5,1.0,,,0.5,,0.54915,,0.54915,,1.0,7.15,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203922,1610612765,Glenn Robinson III,Glenn Robinson III,203922,DET,2135.0,36,-27.0,72,74,37.0,12.0,146,87.0,1.0,1.0,2.0,,,1.0,5.0,37.0,0.5138888888888888,2.0,4.0,1.0,2.0,1.0,2.0,1.0,5.0,,1.0,1.0,5.0,3.0,7.0,1.0,8.0,13.0,,1.0,2.0,1.0,2.0,1.0,6.0,9.0,2.0,4.0,3.0,4.0,1.0,9.0,0.3333333333333333,0.5,1.0,0.125,,0.16666666666666666,0.14285714285714285,0.42857142857142855,0.5,0.3,0.5,0.3125,0.38235294117647056,0.5,0.45,0.5333333333333333,21.176470588235293,0.26666666666666666,0.5,0.5,0.13333333333333333,0.5,0.5,,0.3333333333333333,0.2,0.2,1.0,0.5,,,0.25,0.5,0.625,0.2,0.8,0.25,0.502525,0.51435,0.5125,0.15384615384615385,0.6923076923076923,7.228571428571428,29.375,1.0,5.0,2.0,4.0,,2.0,0.5,0.06666666666666667,0.11764705882352941,0.2222222222222222,50.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.14285714285714285,1.0,0.3333333333333333,0.23076923076923078,0.02857142857142857,0.05263157894736842,0.05555555555555555,0.125,0.03773584905660377,0.1,0.14285714285714285,0.75,0.07142857142857142,0.2,0.5,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,1610612765,Zaza Pachulia,Zaza Pachulia,2585,DET,292.0,5,1.0,10,11,10.0,1.0,21,13.0,,,,,,,,10.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.25,,0.25,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,0.3769,,0.3769,,1.0,5.2,,1.0,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,2.0,,,2.0,1.0,3.0,,,,,,,,,,1.0,1.0,,,,0.6666666666666666,,0.5,,,,,0.6666666666666666,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627748,1610612765,Thon Maker,Thon Maker,1627748,DET,269.0,4,7.0,7,9,,2.0,16,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,2.0,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,0.5,,0.5,,,0.5,,,,22.22222222222222,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,0.3409,,,,,11.450000000000001,,1.0,,,,,,,0.5,,,9.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,0.5,1.0,,0.25,0.25,,,0.14285714285714285,0.2,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628379,1610612765,Luke Kennard,Luke Kennard,1628379,DET,1264.0,21,-20.0,41,42,13.0,7.0,83,51.0,1.0,,1.0,,,1.0,2.0,13.0,0.3170731707317073,1.0,2.0,1.0,1.0,,4.0,2.0,4.0,1.0,1.0,,,1.0,6.0,2.0,4.0,9.0,1.0,1.0,3.0,1.0,4.0,,,2.0,2.0,,6.0,4.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,,0.5,0.16666666666666666,0.25,0.4,1.5,0.25,0.4,1.5,0.25,0.4,20.408163265306122,0.2,0.5,0.5,0.4,,,,0.4,0.5,0.5,1.0,1.0,1.0,1.0,0.25,1.0,,,0.6,0.5,0.48829500000000003,0.55845,0.446725,0.3333333333333333,0.2222222222222222,12.049999999999999,26.675,,,1.0,1.0,,,1.0,,,,33.0,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,0.16666666666666666,,,0.16666666666666666,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,0.3333333333333333,,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201961,1610612765,Wayne Ellington,Wayne Ellington,201961,DET,1044.0,17,-17.0,38,37,14.0,5.0,75,45.0,,1.0,1.0,1.0,,,3.0,14.0,0.3684210526315789,,1.0,,,,1.0,,2.0,,1.0,,2.0,,2.0,,2.0,,,1.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,0.5,11.627906976744185,0.25,,,0.25,,,,0.5,,,,1.0,,,,,1.0,,0.75,,0.5032375,,0.578175,,,9.75,26.55,,1.0,,,,,,,,,26.0,,,,,,,,,,,2.0,,1.0,1.0,3.0,,,3.0,2.0,5.0,,,,,,1.0,,1.0,,1.0,,,,0.0625,0.375,0.09090909090909091,0.1875,0.07407407407407407,0.14285714285714285,,,0.5,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.125,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612765,Ish Smith,Ish Smith,202397,DET,1516.0,25,-20.0,50,50,26.0,8.0,100,55.0,2.0,2.0,4.0,2.0,2.0,,10.0,26.0,0.52,,1.0,,1.0,1.0,5.0,,3.0,,1.0,,2.0,3.0,10.0,,3.0,6.0,,1.0,,1.0,2.0,,2.0,2.0,,6.0,,3.0,,2.0,,,,,,,,0.3,0.5,0.23076923076923078,,0.25,0.23076923076923078,,0.25,0.23076923076923078,22.413793103448278,0.07692307692307693,,,0.38461538461538464,0.2,0.2,,0.23076923076923078,,,,0.5,,,0.25,,0.5,,0.3076923076923077,,0.44046923076923084,0.3806,0.5105,,0.3333333333333333,12.969999999999999,25.666666666666668,4.0,3.0,,,,,,0.3076923076923077,,,36.0,,,,,,,1.0,,,,,,1.0,,1.0,3.0,,4.0,1.0,5.0,,,,,,,1.0,1.0,,,,,0.3,,0.07142857142857142,0.0625,0.16666666666666666,0.02564102564102564,,0.16666666666666666,,0.1111111111111111,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,2.0,0.5,0.5,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,1378.0,23,-19.0,45,47,27.0,10.0,92,52.0,,,,,,,,27.0,0.6,,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,,5.0,2.0,7.0,6.0,,1.0,,,2.0,1.0,5.0,3.0,,,6.0,2.0,1.0,3.0,,,1.0,0.2857142857142857,,0.2,0.2857142857142857,,,0.25,,0.21428571428571427,0.25,,0.21428571428571427,0.5833333333333334,21.428571428571427,0.08333333333333333,,,,,,,0.16666666666666666,0.5,0.5,1.0,0.5,,,,,0.14285714285714285,1.0,0.6666666666666666,0.5,0.5174875,0.441975,0.5401642857142858,,0.5,7.7,24.74285714285714,4.0,2.0,1.0,,,,,0.3333333333333333,,,41.0,,,5.0,4.0,,,1.0,,,,,,,1.0,3.0,1.0,,4.0,1.0,5.0,,,,,,,,1.0,,,,,0.1,0.04,0.2727272727272727,,0.19047619047619047,0.02564102564102564,,,,0.25,0.4166666666666667,,,0.5714285714285714,,,,,1.0,1.0,1.0,1.0,0.1,,1.0,,,,,,,,,,,,0.25,,,1.0,0.3333333333333333,0.2,0.2,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
