EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGA,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Blocked3s,BlockedArc3,BlockedCorner3,AtRimPctBlocked,PenaltyFtPoints,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Charge Fouls,SecondChanceAtRimPctAssisted,3pt And 1 Free Throw Trips,on,Loose Ball Fouls Drawn,SecondChanceCorner3FGM,FTOffRebounds,Travels,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,Fg3aBlocked,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,10712.0,179,-11,357,358,33.0,51.0,47,715,21.0,27.0,6.0,11.0,1.0,1.0,3.0,10.0,24.0,37,4.0,52,409,6.0,12.0,1.0,13.0,1.0,2.0,2.0,32.0,16.0,12.0,1.0,19.0,2.0,21.0,2.0,6.0,4.0,9.0,44.0,5.0,18.0,20.0,24.0,7.0,51.0,23.0,74.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,7.0,1.0,10.0,1.0,15.0,38.0,2.0,4.0,7.0,3.0,5.0,1.0,3.0,6.0,3.0,3.0,6.0,2.0,1.0,1.0,2.0,33.0,1.0,0.6666666666666666,0.8888888888888888,0.6486486486486487,0.5,0.5,0.6486486486486487,0.5,0.5,0.6666666666666666,0.5,0.5,0.02702702702702703,0.1,11.835748792270532,0.3,0.6363636363636364,0.2696629213483146,0.1875,0.2631578947368421,0.06666666666666667,0.26666666666666666,0.13450292397660818,0.17647058823529413,0.18604651162790697,0.19444444444444445,0.07017543859649122,0.05555555555555555,0.24,0.2826086956521739,0.2777777777777778,0.3,0.125,0.08333333333333333,0.3333333333333333,0.7297297297297297,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.2702702702702703,0.3,0.3333333333333333,0.6666666666666666,0.9166666666666666,0.5454545454545454,0.5,1.0,0.7297297297297297,0.5470135135135135,0.5326583333333333,0.57755,0.07692307692307693,0.07692307692307693,0.25,0.038461538461538464,3.189189189189189,0.09243697478991597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1626172,1610612744,Kevon Looney,Kevon Looney,1626172,GSW,230.0,4,-2,8,8,,,1,16,,,,,,,,,1.0,2,,2,8,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,0.5,,,0.5,,,,,22.22222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41235,,,,,,,18.0,,1.0,2.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
1626188,1610612744,Quinn Cook,Quinn Cook,1626188,GSW,2624.0,44,-16,83,88,8.0,30.0,11,171,3.0,3.0,,,,,,2.0,3.0,6,,9,108,,,,,,,,4.0,2.0,,,1.0,2.0,3.0,2.0,,,1.0,8.0,,,3.0,,,3.0,,3.0,,,,,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,5.0,,1.0,,,,,,,,,,,,,,8.0,1.0,0.6666666666666666,0.6666666666666666,0.5,,,0.45,,,0.45,,,,,13.829787234042554,0.6666666666666666,,,,0.13636363636363635,,0.06666666666666667,,,,,,,,,,0.07692307692307693,0.2222222222222222,,,0.3,1.0,1.0,0.6666666666666666,0.2,,,,,,,,0.7,0.57382,,,,,,,6.6499999999999995,0.0963855421686747,,1.0,0.1,,,,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,0.25,0.25,0.4,0.2,0.2,0.5,0.5,1.0,0.5,24.075000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,8513.0,142,-1,287,285,17.0,25.0,36,572,4.0,6.0,,,,,7.0,18.0,22.0,44,2.0,91,321,1.0,2.0,,8.0,,1.0,3.0,30.0,14.0,,1.0,6.0,1.0,7.0,,4.0,1.0,1.0,15.0,,1.0,6.0,3.0,,9.0,1.0,10.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,6.0,2.0,9.0,,4.0,7.0,1.0,1.0,7.0,,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,,,3.0,17.0,,0.6818181818181818,0.6818181818181818,0.5,0.5,,0.6180555555555556,0.8,0.75,0.6232876712328768,0.8,0.75,0.022727272727272728,0.05555555555555555,24.924012158054712,0.3333333333333333,,0.04225352112676056,0.012345679012345678,0.0967741935483871,,0.06766917293233082,0.007194244604316547,,0.02857142857142857,,,,,0.05714285714285714,0.0625,0.11538461538461539,,0.029411764705882353,1.0,0.08333333333333333,0.6666666666666666,0.6666666666666666,0.75,0.25,0.3888888888888889,0.4117647058823529,0.5714285714285714,,,,,0.4722222222222222,0.4769923611111111,0.504325,0.4529,0.0136986301369863,0.022222222222222223,0.08791208791208792,0.03296703296703297,12.881818181818181,0.059233449477351915,11.0,20.0,0.2777777777777778,0.55,0.55,0.7272727272727273,4.0,13.0,24.0,15.0,28.0,30.0,24.0,13.0,0.6666666666666666,0.5357142857142857,0.5357142857142857,0.3888888888888889,0.05555555555555555,0.3333333333333333,0.5416666666666666,0.5416666666666666,0.6153846153846154,0.5416666666666666,26.082142857142856,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,1.0,0.6,0.6666666666666666,1.0,0.5,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,3930.0,66,-29,127,126,6.0,9.0,23,253,1.0,2.0,,,,,5.0,11.0,6.0,17,1.0,13,158,1.0,3.0,,2.0,1.0,1.0,2.0,10.0,2.0,,1.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,13.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,8.0,,2.0,2.0,,,2.0,,2.0,,2.0,1.0,5.0,12.0,1.0,,4.0,,3.0,1.0,2.0,,,,2.0,2.0,,,2.0,6.0,1.0,0.8333333333333334,0.8333333333333334,0.35294117647058826,0.3333333333333333,1.0,0.35294117647058826,0.3333333333333333,1.0,0.3611111111111111,0.3333333333333333,1.0,0.058823529411764705,,12.82051282051282,,0.125,0.030303030303030304,0.04081632653061224,0.07407407407407407,0.08333333333333333,0.05,0.0547945205479452,,0.047619047619047616,0.043478260869565216,0.058823529411764705,0.14285714285714285,,,0.09090909090909091,0.047619047619047616,0.16666666666666666,,1.0,0.11764705882352941,0.5,1.0,1.0,0.6470588235294118,0.45454545454545453,0.45454545454545453,0.8,,,,,0.11764705882352941,0.42502352941176474,0.422,0.417,0.1111111111111111,0.1111111111111111,0.15384615384615385,0.15384615384615385,11.305882352941177,0.047244094488188976,,4.0,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,7313.0,122,-6,248,248,33.0,38.0,24,496,4.0,7.0,,,1.0,2.0,4.0,9.0,12.0,26,24.0,69,277,2.0,4.0,3.0,7.0,3.0,7.0,25.0,14.0,10.0,,2.0,16.0,5.0,21.0,3.0,9.0,5.0,2.0,47.0,,1.0,7.0,10.0,,17.0,1.0,18.0,,5.0,3.0,2.0,6.0,1.0,2.0,3.0,4.0,9.0,1.0,5.0,12.0,1.0,1.0,21.0,,26.0,1.0,5.0,,,,,,,,25.0,33.0,,0.5833333333333334,0.5833333333333334,0.46153846153846156,0.5,0.42857142857142855,0.4017857142857143,0.3333333333333333,0.5357142857142857,0.5,0.5,0.6578947368421053,0.07692307692307693,0.2222222222222222,26.97841726618705,0.6666666666666666,,0.15873015873015872,0.018518518518518517,0.12727272727272726,,0.1440677966101695,0.009345794392523364,,0.041666666666666664,,,,0.16666666666666666,0.14285714285714285,0.2,0.15555555555555556,,,,0.125,0.5714285714285714,0.5714285714285714,0.5,0.16071428571428573,0.4444444444444444,0.5714285714285714,0.5,,,0.14285714285714285,0.5,0.6607142857142857,0.4946446428571428,0.387175,0.4726214285714286,0.11290322580645161,0.16666666666666666,0.10144927536231885,0.36231884057971014,10.173076923076923,0.13306451612903225,4.0,10.0,0.17857142857142858,0.4,0.4,0.75,3.0,6.0,27.0,7.0,30.0,15.0,27.0,6.0,0.7142857142857143,0.23333333333333334,0.23333333333333334,0.5357142857142857,0.05357142857142857,0.48214285714285715,0.2222222222222222,0.2222222222222222,0.6666666666666666,0.2222222222222222,26.436666666666664,1.0,,2.0,3.0,7.0,,2.0,3.0,7.0,6.0,2.0,,,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,0.5,0.42857142857142855,,,,,10.0,3.0,2.0,4.0,4.0,0.0625,,,,,,True,,,,,,,,,,,,,,,,,,,
1628035,1610612744,Alfonzo McKinnie,Alfonzo McKinnie,1628035,GSW,2878.0,48,-18,96,96,7.0,20.0,14,192,4.0,4.0,2.0,2.0,,,1.0,2.0,5.0,6,,13,122,2.0,3.0,,4.0,,,,6.0,4.0,4.0,,,1.0,1.0,1.0,,,,3.0,3.0,2.0,2.0,4.0,,6.0,5.0,11.0,,1.0,,1.0,1.0,,1.0,,,1.0,,8.0,12.0,2.0,,3.0,1.0,3.0,,1.0,,,,,,,,,7.0,1.0,0.6,1.0,0.8333333333333334,0.6666666666666666,,0.43333333333333335,0.5,,0.38235294117647056,0.5,,,,14.912280701754387,1.0,,0.17391304347826086,0.07692307692307693,0.11764705882352941,0.13043478260869565,0.15,0.10204081632653061,,0.09090909090909091,0.125,0.125,0.14285714285714285,0.14285714285714285,0.2,0.16666666666666666,0.14285714285714285,,,,0.26666666666666666,1.0,1.0,0.5,0.13333333333333333,0.5,0.5,1.0,0.5,1.0,,,0.8666666666666667,0.5574,0.4772166666666666,,0.0625,0.14285714285714285,0.3076923076923077,,3.983333333333333,0.07291666666666667,,,,,,,7.0,,2.0,1.0,9.0,3.0,2.0,,1.0,0.1111111111111111,0.1111111111111111,0.6,0.4666666666666667,0.13333333333333333,,,,,23.866666666666667,1.0,,,,,,1.0,,,,,,,,,,,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,,,,1.0,,,1.0,0.25,,,,True,,,,,,,,,,,,,,,,,,,
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,6859.0,114,14,234,235,27.0,47.0,23,469,16.0,20.0,2.0,4.0,1.0,1.0,1.0,3.0,17.0,23,6.0,49,256,2.0,4.0,1.0,8.0,1.0,1.0,2.0,24.0,10.0,2.0,2.0,14.0,9.0,23.0,8.0,8.0,2.0,4.0,55.0,1.0,3.0,8.0,10.0,1.0,19.0,4.0,23.0,1.0,4.0,2.0,2.0,9.0,1.0,9.0,4.0,,13.0,2.0,3.0,14.0,1.0,2.0,10.0,4.0,8.0,,4.0,5.0,4.0,1.0,7.0,5.0,,,2.0,27.0,1.0,0.7058823529411765,0.75,0.7391304347826086,0.5,1.0,0.6323529411764706,0.7,1.0,0.6447368421052632,0.6666666666666666,1.0,0.08695652173913043,,19.46564885496183,0.6923076923076923,0.2,0.16666666666666666,0.06,0.15384615384615385,0.02,0.16071428571428573,0.04,0.08333333333333333,0.08333333333333333,,0.023809523809523808,,0.09090909090909091,0.16129032258064516,0.42857142857142855,0.175,0.08333333333333333,0.09090909090909091,0.7142857142857143,0.5882352941176471,0.8,0.8888888888888888,0.6875,0.08823529411764706,0.3333333333333333,0.3333333333333333,1.0,0.8,0.5,1.0,1.0,0.9117647058823529,0.5424235294117647,0.5613250000000001,0.5414,0.10526315789473684,0.14814814814814814,0.16326530612244897,0.04081632653061224,2.78695652173913,0.11538461538461539,,,,,,,1.0,3.0,10.0,3.0,11.0,9.0,10.0,3.0,1.0,0.2727272727272727,0.2727272727272727,0.3235294117647059,0.029411764705882353,0.29411764705882354,0.3,0.3,1.0,0.3,25.89090909090909,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,0.2,1.0,1.0,,,2.0,2.0,,0.1,,,,,,,,,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,
201142,1610612744,Kevin Durant,Kevin Durant,201142,GSW,4430.0,74,8,150,148,6.0,10.0,21,298,1.0,1.0,,,,,5.0,9.0,20.0,36,11.0,66,168,3.0,5.0,1.0,13.0,1.0,1.0,4.0,22.0,18.0,,1.0,6.0,4.0,10.0,2.0,5.0,,1.0,24.0,,,5.0,3.0,,8.0,,8.0,,5.0,5.0,,8.0,2.0,4.0,4.0,4.0,12.0,,3.0,8.0,,1.0,16.0,,12.0,2.0,4.0,1.0,,1.0,1.0,1.0,,,4.0,6.0,,0.55,0.55,0.5555555555555556,0.6,1.0,0.5392156862745098,0.75,1.0,0.6,0.8125,1.0,0.027777777777777776,0.1111111111111111,37.85310734463277,0.6666666666666666,,0.09090909090909091,,0.14705882352941177,,0.11940298507462686,,,,,,,0.09090909090909091,,0.2,0.10714285714285714,0.3333333333333333,,1.0,0.0196078431372549,1.0,1.0,,0.17647058823529413,0.5555555555555556,0.625,0.2,,,,,0.3137254901960784,0.4414490196078431,0.3564,0.4329,0.1111111111111111,0.10526315789473684,0.19696969696969696,0.06060606060606061,15.316666666666666,0.04,14.0,26.0,0.5098039215686274,0.5384615384615384,0.5384615384615384,0.7142857142857143,1.0,5.0,14.0,5.0,15.0,12.0,14.0,5.0,0.8,0.3333333333333333,0.3333333333333333,0.29411764705882354,0.0196078431372549,0.27450980392156865,0.35714285714285715,0.35714285714285715,0.8,0.35714285714285715,26.546666666666667,,2.0,3.0,,,2.0,3.0,,,3.0,2.0,1.0,,1.0,3.0,0.6666666666666666,,,,,0.375,0.6666666666666666,1.0,,,,,,,2.0,,2.0,1.0,1.0,0.125,,,,,1.0,True,,,,,,,,,,,,,,,,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,4978.0,83,18,162,163,20.0,23.0,23,325,4.0,4.0,1.0,1.0,,,,2.0,4.0,7,4.0,30,173,1.0,1.0,2.0,4.0,,,1.0,6.0,2.0,2.0,,8.0,4.0,12.0,3.0,3.0,2.0,3.0,28.0,2.0,1.0,,2.0,1.0,3.0,3.0,6.0,,4.0,3.0,1.0,2.0,,1.0,1.0,1.0,3.0,,2.0,3.0,,,8.0,,6.0,,2.0,,,,,,,,1.0,20.0,1.0,0.75,1.0,0.5714285714285714,1.0,,0.6190476190476191,0.3333333333333333,,0.625,0.5,0.5,,,14.361702127659575,0.6666666666666666,0.2,0.047619047619047616,0.02564102564102564,,0.05263157894736842,0.030303030303030304,0.03896103896103896,,0.045454545454545456,,,0.2,,0.043478260869565216,0.1,,,,,0.19047619047619047,1.0,1.0,0.75,0.09523809523809523,,,,0.3333333333333333,1.0,,,0.8571428571428571,0.5442595238095238,0.5831,,0.08695652173913043,0.2222222222222222,0.13333333333333333,0.03333333333333333,5.685714285714285,0.12345679012345678,,1.0,0.047619047619047616,,,,6.0,3.0,8.0,6.0,14.0,15.0,8.0,3.0,0.8333333333333334,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.38095238095238093,0.375,0.375,0.6666666666666666,0.375,25.064285714285713,3.0,,2.0,,,,2.0,,,3.0,1.0,1.0,,,2.0,,,0.5,0.5,1.0,0.6666666666666666,,,,,,,,,1.0,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,
