EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChancePoints,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,Corner3Assists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,DefThreePtReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,TwoPtAssists,AtRimAssists,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,SecondChanceFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,Corner3FGM,PtsUnassisted3s,DeadBallTurnovers,Travels,Offensive Fouls Drawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,NonShootingFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Charge Fouls,Offensive Fouls,Blocked3s,BlockedArc3,BlockedLongMidRange,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyFG3M,BlockedShortMidRange,PenaltyFg3Pct,PenaltyCorner3Accuracy,LongMidRangeAssists,PenaltyArc3FGM,PenaltyArc3Accuracy,on,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,Technical Free Throw Trips,HeaveAttempts,Corner3PctBlocked,3SecondViolations,OffLongMidRangeReboundPct
1627748,1610612765,Thon Maker,Thon Maker,1627748,DET,2034.0,34,-39.0,67,69,5.0,6.0,7.0,136,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,4.0,2.0,6.0,110,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.2727272727272727,1.0,0.4,0.5,0.75,14.666666666666666,0.5,0.1,0.043478260869565216,0.038461538461538464,0.027777777777777776,0.1,0.25,0.4,0.25,1.0,1.0,0.2,0.5,0.5,1.0,0.1,0.3,1.0,0.8,0.48962000000000006,0.6222,0.09090909090909091,0.14285714285714285,0.3333333333333333,3.25,26.8,0.07462686567164178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1628379,1610612765,Luke Kennard,Luke Kennard,1628379,DET,3994.0,67,-39.0,137,136,17.0,45.0,19.0,273,1.0,5.0,4.0,6.0,1.0,,8.0,6.0,14.0,9.0,2.0,26.0,190,3.0,,,8.0,8.0,2.0,4.0,4.0,,12.0,,,4.0,7.0,,7.0,2.0,4.0,2.0,,,2.0,1.0,,,17.0,1.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.5416666666666666,,0.391304347826087,0.14285714285714285,0.4,15.094339622641508,,0.18181818181818182,,0.15217391304347827,,,0.25,0.21739130434782608,0.2,0.3333333333333333,1.0,0.2608695652173913,0.6666666666666666,0.6666666666666666,0.75,0.043478260869565216,0.34782608695652173,,0.6086956521739131,0.4615630434782609,0.52015,0.041666666666666664,0.06666666666666667,,8.807142857142859,26.41111111111111,0.12408759124087591,1.0,3.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,6.0,2.0,4.0,12.0,4.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.6666666666666666,0.4444444444444444,1.0,1.0,0.1111111111111111,0.125,0.125,0.09090909090909091,0.2857142857142857,0.14285714285714285,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.5,0.5714285714285714,1.0,1.0,0.6666666666666666,1.0,0.5,0.5,0.5,0.564225,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201933,1610612765,Blake Griffin,Blake Griffin,201933,DET,2493.0,42,-11.0,87,89,4.0,23.0,13.0,176,10.0,17.0,1.0,3.0,,,9.0,11.0,20.0,9.0,3.0,40.0,114,,,,6.0,9.0,,4.0,8.0,1.0,20.0,3.0,,2.0,5.0,3.0,8.0,5.0,9.0,7.0,,,3.0,3.0,,,4.0,,0.2727272727272727,0.3333333333333333,0.55,0.6379310344827587,0.6896551724137931,,0.3103448275862069,,,32.03883495145631,,0.13333333333333333,0.08823529411764706,0.10526315789473684,0.058823529411764705,,0.125,0.5862068965517241,0.5882352941176471,0.5882352941176471,0.3,0.10344827586206896,0.3333333333333333,0.3333333333333333,,,0.3103448275862069,,0.896551724137931,0.5220068965517242,0.5521333333333333,0.10344827586206896,0.15,,2.925,26.15555555555555,0.04597701149425287,,,,5.0,,,,5.0,,4.0,,16.0,15.0,5.0,,3.0,2.0,2.0,1.0,1.0,,,,1.0,0.5555555555555556,,0.5555555555555556,0.6666666666666666,0.6666666666666666,,,0.08695652173913043,,0.25,0.10526315789473684,,,,0.5555555555555556,0.5555555555555556,1.0,,,,,,0.5555555555555556,,0.1,2.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,0.6666666666666666,1.0,0.5,0.15,0.23076923076923078,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
201961,1610612765,Wayne Ellington,Wayne Ellington,201961,DET,5916.0,99,-63.0,204,208,18.0,59.0,28.0,412,1.0,3.0,2.0,6.0,2.0,,13.0,4.0,13.0,15.0,,23.0,275,1.0,,,6.0,13.0,4.0,2.0,5.0,1.0,12.0,1.0,,6.0,9.0,1.0,10.0,1.0,4.0,4.0,,,,,,,18.0,1.0,0.75,0.75,0.3076923076923077,0.4107142857142857,0.4107142857142857,,0.5357142857142857,0.3076923076923077,0.3333333333333333,12.288135593220339,,0.14634146341463414,0.012987012987012988,0.10465116279069768,0.008333333333333333,,0.16666666666666666,0.10714285714285714,0.3333333333333333,0.5,1.0,0.21428571428571427,0.3333333333333333,0.5,1.0,0.07142857142857142,0.4642857142857143,,0.6428571428571429,0.48533214285714277,0.56595,,,,9.99230769230769,26.16,0.08823529411764706,1.0,4.0,,4.0,,1.0,1.0,5.0,,,1.0,2.0,12.0,4.0,,1.0,3.0,2.0,1.0,1.0,,,,0.8,0.3333333333333333,,0.3333333333333333,,,,,0.06666666666666667,0.13333333333333333,0.125,0.08571428571428572,0.14285714285714285,0.25,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.75,1.0,,,,1.0,0.3076923076923077,0.45105,,,,,,,3.0,3.0,,,,,,1.0,,1.0,,,,,0.023255813953488372,,,,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202704,1610612765,Reggie Jackson,Reggie Jackson,202704,DET,6467.0,108,-58.0,224,225,21.0,61.0,31.0,449,6.0,16.0,10.0,20.0,9.0,2.0,12.0,19.0,44.0,21.0,6.0,71.0,297,5.0,2.0,10.0,4.0,12.0,3.0,12.0,28.0,11.0,68.0,3.0,1.0,3.0,8.0,5.0,13.0,3.0,12.0,12.0,1.0,,7.0,3.0,,10.0,21.0,2.0,0.10526315789473684,0.1111111111111111,0.4318181818181818,0.5,0.5144927536231884,0.4166666666666667,0.3230769230769231,0.06818181818181818,0.125,28.076923076923077,0.25,0.06976744186046512,0.03529411764705882,0.08888888888888889,0.030534351145038167,0.06896551724137931,0.05555555555555555,0.24615384615384617,0.375,0.42857142857142855,0.16666666666666666,0.3076923076923077,0.5,0.5263157894736842,,0.13846153846153847,0.18461538461538463,0.25,0.5692307692307692,0.4805653846153846,0.5037916666666666,0.04411764705882353,0.06382978723404255,0.14084507042253522,8.254545454545456,25.076190476190476,0.09375,3.0,8.0,,3.0,,3.0,1.0,9.0,1.0,11.0,1.0,34.0,21.0,3.0,,1.0,5.0,3.0,1.0,2.0,,,,0.7777777777777778,0.42857142857142855,0.2,0.42857142857142855,0.5625,0.6111111111111112,,,0.10638297872340426,,0.2222222222222222,0.05405405405405406,0.12307692307692308,0.375,0.375,0.25,0.25,0.3333333333333333,0.375,,,,0.09090909090909091,0.25,0.4319818181818182,0.15492957746478872,1.0,1.0,3.0,3.0,2.0,16.0,9.0,,2.0,3.0,3.0,,5.0,,1.0,,1.0,0.6,,0.02127659574468085,0.06060606060606061,0.125,1.0,6.0,6.0,2.0,,2.0,0.05,,0.6666666666666666,0.6666666666666666,1.0,2.0,3.0,1.0,2.0,4.0,10.0,7.0,1.0,2.0,1.0,1.0,0.4,0.36363636363636365,0.021739130434782608,0.030303030303030304,0.3,0.3333333333333333,0.5,1.0,0.2727272727272727,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,,,,,,
203083,1610612765,Andre Drummond,Andre Drummond,203083,DET,5515.0,92,-55.0,193,191,16.0,46.0,29.0,384,15.0,32.0,5.0,13.0,,,1.0,20.0,45.0,1.0,7.0,47.0,253,,1.0,3.0,34.0,1.0,11.0,1.0,7.0,,15.0,13.0,,9.0,25.0,16.0,41.0,6.0,11.0,14.0,2.0,1.0,13.0,7.0,,3.0,16.0,,0.85,1.0,0.4444444444444444,0.43478260869565216,0.4519230769230769,0.5,0.021739130434782608,0.24444444444444444,0.25,26.548672566371685,,0.24324324324324326,0.16883116883116883,0.2857142857142857,0.13793103448275862,0.11538461538461539,0.3125,0.6956521739130435,0.46875,0.625,0.8,0.2826086956521739,0.38461538461538464,0.5,1.0,,0.021739130434782608,,0.717391304347826,0.49634673913043487,0.48211999999999994,0.1346153846153846,0.13725490196078433,0.06382978723404255,3.577777777777778,28.9,0.08290155440414508,,,,,,,,,,10.0,,6.0,,,,1.0,13.0,4.0,3.0,1.0,3.0,2.0,4.0,,,,,0.4166666666666667,0.38461538461538464,,,0.325,0.3076923076923077,,0.36363636363636365,,,,,,,,,,,,,0.44065,0.2127659574468085,4.0,9.0,5.0,12.0,6.0,6.0,2.0,3.0,3.0,3.0,3.0,,8.0,,,1.0,0.4166666666666667,0.375,0.6,0.22727272727272727,0.2,0.75,0.4444444444444444,,,5.0,,,0.23076923076923078,,,,,,1.0,,,1.0,2.0,4.0,3.0,1.0,,,0.5,0.5,0.07692307692307693,0.06666666666666667,0.14285714285714285,,,,0.5,,1.0,3.0,1.0,1.0,1.0,4.0,0.1111111111111111,1.0,0.25,,,,,,,,,True,,,,,,,
204038,1610612765,Langston Galloway,Langston Galloway,204038,DET,2822.0,47,-3.0,100,97,18.0,36.0,14.0,197,,1.0,,1.0,5.0,,4.0,2.0,4.0,9.0,,16.0,113,1.0,,3.0,,4.0,,1.0,1.0,1.0,3.0,,,3.0,5.0,,5.0,1.0,3.0,,,,,,,3.0,18.0,2.0,,,0.5,0.6153846153846154,0.6153846153846154,0.5,0.6923076923076923,,,11.965811965811966,,0.125,,0.12195121951219512,,,0.2222222222222222,0.07692307692307693,,,,0.07692307692307693,,,,0.38461538461538464,0.3076923076923077,,0.7692307692307693,0.5058115384615385,0.5343,,,0.1875,11.6,24.477777777777774,0.18,2.0,2.0,1.0,1.0,,1.0,1.0,4.0,,,2.0,4.0,12.0,1.0,,,2.0,,,,3.0,2.0,3.0,1.0,0.4444444444444444,,0.4444444444444444,,,,,0.11764705882352941,0.08333333333333333,,0.15384615384615385,0.15384615384615385,1.0,1.0,0.25,0.25,1.0,1.0,,,0.3333333333333333,0.3333333333333333,0.25,0.4558,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,3.0,,,,,,,0.6,0.6,1.0,,,,,,1.0,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,,,True,,,,,,,
1628971,1610612765,Bruce Brown,Bruce Brown,1628971,DET,2201.0,37,-15.0,77,77,,12.0,9.0,154,1.0,2.0,1.0,2.0,3.0,,1.0,2.0,4.0,4.0,,7.0,97,,,,,1.0,,1.0,2.0,1.0,5.0,1.0,,3.0,4.0,1.0,5.0,5.0,7.0,,,,,,,,,1.0,,,0.5,0.4375,0.4375,,0.5,,,11.494252873563218,,0.16666666666666666,0.043478260869565216,0.11764705882352941,0.02631578947368421,,0.16666666666666666,0.25,0.5,0.5,,0.25,0.5,0.5,,0.375,0.125,,0.75,0.51201875,0.582,,,,3.6,24.275,,,,,1.0,,,,1.0,,2.0,,4.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,0.25,,0.25,1.0,1.0,,,0.0625,,0.5,,,,,1.0,1.0,1.0,,,,,,1.0,,0.2857142857142857,1.0,1.0,1.0,1.0,2.0,1.0,,,,2.0,,2.0,2.0,,,,1.0,1.0,,0.07692307692307693,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,True,,,,,,,
2585,1610612765,Zaza Pachulia,Zaza Pachulia,2585,DET,124.0,2,-2.0,4,5,,2.0,,9,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202397,1610612765,Ish Smith,Ish Smith,202397,DET,376.0,6,3.0,13,13,3.0,1.0,2.0,26,,1.0,,,1.0,,1.0,,1.0,2.0,,3.0,11,,,3.0,,1.0,,,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,,,,,3.0,3.0,,,,,0.5,0.5,0.75,0.6666666666666666,,,20.0,,0.5,,0.25,,,,0.3333333333333333,,,,,,,,0.3333333333333333,0.3333333333333333,,1.0,0.45668333333333333,,,,1.0,2.5,24.95,0.23076923076923078,,,,1.0,,,1.0,1.0,,,1.0,,3.0,1.0,,,,,,,,,,1.0,0.5,,0.5,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,0.5,1.0,0.40325,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,0.75,,,,,,,0.5,,,,,,,,,,,,1.0,,1.0,,,1.0,1.0,True,,,,,,,
