EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,ShortMidRangeFGA,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg3Pct,PenaltyFg3Pct,AtRimPctBlocked,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,ShortMidRangeFGM,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGA,OffThreePtRebounds,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Frequency,SecondChanceFtPoints,PenaltyFtPoints,on,Corner3FGM,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LostBallTurnovers,Offensive Fouls,BlockedAtRim,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassSteals,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,Charge Fouls Drawn,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct
1626167,1610612754,Myles Turner,Myles Turner,1626167,IND,447.0,7.0,1.0,15,15.0,6.0,3.0,2.0,30,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,16.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,6.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.25,25.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,0.75,0.540425,0.3394,0.6787,0.5,0.5,7.533333333333334,26.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627734,1610612754,Domantas Sabonis,Domantas Sabonis,1627734,IND,1657.0,28.0,-10.0,52,55.0,14.0,15.0,6.0,107,,2.0,,1.0,,1.0,1.0,,6.0,1.0,5.0,56.0,,1.0,,,3.0,,,1.0,,14.0,,,,,,0.21428571428571427,,,0.2777777777777778,,,0.14285714285714285,17.24137931034483,0.2857142857142857,,,,0.14285714285714285,,,,0.14285714285714285,0.3333333333333333,,0.42857142857142855,0.4474928571428571,0.615,0.3706666666666667,,,8.216666666666667,25.9,0.2692307692307692,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,11.0,2.0,3.0,3.0,1.0,7.0,2.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.16666666666666666,0.1,0.25,0.2,0.0625,0.18181818181818182,0.16666666666666666,0.25,0.2222222222222222,0.3333333333333333,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201936,1610612754,Tyreke Evans,Tyreke Evans,201936,IND,1657.0,28.0,-10.0,52,55.0,14.0,15.0,6.0,107,2.0,7.0,,2.0,,1.0,8.0,2.0,9.0,8.0,20.0,56.0,,,3.0,,2.0,6.0,,8.0,6.0,14.0,,,0.2222222222222222,,,0.5588235294117647,1.5,0.75,0.5263157894736842,1.5,0.75,0.47058823529411764,36.20689655172414,0.4117647058823529,0.2857142857142857,0.4,,0.058823529411764705,,,,0.47058823529411764,0.5,,0.8823529411764706,0.5233735294117646,0.5694,0.44715,0.15,0.3,4.211111111111111,26.4,0.2692307692307692,,1.0,5.0,5.0,1.0,12.0,5.0,2.0,,1.0,1.0,1.0,,,3.0,,4.0,6.0,,10.0,,10.0,,,,,2.0,,,,3.0,4.0,2.0,0.8,0.625,0.625,0.2222222222222222,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,0.16666666666666666,0.5,0.2222222222222222,0.6666666666666666,0.058823529411764705,0.625,0.625,0.8,,0.625,0.10526315789473684,0.18181818181818182,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,0.2857142857142857,0.25,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202709,1610612754,Cory Joseph,Cory Joseph,202709,IND,1657.0,28.0,-10.0,52,55.0,14.0,15.0,6.0,107,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,6.0,1.0,9.0,56.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,14.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.6428571428571429,1.25,1.0,0.6428571428571429,1.25,1.0,0.14285714285714285,12.06896551724138,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,,,,0.14285714285714285,0.5,1.0,0.42857142857142855,0.4502214285714286,0.5779,0.4823,0.5555555555555556,0.4444444444444444,7.3500000000000005,26.2,0.2692307692307692,1.0,3.0,1.0,1.0,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,2.0,4.0,2.0,,,1.0,1.0,1.0,,,,,0.05555555555555555,,,0.03333333333333333,,,,0.125,,,0.42857142857142855,1.0,1.0,1.0,0.5,1.0,,,1.0,1.0,,,1.0,1.0,,,4.0,,,,,1.0,,,,0.5,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203926,1610612754,Doug McDermott,Doug McDermott,203926,IND,1753.0,29.0,-5.0,57,58.0,19.0,18.0,7.0,115,2.0,3.0,,,,,6.0,2.0,3.0,7.0,6.0,56.0,,1.0,,,,,4.0,6.0,,19.0,1.0,1.0,0.6666666666666666,,,0.2,,,0.2727272727272727,,,0.7,17.1875,0.3,0.6666666666666666,0.6666666666666666,1.0,,,,,0.6,,,1.0,0.544405,0.56155,0.539325,,,1.3666666666666665,25.8,0.3333333333333333,1.0,,,,2.0,,,,1.0,3.0,4.0,3.0,1.0,,11.0,2.0,2.0,,,2.0,3.0,5.0,,,,,,,1.0,2.0,3.0,4.0,2.0,,,,,,,,,0.09523809523809523,0.16666666666666666,0.0625,0.09090909090909091,0.08333333333333333,,,0.2222222222222222,,,,,,0.5,,0.18181818181818182,0.5,,1.0,,2.0,,1.0,,2.0,,,,,,,,,,0.5,,,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,0.09090909090909091,0.125,1.0,0.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201954,1610612754,Darren Collison,Darren Collison,201954,IND,,,,1,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612754,Wesley Matthews,Wesley Matthews,202083,IND,,,,1,,1.0,,,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202711,1610612754,Bojan Bogdanovic,Bojan Bogdanovic,202711,IND,410.0,7.0,-7.0,12,12.0,4.0,4.0,,24,,1.0,,1.0,,,,,2.0,,,18.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,16.666666666666668,0.5,,,,,,,,,1.0,,0.5,0.491,,0.6978,,,2.5,,0.3333333333333333,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628388,1610612754,TJ Leaf,TJ Leaf,1628388,IND,550.0,9.0,7.0,18,19.0,7.0,11.0,5.0,37,,2.0,,1.0,,,1.0,,2.0,1.0,2.0,10.0,,,2.0,,1.0,2.0,,1.0,2.0,7.0,,,,,,,,,0.25,1.0,0.5,0.3333333333333333,16.666666666666668,0.6666666666666666,,,,,,,,0.3333333333333333,1.0,,1.0,0.5531,,0.618,1.0,1.0,1.55,26.4,0.3888888888888889,,,,,2.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,1.0,2.0,1.0,,,,0.5,,,,0.1,0.14285714285714285,,0.07692307692307693,0.08333333333333333,0.2,0.5,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.5,,,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628988,1610612754,Aaron Holiday,Aaron Holiday,1628988,IND,245.0,4.0,4.0,10,9.0,7.0,3.0,1.0,19,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,5.0,7.0,,,,1.0,1.0,5.0,,1.0,5.0,7.0,,,1.0,,1.0,1.25,,1.25,1.25,,1.25,0.5,18.181818181818183,0.5,1.0,1.0,,,,,,0.5,0.5,1.0,1.0,0.616225,,0.616225,,1.0,1.6,25.0,0.7,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,2.0,3.0,,,,,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
