EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,OffRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,Fg3aBlocked,OffTwoPtRebounds,FTDefRebounds,SelfOReb,PenaltyTurnovers,Offensive Fouls Drawn,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Charge Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,OffensiveGoaltends,OffShortMidRangeReboundPct,on,Blocked3s,BlockedCorner3,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Defensive 3 Seconds Violations
1626156,1610612751,D'Angelo Russell,D'Angelo Russell,1626156,BKN,3843.0,64,-54.0,138,137,7,21,18.0,275,3.0,9.0,1.0,1.0,4.0,19.0,3.0,6.0,6.0,16.0,10.0,34.0,6.0,16.0,4.0,42.0,189,1.0,3.0,5.0,6.0,4.0,16.0,6.0,12.0,16.0,6.0,1.0,4.0,4.0,8.0,4.0,3.0,1.0,20.0,4.0,4.0,8.0,8.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,6.0,7,0.2,0.2,0.3333333333333333,0.375,0.375,0.29411764705882354,0.6,0.38,0.6,0.40384615384615385,0.6,0.32,0.029411764705882353,0.1111111111111111,37.82051282051282,0.42857142857142855,0.0975609756097561,0.23529411764705882,0.13793103448275862,0.1111111111111111,0.07142857142857142,0.1111111111111111,0.1,0.42857142857142855,0.18,0.3333333333333333,0.375,0.3333333333333333,0.38,0.21052631578947367,0.21052631578947367,0.12,0.5,0.5,0.3333333333333333,0.32,0.375,0.375,0.3333333333333333,0.2,1.0,0.5,0.375,0.477284,0.43656000000000006,0.038461538461538464,0.05555555555555555,0.14285714285714285,9.1,25.8125,0.050724637681159424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1626178,1610612751,Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,1626178,BKN,1798.0,30,-12.0,67,65,27,32,7.0,132,1.0,9.0,,3.0,1.0,1.0,,1.0,,,2.0,11.0,,,11.0,15.0,84,,,3.0,5.0,4.0,,,,,,2.0,3.0,1.0,4.0,,1.0,,9.0,2.0,1.0,3.0,5.0,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,2.0,5.0,,,7.0,,13.0,,6.0,5.0,27,1.0,1.0,,,,0.18181818181818182,,0.18181818181818182,,0.4411764705882353,0.4166666666666667,,0.18181818181818182,0.2222222222222222,24.324324324324326,,0.1,0.18181818181818182,0.14285714285714285,,,0.25,0.25,,0.8181818181818182,0.1111111111111111,0.14285714285714285,1.0,0.09090909090909091,1.0,1.0,0.09090909090909091,,,,,,,,1.0,,0.8181818181818182,,0.5394909090909091,0.5559666666666666,0.375,0.375,0.3333333333333333,4.3,,0.40298507462686567,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.14285714285714285,0.05714285714285714,0.14285714285714285,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,5073.0,85,7.0,182,177,59,86,21.0,359,9.0,14.0,5.0,7.0,9.0,14.0,,3.0,10.0,21.0,18.0,31.0,11.0,22.0,10.0,79.0,201,3.0,7.0,12.0,26.0,6.0,30.0,12.0,21.0,21.0,10.0,2.0,5.0,2.0,7.0,2.0,4.0,,16.0,6.0,3.0,10.0,13.0,4.0,1.0,3.0,4.0,,3.0,1.0,,1.0,1.0,5.0,,3.0,5.0,,,11.0,,13.0,1.0,7.0,26.0,59,0.16666666666666666,0.17647058823529413,0.36363636363636365,0.5,0.5,0.5806451612903226,0.5833333333333334,0.6509433962264151,0.5263157894736842,0.6724137931034483,0.5952380952380952,0.41509433962264153,0.06451612903225806,0.14285714285714285,30.88235294117647,0.8,0.0625,0.17647058823529413,0.10975609756097561,0.09090909090909091,0.0625,,0.12,0.3333333333333333,0.2641509433962264,0.6428571428571429,0.75,0.1111111111111111,0.2641509433962264,0.6428571428571429,0.6428571428571429,0.05660377358490566,,,,0.39622641509433965,0.47619047619047616,0.5,0.3,0.3684210526315789,0.7142857142857143,0.6792452830188679,0.47619047619047616,0.5033490566037735,0.5205868421052632,0.1206896551724138,0.19444444444444445,0.3291139240506329,6.577419354838711,25.35909090909091,0.3241758241758242,6.0,,1.0,2.0,3.0,,2.0,,1.0,,1.0,,,0.047619047619047616,0.03260869565217391,0.05405405405405406,,0.2222222222222222,1.0,1.0,1.0,1.0,3.0,5.0,2.0,7.0,1.0,3.0,5.0,11.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2857142857142857,0.3333333333333333,0.6875,0.6875,0.045454545454545456,0.047619047619047616,0.2,0.02,0.04,0.05,0.018867924528301886,1.0,1.0,1.0,0.125,1.0,0.625,0.6,0.6666666666666666,0.3684210526315789,0.2857142857142857,0.43622500000000003,0.13924050632911392,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201162,1610612751,Jared Dudley,Jared Dudley,201162,BKN,2251.0,38,22.0,80,78,37,48,10.0,158,,,,,,,,1.0,2.0,6.0,,1.0,2.0,6.0,,6.0,79,,,,3.0,,,6.0,,6.0,2.0,,6.0,1.0,7.0,1.0,5.0,,15.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,3.0,6.0,,,,,,,,3.0,37,,,1.0,0.3333333333333333,0.3333333333333333,,,0.42857142857142855,0.5,0.42857142857142855,0.5,0.8571428571428571,,,8.79120879120879,1.0,,0.05,0.025,,,,0.05555555555555555,,,,,,,,,0.14285714285714285,,,,0.8571428571428571,0.3333333333333333,0.3333333333333333,1.0,,,0.8571428571428571,0.3333333333333333,0.5149714285714285,0.52805,,,0.5,19.8,25.400000000000002,0.4625,,,1.0,,,1.0,,,,,,,3.0,,,,,,,,,,,1.0,1.0,3.0,,,1.0,,1.0,3.0,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201960,1610612751,DeMarre Carroll,DeMarre Carroll,201960,BKN,7161.0,119,-35.0,256,252,66,98,33.0,508,1.0,5.0,1.0,2.0,1.0,7.0,,2.0,6.0,18.0,2.0,14.0,7.0,24.0,8.0,33.0,307,1.0,2.0,3.0,9.0,4.0,,18.0,3.0,18.0,6.0,4.0,1.0,1.0,2.0,,1.0,,5.0,5.0,8.0,14.0,20.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,,,,3.0,2.0,4.0,8.0,,,8.0,1.0,8.0,,4.0,9.0,66,1.0,1.0,0.8571428571428571,0.2916666666666667,0.2916666666666667,0.14285714285714285,0.6666666666666666,0.32894736842105265,0.3888888888888889,0.39285714285714285,0.45,0.631578947368421,0.2857142857142857,0.4,15.517241379310345,0.6666666666666666,0.11940298507462686,0.10869565217391304,0.11504424778761062,0.2222222222222222,0.041666666666666664,0.0625,0.11764705882352941,0.08333333333333333,0.13157894736842105,0.2,0.3333333333333333,1.0,0.18421052631578946,0.14285714285714285,0.16666666666666666,0.05263157894736842,,,,0.47368421052631576,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,0.5,0.7631578947368421,0.3333333333333333,0.5072249999999999,0.5458444444444444,0.09523809523809523,0.2222222222222222,0.2727272727272727,6.771428571428571,25.179166666666664,0.2578125,2.0,1.0,,5.0,6.0,,,,,,,,,0.08620689655172414,0.043795620437956206,0.0784313725490196,,1.0,,,1.0,6.0,,2.0,,3.0,,,2.0,,1.0,6.0,,1.0,1.0,1.0,,,1.0,,,0.16666666666666666,,,,0.041666666666666664,,0.14285714285714285,0.012658227848101266,,,0.15789473684210525,0.16666666666666666,0.2,,,,0.6666666666666666,,,0.3333333333333333,,0.5649,,1.0,3.0,0.14285714285714285,0.5,0.16666666666666666,0.09090909090909091,0.14285714285714285,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,True,,,,,,,,,,,
203915,1610612751,Spencer Dinwiddie,Spencer Dinwiddie,203915,BKN,3943.0,66,-13.0,138,137,56,76,15.0,275,7.0,12.0,3.0,5.0,1.0,8.0,,,4.0,10.0,8.0,20.0,6.0,13.0,4.0,38.0,151,2.0,3.0,9.0,16.0,8.0,8.0,6.0,12.0,10.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,,7.0,2.0,1.0,5.0,5.0,1.0,1.0,,3.0,,2.0,1.0,,1.0,1.0,4.0,,1.0,3.0,,,6.0,,5.0,1.0,2.0,16.0,56,0.5,0.5,0.3333333333333333,0.46153846153846156,0.46153846153846156,0.4,0.3333333333333333,0.5151515151515151,0.5357142857142857,0.5588235294117647,0.5714285714285714,0.3939393939393939,0.05,0.08333333333333333,24.675324675324674,0.75,0.034482758620689655,0.05714285714285714,0.046875,,,0.1111111111111111,0.03571428571428571,0.14285714285714285,0.36363636363636365,0.5833333333333334,0.6363636363636364,0.42857142857142855,0.24242424242424243,0.125,0.125,,,,,0.30303030303030304,0.4,0.4,0.25,0.35714285714285715,0.6,0.7575757575757576,0.4,0.5320393939393939,0.5239428571428573,0.08823529411764706,0.09523809523809523,0.42105263157894735,3.54,25.43846153846154,0.4057971014492754,1.0,,1.0,,,,1.0,,,,,,,,,,,1.0,2.0,2.0,2.0,3.0,,,2.0,3.0,2.0,,,4.0,3.0,5.0,,,,2.0,,1.0,1.0,,,0.6,1.0,1.0,1.0,,,0.4,,,,0.09090909090909091,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,,,,0.21428571428571427,0.6666666666666666,0.5662,0.10526315789473684,1.0,2.0,,,,,,0.14285714285714285,0.5,1.0,1.0,0.5,0.07692307692307693,,,,,,,,True,,,,,,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,2922.0,49,-45.0,107,104,16,25,16.0,211,5.0,6.0,1.0,2.0,,,1.0,2.0,1.0,6.0,6.0,8.0,1.0,7.0,2.0,17.0,141,2.0,1.0,2.0,2.0,10.0,2.0,3.0,,6.0,1.0,,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,,2.0,4.0,,,,1.0,,,2.0,2.0,1.0,,3.0,1.0,3.0,6.0,,,2.0,,2.0,,1.0,2.0,16,0.8333333333333334,1.0,1.0,0.14285714285714285,0.14285714285714285,0.75,0.5,0.5,0.5,0.53125,0.5,0.4666666666666667,,,15.447154471544716,0.3333333333333333,,0.11764705882352941,0.044444444444444446,,,,0.15384615384615385,,0.4,0.8333333333333334,0.8333333333333334,0.8,,,,0.13333333333333333,0.5,0.5,1.0,0.4,0.16666666666666666,0.16666666666666666,1.0,1.0,0.5,0.8666666666666667,0.16666666666666666,0.5157933333333333,0.5141,0.0625,0.1111111111111111,0.11764705882352941,6.425,25.542857142857144,0.14953271028037382,,,,,2.0,,,,,,,,,,0.031746031746031744,,,,2.0,2.0,,1.0,,1.0,,,2.0,,1.0,6.0,,,2.0,,2.0,,,,,,,,1.0,0.6666666666666666,0.75,,,,0.05405405405405406,0.15384615384615385,,0.06666666666666667,,,,0.6666666666666666,1.0,0.3333333333333333,,,,,0.5507,0.35294117647058826,,,,,,,,,,,,0.5,,2.0,,,,,,,True,,,,,,,,,,,
1626203,1610612751,Treveon Graham,Treveon Graham,1626203,BKN,2272.0,38,4.0,80,78,24,42,10.0,158,1.0,1.0,,,1.0,1.0,,,,5.0,2.0,2.0,,5.0,3.0,7.0,89,,,,1.0,2.0,2.0,,,5.0,,,1.0,1.0,2.0,1.0,1.0,,5.0,,3.0,3.0,4.0,2.0,2.0,,,,,1.0,,,,1.0,,,4.0,,,4.0,,4.0,,1.0,1.0,24,0.5,0.5,,,,1.0,,0.2857142857142857,,0.3888888888888889,0.25,0.7142857142857143,,,11.11111111111111,,0.125,,0.08571428571428572,,0.2857142857142857,0.16666666666666666,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,0.7142857142857143,,,,,,0.8571428571428571,,0.5267071428571428,0.53385,0.125,0.3333333333333333,0.14285714285714285,5.1,25.619999999999997,0.3,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,0.05263157894736842,0.02702702702702703,0.05555555555555555,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,2312.0,39,-37.0,84,84,5,18,11.0,168,4.0,7.0,,,,,,,,,4.0,7.0,,,5.0,13.0,113,2.0,,,2.0,6.0,2.0,,,,,2.0,1.0,3.0,4.0,3.0,1.0,,11.0,2.0,3.0,5.0,11.0,1.0,1.0,,,,,2.0,,,,2.0,1.0,5.0,6.0,,,5.0,,6.0,,2.0,2.0,5,0.75,1.0,,,,0.5714285714285714,,0.5714285714285714,,0.65,1.0,,0.2857142857142857,0.2857142857142857,12.5,,0.13636363636363635,0.15384615384615385,0.14285714285714285,0.16666666666666666,0.2,,0.1111111111111111,0.25,1.0,0.5714285714285714,0.8,0.75,,,,,,,,,,,,,,1.0,,0.5246714285714286,,0.2222222222222222,0.2222222222222222,0.15384615384615385,1.9714285714285713,,0.05952380952380952,2.0,,,1.0,6.0,,,1.0,2.0,1.0,2.0,1.0,,0.041666666666666664,0.11538461538461539,0.047619047619047616,0.5,,1.0,2.0,,,,,,,1.0,,,4.0,,,2.0,,5.0,,,,1.0,,,,0.5,0.5,0.6666666666666666,,,,0.17857142857142858,0.25,,,,,,1.0,0.5,,,,,,0.59705,0.3076923076923077,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,0.16666666666666666,True,,,,,,,,,,,
202334,1610612751,Ed Davis,Ed Davis,202334,BKN,1963.0,33,22.0,67,66,22,23,13.0,133,6.0,8.0,3.0,4.0,,,,,,,6.0,8.0,,,2.0,14.0,62,3.0,3.0,4.0,8.0,6.0,6.0,,,,,2.0,1.0,1.0,2.0,1.0,,1.0,5.0,6.0,5.0,12.0,16.0,,,,,,,,,,,,,6.0,8.0,,,3.0,2.0,2.0,,,8.0,22,0.5,1.0,,,,0.75,0.75,0.75,0.75,0.7777777777777778,0.8,,0.25,0.25,11.39240506329114,,0.19230769230769232,0.35294117647058826,0.2558139534883721,0.23076923076923078,0.125,0.2,0.46153846153846156,,1.0,0.75,1.0,0.5,,,,,,,,,,,,1.0,0.75,1.0,,0.5869,0.619025,,,0.5714285714285714,1.2875,,0.3283582089552239,2.0,,,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,0.07692307692307693,0.12121212121212122,,1.0,,3.0,3.0,,,,,,,3.0,,,8.0,,,6.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,,,0.5,0.15,0.18181818181818182,,,,,,1.0,1.0,,,,,,0.5259,0.5714285714285714,,,,,,,0.25,,,,,,,2.0,,,,1.0,,0.14285714285714285,True,,,,,,,,,,,
