EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,LiveBallTurnoverPct,DefThreePtReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Avg2ptShotDistance,ShortMidRangeFGM,Corner3FGA,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,Fg2aBlocked,OffThreePtRebounds,OffRebounds,Blocked2s,BlockedAtRim,Blocks,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,SecondChanceArc3FGA,SecondChanceFG3A,Steals,BadPassSteals,SecondChanceArc3Frequency,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,OffTwoPtRebounds,SelfOReb,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,OffAtRimReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,on,Corner3FGM,PtsUnassisted3s,HeaveAttempts,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallSteals,RecoveredBlocks,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFtPoints,PtsPutbacks,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ShortMidRangePctBlocked,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,ThreePtShootingFoulsDrawnPct,Offensive Fouls Drawn,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted,OffLongMidRangeReboundPct,PenaltyCorner3FGM,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,331.0,6,-2.0,13,12,8,12,1.0,25,1.0,1.0,1.0,1.0,1.0,1.0,3.0,14,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,8,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,21.428571428571427,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5517,0.5517,1.0,25.2,0.6153846153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,607.0,10,-4.0,24,23,11,16,,47,,,,,,,2.0,23,,,2.0,,,,1.0,3.0,3.0,,,2.0,2.0,11,,,,,0.3333333333333333,0.5,0.3333333333333333,0.5,,20.833333333333336,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,0.4819,0.53365,1.0,,0.4583333333333333,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,1.0,0.4,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628960,1610612762,Grayson Allen,Grayson Allen,1628960,UTA,843.0,14,-10.0,32,30,19,23,3.0,62,,2.0,,1.0,,3.0,9.0,32,,1.0,4.0,,2.0,,,1.0,1.0,,,,4.0,19,,,,,0.2857142857142857,0.25,0.45,0.4,0.42857142857142855,28.571428571428573,,0.07692307692307693,,0.2857142857142857,,,,0.25,,0.8571428571428571,,0.5705428571428571,0.62815,0.4444444444444444,25.633333333333336,0.59375,1.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,4.0,,,,,,,1.0,,,,,,,0.5,0.3333333333333333,,0.1111111111111111,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.75,0.3333333333333333,3.05,1.0,1.0,5.0,2.0,4.0,7.0,1.0,4.0,1.0,1.0,0.14285714285714285,0.4,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202327,1610612762,Ekpe Udoh,Ekpe Udoh,202327,UTA,367.0,6,-8.0,16,16,11,16,,32,,,,,,,,21,,,,,,,,,,,,,,11,,,,,,,,,,6.25,,,,,,,,,,,,0.392,,,,0.6875,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203526,1610612762,Raul Neto,Raul Neto,203526,UTA,367.0,6,-8.0,16,16,11,16,,32,,,,,,,2.0,21,,,2.0,,,,,1.0,1.0,,,,2.0,11,,,,,0.5,0.5,0.5,0.5,,12.5,,0.16666666666666666,,,,,,,,0.5,,0.4616,0.4616,1.0,,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,0.5,0.5,,0.25,,0.25,0.5,1.0,1.0,0.5,0.5,1.0,6.15,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202324,1610612762,Derrick Favors,Derrick Favors,202324,UTA,385.0,6,,13,11,5,4,1.0,24,,,,,,,4.0,7,,,,,,,1.0,2.0,3.0,,,,,5,,,,,0.6666666666666666,,0.6666666666666666,,,21.428571428571427,0.5,0.3333333333333333,,,,,,,,1.0,,0.4896,0.363,,,0.38461538461538464,2.0,3.0,,1.0,,2.0,3.0,,1.0,,,,,,,,1.0,,,,1.0,,1.0,0.6666666666666666,,,0.25,,0.3333333333333333,1.0,0.6666666666666666,1.0,,1.0,,3.1666666666666665,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.1111111111111111,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203109,1610612762,Jae Crowder,Jae Crowder,203109,UTA,145.0,2,-4.0,5,4,5,4,1.0,9,,1.0,,1.0,,2.0,,5,,2.0,,,1.0,,,,,,,,,5,,,,,,,,,1.0,33.333333333333336,,,,0.5,,,,0.5,,1.0,,0.540525,0.540525,,24.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,476.0,8,-2.0,16,14,8,7,3.0,30,,1.0,,1.0,,1.0,,11,,1.0,,,1.0,,,,,,,,,8,,,,,,,,,0.5,10.526315789473685,,,,0.5,,,,0.5,,1.0,,0.6034,0.6034,,28.5,0.5,,1.0,,1.0,,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,0.5,,,,0.5,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628378,1610612762,Donovan Mitchell,Donovan Mitchell,1628378,UTA,331.0,6,2.0,11,10,3,3,2.0,21,,1.0,,,,1.0,2.0,6,,,2.0,,1.0,,,,1.0,,,,2.0,3,,,,,0.3333333333333333,0.5,0.25,0.5,0.3333333333333333,30.769230769230766,,,,0.3333333333333333,,,,,,0.3333333333333333,,0.3753,0.3981,1.0,28.6,0.2727272727272727,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,1.0,,,0.5,0.5,,,,,,,,0.3333333333333333,,,10.9,,,,,1.0,2.0,,1.0,,,,0.25,0.3333333333333333,,,,,,,1.0,,,,,,,0.125,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,0.3333333333333333,1.0,1.0,0.3933,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200757,1610612762,Thabo Sefolosha,Thabo Sefolosha,200757,UTA,272.0,5,-12.0,11,11,11,11,2.0,22,,1.0,,1.0,,2.0,,16,,2.0,,,1.0,,,,,,,,,11,,,,,,,,,1.0,15.384615384615383,,,,0.5,,,,0.5,,1.0,,0.55845,0.55845,,24.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
