EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2A,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG2APctBlocked,AtRimPctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceFtPoints,SecondChancePoints,TwoPtAssists,AtRimAssists,Loose Ball Fouls Drawn,SecondChanceTsPct,SecondChancePointsPct,SecondChanceAtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceFG2M,LiveBallTurnovers,BadPassTurnovers,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,Steals,BadPassSteals,LostBallTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceShotQualityAvg,on,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,SelfOReb,LostBallSteals,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,SecondChanceArc3FGA,ShortMidRangeAssists,FTDefRebounds,Charge Fouls,ShortMidRangePctBlocked,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedShortMidRange,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3PctBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,LongMidRangePctBlocked
1626179,1610612738,Terry Rozier,Terry Rozier,1626179,BOS,563.0,9,8.0,23,22,23.0,13.0,4.0,45,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,20,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,2.0,23.0,1.0,1.0,0.2,0.2,0.2,0.2,0.8,18.51851851851852,0.3333333333333333,0.375,0.36363636363636365,0.5,0.5,0.2,1.0,1.0,0.8,0.2,1.0,0.8,1.0,0.5236,0.5236,1.0,0.4,29.625,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627824,1610612738,Guerschon Yabusele,Guerschon Yabusele,1627824,BOS,837.0,14,1.0,33,32,27.0,18.0,4.0,65,2.0,3.0,2.0,3.0,1.0,,2.0,3.0,1.0,8.0,31,2.0,3.0,,8.0,2.0,1.0,1.0,,1.0,2.0,8.0,27.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.25,21.62162162162162,,0.08333333333333333,0.0625,,0.1,0.75,0.6666666666666666,1.0,0.25,1.0,0.6666666666666666,,1.0,0.6319875,0.6742,1.0,1.5,27.6,0.8181818181818182,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2,0.08333333333333333,0.25,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628400,1610612738,Semi Ojeleye,Semi Ojeleye,1628400,BOS,758.0,13,6.0,30,29,27.0,18.0,4.0,59,1.0,1.0,1.0,1.0,,,1.0,1.0,,4.0,26,1.0,1.0,,4.0,2.0,,,,,1.0,4.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.88235294117647,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.6368,0.6368,1.0,1.6,,0.9,,2.0,,2.0,,,,1.0,,2.0,1.0,1.0,,,,,,,1.0,2.0,,,1.0,,,,1.0,,,,,0.25,0.1,0.3333333333333333,,,,,2.0,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628464,1610612738,Daniel Theis,Daniel Theis,1628464,BOS,408.0,7,-2.0,17,16,14.0,8.0,2.0,33,2.0,2.0,2.0,2.0,,,3.0,4.0,1.0,6.0,17,2.0,3.0,1.0,4.0,,,,1.0,1.0,1.0,4.0,14.0,0.75,0.6666666666666666,0.6,0.5,0.6,0.5,0.2,31.57894736842105,0.5,,0.125,0.5,,0.4,1.0,1.0,,0.5,1.0,,0.6,0.60494,0.6554,0.6666666666666666,8.225,23.7,0.8235294117647058,1.0,,1.0,,6.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,,2.0,,,,1.0,0.3333333333333333,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.2,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202954,1610612738,Brad Wanamaker,Brad Wanamaker,202954,BOS,758.0,13,6.0,30,29,27.0,18.0,4.0,59,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,10.0,26,2.0,4.0,1.0,10.0,4.0,1.0,,,,,10.0,27.0,0.4,0.5,0.5833333333333334,0.7,0.625,0.7142857142857143,0.16666666666666666,26.470588235294116,,,,,,0.16666666666666666,1.0,1.0,0.16666666666666666,0.2,1.0,0.2,0.3333333333333333,0.47339166666666666,0.48135000000000006,1.0,11.24,27.4,0.9,,3.0,,3.0,,,,3.0,,6.0,,,,1.0,,,,,3.0,4.0,,1.0,1.0,,,,1.0,,,,,,,,,,0.14285714285714285,0.16666666666666666,,,3.0,2.0,,,,,1.0,2.0,,,,1.0,,,,,,1.0,,0.3333333333333333,0.5,0.5,,,,,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629057,1610612738,Robert Williams III,Robert Williams III,1629057,BOS,439.0,7,6.0,17,17,16.0,14.0,2.0,34,,1.0,,1.0,,,,1.0,,2.0,13,,1.0,,2.0,,,3.0,1.0,4.0,5.0,2.0,16.0,,,,,0.5,0.5,,10.526315789473685,0.3333333333333333,0.5,0.4444444444444444,0.5,0.25,1.0,,,,1.0,,,1.0,0.4304,0.4304,1.0,3.1,,0.9411764705882353,1.0,2.0,1.0,2.0,,,,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,0.2,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,0.5,1.0,0.4304,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627759,1610612738,Jaylen Brown,Jaylen Brown,1627759,BOS,185.0,3,-5.0,6,6,1.0,1.0,,12,,,,,,,,,,,7,,,,,,,,,,,,1.0,,,,,,,,16.666666666666668,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612738,Kyrie Irving,Kyrie Irving,202681,BOS,79.0,1,-5.0,3,3,,,,6,,,,,,,,1.0,,,5,,,,,,,,,,,,,,,,,,,,33.333333333333336,,,,,,,,,,,,,,0.39,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202694,1610612738,Marcus Morris,Marcus Morris,202694,BOS,79.0,1,-5.0,3,3,,,,6,,,,,,,,,,,5,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,79.0,1,-5.0,3,3,,,,6,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
