EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Loose Ball Fouls,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,BadPassOutOfBoundsTurnovers,SecondChanceArc3Frequency,Charge Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Charge Fouls Drawn,OffArc3ReboundPct,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,Offensive Fouls Drawn,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,on,FTOffRebounds,OffFTReboundPct,HeaveAttempts,BlockedLongMidRange,3SecondViolations,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy
1627732,1610612755,Ben Simmons,Ben Simmons,1627732,PHI,4024.0,67,-40,138,137,19,20.0,16.0,275,7.0,11.0,1.0,1.0,5.0,7.0,12.0,18.0,3.0,27.0,171.0,1.0,1.0,2.0,16.0,8.0,1.0,10.0,2.0,12.0,2.0,7.0,1.0,2.0,26.0,5.0,1.0,2.0,8.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,19,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.675,0.5,0.05555555555555555,0.09090909090909091,16.560509554140125,0.6666666666666666,0.6666666666666666,0.03571428571428571,0.16129032258064516,0.1016949152542373,0.1111111111111111,0.18518518518518517,0.3333333333333333,0.6111111111111112,0.6363636363636364,0.7,0.8571428571428571,0.3888888888888889,0.7142857142857143,0.7142857142857143,0.4,1.0,1.0,0.6111111111111112,0.48136666666666666,0.5805,0.10526315789473684,0.10526315789473684,0.07407407407407407,4.527777777777778,0.13768115942028986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
200755,1610612755,JJ Redick,JJ Redick,200755,PHI,2112.0,35,-33,78,76,18,15.0,9.0,154,,,,,,,2.0,5.0,,16.0,104.0,,1.0,3.0,2.0,2.0,,3.0,,3.0,,2.0,1.0,,6.0,,2.0,,2.0,2.0,,,,,,2.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,3.0,18,,,0.5,0.5,0.4,,0.5333333333333333,0.3,0.5333333333333333,0.3,,,19.318181818181817,,,0.14285714285714285,,0.06060606060606061,0.125,,,,,,,,,,,,,0.6666666666666666,0.49204666666666674,0.47949,,,0.1875,18.8,0.23076923076923078,2.0,5.0,1.0,3.0,3.0,7.0,1.0,4.0,4.0,10.0,1.0,4.0,12.0,7.0,3.0,1.0,1.0,0.4,0.25,0.4,0.6666666666666666,0.2,0.3333333333333333,0.4,0.4,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,0.4666666666666667,0.42857142857142855,0.42857142857142855,1.0,0.8,0.25,0.42857142857142855,25.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202328,1610612755,Greg Monroe,Greg Monroe,202328,PHI,5379.0,90,-42,195,192,61,39.0,20.0,387,13.0,28.0,2.0,3.0,1.0,5.0,15.0,36.0,7.0,40.0,226.0,3.0,6.0,12.0,18.0,12.0,4.0,3.0,1.0,4.0,,,1.0,2.0,9.0,7.0,10.0,,17.0,31.0,5.0,3.0,2.0,3.0,3.0,1.0,,,,4.0,,1.0,8.0,11.0,5.0,9.0,1.0,3.0,2.0,,,,3.0,1.0,12.0,61,,2.0,0.6,0.6923076923076923,0.4166666666666667,0.5,0.4125,0.45,0.45454545454545453,0.5,0.1111111111111111,0.10714285714285714,21.91780821917808,0.75,,0.22727272727272727,0.17073170731707318,0.2,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.7,0.4642857142857143,0.52,0.5384615384615384,0.125,0.2,0.25,1.0,0.3,0.6666666666666666,0.8,0.49569374999999993,0.515765,0.07142857142857142,0.07894736842105263,0.3,4.011111111111111,0.3128205128205128,1.0,3.0,,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,,1.0,0.25,0.25,0.25,0.1,0.2727272727272727,0.075,0.3333333333333333,0.3333333333333333,1.0,0.05,,,,0.05,0.5,0.5,1.0,0.2,0.5,0.5,24.55,5.0,11.0,2.0,5.0,12.0,3.0,13.0,3.0,4.0,1.0,1.0,13.0,14.0,2.0,1.0,1.0,3.0,1.0,2.0,0.4166666666666667,0.4166666666666667,0.5,0.2,0.20634920634920634,0.027777777777777776,0.1414141414141414,0.14814814814814814,0.30434782608695654,0.15384615384615385,0.07692307692307693,0.25,0.2,0.1,0.9166666666666666,0.45454545454545453,0.2,0.5500666666666667,0.325,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202699,1610612755,Tobias Harris,Tobias Harris,202699,PHI,3486.0,58,-26,119,121,4,5.0,13.0,240,2.0,6.0,,1.0,,9.0,3.0,17.0,2.0,17.0,143.0,,1.0,,6.0,,1.0,10.0,,10.0,,6.0,3.0,1.0,20.0,8.0,6.0,,14.0,16.0,1.0,,1.0,4.0,1.0,2.0,3.0,,1.0,6.0,1.0,,3.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,4,,,1.0,1.0,0.17647058823529413,,0.32608695652173914,,0.3541666666666667,,0.058823529411764705,,22.058823529411764,0.6666666666666666,,0.2222222222222222,0.2962962962962963,0.25925925925925924,0.2,0.2916666666666667,,0.2608695652173913,0.3333333333333333,0.3333333333333333,1.0,0.391304347826087,,,,1.0,,0.5217391304347826,0.491104347826087,0.7105,0.08333333333333333,0.1111111111111111,,7.711764705882352,0.03361344537815126,1.0,2.0,,,3.0,6.0,,,3.0,6.0,,,9.0,6.0,3.0,,1.0,0.5,,0.5,0.2608695652173913,0.18181818181818182,0.08695652173913043,0.5,0.5,1.0,,,,,0.2608695652173913,0.5,0.5,1.0,,,0.5,25.96666666666667,,1.0,,,1.0,,,,,,,2.0,2.0,2.0,,,,,,,,,0.1111111111111111,0.041666666666666664,,0.03076923076923077,0.041666666666666664,0.05555555555555555,,,0.3333333333333333,0.3333333333333333,0.125,0.5,,,0.5644,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
202710,1610612755,Jimmy Butler,Jimmy Butler,202710,PHI,3163.0,53,-16,108,111,6,9.0,12.0,219,1.0,4.0,,,6.0,8.0,9.0,16.0,3.0,21.0,131.0,,1.0,,12.0,6.0,,5.0,6.0,11.0,5.0,3.0,1.0,1.0,28.0,1.0,2.0,,3.0,5.0,4.0,3.0,1.0,2.0,2.0,4.0,,,,6.0,,1.0,2.0,5.0,2.0,3.0,,1.0,,1.0,1.0,,1.0,1.0,,6,,,0.6666666666666666,0.6666666666666666,0.5625,,0.5,,0.5263157894736842,,,,20.161290322580644,0.3333333333333333,,0.08333333333333333,0.041666666666666664,0.0625,0.1111111111111111,0.05,1.0,0.2222222222222222,0.25,0.25,1.0,0.4444444444444444,0.75,0.75,0.5,,,0.3333333333333333,0.4621944444444444,0.3551,0.05263157894736842,0.058823529411764705,,9.875,0.05555555555555555,2.0,4.0,,1.0,,1.0,,,,2.0,,,,1.0,,,,,,,0.1111111111111111,0.09090909090909091,0.2222222222222222,0.5,0.5,1.0,0.05555555555555555,,,,0.05555555555555555,,,,,,,25.5,,1.0,,1.0,2.0,,2.0,,,1.0,,2.0,2.0,,,2.0,,,,0.5,0.5,0.5,,0.04878048780487805,,0.03773584905660377,0.05263157894736842,,0.14285714285714285,,,,,0.5,,,0.5044,0.09523809523809523,,,1.0,,1.0,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203516,1610612755,James Ennis III,James Ennis III,203516,PHI,2681.0,45,-37,91,88,17,17.0,12.0,179,3.0,3.0,,,,1.0,4.0,5.0,4.0,18.0,110.0,,,,8.0,,,3.0,,3.0,,2.0,,1.0,6.0,3.0,1.0,,4.0,8.0,,,,2.0,1.0,1.0,1.0,,,3.0,1.0,2.0,4.0,8.0,5.0,5.0,1.0,3.0,,,,,,,,17,,,1.0,1.0,0.8,,0.4117647058823529,,0.47368421052631576,,,,20.754716981132074,0.6666666666666666,,0.05263157894736842,0.14285714285714285,0.1,,0.058823529411764705,,0.17647058823529413,1.0,1.0,1.0,0.058823529411764705,,,,,,0.8823529411764706,0.5458735294117647,0.5811,0.15789473684210525,0.42857142857142855,,5.779999999999999,0.18681318681318682,1.0,1.0,1.0,5.0,1.0,7.0,,2.0,2.0,12.0,,2.0,6.0,7.0,1.0,,1.0,0.16666666666666666,,0.16666666666666666,0.7058823529411765,0.1,0.058823529411764705,1.0,1.0,1.0,0.29411764705882354,0.2,0.2,1.0,0.4117647058823529,0.14285714285714285,0.14285714285714285,1.0,1.0,,0.14285714285714285,24.633333333333336,,,,,1.0,,,,,,3.0,1.0,4.0,,,,,,,,,,,0.03125,0.125,0.07142857142857142,,0.07692307692307693,,0.125,,0.5,,,,,,,1.0,1.0,,0.5,1.0,,,2.0,0.125,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
203118,1610612755,Mike Scott,Mike Scott,203118,PHI,974.0,16,-20,34,31,12,14.0,6.0,65,1.0,1.0,,,1.0,3.0,3.0,5.0,,9.0,45.0,,,,6.0,,,,1.0,1.0,1.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,12,1.0,,1.0,1.0,0.6,,0.5,,0.5,,,,21.951219512195124,,,,,,,,,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.5555555555555556,0.4871833333333334,0.601275,,,,9.24,0.35294117647058826,1.0,1.0,,1.0,1.0,3.0,,2.0,1.0,4.0,,2.0,3.0,3.0,1.0,,1.0,0.25,,0.25,0.4444444444444444,,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,,0.3333333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.61035,,1.0,1.0,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1627788,1610612755,Furkan Korkmaz,Furkan Korkmaz,1627788,PHI,1269.0,21,1,53,51,42,19.0,3.0,104,1.0,1.0,1.0,1.0,,1.0,2.0,5.0,4.0,14.0,50.0,2.0,5.0,14.0,2.0,2.0,,,2.0,2.0,1.0,,,,6.0,2.0,3.0,,5.0,5.0,,,,1.0,,,1.0,,,1.0,,1.0,1.0,2.0,6.0,4.0,,1.0,1.0,,,,1.0,1.0,14.0,42,1.0,1.0,0.5,0.5,0.4,0.4,0.45454545454545453,0.45454545454545453,0.5384615384615384,0.5384615384615384,,,24.999999999999996,1.0,,0.2,0.2222222222222222,0.20833333333333334,0.25,0.125,1.0,0.09090909090909091,1.0,1.0,,0.09090909090909091,,,,0.09090909090909091,1.0,0.6363636363636364,0.5030272727272727,0.5030272727272727,0.08333333333333333,0.16666666666666666,1.0,12.56,0.7924528301886793,1.0,3.0,,2.0,2.0,4.0,2.0,4.0,2.0,6.0,2.0,6.0,3.0,4.0,2.0,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5454545454545454,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,,,,0.36363636363636365,0.5,0.5,0.5,0.36363636363636365,0.5,0.5,25.233333333333334,,,2.0,,,,,4.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,0.18181818181818182,0.6771,,,1.0,,,,,,,,1.0,3.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1628413,1610612755,Jonah Bolden,Jonah Bolden,1628413,PHI,1269.0,21,1,53,51,42,19.0,3.0,104,,,,,,,,,1.0,4.0,50.0,,,4.0,,,,,,,,,,,,2.0,,3.0,5.0,5.0,1.0,1.0,,1.0,,2.0,1.0,,,3.0,,2.0,1.0,2.0,2.0,2.0,,1.0,,,,,1.0,1.0,4.0,42,,,,,,,0.75,0.75,0.6666666666666666,0.6666666666666666,,,10.714285714285714,0.3333333333333333,1.0,,0.2222222222222222,0.08333333333333333,,0.25,1.0,,,,,,,,,,,1.0,0.514875,0.514875,0.3333333333333333,1.0,1.0,,0.7924528301886793,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,,,,,,,,,,1.0,0.5,0.5,1.0,1.0,0.5,0.5,28.2,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
1629015,1610612755,Zhaire Smith,Zhaire Smith,1629015,PHI,250.0,4,7,10,9,8,,,19,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,
204456,1610612755,T.J. McConnell,T.J. McConnell,204456,PHI,1269.0,21,1,53,51,42,19.0,3.0,104,,1.0,,1.0,2.0,3.0,4.0,8.0,,8.0,50.0,3.0,7.0,6.0,,8.0,,2.0,,2.0,,1.0,,1.0,4.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,2.0,2.0,1.0,,,,,,,,1.0,,6.0,42,,,,,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.42857142857142855,,,14.285714285714285,,,0.06666666666666667,,0.041666666666666664,,,,0.125,,,,0.375,0.6666666666666666,0.6666666666666666,,0.14285714285714285,,0.125,0.40318750000000003,0.3957714285714286,,,0.75,12.8375,0.7924528301886793,2.0,4.0,,,,,,,,,,,,,,,,,,,,0.1111111111111111,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,
203613,1610612755,Jonathon Simmons,Jonathon Simmons,203613,PHI,1019.0,17,-6,43,42,34,19.0,3.0,85,1.0,1.0,1.0,1.0,,1.0,3.0,5.0,1.0,10.0,49.0,2.0,3.0,5.0,2.0,4.0,1.0,,2.0,2.0,2.0,,,,6.0,2.0,1.0,,3.0,3.0,,,,2.0,,,2.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,5.0,34,,,0.3333333333333333,0.3333333333333333,0.6,0.6666666666666666,0.45,0.4,0.45454545454545453,0.4166666666666667,0.2,,28.26086956521739,1.0,,0.09090909090909091,0.2857142857142857,0.16666666666666666,,0.3333333333333333,,0.1,1.0,1.0,1.0,0.1,,,,0.2,1.0,0.6,0.522965,0.52708,0.09090909090909091,0.16666666666666666,0.5,13.0,0.7906976744186046,2.0,3.0,1.0,2.0,,3.0,,2.0,1.0,5.0,,2.0,3.0,3.0,,,1.0,0.2,,0.2,0.5,0.1111111111111111,0.3,0.6666666666666666,0.6666666666666666,,0.2,0.5,1.0,1.0,0.3,,,,0.4,,,25.119999999999997,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.2,0.5,True,,,,,,,,,,,,,,,,,,,,,,
101161,1610612755,Amir Johnson,Amir Johnson,101161,PHI,1177.0,20,-18,41,41,19,22.0,5.0,82,3.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,,8.0,53.0,2.0,2.0,4.0,2.0,6.0,,2.0,,2.0,,1.0,1.0,,4.0,2.0,,,2.0,5.0,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,4.0,19,2.0,,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,10.638297872340425,1.0,,,0.16666666666666666,0.1111111111111111,,0.2222222222222222,,0.75,1.0,1.0,0.3333333333333333,0.25,1.0,1.0,,1.0,1.0,0.75,0.476,0.44775,,,0.5,3.9,0.4634146341463415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,,2.0,,1.0,2.0,3.0,,1.0,,,,,1.0,1.0,1.0,,0.14285714285714285,0.2,0.15789473684210525,,0.2222222222222222,,,,,,1.0,1.0,,0.6399,0.25,,,,,,,,,0.3333333333333333,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612755,Boban Marjanovic,Boban Marjanovic,1626246,PHI,6276.4,105,-26,227,220,88,66.0,39.0,447,9.0,13.0,1.0,3.0,6.0,11.0,24.0,37.0,16.0,64.0,280.0,6.0,12.0,18.0,26.0,22.0,2.0,10.0,1.0,11.0,1.0,6.0,2.0,2.0,23.0,7.0,15.0,1.0,23.0,36.0,2.0,1.0,1.0,4.0,2.0,10.0,2.0,,3.0,14.0,1.0,4.0,9.0,18.0,16.0,19.0,,6.0,4.0,,,,3.0,3.0,18.0,88,,3.0,0.5416666666666666,0.65,0.6486486486486487,0.5,0.6,0.5,0.64,0.5625,0.05405405405405406,0.07692307692307693,23.42007434944238,0.2857142857142857,0.3333333333333333,0.3409090909090909,0.14,0.23404255319148937,0.4,0.1590909090909091,1.0,0.325,0.6923076923076923,0.75,0.4444444444444444,0.275,0.5454545454545454,0.6,0.5,0.25,0.3333333333333333,0.4,0.47311875,0.4736833333333333,0.13043478260869565,0.13953488372093023,0.28125,8.881081081081081,0.3876651982378855,9.0,13.0,,2.0,,1.0,,,,3.0,,,,1.0,,,,,,,0.075,0.29411764705882354,0.325,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.05,,,,0.025,,,,,,,24.033333333333335,5.0,6.0,,7.0,8.0,5.0,19.0,6.0,8.0,,3.0,10.0,13.0,,,7.0,3.0,3.0,,0.875,0.7,0.6785714285714286,0.09090909090909091,0.1388888888888889,0.0967741935483871,0.1262135922330097,0.21052631578947367,0.15384615384615385,,0.1,0.2857142857142857,,,0.6,0.8333333333333334,,0.5307,0.296875,,2.0,,,,4.0,,,0.09523809523809523,2.0,,0.2,,,,,False,,,,,,,,,,,,,,,,,,,,,,
1628413,1610612755,Jonah Bolden,Jonah Bolden,1628413,PHI,3475.0,58,-23,121,116,59,44.0,20.0,237,1.0,3.0,1.0,2.0,,,1.0,3.0,1.0,12.0,132.0,1.0,2.0,6.0,,2.0,,2.0,1.0,3.0,1.0,,2.0,,7.0,2.0,3.0,,5.0,9.0,1.0,1.0,,3.0,2.0,3.0,1.0,,,6.0,,4.0,5.0,10.0,2.0,2.0,,1.0,,,,,,,6.0,59,,,,,0.3333333333333333,0.5,0.3235294117647059,0.4166666666666667,0.3333333333333333,0.42857142857142855,,,16.783216783216783,0.5,,0.14285714285714285,0.08,0.10869565217391304,0.16666666666666666,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,0.3333333333333333,0.5,1.0,0.5102411764705882,0.4958916666666666,0.05555555555555555,0.25,0.5,2.8333333333333335,0.48760330578512395,,,1.0,3.0,2.0,11.0,1.0,4.0,3.0,14.0,1.0,4.0,9.0,11.0,2.0,,1.0,0.21428571428571427,0.25,0.21428571428571427,0.8235294117647058,0.14285714285714285,,,,,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.6470588235294118,0.18181818181818182,0.18181818181818182,1.0,0.6666666666666666,0.25,0.18181818181818182,25.685714285714287,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,3.0,4.0,,1.0,1.0,,,,1.0,0.5,0.5,,0.07894736842105263,,0.046153846153846156,0.07142857142857142,,0.2857142857142857,,0.125,0.2857142857142857,,0.5,1.0,,0.47609999999999997,0.25,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,False,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,
