EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,OffThreePtRebounds,Offensive Fouls,2pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Fg3aBlocked,BlockingFouls,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,ThreePtAssists,Arc3Assists,BlockingFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,HeaveAttempts,Corner3Assists,Travels,Charge Fouls,BlockedLongMidRange,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,on,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,BlockedArc3,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked
101110,1610612764,Martell Webster,Martell Webster,101110,WAS,21095.0,352,-135,696,702,206,228,77.0,1398,7.0,18,4.0,8.0,2.0,5.0,4.0,7.0,26.0,1.0,9.0,1.0,1.0,4.0,9.0,34.0,1.0,2.0,3.0,11.0,14,48,10.0,43.0,48.0,106,780,5.0,12.0,1.0,3.0,4.0,17.0,5.0,12,4.0,15.0,11.0,33.0,10.0,18.0,27.0,3.0,4.0,34.0,9.0,2.0,17.0,17.0,7.0,3.0,7.0,34.0,9.0,1.0,6.0,27.0,3.0,36.0,10.0,46.0,2.0,7.0,4.0,3.0,19.0,1.0,11.0,3.0,8.0,2.0,22.0,4.0,7.0,10.0,24.0,1.0,1.0,39.0,1.0,1.0,1.0,64.0,19.0,6.0,4.0,1.0,1.0,1.0,1.0,33.0,206,5.0,3.0,0.35714285714285715,0.4166666666666667,0.9,0.23255813953488372,0.3333333333333333,0.26666666666666666,0.23255813953488372,0.2916666666666667,0.4166666666666667,0.4166666666666667,0.31868131868131866,0.43333333333333335,0.4074074074074074,0.44166666666666665,0.5,0.4852941176470588,0.4725274725274725,0.041666666666666664,0.1111111111111111,18.04320203303685,0.8636363636363636,0.11538461538461539,0.047619047619047616,0.11297071129707113,0.037037037037037035,0.06818181818181818,0.10091743119266056,0.02735562310030395,0.043478260869565216,0.028169014084507043,0.038834951456310676,0.07792207792207792,0.13333333333333333,0.12643678160919541,0.07462686567164178,0.047619047619047616,0.03076923076923077,1.0,0.1978021978021978,0.3888888888888889,0.4375,0.2857142857142857,0.04395604395604396,0.2857142857142857,0.2692307692307692,0.2692307692307692,0.42857142857142855,0.0989010989010989,0.1111111111111111,0.1111111111111111,1.0,0.37362637362637363,0.2647058823529412,0.2647058823529412,0.8888888888888888,0.5333333333333333,0.5,0.25,0.06666666666666667,0.13333333333333333,0.5,1.0,0.18518518518518517,0.4,0.14814814814814814,0.25,0.4074074074074074,0.2727272727272727,0.6703296703296703,0.2647058823529412,0.5127626373626374,0.5179708333333333,0.53475,0.21551724137931033,0.2835820895522388,0.12244897959183673,0.16037735849056603,0.3113207547169811,11.360416666666667,25.1046511627907,0.2959770114942529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,5535.0,92,-24,197,197,90,75,15.0,394,7.0,10,,,3.0,4.0,14.0,2.0,4.0,,,,,,,,,,,,16,28,,,4.0,36,212,1.0,2.0,,,,2.0,7.0,12,,,1.0,15.0,26.0,6.0,,,,,,1.0,,,,,,,2.0,,4.0,17.0,2.0,23.0,3.0,26.0,,5.0,3.0,2.0,2.0,,,2.0,2.0,,4.0,,3.0,6.0,10.0,,,5.0,,,1.0,5.0,3.0,,,7.0,6.0,8.0,4.0,15.0,90,1.0,,0.8125,0.8125,,,,,,0.5714285714285714,0.5,0.5833333333333334,0.5714285714285714,0.5,0.5833333333333334,0.6,0.5,0.5769230769230769,,0.03571428571428571,0.1,15.887850467289718,0.5,0.2857142857142857,,0.25,0.029850746268656716,0.15384615384615385,0.22340425531914893,0.03333333333333333,,0.058823529411764705,0.037037037037037035,0.2413793103448276,0.14285714285714285,0.32,0.2,,,0.5,0.35714285714285715,0.7,0.7777777777777778,0.8571428571428571,0.5,0.14285714285714285,0.5,0.5,0.5,,,,,,,,,,,,,,,,0.3333333333333333,0.75,,,,,0.35714285714285715,,0.4829821428571428,0.32130000000000003,0.466675,0.1,0.1,,0.05555555555555555,0.4166666666666667,7.367857142857143,,0.45685279187817257,7.0,1.0,2.0,1.0,1.0,1.0,1.0,0.043478260869565216,0.1111111111111111,0.5,0.5,0.8571428571428571,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1718,1610612764,Paul Pierce,Paul Pierce,1718,WAS,1730.0,29,-31,65,60,36,25,4.0,125,,4,,3.0,,4.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,3.0,,,,2.0,1,7,1.0,4.0,4.0,9,84,,3.0,,,,,1.0,5,1.0,3.0,1.0,6.0,,2.0,3.0,,,3.0,,,1.0,1.0,,1.0,,2.0,3.0,,1.0,1.0,,2.0,4.0,6.0,2.0,,,,,,,,,,,,,2.0,4.0,,,3.0,,,,6.0,2.0,,1.0,1.0,1.0,1.0,,6.0,36,1.0,1.0,,,1.0,0.25,,0.3333333333333333,0.25,0.14285714285714285,,0.2,0.22727272727272727,,0.3125,0.32142857142857145,,0.3333333333333333,0.36363636363636365,,,19.178082191780824,,,,0.06666666666666667,0.12,0.125,0.08695652173913043,0.125,0.1875,,,,0.16666666666666666,,0.2,,0.25,,0.36363636363636365,,,,0.09090909090909091,0.18181818181818182,0.5,0.5,,0.09090909090909091,1.0,1.0,1.0,0.2727272727272727,,,,1.0,,,,,,,0.5,,0.125,1.0,0.25,,0.7272727272727273,,0.5399090909090909,0.6649,0.5749375,0.15384615384615385,0.2222222222222222,,,0.6666666666666666,7.171428571428571,25.45,0.5538461538461539,,1.0,,,,,,0.14285714285714285,,,,,1.0,1.0,0.25,0.3333333333333333,0.2,,,,,,,,,,,,,True,,,,,,,,,,
201196,1610612764,Ramon Sessions,Ramon Sessions,201196,WAS,6646.0,111,-11,216,218,49,61,22.0,434,8.0,17,,,,3.0,3.0,1.0,3.0,,1.0,,,1.0,3.0,6.0,,,,1.0,10,23,3.0,7.0,13.0,42,210,,,,,,,1.0,4,,2.0,4.0,6.0,12.0,8.0,3.0,6.0,,6.0,3.0,,10.0,15.0,5.0,1.0,4.0,35.0,1.0,,3.0,6.0,1.0,10.0,1.0,11.0,1.0,4.0,3.0,1.0,6.0,1.0,4.0,3.0,2.0,,9.0,,3.0,5.0,10.0,,,14.0,,,2.0,17.0,7.0,,2.0,,,,,6.0,49,,2.0,0.6,0.6,0.3333333333333333,0.42857142857142855,,,0.42857142857142855,0.43478260869565216,,0.25,0.48333333333333334,,0.16666666666666666,0.5526315789473685,,0.375,0.23333333333333334,,,19.747899159663866,0.6666666666666666,0.16666666666666666,,0.06976744186046512,0.012345679012345678,0.125,0.08181818181818182,0.010101010101010102,,0.037037037037037035,,0.17391304347826086,,0.06060606060606061,0.16666666666666666,,0.0625,,0.5666666666666667,0.47058823529411764,0.47058823529411764,0.625,0.1,0.1,0.3333333333333333,0.3333333333333333,1.0,0.03333333333333333,,,,0.2,0.5,0.5,0.3333333333333333,,,,,,,,0.5,,0.16666666666666666,,0.16666666666666666,,0.8,0.5,0.5491883333333334,,0.5077666666666666,0.19444444444444445,0.2413793103448276,,,0.14285714285714285,4.639130434782609,25.44285714285714,0.22685185185185186,1.0,,2.0,1.0,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,5.0,5.0,1.0,,,,,,,,,,True,,,,,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,6063.0,101,-12,199,202,52,69,31.0,401,5.0,7,2.0,4.0,,1.0,3.0,4.0,16.0,,,,,,2.0,5.0,,,,2.0,10,26,2.0,5.0,7.0,33,199,3.0,11.0,,,1.0,7.0,2.0,7,,2.0,3.0,7.0,10.0,10.0,6.0,,4.0,5.0,2.0,2.0,3.0,3.0,2.0,1.0,,6.0,5.0,,4.0,18.0,4.0,26.0,6.0,32.0,,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,,6.0,2.0,1.0,7.0,10.0,,,7.0,,1.0,2.0,9.0,4.0,,1.0,2.0,2.0,2.0,1.0,7.0,52,,1.0,0.5,0.625,1.0,0.4,,,0.4,0.38461538461538464,0.2727272727272727,0.2857142857142857,0.41935483870967744,0.2727272727272727,0.2222222222222222,0.4714285714285714,0.2916666666666667,0.3181818181818182,0.16129032258064516,0.07692307692307693,,17.59656652360515,0.6666666666666666,0.4,,0.21176470588235294,0.06172839506172839,0.16666666666666666,0.2018348623853211,0.05825242718446602,0.045454545454545456,0.1,0.05128205128205128,0.16666666666666666,0.34782608695652173,0.15625,0.10526315789473684,0.4,,0.5,0.22580645161290322,0.7142857142857143,0.7142857142857143,0.2,0.0967741935483871,0.5161290322580645,0.25,0.26666666666666666,1.0,,,,,0.16129032258064516,0.4,0.4,1.0,0.36363636363636365,0.5,,,,,,0.1111111111111111,,,,0.2222222222222222,,0.3870967741935484,0.4,0.4442645161290322,0.43305,0.4136722222222222,0.11764705882352941,0.13793103448275862,,0.21212121212121213,0.21212121212121213,13.373076923076926,25.56,0.2613065326633166,1.0,1.0,,1.0,,,,0.045454545454545456,0.14285714285714285,0.3333333333333333,0.5,,,,,,,,,,0.3333333333333333,0.0625,,,,,,,,True,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,6942.0,116,-51,247,241,109,86,19.0,488,9.0,21,,,6.0,11.0,10.0,8.0,17.0,1.0,3.0,,1.0,3.0,3.0,8.0,,,1.0,5.0,24,48,4.0,11.0,26.0,86,282,,,,,,,11.0,24,2.0,8.0,12.0,40.0,2.0,46.0,3.0,9.0,,7.0,3.0,3.0,14.0,20.0,8.0,3.0,3.0,46.0,2.0,,2.0,7.0,,9.0,2.0,11.0,1.0,4.0,2.0,2.0,10.0,,6.0,2.0,4.0,,12.0,,8.0,6.0,11.0,,1.0,15.0,,,,28.0,11.0,1.0,2.0,4.0,3.0,4.0,2.0,40.0,109,,2.0,0.041666666666666664,0.041666666666666664,0.25,0.36363636363636365,,0.25,0.4,0.5,,0.4583333333333333,0.5084745762711864,,0.4375,0.5972222222222222,,0.5405405405405406,0.1864406779661017,0.0625,0.14285714285714285,31.34328358208955,0.8333333333333334,,,0.07954545454545454,0.0273972602739726,0.08,0.07964601769911504,0.017857142857142856,,,0.06666666666666667,0.027777777777777776,0.05,0.15625,0.0625,0.1111111111111111,0.037037037037037035,0.5,0.3559322033898305,0.42857142857142855,0.5,0.1111111111111111,0.1694915254237288,0.288135593220339,0.47058823529411764,0.47058823529411764,,0.05084745762711865,0.3333333333333333,0.3333333333333333,,0.13559322033898305,0.375,0.375,0.3333333333333333,,,,,,,,0.34375,0.5454545454545454,0.09375,0.3333333333333333,0.15625,0.2,0.5423728813559322,0.42857142857142855,0.49610603448275853,,0.4928435483870967,0.17142857142857143,0.1896551724137931,0.08333333333333333,,0.46511627906976744,8.872916666666667,27.672727272727272,0.44129554655870445,7.0,,,1.0,,,,,,0.7,0.7,,,,,,,6.0,2.0,4.0,,,1.0,4.0,1.0,1.0,1.0,,,True,,,,,,,,,,
203078,1610612764,Bradley Beal,Bradley Beal,203078,WAS,3097.0,52,-37,102,100,25,19,7.0,202,1.0,3,1.0,1.0,,,2.0,4.0,12.0,,1.0,,,,1.0,5.0,,,,3.0,5,17,1.0,6.0,1.0,14,134,1.0,2.0,,,,2.0,,1,,3.0,,,4.0,6.0,,3.0,2.0,5.0,1.0,1.0,5.0,8.0,2.0,1.0,2.0,19.0,2.0,,,3.0,,3.0,2.0,5.0,,2.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,,7.0,,1.0,1.0,1.0,,,3.0,,,,2.0,1.0,,,2.0,2.0,2.0,1.0,,25,,,0.4,0.5,,0.16666666666666666,,,0.16666666666666666,0.29411764705882354,0.5,,0.2826086956521739,0.5,,0.2916666666666667,0.5,,0.2608695652173913,0.058823529411764705,0.3333333333333333,27.678571428571427,0.2857142857142857,,,0.09375,0.06060606060606061,,0.06818181818181818,0.044444444444444446,0.2,,,0.14285714285714285,,0.1111111111111111,,,,0.5,0.13043478260869565,0.3333333333333333,0.5,,0.08695652173913043,0.5217391304347826,0.3333333333333333,0.3333333333333333,0.5,0.043478260869565216,,,,0.21739130434782608,0.2,0.2,,0.5,1.0,,,,,,,,,,0.75,,0.391304347826087,0.2,0.4355652173913043,0.5266,0.37534999999999996,0.041666666666666664,0.05555555555555555,,0.14285714285714285,,14.723529411764705,27.683333333333334,0.24509803921568626,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,,,,,3.0,,,,,True,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,3231.0,54,-48,110,111,35,23,3.0,221,7.0,8,,,3.0,4.0,5.0,2.0,5.0,,,,,,,,,,,,11,18,,,4.0,26,146,,,,,,,3.0,6,,,2.0,8.0,14.0,8.0,,,,,,,1.0,2.0,1.0,,,5.0,1.0,,2.0,4.0,2.0,8.0,1.0,9.0,,,,,4.0,,3.0,3.0,1.0,,7.0,,1.0,1.0,5.0,,,7.0,,1.0,,9.0,3.0,,2.0,,,,,8.0,35,1.0,2.0,0.6363636363636364,0.6363636363636364,,,,,,0.6111111111111112,,0.5,0.6111111111111112,,0.5,0.5909090909090909,,0.5,,,,25.0,0.5714285714285714,0.4,,0.15384615384615385,0.03225806451612903,0.18181818181818182,0.16216216216216217,0.021739130434782608,,,0.07142857142857142,0.1111111111111111,0.14285714285714285,0.2,,0.5,,,0.4444444444444444,0.875,0.875,0.5714285714285714,0.2777777777777778,0.2777777777777778,0.4,0.4,1.0,,,,,,,,,,,,,,,,0.6666666666666666,0.75,,,,,0.4444444444444444,,0.5097111111111112,,0.5607833333333333,0.15,0.15,,,0.3076923076923077,7.322222222222223,,0.3181818181818182,2.0,,1.0,1.0,,,,,,0.4,0.4,0.5,,,,,,1.0,1.0,,,,,,2.0,,,,,True,,,,,,,,,,
2446,1610612764,Rasual Butler,Rasual Butler,2446,WAS,11255.0,188,-52,366,375,120,109,46.0,741,5.0,10,1.0,3.0,2.0,4.0,4.0,6.0,16.0,3.0,12.0,,2.0,5.0,5.0,20.0,,1.0,3.0,10.0,13,30,8.0,32.0,2.0,52,401,2.0,5.0,,1.0,,4.0,6.0,9,5.0,15.0,,27.0,20.0,6.0,24.0,,2.0,19.0,5.0,2.0,8.0,8.0,2.0,2.0,4.0,16.0,3.0,,6.0,17.0,1.0,24.0,4.0,28.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,,10.0,2.0,4.0,7.0,14.0,,,2.0,,,1.0,3.0,1.0,,,6.0,2.0,6.0,3.0,27.0,120,,,0.7692307692307693,0.8333333333333334,1.0,0.25,,0.3333333333333333,0.25806451612903225,0.43333333333333335,0.4,0.6666666666666666,0.4032258064516129,0.3333333333333333,0.5625,0.40476190476190477,0.3333333333333333,0.5625,0.5161290322580645,0.06666666666666667,0.2,17.298578199052134,0.5,0.09090909090909091,,0.12878787878787878,0.022556390977443608,0.13333333333333333,0.12994350282485875,0.02247191011235955,0.05714285714285714,,0.01694915254237288,0.1,0.0975609756097561,0.17647058823529413,0.1111111111111111,0.2222222222222222,0.02857142857142857,0.5,0.16129032258064516,0.5,0.625,0.6,0.06451612903225806,0.25806451612903225,0.375,0.375,0.8333333333333334,0.1935483870967742,0.25,0.25,1.0,0.3225806451612903,0.25,0.25,1.0,0.5,0.3333333333333333,,,0.16666666666666666,,,0.16666666666666666,0.5,0.20833333333333334,0.4,0.4166666666666667,0.3,0.6774193548387096,0.2631578947368421,0.507865,0.5861099999999999,0.5112431818181817,0.015873015873015872,0.03225806451612903,,0.07692307692307693,0.5192307692307693,11.443333333333335,25.596875,0.32786885245901637,2.0,1.0,3.0,,,,4.0,0.022222222222222223,,0.5,0.5,1.0,,1.0,,,0.03333333333333333,,,,,,1.0,,,,,1.0,1.0,True,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,5016.0,84,-43,153,160,17,40,22.0,313,5.0,11,,2.0,,2.0,3.0,1.0,3.0,,,,,,,,,,,,7,17,,,4.0,18,177,1.0,3.0,,,,2.0,,2,,,2.0,2.0,6.0,8.0,,,,,,3.0,16.0,18.0,7.0,2.0,7.0,38.0,2.0,,5.0,6.0,,11.0,2.0,13.0,1.0,5.0,4.0,1.0,6.0,1.0,4.0,1.0,2.0,,7.0,,,,3.0,,1.0,6.0,1.0,,,4.0,2.0,,,,,,,2.0,17,1.0,,0.42857142857142855,0.42857142857142855,,,,,,0.4117647058823529,0.3333333333333333,,0.4117647058823529,0.3333333333333333,,0.47368421052631576,0.3333333333333333,0.3333333333333333,,0.17647058823529413,0.09090909090909091,14.207650273224044,0.8571428571428571,,,0.11764705882352941,0.029850746268656716,0.2,0.14473684210526316,0.02531645569620253,0.13333333333333333,,,0.14285714285714285,0.058823529411764705,0.15,0.15,0.4,0.14285714285714285,,0.6470588235294118,0.45454545454545453,0.5,0.6,0.17647058823529413,0.17647058823529413,0.3333333333333333,0.3333333333333333,,,,,,,,,,0.6666666666666666,,,,,,,1.0,,,,,,0.6470588235294118,,0.5142705882352941,0.5861999999999999,0.6617,0.10526315789473684,0.10526315789473684,,0.1111111111111111,0.1111111111111111,5.258823529411764,,0.1111111111111111,1.0,,,,,,,,,0.3333333333333333,1.0,,,,,,,2.0,2.0,,0.6666666666666666,,,,,,,,,True,,,,,,,,,,
