EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,Fg2Pct,EfgPct,TsPct,Usage,LiveBallTurnoverPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,BadPassTurnovers,DeadBallTurnovers,ShootingFouls,Fouls,Offensive Fouls,Loose Ball Fouls Drawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Arc3FGM,FG3M,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,Steals,BadPassSteals,LostBallSteals,Travels,Charge Fouls,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,BadPassOutOfBoundsTurnovers,DefAtRimReboundPct,SecondChanceFG2A,AtRimAssists,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,ShortMidRangePctAssisted,SecondChanceShotQualityAvg,3SecondViolations,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,LongMidRangeAssists,SelfOReb,SecondChanceTurnovers,PenaltyTurnovers,SelfORebPct,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,AtRimPctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGA,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,BlockingFoulsDrawn,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,BlocksRecoveredPct,SecondChanceFG2M,BlockingFouls,SecondChanceFg2Pct,SecondChanceEfgPct,on,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedAtRim,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,Clear Path Fouls,BlockedCorner3
201569,1610612740,Eric Gordon,Eric Gordon,201569,NOP,217.0,4,6,6,12,1.0,1.0,1.0,1,2,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,1.0,1.0,1.0,1.0,0.299,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,806.0,13,27,29,56,,2.0,1.0,4,2,28,,1.0,,2.0,1.0,0.25,0.2,0.2,24.999999999999996,0.5,0.4,,,0.44904,10.45,1.0,11.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,0.2,0.25,1.0,1.0,0.2,0.125,0.3333333333333333,0.2,1.0,1.0,1.0,0.2,0.2,0.3333333333333333,0.4,0.43703333333333333,25.8,0.4074074074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612740,Austin Rivers,Austin Rivers,203085,NOP,1692.0,28,57,56,113,,1.0,6.0,8,23,49,8.0,1.0,1.0,3.0,7.0,0.75,0.8181818181818182,0.7666666666666667,30.0,0.3333333333333333,0.09090909090909091,,,0.5299681818181818,6.5,6.0,19.0,20.0,4.0,5.0,5.0,2.0,3.0,,3.0,2.0,,4.0,3.0,,,3.0,,9.0,,,2.0,2.0,,2.0,1.0,2.0,,1.0,19.0,,0.3333333333333333,0.3333333333333333,0.2727272727272727,,,,,0.09090909090909091,,0.45454545454545453,1.0,1.0,0.4,0.18181818181818182,0.2727272727272727,,0.7272727272727273,0.57185,24.900000000000002,0.3333333333333333,1.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,7.0,6.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,7.0,2.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5833333333333334,0.3333333333333333,0.2,1.0,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,0.6666666666666666,0.15384615384615385,0.2,0.043478260869565216,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203121,1610612740,Darius Miller,Darius Miller,203121,NOP,2602.0,43,86,86,172,,3.0,1.0,6,2,86,2.0,,,1.0,,0.16666666666666666,0.14285714285714285,0.14285714285714285,8.79120879120879,,0.42857142857142855,,,0.4016214285714286,13.583333333333334,-12.0,19.0,29.0,6.0,,,3.0,1.0,,1.0,1.0,,,1.0,,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,1.0,4.0,8.0,,,19.0,,,,0.14285714285714285,,,,0.038461538461538464,0.029411764705882353,,,,,,0.42857142857142855,0.14285714285714285,,0.14285714285714285,0.3886,26.8,0.22093023255813954,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203481,1610612740,Jeff Withey,Jeff Withey,203481,NOP,818.0,14,28,27,55,,,2.0,3,5,23,2.0,,,1.0,2.0,0.6666666666666666,0.6666666666666666,0.625,17.24137931034483,,,,,0.3779333333333333,8.833333333333334,-1.0,11.0,13.0,2.0,,,3.0,,,,1.0,,2.0,,,1.0,1.0,,2.0,,,,1.0,,1.0,,1.0,1.0,,11.0,,0.5,0.5,,,,,,,,,,,,1.0,,,,0.403,,0.39285714285714285,,,2.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,0.25,,,,0.6666666666666666,0.6666666666666666,,,,,,,0.25,0.25,,0.2,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.5,0.5,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,1130.0,19,38,38,76,1.0,1.0,3.0,4,8,30,,,,2.0,1.0,0.75,0.75,0.8,17.5,,0.25,1.0,1.0,0.453975,10.475000000000001,10.0,14.0,16.0,3.0,1.0,1.0,2.0,,,,1.0,,6.0,,,1.0,1.0,,2.0,3.0,,7.0,7.0,,2.0,2.0,4.0,,,14.0,1.0,1.0,1.0,,,,,0.3,0.4375,0.2,0.25,1.0,1.0,1.0,0.5,,,0.25,0.7766,,0.3684210526315789,1.0,1.0,1.0,,,2.0,,,1.0,2.0,4.0,,,,,,4.0,1.0,1.0,,1.0,,,2.0,1.0,,4.0,,,,,1.0,1.0,,1.0,0.6666666666666666,0.75,0.5,0.5,0.5,,,,1.0,1.0,,0.2,0.2,,0.5,,0.3333333333333333,,1.0,,,,,,1.0,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,1167.0,19,38,38,76,,1.0,1.0,5,5,43,2.0,2.0,,3.0,3.0,0.2,0.14285714285714285,0.2777777777777778,28.571428571428573,0.6666666666666666,0.14285714285714285,,,0.5767333333333334,5.08,-18.0,6.0,10.0,4.0,1.0,4.0,,2.0,,2.0,3.0,,,2.0,,3.0,3.0,,6.0,1.0,,2.0,3.0,2.0,1.0,,,,,6.0,,,,0.2857142857142857,,,,0.07692307692307693,0.14285714285714285,,0.5714285714285714,0.25,0.25,,,0.2857142857142857,,0.8571428571428571,0.6396000000000001,39.6,0.15789473684210525,1.0,3.0,,,,3.0,,,1.0,1.0,3.0,,,,,,1.0,2.0,,2.0,,,1.0,4.0,1.0,1.0,3.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.375,1.0,1.0,,,,,,,1.0,0.3333333333333333,,0.125,0.16666666666666666,,0.6,,,,2.0,1.0,1.0,0.06666666666666667,0.05,0.2,,,1.0,0.14285714285714285,,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202337,1610612740,Luke Babbitt,Luke Babbitt,202337,NOP,1218.0,20,42,42,84,,,,1,9,37,,,,,,,1.125,1.125,9.30232558139535,,,,,0.4649125,2.3,6.0,13.0,19.0,2.0,,1.0,,2.0,,3.0,1.0,1.0,,2.0,1.0,1.0,3.0,,8.0,2.0,,2.0,2.0,,,3.0,3.0,,,13.0,,,,0.75,1.0,,,0.18181818181818182,0.11764705882352941,0.2857142857142857,0.25,,,,,0.5,,1.0,0.589025,25.666666666666668,0.30952380952380953,,1.0,,2.0,3.0,,,,,,3.0,9.0,2.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,3.0,,1.0,1.0,1.0,,0.75,,0.75,,,,,,1.0,1.0,1.0,0.5,,1.0,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202690,1610612740,Jimmer Fredette,Jimmer Fredette,202690,NOP,720.0,12,24,23,47,,,1.0,4,5,19,2.0,,,1.0,,0.25,0.4166666666666667,0.4166666666666667,29.166666666666668,,,,,0.497025,5.95,2.0,,10.0,,1.0,2.0,2.0,2.0,,2.0,,,,2.0,,1.0,1.0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,0.5,0.5,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,25.6,,,,,1.0,1.0,,,,,,,3.0,1.0,,,,,,,,1.0,,,,,,,,1.0,0.5,0.5,,,,,,,,,,0.5,0.5,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,1003.0,17,32,32,64,,,1.0,4,2,42,,1.0,1.0,1.0,,0.25,0.25,0.25,14.285714285714286,1.0,,,,0.503925,2.85,-24.0,,3.0,3.0,1.0,3.0,1.0,,,,,,2.0,,1.0,,,,,1.0,,1.0,3.0,,,,1.0,,,,,1.0,1.0,,0.25,,,0.08333333333333333,0.08333333333333333,,0.75,0.3333333333333333,0.5,1.0,0.25,,,0.75,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,0.07142857142857142,0.1111111111111111,0.3333333333333333,,0.5736,,0.16666666666666666,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
