EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,Corner3Assists,OffThreePtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,DefensiveGoaltends,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,BlockingFouls,Clear Path Fouls,Loose Ball Fouls Drawn,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceArc3FGM,OffensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,OffFTReboundPct,on,Fg3aBlocked,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,3SecondViolations,Arc3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips
101123,1610612756,Gerald Green,Gerald Green,101123,PHX,11097.0,185,24.0,369,362,106.0,106.0,42,731,12.0,17.0,2.0,2.0,3.0,4.0,9.0,17.0,14.0,27.0,3.0,14.0,1.0,1.0,2.0,3.0,15.0,32.0,1.0,8.0,13.0,35.0,61.0,18.0,46.0,16.0,140.0,377,5.0,5.0,1.0,2.0,13.0,7.0,12.0,10.0,16.0,4.0,48.0,22.0,48.0,36.0,18.0,1.0,31.0,15.0,2.0,12.0,2.0,14.0,2.0,9.0,1.0,2.0,30.0,2.0,10.0,11.0,21.0,2.0,23.0,1.0,3.0,2.0,1.0,7.0,3.0,3.0,5.0,4.0,1.0,12.0,5.0,2.0,10.0,1.0,17.0,22.0,3.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,48.0,106.0,3.0,2.0,0.3142857142857143,0.3142857142857143,0.6666666666666666,0.391304347826087,0.5,0.625,0.4,0.5737704918032787,1.0,0.5833333333333334,0.5794392523364486,0.9285714285714286,0.7857142857142857,0.5991379310344828,0.9285714285714286,0.7741935483870968,0.42990654205607476,0.03278688524590164,0.058823529411764705,0.037037037037037035,30.602409638554214,0.5833333333333334,0.09243697478991597,0.018518518518518517,0.22727272727272727,0.12883435582822086,0.012269938650306749,0.05263157894736842,0.08333333333333333,0.12,0.06060606060606061,0.15151515151515152,0.45454545454545453,0.02040816326530612,0.6666666666666666,0.1588785046728972,0.7058823529411765,0.75,0.5,0.1588785046728972,0.5294117647058824,0.5294117647058824,0.2222222222222222,0.2523364485981308,0.5185185185185185,0.5384615384615384,0.21428571428571427,0.1308411214953271,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.29906542056074764,0.46875,0.46875,0.6666666666666666,0.2857142857142857,1.0,1.0,0.14285714285714285,1.0,1.0,0.14285714285714285,0.14285714285714285,0.75,0.10714285714285714,0.6666666666666666,0.4642857142857143,0.6153846153846154,0.5887850467289719,0.4838709677419355,0.504652358490566,0.5786250000000001,0.5014732142857143,0.07964601769911504,0.12121212121212122,0.02127659574468085,0.09285714285714286,0.34285714285714286,10.836065573770489,25.16521739130435,0.2872628726287263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
200782,1610612756,PJ Tucker,PJ Tucker,200782,PHX,17471.0,291,-25.0,573,573,184.0,181.0,70,1146,21.0,29.0,6.0,7.0,4.0,5.0,1.0,12.0,4.0,15.0,7.0,19.0,1.0,1.0,,1.0,3.0,20.0,4.0,1.0,7.0,26.0,56.0,10.0,39.0,13.0,95.0,626,6.0,11.0,1.0,5.0,18.0,6.0,13.0,1.0,8.0,4.0,19.0,26.0,26.0,27.0,3.0,,20.0,3.0,7.0,8.0,6.0,14.0,5.0,7.0,1.0,,34.0,12.0,9.0,30.0,43.0,16.0,59.0,3.0,12.0,6.0,6.0,5.0,1.0,5.0,6.0,,1.0,11.0,4.0,11.0,24.0,,20.0,19.0,1.0,,8.0,,2.0,3.0,1.0,2.0,3.0,3.0,19.0,184.0,3.0,2.0,0.5,0.65,0.9,0.2564102564102564,0.2,0.125,0.2564102564102564,0.4642857142857143,0.5454545454545454,0.46153846153846156,0.43157894736842106,0.46875,0.35714285714285715,0.4567307692307692,0.5,0.3958333333333333,0.4105263157894737,0.125,0.06896551724137931,,17.557251908396946,0.45454545454545453,0.15789473684210525,0.06557377049180328,0.11392405063291139,0.1449814126394052,0.05947955390334572,0.06153846153846154,0.11267605633802817,0.18461538461538463,0.18518518518518517,0.13636363636363635,,0.06,1.0,0.30526315789473685,0.7241379310344828,0.7777777777777778,0.42857142857142855,0.12631578947368421,0.08333333333333333,0.14285714285714285,1.0,0.15789473684210525,0.26666666666666666,0.26666666666666666,0.75,0.2,0.3684210526315789,0.3684210526315789,0.8571428571428571,0.21052631578947367,0.15,0.15,1.0,0.4375,0.8571428571428571,,0.0625,1.0,,0.25,0.23809523809523808,0.8,0.047619047619047616,,0.3333333333333333,0.14285714285714285,0.7157894736842105,0.15,0.5255936842105263,0.5382363636363636,0.4628619047619048,0.0784313725490196,0.12698412698412698,,0.18947368421052632,0.2,7.435714285714288,24.220512820512827,0.32111692844677137,3.0,12.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.4166666666666667,0.19047619047619047,0.046511627906976744,0.08196721311475409,0.05263157894736842,0.05,0.038461538461538464,,,,,,,,,,,,,,,True,,,,,,,,
201148,1610612756,Brandan Wright,Brandan Wright,201148,PHX,15037.0,251,-59.0,495,495,144.0,104.0,60,990,24.0,37.0,7.0,9.0,11.0,16.0,8.0,24.0,3.0,3.0,,1.0,,1.0,,1.0,,1.0,,,1.0,35.0,64.0,,2.0,18.0,88.0,534,8.0,11.0,,1.0,16.0,13.0,21.0,,2.0,7.0,33.0,38.0,32.0,,,1.0,,,2.0,7.0,,7.0,,4.0,2.0,1.0,14.0,16.0,6.0,26.0,36.0,21.0,57.0,2.0,10.0,9.0,1.0,6.0,2.0,2.0,2.0,4.0,,8.0,2.0,15.0,19.0,,18.0,31.0,2.0,,13.0,,4.0,17.0,10.0,7.0,17.0,11.0,33.0,144.0,,3.0,0.5428571428571428,0.6551724137931034,,,,,,0.546875,0.7272727272727273,0.6190476190476191,0.5303030303030303,0.6666666666666666,0.5652173913043478,0.5432098765432098,0.6153846153846154,0.5689655172413793,0.030303030303030304,0.03125,0.05405405405405406,,15.742397137745975,0.75,0.14444444444444443,0.0898876404494382,0.09836065573770492,0.13278008298755187,0.0875,0.11475409836065574,0.19298245614035087,0.07462686567164178,0.17857142857142858,0.09803921568627451,0.1,0.07142857142857142,0.6470588235294118,0.5606060606060606,0.6486486486486487,0.6857142857142857,0.5416666666666666,0.36363636363636365,0.3333333333333333,0.3333333333333333,0.375,0.045454545454545456,1.0,1.0,1.0,0.015151515151515152,,,,0.015151515151515152,,,,0.75,0.7777777777777778,,0.08333333333333333,,,,0.6956521739130435,0.6875,0.043478260869565216,,0.043478260869565216,,0.5909090909090909,,0.520629230769231,0.5256727272727274,0.5657318181818183,0.16883116883116883,0.17333333333333334,,0.18181818181818182,0.375,4.487500000000001,39.35,0.2909090909090909,,12.0,,5.0,4.0,,,,,,,1.0,2.0,,0.26666666666666666,0.08064516129032258,0.07936507936507936,0.07407407407407407,0.10416666666666667,,1.0,1.0,2.0,1.0,,,,,,,,,,,True,,,,,,,,
202077,1610612756,Jerel McNeal,Jerel McNeal,202077,PHX,1688.0,28,-1.0,58,56,27.0,15.0,5,114,,1.0,,,,,2.0,5.0,,1.0,,,,,,,1.0,2.0,,1.0,1.0,2.0,7.0,1.0,2.0,2.0,9.0,50,,,,,,1.0,3.0,1.0,1.0,,5.0,2.0,2.0,3.0,,,2.0,1.0,1.0,2.0,,2.0,,,1.0,1.0,4.0,,,3.0,3.0,,3.0,,3.0,2.0,1.0,4.0,,2.0,,2.0,,4.0,2.0,1.0,3.0,,2.0,2.0,,,1.0,,,1.0,,1.0,1.0,1.0,5.0,27.0,,,0.5,0.5,1.0,0.5,,1.0,0.5,0.2857142857142857,,0.3333333333333333,0.3888888888888889,,0.625,0.45,,0.625,0.2222222222222222,0.14285714285714285,,,21.875,1.0,0.2,,,0.125,,,,0.2222222222222222,0.25,,,,1.0,0.1111111111111111,,,,0.5555555555555556,0.4,0.5,0.5,0.1111111111111111,,,,,,,,0.2222222222222222,0.5,0.5,1.0,,,,,,,,,,,,0.25,1.0,0.3333333333333333,0.5,0.4712666666666667,,0.42503749999999996,0.1,0.125,,,0.5555555555555556,9.114285714285714,25.35,0.46551724137931033,,,,,,,,,,,,,,0.2,,,,,,,1.0,,,,,,,,,,,,,,True,,,,,,,,
203933,1610612756,TJ Warren,TJ Warren,203933,PHX,36847.0,614,-94.0,1227,1233,378.0,369.0,149,2460,74.0,108.0,22.0,30.0,13.0,21.0,25.0,59.0,9.0,26.0,1.0,7.0,,1.0,,1.0,4.0,14.0,,1.0,5.0,108.0,193.0,5.0,21.0,14.0,245.0,1311,26.0,39.0,,1.0,55.0,23.0,51.0,1.0,6.0,11.0,60.0,134.0,82.0,15.0,,2.0,12.0,4.0,9.0,15.0,10.0,25.0,8.0,8.0,3.0,4.0,60.0,36.0,9.0,34.0,44.0,41.0,85.0,11.0,18.0,8.0,10.0,11.0,4.0,7.0,16.0,4.0,2.0,27.0,5.0,25.0,51.0,3.0,24.0,19.0,7.0,,12.0,,1.0,7.0,2.0,4.0,9.0,3.0,60.0,378.0,7.0,1.0,0.6203703703703703,0.7444444444444445,1.0,0.23809523809523808,,0.16666666666666666,0.2631578947368421,0.5595854922279793,0.6666666666666666,0.45098039215686275,0.5397196261682243,0.65,0.4298245614035088,0.5568181818181818,0.6547619047619048,0.4838709677419355,0.09813084112149532,0.046632124352331605,0.06481481481481481,0.038461538461538464,17.668097281831187,0.4074074074074074,0.08521303258145363,0.08653846153846154,0.055900621118012424,0.07678571428571429,0.06732348111658457,0.11409395973154363,0.08888888888888889,0.10071942446043165,0.064,0.030534351145038167,0.16666666666666666,0.12359550561797752,0.3333333333333333,0.5046728971962616,0.6851851851851852,0.7326732673267327,0.5945945945945946,0.2757009345794392,0.423728813559322,0.43103448275862066,0.68,0.12149532710280374,0.34615384615384615,0.36,0.6666666666666666,0.03271028037383177,0.14285714285714285,0.14285714285714285,1.0,0.06542056074766354,0.2857142857142857,0.2857142857142857,1.0,0.75,0.7333333333333333,0.045454545454545456,0.025,,,,0.3684210526315789,0.6190476190476191,0.017543859649122806,,0.08771929824561403,0.2,0.602803738317757,0.3333333333333333,0.5248547169811322,0.5738444444444444,0.4939218181818181,0.0547945205479452,0.06060606060606061,,0.22448979591836735,0.24489795918367346,5.947668393782385,27.304761904761904,0.3080684596577017,3.0,36.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,,5.0,3.0,,0.01694915254237288,0.022222222222222223,0.025906735751295335,0.0948905109489051,0.046153846153846156,0.033783783783783786,,1.0,,,,3.0,2.0,2.0,1.0,,,,,,,True,,,,,,,,
202339,1610612756,Eric Bledsoe,Eric Bledsoe,202339,PHX,17393.0,290,-56.0,568,579,159.0,176.0,68,1147,16.0,35.0,1.0,3.0,5.0,12.0,4.0,13.0,18.0,35.0,1.0,1.0,,,,,9.0,35.0,2.0,3.0,11.0,38.0,83.0,10.0,36.0,34.0,140.0,627,2.0,4.0,1.0,2.0,8.0,12.0,22.0,3.0,11.0,13.0,46.0,10.0,66.0,18.0,12.0,,35.0,9.0,10.0,45.0,11.0,56.0,8.0,25.0,9.0,11.0,123.0,5.0,9.0,19.0,28.0,5.0,33.0,1.0,9.0,8.0,1.0,18.0,6.0,10.0,11.0,8.0,1.0,29.0,12.0,7.0,20.0,1.0,40.0,49.0,6.0,2.0,20.0,1.0,5.0,5.0,3.0,2.0,6.0,2.0,46.0,159.0,,4.0,0.13157894736842105,0.13513513513513514,0.6,0.2777777777777778,0.5,0.2727272727272727,0.2777777777777778,0.4578313253012048,0.5,0.5454545454545454,0.44537815126050423,0.5833333333333334,0.5,0.5035971223021583,0.5714285714285714,0.5476190476190477,0.3025210084033613,0.12048192771084337,0.22857142857142856,,26.08695652173913,0.6206896551724138,0.09313725490196079,0.02617801047120419,0.1125,0.09859154929577464,0.017793594306049824,0.028985507246376812,0.0410958904109589,0.07692307692307693,0.16666666666666666,0.0967741935483871,0.16666666666666666,0.01694915254237288,0.3333333333333333,0.29411764705882354,0.45714285714285713,0.5925925925925926,0.3125,0.1092436974789916,0.3076923076923077,0.36363636363636365,,0.29411764705882354,0.5142857142857142,0.5142857142857142,,0.008403361344537815,1.0,1.0,1.0,0.29411764705882354,0.2571428571428571,0.2571428571428571,0.5555555555555556,0.5,0.3333333333333333,,,,,0.3333333333333333,0.36363636363636365,0.4166666666666667,,,0.3333333333333333,0.2727272727272727,0.5966386554621849,0.2571428571428571,0.4877747899159664,0.45715000000000006,0.5175666666666666,0.15671641791044777,0.20618556701030927,0.02702702702702703,0.05714285714285714,0.32857142857142857,9.887951807228914,25.311111111111117,0.27992957746478875,1.0,2.0,3.0,,,,1.0,2.0,1.0,,2.0,4.0,,0.15384615384615385,,,0.05172413793103448,,,,1.0,,,,,1.0,1.0,,1.0,1.0,0.5,,,,True,,,,,,,,
202688,1610612756,Brandon Knight,Brandon Knight,202688,PHX,3491.0,58,9.0,118,114,27.0,25.0,13,232,3.0,4.0,,,,,1.0,2.0,1.0,5.0,,1.0,,,,1.0,5.0,13.0,,,4.0,5.0,11.0,5.0,14.0,6.0,31.0,123,,,,,,,,,5.0,4.0,4.0,2.0,8.0,9.0,6.0,,13.0,5.0,1.0,6.0,4.0,10.0,3.0,5.0,1.0,,24.0,,2.0,1.0,4.0,,4.0,,2.0,1.0,1.0,4.0,,3.0,,1.0,,4.0,,1.0,3.0,,13.0,7.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,,4.0,27.0,,1.0,0.2,0.2,0.6,0.35714285714285715,,,0.35714285714285715,0.45454545454545453,,,0.5,,,0.5535714285714286,,0.2857142857142857,0.56,0.09090909090909091,0.25,,23.308270676691727,1.0,0.03571428571428571,,0.14285714285714285,0.07142857142857142,,,,,0.125,0.16666666666666666,,,,0.16,0.75,1.0,0.3333333333333333,0.08,0.5,0.5,,0.2,0.2,0.2,,0.04,,,,0.52,0.38461538461538464,0.38461538461538464,0.6,,,,,,,,,,0.2,,0.8,,0.72,0.38461538461538464,0.506738,,0.5058299999999999,0.07692307692307693,0.16666666666666666,,,0.12903225806451613,10.109090909090911,25.37857142857143,0.2288135593220339,,,1.0,,1.0,,,,,1.0,1.0,2.0,,,0.5,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
202738,1610612756,Isaiah Thomas,Isaiah Thomas,202738,PHX,4286.0,71,4.0,147,144,45.0,69.0,21,291,3.0,6.0,,1.0,1.0,2.0,1.0,3.0,1.0,5.0,,,,,,,3.0,10.0,2.0,1.0,4.0,5.0,14.0,3.0,10.0,13.0,32.0,157,1.0,3.0,1.0,2.0,7.0,2.0,7.0,1.0,4.0,4.0,11.0,,10.0,6.0,3.0,,10.0,3.0,1.0,12.0,9.0,21.0,7.0,10.0,1.0,1.0,51.0,1.0,2.0,6.0,8.0,2.0,10.0,,3.0,1.0,2.0,4.0,1.0,,2.0,4.0,,6.0,3.0,4.0,7.0,,10.0,15.0,,2.0,4.0,1.0,1.0,,,,,,11.0,45.0,,1.0,,,0.6666666666666666,0.3,0.5,0.25,0.3,0.35714285714285715,0.3333333333333333,0.2857142857142857,0.3958333333333333,0.5,0.3181818181818182,0.5,0.5833333333333334,0.4230769230769231,0.4166666666666667,0.07142857142857142,0.16666666666666666,,20.809248554913296,0.6666666666666666,0.13043478260869565,0.02702702702702703,0.14285714285714285,0.13333333333333333,0.02666666666666667,0.058823529411764705,0.07142857142857142,0.08695652173913043,0.3333333333333333,0.09090909090909091,0.3333333333333333,,,0.25,0.5,0.6,,0.125,0.3333333333333333,0.3333333333333333,,0.20833333333333334,0.2,0.2,,,,,,0.4166666666666667,0.3,0.3,0.6666666666666666,0.2,,,,,,0.4,0.18181818181818182,0.5,,,0.36363636363636365,0.25,0.6666666666666666,0.3,0.50470625,0.4320333333333333,0.46885454545454547,0.1724137931034483,0.2222222222222222,0.09090909090909091,0.21875,0.34375,8.97857142857143,25.140000000000004,0.30612244897959184,2.0,,2.0,1.0,,,,,,,1.0,,,,,0.02631578947368421,,,,0.09090909090909091,,,,,1.0,,,,1.0,,0.5,1.0,,,True,,,,,,,,
203462,1610612756,Archie Goodwin,Archie Goodwin,203462,PHX,17584.0,293,-81.0,582,595,217.0,185.0,72,1177,34.0,58.0,5.0,7.0,16.0,25.0,2.0,13.0,4.0,16.0,2.0,5.0,,,,,4.0,18.0,1.0,2.0,9.0,40.0,87.0,6.0,23.0,28.0,126.0,636,6.0,10.0,,1.0,15.0,17.0,32.0,2.0,9.0,12.0,52.0,22.0,58.0,18.0,,1.0,17.0,4.0,8.0,20.0,6.0,26.0,4.0,11.0,4.0,5.0,58.0,6.0,9.0,17.0,28.0,9.0,37.0,2.0,12.0,8.0,4.0,21.0,1.0,14.0,7.0,7.0,1.0,28.0,14.0,11.0,28.0,1.0,40.0,43.0,8.0,1.0,23.0,,2.0,6.0,5.0,,6.0,4.0,52.0,217.0,5.0,2.0,0.275,0.2972972972972973,1.0,0.2608695652173913,,0.2222222222222222,0.2727272727272727,0.45977011494252873,0.6,0.53125,0.44545454545454544,0.5454545454545454,0.4878048780487805,0.4921259842519685,0.5769230769230769,0.5416666666666666,0.20909090909090908,0.09195402298850575,0.08620689655172414,0.0625,23.09985096870343,0.75,0.09714285714285714,0.027906976744186046,0.10588235294117647,0.1,0.023333333333333334,0.046511627906976744,0.07936507936507936,0.043478260869565216,0.15151515151515152,0.08955223880597014,0.16666666666666666,0.038461538461538464,0.6666666666666666,0.5272727272727272,0.5862068965517241,0.6415094339622641,0.2647058823529412,0.11818181818181818,0.15384615384615385,0.18181818181818182,0.5,0.14545454545454545,0.25,0.26666666666666666,0.25,0.045454545454545456,0.4,0.4,1.0,0.16363636363636364,0.2222222222222222,0.2222222222222222,1.0,0.6363636363636364,0.7142857142857143,0.2,,,,0.09090909090909091,0.6097560975609756,0.64,,,0.21951219512195122,0.2222222222222222,0.7363636363636363,0.23529411764705882,0.5538660550458716,0.507065,0.589865,0.184,0.22549019607843138,,0.11904761904761904,0.4126984126984127,5.688505747126437,27.45652173913044,0.37285223367697595,3.0,6.0,2.0,1.0,2.0,,1.0,1.0,1.0,,4.0,2.0,,0.15384615384615385,0.06666666666666667,0.011764705882352941,,0.03125,0.014925373134328358,,2.0,,,,2.0,,,1.0,,,,,2.0,0.08333333333333333,True,,,,,,,,
201609,1610612756,Goran Dragic,Goran Dragic,201609,PHX,2268.0,38,-13.0,78,79,15.0,26.0,11,157,5.0,6.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,6.0,8.0,,,,12.0,91,,,,,,1.0,1.0,,,,2.0,6.0,6.0,,,,,,,3.0,3.0,6.0,1.0,2.0,1.0,,15.0,,,2.0,4.0,1.0,5.0,,2.0,,2.0,3.0,,1.0,1.0,2.0,,4.0,,,1.0,,2.0,2.0,,,1.0,,,,,,,,2.0,15.0,,,0.5,0.5,,,,,,0.75,,1.0,0.75,,1.0,0.6666666666666666,,1.0,,,,,14.606741573033707,0.75,0.07142857142857142,,,0.05555555555555555,0.02702702702702703,,0.1111111111111111,0.058823529411764705,,,,,,0.75,0.8333333333333334,0.8333333333333334,0.4,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.75,,0.56655,,0.4741,0.1111111111111111,0.1111111111111111,,,0.16666666666666666,3.7375,,0.19230769230769232,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,0.4,0.1,,,0.1,,,,,,,,,,,,,,,,True,,,,,,,,
