EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGA,SecondChanceFG2M,PtsPutbacks,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Loose Ball Fouls,BlockedAtRim,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg2Pct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,Corner3Assists,Clear Path Fouls,OffShortMidRangeReboundPct,DefAtRimReboundPct,Corner3FGM,FTDefRebounds,StepOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,DefFTReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceFtPoints,FTOffRebounds,BlockingFouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,3SecondViolations,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangeAssists,BlockingFoulsDrawn,PenaltyCorner3FGA,Travels,SecondChanceTurnovers,ShortMidRangePctAssisted,PenaltyCorner3Frequency,HeaveMakes,HeaveAttempts,Charge Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,on,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,PenaltyCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,LongMidRangePctBlocked,3pt And 1 Free Throw Trips,Corner3PctBlocked
101109,1610612742,Raymond Felton,Raymond Felton,101109,DAL,3729.0,62,126,126,56,60,21,252,5.0,6.0,3.0,4.0,1.0,3.0,4.0,9.0,1.0,3.0,8.0,1.0,2.0,1.0,3.0,10.0,18.0,3.0,9.0,5.0,34,125,2.0,1.0,2.0,3.0,4.0,8.0,1.0,3.0,5.0,16.0,6.0,14.0,6.0,3.0,8.0,3.0,2.0,5.0,2.0,7,2.0,5.0,16,1.0,2.0,4,6,1.0,7,5.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,7.0,3.0,2.0,5,6,6.0,1.0,2.0,2.0,2.0,2.0,16.0,56,1.0,2.0,0.3,0.3,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.5,0.5370370370370371,0.375,0.5,0.5666666666666667,0.375,0.5714285714285714,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333,24.18300653594771,0.42857142857142855,0.12121212121212122,0.023809523809523808,0.07692307692307693,0.1016949152542373,0.015151515151515152,0.043478260869565216,0.18181818181818182,0.16666666666666666,0.09523809523809523,0.2222222222222222,0.8333333333333334,1.0,0.4,0.1111111111111111,0.3333333333333333,0.5,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.25,0.037037037037037035,0.2962962962962963,0.375,0.375,0.6666666666666666,0.5,0.5,1.0,0.36363636363636365,0.75,0.2727272727272727,0.3333333333333333,0.5555555555555556,0.375,0.4757111111111112,0.3731875,0.502109090909091,0.03571428571428571,0.05263157894736842,0.08823529411764706,0.47058823529411764,11.13888888888889,25.255555555555553,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101111,1610612742,Charlie Villanueva,Charlie Villanueva,101111,DAL,2834.0,47,95,95,30,29,14,190,5.0,11.0,4.0,5.0,2.0,5.0,,1.0,3.0,4.0,13.0,,,1.0,3.0,7.0,17.0,4.0,16.0,1.0,27,106,3.0,,1.0,4.0,5.0,6.0,1.0,3.0,1.0,14.0,4.0,10.0,12.0,,13.0,4.0,1.0,2.0,1.0,3,1.0,1.0,7,1.0,3.0,4,7,2.0,9,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,2.0,1.0,3.0,5,2,4.0,2.0,,1.0,,1.0,14.0,30,,,0.2857142857142857,0.3333333333333333,1.0,0.25,,0.3333333333333333,0.25,0.4117647058823529,0.8333333333333334,0.3939393939393939,0.5,0.7222222222222222,0.38571428571428573,0.5,0.6363636363636364,0.48484848484848486,0.058823529411764705,0.09090909090909091,,32.74336283185841,0.5,0.14814814814814814,0.04,0.14285714285714285,0.14583333333333334,0.04,0.07142857142857142,0.09090909090909091,0.5,0.15384615384615385,0.3333333333333333,0.45454545454545453,0.5,0.4,0.15151515151515152,0.4,0.4,0.030303030303030304,,,,0.09090909090909091,0.3939393939393939,0.3076923076923077,0.3076923076923077,1.0,,,,0.5555555555555556,0.8,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.3076923076923077,0.5136151515151516,0.59615,0.5666833333333333,0.05714285714285714,0.10526315789473684,0.14814814814814814,0.5185185185185185,5.341176470588235,25.274999999999995,0.3157894736842105,-10.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.04,0.16666666666666666,0.125,0.09523809523809523,1.0,0.75,0.6666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200765,1610612742,Rajon Rondo,Rajon Rondo,200765,DAL,2699.0,45,85,83,21,17,7,168,3.0,5.0,1.0,1.0,3.0,5.0,1.0,4.0,,,,,,,,7.0,14.0,,,,14,84,2.0,,,4.0,1.0,2.0,,,,2.0,2.0,12.0,,,,,,3.0,3.0,6,2.0,3.0,15,1.0,3.0,3,6,1.0,7,1.0,1.0,,4.0,,4.0,,,,4.0,1.0,,2,1,,,,,,,2.0,21,,,0.14285714285714285,0.16666666666666666,,,,,,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,19.35483870967742,1.0,0.1,0.034482758620689655,0.2,0.13333333333333333,0.02702702702702703,,0.1,0.09090909090909091,0.2222222222222222,0.35714285714285715,0.6,0.6,,0.35714285714285715,0.6,0.6,0.2857142857142857,0.25,0.25,1.0,,,,,,,,,0.5,1.0,,,0.35714285714285715,,0.49165000000000003,0.6435,0.492,,,0.2857142857142857,0.14285714285714285,8.249999999999998,,0.24705882352941178,3.0,2.0,2.0,,2.0,2.0,,,,,,,,1.0,,,0.16666666666666666,,,1.0,1.0,,1.0,1.0,0.09090909090909091,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
200826,1610612742,J.J. Barea,J.J. Barea,200826,DAL,5248.0,87,168,172,25,54,23,340,1.0,5.0,,,7.0,13.0,4.0,6.0,2.0,4.0,8.0,1.0,1.0,,2.0,12.0,24.0,5.0,10.0,2.0,41,187,4.0,1.0,1.0,7.0,,1.0,,2.0,,,2.0,22.0,9.0,6.0,8.0,4.0,,3.0,5.0,8,4.0,,21,1.0,1.0,3,5,3.0,8,1.0,1.0,,4.0,,3.0,1.0,,1.0,5.0,1.0,5.0,7,4,3.0,2.0,,,,,,25,,,0.08333333333333333,0.08333333333333333,0.6,0.5,1.0,,0.5,0.5,,0.5735294117647058,0.7,,0.5857142857142857,0.7,,0.29411764705882354,,,,20.100502512562816,0.8,0.06521739130434782,0.016129032258064516,0.043478260869565216,0.057971014492753624,0.030303030303030304,0.03333333333333333,0.06666666666666667,0.058823529411764705,0.05555555555555555,0.14705882352941177,0.2,0.2,,0.38235294117647056,0.5384615384615384,0.5384615384615384,0.17647058823529413,0.6666666666666666,0.6666666666666666,0.25,0.058823529411764705,0.23529411764705882,0.5,0.5,0.5,0.2,1.0,1.0,,,0.6666666666666666,,0.4411764705882353,0.5,0.43661029411764707,0.38425,0.4597833333333334,0.05714285714285714,0.08,0.17073170731707318,,10.562499999999998,24.700000000000003,0.1488095238095238,-30.0,,1.0,,2.0,,3.0,2.0,,1.0,,,,0.5,0.05405405405405406,,,,,0.2,,,1.0,,,0.07142857142857142,1.0,1.0,1.0,1.0,0.14285714285714285,0.07142857142857142,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203108,1610612742,Bernard James,Bernard James,203108,DAL,9460.0,158,309,313,76,109,43,622,12.0,24.0,3.0,5.0,,3.0,,,,,,,,,,12.0,27.0,,,20.0,44,325,7.0,,,17.0,3.0,6.0,,,7.0,13.0,20.0,4.0,,,,,8.0,3.0,1.0,4,1.0,,9,9.0,6.0,12,21,18.0,39,2.0,2.0,,3.0,,,3.0,,3.0,6.0,2.0,8.0,17,14,23.0,9.0,3.0,15.0,7.0,15.0,13.0,76,1.0,3.0,0.8333333333333334,0.9090909090909091,,,,,,0.4444444444444444,0.5,0.4444444444444444,0.2857142857142857,0.5,0.5789473684210527,0.6071428571428571,0.65,,0.2962962962962963,0.25,0.6666666666666666,12.18836565096953,0.5,0.12903225806451613,0.09090909090909091,0.10909090909090909,0.12162162162162163,0.10897435897435898,0.09302325581395349,0.06451612903225806,0.17857142857142858,0.0975609756097561,0.8888888888888888,0.5,0.6666666666666666,0.8333333333333334,0.1111111111111111,,,,,,,,,,,,,,,0.8333333333333334,0.6,,,0.8888888888888888,,0.6061407407407408,0.572,0.5748333333333333,0.2571428571428571,0.2571428571428571,0.38636363636363635,0.29545454545454547,1.7074074074074075,,0.2459546925566343,-9.0,2.0,7.0,,2.0,2.0,3.0,8.0,2.0,1.0,8.0,9.0,,0.2857142857142857,0.14035087719298245,0.08333333333333333,0.14285714285714285,0.2857142857142857,0.6,1.0,0.2857142857142857,,,,0.06896551724137931,0.14705882352941177,,3.0,,1.0,0.25,0.15555555555555556,,,,13.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202329,1610612742,Al-Farouq Aminu,Al-Farouq Aminu,202329,DAL,5146.0,86,169,173,34,75,27,342,5.0,15.0,,1.0,3.0,7.0,1.0,2.0,,2.0,7.0,,,1.0,2.0,9.0,24.0,2.0,7.0,8.0,32,179,6.0,,,9.0,,2.0,1.0,2.0,,3.0,8.0,10.0,6.0,,7.0,2.0,2.0,,1.0,1,,,3,8.0,6.0,8,16,9.0,25,4.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,7.0,4.0,,4,8,9.0,3.0,2.0,1.0,1.0,1.0,3.0,34,4.0,,0.4444444444444444,0.5,1.0,0.2857142857142857,,0.5,0.2857142857142857,0.375,,0.3870967741935484,0.16666666666666666,0.375,0.45714285714285713,0.45,0.375,0.22580645161290322,0.08333333333333333,0.13333333333333333,,20.792079207920793,0.7142857142857143,0.22857142857142856,0.12903225806451613,0.18181818181818182,0.20588235294117646,0.10227272727272728,0.10344827586206896,0.1,0.3,0.17857142857142858,0.4838709677419355,0.3333333333333333,0.38461538461538464,0.8,0.22580645161290322,0.42857142857142855,0.42857142857142855,0.06451612903225806,0.5,0.5,,,0.22580645161290322,0.2857142857142857,0.2857142857142857,1.0,,,,0.25,,0.5,0.5,0.7096774193548387,0.2857142857142857,0.536008064516129,0.5003833333333333,0.5400375,0.09090909090909091,0.11538461538461539,0.28125,0.09375,4.974999999999999,25.185714285714283,0.20118343195266272,-1.0,,5.0,,1.0,2.0,,1.0,2.0,1.0,,1.0,,0.16666666666666666,0.038461538461538464,,0.2,0.1111111111111111,1.0,0.8333333333333334,,,1.0,,0.26666666666666666,0.26666666666666666,,2.0,,1.0,0.2,0.043478260869565216,,,,7.0,,,,,2.0,1.0,,,0.05555555555555555,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2210,1610612742,Richard Jefferson,Richard Jefferson,2210,DAL,3828.0,64,119,120,30,19,16,239,4.0,4.0,,,1.0,3.0,,,2.0,1.0,5.0,,,,1.0,5.0,7.0,3.0,7.0,6.0,25,132,1.0,,,2.0,,,,1.0,1.0,1.0,,10.0,9.0,,5.0,1.0,1.0,2.0,1.0,3,1.0,1.0,7,1.0,3.0,8,12,1.0,13,,,,1.0,1.0,1.0,1.0,,,2.0,,5.0,7,4,8.0,3.0,1.0,,,,1.0,30,1.0,1.0,,,1.0,0.42857142857142855,,,0.42857142857142855,0.7142857142857143,,0.6785714285714286,1.0,,0.6944444444444444,1.0,0.25,0.5,0.14285714285714285,,0.3333333333333333,14.5985401459854,0.5,0.17391304347826086,0.03571428571428571,0.13043478260869565,0.15942028985507245,0.0196078431372549,,0.1111111111111111,0.23076923076923078,0.07142857142857142,0.2857142857142857,1.0,1.0,,0.21428571428571427,0.3333333333333333,0.5,,,,,0.14285714285714285,0.35714285714285715,0.2,0.2,1.0,,,,,,1.0,,0.7857142857142857,0.2,0.5543785714285714,0.67,0.52935,0.17647058823529413,0.3,0.08,0.04,3.7285714285714286,24.342857142857145,0.25210084033613445,2.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,,0.2222222222222222,,,1.0,1.0,,,,,0.2,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,0.1111111111111111,,1.0,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
203939,1610612742,Dwight Powell,Dwight Powell,203939,DAL,2614.0,44,94,90,30,59,17,184,2.0,4.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,6.0,,,,,4.0,12.0,1.0,7.0,,11,81,3.0,,,2.0,1.0,2.0,,1.0,,2.0,4.0,4.0,3.0,,6.0,1.0,1.0,1.0,1.0,2,1.0,1.0,5,4.0,4.0,3,9,4.0,13,,,,2.0,,1.0,3.0,,1.0,5.0,2.0,2.0,5,1,,,,1.0,,1.0,2.0,30,1.0,,0.5,0.6666666666666666,1.0,0.14285714285714285,,,0.14285714285714285,0.3333333333333333,0.5,0.2894736842105263,0.3333333333333333,0.3333333333333333,0.2894736842105263,0.3333333333333333,0.3333333333333333,0.3684210526315789,0.08333333333333333,,0.3333333333333333,20.689655172413794,0.4,0.15789473684210525,0.10526315789473684,0.3333333333333333,0.22580645161290322,0.07692307692307693,0.15789473684210525,0.25,0.14285714285714285,0.36363636363636365,0.21052631578947367,0.5,0.5,,0.15789473684210525,0.3333333333333333,0.5,0.2631578947368421,0.2,0.2,1.0,0.05263157894736842,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,,,,0.3333333333333333,1.0,,,0.5789473684210527,0.16666666666666666,0.48710789473684213,0.70055,0.5398666666666667,,,0.18181818181818182,0.18181818181818182,9.525,24.685714285714287,0.3191489361702128,7.0,1.0,2.0,,1.0,2.0,,,,1.0,1.0,1.0,,0.3333333333333333,,,,,1.0,0.6666666666666666,0.5,,,,,0.125,,2.0,1.0,,0.4,,,,,,,,,,,,,,0.1111111111111111,,,,1.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,
2734,1610612742,Devin Harris,Devin Harris,2734,DAL,2592.0,43,84,89,6,32,10,173,1.0,3.0,,,1.0,1.0,,1.0,1.0,3.0,8.0,,,1.0,2.0,2.0,5.0,3.0,9.0,6.0,19,84,,,,2.0,,,1.0,2.0,,3.0,,4.0,6.0,3.0,6.0,2.0,,5.0,3.0,8,3.0,3.0,19,,3.0,2,5,,5,1.0,1.0,,3.0,,3.0,1.0,1.0,,4.0,,,1,8,7.0,4.0,,,,,3.0,6,,,,,0.6666666666666666,0.3333333333333333,,0.5,0.25,0.4,,0.4642857142857143,,0.75,0.5588235294117647,1.0,0.75,0.6428571428571429,,,,22.105263157894736,0.75,0.06451612903225806,,0.1875,0.10638297872340426,,,0.08333333333333333,,0.15384615384615385,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.07142857142857142,1.0,1.0,0.07142857142857142,,,,0.07142857142857142,0.5714285714285714,0.375,0.375,0.6666666666666666,,,,,,1.0,0.5,0.8571428571428571,0.3333333333333333,0.5104769230769232,,0.38775,0.23529411764705882,0.5,0.10526315789473684,0.15789473684210525,6.1,28.211111111111112,0.07142857142857142,5.0,,,,,,2.0,,,,,,,,,,0.3333333333333333,,,,,,,,,0.07142857142857142,,,,1.0,,,,,,2.0,,,,,,1.0,,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,
202962,1610612742,Greg Smith,Greg Smith,202962,DAL,1098.0,18,41,39,29,24,7,80,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,2.0,,,1.0,3,35,,,,,1.0,2.0,,,1.0,3.0,2.0,,,,,,,1.0,,1,,1.0,2,,,2,2,,2,,,,,,,,,,,,1.0,2,2,3.0,2.0,,,,,3.0,29,1.0,,1.0,1.0,,,,,,0.5,0.5,0.5,,0.5,0.5,,0.5,,,,,6.122448979591836,,0.2,,,0.11764705882352941,,,0.25,,,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,1.0,0.5,,,1.0,,0.5318,,0.5318,0.6666666666666666,0.6666666666666666,,1.0,2.35,,0.7073170731707317,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
