EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LostBallOutOfBoundsTurnovers,LostBallTurnovers,BlockingFouls,Charge Fouls Drawn,LongMidRangePctBlocked,SecondChanceAtRimPctAssisted,HeaveAttempts,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,Fg3aBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Corner3PctBlocked,on,BlockedCorner3,3pt And 1 Free Throw Trips
101107,1610612766,Marvin Williams,Marvin Williams,101107,CHA,37378.0,623,19,1183,1179,341,263,148,2362,20.0,34.0,4.0,8.0,8.0,13.0,4.0,16.0,13.0,34,13.0,25.0,2.0,2.0,1.0,4.0,21.0,68.0,6.0,10.0,4.0,21.0,37,84,34.0,93.0,20.0,196,1205,7.0,13.0,8.0,12.0,3.0,41.0,13,23,5.0,25.0,14.0,55,48,26.0,99.0,3.0,12.0,68.0,21.0,5.0,28.0,10.0,38.0,7.0,3.0,14.0,5.0,9.0,86.0,6.0,10.0,1.0,31.0,67.0,13.0,111,17.0,128,3.0,28.0,21.0,7.0,2.0,3.0,2.0,12.0,2.0,2.0,14.0,2.0,1.0,18.0,34,1.0,2.0,3.0,20,1.0,2.0,1.0,28.0,1.0,6.0,1.0,7.0,11.0,8.0,1.0,2.0,11.0,7.0,55,341,3.0,7.0,0.6486486486486487,0.7741935483870968,0.9705882352941176,0.3655913978494624,0.6666666666666666,0.2,0.3655913978494624,0.44047619047619047,0.5384615384615384,0.5652173913043478,0.4971751412429379,0.76,0.4270833333333333,0.5157894736842106,0.7592592592592593,0.49107142857142855,0.5254237288135594,0.05952380952380952,0.11764705882352941,0.0625,15.11111111111111,0.14285714285714285,0.48148148148148145,0.025,0.1691919191919192,0.02364066193853428,0.16756756756756758,0.03208556149732621,0.1686746987951807,0.02622950819672131,0.04,0.01904761904761905,0.015544041450777202,0.03289473684210526,0.02857142857142857,0.14285714285714285,0.112,0.2413793103448276,0.1702127659574468,0.1590909090909091,0.03,0.6363636363636364,0.192090395480226,0.5882352941176471,0.6666666666666666,0.55,0.0903954802259887,0.25,0.26666666666666666,0.25,0.192090395480226,0.38235294117647056,0.38235294117647056,0.9230769230769231,0.14124293785310735,0.52,0.52,1.0,0.384180790960452,0.3088235294117647,0.3088235294117647,0.9523809523809523,0.32,0.5,0.08,1.0,1.0,0.4,0.6,0.8333333333333334,0.2708333333333333,0.6153846153846154,0.08333333333333333,0.25,0.4375,0.19047619047619047,0.7175141242937854,0.3088235294117647,0.5205192090395481,0.5529781250000001,0.5171395833333333,0.03825136612021858,0.06741573033707865,0.010638297872340425,0.20918367346938777,0.28061224489795916,10.322619047619046,25.03333333333333,0.2882502113271344,,,,,,,,,,,,,,,,,,,,True,,
201945,1610612766,Gerald Henderson,Gerald Henderson,201945,CHA,42473.0,708,2,1311,1323,281,195,184,2634,42.0,78.0,4.0,5.0,12.0,16.0,24.0,62.0,47.0,137,8.0,19.0,1.0,1.0,4.0,5.0,6.0,18.0,,2.0,3.0,7.0,113,277,14.0,37.0,61.0,329,1335,9.0,19.0,1.0,3.0,2.0,23.0,30,56,7.0,12.0,17.0,98,112,114.0,42.0,,2.0,18.0,6.0,14.0,48.0,13.0,61.0,12.0,1.0,21.0,8.0,19.0,135.0,2.0,5.0,1.0,23.0,52.0,3.0,78,8.0,86,1.0,12.0,4.0,8.0,25.0,1.0,15.0,11.0,1.0,1.0,36.0,3.0,4.0,12.0,45,1.0,3.0,3.0,70,,5.0,2.0,74.0,8.0,37.0,,4.0,5.0,3.0,,2.0,5.0,3.0,98,281,7.0,5.0,0.49557522123893805,0.5,1.0,0.3783783783783784,0.3333333333333333,0.5833333333333334,0.3783783783783784,0.40794223826714804,0.47368421052631576,0.5357142857142857,0.4267515923566879,0.4772727272727273,0.5955882352941176,0.47406340057636887,0.5,0.6363636363636364,0.1178343949044586,0.05054151624548736,0.11538461538461539,0.03225806451612903,25.081859855926655,0.6944444444444444,0.10714285714285714,0.022222222222222223,0.10766045548654245,0.009416195856873822,0.10599078341013825,0.01282051282051282,0.10714285714285714,0.010189228529839884,0.011560693641618497,0.008130081300813009,0.00851063829787234,0.016260162601626018,,0.08053691275167785,0.07738095238095238,0.16265060240963855,0.08383233532934131,0.18,0.0058823529411764705,0.6,0.2484076433121019,0.5384615384615384,0.6086956521739131,0.5,0.19745222929936307,0.3870967741935484,0.4,0.3333333333333333,0.43630573248407645,0.34306569343065696,0.35074626865671643,0.574468085106383,0.06050955414012739,0.42105263157894735,0.42105263157894735,1.0,0.05732484076433121,0.3333333333333333,0.3333333333333333,1.0,0.22727272727272727,0.8,0.045454545454545456,1.0,1.0,0.09090909090909091,,,0.23529411764705882,0.75,0.07352941176470588,0.8,0.10294117647058823,0.42857142857142855,0.3662420382165605,0.3333333333333333,0.4828076433121019,0.4688266666666666,0.4848242647058824,0.10787172011661808,0.12091503267973856,,0.06990881458966565,0.2978723404255319,11.313718411552342,24.448648648648643,0.2143401983218917,3.0,10.0,1.0,1.0,0.021897810218978103,0.25,,,,,,,,,,,,,,True,,
202362,1610612766,Lance Stephenson,Lance Stephenson,202362,CHA,19192.0,320,-51,612,615,101,113,78,1227,15.0,30.0,3.0,4.0,4.0,7.0,13.0,28.0,17.0,49,1.0,4.0,,,,,5.0,22.0,,1.0,,6.0,45,107,6.0,26.0,17.0,125,648,4.0,8.0,,1.0,,8.0,6,15,,6.0,3.0,15,20,70.0,15.0,3.0,4.0,21.0,5.0,4.0,40.0,15.0,55.0,9.0,6.0,25.0,7.0,8.0,125.0,1.0,4.0,,12.0,29.0,1.0,42,5.0,47,1.0,7.0,6.0,1.0,15.0,3.0,8.0,10.0,,,25.0,2.0,4.0,10.0,28,2.0,,1.0,24,,4.0,1.0,26.0,6.0,15.0,,1.0,2.0,2.0,,,2.0,2.0,15,101,,1.0,0.2222222222222222,0.23255813953488372,0.8333333333333334,0.23076923076923078,,,0.24,0.4205607476635514,0.5,0.4,0.40601503759398494,0.4444444444444444,0.2857142857142857,0.4370629370629371,0.4444444444444444,0.3409090909090909,0.19548872180451127,0.037383177570093455,0.06666666666666667,,23.965763195435095,0.6,0.058823529411764705,,0.11788617886178862,0.016736401673640166,0.15584415584415584,0.011111111111111112,0.12693498452012383,0.015197568389057751,0.015625,,0.024,0.012658227848101266,,0.06741573033707865,0.10606060606060606,0.17582417582417584,0.16129032258064516,0.13333333333333333,0.012987012987012988,1.0,0.22556390977443608,0.5,0.5357142857142857,0.3333333333333333,0.21052631578947367,0.4642857142857143,0.4642857142857143,0.15384615384615385,0.3684210526315789,0.3469387755102041,0.3617021276595745,0.17647058823529413,0.03007518796992481,0.25,0.25,1.0,0.16541353383458646,0.22727272727272727,0.22727272727272727,0.8,0.4444444444444444,0.75,,,,0.1111111111111111,,,0.3333333333333333,0.5714285714285714,,,0.2857142857142857,,0.42105263157894735,0.23809523809523808,0.47636022727272725,0.4921333333333334,0.5055375,0.1056338028169014,0.12931034482758622,,0.064,0.12,10.914018691588783,26.380769230769236,0.1650326797385621,1.0,7.0,1.0,1.0,0.04081632653061224,,1.0,1.0,,,,,,,,,,,,True,,
202687,1610612766,Bismack Biyombo,Bismack Biyombo,202687,CHA,74588.0,1243,-31,2348,2358,597,464,332,4706,91.0,146.0,44.0,73.0,21.0,29.0,10.0,37.0,,3,,,,,,,,,,,,,101,186,,,102.0,304,2405,44.0,79.0,,,46.0,134.0,21,36,,,37.0,79,114,88.0,,,74.0,,,26.0,7.0,9.0,16.0,7.0,2.0,3.0,,4.0,41.0,32.0,126.0,1.0,93.0,143.0,12.0,248,159.0,407,3.0,18.0,14.0,4.0,24.0,1.0,8.0,28.0,,5.0,52.0,9.0,13.0,69.0,140,2.0,23.0,12.0,139,36.0,4.0,1.0,175.0,10.0,74.0,,19.0,99.0,73.0,2.0,24.0,99.0,53.0,79,597,14.0,14.0,0.5643564356435643,0.890625,,,,,,0.543010752688172,0.5569620253164557,0.5833333333333334,0.543010752688172,0.5569620253164557,0.5833333333333334,0.5650557620817844,0.5826086956521739,0.5984848484848485,,0.13978494623655913,0.15753424657534246,0.08108108108108109,11.691633175009134,0.46153846153846156,0.21428571428571427,0.011904761904761904,0.172289156626506,0.1349036402569593,0.25203252032520324,0.09876543209876543,0.19683069224353628,0.12559618441971382,0.14982578397212543,0.1111111111111111,0.1368909512761021,0.10869565217391304,0.041666666666666664,0.1348314606741573,0.2109375,0.17263843648208468,0.2743682310469314,0.18478260869565216,0.05084745762711865,0.5353535353535354,0.7849462365591398,0.6232876712328768,0.7398373983739838,0.5274725274725275,0.1989247311827957,0.2702702702702703,0.29411764705882354,0.9,0.016129032258064516,,,,,,,,,,,,0.9240506329113924,0.6027397260273972,,,,,,,0.8055555555555556,0.7241379310344828,,,,,0.7849462365591398,,0.5821274193548385,0.6017485714285715,0.5890888888888889,0.296,0.296,,0.4407894736842105,0.2598684210526316,2.4268817204301083,,0.2542589437819421,1.0,16.0,1.0,,,0.09090909090909091,,8.0,1.0,3.0,3.0,,,,,,,,,True,,
202689,1610612766,Kemba Walker,Kemba Walker,202689,CHA,42046.0,701,-44,1316,1323,378,315,186,2639,33.0,76.0,5.0,13.0,13.0,28.0,21.0,65.0,50.0,119,,3.0,,,,2.0,32.0,99.0,4.0,10.0,13.0,38.0,104,260,32.0,102.0,73.0,377,1361,10.0,28.0,4.0,10.0,7.0,39.0,33,75,13.0,40.0,39.0,144,46,162.0,66.0,30.0,2.0,98.0,32.0,26.0,69.0,31.0,100.0,24.0,7.0,36.0,5.0,28.0,231.0,4.0,6.0,,15.0,29.0,,44,10.0,54,5.0,28.0,17.0,11.0,27.0,3.0,18.0,9.0,,1.0,36.0,4.0,10.0,11.0,19,,1.0,2.0,82,3.0,8.0,3.0,87.0,9.0,34.0,1.0,10.0,9.0,5.0,,4.0,10.0,6.0,144,378,,9.0,0.22115384615384615,0.22330097087378642,0.6875,0.3137254901960784,0.4,0.325,0.31683168316831684,0.4,0.35714285714285715,0.44,0.4198895027624309,0.42105263157894735,0.45652173913043476,0.46733668341708545,0.4634146341463415,0.5257352941176471,0.281767955801105,0.1,0.2631578947368421,0.07692307692307693,28.116883116883116,0.75,,,0.06430155210643015,0.011131725417439703,0.07009345794392523,0.023809523809523808,0.06616541353383458,0.014144271570014143,0.011904761904761904,0.007518796992481203,0.012605042016806723,0.02857142857142857,,0.033112582781456956,0.06756756756756757,0.09210526315789473,0.075,0.05555555555555555,0.026455026455026454,0.6,0.20994475138121546,0.4342105263157895,0.5892857142857143,0.21212121212121213,0.17955801104972377,0.3230769230769231,0.35,0.09523809523809523,0.3287292817679558,0.42016806722689076,0.423728813559322,0.28,0.008287292817679558,,,,0.27348066298342544,0.32323232323232326,0.32989690721649484,0.6875,0.34210526315789475,0.38461538461538464,,,,0.2631578947368421,0.4,0.75,0.24347826086956523,0.4642857142857143,0.017391304347826087,,0.33043478260869563,0.34210526315789475,0.49171270718232046,0.32653061224489793,0.4812426966292134,0.5151666666666667,0.48429128440366986,0.09020618556701031,0.11929824561403508,0.009708737864077669,0.10344827586206896,0.3819628647214854,10.590384615384618,26.594117647058827,0.2872340425531915,3.0,9.0,3.0,,0.008403361344537815,0.2,1.0,,,,,2.0,5.0,1.0,1.0,0.0196078431372549,0.020202020202020204,,,True,,
203148,1610612766,Brian Roberts,Brian Roberts,203148,CHA,28109.0,468,12,885,882,180,145,126,1767,9.0,17.0,,1.0,1.0,1.0,8.0,18.0,30.0,67,6.0,13.0,,1.0,,2.0,21.0,57.0,5.0,7.0,5.0,12.0,47,102,27.0,70.0,21.0,196,887,4.0,9.0,5.0,8.0,,23.0,8,15,5.0,14.0,6.0,37,44,50.0,54.0,27.0,,54.0,21.0,3.0,34.0,24.0,58.0,15.0,9.0,18.0,4.0,12.0,140.0,,5.0,,17.0,28.0,1.0,46,5.0,51,1.0,9.0,6.0,3.0,11.0,4.0,9.0,8.0,,3.0,19.0,1.0,2.0,15.0,28,,3.0,,34,,2.0,,25.0,,6.0,1.0,4.0,2.0,1.0,,1.0,2.0,1.0,37,180,2.0,4.0,0.46808510638297873,0.46808510638297873,0.6666666666666666,0.38571428571428573,0.625,0.35714285714285715,0.40298507462686567,0.46078431372549017,0.4444444444444444,0.5333333333333333,0.5087209302325582,0.6764705882352942,0.5344827586206896,0.5327868852459017,0.6764705882352942,0.5606060606060606,0.4069767441860465,0.029411764705882353,0.11764705882352941,0.05555555555555555,19.64980544747082,0.5789473684210527,0.043478260869565216,,0.08695652173913043,0.01440922190201729,0.1259259259259259,,0.09846827133479212,0.010395010395010396,0.009345794392523364,0.0125,0.01875,,,0.0851063829787234,0.05154639175257732,0.11450381679389313,0.09375,0.20512820512820512,0.01098901098901099,0.5,0.09883720930232558,0.5294117647058824,0.6,0.5555555555555556,0.10465116279069768,0.4444444444444444,0.47058823529411764,0.5,0.38953488372093026,0.44776119402985076,0.44776119402985076,0.43333333333333335,0.0755813953488372,0.46153846153846156,0.46153846153846156,1.0,0.3313953488372093,0.3684210526315789,0.375,0.5714285714285714,0.058823529411764705,,0.058823529411764705,,,0.4117647058823529,0.7142857142857143,1.0,0.034482758620689655,1.0,0.06896551724137931,,0.41379310344827586,0.4166666666666667,0.5058139534883721,0.3888888888888889,0.46245029585798814,0.4021333333333333,0.4397962962962963,0.03910614525139665,0.05555555555555555,0.014084507042253521,0.11734693877551021,0.18877551020408162,14.286274509803924,26.355714285714285,0.2033898305084746,,2.0,1.0,2.0,,,3.0,,,,,1.0,2.0,,,0.014285714285714285,0.017543859649122806,,,True,,
2590,1610612766,Mo Williams,Mo Williams,2590,CHA,16317.0,272,-9,526,524,182,158,77,1050,5.0,13.0,1.0,1.0,4.0,4.0,8.0,15.0,30.0,77,,5.0,,,,4.0,21.0,60.0,3.0,4.0,7.0,22.0,43,105,21.0,65.0,23.0,172,547,3.0,9.0,3.0,4.0,,15.0,18,40,7.0,26.0,17.0,74,14,72.0,42.0,21.0,,58.0,21.0,3.0,23.0,10.0,33.0,5.0,5.0,11.0,5.0,7.0,76.0,1.0,2.0,,9.0,15.0,1.0,25,3.0,28,1.0,3.0,1.0,2.0,15.0,3.0,11.0,12.0,1.0,2.0,27.0,1.0,8.0,10.0,21,,1.0,2.0,21,,4.0,,25.0,,2.0,3.0,5.0,1.0,,1.0,,1.0,,74,182,1.0,5.0,0.16279069767441862,0.16279069767441862,0.6666666666666666,0.3230769230769231,0.75,0.2692307692307692,0.3333333333333333,0.4095238095238095,0.3333333333333333,0.45,0.43823529411764706,0.5769230769230769,0.4318181818181818,0.4722222222222222,0.5769230769230769,0.5,0.38235294117647056,0.02857142857142857,0.15384615384615385,,33.603896103896105,0.5555555555555556,0.05555555555555555,,0.08670520231213873,0.009708737864077669,0.11538461538461539,0.011904761904761904,0.09561752988047809,0.010344827586206896,,0.024390243902439025,0.008771929824561403,0.0136986301369863,,0.05084745762711865,0.19047619047619047,0.05555555555555555,0.0967741935483871,0.1875,0.010526315789473684,,0.07647058823529412,0.38461538461538464,0.45454545454545453,,0.08823529411764706,0.5333333333333333,0.5333333333333333,0.125,0.45294117647058824,0.38961038961038963,0.39473684210526316,0.2,0.029411764705882353,,,,0.35294117647058826,0.35,0.3559322033898305,0.6666666666666666,0.07692307692307693,1.0,,,,0.3076923076923077,0.75,0.6666666666666666,0.06060606060606061,1.0,0.06060606060606061,,0.3333333333333333,0.3181818181818182,0.4588235294117647,0.3620689655172414,0.46327976190476194,0.4299636363636363,0.4539723076923076,0.02857142857142857,0.018691588785046728,0.04411764705882353,0.0872093023255814,0.43023255813953487,14.94761904761905,27.28153846153846,0.34600760456273766,4.0,4.0,,,0.012987012987012988,,2.0,,,,,1.0,2.0,,,0.015384615384615385,0.016666666666666666,1.0,,True,,
202390,1610612766,Gary Neal,Gary Neal,202390,CHA,14450.0,241,-9,455,462,133,107,62,917,5.0,13.0,1.0,2.0,2.0,4.0,11.0,31.0,18.0,38,,1.0,,1.0,,,11.0,29.0,,2.0,2.0,7.0,34,82,11.0,30.0,23.0,124,511,3.0,9.0,,3.0,2.0,8.0,7,21,2.0,7.0,9.0,29,22,46.0,15.0,18.0,2.0,29.0,11.0,5.0,7.0,11.0,18.0,9.0,2.0,4.0,,3.0,47.0,1.0,3.0,,6.0,11.0,1.0,18,4.0,22,1.0,4.0,4.0,,8.0,,6.0,1.0,,,9.0,,2.0,13.0,19,,1.0,,18,,,,25.0,1.0,10.0,,2.0,,,,,,,29,133,2.0,2.0,0.3235294117647059,0.3333333333333333,0.45454545454545453,0.36666666666666664,,0.2857142857142857,0.36666666666666664,0.4146341463414634,0.3333333333333333,0.3333333333333333,0.45089285714285715,0.25,0.35714285714285715,0.4959349593495935,0.3076923076923077,0.4393939393939394,0.26785714285714285,0.06097560975609756,0.15384615384615385,0.0967741935483871,25.142857142857142,0.8888888888888888,0.08333333333333333,,0.07534246575342465,0.018292682926829267,0.0821917808219178,0.014492753623188406,0.0776255707762557,0.017167381974248927,,0.02631578947368421,0.02631578947368421,0.017241379310344827,,0.044444444444444446,0.13333333333333333,0.05357142857142857,0.04081632653061224,0.16666666666666666,0.01639344262295082,,0.11607142857142858,0.38461538461538464,0.45454545454545453,0.2,0.2767857142857143,0.3548387096774194,0.39285714285714285,0.2727272727272727,0.3392857142857143,0.47368421052631576,0.47368421052631576,0.3888888888888889,0.008928571428571428,,,,0.25892857142857145,0.3793103448275862,0.39285714285714285,0.45454545454545453,0.16666666666666666,0.5,0.08333333333333333,,,0.16666666666666666,,,0.14285714285714285,0.5,,,0.25,0.2857142857142857,0.38392857142857145,0.3793103448275862,0.44754464285714285,0.45965500000000004,0.4293321428571429,0.08264462809917356,0.10989010989010989,,0.06451612903225806,0.23387096774193547,12.497560975609758,25.796666666666667,0.2923076923076923,1.0,2.0,1.0,,,,,,,,,1.0,2.0,,,0.03333333333333333,0.034482758620689655,,,True,,
203077,1610612766,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,CHA,28905.0,482,43,906,914,221,155,149,1820,40.0,82.0,8.0,19.0,9.0,20.0,9.0,25.0,16.0,57,,,,,,,,,,,,,65,164,,,51.0,181,868,11.0,26.0,,,7.0,29.0,12,40,,,17.0,41,84,46.0,,,6.0,,,27.0,24.0,5.0,29.0,4.0,1.0,8.0,4.0,12.0,63.0,9.0,33.0,,24.0,73.0,12.0,109,42.0,151,5.0,8.0,4.0,4.0,12.0,1.0,2.0,19.0,,3.0,31.0,5.0,6.0,12.0,32,8.0,,1.0,52,6.0,1.0,2.0,73.0,7.0,34.0,,6.0,10.0,7.0,,3.0,10.0,4.0,41,221,1.0,5.0,0.6461538461538462,0.6774193548387096,,,,,,0.39634146341463417,0.4230769230769231,0.3,0.39634146341463417,0.4230769230769231,0.3,0.4593908629441624,0.48333333333333334,0.3942307692307692,,0.16463414634146342,0.24390243902439024,0.2,20.9366391184573,0.3870967741935484,0.5714285714285714,,0.21220930232558138,0.08461538461538462,0.18045112781954886,0.09,0.20335429769392033,0.08571428571428572,0.11278195488721804,0.1111111111111111,0.05113636363636364,0.0989010989010989,,0.1650485436893204,0.2231404958677686,0.24166666666666667,0.1588785046728972,0.2692307692307692,0.07042253521126761,0.4,0.5,0.4878048780487805,0.6451612903225806,0.625,0.1524390243902439,0.36,0.45,0.5555555555555556,0.3475609756097561,0.2807017543859649,0.2909090909090909,0.75,,,,,,,,,0.7307692307692307,0.42105263157894735,,,,,,,0.5,0.45,,,,,0.5,,0.5032530487804879,0.5438454545454545,0.4941699999999999,0.17801047120418848,0.17801047120418848,,0.16022099447513813,0.2265193370165746,8.324999999999998,,0.24392935982339956,5.0,10.0,,1.0,0.03508771929824561,0.625,,,,,1.0,,,,,,,,,True,,
203106,1610612766,Jeffery Taylor,Jeffery Taylor,203106,CHA,12170.0,203,-52,378,382,61,47,39,760,10.0,14.0,1.0,1.0,,1.0,2.0,9.0,1.0,12,3.0,7.0,,1.0,,2.0,2.0,5.0,,,,,13,35,5.0,12.0,10.0,51,385,1.0,1.0,,1.0,2.0,4.0,1,3,,2.0,,2,16,10.0,15.0,,2.0,5.0,2.0,3.0,4.0,3.0,7.0,3.0,,3.0,,1.0,17.0,1.0,3.0,,4.0,10.0,,14,4.0,18,,8.0,6.0,2.0,4.0,2.0,2.0,5.0,,1.0,9.0,,2.0,11.0,19,,1.0,1.0,10,1.0,,,14.0,3.0,7.0,1.0,,,,,,,,2,61,,,0.6153846153846154,0.6666666666666666,1.0,0.4166666666666667,,,0.4166666666666667,0.37142857142857144,1.0,0.3333333333333333,0.43617021276595747,0.5,0.2,0.49038461538461536,0.6666666666666666,0.2,0.2553191489361702,0.08571428571428572,,0.3333333333333333,14.386792452830187,0.4444444444444444,,,0.08547008547008547,0.020134228187919462,0.0625,0.017543859649122806,0.07734806629834254,0.019417475728155338,0.023255813953488372,0.023809523809523808,0.015625,0.022727272727272728,,0.05128205128205128,0.07692307692307693,0.1282051282051282,0.058823529411764705,0.07692307692307693,,,0.2978723404255319,0.7142857142857143,0.7142857142857143,0.7,0.19148936170212766,0.2222222222222222,0.3333333333333333,0.5,0.2553191489361702,0.08333333333333333,0.08333333333333333,,0.14893617021276595,0.42857142857142855,0.5,1.0,0.10638297872340426,0.4,0.4,1.0,0.5,1.0,0.5,,,,,,0.2,,0.4,,,,0.5531914893617021,0.4,0.524913829787234,0.624325,0.51446,0.15384615384615385,0.1794871794871795,0.07692307692307693,0.0784313725490196,0.0392156862745098,8.468571428571428,24.01666666666667,0.16137566137566137,1.0,2.0,,,,,,,,,,1.0,,,,0.08333333333333333,,,0.14285714285714285,True,,
