EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FtPoints,FTDefRebounds,ShootingFouls,BlockingFoulsDrawn,DefFTReboundPct,DefAtRimReboundPct,ShortMidRangePctAssisted,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,LiveBallTurnoverPct,BlocksRecoveredPct,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,BadPassTurnovers,PenaltyTurnovers,BlockingFouls,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyFtPoints,Travels,Offensive Fouls,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,OffAtRimReboundPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,on,SecondChanceAtRimFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PtsPutbacks,HeaveAttempts,Fg3aBlocked,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedCorner3,DefensiveGoaltends,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BlockedArc3,3SecondViolations,Arc3PctBlocked,HeaveMakes,BlockedLongMidRange,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips
101123,1610612756,Gerald Green,Gerald Green,101123,PHX,1537.0,26,-7,52,51,25,13,5,103,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,3.0,5.0,7,2.0,5.0,16.0,46,2.0,2.0,1.0,3.0,7.0,2.0,8.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,7.0,25,1.0,0.2,0.2,0.5,0.4,0.3333333333333333,0.4,0.7142857142857143,1.0,0.6666666666666666,0.7,0.6666666666666666,0.7,0.4166666666666667,0.14285714285714285,0.3333333333333333,20.689655172413794,0.07692307692307693,0.125,0.09523809523809523,0.16666666666666666,0.14285714285714285,0.25,0.6666666666666666,1.0,0.08333333333333333,1.0,1.0,0.25,0.6666666666666666,0.6666666666666666,0.5,0.4166666666666667,0.4,0.4,0.5,0.2,1.0,0.6,0.3333333333333333,0.6666666666666666,0.4,0.46582499999999993,0.46202,0.16666666666666666,0.2857142857142857,0.4375,9.242857142857144,25.2,0.4807692307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200782,1610612756,PJ Tucker,PJ Tucker,200782,PHX,1133.0,19,-6,38,37,11,2,3,75,,,,,1.0,1.0,,1.0,,1.0,,,1.0,2,,1.0,5.0,38,,,,,,2.0,,,,1.0,,,,3.0,4.0,4.0,3.0,,3.0,,4.0,,2.0,,11,,1.0,1.0,,,,,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,,,12.195121951219512,0.23076923076923078,,0.2,0.2857142857142857,,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,0.3755,,0.4,0.5,,14.3,26.5,0.2894736842105263,3.0,1.0,2.0,1.0,0.5,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201148,1610612756,Brandan Wright,Brandan Wright,201148,PHX,730.0,12,-9,23,24,7,7,1,47,,,,,1.0,2.0,,,,,,,1.0,2,,,4.0,22,1.0,1.0,,,2.0,2.0,,,,,,,,,,,1.0,,2.0,,4.0,,2.0,2.0,7,,1.0,1.0,,,,,0.5,1.0,0.5,1.0,0.5,0.5,,,,20.833333333333336,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,0.3778,0.393,0.5,0.5,0.5,9.3,,0.30434782608695654,2.0,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202077,1610612756,Jerel McNeal,Jerel McNeal,202077,PHX,2180.0,36,-3,73,71,32,15,6,144,,2.0,,,2.0,5.0,,2.0,1.0,2.0,1.0,1.0,2.0,9,1.0,2.0,9.0,66,1.0,3.0,1.0,1.0,5.0,2.0,2.0,3.0,,2.0,1.0,1.0,,3.0,3.0,3.0,5.0,,2.0,,2.0,,1.0,5.0,32,,0.5,0.5,1.0,0.5,1.0,0.5,0.2222222222222222,0.3333333333333333,0.3181818181818182,0.625,0.375,0.625,0.18181818181818182,0.1111111111111111,,21.25,0.14285714285714285,,0.0967741935483871,0.2222222222222222,,0.18181818181818182,,,0.45454545454545453,0.4,0.5,0.18181818181818182,,,,0.18181818181818182,0.5,0.5,1.0,,,0.25,1.0,0.36363636363636365,0.5,0.47308181818181827,0.42503749999999996,0.08333333333333333,0.1,0.5555555555555556,9.677777777777779,25.35,0.4383561643835616,2.0,,2.0,,,,0.5,3.0,2.0,1.0,5.0,2.0,5.0,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,0.2,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203933,1610612756,TJ Warren,TJ Warren,203933,PHX,1688.0,28,-1,58,56,27,15,5,114,1.0,4.0,,2.0,,2.0,1.0,2.0,,,,,2.0,8,,,4.0,50,1.0,5.0,,,2.0,4.0,,,,,,,,1.0,1.0,5.0,3.0,,,,,,,2.0,27,,1.0,1.0,,,,,0.25,0.2,0.25,0.2,0.25,0.2,,,,14.0625,0.06666666666666667,,0.041666666666666664,0.1111111111111111,,0.5,0.25,0.25,0.25,,,0.25,0.5,0.5,1.0,,,,,0.4,,,,0.5,,0.52495,0.48238000000000003,,,0.5,6.2125,,0.46551724137931033,,,2.0,,,,,4.0,1.0,3.0,,,1.0,,,,,,,,1.0,3.0,,,8.0,,,,,,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,0.25,0.25,0.25,0.15789473684210525,0.14285714285714285,0.15384615384615385,0.2222222222222222,0.2,0.14285714285714285,0.3333333333333333,1.0,0.5,0.5273,0.5,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202693,1610612756,Markieff Morris,Markieff Morris,202693,PHX,1009.0,17,-5,35,32,16,7,2,67,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,,2.0,5,,1.0,4.0,32,1.0,2.0,,,2.0,2.0,2.0,,,1.0,,,1.0,3.0,5.0,5.0,2.0,,1.0,,,,,2.0,16,,0.5,0.5,,,,,0.4,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666666,,,21.62162162162162,0.25,0.3333333333333333,0.26666666666666666,,0.3333333333333333,0.16666666666666666,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,,0.16666666666666666,,,,0.5,1.0,,,0.3333333333333333,,0.47000833333333336,0.5449999999999999,,,0.5,9.260000000000002,24.8,0.45714285714285713,,1.0,2.0,,1.0,0.5,,,,,2.0,1.0,2.0,,,,,,1.0,,4.0,4.0,2.0,1.0,8.0,1.0,1.0,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203462,1610612756,Archie Goodwin,Archie Goodwin,203462,PHX,1063.0,18,2,33,34,20,4,3,67,2.0,2.0,1.0,1.0,,,,,,,,,2.0,2,,,12.0,35,1.0,1.0,,,9.0,2.0,2.0,,,,,,,,,,2.0,,8.0,,11.0,2.0,5.0,9.0,20,,0.5,0.5,,,,,1.0,1.0,1.0,1.0,1.0,1.125,,,,32.432432432432435,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,0.61385,0.5345,1.0,1.0,0.75,1.1,,0.6060606060606061,8.0,,,,,,,1.0,1.0,,4.0,,6.0,,,,,,0.6666666666666666,,,1.0,,,3.0,4.0,4.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,0.5,,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,1610612756,Earl Barron,Earl Barron,2853,PHX,1075.0,18,6,36,35,16,8,4,71,,1.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3,1.0,2.0,5.0,31,1.0,1.0,1.0,2.0,5.0,2.0,,3.0,,2.0,1.0,,2.0,,2.0,4.0,3.0,,,,,,,5.0,16,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,1.0,0.5,0.8333333333333334,0.5,0.8333333333333334,0.4,,,12.195121951219512,,0.2857142857142857,0.15384615384615385,,0.3333333333333333,0.2,,,,,,0.4,0.5,0.5,1.0,0.4,0.5,0.5,1.0,,,0.6666666666666666,0.5,0.6,0.5,0.46995,0.44225000000000003,,,1.0,11.733333333333334,25.3,0.4444444444444444,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,2.0,,,,,,1.0,,1.0,,,,,,2.0,2.0,,,,,,,0.16666666666666666,,0.11764705882352941,,,,,,1.0,0.5939,,,,,,,,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202694,1610612756,Marcus Morris,Marcus Morris,202694,PHX,485.0,8,8,17,15,6,4,1,32,,,,,,1.0,,,,,,,,1,,,4.0,10,,,,,4.0,,,,,,,,1.0,1.0,2.0,2.0,,,2.0,,4.0,,,4.0,6,,,,,,,,,,,,0.6666666666666666,1.0,,,,22.22222222222222,0.16666666666666666,0.3333333333333333,0.2222222222222222,,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,0.395,,,,1.0,10.8,,0.35294117647058826,4.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,2.0,1.0,,,,0.3333333333333333,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,0.395,,4.0,,,,,,,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101123,1610612756,Gerald Green,Gerald Green,101123,PHX,85230.0,1420,5,2855,2851,781,936,330,5706,69.0,112.0,17.0,27.0,43.0,91.0,70.0,181.0,97.0,272.0,24.0,64.0,182.0,384,135.0,382.0,868.0,3114,37.0,80.0,38.0,95.0,229.0,142.0,222.0,300.0,105.0,267.0,97.0,12.0,59.0,80.0,151.0,184.0,144.0,2.0,103.0,,118.0,16.0,43.0,229.0,779,17.0,0.3901098901098901,0.4011299435028249,0.7407407407407407,0.35340314136125656,0.4,0.35809018567639256,0.4739583333333333,0.4625,0.5019582245430809,0.5371428571428571,0.5313267813267813,0.5786802030456852,0.49869451697127937,0.03125,0.08035714285714286,28.429546865301056,0.08888888888888889,0.14713216957605985,0.10684089162182936,0.07668711656441718,0.13442622950819672,0.1462140992167102,0.6160714285714286,0.6699029126213593,0.11879895561357702,0.4725274725274725,0.4777777777777778,0.2362924281984334,0.3867403314917127,0.39106145251396646,0.32857142857142857,0.35509138381201044,0.35661764705882354,0.35661764705882354,0.6907216494845361,0.15428571428571428,0.6296296296296297,0.3657142857142857,0.375,0.6449086161879896,0.36329588014981273,0.517261103810775,0.5160615606936416,0.06015037593984962,0.10462287104622871,0.2638248847926267,10.978385416666674,25.05994764397906,0.2735551663747811,99.0,12.0,67.0,1.0,0.12,0.0684931506849315,0.23255813953488372,42.0,30.0,12.0,51.0,23.0,104.0,11.0,7.0,4.0,12.0,6.0,0.49038461538461536,0.5,56.0,91.0,7.0,12.0,217.0,28.0,30.0,5.0,0.01098901098901099,0.12411347517730496,15.0,26.0,46.0,96.0,35.0,19.0,37.0,11.0,21.0,33.0,10.0,53.0,10.0,0.5652173913043478,0.5909090909090909,0.6075949367088608,0.026151930261519303,0.020754716981132074,0.024006001500375095,0.01762114537444934,0.030612244897959183,0.015584415584415584,0.023752969121140142,0.5507246376811594,0.19480519480519481,0.506119,0.11059907834101383,41.0,10.0,7.0,8.0,5.0,0.012919896640826873,0.028368794326241134,16.0,14.0,False,11.0,38.0,110.0,6.0,17.0,14.0,31.0,7.0,14.0,13.0,31.0,5.0,10.0,5.0,2.0,16.0,1.0,15.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.41935483870967744,0.005235602094240838,0.011049723756906077,0.01818181818181818,0.013888888888888888,0.034482758620689655,0.1875,0.14360313315926893,0.34545454545454546,0.35185185185185186,0.868421052631579,0.7333333333333333,0.5454545454545454,0.22077922077922077,0.35294117647058826,0.8333333333333334,0.18181818181818182,0.5,0.8571428571428571,0.17714285714285713,0.45161290322580644,,,,,,,,
