EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTOffRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,OffFTReboundPct,BlocksRecoveredPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyAtRimFGM,Travels,OffCorner3ReboundPct,PenaltyAtRimAccuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,StepOutOfBoundsTurnovers,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Charge Fouls,3SecondViolations,on,HeaveMakes,Clear Path Fouls,BlockedCorner3
101181,1610612752,Jose Calderon,Jose Calderon,101181,NYK,45190.0,753,-89,1418,1409,277,375,170.0,2827,12.0,23.0,2.0,4.0,1.0,7.0,15.0,35.0,86.0,12.0,18.0,3.0,6.0,28.0,71.0,5.0,14.0,8.0,17.0,54.0,124.0,40.0,89.0,9.0,237,1581,6.0,9.0,5.0,14.0,27.0,6.0,12.0,11.0,23.0,2.0,47.0,56.0,52.0,108.0,12.0,2.0,71.0,28.0,6.0,2.0,91,31.0,122,22.0,9.0,34.0,23.0,34,275,1.0,9.0,18.0,44.0,1.0,63,10.0,73,1.0,22.0,12.0,10.0,37.0,4.0,30.0,4.0,7.0,41.0,1.0,2.0,25.0,2.0,46.0,16.0,2.0,9.0,1.0,4.0,1.0,47.0,273,5.0,1.0,0.5185185185185185,0.5283018867924528,0.9,0.449438202247191,0.35714285714285715,0.4782608695652174,0.449438202247191,0.43548387096774194,0.6666666666666666,0.5,0.5352112676056338,0.5869565217391305,0.6428571428571429,0.5460829493087558,0.5869565217391305,0.6527777777777778,0.41784037558685444,0.02247191011235955,0.04838709677419355,0.17391304347826086,0.06666666666666667,0.011627906976744186,0.05555555555555555,0.014084507042253521,15.867158671586715,0.9024390243902439,0.024390243902439025,0.09606986899563319,0.01761252446183953,0.08866995073891626,0.005,0.09379727685325265,0.014064697609001406,0.020134228187919462,0.022900763358778626,0.012987012987012988,0.005681818181818182,0.10526315789473684,0.09701492537313433,0.08496732026143791,0.07692307692307693,0.1276595744680851,0.009174311926605505,0.107981220657277,0.5217391304347826,0.631578947368421,0.5833333333333334,0.07042253521126761,0.4666666666666667,0.5,0.2857142857142857,0.40375586854460094,0.4069767441860465,0.4117647058823529,0.5428571428571428,0.08450704225352113,0.6666666666666666,0.7058823529411765,1.0,0.3333333333333333,0.39436619718309857,0.4,0.8571428571428571,0.17391304347826086,0.5,0.5,0.6086956521739131,0.35714285714285715,1.0,0.02857142857142857,0.17142857142857143,0.5,0.4857142857142857,0.47058823529411764,0.5258215962441315,0.39436619718309857,0.4793983568075117,0.51919375,0.4721899999999999,0.018518518518518517,0.031496062992125984,0.11392405063291139,0.19831223628691982,14.650000000000002,25.068539325842696,0.19534555712270804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,1638.0,27,1,53,56,7,27,5.0,109,1.0,2.0,,1.0,,1.0,4.0,2.0,4.0,,,,,,,,,,,4.0,10.0,,,3.0,11,51,1.0,2.0,,,2.0,1.0,1.0,,,2.0,4.0,8.0,,,,,,,1.0,,2,,2,,,1.0,,1,4,,2.0,,2.0,1.0,3,3.0,6,,,,,1.0,,,,1.0,1.0,,1.0,2.0,,5.0,6.0,,4.0,,2.0,,4.0,7,1.0,,1.0,1.0,,,,,,0.4,0.5,1.0,0.4,0.5,1.0,0.4583333333333333,0.5,1.0,,,0.1,,0.25,,,,22.413793103448278,1.0,0.25,0.1,0.09090909090909091,,,0.07692307692307693,0.07407407407407407,,,0.16666666666666666,,0.1111111111111111,,0.1111111111111111,,,,0.2,0.5,0.5,1.0,0.4,0.25,0.3333333333333333,1.0,0.4,0.5,0.5,1.0,,,,,,,,,0.5,,,,,,,,,,,0.2,,0.41489000000000004,0.3837,0.3846,0.16666666666666666,0.16666666666666666,0.18181818181818182,0.36363636363636365,11.97,,0.1320754716981132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200811,1610612752,Lou Amundson,Lou Amundson,200811,NYK,13154.0,219,21,410,414,37,66,50.0,824,16.0,29.0,4.0,13.0,1.0,7.0,20.0,1.0,5.0,,,,,,,,,,,24.0,54.0,,,4.0,52,434,4.0,13.0,,,8.0,,1.0,,,1.0,1.0,34.0,14.0,,,6.0,,,5.0,,11,3.0,14,3.0,,2.0,2.0,7,31,3.0,16.0,9.0,22.0,2.0,33,19.0,52,3.0,3.0,2.0,1.0,2.0,,1.0,5.0,1.0,7.0,,,16.0,1.0,27.0,18.0,,12.0,2.0,5.0,2.0,1.0,35,1.0,2.0,0.7083333333333334,0.8095238095238095,,,,,,0.4444444444444444,0.3076923076923077,,0.4444444444444444,0.3076923076923077,,0.4406779661016949,0.3076923076923077,0.16666666666666666,,,0.09259259259259259,0.10344827586206896,0.1,,,,14.132762312633833,0.2857142857142857,0.25,0.15827338129496402,0.1,0.140625,0.061224489795918366,0.15270935960591134,0.09090909090909091,0.20930232558139536,0.07317073170731707,0.05263157894736842,0.07317073170731707,0.1276595744680851,0.13953488372093023,0.20408163265306123,0.16981132075471697,,0.125,0.5370370370370371,0.5517241379310345,0.6153846153846154,0.6875,0.37037037037037035,0.35,0.3888888888888889,0.7142857142857143,0.09259259259259259,0.2,0.2,1.0,,,,,,,,,1.0,0.3076923076923077,0.25,,,,1.0,,,,,0.5370370370370371,,0.502711111111111,0.562625,0.6052,0.08771929824561403,0.08771929824561403,0.15384615384615385,0.019230769230769232,5.342592592592593,,0.09024390243902439,,2.0,3.0,13.0,,13.0,8.0,,0.6153846153846154,1.0,3.0,5.0,10.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,
203499,1610612752,Shane Larkin,Shane Larkin,203499,NYK,27947.0,466,-54,875,868,213,306,107.0,1743,18.0,30.0,,1.0,3.0,3.0,19.0,7.0,17.0,1.0,2.0,,,10.0,30.0,2.0,4.0,3.0,8.0,28.0,66.0,11.0,32.0,14.0,103,989,4.0,7.0,2.0,4.0,14.0,4.0,11.0,3.0,8.0,8.0,25.0,30.0,26.0,30.0,3.0,,30.0,10.0,6.0,,31,17.0,48,14.0,3.0,6.0,3.0,22,113,1.0,4.0,6.0,25.0,2.0,33,5.0,38,2.0,25.0,15.0,10.0,17.0,1.0,13.0,2.0,4.0,19.0,,2.0,18.0,,45.0,14.0,2.0,15.0,,5.0,3.0,25.0,212,12.0,3.0,0.5357142857142857,0.5357142857142857,0.9090909090909091,0.34375,0.5,0.375,0.34375,0.42424242424242425,0.5714285714285714,0.36363636363636365,0.45408163265306123,0.6363636363636364,0.4473684210526316,0.4858490566037736,0.6363636363636364,0.5208333333333334,0.32653061224489793,,0.09090909090909091,0.1,0.15789473684210525,,,,12.4750499001996,0.8947368421052632,0.11764705882352941,0.0847457627118644,0.012048192771084338,0.047619047619047616,0.01020408163265306,0.07363420427553444,0.011627906976744186,0.010869565217391304,0.02040816326530612,0.007042253521126761,,0.12931034482758622,0.0425531914893617,0.07058823529411765,0.07058823529411765,,0.03773584905660377,0.30612244897959184,0.6,0.6666666666666666,0.5555555555555556,0.19387755102040816,0.15789473684210525,0.1875,,0.17346938775510204,0.4117647058823529,0.4117647058823529,0.7142857142857143,0.02040816326530612,0.5,0.5,1.0,0.30612244897959184,0.3333333333333333,0.3333333333333333,0.9,0.09090909090909091,,,0.36363636363636365,0.5,1.0,0.15789473684210525,,,0.42105263157894735,0.375,0.6326530612244898,0.3333333333333333,0.501429081632653,0.47437500000000005,0.4595868421052631,0.04854368932038835,0.07042253521126761,0.13592233009708737,0.24271844660194175,7.716666666666666,25.400000000000002,0.24342857142857144,,,1.0,,,,,,,,,,,,,,,2.0,1.0,0.058823529411764705,0.6666666666666666,,,,,,,,,,,,,,,,,,True,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,85665.0,1428,-108,2691,2681,663,891,315.0,5372,108.0,189.0,29.0,51.0,58.0,59.0,140.0,130.0,298.0,11.0,17.0,4.0,5.0,50.0,162.0,6.0,22.0,10.0,41.0,297.0,627.0,61.0,179.0,189.0,966,3014,49.0,91.0,7.0,24.0,148.0,83.0,160.0,14.0,46.0,74.0,282.0,226.0,368.0,144.0,39.0,38.0,160.0,50.0,36.0,,82,40.0,122,31.0,9.0,39.0,12.0,31,284,18.0,51.0,64.0,118.0,10.0,192,72.0,264,20.0,40.0,21.0,19.0,37.0,13.0,23.0,52.0,14.0,89.0,4.0,16.0,26.0,,87.0,201.0,3.0,237.0,23.0,95.0,23.0,275.0,657,13.0,19.0,0.38047138047138046,0.4064748201438849,0.7868852459016393,0.3407821229050279,0.2916666666666667,0.30434782608695654,0.3446327683615819,0.47368421052631576,0.5384615384615384,0.51875,0.4820099255583127,0.5173913043478261,0.5048543689320388,0.5282079646017699,0.5653846153846154,0.5647773279352226,0.22208436724565755,,0.05741626794258373,0.13756613756613756,0.05714285714285714,0.006711409395973154,,,32.32421875,0.4157303370786517,0.125,0.13516609392898052,0.05357142857142857,0.15920398009950248,0.05202312138728324,0.14274509803921567,0.053158705701078585,0.10344827586206896,0.04417670682730924,0.029411764705882353,0.04452054794520548,0.10149253731343283,0.14559386973180077,0.16606498194945848,0.16554054054054054,0.14150943396226415,0.05,0.23449131513647642,0.5714285714285714,0.6625766871165644,0.37037037037037035,0.17369727047146402,0.42142857142857143,0.44696969696969696,0.2033898305084746,0.369727047146402,0.436241610738255,0.4391891891891892,0.46923076923076923,0.02109181141439206,0.6470588235294118,0.6470588235294118,0.9090909090909091,0.20099255583126552,0.30864197530864196,0.30864197530864196,0.76,0.4434782608695652,0.5686274509803921,0.2413793103448276,0.19130434782608696,0.2727272727272727,1.0,0.2815533980582524,0.024271844660194174,0.8,0.19902912621359223,0.24390243902439024,0.456575682382134,0.3125,0.47364078455790765,0.5117576086956521,0.46974876847290653,0.11237230419977298,0.13590844062947066,0.15320910973084886,0.2919254658385093,11.266188197767148,25.518994413407825,0.2463768115942029,3.0,7.0,3.0,15.0,,17.0,9.0,0.047619047619047616,0.5294117647058824,6.0,19.0,,14.0,1.0,,1.0,1.0,38.0,7.0,0.09259259259259259,0.6551724137931034,1.0,2.0,29.0,2.0,2.0,4.0,1.0,14.0,4.0,2.0,2.0,0.017391304347826087,0.5,1.0,0.02197802197802198,,,True,,,
201160,1610612752,Jason Smith,Jason Smith,201160,NYK,34935.0,582,-66,1110,1088,278,360,130.0,2198,11.0,25.0,5.0,11.0,3.0,16.0,36.0,55.0,116.0,4.0,9.0,1.0,1.0,,1.0,,,,1.0,82.0,177.0,4.0,10.0,19.0,195,1274,11.0,21.0,,,23.0,15.0,35.0,1.0,2.0,11.0,44.0,126.0,38.0,12.0,,4.0,1.0,,7.0,,33,12.0,45,11.0,1.0,15.0,4.0,14,102,7.0,26.0,14.0,35.0,8.0,57,34.0,91,2.0,8.0,8.0,,15.0,1.0,8.0,7.0,7.0,22.0,2.0,7.0,27.0,,67.0,27.0,2.0,22.0,2.0,6.0,6.0,43.0,274,11.0,5.0,0.7682926829268293,0.7875,1.0,0.4,,0.5,0.4,0.4632768361581921,0.5238095238095238,0.42857142857142855,0.47058823529411764,0.5238095238095238,0.44594594594594594,0.4949238578680203,0.5476190476190477,0.5116279069767442,0.053475935828877004,,0.03954802259887006,0.12,0.1111111111111111,,,,17.28492501973165,0.6818181818181818,0.25806451612903225,0.09803921568627451,0.06341463414634146,0.08383233532934131,0.047619047619047616,0.09351145038167939,0.059245960502693,0.05660377358490566,0.05660377358490566,0.0707070707070707,0.040983606557377046,0.05714285714285714,0.11650485436893204,0.13157894736842105,0.1016949152542373,0.04081632653061224,0.021739130434782608,0.13368983957219252,0.44,0.5,0.8181818181818182,0.1925133689839572,0.4444444444444444,0.5,0.5625,0.6203208556149733,0.47413793103448276,0.47413793103448276,0.8181818181818182,0.0481283422459893,0.4444444444444444,0.4444444444444444,1.0,0.0053475935828877,,,,0.5238095238095238,0.45454545454545453,0.6,,,,0.08108108108108109,0.02702702702702703,1.0,0.02702702702702703,,0.18716577540106952,,0.4367740641711229,0.4870500000000001,0.4103932432432433,0.031413612565445025,0.03314917127071823,0.11794871794871795,0.22564102564102564,14.207909604519777,23.8,0.25045045045045045,1.0,7.0,6.0,13.0,1.0,13.0,6.0,0.034482758620689655,0.46153846153846156,,4.0,,7.0,5.0,1.0,,,1.0,2.0,0.08,0.3333333333333333,,,1.0,,,,,,,,,,,,,,,True,,,
203143,1610612752,Pablo Prigioni,Pablo Prigioni,203143,NYK,21850.0,364,80,691,682,266,313,85.0,1373,5.0,6.0,,,5.0,3.0,5.0,2.0,4.0,3.0,9.0,,4.0,16.0,34.0,3.0,6.0,4.0,13.0,10.0,15.0,19.0,43.0,19.0,96,734,,1.0,3.0,7.0,12.0,6.0,9.0,4.0,17.0,15.0,39.0,16.0,4.0,51.0,6.0,,33.0,16.0,,,35,14.0,49,11.0,3.0,16.0,8.0,11,112,6.0,4.0,12.0,16.0,,28,10.0,38,,20.0,11.0,9.0,8.0,4.0,8.0,9.0,,17.0,,7.0,5.0,,31.0,21.0,4.0,23.0,,4.0,7.0,38.0,264,6.0,6.0,0.8,0.8,0.8947368421052632,0.4418604651162791,0.42857142857142855,0.23529411764705882,0.4523809523809524,0.6666666666666666,,0.6666666666666666,0.6637931034482759,0.5625,0.46153846153846156,0.6884057971014492,0.6,0.5571428571428572,0.7413793103448276,,,,,,,,10.858585858585858,0.47058823529411764,,0.08205128205128205,0.01990049751243781,0.10909090909090909,0.0625,0.09180327868852459,0.03367003367003367,0.0392156862745098,0.017857142857142856,0.010638297872340425,0.06493506493506493,0.09302325581395349,0.09803921568627451,0.05172413793103448,0.09090909090909091,0.15151515151515152,,0.10344827586206896,0.8333333333333334,0.8333333333333334,0.8,0.08620689655172414,0.6,0.6,0.6666666666666666,0.06896551724137931,0.5,0.5,1.0,0.15517241379310345,0.3333333333333333,0.3333333333333333,1.0,0.5862068965517241,0.47058823529411764,0.47058823529411764,0.875,,,,0.75,0.5,1.0,0.19230769230769232,0.15384615384615385,,0.5,0.3076923076923077,0.8448275862068966,0.48484848484848486,0.5063649122807018,0.50674375,0.498264,0.06451612903225806,0.21052631578947367,0.125,0.40625,8.920000000000003,25.637209302325584,0.3849493487698987,,1.0,,,,,,,,3.0,1.0,1.0,,,,,,4.0,1.0,0.05263157894736842,0.8,,1.0,3.0,1.0,,,,1.0,,,,0.125,,,,,,True,,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,30205.0,503,-52,959,955,245,286,127.0,1914,29.0,50.0,3.0,7.0,10.0,8.0,22.0,9.0,31.0,9.0,27.0,3.0,9.0,29.0,75.0,5.0,6.0,5.0,17.0,46.0,103.0,38.0,102.0,43.0,249,1098,4.0,10.0,5.0,7.0,26.0,11.0,16.0,8.0,26.0,9.0,55.0,48.0,44.0,105.0,9.0,4.0,75.0,29.0,8.0,4.0,21,7.0,28,5.0,2.0,8.0,2.0,11,63,4.0,1.0,10.0,31.0,1.0,42,5.0,47,1.0,3.0,2.0,1.0,11.0,1.0,6.0,7.0,5.0,18.0,,4.0,10.0,,36.0,42.0,2.0,52.0,6.0,24.0,1.0,55.0,244,6.0,,0.5217391304347826,0.5454545454545454,0.9210526315789473,0.37254901960784315,0.7142857142857143,0.3076923076923077,0.37254901960784315,0.44660194174757284,0.4,0.6875,0.5024390243902439,0.6764705882352942,0.5476190476190477,0.5508849557522124,0.6842105263157895,0.5851063829787234,0.4975609756097561,0.0392156862745098,0.07766990291262135,0.12,0.09090909090909091,,0.07407407407407407,0.02666666666666667,21.942446043165468,0.6111111111111112,0.041666666666666664,0.0981012658227848,0.002898550724637681,0.06944444444444445,0.027972027972027972,0.0891304347826087,0.010245901639344262,,0.012195121951219513,,0.034482758620689655,0.05217391304347826,0.125,0.12380952380952381,0.08108108108108109,0.030303030303030304,0.009345794392523364,0.24390243902439024,0.58,0.6590909090909091,0.5172413793103449,0.1073170731707317,0.36363636363636365,0.4,0.375,0.15121951219512195,0.2903225806451613,0.2903225806451613,0.6666666666666666,0.13170731707317074,0.3333333333333333,0.36,1.0,0.36585365853658536,0.38666666666666666,0.3972602739726027,0.896551724137931,0.4117647058823529,0.42857142857142855,,0.35294117647058826,0.8333333333333334,1.0,0.23809523809523808,0.21428571428571427,0.3333333333333333,0.40476190476190477,0.29411764705882354,0.7414634146341463,0.38666666666666666,0.5172951219512194,0.50525,0.5015047619047619,0.12444444444444444,0.19834710743801653,0.10441767068273092,0.22088353413654618,8.184466019417474,25.05588235294118,0.25547445255474455,,1.0,,7.0,,7.0,2.0,,0.2857142857142857,2.0,1.0,1.0,5.0,2.0,,,,6.0,,,0.6,,1.0,3.0,,,1.0,2.0,,4.0,,,0.058823529411764705,,,0.038461538461538464,2.0,,True,,,
202332,1610612752,Cole Aldrich,Cole Aldrich,202332,NYK,13028.0,217,-65,407,406,97,131,39.0,813,22.0,27.0,6.0,8.0,8.0,13.0,28.0,,,,,,,,,,,,,35.0,55.0,,,4.0,74,488,6.0,11.0,,,13.0,10.0,15.0,,,1.0,21.0,48.0,22.0,,,10.0,,,2.0,,13,4.0,17,2.0,2.0,8.0,,5,38,2.0,13.0,14.0,16.0,8.0,38,18.0,56,1.0,6.0,4.0,2.0,1.0,,1.0,3.0,,4.0,,1.0,17.0,2.0,34.0,8.0,1.0,4.0,2.0,3.0,,21.0,97,2.0,,0.6857142857142857,0.8,,,,,,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.6607142857142857,0.5909090909090909,0.7,,,0.03636363636363636,0.037037037037037035,0.03571428571428571,,,,13.071895424836601,0.25,0.47058823529411764,0.12121212121212122,0.087248322147651,0.23728813559322035,0.03773584905660377,0.15706806282722513,0.07425742574257425,0.15151515151515152,0.06,0.07575757575757576,0.044444444444444446,0.13636363636363635,0.25,0.05,0.225,0.2631578947368421,0.05555555555555555,0.4909090909090909,0.8148148148148148,0.8461538461538461,0.7272727272727273,0.509090909090909,0.4642857142857143,0.48148148148148145,0.6153846153846154,,,,,,,,,,,,,0.7272727272727273,0.75,,,,,0.5333333333333333,,,,,0.4909090909090909,,0.4929527272727274,0.5006909090909091,0.5028333333333334,0.05357142857142857,0.05357142857142857,0.17567567567567569,0.28378378378378377,4.116363636363636,,0.23832923832923833,3.0,1.0,2.0,12.0,,12.0,6.0,0.3,0.5,,3.0,,9.0,3.0,2.0,,1.0,7.0,,,0.875,,,1.0,,,,,,,,,,,,,,,True,,,
203112,1610612752,Quincy Acy,Quincy Acy,203112,NYK,23221.0,387,-88,722,727,138,225,85.0,1449,18.0,31.0,4.0,7.0,2.0,6.0,8.0,11.0,25.0,,1.0,,,1.0,3.0,,,1.0,2.0,35.0,64.0,1.0,4.0,16.0,89,820,5.0,9.0,,,13.0,1.0,4.0,1.0,2.0,4.0,9.0,54.0,16.0,3.0,,8.0,3.0,1.0,2.0,,22,4.0,26,4.0,,6.0,1.0,15,56,3.0,21.0,13.0,31.0,6.0,50,24.0,74,1.0,9.0,6.0,3.0,11.0,3.0,7.0,7.0,4.0,18.0,2.0,7.0,27.0,2.0,50.0,22.0,1.0,20.0,3.0,10.0,2.0,9.0,137,3.0,1.0,0.7714285714285715,0.8709677419354839,1.0,0.25,,0.5,0.25,0.546875,0.5555555555555556,0.25,0.5367647058823529,0.5555555555555556,0.4166666666666667,0.577922077922078,0.65,0.5,0.058823529411764705,,0.03125,0.03225806451612903,,0.04,,,11.407766990291261,0.6111111111111112,0.2608695652173913,0.12704918032786885,0.07984790874524715,0.12871287128712872,0.03529411764705882,0.12753623188405797,0.06896551724137931,0.05714285714285714,0.10344827586206896,0.08148148148148149,0.03896103896103896,0.08695652173913043,0.1282051282051282,0.17567567567567569,0.125,0.13793103448275862,0.03333333333333333,0.45588235294117646,0.5806451612903226,0.6,0.6666666666666666,0.11764705882352941,0.75,0.75,0.8333333333333334,0.36764705882352944,0.44,0.4583333333333333,0.9090909090909091,0.014705882352941176,,,,0.04411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.7777777777777778,0.5714285714285714,,,,,0.3333333333333333,,,0.3333333333333333,0.5,0.5147058823529411,0.3333333333333333,0.5238823529411765,0.6304666666666665,0.5071833333333333,0.13333333333333333,0.14084507042253522,0.14606741573033707,0.10112359550561797,9.271875000000001,25.474999999999998,0.19113573407202217,,8.0,2.0,5.0,,5.0,2.0,,0.4,,2.0,2.0,3.0,2.0,,,,1.0,1.0,,0.5,,,3.0,,,,,,,,,,,,,,1.0,True,,,
