EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,LongMidRangeFGA,SecondChanceFtPoints,PenaltyFtPoints,LiveBallTurnovers,BadPassTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LiveBallTurnoverPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,AtRimAssists,ShortMidRangeAssists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,Charge Fouls,Offensive Fouls Drawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,SelfOReb,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg3Pct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyArc3Accuracy,LostBallTurnovers,RecoveredBlocks,OffCorner3ReboundPct,BlocksRecoveredPct,Loose Ball Fouls,LongMidRangePctAssisted,FTOffRebounds,StepOutOfBoundsTurnovers,Clear Path Fouls,OffFTReboundPct,Travels,SecondChanceTurnovers,on,SecondChanceArc3FGA,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3FGM,Fg3aBlocked,BlockingFouls,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,HeaveMakes
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,594.0,10,-7.0,16,17,8.0,6.0,1.0,33,1.0,1.0,1.0,1.0,2.0,25,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.3333333333333333,0.09090909090909091,0.5,1.0,1.0,1.0,1.0,0.3734,0.3734,1.0,5.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
200811,1610612739,Lou Amundson,Lou Amundson,200811,CLE,2292.0,38,-14.0,75,76,37.0,29.0,9.0,151,2.0,4.0,4.0,9.0,9.0,81,1.0,4.0,2.0,6.0,3.0,7.0,10.0,4.0,6.0,,,,2.0,37.0,0.75,1.0,0.4444444444444444,0.25,0.4444444444444444,0.25,0.45,0.25,15.294117647058824,0.3,0.16666666666666666,,0.4444444444444444,0.5,0.6666666666666666,1.0,0.5231111111111111,0.448775,0.2222222222222222,3.466666666666667,0.49333333333333335,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2222222222222222,0.2,0.25,0.5,0.11538461538461539,0.09523809523809523,0.09090909090909091,0.09375,0.2222222222222222,0.1,0.1,0.16666666666666666,0.3333333333333333,0.5555555555555556,0.4,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.5555555555555556,0.67885,0.2,0.2,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,1618.0,27,6.0,50,50,22.0,15.0,7.0,100,1.0,1.0,4.0,7.0,13.0,57,,2.0,3.0,4.0,1.0,5.0,10.0,,1.0,,,,3.0,22.0,0.5,0.6666666666666666,0.5714285714285714,,0.5714285714285714,,0.65,0.375,18.0327868852459,0.16666666666666666,0.13793103448275862,0.3333333333333333,0.14285714285714285,1.0,1.0,1.0,0.6188285714285714,0.5079,0.23076923076923078,4.642857142857143,0.44,3.0,5.0,2.0,3.0,,1.0,5.0,2.0,3.0,7.0,4.0,2.0,1.0,,,,,,,1.0,4.0,3.0,1.0,5.0,,1.0,,,8.0,1.0,6.0,,2.0,,,0.6666666666666666,0.6666666666666666,0.7,0.14285714285714285,0.2,,1.0,0.13043478260869565,0.19047619047619047,0.16666666666666666,0.18518518518518517,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.2,,0.7142857142857143,0.6,0.75,0.3333333333333333,1.0,0.6666666666666666,0.5,,0.7142857142857143,0.6846666666666666,0.2222222222222222,0.2222222222222222,0.5384615384615384,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203805,1610612739,Will Cherry,Will Cherry,203805,CLE,4165.0,69,-7.0,134,135,60.0,48.0,16.0,269,1.0,2.0,3.0,10.0,15.0,147,1.0,4.0,7.0,2.0,2.0,4.0,5.0,6.0,10.0,1.0,,1.0,7.0,60.0,0.3333333333333333,0.3333333333333333,0.3,0.25,0.3157894736842105,0.3125,0.3409090909090909,0.35,16.774193548387096,0.10526315789473684,0.06060606060606061,0.2,0.10526315789473684,0.5,0.5,,0.5761605263157895,0.5249625,0.4666666666666667,4.120000000000001,0.44776119402985076,2.0,7.0,,,,3.0,3.0,,1.0,,4.0,,2.0,7.0,1.0,8.0,,1.0,17.0,,1.0,2.0,,1.0,3.0,4.0,2.0,,4.0,,6.0,,2.0,,,,,,0.2,0.2857142857142857,,,0.0425531914893617,0.023809523809523808,,0.016666666666666666,,,0.11764705882352941,,0.07142857142857142,0.3684210526315789,0.2857142857142857,0.4,0.5,,,0.375,,0.8421052631578947,0.407,0.09523809523809523,0.16666666666666666,,1.0,,2.0,1.0,1.0,1.0,1.0,0.25,0.06666666666666667,,,0.05263157894736842,1.0,3.0,1.0,3.0,1.0,6.0,1.0,2.0,9.0,1.0,4.0,6.0,6.0,1.0,1.0,3.0,3.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.25,0.2222222222222222,0.47368421052631576,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.3157894736842105,0.16666666666666666,0.16666666666666666,1.0,0.375,0.3333333333333333,0.125,0.16666666666666666,25.266666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,1870.0,31,-1.0,58,57,29.0,21.0,6.0,115,4.0,9.0,6.0,15.0,26.0,65,4.0,8.0,17.0,,2.0,5.0,6.0,,1.0,,,,17.0,29.0,,,0.4,0.5,0.45,0.6363636363636364,0.4807692307692308,0.6071428571428571,41.17647058823529,0.2222222222222222,0.14705882352941177,0.25,0.45,0.4444444444444444,0.4444444444444444,,0.39878,0.38997727272727273,0.6538461538461539,12.773333333333333,0.5,1.0,1.0,,,1.0,1.0,8.0,,2.0,3.0,12.0,,,7.0,2.0,9.0,2.0,1.0,20.0,,1.0,3.0,,1.0,2.0,2.0,2.0,,7.0,,14.0,1.0,5.0,,,,0.5,0.5,,,,,0.12,0.045454545454545456,,0.034482758620689655,,,0.1111111111111111,0.16666666666666666,0.2,0.05,1.0,1.0,,,,0.09090909090909091,1.0,0.3,0.4299666666666666,0.20833333333333334,0.2631578947368421,0.11538461538461539,5.0,,3.0,,,2.0,2.0,,,0.125,0.1,0.25,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,,4.0,1.0,,4.0,2.0,1.0,,1.0,1.0,,,,,,0.4,0.6666666666666666,0.4,0.25,0.05,1.0,1.0,,0.2,0.25,0.25,,0.09090909090909091,1.0,0.18181818181818182,0.25,25.679999999999996,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.2,0.2,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,2576.0,43,4.0,82,84,45.0,30.0,11.0,166,1.0,2.0,8.0,11.0,19.0,87,4.0,5.0,11.0,12.0,2.0,5.0,8.0,2.0,2.0,3.0,2.0,3.0,11.0,45.0,0.75,0.75,0.7272727272727273,0.8,0.7272727272727273,0.8,0.6785714285714286,0.6875,15.463917525773196,0.2,0.13157894736842105,0.3333333333333333,0.18181818181818182,0.5,0.5,1.0,0.6944545454545454,0.6747,0.5789473684210527,1.7454545454545451,0.5487804878048781,7.0,9.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,,1.0,,1.0,1.0,,,3.0,2.0,1.0,3.0,,3.0,,1.0,,,4.0,1.0,6.0,,1.0,,,0.3333333333333333,0.3333333333333333,0.375,0.09090909090909091,0.1111111111111111,,,0.10714285714285714,0.038461538461538464,0.18181818181818182,0.08108108108108109,,,0.09090909090909091,,0.14285714285714285,0.8181818181818182,0.7777777777777778,0.875,0.7142857142857143,1.0,0.3333333333333333,0.8,1.0,0.8181818181818182,0.691,0.08333333333333333,0.08333333333333333,0.15789473684210525,,1.0,3.0,1.0,,2.0,2.0,1.0,0.125,,0.2,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,448.0,7,,14,13,,2.0,,27,,1.0,1.0,2.0,2.0,15,,,,2.0,,1.0,1.0,,1.0,,,,,,1.0,1.0,0.5,,0.5,,0.5,,13.333333333333334,,0.125,,0.5,,,,0.4642,,,5.25,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,0.5,,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,297.0,5,11.0,10,10,1.0,,2.0,20,1.0,1.0,2.0,3.0,8.0,4,,,,4.0,,,,,1.0,,,,,1.0,1.0,1.0,0.6666666666666666,,0.875,,1.0,,33.333333333333336,,,,0.25,1.0,1.0,1.0,0.4556625,,,16.599999999999998,0.1,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.25,0.3333333333333333,,2.0,,,,,,,,,,,0.5,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,3.0,2.0,1.0,,,,,,,1.0,,1.0,0.25,,,,,0.25,1.0,1.0,,,,,1.0,25.9,1.0,,,,,,3.0,,,,,,0.5,0.5,,,,,,,,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203925,1610612739,Joe Harris,Joe Harris,203925,CLE,2098.0,35,2.0,70,71,32.0,20.0,7.0,141,,,2.0,2.0,13.0,75,2.0,2.0,4.0,2.0,2.0,5.0,7.0,,4.0,,,,4.0,32.0,0.5,1.0,1.0,1.0,0.8125,1.0,0.8125,1.0,16.883116883116884,0.2,0.14705882352941177,,,,,,0.61676875,0.66745,0.3076923076923077,0.9,0.45714285714285713,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,,3.0,1.0,4.0,1.0,1.0,9.0,,1.0,3.0,,2.0,3.0,5.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,0.125,0.06666666666666667,,0.04,,,0.09090909090909091,0.125,0.2857142857142857,0.25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.571,,,0.15384615384615385,,,,2.0,2.0,,,0.4,0.2,,0.2,,1.0,3.0,,,2.0,3.0,,3.0,6.0,,,9.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,0.5,,0.5,0.75,0.375,0.3333333333333333,0.3333333333333333,1.0,0.375,0.6666666666666666,0.6666666666666666,1.0,,,,0.6666666666666666,24.75,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203079,1610612739,Dion Waiters,Dion Waiters,203079,CLE,2768.0,46,-3.0,89,89,50.0,31.0,9.0,178,1.0,2.0,6.0,14.0,21.0,97,2.0,6.0,11.0,8.0,,2.0,2.0,,1.0,,,,11.0,50.0,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.3333333333333333,0.39473684210526316,0.35,0.4772727272727273,0.4583333333333333,23.762376237623762,,0.05128205128205128,,0.10526315789473684,0.5,1.0,1.0,0.47189999999999993,0.43274999999999997,0.5238095238095238,12.364285714285714,0.5617977528089888,2.0,4.0,,1.0,,1.0,6.0,,1.0,,4.0,,2.0,4.0,2.0,6.0,,,14.0,,,2.0,,,,2.0,1.0,,3.0,,6.0,,2.0,,,,,,0.14285714285714285,0.25,0.5,,0.07407407407407407,,,,,,,,,0.21052631578947367,0.5,0.6666666666666666,0.5,1.0,,0.1,,0.47368421052631576,0.6675,0.09523809523809523,0.125,,8.0,,4.0,2.0,1.0,1.0,1.0,1.0,,,0.2857142857142857,0.42105263157894735,,,,,1.0,5.0,4.0,1.0,5.0,1.0,4.0,3.0,5.0,1.0,2.0,4.0,,2.0,2.0,,,,,,1.0,1.0,0.2,0.25,0.2,0.2631578947368421,,,,,0.2631578947368421,0.2,0.2,1.0,,,0.4,0.2,26.02,3.0,,,1.0,,,,,,,,,0.375,0.375,,,0.25,1.0,,,,,0.6666666666666666,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
