EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffArc3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,BlockingFoulsDrawn,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,PtsUnassisted3s,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,OffensiveGoaltends,FTOffRebounds,OffFTReboundPct,on,BlockedCorner3,BlockedLongMidRange,Corner3PctBlocked,HeaveAttempts,Clear Path Fouls,HeaveMakes
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,10246.0,171,-41,325,327,88,86,46.0,652,12.0,22.0,2.0,7.0,3.0,5.0,5.0,21.0,1.0,3.0,3.0,2.0,1.0,18.0,46.0,4.0,5.0,41.0,364,2.0,9.0,4.0,4.0,7.0,2.0,3.0,11.0,24.0,12.0,4.0,1.0,5.0,5.0,5.0,10.0,3.0,2.0,3.0,1.0,1.0,25.0,2.0,7.0,7.0,16.0,2.0,25.0,9.0,34.0,1.0,6.0,5.0,1.0,1.0,3.0,1.0,5.0,1.0,6.0,7.0,9.0,1.0,4.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,6.0,2.0,11.0,88,0.6666666666666666,0.75,0.391304347826087,0.2222222222222222,0.5714285714285714,0.36,0.2222222222222222,0.4444444444444444,0.3942307692307692,0.2222222222222222,0.55,0.08,0.10869565217391304,0.09090909090909091,0.14285714285714285,15.303430079155673,0.16666666666666666,0.18181818181818182,0.16666666666666666,0.0707070707070707,0.12280701754385964,0.03225806451612903,0.1503267973856209,0.055900621118012424,0.13513513513513514,0.023809523809523808,0.05,0.10526315789473684,0.07692307692307693,0.16666666666666666,0.2962962962962963,0.10869565217391304,0.18181818181818182,0.038461538461538464,0.3333333333333333,0.44,0.5454545454545454,0.6,0.75,0.42,0.23809523809523808,0.2777777777777778,0.6,0.06,0.3333333333333333,0.3333333333333333,0.06,0.02,0.7777777777777778,0.2857142857142857,0.5555555555555556,0.6,0.2222222222222222,0.52,0.5186280000000001,0.5572833333333334,0.5511555555555554,0.057692307692307696,0.0625,0.0975609756097561,0.2682926829268293,5.108695652173912,23.875,0.27076923076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,22823.0,380,9,733,719,176,85,81.0,1452,23.0,39.0,5.0,8.0,3.0,6.0,11.0,27.0,14.0,37.0,22.0,3.0,44.0,48.0,103.0,66.0,39.0,198.0,766,6.0,11.0,20.0,5.0,12.0,8.0,19.0,32.0,74.0,22.0,8.0,44.0,12.0,13.0,12.0,25.0,12.0,,9.0,2.0,2.0,62.0,7.0,11.0,29.0,51.0,8.0,88.0,18.0,106.0,5.0,7.0,5.0,2.0,16.0,2.0,8.0,7.0,,23.0,8.0,16.0,,47.0,48.0,4.0,16.0,6.0,,,6.0,,6.0,4.0,32.0,176,0.7708333333333334,0.8409090909090909,0.46601941747572817,0.5454545454545454,0.4166666666666667,0.47041420118343197,0.5294117647058824,0.325,0.518324607329843,0.5263157894736842,0.5161290322580645,0.3905325443786982,0.11650485436893204,0.1794871794871795,0.14814814814814814,25.907990314769975,0.6956521739130435,0.5714285714285714,0.22566371681415928,0.04954954954954955,0.2457627118644068,0.056910569105691054,0.23255813953488372,0.05217391304347826,0.06593406593406594,0.041666666666666664,0.03389830508474576,0.04878048780487805,0.1774193548387097,0.1917808219178082,0.2857142857142857,0.29069767441860467,0.125,0.05747126436781609,0.6666666666666666,0.23076923076923078,0.5897435897435898,0.71875,0.6956521739130435,0.15976331360946747,0.4074074074074074,0.4782608695652174,0.9090909090909091,0.21893491124260356,0.3783783783783784,0.3888888888888889,0.1301775147928994,0.2603550295857988,0.47058823529411764,0.625,0.3,0.5,0.15,0.621301775147929,0.5178612426035506,0.5656500000000001,0.526335,0.08839779005524862,0.1391304347826087,0.10101010101010101,0.16161616161616163,9.251456310679613,24.827272727272728,0.24010914051841747,8.0,2.0,1.0,13.0,2.0,4.0,5.0,21.0,2.0,6.0,2.0,1.0,63.0,13.0,8.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,5.0,1.0,10.0,8.0,1.0,0.3181818181818182,0.3333333333333333,0.125,0.3181818181818182,0.02702702702702703,0.06097560975609756,0.7857142857142857,0.36363636363636365,0.36363636363636365,1.0,0.29545454545454547,0.29545454545454547,1.0,0.2,0.11764705882352941,0.23529411764705882,0.5,1.0,0.3333333333333333,0.25,0.29545454545454547,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
201985,1610612739,AJ Price,AJ Price,201985,CLE,993.0,17,-16,29,33,5,7,5.0,62,,,,,,,2.0,2.0,,2.0,,,1.0,2.0,4.0,1.0,,4.0,37,,,,,1.0,1.0,,,,4.0,,1.0,,1.0,,1.0,,,1.0,,,2.0,,1.0,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,0.5,,,0.4,,,0.4,,,0.2,,,,14.285714285714286,,,0.2222222222222222,0.07142857142857142,,,0.15384615384615385,0.05,,0.14285714285714285,,,,,0.5,,,,,,,,,0.4,1.0,1.0,,0.4,,,,0.2,,,,,,0.2,0.3486,,0.3336,,,,,12.174999999999999,27.2,0.1724137931034483,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203079,1610612739,Dion Waiters,Dion Waiters,203079,CLE,7956.0,133,-22,255,257,109,89,41.0,512,15.0,29.0,1.0,5.0,7.0,11.0,3.0,8.0,4.0,13.0,4.0,2.0,7.0,22.0,50.0,11.0,11.0,55.0,273,1.0,5.0,2.0,11.0,20.0,4.0,7.0,29.0,18.0,26.0,,7.0,4.0,4.0,3.0,7.0,,3.0,2.0,1.0,1.0,17.0,1.0,5.0,8.0,1.0,,9.0,6.0,15.0,1.0,10.0,3.0,7.0,5.0,,1.0,3.0,,8.0,3.0,16.0,1.0,15.0,16.0,2.0,6.0,3.0,,,3.0,,3.0,2.0,29.0,109,0.4090909090909091,0.4090909090909091,0.44,0.2,0.55,0.36065573770491804,0.2,0.4583333333333333,0.40441176470588236,0.2,0.5,0.18032786885245902,0.08,0.10344827586206896,0.125,25.249169435215947,0.625,,0.011764705882352941,0.053763440860215055,0.21621621621621623,0.02040816326530612,0.07377049180327869,0.04225352112676056,0.02564102564102564,0.07142857142857142,0.07692307692307693,0.06666666666666667,,,0.03125,0.25,0.1111111111111111,0.029411764705882353,0.6666666666666666,0.47540983606557374,0.5172413793103449,0.5769230769230769,0.4,0.13114754098360656,0.375,0.42857142857142855,0.6666666666666666,0.21311475409836064,0.3076923076923077,0.3076923076923077,0.06557377049180328,0.11475409836065574,1.0,0.2,0.4583333333333333,0.6363636363636364,0.08333333333333333,0.6557377049180327,0.5454241666666667,0.48355000000000004,0.5433395833333333,0.09230769230769231,0.1111111111111111,0.03636363636363636,0.5272727272727272,6.777999999999999,25.836363636363636,0.42745098039215684,,,,,,,2.0,,,,,,,,4.0,1.0,1.0,4.0,,1.0,2.0,,,1.0,3.0,2.0,,,,,,,,0.25,,,,,,,,,,,,,0.08333333333333333,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2034,1610612739,Mike Miller,Mike Miller,2034,CLE,42066.0,701,-71,1356,1344,371,310,158.0,2700,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,9.0,34.0,12.0,64.0,5.0,16.0,98.0,3.0,109.0,1444,1.0,2.0,17.0,2.0,3.0,27.0,3.0,31.0,2.0,8.0,2.0,64.0,1.0,33.0,13.0,46.0,11.0,2.0,16.0,10.0,7.0,105.0,3.0,1.0,32.0,52.0,3.0,87.0,4.0,91.0,,14.0,11.0,3.0,14.0,2.0,13.0,9.0,2.0,23.0,33.0,74.0,4.0,7.0,4.0,,,4.0,,,2.0,2.0,4.0,2.0,31.0,370,0.2,0.25,0.3125,0.5,0.6666666666666666,0.4649122807017544,0.6538461538461539,0.4666666666666667,0.4698275862068966,0.6538461538461539,0.484375,0.8596491228070176,0.0625,,,9.049479166666668,0.6086956521739131,0.075,0.1223529411764706,0.0025188916876574307,0.14285714285714285,0.01195219123505976,0.12942989214175654,0.006172839506172839,,,0.01,,0.09448818897637795,0.125,0.14285714285714285,0.15606936416184972,0.09803921568627451,,0.5,0.017543859649122806,1.0,1.0,,0.043859649122807015,0.2,0.2,,0.07894736842105263,0.2222222222222222,0.25,0.2982456140350877,0.5614035087719298,0.07692307692307693,1.0,0.06666666666666667,1.0,0.4,0.8771929824561403,0.5301938053097345,0.564435,0.5374999999999999,,,0.1559633027522936,0.28440366972477066,13.7125,25.414285714285718,0.27359882005899705,12.0,,4.0,20.0,5.0,11.0,15.0,32.0,5.0,11.0,,8.0,96.0,20.0,1.0,,2.0,8.0,1.0,,1.0,1.0,,,2.0,2.0,1.0,0.32653061224489793,0.45454545454545453,0.2962962962962963,0.32653061224489793,0.1111111111111111,0.01764705882352941,0.5,0.35294117647058826,0.35294117647058826,1.0,0.3125,0.3225806451612903,1.0,,,0.8461538461538461,0.45454545454545453,1.0,0.3333333333333333,0.5,0.3125,,6.0,4.0,2.0,0.02040816326530612,0.03125,0.26666666666666666,,,,,,,,,,,,,,,,True,,,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,4256.0,71,-27,135,136,27,32,14.0,271,10.0,17.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,4.0,,,,12.0,26.0,,2.0,26.0,162,3.0,5.0,6.0,1.0,3.0,,,2.0,14.0,10.0,4.0,,1.0,1.0,,1.0,,,,,1.0,2.0,4.0,5.0,4.0,8.0,,12.0,9.0,21.0,1.0,,,,3.0,,1.0,3.0,,6.0,3.0,6.0,2.0,8.0,8.0,,4.0,2.0,,,1.0,1.0,2.0,,2.0,27,0.5833333333333334,0.7,0.46153846153846156,0.6,0.3333333333333333,0.46153846153846156,0.6,0.3333333333333333,0.43333333333333335,0.6,0.3333333333333333,,0.038461538461538464,0.058823529411764705,,23.52941176470588,0.5,,0.18181818181818182,0.11627906976744186,0.17391304347826086,0.2,0.1791044776119403,0.14285714285714285,0.07142857142857142,0.1875,0.07692307692307693,0.5,0.2727272727272727,0.25,0.09523809523809523,0.21428571428571427,0.1111111111111111,0.07692307692307693,,0.6538461538461539,0.5882352941176471,0.625,0.6,0.19230769230769232,0.2,0.2,,0.15384615384615385,0.25,0.25,,,1.0,0.6,0.6666666666666666,0.5,,0.6538461538461539,0.5370346153846154,0.5557333333333333,0.6463666666666666,0.13333333333333333,0.13333333333333333,0.23076923076923078,0.07692307692307693,5.561538461538461,,0.2,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,0.125,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,19307.0,322,22,610,599,151,140,76.0,1209,3.0,4.0,1.0,1.0,1.0,2.0,8.0,33.0,3.0,9.0,11.0,6.0,29.0,14.0,46.0,40.0,11.0,96.0,611,1.0,6.0,2.0,7.0,14.0,10.0,10.0,33.0,6.0,22.0,,29.0,4.0,37.0,21.0,58.0,16.0,5.0,25.0,6.0,6.0,137.0,1.0,4.0,6.0,14.0,,20.0,5.0,25.0,3.0,2.0,1.0,1.0,14.0,4.0,11.0,5.0,1.0,19.0,8.0,25.0,,27.0,14.0,,2.0,,,,,,,,31.0,150,0.21428571428571427,0.21428571428571427,0.30434782608695654,0.16666666666666666,0.5,0.4941860465116279,0.125,0.4791666666666667,0.5161290322580645,0.125,0.55,0.46511627906976744,0.08695652173913043,,0.12121212121212122,16.068866571018653,0.7368421052631579,,0.07291666666666667,0.022857142857142857,0.05263157894736842,0.008,0.06535947712418301,0.016666666666666666,,0.047619047619047616,,,0.05357142857142857,0.06944444444444445,0.09375,0.0449438202247191,0.08,0.0625,,0.046511627906976744,0.75,0.75,,0.38372093023255816,0.24242424242424243,0.27586206896551724,0.25,0.10465116279069768,0.3333333333333333,0.3333333333333333,0.12790697674418605,0.3372093023255814,0.125,1.0,0.08333333333333333,0.5,0.25,0.5116279069767442,0.4629970930232557,0.473675,0.45239375,0.022727272727272728,0.041666666666666664,0.020833333333333332,0.34375,9.280434782608696,25.127500000000005,0.24754098360655738,3.0,2.0,,16.0,,,4.0,19.0,,2.0,,3.0,48.0,16.0,3.0,,1.0,3.0,1.0,,1.0,,,3.0,5.0,4.0,0.8421052631578947,0.475,,0.3,0.475,,0.012195121951219513,0.3333333333333333,0.2727272727272727,0.2727272727272727,1.0,0.5517241379310345,0.5517241379310345,0.8125,,0.25,,,,,0.16666666666666666,0.5517241379310345,,3.0,3.0,,,,0.75,9.0,,,,,,,,,,,,,,,True,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,22513.0,375,-28,727,723,162,92,77.0,1450,42.0,69.0,4.0,5.0,10.0,16.0,14.0,39.0,18.0,41.0,9.0,2.0,33.0,74.0,149.0,42.0,47.0,237.0,796,7.0,12.0,18.0,14.0,27.0,12.0,16.0,53.0,28.0,120.0,4.0,33.0,10.0,26.0,18.0,44.0,12.0,6.0,20.0,3.0,3.0,106.0,1.0,4.0,12.0,16.0,,28.0,5.0,33.0,1.0,17.0,7.0,10.0,18.0,5.0,13.0,9.0,2.0,27.0,8.0,16.0,,50.0,56.0,4.0,20.0,1.0,,,,1.0,1.0,,53.0,161,0.1891891891891892,0.19444444444444445,0.4966442953020134,0.5833333333333334,0.5185185185185185,0.4973821989528796,0.53125,0.47435897435897434,0.5465116279069767,0.5625,0.5408163265306123,0.2198952879581152,0.06711409395973154,0.11594202898550725,0.05128205128205128,29.69325153374233,0.6666666666666666,,0.06896551724137931,0.018433179723502304,0.10434782608695652,0.008620689655172414,0.08069164265129683,0.015015015015015015,0.0125,0.038461538461538464,,,0.08450704225352113,0.06097560975609756,0.06329113924050633,0.1111111111111111,0.08823529411764706,0.01098901098901099,,0.3612565445026178,0.6086956521739131,0.6885245901639344,0.2619047619047619,0.20418848167539266,0.358974358974359,0.3783783783783784,0.14285714285714285,0.21465968586387435,0.43902439024390244,0.43902439024390244,0.04712041884816754,0.17277486910994763,0.3125,0.8,0.41025641025641024,0.625,0.05128205128205128,0.581151832460733,0.5244410994764398,0.5080958333333334,0.5286397435897435,0.10576923076923077,0.12121212121212122,0.0759493670886076,0.22362869198312235,7.766442953020133,25.247619047619043,0.22283356258596973,3.0,2.0,,11.0,1.0,2.0,10.0,14.0,1.0,4.0,1.0,3.0,24.0,11.0,5.0,,1.0,5.0,1.0,2.0,1.0,3.0,1.0,,7.0,7.0,0.5714285714285714,0.3333333333333333,0.25,0.25,0.3333333333333333,,0.012195121951219513,0.05555555555555555,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.5,0.125,0.125,0.5,1.0,,0.2564102564102564,0.3333333333333333,2.0,1.0,3.0,,,,0.3,18.0,1.0,2.0,2.0,0.046511627906976744,,,,,,,,,,,True,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,25722.0,429,-24,822,818,213,172,106.0,1640,49.0,76.0,17.0,29.0,13.0,19.0,7.0,28.0,,2.0,,,,56.0,106.0,,38.0,150.0,870,19.0,35.0,47.0,14.0,24.0,,14.0,42.0,66.0,46.0,26.0,,12.0,6.0,4.0,10.0,3.0,1.0,3.0,,3.0,24.0,18.0,40.0,17.0,45.0,5.0,67.0,58.0,125.0,6.0,8.0,5.0,3.0,9.0,4.0,3.0,13.0,,22.0,11.0,33.0,2.0,51.0,56.0,4.0,24.0,14.0,1.0,1.0,10.0,4.0,15.0,7.0,42.0,213,0.5892857142857143,0.7674418604651163,0.5283018867924528,0.5428571428571428,0.5833333333333334,0.5283018867924528,0.5428571428571428,0.5833333333333334,0.5681818181818182,0.573170731707317,0.6,,0.11320754716981132,0.10526315789473684,0.14285714285714285,16.261879619852163,0.4090909090909091,0.2,0.16853932584269662,0.15873015873015872,0.1223021582733813,0.1111111111111111,0.15270935960591134,0.14009661835748793,0.20224719101123595,0.16,0.09523809523809523,0.05660377358490566,0.18823529411764706,0.21782178217821782,0.08641975308641975,0.1111111111111111,0.16129032258064516,0.15789473684210525,0.4666666666666667,0.7169811320754716,0.6447368421052632,0.7205882352941176,0.5510204081632653,0.2641509433962264,0.25,0.2916666666666667,0.8571428571428571,0.018867924528301886,,,,,0.8285714285714286,0.5862068965517241,0.7916666666666666,0.6842105263157895,,0.7169811320754716,0.5727358490566038,0.5649906250000001,0.6091125,0.19047619047619047,0.19047619047619047,0.31333333333333335,0.28,3.0679245283018868,,0.2591240875912409,,,,,,,,,,,9.0,,,,6.0,1.0,1.0,5.0,,3.0,10.0,,8.0,1.0,6.0,6.0,,,,,,,0.13761467889908258,,,,,,,,0.17647058823529413,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,True,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,16128.0,269,38,529,514,173,91,52.0,1043,27.0,46.0,2.0,3.0,9.0,21.0,8.0,25.0,14.0,29.0,6.0,5.0,33.0,49.0,100.0,39.0,63.0,206.0,548,3.0,7.0,18.0,14.0,34.0,17.0,31.0,77.0,38.0,60.0,,33.0,7.0,30.0,22.0,52.0,11.0,11.0,21.0,7.0,2.0,126.0,2.0,1.0,8.0,23.0,3.0,34.0,3.0,37.0,,4.0,3.0,1.0,22.0,2.0,16.0,10.0,2.0,32.0,3.0,14.0,2.0,64.0,88.0,7.0,34.0,4.0,,,1.0,3.0,4.0,4.0,77.0,172,0.3877551020408163,0.3877551020408163,0.49,0.42857142857142855,0.4117647058823529,0.5143884892086331,0.5,0.45098039215686275,0.576271186440678,0.6,0.5579710144927537,0.2805755395683453,0.07,0.08695652173913043,0.12,35.78767123287671,0.6875,0.25,0.1411042944785276,0.007194244604316547,0.1111111111111111,0.02197802197802198,0.13191489361702127,0.013043478260869565,0.016129032258064516,,,0.030303030303030304,0.061224489795918366,0.13559322033898305,0.21818181818181817,0.08620689655172414,0.21428571428571427,,1.0,0.33093525179856115,0.5869565217391305,0.6428571428571429,0.5925925925925926,0.17985611510791366,0.32,0.36363636363636365,0.125,0.20863309352517986,0.4827586206896552,0.4827586206896552,0.04316546762589928,0.23741007194244604,0.3333333333333333,0.6666666666666666,0.4117647058823529,0.42857142857142855,0.09803921568627451,0.6115107913669064,0.5006971014492755,0.43891,0.5252823529411764,0.20958083832335328,0.2677165354330709,0.08737864077669903,0.3737864077669903,7.998999999999998,26.251282051282047,0.3270321361058601,4.0,1.0,3.0,11.0,,1.0,12.0,15.0,1.0,2.0,9.0,6.0,27.0,11.0,6.0,3.0,2.0,6.0,,1.0,1.0,1.0,1.0,2.0,10.0,10.0,0.6,0.38461538461538464,0.5,0.35294117647058826,0.38461538461538464,,0.017241379310344827,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.6363636363636364,1.0,0.1111111111111111,0.1111111111111111,,,0.6,0.23529411764705882,0.3333333333333333,3.0,,3.0,,,,0.25,18.0,,4.0,1.0,0.025,,,,1.0,1.0,1.0,,,,,True,,,,,,
