EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,PenaltyOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Arc3FGM,FG3M,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Offensive Fouls Drawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,AtRimPctBlocked,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,TwoPtAssists,AtRimAssists,DeadBallTurnovers,Turnovers,Offensive Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceAtRimFGA,SecondChanceFG2A,OffTwoPtRebounds,OffRebounds,Loose Ball Fouls Drawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SecondChanceAtRimFrequency,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyAtRimFGA,ShortMidRangeFGA,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,PenaltyAtRimFrequency,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PtsUnassisted3s,Steals,BadPassSteals,on,SecondChanceAtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,SecondChanceFG2M,SecondChanceFtPoints,PenaltyFG3M,PtsPutbacks,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,3SecondViolations,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceFg2Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,Technical Free Throw Trips,DefensiveGoaltends,OffFTReboundPct,HeaveMakes,Charge Fouls,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,BlockedArc3
101122,1610612748,Danny Granger,Danny Granger,101122,MIA,219.0,4,-5.0,6,5,5,1.0,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200761,1610612748,Shawne Williams,Shawne Williams,200761,MIA,549.0,9,-6.0,18,17,11,1.0,35,21,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.6666666666666666,21.05263157894737,0.25,0.3333333333333333,0.3,0.5,0.2,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5057166666666667,0.3938,1.0,20.1,25.1,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,291.0,5,,8,7,7,1.0,15,9,,,,1.0,1.0,2.0,1.0,,5.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,33.333333333333336,0.25,,0.2,0.5,,,,,,0.3333333333333333,1.0,0.48403333333333337,,,2.35,26.0,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203958,1610612748,Andre Dawkins,Andre Dawkins,203958,MIA,1301.0,22,-4.0,43,42,26,4.0,85,42,4.0,,,5.0,,,6.0,,3.0,,,,,,5.0,,1.0,,2.0,1.0,1.0,2.0,2.0,,3.0,,,,,4.0,,,,0.25,,0.25,,1.0,14.893617021276597,0.06666666666666667,0.08333333333333333,0.07407407407407407,0.2,0.1111111111111111,,,,,0.8333333333333334,1.0,0.527175,0.5322,,,24.95,0.09302325581395349,,,1.0,1.0,,3.0,1.0,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,,0.2,0.2,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,0.16666666666666666,1.0,1.0,1.0,1.0,0.5067,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2365,1610612748,Chris Andersen,Chris Andersen,2365,MIA,273.0,5,,10,10,7,2.0,20,10,,,,,,1.0,,,,,,,,,,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,9.090909090909092,,,,,,,,,,,1.0,0.58,,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,0.58,,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,395.0,7,3.0,13,12,6,2.0,25,11,,1.0,2.0,,2.0,5.0,,2.0,6.0,,,,,2.0,,,,,,,1.0,1.0,1.0,,,1.0,2.0,,,,,0.4,,0.4,,0.5,,,40.0,0.16666666666666666,,0.125,0.3333333333333333,,,0.4,0.5,0.5,,0.6,0.38454,,,9.14,,,1.0,3.0,,,2.0,,,1.0,,0.5,0.5,,,,0.2,0.3333333333333333,0.6,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203516,1610612748,James Ennis III,James Ennis III,203516,MIA,1082.0,18,1.0,37,37,21,3.0,74,33,4.0,,1.0,2.0,2.0,6.0,2.0,,7.0,,1.0,,,,2.0,1.0,2.0,1.0,5.0,,1.0,2.0,2.0,,,,,,,4.0,,0.3333333333333333,,0.4375,,0.4375,,0.25,22.5,0.08333333333333333,,0.043478260869565216,,,,0.125,,,0.25,0.75,0.5572375,0.6593,,4.6000000000000005,26.35,0.10810810810810811,2.0,4.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,0.5,0.5,0.16666666666666666,,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.125,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202355,1610612748,Hassan Whiteside,Hassan Whiteside,202355,MIA,533.0,9,-6.0,17,18,12,1.0,35,19,,,,,3.0,5.0,,2.0,8.0,,,,,,,,,,,1.0,1.0,2.0,3.0,,,1.0,2.0,,,,,0.6,,0.6,,0.6666666666666666,,,44.44444444444444,0.125,0.2,0.15384615384615385,,0.3333333333333333,,,,,,0.8,0.61844,,,1.86,,,3.0,4.0,,,6.0,,,1.0,,1.0,1.0,,,,0.2,0.25,0.8,0.75,1.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,0.3743,,,1.0,1.0,1.0,,0.25,0.125,,,1.0,0.16666666666666666,0.16666666666666666,,1.0,,1.0,,,0.5,,,0.2,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.2,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,533.0,9,-6.0,17,18,12,1.0,35,19,,,,,,1.0,,,,,,,,,,1.0,3.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,11.11111111111111,0.125,0.2,0.15384615384615385,,0.3333333333333333,,,,,,1.0,0.405,,,3.6,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203120,1610612748,Justin Hamilton,Justin Hamilton,203120,MIA,236.0,4,-1.0,9,8,4,,17,7,4.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,4.0,,,,,,,,,,,0.2,0.2,,0.25,,,,,,,,,,,,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
