EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,PenaltyAtRimFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SecondChanceTurnovers,PenaltyTurnovers,Fouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LostBallTurnovers,ShootingFouls,AtRimFGM,PenaltyAtRimFGM,ShortMidRangeFGM,FtPoints,PenaltyFtPoints,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,Travels,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,FTOffRebounds,Charge Fouls,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,OffFTReboundPct,OffLongMidRangeReboundPct,ShortMidRangePctAssisted,RecoveredBlocks,BlocksRecoveredPct,ThreePtAssists,Arc3Assists,Offensive Fouls Drawn,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,LostBallOutOfBoundsTurnovers,BlockingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,Corner3Assists,SelfOReb,LostBallSteals,BlockingFouls,Clear Path Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,BlockedCorner3,Defensive 3 Seconds Violations,Corner3PctBlocked,DefensiveGoaltends,3SecondViolations,OffensiveGoaltends
101127,1610612751,Jarrett Jack,Jarrett Jack,101127,BKN,764.0,13.0,-18.0,28.0,27.0,13.0,15.0,6.0,55,3.0,1.0,2.0,1.0,5.0,2.0,28.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,13.0,0.2,0.25,0.2,0.25,0.2,0.25,23.52941176470588,0.6666666666666666,0.0833333333333333,0.0588235294117647,0.2,0.6,0.4,0.5,0.5,0.34316,0.3264499999999999,1.0,13.34,0.4642857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101187,1610612751,Alan Anderson,Alan Anderson,101187,BKN,1485.0,25.0,-16.0,50.0,51.0,32.0,28.0,8.0,101,,1.0,2.0,1.0,3.0,2.0,46.0,1.0,3.0,2.0,,1.0,2.0,3.0,,,2.0,,2.0,,2.0,2.0,32.0,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.25,0.1666666666666666,0.25,13.559322033898306,1.0,0.05,0.0344827586206896,,,0.3333333333333333,0.5,0.5,0.448625,0.4171125,1.0,15.266666666666666,0.64,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.0526315789473684,0.037037037037037,0.3333333333333333,0.1428571428571428,0.1666666666666666,1.0,0.1666666666666666,0.3333333333333333,0.25,0.25,0.6666666666666666,0.2412,1.0,24.166666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201572,1610612751,Brook Lopez,Brook Lopez,201572,BKN,46.0,1.0,-2.0,1.0,1.0,1.0,,1.0,2,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203141,1610612751,Mirza Teletovic,Mirza Teletovic,203141,BKN,482.0,8.0,-14.0,19.0,18.0,10.0,11.0,3.0,37,,,,,,,18.0,,,,,1.0,1.0,1.0,,,2.0,,1.0,,2.0,,10.0,,,,,,,18.181818181818183,1.0,0.125,0.0909090909090909,,,,,,0.5647500000000001,0.52305,,,0.5263157894736842,,,,2.0,1.0,2.0,,,,1.0,,2.0,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,0.5,,,,1.0,,1.0,1.0,,,25.05,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203268,1610612751,Jorge Gutierrez,Jorge Gutierrez,203268,BKN,2614.0,44.0,-10.0,87.0,86.0,41.0,48.0,12.0,173,4.0,2.0,5.0,7.0,13.0,16.0,81.0,3.0,7.0,8.0,10.0,5.0,7.0,7.0,1.0,1.0,1.0,,1.0,2.0,3.0,8.0,41.0,0.5384615384615384,0.4285714285714285,0.5,0.375,0.5333333333333333,0.4444444444444444,18.0,0.3333333333333333,0.1515151515151515,0.1458333333333333,0.1,0.2857142857142857,0.3571428571428571,0.4,0.4,0.45765,0.4719375,0.5,10.346153846153848,0.4712643678160919,4.0,2.0,,1.0,1.0,1.0,,1.0,,1.0,4.0,1.0,,,,,,,9.0,1.0,0.2857142857142857,0.2857142857142857,,,,0.0714285714285714,,,,,,,0.2666666666666666,0.2857142857142857,,,0.0714285714285714,0.25,0.125,0.3571428571428571,0.4422,,26.4,,3.0,4.0,2.0,1.0,2.0,2.0,7.0,7.0,3.0,2.0,2.0,14.0,2.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,0.1333333333333333,0.1,0.2,1.0,1.0,0.5,0.25,0.25,1.0,0.0714285714285714,0.0769230769230769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202366,1610612751,Jerome Jordan,Jerome Jordan,202366,BKN,1528.0,25.0,-2.0,49.0,49.0,26.0,35.0,6.0,98,1.0,,,3.0,4.0,9.0,51.0,1.0,2.0,3.0,2.0,5.0,5.0,8.0,1.0,1.0,3.0,,2.0,1.0,4.0,3.0,26.0,0.75,0.5,0.75,0.5,0.9,0.75,16.07142857142857,0.75,0.2631578947368421,0.1923076923076923,0.5,0.25,,,,0.56735,0.5039,0.3333333333333333,4.825,0.5306122448979592,3.0,1.0,,,,,1.0,1.0,4.0,,4.0,,,1.0,,3.0,,1.0,4.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,,,,,0.0833333333333333,0.15,,0.2,0.75,,,,0.5,,0.75,,0.4444444444444444,,1.0,3.0,3.0,1.0,,3.0,1.0,1.0,1.0,,,1.0,2.0,,,3.0,,3.0,1.0,2.0,,,,,,1.0,1.0,0.6666666666666666,,,1.0,0.4,0.4,1.0,1.0,2.0,2.0,2.0,1.0,0.25,0.2,0.1666666666666666,0.5,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203486,1610612751,Mason Plumlee,Mason Plumlee,203486,BKN,1085.0,18.0,-5.0,39.0,38.0,13.0,13.0,4.0,77,1.0,,,3.0,6.0,7.0,29.0,1.0,3.0,3.0,2.0,3.0,4.0,6.0,,,,,,1.0,1.0,3.0,13.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.4375,0.375,20.930232558139537,,0.2142857142857142,0.1818181818181818,0.3333333333333333,0.1666666666666666,,,,0.4707166666666666,0.4985666666666666,0.4285714285714285,2.8166666666666664,0.3333333333333333,5.0,3.0,,,,,,1.0,,,4.0,,1.0,1.0,,2.0,,1.0,3.0,1.0,0.6666666666666666,0.6666666666666666,,,,,0.1666666666666666,0.2,,0.0833333333333333,0.0625,,,0.8333333333333334,,,,1.0,,0.8333333333333334,0.3593,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,4.0,,5.0,1.0,2.0,1.0,1.0,0.125,,0.3333333333333333,0.4,0.5,0.5,1.0,1.0,0.3333333333333333,0.2857142857142857,0.2857142857142857,,1.0,,,,,,,,,0.3333333333333333,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,1610612751,Kevin Garnett,Kevin Garnett,708,BKN,32.0,1.0,-2.0,,1.0,,,,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203928,1610612751,Cory Jefferson,Cory Jefferson,203928,BKN,1863.0,31.0,6.0,61.0,59.0,33.0,28.0,7.0,120,5.0,2.0,4.0,7.0,12.0,16.0,51.0,4.0,6.0,10.0,6.0,4.0,8.0,11.0,,,,,,,,10.0,33.0,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5,0.5,0.5555555555555556,23.188405797101453,,0.1818181818181818,0.2058823529411764,,0.3333333333333333,0.2666666666666666,0.5,0.5,0.4825966666666666,0.51771875,0.625,10.250000000000002,0.5409836065573771,3.0,2.0,,3.0,2.0,3.0,1.0,2.0,2.0,2.0,8.0,3.0,,2.0,1.0,3.0,,,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5,0.5,0.5,0.2,,,1.0,0.1052631578947368,0.1071428571428571,,0.1818181818181818,0.2,,,0.2,0.25,0.25,0.4,0.3835,0.125,25.6,,,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,,2.0,3.0,,4.0,,3.0,1.0,2.0,,,0.25,0.2222222222222222,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.6,0.6,1.0,0.125,0.1538461538461538,,,,,1.0,,0.1111111111111111,0.1666666666666666,0.125,,0.4,,,,,1.0,1.0,1.0,1.0,,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,1610612751,Joe Johnson,Joe Johnson,2207,BKN,10.0,,,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
