EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,LostBallOutOfBoundsTurnovers,Travels,BlockingFouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceTurnovers,Charge Fouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,3SecondViolations,on,OffensiveGoaltends,HeaveMakes,BlockedArc3
101181,1610612752,Jose Calderon,Jose Calderon,101181,NYK,12284.0,205,-64,394,390,96,149,51,784,5,10,1.0,2.0,2.0,3.0,1.0,4,16.0,31,2.0,5.0,7.0,14.0,1.0,5.0,2.0,4.0,22,45,9.0,19.0,6,77,460,4.0,5,1.0,5.0,11,7,12,2.0,4.0,2.0,22,24,20,24.0,3.0,2.0,14.0,7.0,3,26,6,32,3,3.0,10,9.0,7.0,70,4.0,6,9,15,4,19,1.0,5,2.0,3.0,8,2.0,7,2,1.0,10,1,4,11,5,1.0,6,1.0,1.0,2,1.0,22,95,2.0,1.0,0.5454545454545454,0.5714285714285714,0.8888888888888888,0.47368421052631576,0.2,0.5,0.47368421052631576,0.4888888888888889,0.8,0.5833333333333334,0.5546875,0.55,0.625,0.5757575757575758,0.55,0.6470588235294118,0.296875,0.06666666666666667,0.1,0.25,0.03225806451612903,16.851441241685144,0.8,0.08490566037735849,0.027210884353741496,0.14634146341463414,0.10204081632653061,0.02030456852791878,0.06818181818181818,0.015151515151515152,0.1111111111111111,0.125,0.02631578947368421,0.14705882352941177,0.14285714285714285,0.03333333333333333,0.15625,0.5,0.5555555555555556,0.4,0.0625,0.25,0.3333333333333333,0.484375,0.5161290322580645,0.5333333333333333,0.625,0.078125,0.4,0.4,1.0,0.21875,0.5,0.5,0.8571428571428571,0.2,0.5,0.5,0.2,1.0,0.1875,0.6666666666666666,0.25,0.5,0.453125,0.5,0.4759281249999999,0.5070833333333333,0.4683375,0.03076923076923077,0.043478260869565216,0.14285714285714285,0.2857142857142857,14.277777777777779,24.926315789473687,0.2436548223350254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,22316.0,372,-131,706,709,169,252,85,1415,18,28,7.0,9.0,4.0,4.0,19.0,46,30.0,70,,,12.0,30.0,1.0,3.0,6.0,11.0,67,144,12.0,30.0,41,211,834,14.0,21,1.0,3.0,32,18,28,6.0,11.0,11.0,65,92,42,36.0,,14.0,30.0,12.0,3,18,4,22,3,1.0,10,1.0,7.0,48,10.0,10,31,43,13,56,2.0,1,1.0,,10,3.0,5,10,5.0,20,4,13,29,45,1.0,48,4.0,2.0,23,2.0,65,169,4.0,2.0,0.6865671641791045,0.7666666666666667,1.0,0.4,0.3333333333333333,0.5454545454545454,0.4,0.4652777777777778,0.6666666666666666,0.6428571428571429,0.4885057471264368,0.6458333333333334,0.6923076923076923,0.5358974358974359,0.64,0.7272727272727273,0.1724137931034483,0.020833333333333332,0.03571428571428571,,0.02857142857142857,26.90863579474343,0.5,0.1341991341991342,0.03875968992248062,0.11764705882352941,0.12974683544303797,0.03216374269005848,0.1,0.008928571428571428,0.054945054945054944,0.11428571428571428,0.2571428571428571,0.13846153846153847,0.05,0.02197802197802198,0.16091954022988506,0.6428571428571429,0.6666666666666666,0.3888888888888889,0.26436781609195403,0.41304347826086957,0.41304347826086957,0.40229885057471265,0.42857142857142855,0.4411764705882353,0.8666666666666667,,,,,0.1724137931034483,0.4,0.4,1.0,0.375,0.7777777777777778,0.125,0.3333333333333333,1.0,0.10256410256410256,1.0,0.28205128205128205,0.5454545454545454,0.3333333333333333,0.4,0.4409152298850574,0.4836619047619048,0.4365897435897436,0.11917098445595854,0.1411042944785276,0.15165876777251186,0.3080568720379147,11.940277777777778,25.546666666666667,0.23937677053824363,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,13.0,6.0,2.0,5.0,13.0,9.0,1.0,0.08695652173913043,0.08695652173913043,0.011904761904761904,0.02631578947368421,0.014925373134328358,0.6923076923076923,0.6842105263157895,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
200811,1610612752,Lou Amundson,Lou Amundson,200811,NYK,18889.0,315,-75,587,596,102,167,65,1183,27,51,10.0,21.0,7.0,9.0,6.0,29,4.0,10,,,,,,,,,37,90,,,20,94,636,11.0,25,,,24,9,17,,,3.0,21,48,26,,,12.0,,,8,17,3,20,3,,8,2.0,7.0,43,27.0,17,45,69,35,104,5.0,8,4.0,4.0,12,6.0,7,17,5.0,29,8,18,39,35,,42,2.0,,21,2.0,21,102,4.0,2.0,0.6486486486486487,0.7741935483870968,,,,,,0.4111111111111111,0.44,0.5294117647058824,0.4111111111111111,0.44,0.5294117647058824,0.42342342342342343,0.46153846153846156,0.5,,0.08888888888888889,0.11764705882352941,0.06896551724137931,,21.18003025718608,0.41379310344827586,0.234375,0.12735849056603774,0.19318181818181818,0.22142857142857142,0.12363636363636364,0.22033898305084745,0.060240963855421686,0.2,0.29508196721311475,0.21311475409836064,0.171875,0.25,0.11363636363636363,0.5666666666666667,0.5294117647058824,0.6,0.5925925925925926,0.32222222222222224,0.20689655172413793,0.2222222222222222,0.1111111111111111,0.4,0.4,0.75,,,,,,,,,0.84,0.47619047619047616,,,,0.5294117647058824,0.7777777777777778,,,0.5666666666666667,,0.4871500000000001,0.5554599999999998,0.5051588235294118,0.1926605504587156,0.1926605504587156,0.2553191489361702,0.22340425531914893,5.416666666666666,,0.1737649063032368,2.0,7.0,1.0,7.0,2.0,2.0,,3.0,4.0,1.0,3.0,2.0,24.0,17.0,,7.0,24.0,16.0,1.0,0.3181818181818182,0.0625,0.1111111111111111,0.12857142857142856,0.10869565217391304,0.6666666666666666,0.8333333333333334,2.0,3.0,0.11764705882352941,0.3,,,,,,,,,,,,,,,,,,,,,,,,True,,,
203499,1610612752,Shane Larkin,Shane Larkin,203499,NYK,111872.0,1865,-398,3496,3509,848,1204,441,7005,85,143,5.0,10.0,17.0,26.0,21.0,63,46.0,110,2.0,10.0,33.0,106.0,4.0,9.0,7.0,24.0,152,316,35.0,116.0,61,470,3849,13.0,27,4.0,10.0,44,31,64,8.0,25.0,36.0,122,144,160,84.0,21.0,,106.0,33.0,28,160,66,226,52,14.0,61,18.0,81.0,518,20.0,43,95,147,29,176,5.0,93,53.0,40.0,64,11.0,47,19,17.0,83,15,67,150,90,6.0,78,5.0,1.0,25,15.0,122,847,25.0,14.0,0.47368421052631576,0.47368421052631576,0.8,0.3017241379310345,0.4,0.32,0.3017241379310345,0.4810126582278481,0.48148148148148145,0.484375,0.47337962962962965,0.5135135135135135,0.48314606741573035,0.5021367521367521,0.5238095238095238,0.5495495495495496,0.26851851851851855,0.08860759493670886,0.1258741258741259,0.12698412698412698,0.01818181818181818,13.77155711072232,0.7710843373493976,0.08691674290942361,0.015372790161414296,0.08634538152610442,0.08673790069138906,0.016705069124423964,0.013736263736263736,0.017825311942959002,0.07785888077858881,0.07374631268436578,0.11078717201166181,0.07777777777777778,0.10869565217391304,0.02403846153846154,0.33101851851851855,0.5944055944055944,0.68,0.5294117647058824,0.14583333333333334,0.3333333333333333,0.38181818181818183,0.25462962962962965,0.41818181818181815,0.42592592592592593,0.43478260869565216,0.023148148148148147,0.2,0.2,1.0,0.24537037037037038,0.3113207547169811,0.3173076923076923,0.7878787878787878,0.2702702702702703,0.5,0.24324324324324326,0.4444444444444444,1.0,0.29213483146067415,0.6538461538461539,0.2696629213483146,0.2916666666666667,0.5995370370370371,0.3113207547169811,0.49282378190255227,0.4819980769230768,0.4669646067415731,0.05739514348785872,0.0744047619047619,0.09361702127659574,0.25957446808510637,9.03575949367089,25.381896551724136,0.2425629290617849,6.0,9.0,,9.0,,2.0,1.0,5.0,2.0,,2.0,17.0,8.0,5.0,1.0,2.0,9.0,4.0,,0.08490566037735849,,0.020689655172413793,0.013297872340425532,0.022988505747126436,0.4444444444444444,0.3333333333333333,1.0,1.0,0.011494252873563218,0.8,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.017241379310344827,0.018867924528301886,0.02702702702702703,0.011235955056179775,1.0,0.008547008547008548,,,,,,,,,,True,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,27947.0,466,-54,875,868,213,306,107,1743,27,53,10.0,20.0,9.0,19.0,18.0,51,49.0,106,3.0,6.0,13.0,46.0,,4.0,4.0,16.0,94,210,16.0,52.0,66,302,989,18.0,36,,5.0,49,21,51,6.0,19.0,33.0,93,68,120,36.0,12.0,12.0,45.0,13.0,16,35,13,48,10,3.0,20,2.0,13.0,109,18.0,16,44,63,24,87,6.0,13,7.0,6.0,19,3.0,11,16,8.0,35,8,8,32,68,2.0,85,6.0,4.0,33,9.0,93,212,4.0,9.0,0.3617021276595745,0.38636363636363635,0.75,0.3076923076923077,,0.3157894736842105,0.3137254901960784,0.44761904761904764,0.5,0.4117647058823529,0.45038167938931295,0.43902439024390244,0.42857142857142855,0.4983277591973244,0.5104166666666666,0.5168539325842697,0.1984732824427481,0.0761904761904762,0.18867924528301888,0.09803921568627451,0.009433962264150943,33.333333333333336,0.5428571428571428,0.14915254237288136,0.05421686746987952,0.12698412698412698,0.14251781472684086,0.053488372093023255,0.11956521739130435,0.028169014084507043,0.10344827586206896,0.13829787234042554,0.2235294117647059,0.12941176470588237,0.12195121951219512,0.046153846153846156,0.20229007633587787,0.5094339622641509,0.627906976744186,0.25925925925925924,0.1946564885496183,0.35294117647058826,0.391304347826087,0.40458015267175573,0.46226415094339623,0.4666666666666667,0.46938775510204084,0.022900763358778626,0.5,0.5,0.6666666666666666,0.17557251908396945,0.2826086956521739,0.2826086956521739,0.7692307692307693,0.4878048780487805,0.5,0.0975609756097561,,,0.2714285714285714,0.47368421052631576,0.22857142857142856,0.25,0.40076335877862596,0.28888888888888886,0.4588215384615384,0.5068736111111112,0.4602132352941175,0.11724137931034483,0.13924050632911392,0.16225165562913907,0.3079470198675497,11.851904761904756,25.894230769230766,0.24342857142857144,13.0,5.0,1.0,3.0,,3.0,,4.0,8.0,,,2.0,4.0,3.0,,1.0,4.0,1.0,,0.17647058823529413,0.05555555555555555,0.05102040816326531,0.030612244897959183,0.037037037037037035,0.25,0.2222222222222222,1.0,,0.11764705882352941,0.1,1.0,2.0,3.0,,,1.0,,,,,0.024390243902439025,0.04285714285714286,0.6666666666666666,0.018867924528301886,1.0,,,,,,,,,True,,,
201160,1610612752,Jason Smith,Jason Smith,201160,NYK,49056.0,818,-215,1553,1550,384,579,176,3103,25,48,5.0,9.0,9.0,13.0,24.0,61,61.0,158,5.0,12.0,,4.0,,,,1.0,110,267,5.0,16.0,75,310,1762,8.0,21,,,32,24,54,2.0,5.0,26.0,80,156,64,15.0,,8.0,4.0,,16,34,24,58,22,2.0,13,8.0,13.0,140,24.0,29,66,106,38,144,4.0,19,12.0,7.0,22,5.0,15,35,7.0,57,14,40,99,83,2.0,90,2.0,,38,8.0,80,384,10.0,8.0,0.7090909090909091,0.7358490566037735,1.0,0.3125,,0.4,0.3125,0.41198501872659177,0.38095238095238093,0.4444444444444444,0.41519434628975266,0.38095238095238093,0.4576271186440678,0.4740061162079511,0.5517241379310345,0.547945205479452,0.05653710247349823,0.0599250936329588,0.1875,0.09836065573770492,0.006329113924050633,21.867881548974946,0.38596491228070173,0.14193548387096774,0.04308797127468582,0.13425925925925927,0.1395007342143906,0.04897959183673469,0.04081632653061224,0.046875,0.12777777777777777,0.16546762589928057,0.136986301369863,0.12738853503184713,0.15254237288135594,0.02666666666666667,0.1696113074204947,0.5208333333333334,0.6410256410256411,0.68,0.21554770318021202,0.39344262295081966,0.43636363636363634,0.558303886925795,0.3860759493670886,0.3885350318471338,0.8688524590163934,0.04240282685512368,0.4166666666666667,0.4166666666666667,1.0,0.014134275618374558,,,,0.42857142857142855,0.5555555555555556,,,,0.22033898305084745,0.6923076923076923,0.01694915254237288,,0.22614840989399293,,0.4359795053003532,0.4479315789473685,0.4500457627118643,0.11912225705329153,0.1254125412541254,0.1032258064516129,0.25806451612903225,13.096254681647942,23.962500000000006,0.24726336123631681,16.0,12.0,2.0,11.0,2.0,6.0,3.0,11.0,15.0,,9.0,5.0,21.0,18.0,,3.0,22.0,10.0,4.0,0.23404255319148937,0.05263157894736842,0.06741573033707865,0.03896103896103896,0.05925925925925926,0.45454545454545453,0.3333333333333333,2.0,3.0,0.09302325581395349,,,2.0,4.0,,1.0,,1.0,1.0,,,,0.06779661016949153,0.5,,,1.0,,,,,,,,True,,,
203501,1610612752,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,NYK,42062.0,701,-150,1325,1333,327,450,174,2658,36,65,4.0,10.0,9.0,13.0,5.0,29,19.0,52,8.0,28.0,39.0,118.0,5.0,17.0,5.0,27.0,60,146,47.0,146.0,49,310,1471,8.0,19,6.0,19.0,34,12,26,7.0,33.0,19.0,64,64,56,126.0,15.0,4.0,117.0,39.0,15,48,8,56,5,3.0,22,4.0,22.0,120,3.0,19,30,55,5,60,3.0,9,7.0,2.0,22,2.0,9,15,13.0,37,10,15,43,61,3.0,64,9.0,,26,6.0,64,327,9.0,5.0,0.5333333333333333,0.5517241379310345,0.8936170212765957,0.3219178082191781,0.3157894736842105,0.21212121212121213,0.32413793103448274,0.410958904109589,0.42105263157894735,0.46153846153846156,0.4469178082191781,0.4473684210526316,0.3813559322033898,0.48742138364779874,0.4358974358974359,0.4507042253521127,0.5,0.10273972602739725,0.18461538461538463,0.10344827586206896,,23.137254901960784,0.5945945945945946,0.075,0.006160164271047228,0.09644670050761421,0.08207705192629816,0.0073964497041420114,0.006896551724137931,,0.06040268456375839,0.046153846153846156,0.12396694214876033,0.1111111111111111,0.045454545454545456,0.018292682926829267,0.2226027397260274,0.5538461538461539,0.6792452830188679,0.5277777777777778,0.09931506849315068,0.1724137931034483,0.19230769230769232,0.1780821917808219,0.36538461538461536,0.36538461538461536,0.5263157894736842,0.0958904109589041,0.2857142857142857,0.2962962962962963,1.0,0.4041095890410959,0.3305084745762712,0.3305084745762712,0.8717948717948718,0.2631578947368421,0.4,0.4473684210526316,0.29411764705882354,1.0,0.22033898305084745,0.6923076923076923,0.4576271186440678,0.18518518518518517,0.7226027397260274,0.3333333333333333,0.5117247422680411,0.5042142857142858,0.5004939655172415,0.09615384615384616,0.15950920245398773,0.10967741935483871,0.2064516129032258,9.139726027397257,25.437671232876713,0.2467924528301887,,2.0,,6.0,4.0,3.0,1.0,2.0,2.0,,,2.0,7.0,7.0,,,7.0,4.0,,0.13043478260869565,,0.010582010582010581,0.014492753623188406,0.013605442176870748,0.5714285714285714,0.6,1.0,3.0,,,2.0,2.0,6.0,1.0,1.0,4.0,,,0.00684931506849315,,0.05263157894736842,0.1016949152542373,0.3333333333333333,0.026845637583892617,1.0,1.0,1.0,1.0,0.03571428571428571,0.5,1.0,,,True,,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,12321.0,205,-45,386,384,111,114,54,770,8,15,,1.0,4.0,6.0,3.0,7,15.0,35,2.0,6.0,7.0,20.0,1.0,3.0,2.0,6.0,26,57,9.0,26.0,3,82,438,1.0,4,1.0,3.0,5,7,16,2.0,6.0,2.0,22,20,32,21.0,6.0,,20.0,7.0,1,17,7,24,6,1.0,6,3.0,8.0,55,,9,9,19,1,20,,5,4.0,1.0,8,3.0,5,5,3.0,13,3,6,18,8,1.0,5,1.0,,2,1.0,22,111,3.0,1.0,0.38461538461538464,0.38461538461538464,0.7777777777777778,0.34615384615384615,0.3333333333333333,0.3333333333333333,0.34615384615384615,0.45614035087719296,0.25,0.4375,0.4759036144578313,0.35714285714285715,0.45454545454545453,0.4823529411764706,0.35714285714285715,0.4782608695652174,0.3132530120481928,0.017543859649122806,0.06666666666666667,,,22.02247191011236,0.6153846153846154,0.09473684210526316,,0.15517241379310345,0.11764705882352941,,,,0.06060606060606061,0.13333333333333333,0.09375,0.15789473684210525,0.15,,0.18072289156626506,0.5333333333333333,0.5714285714285714,0.375,0.08433734939759036,0.42857142857142855,0.42857142857142855,0.42168674698795183,0.42857142857142855,0.42857142857142855,0.4666666666666667,0.07228915662650602,0.3333333333333333,0.3333333333333333,1.0,0.24096385542168675,0.35,0.35,0.7142857142857143,0.14285714285714285,,0.42857142857142855,0.3333333333333333,1.0,0.2727272727272727,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.4939759036144578,0.35,0.4702774390243902,0.4756285714285715,0.4544928571428572,0.023809523809523808,0.034482758620689655,0.06097560975609756,0.2682926829268293,13.194736842105264,25.71923076923077,0.28756476683937826,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,0.1111111111111111,0.1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202332,1610612752,Cole Aldrich,Cole Aldrich,202332,NYK,29229.0,487,-123,914,918,209,354,121,1832,39,65,12.0,25.0,9.0,13.0,27.0,78,,2,,,,,,,,,66,145,,,31,163,977,15.0,35,,,39,17,30,,,12.0,46,76,56,,,26.0,,,8,30,7,37,3,4.0,17,5.0,8.0,81,46.0,30,77,117,54,171,8.0,18,8.0,10.0,16,3.0,13,13,3.0,29,2,37,59,39,1.0,40,6.0,,19,4.0,46,209,6.0,4.0,0.5757575757575758,0.7169811320754716,,,,,,0.45517241379310347,0.42857142857142855,0.5666666666666667,0.45517241379310347,0.42857142857142855,0.5666666666666667,0.5030864197530864,0.4875,0.6388888888888888,,0.05517241379310345,0.06153846153846154,0.038461538461538464,0.5,18.242597898758355,0.5517241379310345,0.2627986348122867,0.12299465240641712,0.2459016393442623,0.25783132530120484,0.11064718162839249,0.1414141414141414,0.13513513513513514,0.22522522522522523,0.3246753246753247,0.2571428571428571,0.23655913978494625,0.27586206896551724,0.11428571428571428,0.4482758620689655,0.6,0.639344262295082,0.6153846153846154,0.5379310344827586,0.34615384615384615,0.36,0.013793103448275862,,,,,,,,,,,,0.7142857142857143,0.48,,,,0.43333333333333335,0.6923076923076923,,,0.4482758620689655,,0.45401655172413796,0.4934545454545454,0.45925000000000005,0.12025316455696203,0.12025316455696203,0.2392638036809816,0.2822085889570552,4.99655172413793,,0.2286652078774617,9.0,7.0,1.0,10.0,2.0,2.0,1.0,1.0,4.0,,10.0,4.0,32.0,27.0,,5.0,32.0,16.0,1.0,0.3448275862068966,0.05,0.06666666666666667,0.09448818897637795,0.08235294117647059,0.5,0.5185185185185185,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,True,,,
203112,1610612752,Quincy Acy,Quincy Acy,203112,NYK,40677.0,678,-84,1270,1280,298,404,173,2550,38,59,10.0,20.0,9.0,14.0,14.0,28,22.0,67,5.0,15.0,10.0,24.0,2.0,3.0,2.0,8.0,74,154,15.0,39.0,45,238,1313,13.0,29,2.0,3.0,36,15,27,3.0,11.0,21.0,60,100,48,45.0,,16.0,24.0,10.0,3,22,4,26,3,1.0,9,4.0,9.0,56,37.0,39,68,119,48,167,5.0,14,6.0,8.0,17,3.0,9,12,8.0,29,10,37,79,63,,56,6.0,,23,8.0,60,297,11.0,8.0,0.6756756756756757,0.7575757575757576,1.0,0.38461538461538464,0.6666666666666666,0.2727272727272727,0.38461538461538464,0.4805194805194805,0.4482758620689655,0.5555555555555556,0.5,0.5,0.5131578947368421,0.5458715596330275,0.5454545454545454,0.5882352941176471,0.20207253886010362,0.01948051948051948,0.05084745762711865,,,16.860068259385667,0.5862068965517241,0.17042606516290726,0.07676348547717843,0.19117647058823528,0.17744610281923714,0.0730593607305936,0.07194244604316546,0.05504587155963303,0.11564625850340136,0.1885245901639344,0.2153846153846154,0.23648648648648649,0.07142857142857142,0.050505050505050504,0.30569948186528495,0.6440677966101694,0.6785714285714286,0.6052631578947368,0.14507772020725387,0.5,0.5,0.3471502590673575,0.3283582089552239,0.3283582089552239,0.8181818181818182,0.07772020725388601,0.3333333333333333,0.3333333333333333,1.0,0.12435233160621761,0.4166666666666667,0.4166666666666667,1.0,0.625,0.5,0.09375,0.6666666666666666,1.0,0.3684210526315789,0.6428571428571429,0.21052631578947367,0.25,0.5077720207253886,0.4166666666666667,0.49477578125000005,0.5204607142857143,0.5085337837837837,0.10952380952380952,0.13450292397660818,0.15126050420168066,0.25210084033613445,10.45584415584416,25.42051282051282,0.2346456692913386,4.0,11.0,,12.0,3.0,,3.0,8.0,5.0,2.0,14.0,4.0,9.0,4.0,1.0,4.0,9.0,8.0,1.0,0.2926829268292683,,0.06285714285714286,0.12,0.06802721088435375,0.8888888888888888,0.6428571428571429,4.0,,0.03571428571428571,0.2,,1.0,3.0,,1.0,,,,,,,0.07894736842105263,0.3333333333333333,,,,,,,,,,,True,,,
