EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,Travels,3pt And 1 Free Throw Trips,BlockedLongMidRange,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,Clear Path Fouls,OffensiveGoaltends,on,Defensive 3 Seconds Violations,BlockedCorner3
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,39013.0,650,-6.0,1257,1258,351,347,146,2515,54.0,80.0,18.0,34.0,12.0,18.0,13.0,30.0,1,15,68,125,20.0,156,1312,20.0,37.0,6.0,46.0,15.0,27,10.0,40.0,86.0,50.0,30.0,8.0,12.0,7.0,19.0,5.0,2.0,5.0,1.0,6.0,45.0,13.0,42.0,41.0,88,13.0,142,55.0,197,4.0,17.0,13.0,4.0,7.0,6.0,4.0,19.0,3.0,26,9,46.0,2.0,91,1.0,6.0,10.0,66.0,2.0,8.0,6.0,1.0,70.0,7.0,25.0,15.0,28.0,20.0,8.0,28.0,19.0,1.0,2.0,40.0,351,8.0,8.0,0.6323529411764706,0.8113207547169812,0.544,0.5405405405405406,0.5555555555555556,0.544,0.5405405405405406,0.5555555555555556,0.4936708860759494,0.5348837209302325,0.45454545454545453,0.064,0.075,0.06666666666666667,12.70949720670391,0.2692307692307692,0.37142857142857144,0.19599109131403117,0.09610983981693363,0.21808510638297873,0.08609271523178808,0.20251177394034536,0.0935374149659864,0.11029411764705882,0.07692307692307693,0.09782608695652174,0.09821428571428571,0.05128205128205128,0.2356687898089172,0.15873015873015872,0.18674698795180722,0.2108843537414966,0.24390243902439024,0.08333333333333333,0.6785714285714286,0.64,0.675,0.7297297297297297,0.6481481481481481,0.24,0.43333333333333335,0.4642857142857143,0.5384615384615384,0.12,0.06666666666666667,0.06666666666666667,1.0,0.918918918918919,0.5294117647058824,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.64,0.5377832,0.5784193548387097,0.5571259259259259,0.17482517482517482,0.17482517482517482,0.2948717948717949,0.2564102564102564,4.643199999999999,0.27923627684964203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101139,1610612754,CJ Miles,CJ Miles,101139,IND,32341.0,539,41.0,1090,1082,352,431,127,2172,18.0,34.0,1.0,2.0,7.0,10.0,8.0,21.0,22,54,48,109,37.0,250,1086,5.0,11.0,1.0,23.0,16.0,30,22.0,90.0,58.0,38.0,,7.0,15.0,2.0,17.0,,2.0,11.0,,4.0,36.0,2.0,2.0,18.0,42,7.0,67,5.0,72,1.0,14.0,10.0,4.0,17.0,3.0,13.0,7.0,4.0,24,9,19.0,4.0,35,,,2.0,42.0,1.0,1.0,1.0,1.0,48.0,4.0,16.0,7.0,6.0,4.0,2.0,6.0,2.0,,,85.0,339,5.0,4.0,0.6041666666666666,0.6041666666666666,0.44036697247706424,0.45454545454545453,0.5333333333333333,0.4863013698630137,0.6111111111111112,0.5483870967741935,0.5209205020920502,0.6388888888888888,0.6081081081081081,0.06422018348623854,0.08823529411764706,0.14285714285714285,21.416938110749186,0.7083333333333334,0.19444444444444445,0.1076923076923077,0.005115089514066497,0.10909090909090909,0.014598540145985401,0.10810810810810811,0.007575757575757576,,0.00909090909090909,0.006172839506172839,0.010101010101010102,0.02631578947368421,0.07633587786259542,0.06086956521739131,0.1736111111111111,0.11290322580645161,0.0975609756097561,0.00847457627118644,0.3333333333333333,0.1552511415525114,0.5294117647058824,0.5806451612903226,0.6111111111111112,0.0958904109589041,0.38095238095238093,0.4444444444444444,0.5,0.2465753424657534,0.4074074074074074,0.41509433962264153,0.6363636363636364,0.1111111111111111,0.5,1.0,0.16129032258064516,0.7,0.6575342465753424,0.49993807339449536,0.48132647058823536,0.4731096774193548,0.07327586206896551,0.1322314049586777,0.092,0.36,11.131192660550461,0.3229357798165138,15.0,31.0,2.0,5.0,8.0,24.0,79.0,4.0,5.0,7.0,24.0,39.0,110.0,4.0,7.0,12.0,32.0,111.0,6.0,1.0,78.0,24.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.9487179487179487,0.35454545454545455,0.5714285714285714,0.375,0.3577981651376147,0.502283105022831,0.00909090909090909,0.018518518518518517,0.012658227848101266,0.03333333333333333,0.1415525114155251,0.4838709677419355,0.4838709677419355,1.0,0.3607305936073059,0.3037974683544304,0.3076923076923077,0.9166666666666666,0.1111111111111111,0.2777777777777778,0.8,0.75,0.12903225806451613,0.625,0.3870967741935484,0.2916666666666667,0.3076923076923077,0.009009009009009009,25.59727272727273,,,,,,,,,,,,True,,
201155,1610612754,Rodney Stuckey,Rodney Stuckey,201155,IND,112405.0,1873,-19.0,3620,3617,963,964,431,7237,123.0,222.0,11.0,17.0,30.0,52.0,68.0,176.0,86,215,277,613,177.0,896,3745,31.0,51.0,7.0,87.0,69.0,158,72.0,249.0,216.0,338.0,10.0,46.0,151.0,68.0,219.0,37.0,31.0,56.0,20.0,75.0,506.0,8.0,28.0,55.0,154,3.0,212,36.0,248,8.0,56.0,29.0,27.0,69.0,11.0,49.0,49.0,20.0,118,31,59.0,8.0,131,15.0,5.0,7.0,195.0,6.0,6.0,17.0,19.0,215.0,28.0,94.0,24.0,10.0,6.0,3.0,10.0,6.0,,,245.0,949,9.0,19.0,0.3898916967509025,0.39705882352941174,0.45187601957585644,0.6078431372549019,0.43670886075949367,0.47679045092838196,0.6349206349206349,0.45153061224489793,0.5289940828402366,0.6590909090909091,0.527542372881356,0.07504078303425775,0.12612612612612611,0.08522727272727272,23.40787554691298,0.5847457627118644,0.0297029702970297,0.11693242217160213,0.021036814425244178,0.10700389105058365,0.01904761904761905,0.11414527580557073,0.020559680182752713,0.020253164556962026,0.021377672209026127,0.021359223300970873,0.020338983050847456,0.016,0.07004830917874397,0.1188118811881188,0.15430861723446893,0.11825192802056556,0.072,0.021917808219178082,0.6,0.29442970822281167,0.5540540540540541,0.634020618556701,0.42276422764227645,0.23342175066312998,0.38636363636363635,0.422360248447205,0.3088235294117647,0.28514588859416445,0.4,0.4056603773584906,0.4069767441860465,0.2698412698412698,0.6470588235294118,0.36363636363636365,0.2653061224489796,0.5769230769230769,0.48143236074270557,0.48814148936170193,0.46505,0.4667636597938143,0.11814859926918392,0.13843888070692195,0.09709821428571429,0.2779017857142857,9.606688417618269,0.2660220994475138,20.0,44.0,2.0,5.0,9.0,35.0,97.0,4.0,10.0,8.0,29.0,55.0,141.0,6.0,12.0,13.0,38.0,132.0,33.0,2.0,95.0,35.0,2.0,,6.0,3.0,7.0,2.0,3.0,0.8,0.3900709219858156,0.5,0.34210526315789475,0.39568345323741005,0.1870026525198939,0.014184397163120567,0.013953488372093023,0.010309278350515464,,0.058355437665782495,0.45454545454545453,0.46511627906976744,0.95,0.1286472148541114,0.36082474226804123,0.3645833333333333,0.7142857142857143,0.031746031746031744,0.15873015873015872,0.4,0.5,0.04591836734693878,0.5555555555555556,0.14795918367346939,0.27586206896551724,0.3684210526315789,0.02112676056338028,25.43758865248226,2.0,7.0,2.0,1.0,0.022727272727272728,1.0,1.0,,,,,True,,
201228,1610612754,C.J. Watson,C.J. Watson,201228,IND,48100.0,802,8.0,1553,1556,354,364,169,3109,29.0,49.0,1.0,4.0,4.0,9.0,6.0,21.0,24,56,59,126,59.0,285,1594,8.0,13.0,5.0,27.0,8.0,24,17.0,45.0,34.0,84.0,4.0,12.0,93.0,18.0,111.0,11.0,7.0,28.0,20.0,45.0,240.0,1.0,11.0,29.0,42,1.0,72,12.0,84,3.0,34.0,24.0,10.0,35.0,13.0,24.0,24.0,11.0,59,14,19.0,1.0,53,2.0,1.0,1.0,73.0,2.0,3.0,10.0,8.0,70.0,3.0,20.0,7.0,5.0,3.0,1.0,5.0,3.0,,,45.0,351,7.0,7.0,0.288135593220339,0.2982456140350877,0.46825396825396826,0.6153846153846154,0.3333333333333333,0.518348623853211,0.6111111111111112,0.358974358974359,0.5673469387755102,0.65,0.4489795918367347,0.09523809523809523,0.1836734693877551,0.09523809523809523,17.421203438395416,0.5932203389830508,0.02564102564102564,0.07304347826086957,0.019572953736654804,0.1318181818181818,0.006097560975609756,0.08930817610062892,0.01652892561983471,0.026143790849673203,0.011627906976744186,0.02109704641350211,,0.02,0.04864864864864865,0.06666666666666667,0.1,0.1165644171779141,0.17543859649122806,0.028846153846153848,0.6,0.22477064220183487,0.5918367346938775,0.725,0.3448275862068966,0.0963302752293578,0.2857142857142857,0.3157894736842105,,0.25688073394495414,0.42857142857142855,0.43636363636363634,0.2916666666666667,0.2222222222222222,0.25,,0.23076923076923078,0.4444444444444444,0.6467889908256881,0.5097463133640553,0.45523125,0.4734602564102565,0.10504201680672269,0.13986013986013987,0.09473684210526316,0.15789473684210525,10.271428571428574,0.22794591113972956,10.0,26.0,,,4.0,26.0,66.0,2.0,5.0,4.0,11.0,36.0,92.0,2.0,5.0,4.0,15.0,84.0,24.0,,66.0,26.0,2.0,,3.0,,3.0,8.0,5.0,0.7777777777777778,0.391304347826087,0.4,0.26666666666666666,0.391304347826087,0.42201834862385323,0.021739130434782608,0.017857142857142856,0.015151515151515152,,0.11926605504587157,0.38461538461538464,0.4,0.9,0.30275229357798167,0.3939393939393939,0.4,0.7307692307692307,,0.2777777777777778,0.4,1.0,0.10256410256410256,,0.28205128205128205,0.36363636363636365,0.3939393939393939,0.05263157894736842,25.099999999999998,,2.0,2.0,1.0,0.038461538461538464,,,,,,,True,,
2449,1610612754,Luis Scola,Luis Scola,2449,IND,46116.0,769,62.0,1512,1514,345,367,169,3026,82.0,136.0,29.0,47.0,13.0,21.0,28.0,63.0,48,111,158,310,77.0,399,1509,33.0,56.0,14.0,80.0,29.0,57,16.0,77.0,196.0,120.0,48.0,22.0,30.0,16.0,46.0,14.0,2.0,20.0,5.0,5.0,108.0,14.0,52.0,45.0,120,18.0,183,68.0,251,6.0,24.0,16.0,8.0,24.0,3.0,13.0,16.0,11.0,40,4,29.0,8.0,88,4.0,11.0,3.0,96.0,6.0,10.0,2.0,3.0,106.0,15.0,55.0,6.0,8.0,4.0,3.0,9.0,4.0,1.0,1.0,77.0,340,5.0,5.0,0.620253164556962,0.7313432835820896,0.5096774193548387,0.5892857142857143,0.5087719298245614,0.5015576323987538,0.5892857142857143,0.49193548387096775,0.5435967302452316,0.6349206349206349,0.5202702702702703,0.07096774193548387,0.11764705882352941,0.07936507936507936,23.812316715542522,0.6,0.45,0.225140712945591,0.09774436090225563,0.20270270270270271,0.07865168539325842,0.2185430463576159,0.09295774647887324,0.10555555555555556,0.1476510067114094,0.054187192118226604,0.07874015748031496,0.0784313725490196,0.21428571428571427,0.19883040935672514,0.25773195876288657,0.19875776397515527,0.21311475409836064,0.045112781954887216,0.4444444444444444,0.4236760124610592,0.6029411764705882,0.6833333333333333,0.4634146341463415,0.19626168224299065,0.4444444444444444,0.4827586206896552,0.5,0.34579439252336447,0.43243243243243246,0.43636363636363634,0.9583333333333334,0.8392857142857143,0.6170212765957447,0.06896551724137931,0.3387096774193548,0.6190476190476191,0.45794392523364486,0.49385705329153606,0.5498957446808511,0.4651674999999999,0.1523545706371191,0.15714285714285714,0.20050125313283207,0.19298245614035087,8.79290322580645,0.22817460317460317,2.0,6.0,,1.0,2.0,,5.0,,,,3.0,2.0,11.0,,,1.0,5.0,6.0,,2.0,3.0,,1.0,2.0,2.0,,6.0,,,1.0,0.18181818181818182,,0.2,0.2222222222222222,0.03426791277258567,0.09090909090909091,0.009009009009009009,0.2,0.04,0.018691588785046728,0.3333333333333333,0.3333333333333333,1.0,0.01557632398753894,,,,,,,,0.03225806451612903,0.5,0.04838709677419355,,,,29.809090909090912,,2.0,,1.0,,,,1.0,1.0,,,True,,
2561,1610612754,David West,David West,2561,IND,61400.0,1023,-81.0,1975,1966,565,584,228,3941,47.0,79.0,20.0,25.0,8.0,16.0,35.0,97.0,97,198,179,374,54.0,421,2092,32.0,52.0,7.0,71.0,39.0,88,35.0,116.0,266.0,92.0,32.0,12.0,83.0,34.0,117.0,16.0,18.0,41.0,25.0,17.0,268.0,10.0,45.0,42.0,113,12.0,167,64.0,231,6.0,27.0,11.0,16.0,38.0,9.0,26.0,27.0,12.0,65,17,44.0,1.0,88,1.0,11.0,8.0,79.0,1.0,6.0,2.0,,70.0,4.0,19.0,18.0,27.0,16.0,9.0,28.0,11.0,,2.0,112.0,552,12.0,15.0,0.7430167597765364,0.8159509202453987,0.4786096256684492,0.6153846153846154,0.4431818181818182,0.4729381443298969,0.5925925925925926,0.421875,0.5,0.5916666666666667,0.48739495798319327,0.03208556149732621,0.08860759493670886,0.041237113402061855,21.76444245409763,0.5846153846153846,0.21818181818181817,0.15290933694181327,0.06097560975609756,0.16091954022988506,0.04672897196261682,0.155,0.05777310924369748,0.07291666666666667,0.055776892430278883,0.0576271186440678,0.05517241379310345,0.028985507246376812,0.13656387665198239,0.16071428571428573,0.1597222222222222,0.15577889447236182,0.1774193548387097,0.031413612565445025,0.39285714285714285,0.2036082474226804,0.5949367088607594,0.6527777777777778,0.5531914893617021,0.25,0.36082474226804123,0.3763440860215054,0.5428571428571428,0.5103092783505154,0.4898989898989899,0.49238578680203043,0.9072164948453608,0.46296296296296297,0.8,0.15,0.16666666666666666,0.5,0.23969072164948454,0.43567873711340205,0.5093362745098039,0.4095354166666667,0.04714640198511166,0.04884318766066838,0.16864608076009502,0.2755344418052256,12.24625668449198,0.28607594936708863,1.0,3.0,1.0,,1.0,2.0,11.0,,1.0,1.0,7.0,3.0,14.0,,2.0,1.0,8.0,9.0,,,11.0,2.0,,9.0,1.0,1.0,6.0,,,1.0,0.21428571428571427,,0.125,0.21428571428571427,0.03608247422680412,,0.005050505050505051,,0.15789473684210525,0.007731958762886598,0.3333333333333333,0.3333333333333333,1.0,0.028350515463917526,0.18181818181818182,0.18181818181818182,1.0,0.018518518518518517,0.018518518518518517,,,0.010416666666666666,,0.07291666666666667,0.14285714285714285,0.18181818181818182,,24.957142857142856,,4.0,,2.0,,,,1.0,1.0,,,True,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,50860.0,848,-41.0,1595,1592,369,320,186,3187,40.0,76.0,19.0,29.0,10.0,16.0,64.0,152.0,30,74,134,302,51.0,319,1671,26.0,43.0,13.0,65.0,31.0,54,24.0,86.0,166.0,102.0,34.0,19.0,28.0,8.0,36.0,3.0,5.0,22.0,2.0,4.0,80.0,6.0,54.0,33.0,118,14.0,165,62.0,227,4.0,6.0,5.0,1.0,26.0,,14.0,19.0,12.0,45,9,60.0,2.0,94,3.0,8.0,8.0,95.0,2.0,17.0,5.0,5.0,63.0,3.0,21.0,13.0,51.0,36.0,15.0,51.0,32.0,1.0,4.0,84.0,360,2.0,9.0,0.6194029850746269,0.7094017094017094,0.44370860927152317,0.6046511627906976,0.5740740740740741,0.44370860927152317,0.6046511627906976,0.5740740740740741,0.47897897897897895,0.6632653061224489,0.6417910447761194,0.06291390728476821,0.18421052631578946,0.03289473684210526,20.81949058693245,0.5777777777777777,0.35,0.19155844155844157,0.08866995073891626,0.14864864864864866,0.03592814371257485,0.1801909307875895,0.07731958762886598,0.14792899408284024,0.06637168141592921,0.06542056074766354,0.03669724770642202,0.034482758620689655,0.1935483870967742,0.2094240837696335,0.17573221757322174,0.16981132075471697,0.09523809523809523,0.026845637583892617,0.6274509803921569,0.25165562913907286,0.5263157894736842,0.6451612903225806,0.475,0.5033112582781457,0.42105263157894735,0.43537414965986393,0.5625,0.24503311258278146,0.40540540540540543,0.40540540540540543,0.9333333333333333,0.6744186046511628,0.6551724137931034,0.05263157894736842,0.2962962962962963,0.625,0.25165562913907286,0.43598642384105973,0.5465820512820513,0.43943333333333334,0.065625,0.065625,0.20376175548589343,0.26959247648902823,9.005298013245033,0.23134796238244515,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,True,,
203524,1610612754,Solomon Hill,Solomon Hill,203524,IND,53079.0,885,-163.0,1678,1681,399,353,205,3359,43.0,84.0,9.0,16.0,13.0,18.0,11.0,39.0,8,28,62,151,47.0,237,1823,9.0,22.0,10.0,34.0,19.0,38,26.0,67.0,40.0,84.0,14.0,23.0,50.0,12.0,62.0,7.0,5.0,20.0,5.0,25.0,136.0,4.0,22.0,35.0,53,2.0,90,27.0,117,4.0,30.0,20.0,10.0,27.0,5.0,19.0,17.0,8.0,44,11,36.0,2.0,63,3.0,3.0,,46.0,1.0,2.0,4.0,3.0,59.0,5.0,25.0,7.0,7.0,5.0,,8.0,6.0,2.0,,66.0,396,6.0,6.0,0.3225806451612903,0.36363636363636365,0.4105960264900662,0.4090909090909091,0.5,0.4166666666666667,0.4,0.4270833333333333,0.4647058823529412,0.4857142857142857,0.5403225806451613,0.152317880794702,0.20238095238095238,0.10256410256410256,15.613577023498696,0.6136363636363636,0.047619047619047616,0.08922558922558922,0.03374233128834356,0.15486725663716813,0.0223463687150838,0.1073170731707317,0.031287605294825514,0.040229885057471264,0.030042918454935622,0.0326530612244898,0.01652892561983471,0.034482758620689655,0.07386363636363637,0.0748663101604278,0.11255411255411256,0.1676300578034682,0.11320754716981132,0.034482758620689655,0.75,0.3684210526315789,0.5119047619047619,0.6417910447761194,0.37209302325581395,0.17105263157894737,0.28205128205128205,0.3142857142857143,,0.12280701754385964,0.2857142857142857,0.3076923076923077,0.5,0.5333333333333333,0.5625,0.1111111111111111,0.375,0.7222222222222222,0.706140350877193,0.5219668859649123,0.5533910714285715,0.4996562499999999,0.10080645161290322,0.14619883040935672,0.14345991561181434,0.28270042194092826,6.456953642384106,0.23778307508939214,9.0,24.0,2.0,1.0,5.0,13.0,53.0,1.0,6.0,,5.0,22.0,77.0,2.0,8.0,1.0,10.0,63.0,3.0,,53.0,13.0,1.0,1.0,1.0,1.0,5.0,,,0.9545454545454546,0.2857142857142857,0.25,0.1,0.2857142857142857,0.33771929824561403,0.012987012987012988,0.07142857142857142,,0.0196078431372549,0.10526315789473684,0.375,0.391304347826087,1.0,0.2324561403508772,0.24528301886792453,0.24528301886792453,0.9230769230769231,0.06666666666666667,0.2,0.16666666666666666,1.0,0.10416666666666667,0.2,0.10416666666666667,,0.24528301886792453,,25.00649350649351,1.0,4.0,,2.0,0.041666666666666664,0.5,1.0,1.0,1.0,,,True,,
201588,1610612754,George Hill,George Hill,201588,IND,30728.0,512,67.0,988,979,378,359,101,1967,39.0,59.0,3.0,4.0,14.0,26.0,27.0,52.0,20,46,86,157,49.0,308,997,5.0,9.0,7.0,23.0,34.0,62,30.0,125.0,34.0,138.0,,8.0,59.0,18.0,77.0,14.0,4.0,14.0,13.0,32.0,172.0,3.0,5.0,18.0,41,3.0,62,9.0,71,2.0,12.0,6.0,6.0,17.0,3.0,10.0,8.0,7.0,25,10,19.0,,52,1.0,1.0,2.0,63.0,,1.0,9.0,1.0,63.0,4.0,20.0,13.0,6.0,4.0,2.0,6.0,4.0,,,118.0,369,8.0,8.0,0.19767441860465115,0.19767441860465115,0.5477707006369427,0.5555555555555556,0.5483870967741935,0.5418410041841004,0.6153846153846154,0.510752688172043,0.5727611940298507,0.6875,0.5636363636363636,0.050955414012738856,0.0847457627118644,0.038461538461538464,26.491862567811932,0.68,0.0967741935483871,0.10904255319148937,0.014705882352941176,0.13043478260869565,0.02654867256637168,0.11478599221789883,0.017660044150110375,0.02040816326530612,0.01904761904761905,0.0072992700729927005,0.023809523809523808,0.034482758620689655,0.10810810810810811,0.12280701754385964,0.09933774834437085,0.14018691588785046,0.0967741935483871,0.01818181818181818,0.6666666666666666,0.24686192468619247,0.6610169491525424,0.7222222222222222,0.28205128205128205,0.2175732217573222,0.5192307692307693,0.54,0.14814814814814814,0.19246861924686193,0.43478260869565216,0.4444444444444444,0.1,0.3076923076923077,0.75,0.6666666666666666,0.27956989247311825,0.5384615384615384,0.5899581589958159,0.49078143459915613,0.5055,0.47576868131868133,0.0784313725490196,0.11560693641618497,0.07467532467532467,0.40584415584415584,8.979617834394903,0.3825910931174089,9.0,22.0,,2.0,5.0,20.0,60.0,2.0,4.0,7.0,26.0,29.0,82.0,2.0,4.0,9.0,31.0,66.0,21.0,2.0,58.0,20.0,1.0,1.0,1.0,,,1.0,,0.7586206896551724,0.35365853658536583,0.5,0.2903225806451613,0.3625,0.34309623430962344,0.012195121951219513,0.021739130434782608,,0.02702702702702703,0.09205020920502092,0.4090909090909091,0.42857142857142855,0.8888888888888888,0.2510460251046025,0.3333333333333333,0.3333333333333333,0.7,,0.3076923076923077,0.5,0.5,0.053763440860215055,0.4,0.27956989247311825,0.2692307692307692,0.3448275862068966,,25.989024390243895,,,,,0.045454545454545456,,,,,,,True,,
202331,1610612754,Paul George,Paul George,202331,IND,4446.0,74,2.0,144,143,54,47,22,287,4.0,11.0,2.0,3.0,1.0,5.0,1.0,4.0,3,10,8,25,6.0,49,143,2.0,5.0,,7.0,4.0,12,4.0,21.0,4.0,12.0,4.0,,5.0,1.0,6.0,,1.0,,2.0,3.0,13.0,1.0,3.0,7.0,9,1.0,17,4.0,21,1.0,4.0,3.0,1.0,3.0,3.0,2.0,7.0,1.0,10,1,2.0,,10,2.0,,1.0,5.0,,1.0,,,9.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,,21.0,54,2.0,1.0,0.25,0.3333333333333333,0.32,0.4,0.3333333333333333,0.4673913043478261,0.5833333333333334,0.40476190476190477,0.49,0.5833333333333334,0.4375,,,,35.08771929824562,0.3,0.25,0.17307692307692307,0.057692307692307696,0.2916666666666667,0.05,0.21052631578947367,0.05555555555555555,0.1,,0.06666666666666667,0.07692307692307693,,0.26666666666666666,,0.2631578947368421,0.3333333333333333,0.16666666666666666,0.037037037037037035,1.0,0.2391304347826087,0.36363636363636365,0.36363636363636365,0.25,0.08695652173913043,0.25,0.25,,0.21739130434782608,0.3,0.3,0.3333333333333333,0.5,0.6666666666666666,,0.23809523809523808,0.2,0.6956521739130435,0.5076467391304348,0.5053300000000001,0.4824928571428571,0.061224489795918366,0.10714285714285714,0.14285714285714285,0.42857142857142855,8.956,0.375,1.0,5.0,,,2.0,8.0,16.0,1.0,1.0,3.0,7.0,9.0,21.0,1.0,1.0,3.0,9.0,24.0,3.0,,16.0,8.0,,,1.0,,1.0,1.0,,0.8888888888888888,0.42857142857142855,1.0,0.3333333333333333,0.42857142857142855,0.45652173913043476,,,,,0.10869565217391304,0.2,0.2,1.0,0.34782608695652173,0.5,0.5,0.875,,0.16666666666666666,1.0,1.0,0.09523809523809523,,0.3333333333333333,0.42857142857142855,0.5,,25.666666666666668,,,,,,,,,,,,True,,
