EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Corner3PctBlocked,DefensiveGoaltends,HeaveMakes,Clear Path Fouls,Defensive 3 Seconds Violations,OffensiveGoaltends,on
1713,1610612763,Vince Carter,Vince Carter,1713,MEM,19384.0,323,54,631,606,204,159.0,79,1237,8.0,19.0,3.0,9.0,2.0,7.0,4.0,14.0,3.0,10.0,2.0,2.0,12.0,44.0,4.0,7.0,21.0,12.0,40.0,15.0,54.0,17.0,86.0,625,3.0,10.0,4.0,6.0,1.0,7.0,9.0,23.0,9.0,38.0,10.0,14.0,39.0,6.0,2.0,1.0,43.0,12.0,4.0,1.0,20.0,6.0,26.0,4.0,2.0,11.0,4.0,5.0,58.0,3.0,11.0,8.0,21.0,2.0,31.0,14.0,45.0,3.0,10.0,8.0,2.0,7.0,3.0,6.0,6.0,1.0,1.0,13.0,6.0,19.0,1.0,36.0,2.0,2.0,22.0,2.0,1.0,1.0,22.0,8.0,3.0,4.0,3.0,1.0,4.0,1.0,37.0,199,3.0,2.0,0.4166666666666667,0.45454545454545453,0.8666666666666667,0.2777777777777778,0.391304347826087,0.2830188679245283,0.3,0.3,0.14285714285714285,0.3670212765957447,0.21428571428571427,0.48333333333333334,0.4095238095238095,0.21428571428571427,0.5277777777777778,0.574468085106383,0.018518518518518517,0.1,0.10526315789473684,0.2857142857142857,0.022727272727272728,16.38888888888889,0.5384615384615384,0.08695652173913043,0.10396039603960396,0.048034934497816595,0.08421052631578947,0.0375,0.09764309764309764,0.045307443365695796,0.03076923076923077,0.05555555555555555,0.05405405405405406,0.03333333333333333,0.05,0.08108108108108109,0.046153846153846156,0.19047619047619047,0.08571428571428572,0.08,0.04918032786885246,0.25,0.20212765957446807,0.42105263157894735,0.47058823529411764,0.5,0.07446808510638298,0.14893617021276595,0.2857142857142857,0.2857142857142857,0.25,0.10638297872340426,0.3,0.3,1.0,0.46808510638297873,0.2727272727272727,0.27906976744186046,0.8333333333333334,0.6428571428571429,0.3333333333333333,0.2857142857142857,0.06666666666666667,0.06666666666666667,1.0,0.7,0.3333333333333333,0.776595744680851,0.27906976744186046,0.5068112903225807,0.5560222222222221,0.47395862068965516,0.0784313725490196,0.16666666666666666,0.06976744186046512,0.4418604651162791,8.68,26.325925925925926,0.3232963549920761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,94871.0,1581,131,3040,3012,700,682.0,333,6052,102.0,170.0,5.0,9.0,41.0,148.0,40.0,99.0,16.0,35.0,3.0,7.0,68.0,173.0,14.0,17.0,50.0,205.0,417.0,84.0,208.0,141.0,803.0,3172,9.0,22.0,17.0,46.0,47.0,101.0,20.0,57.0,64.0,218.0,104.0,306.0,174.0,78.0,4.0,3.0,170.0,68.0,33.0,2.0,247.0,36.0,283.0,18.0,18.0,128.0,46.0,73.0,602.0,6.0,15.0,44.0,76.0,2.0,122.0,23.0,145.0,4.0,69.0,39.0,30.0,84.0,12.0,60.0,31.0,24.0,2.0,115.0,27.0,40.0,4.0,100.0,3.0,4.0,154.0,4.0,4.0,23.0,160.0,57.0,23.0,9.0,5.0,3.0,9.0,5.0,205.0,681,8.0,14.0,0.25365853658536586,0.2561576354679803,0.6904761904761905,0.40384615384615385,0.3508771929824561,0.4097560975609756,0.49160671462829736,0.4090909090909091,0.46534653465346537,0.5296,0.5384615384615384,0.4873417721518987,0.5716332378223495,0.5609756097560976,0.5544041450777202,0.3328,0.009615384615384616,0.07913669064748201,0.11176470588235295,0.08108108108108109,0.011560693641618497,23.77888271424393,0.7304347826086957,0.02531645569620253,0.07875647668393783,0.013416815742397137,0.10328638497652583,0.021352313167259787,0.08626887131560029,0.01501072194424589,0.026785714285714284,0.007444168734491315,0.0079155672823219,0.019801980198019802,0.02531645569620253,0.05228758169934641,0.06402439024390244,0.11782477341389729,0.10714285714285714,0.09322033898305085,0.013468013468013467,0.5555555555555556,0.272,0.6,0.6754966887417219,0.3235294117647059,0.2368,0.1584,0.40404040404040403,0.41237113402061853,0.3,0.056,0.45714285714285713,0.45714285714285713,0.8125,0.2768,0.3930635838150289,0.39766081871345027,0.6617647058823529,0.23076923076923078,0.5555555555555556,0.358974358974359,0.25949367088607594,0.04430379746835443,0.42857142857142855,0.31645569620253167,0.34,0.6048,0.4,0.5065899517684884,0.5069675675675676,0.4741780645161291,0.0874074074074074,0.1223175965665236,0.057285180572851806,0.2714819427148194,8.096402877697843,25.458653846153847,0.23026315789473684,24.0,63.0,3.0,3.0,5.0,8.0,4.0,2.0,7.0,5.0,2.0,5.0,8.0,1.0,6.0,2.0,1.0,0.47058823529411764,0.020202020202020204,0.02857142857142857,0.42567567567567566,0.4632352941176471,0.1111111111111111,0.2,0.07692307692307693,1.0,1.0,0.35714285714285715,1.0,0.5853658536585366,0.009569377990430622,,,,,,,,,,,,True
201145,1610612763,Jeff Green,Jeff Green,201145,MEM,48896.0,815,-78,1554,1543,340,294.0,162,3097,61.0,96.0,7.0,14.0,14.0,74.0,12.0,41.0,7.0,24.0,1.0,7.0,18.0,54.0,5.0,8.0,18.0,95.0,211.0,25.0,78.0,58.0,323.0,1699,12.0,27.0,9.0,31.0,13.0,32.0,9.0,25.0,17.0,70.0,92.0,98.0,60.0,15.0,16.0,,54.0,18.0,22.0,,37.0,12.0,49.0,3.0,9.0,12.0,12.0,13.0,110.0,4.0,25.0,25.0,45.0,5.0,75.0,29.0,104.0,10.0,13.0,7.0,6.0,21.0,3.0,13.0,17.0,8.0,5.0,38.0,7.0,19.0,2.0,52.0,4.0,1.0,61.0,1.0,1.0,3.0,69.0,31.0,6.0,13.0,10.0,3.0,15.0,9.0,68.0,325,10.0,5.0,0.4842105263157895,0.5287356321839081,0.8,0.32051282051282054,0.36,0.32051282051282054,0.45023696682464454,0.4444444444444444,0.40625,0.458477508650519,0.375,0.4649122807017544,0.5062695924764891,0.40789473684210525,0.5384615384615384,0.2698961937716263,,0.10426540284360189,0.10416666666666667,0.14864864864864866,,20.47018348623853,0.5526315789473685,0.13157894736842105,0.09513742071881606,0.04488330341113106,0.10460251046025104,0.024242424242424242,0.09831460674157304,0.04016620498614958,0.05442176870748299,0.049107142857142856,0.03225806451612903,0.02564102564102564,0.020833333333333332,0.11278195488721804,0.08641975308641975,0.0898876404494382,0.10052910052910052,0.12,0.0684931506849315,0.6,0.33217993079584773,0.6354166666666666,0.7093023255813954,0.5245901639344263,0.2560553633217993,0.14186851211072665,0.2926829268292683,0.3,0.4166666666666667,0.08304498269896193,0.2916666666666667,0.2916666666666667,1.0,0.18685121107266436,0.3333333333333333,0.3333333333333333,0.7222222222222222,0.3888888888888889,0.5,0.1388888888888889,0.24561403508771928,0.12280701754385964,0.14285714285714285,0.3157894736842105,0.4444444444444444,0.6020761245674741,0.3333333333333333,0.5049060553633222,0.5449637931034482,0.5003780701754384,0.10223642172523961,0.13247863247863248,0.09597523219814241,0.21671826625386997,6.986729857819904,24.83076923076923,0.2187902187902188,10.0,22.0,,4.0,1.0,1.0,4.0,,3.0,3.0,2.0,2.0,8.0,,,1.0,,0.1111111111111111,0.024390243902439025,,0.2972972972972973,0.3492063492063492,0.4090909090909091,0.14285714285714285,0.1111111111111111,,,0.2,,0.7142857142857143,0.012658227848101266,1.0,2.0,2.0,,,,,,,,,True
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,116451.0,1941,144,3724,3691,930,803.0,402,7415,141.0,204.0,26.0,40.0,50.0,311.0,97.0,254.0,,,,,3.0,13.0,2.0,1.0,9.0,385.0,769.0,3.0,13.0,231.0,1010.0,3891,44.0,76.0,2.0,112.0,84.0,160.0,1.0,9.0,106.0,277.0,502.0,268.0,6.0,3.0,36.0,4.0,9.0,3.0,33.0,,176.0,50.0,226.0,34.0,16.0,115.0,21.0,40.0,502.0,18.0,59.0,109.0,247.0,30.0,386.0,82.0,468.0,12.0,59.0,43.0,16.0,64.0,10.0,41.0,54.0,23.0,7.0,118.0,32.0,72.0,2.0,140.0,20.0,12.0,281.0,6.0,29.0,8.0,284.0,123.0,34.0,97.0,55.0,36.0,101.0,63.0,268.0,904,11.0,27.0,0.6519480519480519,0.6839237057220708,0.6666666666666666,0.23076923076923078,0.1111111111111111,0.3333333333333333,0.5006501950585176,0.5789473684210527,0.525,0.49808184143222506,0.5641025641025641,0.5059171597633136,0.5561674008810573,0.6153846153846154,0.6074561403508771,0.016624040920716114,,0.04291287386215865,0.11274509803921569,0.028938906752411574,,24.498087954110897,0.5423728813559322,0.30612244897959184,0.20826306913996628,0.04363905325443787,0.19854280510018216,0.05278592375366569,0.20518731988472622,0.045481393975191964,0.055,0.045174537987679675,0.03225806451612903,0.053497942386831275,0.05102040816326531,0.22070844686648503,0.20347394540942929,0.20192307692307693,0.2103960396039604,0.16551724137931034,0.0339943342776204,0.6237623762376238,0.2608695652173913,0.6911764705882353,0.7790055248618785,0.6737588652482269,0.3976982097186701,0.3248081841432225,0.38188976377952755,0.383399209486166,0.8350515463917526,,,,,0.016624040920716114,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5128205128205128,0.65,0.02564102564102564,0.2958579881656805,,,0.05325443786982249,0.1111111111111111,0.2774936061381074,0.3333333333333333,0.4587177377892033,0.507236507936508,0.46149999999999997,0.14187643020594964,0.14302325581395348,0.11089108910891089,0.2742574257425743,9.679973992197658,36.04615384615384,0.24973147153598282,35.0,147.0,,,,,24.0,5.0,10.0,6.0,5.0,1.0,32.0,,,1.0,6.0,,0.003937007874015748,0.05952380952380952,0.47266881028938906,0.4867549668874172,0.5102040816326531,0.2692307692307692,,,,,,0.7,0.07142857142857142,,4.0,2.0,2.0,5.0,,,,,,,True
201584,1610612763,Courtney Lee,Courtney Lee,201584,MEM,141266.0,2354,120,4503,4484,1167,1063.0,501,8987,68.0,109.0,3.0,10.0,18.0,116.0,89.0,194.0,31.0,79.0,8.0,15.0,59.0,145.0,14.0,19.0,57.0,198.0,419.0,90.0,224.0,111.0,777.0,4729,17.0,41.0,24.0,67.0,37.0,75.0,27.0,72.0,46.0,201.0,238.0,158.0,267.0,3.0,,1.0,144.0,59.0,16.0,2.0,117.0,34.0,151.0,25.0,9.0,45.0,30.0,42.0,336.0,2.0,19.0,64.0,90.0,3.0,157.0,21.0,178.0,9.0,75.0,50.0,25.0,43.0,14.0,33.0,35.0,10.0,5.0,78.0,21.0,54.0,8.0,129.0,1.0,2.0,70.0,3.0,3.0,3.0,129.0,34.0,17.0,11.0,3.0,6.0,12.0,8.0,191.0,1141,7.0,9.0,0.601010101010101,0.601010101010101,0.9888888888888889,0.4017857142857143,0.375,0.40358744394618834,0.47255369928400953,0.4146341463414634,0.49333333333333335,0.5178849144634525,0.46923076923076923,0.5272108843537415,0.5428156748911466,0.49242424242424243,0.5710059171597633,0.3483670295489891,0.008928571428571428,0.03818615751789976,0.09174311926605505,0.034482758620689655,0.006896551724137931,15.083579154375615,0.5512820512820513,0.02459016393442623,0.062370062370062374,0.011592434411226357,0.095952023988006,0.0045662100456621,0.07298578199052133,0.010110736639383727,0.0205761316872428,0.005136986301369863,0.01054481546572935,0.006389776357827476,,0.047619047619047616,0.08176100628930817,0.057539682539682536,0.10080645161290322,0.08187134502923976,0.02710843373493976,0.6666666666666666,0.16951788491446346,0.6238532110091743,0.6868686868686869,0.5441176470588235,0.18040435458786935,0.30171073094867806,0.4587628865979381,0.4635416666666667,0.6966292134831461,0.12286158631415241,0.3924050632911392,0.3974358974358974,1.0,0.2255054432348367,0.4068965517241379,0.4097222222222222,0.9830508474576272,0.15384615384615385,0.3,0.2153846153846154,0.12244897959183673,0.10204081632653061,0.5333333333333333,0.3877551020408163,0.3333333333333333,0.5178849144634525,0.4097222222222222,0.4993708722741436,0.48205740740740743,0.4868705479452054,0.050595238095238096,0.07589285714285714,0.08622908622908623,0.25868725868725867,11.48377088305489,24.757142857142863,0.25916055962691537,12.0,41.0,4.0,10.0,5.0,9.0,6.0,,5.0,6.0,3.0,2.0,5.0,,32.0,,2.0,0.375,0.010309278350515464,,0.35344827586206895,0.36607142857142855,0.4878048780487805,0.3333333333333333,0.15384615384615385,0.4,1.0,0.35714285714285715,1.0,0.6666666666666666,,2.0,1.0,1.0,,,0.012658227848101266,,,,,,True
201585,1610612763,Kosta Koufos,Kosta Koufos,201585,MEM,27006.0,450,22,833,843,223,224.0,107,1676,29.0,49.0,10.0,19.0,14.0,43.0,3.0,13.0,,,,,,,,,,55.0,105.0,,,18.0,128.0,875,12.0,25.0,,28.0,10.0,23.0,,,8.0,28.0,86.0,24.0,,,16.0,,,,6.0,,12.0,3.0,15.0,1.0,2.0,2.0,1.0,9.0,33.0,16.0,24.0,27.0,59.0,11.0,97.0,42.0,139.0,3.0,10.0,7.0,3.0,5.0,1.0,1.0,10.0,4.0,1.0,15.0,5.0,24.0,2.0,58.0,8.0,7.0,29.0,,5.0,1.0,31.0,12.0,5.0,24.0,15.0,9.0,24.0,17.0,28.0,223,6.0,4.0,0.7818181818181819,0.9148936170212766,,,,,0.5238095238095238,0.48,0.43478260869565216,0.5238095238095238,0.48,0.43478260869565216,0.5333333333333333,0.4666666666666667,0.4827586206896552,,,0.05714285714285714,0.10204081632653061,0.023255813953488372,,13.900414937759335,0.3333333333333333,0.4230769230769231,0.2114695340501792,0.07766990291262135,0.20930232558139536,0.1523809523809524,0.2107843137254902,0.0966183574879227,0.10989010989010989,0.08490566037735849,0.044642857142857144,0.1282051282051282,0.2222222222222222,0.21649484536082475,0.19047619047619047,0.22448979591836735,0.22549019607843138,0.14814814814814814,0.06818181818181818,0.7083333333333334,0.4666666666666667,0.5918367346938775,0.6590909090909091,0.6551724137931034,0.4095238095238095,0.12380952380952381,0.23076923076923078,0.23076923076923078,1.0,,,,,,,,,0.76,0.5263157894736842,,0.6086956521739131,,,,,0.4666666666666667,,0.5114952380952379,0.565775,0.5378217391304349,0.10434782608695652,0.10434782608695652,0.21875,0.21875,5.950476190476192,,0.26770708283313327,7.0,23.0,,,,,4.0,2.0,1.0,1.0,,,2.0,,,,,,,0.07692307692307693,0.5348837209302325,0.5476190476190477,0.9130434782608695,0.1,,,,,,0.5,,,,,,,,4.0,,,,,True
2216,1610612763,Zach Randolph,Zach Randolph,2216,MEM,101073.0,1685,180,3232,3186,836,693.0,361,6418,199.0,304.0,59.0,100.0,73.0,177.0,55.0,159.0,,2.0,,1.0,4.0,13.0,2.0,1.0,6.0,320.0,640.0,4.0,15.0,173.0,825.0,3320,67.0,125.0,2.0,176.0,63.0,145.0,1.0,7.0,60.0,189.0,320.0,320.0,9.0,3.0,94.0,5.0,6.0,2.0,60.0,,72.0,30.0,102.0,27.0,3.0,33.0,25.0,14.0,234.0,27.0,130.0,97.0,266.0,26.0,389.0,160.0,549.0,26.0,56.0,35.0,21.0,59.0,13.0,33.0,58.0,26.0,9.0,117.0,29.0,42.0,1.0,126.0,14.0,17.0,218.0,1.0,28.0,7.0,230.0,107.0,22.0,12.0,8.0,4.0,12.0,9.0,187.0,817,9.0,20.0,0.5,0.5860805860805861,0.75,0.26666666666666666,0.14285714285714285,0.2,0.5,0.536,0.43448275862068964,0.49770992366412214,0.5275590551181102,0.4243421052631579,0.5449141347424042,0.5866666666666667,0.48711340206185566,0.022900763358778626,,0.09375,0.1118421052631579,0.12994350282485875,,23.87855579868709,0.5042735042735043,0.29545454545454547,0.251180358829084,0.1086048454469507,0.21271929824561403,0.09152542372881356,0.2396039603960396,0.10522788203753351,0.16714697406340057,0.09438202247191012,0.07407407407407407,0.0947867298578199,0.08333333333333333,0.1933534743202417,0.2706552706552707,0.2838196286472148,0.1880597014925373,0.2809917355371901,0.09848484848484848,0.75,0.46412213740458014,0.6546052631578947,0.737037037037037,0.5326633165829145,0.27022900763358776,0.24274809160305344,0.34591194968553457,0.3525641025641026,0.509090909090909,0.0030534351145038168,,,,0.01984732824427481,0.3076923076923077,0.3076923076923077,0.75,0.7874015748031497,0.59,0.015748031496062992,0.48026315789473684,0.006578947368421052,,0.039473684210526314,0.16666666666666666,0.4870229007633588,0.3333333333333333,0.49360123076923057,0.5774814285714285,0.5041500000000001,0.145578231292517,0.1486111111111111,0.21333333333333335,0.2290909090909091,7.1534375,34.72,0.25866336633663367,43.0,66.0,,,,,42.0,3.0,11.0,12.0,2.0,2.0,27.0,,,,,,0.018867924528301886,0.0379746835443038,0.3728813559322034,0.42857142857142855,0.3939393939393939,0.06779661016949153,,,,,,0.589041095890411,,1.0,,,,4.0,,,2.0,1.0,1.0,,True
201979,1610612763,Nick Calathes,Nick Calathes,201979,MEM,11597.0,193,8,369,379,152,125.0,46,748,16.0,26.0,1.0,5.0,10.0,14.0,1.0,6.0,,3.0,,1.0,1.0,9.0,,,4.0,23.0,46.0,1.0,12.0,7.0,56.0,360,3.0,7.0,1.0,6.0,7.0,17.0,,5.0,6.0,20.0,28.0,18.0,3.0,,,,9.0,1.0,7.0,,28.0,6.0,34.0,4.0,2.0,14.0,8.0,6.0,74.0,2.0,7.0,9.0,10.0,1.0,20.0,9.0,29.0,2.0,15.0,9.0,6.0,12.0,3.0,12.0,7.0,,,19.0,3.0,8.0,,29.0,2.0,1.0,13.0,,,,12.0,6.0,2.0,1.0,,1.0,1.0,1.0,17.0,148,5.0,,0.6086956521739131,0.6086956521739131,1.0,0.08333333333333333,,0.08333333333333333,0.5,0.42857142857142855,0.4117647058823529,0.4224137931034483,0.375,0.3181818181818182,0.45161290322580644,0.375,0.4,0.20689655172413793,,0.15217391304347827,0.15384615384615385,0.14285714285714285,,19.10377358490566,0.631578947368421,0.09090909090909091,0.09345794392523364,0.05511811023622047,0.13846153846153847,0.041666666666666664,0.11046511627906977,0.05142857142857143,0.045454545454545456,0.08888888888888889,0.02631578947368421,0.030303030303030304,0.06666666666666667,,0.11428571428571428,0.15,0.1,0.26666666666666666,0.08,1.0,0.4482758620689655,0.6153846153846154,0.7272727272727273,0.6875,0.2413793103448276,0.10344827586206896,0.16666666666666666,0.2,,0.05172413793103448,,,,0.15517241379310345,0.1111111111111111,0.1111111111111111,1.0,0.625,0.2,,0.45454545454545453,0.045454545454545456,,0.18181818181818182,,0.6551724137931034,0.1111111111111111,0.5215948275862069,0.4768785714285714,0.4847159090909091,0.1,0.125,0.10714285714285714,0.35714285714285715,5.478260869565218,24.766666666666666,0.41192411924119243,5.0,6.0,,1.0,,,,,2.0,2.0,1.0,,4.0,,,,,,0.16666666666666666,,0.42857142857142855,0.5,0.5,1.0,0.125,,,,,0.5,,,,,,,,,,,,,True
202347,1610612763,Quincy Pondexter,Quincy Pondexter,202347,MEM,10319.0,172,32,325,326,123,154.0,36,651,7.0,12.0,3.0,5.0,5.0,3.0,2.0,3.0,6.0,10.0,3.0,3.0,4.0,18.0,,1.0,4.0,11.0,18.0,10.0,28.0,10.0,62.0,367,3.0,5.0,1.0,11.0,6.0,9.0,4.0,7.0,5.0,29.0,12.0,10.0,24.0,6.0,4.0,1.0,17.0,4.0,1.0,,6.0,2.0,8.0,1.0,1.0,3.0,1.0,2.0,18.0,3.0,7.0,3.0,5.0,2.0,10.0,11.0,21.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,,2.0,1.0,7.0,,19.0,1.0,,12.0,,,,14.0,7.0,1.0,2.0,1.0,1.0,2.0,,29.0,122,2.0,1.0,0.5454545454545454,0.6666666666666666,0.8,0.35714285714285715,0.5714285714285714,0.37037037037037035,0.6111111111111112,0.6,0.6666666666666666,0.5652173913043478,0.75,0.75,0.5961538461538461,0.7857142857142857,0.7631578947368421,0.6086956521739131,,0.05555555555555555,0.08333333333333333,,,14.594594594594595,1.0,0.2,0.049019607843137254,0.06862745098039216,0.06,0.08333333333333333,0.05263157894736842,0.07246376811594203,,0.08571428571428572,0.1,0.10344827586206896,,0.025,0.05405405405405406,0.08,0.029411764705882353,0.125,0.043478260869565216,,0.2608695652173913,0.5833333333333334,0.6363636363636364,0.5714285714285714,0.06521739130434782,0.06521739130434782,0.6666666666666666,0.6666666666666666,1.0,0.21739130434782608,0.6,0.6,1.0,0.391304347826087,0.2222222222222222,0.2222222222222222,0.5,0.8333333333333334,0.6,,0.3125,0.1875,1.0,0.25,0.25,0.8695652173913043,0.23529411764705882,0.5421188888888889,0.6300800000000001,0.4918166666666666,0.13725490196078433,0.30434782608695654,0.1774193548387097,0.46774193548387094,5.366666666666667,26.2,0.37846153846153846,3.0,2.0,1.0,1.0,,1.0,2.0,1.0,,,,,2.0,,,,,1.0,,0.08333333333333333,0.6666666666666666,0.6666666666666666,,,0.16666666666666666,1.0,1.0,,,0.6,,,,,,,,,,,,,True
202720,1610612763,Jon Leuer,Jon Leuer,202720,MEM,18213.0,304,-34,565,575,110,137.0,64,1140,28.0,41.0,6.0,8.0,8.0,20.0,9.0,28.0,1.0,3.0,,1.0,2.0,10.0,1.0,,,45.0,89.0,3.0,13.0,13.0,112.0,607,8.0,14.0,1.0,20.0,8.0,14.0,,1.0,5.0,21.0,74.0,16.0,9.0,,8.0,,10.0,2.0,6.0,1.0,13.0,2.0,15.0,1.0,1.0,8.0,4.0,1.0,32.0,4.0,15.0,16.0,31.0,6.0,53.0,21.0,74.0,1.0,7.0,5.0,2.0,9.0,1.0,7.0,3.0,2.0,1.0,12.0,3.0,18.0,1.0,32.0,5.0,,18.0,1.0,1.0,1.0,22.0,9.0,2.0,6.0,5.0,1.0,6.0,4.0,21.0,110,1.0,2.0,0.8222222222222222,0.9024390243902439,1.0,0.23076923076923078,,0.23076923076923078,0.5056179775280899,0.5714285714285714,0.5714285714285714,0.4852941176470588,0.5333333333333333,0.5333333333333333,0.49557522123893805,0.5555555555555556,0.5526315789473685,0.12745098039215685,0.07692307692307693,0.06741573033707865,0.14634146341463414,,0.1,19.561815336463226,0.75,0.3333333333333333,0.16847826086956522,0.07042253521126761,0.18181818181818182,0.06349206349206349,0.17279411764705882,0.06884057971014493,0.13114754098360656,0.027777777777777776,0.0625,0.06818181818181818,0.05263157894736842,0.15151515151515152,0.1746031746031746,0.18181818181818182,0.15873015873015872,0.24,0.02127659574468085,0.6666666666666666,0.4019607843137255,0.6829268292682927,0.8,0.7857142857142857,0.19607843137254902,0.27450980392156865,0.32142857142857145,0.32142857142857145,1.0,0.029411764705882353,0.3333333333333333,0.3333333333333333,1.0,0.09803921568627451,0.2,0.2222222222222222,1.0,0.5333333333333333,0.75,0.06666666666666667,0.5333333333333333,0.06666666666666667,,,,0.5294117647058824,0.2,0.5277000000000001,0.530467857142857,0.5745266666666666,0.08108108108108109,0.09183673469387756,0.17857142857142858,0.1875,8.669662921348312,24.76923076923077,0.19469026548672566,5.0,8.0,,,,,4.0,2.0,,2.0,,1.0,,,,,,,,0.1111111111111111,0.4,0.4,0.75,0.3333333333333333,,,,,,0.625,,,,,,1.0,,1.0,,,,,True
