EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FoulsDrawn,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,OffensiveGoaltends,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,ShortMidRangeFGA,LongMidRangeFGA,FtPoints,SecondChanceFtPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,Steals,BadPassSteals,Fouls,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,OffArc3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,PenaltyPointsPct,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,FTDefRebounds,SelfOReb,LostBallSteals,PenaltyTurnovers,ShootingFouls,BlockingFoulsDrawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,HeaveAttempts,LostBallTurnovers,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Technical Free Throw Trips,OffLongMidRangeReboundPct,ShortMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,DefThreePtRebounds,Travels,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,3SecondViolations,PenaltyFg2Pct,PenaltyEfgPct,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,BadPassOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,PenaltyArc3FGM,PenaltyFG3M,Loose Ball Fouls,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,AtRimPctBlocked,on,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,3pt And 1 Free Throw Trips,Corner3PctBlocked,Clear Path Fouls,Defensive 3 Seconds Violations,BlockedLongMidRange,DefensiveGoaltends,BlockedCorner3
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,94.0,2,2,2,1.0,2,1,4,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,66.66666666666667,0.5,0.5,1.0,1.0,0.4407,0.35625,25.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,509.0,8,14,15,1.0,5,3,29,,,,,,,1.0,1.0,,22.22222222222222,,,,1.0,0.70085,,,0.07142857142857142,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,12.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.25,0.16666666666666666,0.4,0.2,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.6205,0.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,489.0,8,15,15,4.0,7,3,30,,,,,,,2.0,4.0,,25.0,,,,0.3333333333333333,0.4826,0.4074,,0.26666666666666666,7.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,10.0,1.0,1.0,4.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.4,1.0,,,,0.25,,0.14285714285714285,,,,,0.3333333333333333,1.0,1.0,,1.0,1.0,,1.0,7.266666666666666,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201991,1610612746,Lester Hudson,Lester Hudson,201991,LAC,3332.0,56,106,105,21.0,36,9,211,4.0,2.0,,6.0,1.0,2.0,3.0,21.0,0.42857142857142855,16.379310344827587,0.2857142857142857,0.14285714285714285,,0.7142857142857143,0.5186357142857143,0.39315,24.483333333333334,0.19811320754716982,-6.0,3.0,4.0,,,3.0,8.0,18.0,108.0,,,,2.0,4.0,,,1.0,6.0,7.0,1.0,8.0,3.0,3.0,,3.0,,,,0.3333333333333333,0.3333333333333333,0.375,,0.5357142857142857,,0.5625,,1.0,0.16216216216216217,0.041666666666666664,,0.12244897959183673,0.021739130434782608,,,0.1,0.07142857142857142,0.2857142857142857,0.75,0.75,0.3333333333333333,,,,,9.024999999999999,1.0,3.0,3.0,,,2.0,2.0,3.0,5.0,3.0,,13.0,6.0,4.0,4.0,4.0,1.0,2.0,1.0,0.5,,0.07142857142857142,0.21428571428571427,0.1111111111111111,1.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.125,0.3333333333333333,0.14285714285714285,0.08333333333333333,0.3076923076923077,0.16666666666666666,0.25,0.25,1.0,1.0,1.0,0.5,1.0,1.0,0.06666666666666667,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,1298.0,22,43,42,8.0,17,4,85,,5.0,1.0,5.0,1.0,4.0,1.0,8.0,0.5555555555555556,23.404255319148938,,0.5555555555555556,1.0,0.5555555555555556,0.49912500000000004,,29.0,0.18604651162790697,-10.0,,,,,2.0,4.0,7.0,53.0,,,,,4.0,,,,1.0,1.0,,1.0,2.0,1.0,,2.0,,,,,,0.5,,0.3888888888888889,,0.3888888888888889,,1.0,0.08333333333333333,,,0.058823529411764705,,,,,,,,,,,,,,18.3,,4.0,,,,,,,3.0,,,6.0,2.0,2.0,1.0,,,,,,,,0.4444444444444444,,,,1.0,1.0,3.0,,1.0,,3.0,3.0,,,,,,,,,,,,1.0,0.2,0.25,,,,,0.3333333333333333,,,,,0.2,0.2,1.0,,0.25,,,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612746,JJ Redick,JJ Redick,200755,LAC,440.0,7,13,15,,1,3,28,,,,,,,1.0,,,6.25,,,,,0.4133,,,,4.0,,,,,,1.0,1.0,14.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,0.2,,0.25,0.125,,,,0.5,,,,,,,,,11.1,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201150,1610612746,Spencer Hawes,Spencer Hawes,201150,LAC,2722.0,45,88,85,17.0,28,5,173,,8.0,3.0,8.0,3.0,8.0,2.0,17.0,0.4444444444444444,25.806451612903224,,0.4444444444444444,0.75,0.7222222222222222,0.4544555555555555,0.438975,26.1125,0.19318181818181818,-11.0,4.0,5.0,1.0,1.0,6.0,10.0,20.0,95.0,1.0,1.0,2.0,6.0,6.0,,,,3.0,5.0,,5.0,2.0,,3.0,5.0,,,,0.5,0.5,0.6,1.0,0.5,0.3333333333333333,0.5263157894736842,0.3333333333333333,0.4,0.09375,,,0.09523809523809523,,,,,,0.2777777777777778,0.8,0.8,0.5,0.3333333333333333,1.0,0.56025,0.1,6.29,4.0,1.0,2.0,,1.0,,2.0,1.0,2.0,1.0,,5.0,,,7.0,2.0,,2.0,,0.25,,0.2222222222222222,0.05555555555555555,0.1,,,2.0,2.0,6.0,,2.0,,1.0,1.0,,1.0,,,,6.0,,1.0,2.0,1.0,2.0,1.0,0.25,0.25,,,0.14285714285714285,,0.23076923076923078,,,,,0.25,0.25,1.0,,0.25,0.05263157894736842,0.09090909090909091,,,2.0,,,,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.1,0.1111111111111111,0.5,0.5,0.5,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201175,1610612746,Glen Davis,Glen Davis,201175,LAC,1889.0,31,59,59,11.0,8,3,118,,,,,,,3.0,11.0,,11.475409836065573,,,,0.6,0.5085,,,0.1864406779661017,14.0,3.0,3.0,,,3.0,5.0,6.0,50.0,,,,4.0,2.0,,,1.0,5.0,6.0,1.0,7.0,1.0,,1.0,2.0,,1.0,,0.6666666666666666,0.6666666666666666,0.6,,0.6,,0.6,,0.5,0.17857142857142858,0.07692307692307693,,0.14705882352941177,0.043478260869565216,,,0.125,0.2222222222222222,0.6,1.0,1.0,0.6666666666666666,,,,,2.5799999999999996,2.0,,,,,,,2.0,2.0,1.0,1.0,6.0,2.0,1.0,4.0,1.0,,,,,,0.4,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,0.2,,0.5,0.125,0.18181818181818182,,,,,,,,,,0.2,0.2,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,218.0,4,7,9,1.0,2,1,16,1.0,1.0,,2.0,,1.0,,1.0,1.0,25.0,0.5,0.5,,1.0,0.5505,,23.85,0.14285714285714285,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,0.25,,,0.2,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612746,Austin Rivers,Austin Rivers,203085,LAC,1586.0,26,51,50,15.0,12,3,101,,,,,,,3.0,15.0,,18.18181818181818,,,,0.2,0.38544,,,0.29411764705882354,17.0,1.0,1.0,,,1.0,5.0,7.0,37.0,,,,,2.0,,,,3.0,3.0,,3.0,1.0,,1.0,2.0,,,,,,0.2,,0.2,,0.4375,,0.5,0.125,,,0.10344827586206896,,,,,0.2,0.2,1.0,1.0,,,,,,8.3,3.0,1.0,5.0,,,3.0,3.0,3.0,4.0,2.0,1.0,11.0,,,2.0,6.0,1.0,3.0,1.0,0.75,,0.6,0.2,0.42857142857142855,,,,,,,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,,,,0.1,,,,,,,,,,0.2857142857142857,0.2857142857142857,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
