EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Corner3Assists,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,LostBallSteals,Charge Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,PenaltyCorner3FGA,PtsAssisted3s,SelfOReb,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,BlockingFouls,Assisted3sPct,DefCorner3ReboundPct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyFtPoints,Arc3Assists,AtRimAssists,LostBallTurnovers,ShootingFouls,Loose Ball Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,BlocksRecoveredPct,SecondChanceArc3FGA,ShortMidRangeAssists,OffThreePtRebounds,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedShortMidRange,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceArc3Frequency,LongMidRangeFGM,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,BlockedLongMidRange,LongMidRangePctAssisted,BlockingFoulsDrawn,LongMidRangePctBlocked,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedCorner3,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,Arc3PctBlocked,HeaveMakes,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips
101123,1610612756,Gerald Green,Gerald Green,101123,PHX,1411.0,24,-3.0,47,45,8,29,5,92,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,1.0,5.0,2.0,9.0,47,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,8,0.5,0.5,0.2,1.0,0.2,0.2857142857142857,0.2916666666666667,0.75,0.3461538461538461,0.75,0.4166666666666667,30.769230769230766,0.3333333333333333,0.0666666666666666,0.05,0.25,0.0833333333333333,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.25,0.0833333333333333,0.3333333333333333,0.25,0.25,1.0,0.5,1.0,0.5,0.25,0.4547541666666667,0.6444,0.32475,0.0769230769230769,0.1666666666666666,0.3333333333333333,12.814285714285717,24.74,0.1702127659574468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101183,1610612756,Shavlik Randolph,Shavlik Randolph,101183,PHX,1875.0,31,-10.0,71,69,21,30,12,140,2.0,5.0,2.0,4.0,1.0,,,,1.0,,,4.0,10.0,,1.0,2.0,10.0,71,,1.0,,,2.0,2.0,6.0,,1.0,,,1.0,,3.0,4.0,6.0,11,4.0,2.0,,,,,1.0,,,6.0,5.0,,,2.0,21,0.25,0.3333333333333333,,,,0.4,0.3636363636363636,1.0,0.3846153846153846,1.0,0.0909090909090909,15.853658536585368,,0.2105263157894736,0.2,0.1666666666666666,0.4545454545454545,0.4,0.5,0.5,0.3636363636363636,0.5,0.5,0.0909090909090909,,0.0909090909090909,,,,,,0.5454545454545454,,0.4902136363636364,0.72215,0.7348,0.2307692307692307,,0.2,6.7,25.6,0.2957746478873239,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.1,0.2,0.5,0.2,0.1428571428571428,0.1666666666666666,0.1025641025641025,0.2,0.0909090909090909,0.1428571428571428,0.1666666666666666,0.2857142857142857,0.25,1.0,0.5,1.0,1.0,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201229,1610612756,Anthony Tolliver,Anthony Tolliver,201229,PHX,2399.0,40,5.0,83,81,23,40,11,164,,,,1.0,,3.0,,2.0,4.0,,1.0,,1.0,3.0,7.0,,9.0,77,,,,3.0,,,,,4.0,2.0,,,,,8.0,11.0,13,2.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,23,,,0.4285714285714285,,0.4285714285714285,,0.5625,,0.5625,,0.875,9.574468085106384,,0.2857142857142857,0.2941176470588235,0.2222222222222222,,,,,0.125,,,,0.375,0.5,0.5,0.5,,0.3333333333333333,,0.875,0.5,0.5147312500000001,,0.51145,,,,6.6,24.47142857142857,0.2771084337349397,,,,,,,,,,,,,2.0,,2.0,1.0,2.0,,2.0,,,,,,,,,,,,0.5,,0.0714285714285714,0.3333333333333333,0.05,,0.1428571428571428,,0.2,0.3571428571428571,0.2,,,,,,,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203462,1610612756,Archie Goodwin,Archie Goodwin,203462,PHX,2576.0,43,-6.0,92,92,31,50,12,184,8.0,15.0,,3.0,1.0,,,,2.0,,2.0,8.0,19.0,,2.0,12.0,28.0,91,,7.0,,2.0,17.0,2.0,14.0,,2.0,,3.0,4.0,,9.0,3.0,4.0,6,1.0,1.0,1.0,,,1.0,2.0,,,11.0,16.0,,,17.0,31,0.125,0.1428571428571428,,,,0.4210526315789473,0.3809523809523809,0.4444444444444444,0.5,0.6071428571428571,0.0952380952380952,26.923076923076923,1.0,0.1034482758620689,0.1111111111111111,,0.7142857142857143,0.5333333333333333,0.6153846153846154,0.125,0.1428571428571428,,,0.0476190476190476,,0.0952380952380952,,,,0.2222222222222222,,0.8095238095238095,,0.6192238095238094,0.4679,0.6499666666666666,0.28,,0.6071428571428571,3.326315789473684,25.7,0.3369565217391304,2.0,3.0,4.0,7.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,,1.0,1.0,1.0,,2.0,,,3.0,7.0,2.0,2.0,2.0,0.5,0.5714285714285714,0.5,0.5,0.2105263157894736,0.1333333333333333,,0.2,0.0285714285714285,0.1428571428571428,0.0204081632653061,0.0909090909090909,,,,0.2142857142857142,,0.75,0.6666666666666666,0.7777777777777778,0.5714285714285714,0.3043478260869565,0.1428571428571428,,,,1.0,,1.0,,,0.5,0.1111111111111111,,,,,,9.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203898,1610612756,Tyler Ennis,Tyler Ennis,203898,PHX,3502.0,58,2.0,123,120,41,62,17,243,5.0,7.0,2.0,6.0,2.0,,,2.0,6.0,1.0,2.0,7.0,15.0,2.0,6.0,2.0,22.0,119,2.0,4.0,1.0,2.0,3.0,6.0,8.0,3.0,6.0,2.0,8.0,14.0,2.0,34.0,5.0,6.0,7,,,8.0,6.0,,8.0,3.0,,,3.0,2.0,,,3.0,41,0.4285714285714285,0.4285714285714285,0.3333333333333333,0.5,0.3333333333333333,0.4666666666666667,0.4761904761904761,0.25,0.5,0.25,0.2857142857142857,21.27659574468085,1.0,0.1282051282051282,0.12,,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.4,0.2857142857142857,0.3333333333333333,0.3333333333333333,0.0952380952380952,,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.5,0.6190476190476191,0.3333333333333333,0.5036214285714286,0.551775,0.5376666666666666,0.0454545454545454,,0.1363636363636363,7.193333333333333,25.03333333333333,0.3333333333333333,,,,2.0,,,,,,,6.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,2.0,,,,,,,,,,0.0909090909090909,0.0161290322580645,,,,,0.238095238095238,0.125,,,0.3333333333333333,,0.0625,,,,3.0,,,3.0,,0.5,,,,,,0.5,,,5.0,3.0,2.0,2.0,,,,,1.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.05,0.0666666666666666,0.5,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202694,1610612756,Marcus Morris,Marcus Morris,202694,PHX,814.0,14,8.0,30,28,20,19,4,58,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,4.0,,9.0,28,2.0,1.0,1.0,4.0,5.0,2.0,4.0,,2.0,1.0,,,,,1.0,1.0,2,1.0,1.0,,,,,2.0,,,,,,,5.0,20,0.3333333333333333,0.5,0.25,0.25,0.25,0.75,0.5625,0.5,0.5625,0.5,0.5,22.857142857142858,,0.1,0.0833333333333333,0.5,0.125,1.0,1.0,,0.125,1.0,1.0,0.25,0.25,0.25,0.5,0.5,0.6666666666666666,0.4,0.5,0.625,0.5,0.4959562500000001,0.5468833333333334,0.5458700000000001,,,0.5555555555555556,13.075,24.45,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,0.1428571428571428,,0.0833333333333333,,0.3333333333333333,,,,,0.3333333333333333,1.0,0.2,1.0,,0.2222222222222222,,2.0,3.0,,,,,1.0,,,,,,1.0,0.4,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202738,1610612756,Isaiah Thomas,Isaiah Thomas,202738,PHX,392.0,7,-1.0,14,12,2,5,3,26,1.0,1.0,,,,2.0,,1.0,1.0,,,1.0,1.0,2.0,3.0,,8.0,13,,,,,,,2.0,,1.0,1.0,,,,,,1.0,1,,,1.0,,,1.0,1.0,,,1.0,2.0,,,,2,,,0.6666666666666666,,0.6666666666666666,1.0,1.0,,0.8,,0.75,35.29411764705882,1.0,,0.1666666666666666,,0.25,1.0,1.0,,,,,,0.5,0.25,1.0,1.0,,,,1.0,1.0,0.6354375,0.6918,,,,,1.5,23.9,0.1428571428571428,1.0,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,,,0.25,1.0,,6.0,,,,,1.0,1.0,,0.5,0.5,1.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203101,1610612756,Miles Plumlee,Miles Plumlee,203101,PHX,912.0,15,-4.0,28,29,4,22,3,57,,,,1.0,2.0,,,,,,,2.0,3.0,,,,4.0,32,,,,,,2.0,2.0,,,,,,,,1.0,2.0,4,1.0,,1.0,1.0,,1.0,1.0,,,,,,,,4,0.5,0.5,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,12.5,1.0,0.1111111111111111,0.1666666666666666,,,,,,0.3333333333333333,,,0.6666666666666666,,,,,,,,,,0.3599,,,,,,14.066666666666668,,0.1428571428571428,,,,,,,,,,,,,1.0,,1.0,,2.0,1.0,,,,1.0,,1.0,,,,,,,,,0.1428571428571428,0.3333333333333333,0.1428571428571428,1.0,,,0.3333333333333333,,0.5,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,0.1428571428571428,0.2,,,2.0,1.0,1.0,1.0,0.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203458,1610612756,Alex Len,Alex Len,203458,PHX,1154.0,19,12.0,39,37,10,8,4,76,,,,2.0,,,,,,,,,2.0,,,,,31,,,,,,,,,,,,,,,2.0,4.0,4,,,1.0,,,1.0,2.0,,,,,,,,10,,,,,,,,,,,,6.976744186046512,1.0,0.1538461538461538,0.2105263157894736,,,,,,1.0,,,,,,,,,,,,,0.3764,,,,,,11.9,,0.2564102564102564,,,,,,,,,,,,,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,0.5,0.1111111111111111,0.4,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203933,1610612756,TJ Warren,TJ Warren,203933,PHX,2091.0,35,5.0,76,75,33,33,12,151,2.0,2.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,14.0,1.0,2.0,2.0,19.0,72,1.0,5.0,1.0,1.0,9.0,10.0,4.0,,1.0,1.0,2.0,2.0,,4.0,2.0,2.0,3,2.0,1.0,1.0,,,1.0,2.0,,,1.0,2.0,,,9.0,33,0.7142857142857143,0.8333333333333334,0.5,1.0,0.5,0.5,0.53125,0.5833333333333334,0.5588235294117647,0.6428571428571429,0.125,20.2247191011236,1.0,0.0833333333333333,0.0666666666666666,0.1666666666666666,0.125,1.0,1.0,0.5,0.4375,0.4285714285714285,0.4285714285714285,0.3125,0.0625,0.0625,1.0,1.0,0.5,0.1666666666666666,1.0,0.25,1.0,0.441384375,0.5424500000000001,0.4216416666666666,0.0588235294117647,,0.4736842105263157,11.821428571428571,24.05,0.4342105263157895,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,0.4,0.5,0.5,0.0714285714285714,,,,0.0333333333333333,,0.0232558139534883,,0.0769230769230769,,,0.0714285714285714,,0.5,1.0,,,0.0666666666666666,0.1052631578947368,,,3.0,,,,,1.0,,,,,,1.0,,2.0,,1.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,0.6666666666666666,,2.0,0.4,0.5,,1.0,1.0,0.2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
