EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Charge Fouls Drawn,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,StepOutOfBoundsTurnovers,DefensiveGoaltends,Corner3PctBlocked,on,3pt And 1 Free Throw Trips,BlockedCorner3
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,34756.0,579,30,1105,1106,217,221,144,2211,74.0,109.0,17.0,27.0,14.0,18.0,39.0,114.0,10.0,30.0,123.0,253.0,57.0,303.0,1106,20.0,43.0,10.0,50.0,18.0,37.0,10.0,46.0,168.0,78.0,20.0,23.0,36.0,15.0,51.0,10.0,5.0,24.0,7.0,5.0,117.0,10.0,36.0,3.0,32.0,116.0,10.0,158.0,49.0,207.0,7.0,22.0,13.0,9.0,27.0,4.0,16.0,15.0,1.0,11.0,2.0,42.0,4.0,8.0,27.0,1.0,50,1.0,6.0,5.0,63.0,3.0,1.0,2.0,78.0,10.0,42.0,2.0,41.0,32.0,9.0,41.0,24.0,1.0,1.0,45.0,210,4.0,0.6829268292682927,0.7433628318584071,0.48616600790513836,0.46511627906976744,0.4864864864864865,0.48616600790513836,0.46511627906976744,0.4864864864864865,0.5278745644599303,0.5102040816326531,0.5227272727272727,0.09090909090909091,0.09174311926605505,0.10526315789473684,0.03333333333333333,26.090404440919905,0.6428571428571429,0.38461538461538464,0.08571428571428572,0.27884615384615385,0.08977556109725686,0.23703703703703705,0.07575757575757576,0.26860254083484575,0.08630393996247655,0.1417910447761194,0.06358381502890173,0.06382978723404255,0.06422018348623854,0.13043478260869565,0.25,0.3228346456692913,0.2684563758389262,0.2815533980582524,0.09375,0.06542056074766354,0.5853658536585366,0.4308300395256917,0.6788990825688074,0.7474747474747475,0.8243243243243243,0.4505928853754941,0.34210526315789475,0.38235294117647056,0.41025641025641024,0.11857707509881422,0.3333333333333333,0.3448275862068966,0.7,0.627906976744186,0.6296296296296297,0.35294117647058826,0.4864864864864865,0.7777777777777778,0.4308300395256917,0.48572569169960494,0.51595,0.5196540540540541,0.14736842105263157,0.14736842105263157,0.16501650165016502,0.15181518151815182,6.264822134387353,0.19638009049773755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,34611.0,577,199,1129,1114,324,343,140,2243,35.0,62.0,4.0,6.0,6.0,12.0,18.0,41.0,7.0,18.0,60.0,121.0,59.0,311.0,1088,6.0,11.0,9.0,48.0,14.0,27.0,33.0,88.0,40.0,80.0,2.0,11.0,92.0,33.0,125.0,22.0,11.0,68.0,18.0,6.0,283.0,4.0,5.0,,18.0,46.0,3.0,67.0,9.0,76.0,2.0,20.0,7.0,13.0,35.0,8.0,26.0,14.0,2.0,9.0,2.0,49.0,2.0,14.0,12.0,6.0,41,,3.0,1.0,86.0,1.0,5.0,5.0,82.0,6.0,29.0,14.0,5.0,4.0,1.0,5.0,1.0,,,85.0,312,7.0,0.3333333333333333,0.3389830508474576,0.49586776859504134,0.5454545454545454,0.5185185185185185,0.5526315789473685,0.8863636363636364,0.4824561403508772,0.5849056603773585,0.9038461538461539,0.5569620253164557,0.09090909090909091,0.11290322580645161,0.07317073170731707,0.05555555555555555,24.434035909445743,0.7142857142857143,0.07317073170731707,,0.11979166666666667,0.014749262536873156,0.12413793103448276,0.024844720496894408,0.12098298676748583,0.018,0.02857142857142857,,0.014705882352941176,0.016260162601626018,0.05263157894736842,0.07017543859649122,0.10071942446043165,0.183206106870229,0.14035087719298245,0.06451612903225806,0.01834862385321101,0.2,0.2719298245614035,0.5645161290322581,0.6363636363636364,0.34285714285714286,0.17982456140350878,0.43902439024390244,0.47368421052631576,0.3333333333333333,0.07894736842105263,0.3888888888888889,0.4117647058823529,0.2857142857142857,0.2727272727272727,0.6666666666666666,0.75,0.21052631578947367,0.5,0.7412280701754386,0.5192418502202641,0.5046117647058823,0.5015875000000001,0.11553784860557768,0.2013888888888889,0.15434083601286175,0.2829581993569132,6.023140495867769,0.2869796279893711,13.0,19.0,4.0,4.0,3.0,6.0,31.0,88.0,5.0,7.0,6.0,24.0,44.0,107.0,9.0,11.0,9.0,30.0,105.0,27.0,1.0,87.0,31.0,1.0,1.0,2.0,10.0,0.7954545454545454,0.411214953271028,0.8181818181818182,0.3,0.41509433962264153,0.4692982456140351,0.009345794392523364,0.011363636363636364,0.08333333333333333,0.6842105263157895,0.6842105263157895,0.7692307692307693,0.38596491228070173,0.3522727272727273,0.3563218390804598,0.8064516129032258,0.18181818181818182,1.0,0.75,0.3181818181818182,0.7142857142857143,1.0,0.10526315789473684,0.5,0.42105263157894735,0.25,0.3563218390804598,25.2766355140187,,,,,,,,,,True,,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,32285.0,538,-28,1031,1034,288,210,108,2065,13.0,26.0,1.0,3.0,3.0,7.0,8.0,28.0,26.0,52.0,47.0,106.0,39.0,235.0,1125,6.0,10.0,2.0,23.0,8.0,26.0,19.0,65.0,64.0,30.0,,5.0,23.0,9.0,32.0,6.0,3.0,11.0,5.0,7.0,73.0,9.0,5.0,,10.0,34.0,1.0,45.0,14.0,59.0,2.0,8.0,5.0,3.0,17.0,5.0,13.0,11.0,2.0,4.0,1.0,28.0,5.0,11.0,6.0,1.0,19,,1.0,2.0,44.0,,5.0,2.0,48.0,1.0,11.0,9.0,1.0,,1.0,2.0,,1.0,,60.0,282,,0.6808510638297872,0.6808510638297872,0.44339622641509435,0.6,0.3076923076923077,0.5,0.5833333333333334,0.45098039215686275,0.5345622119815668,0.6052631578947368,0.5158730158730159,0.04716981132075472,0.15384615384615385,0.03571428571428571,,21.304347826086957,0.6071428571428571,0.02857142857142857,,0.09444444444444444,0.015625,0.07462686567164178,0.0625,0.08906882591093117,0.03017241379310345,0.01904761904761905,0.015503875968992248,0.011627906976744186,0.07339449541284404,0.02857142857142857,0.06481481481481481,0.09166666666666666,0.12121212121212122,0.08163265306122448,0.05555555555555555,0.018518518518518517,,0.1326530612244898,0.5,0.5909090909090909,0.8461538461538461,0.14285714285714285,0.2857142857142857,0.2962962962962963,0.375,0.2653061224489796,0.5,0.5,0.6923076923076923,0.16666666666666666,0.3333333333333333,1.0,0.13725490196078433,0.42857142857142855,0.5918367346938775,0.485004336734694,0.4530909090909091,0.4720813725490195,0.0625,0.09482758620689655,0.09787234042553192,0.2765957446808511,12.513207547169815,0.2793404461687682,9.0,25.0,2.0,3.0,2.0,6.0,25.0,65.0,1.0,5.0,8.0,19.0,34.0,90.0,3.0,8.0,10.0,25.0,99.0,3.0,,65.0,25.0,1.0,1.0,3.0,5.0,0.9705882352941176,0.37777777777777777,0.375,0.4,0.37777777777777777,0.45918367346938777,0.011111111111111112,0.015384615384615385,0.12755102040816327,0.36,0.36,1.0,0.33163265306122447,0.38461538461538464,0.390625,0.96,0.16666666666666666,0.6666666666666666,1.0,0.2777777777777778,0.2,1.0,0.11764705882352941,0.3333333333333333,0.37254901960784315,0.42105263157894735,0.38461538461538464,24.95,1.0,2.0,1.0,1.0,0.021739130434782608,,,,,True,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,17344.0,289,81,554,554,120,123,66,1108,34.0,52.0,9.0,13.0,12.0,14.0,13.0,33.0,,2.0,47.0,87.0,23.0,117.0,541,12.0,18.0,2.0,26.0,14.0,19.0,7.0,35.0,66.0,28.0,8.0,6.0,15.0,4.0,19.0,4.0,,9.0,3.0,3.0,42.0,5.0,14.0,,17.0,32.0,4.0,53.0,19.0,72.0,1.0,7.0,3.0,4.0,6.0,1.0,5.0,6.0,,1.0,,12.0,2.0,3.0,18.0,2.0,34,1.0,2.0,3.0,30.0,2.0,2.0,,39.0,1.0,17.0,3.0,14.0,10.0,4.0,14.0,9.0,,,35.0,119,5.0,0.7021276595744681,0.7674418604651163,0.5402298850574713,0.6666666666666666,0.7368421052631579,0.5402298850574713,0.6666666666666666,0.7368421052631579,0.5518867924528302,0.6842105263157895,0.7,0.06896551724137931,0.09615384615384616,0.030303030303030304,,18.81977671451356,0.5,0.3076923076923077,,0.1568627450980392,0.07368421052631578,0.2361111111111111,0.07142857142857142,0.17753623188405798,0.07307692307692308,0.08333333333333333,0.10810810810810811,,0.08,0.05,0.14285714285714285,0.20689655172413793,0.13253012048192772,0.19642857142857142,0.375,0.030303030303030304,0.6428571428571429,0.5977011494252874,0.6538461538461539,0.723404255319149,0.7647058823529411,0.3793103448275862,0.3939393939393939,0.40625,0.5384615384615384,0.022988505747126436,,,,0.7222222222222222,0.6923076923076923,0.4444444444444444,0.7368421052631579,0.8571428571428571,0.5977011494252874,0.5306965517241381,0.5569642857142857,0.567042105263158,0.1650485436893204,0.1650485436893204,0.2222222222222222,0.29914529914529914,3.73448275862069,0.21660649819494585,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,86624.0,1444,173,2809,2784,725,669,328,5593,102.0,176.0,6.0,17.0,25.0,44.0,44.0,91.0,45.0,100.0,191.0,367.0,105.0,535.0,2807,13.0,31.0,4.0,42.0,44.0,86.0,50.0,156.0,154.0,228.0,8.0,31.0,116.0,72.0,188.0,58.0,14.0,51.0,39.0,26.0,448.0,12.0,32.0,,40.0,99.0,9.0,148.0,44.0,192.0,3.0,46.0,31.0,15.0,40.0,5.0,21.0,27.0,7.0,19.0,1.0,67.0,6.0,18.0,53.0,5.0,105,3.0,6.0,6.0,140.0,8.0,13.0,8.0,143.0,19.0,58.0,22.0,16.0,10.0,4.0,17.0,9.0,,,150.0,710,5.0,0.4031413612565445,0.4117647058823529,0.5204359673024523,0.41935483870967744,0.5116279069767442,0.5231143552311436,0.5135135135135135,0.5047619047619047,0.5655391120507399,0.5384615384615384,0.5693430656934306,0.08446866485013624,0.13636363636363635,0.06593406593406594,0.01,16.960907944514503,0.5970149253731343,0.10465116279069768,,0.10071210579857579,0.03551609322974473,0.10869565217391304,0.030226700251889168,0.10288675055514433,0.03389830508474576,0.034055727554179564,0.04142011834319527,0.029166666666666667,0.03289473684210526,0.021505376344086023,0.06930693069306931,0.11042944785276074,0.11864406779661017,0.10469314079422383,0.12087912087912088,0.018633540372670808,0.5294117647058824,0.4282238442822384,0.5795454545454546,0.6710526315789473,0.4117647058823529,0.22141119221411193,0.4835164835164835,0.5176470588235295,0.3409090909090909,0.24330900243309003,0.45,0.45454545454545453,0.4444444444444444,0.4594594594594595,0.35294117647058826,0.16666666666666666,0.41904761904761906,0.5681818181818182,0.5352798053527981,0.4969793827160495,0.48383333333333334,0.49666700000000014,0.13082039911308205,0.14285714285714285,0.07850467289719626,0.29158878504672897,7.769209809264307,0.2580989676041296,9.0,25.0,2.0,3.0,3.0,10.0,7.0,19.0,2.0,3.0,3.0,9.0,16.0,44.0,4.0,6.0,6.0,19.0,45.0,3.0,4.0,15.0,7.0,1.0,2.0,,16.0,0.9375,0.36363636363636365,0.6666666666666666,0.3157894736842105,0.4,0.1070559610705596,0.022727272727272728,0.05263157894736842,0.06082725060827251,0.36,0.36,1.0,0.046228710462287104,0.3684210526315789,0.3888888888888889,0.8571428571428571,0.08108108108108109,0.6666666666666666,1.0,0.08108108108108109,0.6666666666666666,1.0,0.09523809523809523,0.3,0.08571428571428572,0.3333333333333333,0.4666666666666667,27.331818181818186,,1.0,1.0,1.0,0.022222222222222223,2.0,,,,True,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,42412.0,707,115,1367,1357,312,308,159,2724,26.0,49.0,8.0,11.0,5.0,13.0,8.0,21.0,10.0,31.0,44.0,101.0,30.0,283.0,1345,9.0,14.0,1.0,37.0,5.0,16.0,14.0,51.0,50.0,38.0,10.0,4.0,38.0,9.0,47.0,7.0,2.0,23.0,7.0,8.0,103.0,7.0,13.0,2.0,31.0,64.0,2.0,97.0,22.0,119.0,4.0,34.0,23.0,11.0,18.0,6.0,12.0,15.0,3.0,6.0,,33.0,2.0,6.0,21.0,1.0,44,,4.0,,36.0,2.0,5.0,2.0,39.0,1.0,7.0,6.0,19.0,15.0,4.0,19.0,9.0,,,47.0,302,6.0,0.5681818181818182,0.6410256410256411,0.43564356435643564,0.6428571428571429,0.3125,0.5184426229508197,0.6,0.47435897435897434,0.5406976744186046,0.5967741935483871,0.5425531914893617,0.039603960396039604,0.061224489795918366,0.047619047619047616,,18.83495145631068,0.5454545454545454,0.05405405405405406,0.05263157894736842,0.13417190775681342,0.029953917050691243,0.1657754010695187,0.035175879396984924,0.1430722891566265,0.0315955766192733,0.036585365853658534,0.006172839506172839,0.05555555555555555,0.019230769230769232,0.09302325581395349,0.11538461538461539,0.11464968152866242,0.17073170731707318,0.17266187050359713,0.14583333333333334,0.028985507246376812,0.47368421052631576,0.20081967213114754,0.5306122448979592,0.5652173913043478,0.46153846153846156,0.0860655737704918,0.38095238095238093,0.4,0.75,0.12704918032786885,0.3225806451612903,0.3225806451612903,0.7,0.36666666666666664,0.7272727272727273,0.125,0.3333333333333333,0.38461538461538464,0.7868852459016393,0.5306481481481483,0.5433979999999999,0.5347871794871795,0.03571428571428571,0.06542056074766354,0.13074204946996468,0.18021201413427562,8.147524752475245,0.2282370153621068,16.0,36.0,1.0,5.0,3.0,5.0,39.0,107.0,5.0,11.0,6.0,18.0,55.0,143.0,6.0,16.0,9.0,23.0,156.0,9.0,,107.0,39.0,1.0,4.0,8.0,3.0,0.9454545454545454,0.38461538461538464,0.375,0.391304347826087,0.38461538461538464,0.5860655737704918,0.006993006993006993,,0.14754098360655737,0.4444444444444444,0.45714285714285713,1.0,0.4385245901639344,0.3644859813084112,0.3644859813084112,0.9230769230769231,0.16666666666666666,0.2,1.0,0.36666666666666664,0.45454545454545453,0.8,0.1282051282051282,0.6,0.46153846153846156,0.3333333333333333,0.3644859813084112,24.922377622377628,,2.0,,,0.013793103448275862,,4.0,3.0,0.027777777777777776,True,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,23239.0,387,71,751,758,159,145,99,1509,29.0,45.0,5.0,10.0,9.0,12.0,26.0,52.0,17.0,43.0,72.0,140.0,56.0,212.0,731,8.0,15.0,5.0,27.0,22.0,38.0,21.0,65.0,44.0,100.0,10.0,3.0,27.0,11.0,38.0,6.0,5.0,20.0,5.0,2.0,87.0,5.0,18.0,,15.0,50.0,6.0,71.0,23.0,94.0,7.0,33.0,22.0,11.0,16.0,3.0,11.0,15.0,2.0,5.0,3.0,31.0,2.0,7.0,7.0,,22,3.0,,3.0,51.0,,2.0,2.0,65.0,5.0,27.0,7.0,7.0,7.0,,7.0,2.0,,,61.0,152,2.0,0.3055555555555556,0.3283582089552239,0.5142857142857142,0.5333333333333333,0.5789473684210527,0.46706586826347307,0.4782608695652174,0.5116279069767442,0.5357142857142857,0.5192307692307693,0.6132075471698113,0.02142857142857143,0.022222222222222223,0.038461538461538464,,26.426076833527357,0.5161290322580645,0.3333333333333333,,0.17482517482517482,0.06741573033707865,0.15625,0.052083333333333336,0.17015706806282724,0.06336088154269973,0.11764705882352941,0.04854368932038835,0.0379746835443038,0.04285714285714286,0.07692307692307693,0.06896551724137931,0.24175824175824176,0.2037037037037037,0.1506849315068493,0.17391304347826086,0.08045977011494253,0.2857142857142857,0.2694610778443114,0.6444444444444445,0.6590909090909091,0.3448275862068966,0.31137724550898205,0.5,0.52,0.15384615384615385,0.25748502994011974,0.3953488372093023,0.3953488372093023,0.47058823529411764,0.43478260869565216,0.5,,0.27906976744186046,0.75,0.4311377245508982,0.48777215568862275,0.5305194444444444,0.4770046511627907,0.14285714285714285,0.16666666666666666,0.12735849056603774,0.30660377358490565,9.485,0.21171770972037285,1.0,9.0,1.0,4.0,,2.0,3.0,18.0,1.0,4.0,,3.0,4.0,27.0,2.0,8.0,,5.0,12.0,,,18.0,3.0,,,2.0,5.0,1.0,0.14814814814814814,0.25,,0.14814814814814814,0.16167664670658682,,,0.05389221556886228,0.1111111111111111,0.1111111111111111,1.0,0.10778443113772455,0.16666666666666666,0.16666666666666666,1.0,0.17391304347826086,0.25,1.0,0.17391304347826086,0.25,1.0,0.046511627906976744,,0.06976744186046512,,0.16666666666666666,24.966666666666672,,,,,,,1.0,,,True,,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,12781.0,213,-20,417,409,101,106,38,826,8.0,12.0,2.0,4.0,2.0,3.0,5.0,18.0,3.0,12.0,16.0,42.0,4.0,42.0,429,2.0,5.0,,4.0,2.0,8.0,1.0,8.0,8.0,24.0,2.0,2.0,11.0,1.0,12.0,1.0,,6.0,4.0,1.0,25.0,,4.0,,12.0,24.0,4.0,40.0,4.0,44.0,2.0,9.0,5.0,4.0,3.0,,2.0,4.0,1.0,1.0,1.0,7.0,,,10.0,1.0,19,,,1.0,10.0,,1.0,,6.0,4.0,5.0,,3.0,2.0,1.0,3.0,1.0,,,8.0,100,2.0,0.25,0.26666666666666666,0.38095238095238093,0.4,0.25,0.40425531914893614,0.4,0.35,0.4375,0.4,0.36363636363636365,0.047619047619047616,0.08333333333333333,0.05555555555555555,,11.982570806100219,0.42857142857142855,0.4,,0.17142857142857143,0.030534351145038167,0.1935483870967742,,0.1782178217821782,0.022099447513812154,0.027777777777777776,0.057692307692307696,,,,0.08333333333333333,0.17777777777777778,0.2553191489361702,0.22916666666666666,0.07142857142857142,0.07407407407407407,0.3333333333333333,0.2553191489361702,0.6666666666666666,0.7272727272727273,0.375,0.3829787234042553,0.2777777777777778,0.29411764705882354,,0.2553191489361702,0.25,0.25,0.3333333333333333,0.8,0.5,,0.3,0.6666666666666666,0.3617021276595745,0.46435106382978725,0.5559000000000001,0.464355,0.10416666666666667,0.11627906976744186,0.09523809523809523,0.19047619047619047,8.74047619047619,0.2422062350119904,2.0,3.0,,,1.0,1.0,,2.0,,,,1.0,2.0,5.0,,,1.0,2.0,6.0,,,2.0,,,,,,1.0,0.4,,0.5,0.4,0.10638297872340426,,,0.06382978723404255,0.6666666666666666,0.6666666666666666,1.0,0.0425531914893617,,,,,,,,,,0.1,1.0,0.1,,,23.8,,,,,,,,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,8658.0,144,-7,279,278,34,66,39,557,11.0,19.0,,1.0,1.0,2.0,13.0,22.0,11.0,25.0,35.0,66.0,8.0,84.0,287,1.0,4.0,2.0,4.0,5.0,9.0,3.0,19.0,16.0,54.0,,2.0,11.0,7.0,18.0,4.0,3.0,7.0,3.0,1.0,43.0,1.0,1.0,,1.0,5.0,,6.0,2.0,8.0,1.0,2.0,2.0,,9.0,5.0,7.0,5.0,,2.0,,14.0,2.0,,6.0,,8,,,,10.0,,1.0,1.0,11.0,,5.0,,,,,,,,,19.0,32,,0.22857142857142856,0.22857142857142856,0.5303030303030303,0.25,0.5555555555555556,0.5135135135135135,0.2,0.7272727272727273,0.5253164556962026,0.3333333333333333,0.7307692307692307,0.030303030303030304,0.05263157894736842,0.045454545454545456,,28.615384615384617,0.6428571428571429,,,0.056179775280898875,0.009433962264150943,0.03225806451612903,0.02857142857142857,0.05,0.014184397163120567,,0.027777777777777776,,0.043478260869565216,,0.07142857142857142,0.03125,0.06896551724137931,0.034482758620689655,,0.030303030303030304,,0.25675675675675674,0.5789473684210527,0.6111111111111112,0.2727272727272727,0.2972972972972973,0.5909090909090909,0.6190476190476191,0.23076923076923078,0.33783783783783783,0.44,0.44,0.18181818181818182,0.2,,,0.18181818181818182,0.5,0.36486486486486486,0.46135000000000004,0.41093749999999996,0.44375,0.06329113924050633,0.07042253521126761,0.047619047619047616,0.2261904761904762,10.534848484848483,0.12186379928315412,1.0,5.0,,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,2.0,8.0,,1.0,2.0,2.0,6.0,,,3.0,1.0,1.0,,1.0,,1.0,0.25,,1.0,0.25,0.10810810810810811,0.125,0.3333333333333333,0.06756756756756757,0.2,0.2,1.0,0.04054054054054054,0.3333333333333333,0.5,1.0,0.2,,,,,,0.09090909090909091,1.0,0.09090909090909091,1.0,0.3333333333333333,25.062499999999996,,,,,,,,,,True,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,44347.0,739,134,1437,1428,392,374,178,2865,51.0,94.0,6.0,15.0,10.0,19.0,29.0,75.0,9.0,29.0,89.0,198.0,31.0,278.0,1389,10.0,22.0,4.0,27.0,16.0,46.0,8.0,61.0,98.0,80.0,8.0,13.0,63.0,29.0,92.0,19.0,10.0,35.0,12.0,16.0,213.0,9.0,24.0,1.0,15.0,67.0,9.0,91.0,34.0,125.0,10.0,17.0,13.0,4.0,20.0,8.0,12.0,26.0,3.0,8.0,5.0,46.0,3.0,13.0,17.0,2.0,49,2.0,6.0,2.0,44.0,3.0,1.0,6.0,37.0,5.0,17.0,4.0,6.0,3.0,2.0,6.0,5.0,,,61.0,385,8.0,0.550561797752809,0.5764705882352941,0.4494949494949495,0.45454545454545453,0.34782608695652173,0.45571955719557194,0.42592592592592593,0.4076923076923077,0.4843205574912892,0.46551724137931033,0.4357142857142857,0.06565656565656566,0.09574468085106383,0.05333333333333334,,20.317266625991458,0.43478260869565216,0.1956521739130435,0.03125,0.13871635610766045,0.05084745762711865,0.078125,0.04326923076923077,0.12148148148148148,0.04852941176470588,0.0625,0.03571428571428571,0.0546875,0.0392156862745098,0.05454545454545454,0.15172413793103448,0.1393939393939394,0.12716763005780346,0.08391608391608392,0.061224489795918366,0.06944444444444445,0.8333333333333334,0.34686346863468637,0.5425531914893617,0.6,0.5882352941176471,0.2767527675276753,0.38666666666666666,0.4084507042253521,0.3793103448275862,0.1070110701107011,0.3103448275862069,0.3103448275862069,0.8888888888888888,0.5555555555555556,0.4,0.16666666666666666,0.2923076923076923,0.5263157894736842,0.6162361623616236,0.4894027675276754,0.512197619047619,0.47142384615384625,0.06007067137809187,0.08095238095238096,0.09712230215827339,0.21942446043165467,6.467171717171717,0.27279053583855256,2.0,8.0,1.0,2.0,2.0,3.0,21.0,65.0,,3.0,5.0,16.0,23.0,73.0,1.0,5.0,7.0,19.0,69.0,,,65.0,21.0,,,,4.0,1.0,0.3150684931506849,0.2,0.3684210526315789,0.3150684931506849,0.2693726937269373,,,0.02952029520295203,0.25,0.25,1.0,0.23985239852398524,0.3230769230769231,0.3230769230769231,1.0,0.07407407407407407,0.5,1.0,0.1111111111111111,,,0.046153846153846156,0.6666666666666666,0.24615384615384617,0.3125,0.3230769230769231,25.06712328767124,,,,,,1.0,5.0,1.0,,True,,
