EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceFtPoints,HeaveAttempts,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,OffCorner3ReboundPct,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceAtRimFGM,PtsPutbacks,FTOffRebounds,FTDefRebounds,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,on,OffensiveGoaltends,HeaveMakes,Clear Path Fouls,BlockedCorner3
101181,1610612752,Jose Calderon,Jose Calderon,101181,NYK,19791.0,330,-33,627,607,169,200.0,69.0,1234,5.0,10.0,2.0,2.0,3.0,1.0,4.0,16.0,34.0,3.0,7.0,2.0,3.0,15.0,29.0,1.0,5.0,3.0,6.0,22.0,48.0,18.0,36.0,4.0,102.0,691,1.0,4.0,1.0,5.0,5.0,6.0,11.0,5.0,9.0,2.0,29.0,18.0,26.0,48.0,6.0,29.0,15.0,1.0,1.0,39.0,11.0,50.0,9.0,2.0,16.0,7.0,16.0,111.0,2.0,7.0,6.0,20.0,26.0,9.0,35.0,1.0,11.0,7.0,4.0,13.0,1.0,10.0,1.0,3.0,14.0,9.0,15.0,10.0,2.0,5.0,1.0,2.0,1.0,29.0,168,0.4090909090909091,0.4090909090909091,0.8888888888888888,0.5,0.2,0.5555555555555556,0.5,0.4583333333333333,0.25,0.5454545454545454,0.5833333333333334,0.2777777777777778,0.675,0.5930232558139535,0.2777777777777778,0.6904761904761905,0.4285714285714285,0.0277777777777777,0.0208333333333333,0.1,0.0344827586206896,13.92757660167131,0.9285714285714286,0.0980392156862745,0.0341463414634146,0.0779220779220779,0.0219780219780219,0.092526690391459,0.0304054054054054,0.028169014084507,0.0545454545454545,0.0253164556962025,0.0273972602739726,0.16,0.087719298245614,0.0416666666666666,0.081967213114754,0.0625,0.024390243902439,0.119047619047619,0.5,0.5555555555555556,0.4,0.0476190476190476,0.25,0.25,0.4047619047619047,0.4705882352941176,0.4705882352941176,0.4375,0.0833333333333333,0.4285714285714285,0.4285714285714285,1.0,0.3452380952380952,0.5172413793103449,0.5357142857142857,0.8666666666666667,0.2222222222222222,0.5555555555555556,0.2,1.0,0.15,0.6666666666666666,0.15,0.6666666666666666,0.3,0.5,0.5476190476190477,0.5172413793103449,0.4836994047619047,0.5203666666666668,0.48335,0.0235294117647058,0.0408163265306122,0.0490196078431372,0.284313725490196,14.495833333333335,24.84166666666666,0.2695374800637958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
200745,1610612752,Andrea Bargnani,Andrea Bargnani,200745,NYK,987.0,16,3,31,31,11,20.0,4.0,62,,,,,,1.0,1.0,2.0,4.0,,,,,,,,,,,3.0,5.0,,,6.0,12.0,29,1.0,1.0,,,2.0,1.0,3.0,,,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,1.0,4.0,,,,,1.0,,,,1.0,1.0,2.0,4.0,6.0,,6.0,,3.0,,4.0,11,1.0,1.0,,,,,,0.6,1.0,0.3333333333333333,0.6,1.0,0.3333333333333333,0.75,1.0,0.5,,,,,,25.714285714285715,1.0,0.1666666666666666,0.0909090909090909,0.5,,0.2142857142857142,0.0714285714285714,,,0.1428571428571428,,,1.0,0.2,0.5,,,,,,,0.2,1.0,1.0,0.8,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,0.3833999999999999,0.377,0.4001333333333333,0.375,0.375,0.1666666666666666,0.3333333333333333,15.68,,0.3548387096774194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203143,1610612752,Pablo Prigioni,Pablo Prigioni,203143,NYK,18702.0,312,34,586,575,184,201.0,65.0,1161,3.0,5.0,,2.0,2.0,1.0,2.0,2.0,4.0,3.0,12.0,,5.0,17.0,38.0,3.0,4.0,6.0,12.0,6.0,11.0,20.0,50.0,4.0,76.0,585,1.0,1.0,3.0,4.0,12.0,4.0,7.0,6.0,17.0,4.0,30.0,6.0,6.0,51.0,9.0,37.0,17.0,,,20.0,15.0,35.0,12.0,3.0,7.0,3.0,10.0,85.0,3.0,2.0,9.0,16.0,25.0,5.0,30.0,1.0,19.0,9.0,10.0,9.0,5.0,8.0,8.0,1.0,17.0,5.0,20.0,15.0,5.0,6.0,,1.0,2.0,30.0,183,0.5,0.5,0.85,0.4,0.75,0.3529411764705882,0.4081632653061224,0.5454545454545454,1.0,0.5714285714285714,0.5901639344262295,1.1,0.5416666666666666,0.59375,1.0,0.5555555555555556,0.819672131147541,,,,,12.36641221374046,0.5294117647058824,0.0855614973262032,0.0114285714285714,0.1011235955056179,0.0365853658536585,0.0905797101449275,0.0194552529182879,0.0192307692307692,,0.0123456790123456,0.0338983050847457,0.0625,0.0555555555555555,0.1304347826086956,0.0597014925373134,0.2272727272727272,0.03125,0.081967213114754,0.6,0.6,0.6666666666666666,0.0327868852459016,0.5,0.5,0.0655737704918032,0.5,0.5,0.5,0.1967213114754098,0.25,0.25,1.0,0.6229508196721312,0.4473684210526316,0.4473684210526316,0.8235294117647058,,0.8,0.75,1.0,0.0833333333333333,1.0,0.2083333333333333,,0.5,0.5,0.9016393442622952,0.4594594594594595,0.5216808333333334,0.4984499999999999,0.4776086956521739,0.0161290322580645,0.0833333333333333,0.1578947368421052,0.3947368421052631,8.427272727272726,25.984000000000005,0.3139931740614334,4.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,2.0,0.0434782608695652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203921,1610612752,Cleanthony Early,Cleanthony Early,203921,NYK,1886.0,31,2,59,54,20,15.0,13.0,113,,2.0,1.0,,,,1.0,,2.0,1.0,1.0,,,,4.0,,,,3.0,,5.0,1.0,5.0,,3.0,53,,1.0,,,,,1.0,,3.0,,,,,3.0,,4.0,,2.0,,2.0,,2.0,,,1.0,,1.0,4.0,,,,4.0,4.0,,4.0,,,,,,1.0,,1.0,,1.0,1.0,4.0,1.0,,,,,,,20,,,1.0,0.2,,,0.2,,,,0.15,,,0.15,,,0.5,,0.4,,,15.068493150684931,,0.2,,,,0.16,,,,,,0.5,0.2,0.0909090909090909,,,,0.2,,,,0.1,,,0.2,,,,0.1,1.0,1.0,1.0,0.4,,,,1.0,,,,,,,,0.75,,0.7,,0.470465,,0.4115999999999999,,,,,8.58,25.68,0.3389830508474576,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2405,1610612752,Amar'e Stoudemire,Amar'e Stoudemire,2405,NYK,51889.0,865,-33,1610,1593,471,544.0,211.0,3203,126.0,193.0,55.0,34.0,57.0,30.0,76.0,13.0,39.0,,,,,,3.0,,1.0,,1.0,169.0,308.0,,3.0,94.0,432.0,1753,37.0,69.0,,1.0,89.0,44.0,86.0,,1.0,37.0,125.0,144.0,194.0,,,3.0,,29.0,,24.0,13.0,37.0,10.0,3.0,7.0,2.0,15.0,87.0,19.0,63.0,41.0,106.0,162.0,83.0,245.0,9.0,20.0,12.0,8.0,26.0,8.0,4.0,37.0,22.0,63.0,45.0,111.0,139.0,8.0,127.0,15.0,58.0,13.0,125.0,470,0.4260355029585799,0.4931506849315068,,,,,,0.5487012987012987,0.5362318840579711,0.5116279069767442,0.5434083601286174,0.5285714285714286,0.5057471264367817,0.5885558583106267,0.5705128205128205,0.573394495412844,0.0096463022508038,,0.0941558441558441,0.0984455958549222,,23.081052066559312,0.4126984126984127,0.2003780718336484,0.1160220994475138,0.1943127962085308,0.084070796460177,0.1986486486486486,0.106631989596879,0.1369047619047619,0.1118881118881118,0.1034482758620689,0.0722222222222222,0.1851851851851851,0.1964285714285714,0.2209302325581395,0.1698113207547169,0.2692307692307692,0.0825688073394495,0.6205787781350482,0.6528497409326425,0.7241379310344828,0.4444444444444444,0.2443729903536977,0.3947368421052631,0.4545454545454545,0.1254019292604501,0.3333333333333333,0.3333333333333333,0.6153846153846154,,,,,0.0096463022508038,,,,0.7857142857142857,0.0142857142857142,,,0.6551724137931034,0.5964912280701754,,,0.0114942528735632,,0.6302250803858521,,0.5179854838709677,0.5547483870967743,0.5197279069767442,0.1638418079096045,0.1652421652421652,0.2060185185185185,0.2893518518518518,4.941558441558442,29.83333333333333,0.2925465838509317,12.0,18.0,3.0,9.0,34.0,,34.0,21.0,12.0,0.6176470588235294,0.2666666666666666,15.0,,4.0,13.0,0.1304347826086956,,,0.131578947368421,,34.0,46.0,1.0,15.0,11.0,4.0,5.0,3.0,8.0,5.0,27.0,7.0,5.0,3.0,2.0,0.3,0.0303030303030303,0.6181818181818182,0.088235294117647,,,,,,,,,,,,True,,,,
204038,1610612752,Langston Galloway,Langston Galloway,204038,NYK,2946.0,49,1,88,90,36,51.0,21.0,178,2.0,5.0,,,2.0,,4.0,,4.0,,,,,2.0,7.0,,,2.0,3.0,2.0,13.0,2.0,7.0,4.0,14.0,98,,1.0,,,2.0,,2.0,2.0,3.0,4.0,10.0,4.0,,6.0,,6.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,1.0,,5.0,,3.0,1.0,3.0,4.0,3.0,7.0,1.0,2.0,,2.0,,,,,,,3.0,7.0,4.0,,5.0,1.0,2.0,1.0,10.0,36,1.0,1.0,1.0,0.2857142857142857,,0.6666666666666666,0.3333333333333333,0.1538461538461538,,,0.25,,0.6,0.3181818181818182,0.5,0.7142857142857143,0.35,,0.1538461538461538,,,19.29824561403509,,0.1,0.0681818181818181,0.1111111111111111,,0.1025641025641025,0.0517241379310344,,0.0909090909090909,0.1111111111111111,,,0.0769230769230769,0.25,,0.3333333333333333,0.0769230769230769,0.25,0.4,0.4,1.0,0.2,,,0.2,,,,,,,,0.35,0.2857142857142857,0.2857142857142857,1.0,,,,,0.4,,,,0.6,0.6666666666666666,0.6,0.3333333333333333,0.4894973684210527,,0.5545,0.0952380952380952,0.1428571428571428,0.1428571428571428,0.7142857142857143,8.561538461538461,32.9,0.4090909090909091,,,,,,,,,2.0,,,2.0,1.0,,1.0,,,,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,31203.0,520,29,981,970,298,357.0,122.0,1951,37.0,64.0,24.0,13.0,21.0,20.0,45.0,44.0,105.0,6.0,10.0,2.0,3.0,19.0,69.0,2.0,11.0,4.0,27.0,101.0,214.0,25.0,79.0,61.0,338.0,1057,19.0,35.0,3.0,13.0,66.0,33.0,67.0,6.0,30.0,27.0,111.0,88.0,114.0,60.0,15.0,67.0,19.0,10.0,,29.0,18.0,47.0,15.0,3.0,13.0,6.0,10.0,112.0,8.0,23.0,19.0,37.0,60.0,32.0,92.0,11.0,12.0,6.0,6.0,18.0,6.0,9.0,22.0,9.0,40.0,8.0,30.0,64.0,1.0,75.0,8.0,30.0,9.0,109.0,297,0.4356435643564356,0.4731182795698925,0.8,0.3164556962025316,0.2307692307692307,0.2,0.3246753246753247,0.4719626168224299,0.5428571428571428,0.4925373134328358,0.4726962457337884,0.4895833333333333,0.4329896907216495,0.5185185185185185,0.5689655172413793,0.4910714285714285,0.2696245733788396,,0.0467289719626168,0.125,,32.01407211961302,0.45,0.1117824773413897,0.0709876543209876,0.1428571428571428,0.056338028169014,0.1206896551724138,0.0665236051502145,0.1057692307692307,0.0632911392405063,0.0496453900709219,0.0427350427350427,0.0902255639097744,0.1386138613861386,0.1134020618556701,0.1530612244897959,0.1142857142857142,0.0733333333333333,0.2184300341296928,0.578125,0.6607142857142857,0.3783783783783784,0.1535836177474402,0.4444444444444444,0.4651162790697674,0.3583617747440273,0.419047619047619,0.419047619047619,0.5909090909090909,0.0341296928327645,0.6,0.6,1.0,0.2354948805460751,0.2753623188405797,0.2753623188405797,0.7368421052631579,0.5,0.2291666666666666,0.1818181818181818,1.0,0.2164948453608247,0.6190476190476191,0.0309278350515463,0.6666666666666666,0.2783505154639175,0.1481481481481481,0.4880546075085324,0.2835820895522388,0.4786825862068967,0.5335175675675675,0.4679904255319148,0.0984126984126984,0.1271186440677966,0.1952662721893491,0.3284023668639053,11.582710280373831,25.93544303797469,0.3037716615698267,8.0,5.0,,3.0,5.0,,5.0,3.0,3.0,0.6,0.2,19.0,2.0,3.0,8.0,0.12,,,0.0444444444444444,,14.0,16.0,1.0,4.0,3.0,1.0,,,7.0,1.0,5.0,,,,1.0,0.1379310344827586,0.05,0.5833333333333334,0.2857142857142857,1.0,2.0,1.0,1.0,4.0,1.0,0.0416666666666666,0.5,1.0,0.0126582278481012,,True,,,,
201160,1610612752,Jason Smith,Jason Smith,201160,NYK,14475.0,241,-16,445,442,136,156.0,64.0,887,6.0,11.0,4.0,3.0,3.0,5.0,10.0,24.0,51.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,35.0,72.0,1.0,2.0,10.0,83.0,493,2.0,5.0,,,8.0,11.0,17.0,1.0,2.0,5.0,30.0,48.0,22.0,3.0,,1.0,,4.0,,11.0,5.0,16.0,5.0,,6.0,1.0,4.0,37.0,6.0,9.0,3.0,15.0,20.0,15.0,35.0,3.0,3.0,1.0,2.0,7.0,,7.0,11.0,,18.0,12.0,33.0,12.0,,12.0,,4.0,2.0,30.0,136,0.6857142857142857,0.7058823529411765,1.0,0.5,,0.5,0.5,0.4861111111111111,0.4,0.6470588235294118,0.4932432432432432,0.4,0.6578947368421053,0.51875,0.5714285714285714,0.6818181818181818,0.027027027027027,,0.0555555555555555,0.2727272727272727,,19.06614785992218,0.3888888888888889,0.1041666666666666,0.0620689655172413,0.0508474576271186,0.0923076923076923,0.0886699507389162,0.0714285714285714,0.0263157894736842,0.1081081081081081,0.0571428571428571,0.0961538461538461,0.06,0.0952380952380952,0.1538461538461538,0.0697674418604651,,0.09375,0.1486486486486486,0.5454545454545454,0.75,0.3333333333333333,0.1351351351351351,0.5,0.5,0.6891891891891891,0.4705882352941176,0.48,0.875,0.0135135135135135,1.0,1.0,1.0,0.0135135135135135,,,,0.8,,,,0.1578947368421052,1.0,0.0526315789473684,1.0,0.0526315789473684,,0.1756756756756756,,0.432725,0.554125,0.4511447368421052,0.0512820512820512,0.0526315789473684,0.0963855421686747,0.3614457831325301,14.906944444444443,26.05,0.3056179775280899,8.0,4.0,,1.0,3.0,,3.0,1.0,3.0,0.3333333333333333,0.2,4.0,,,2.0,0.0769230769230769,,,,0.0196078431372549,2.0,2.0,,2.0,4.0,1.0,,1.0,6.0,,2.0,1.0,,,1.0,0.2,,0.5,,,,,,,,,,,,,True,,,,
202498,1610612752,Lance Thomas,Lance Thomas,202498,NYK,4640.0,77,-9,135,137,51,61.0,22.0,272,5.0,7.0,1.0,2.0,3.0,4.0,9.0,2.0,11.0,,,,,,,,,,,11.0,27.0,,,4.0,26.0,159,1.0,3.0,,,2.0,2.0,9.0,,,4.0,8.0,12.0,10.0,,,,,2.0,,4.0,1.0,5.0,1.0,,2.0,,2.0,11.0,,1.0,,10.0,10.0,2.0,12.0,,,,,3.0,,2.0,,1.0,3.0,2.0,2.0,5.0,,6.0,,3.0,,8.0,51,0.5454545454545454,0.6,,,,,,0.4074074074074074,0.3333333333333333,0.2222222222222222,0.4074074074074074,0.3333333333333333,0.2222222222222222,0.4333333333333333,0.3333333333333333,0.3636363636363636,,,0.074074074074074,0.1428571428571428,,20.496894409937887,1.0,0.2,0.0192307692307692,,,0.1639344262295081,0.0144927536231884,,,0.0555555555555555,,0.1764705882352941,0.1739130434782608,0.3,,,,0.2592592592592592,0.7142857142857143,0.8333333333333334,0.8,0.3333333333333333,0.4444444444444444,0.5,0.4074074074074074,0.1818181818181818,0.1818181818181818,0.5,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,,,,,0.2592592592592592,,0.4348777777777778,0.43995,0.4602888888888888,0.1,0.1,0.0769230769230769,0.3076923076923077,11.085185185185184,,0.3777777777777777,1.0,,,1.0,1.0,,1.0,,,,0.25,,,,,,,,0.1111111111111111,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,True,,,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,18973.0,316,-38,589,584,172,179.0,75.0,1173,10.0,21.0,4.0,2.0,3.0,5.0,18.0,10.0,24.0,2.0,8.0,,5.0,9.0,29.0,,6.0,2.0,7.0,25.0,63.0,11.0,37.0,8.0,91.0,676,1.0,6.0,1.0,7.0,6.0,9.0,16.0,2.0,12.0,7.0,31.0,20.0,30.0,30.0,3.0,29.0,9.0,3.0,,24.0,14.0,38.0,11.0,3.0,15.0,2.0,7.0,90.0,8.0,8.0,8.0,17.0,27.0,16.0,43.0,2.0,14.0,7.0,7.0,11.0,6.0,9.0,9.0,2.0,20.0,17.0,34.0,22.0,3.0,13.0,1.0,3.0,4.0,31.0,172,0.4,0.4,0.9090909090909092,0.2972972972972973,0.1428571428571428,0.1666666666666666,0.2972972972972973,0.3968253968253968,0.1666666666666666,0.5625,0.415,0.1923076923076923,0.4285714285714285,0.4292452830188679,0.2142857142857142,0.4558823529411764,0.37,,0.0476190476190476,0.1428571428571428,,18.26086956521739,0.55,0.0894736842105263,0.0373831775700934,0.0975609756097561,0.0975609756097561,0.0919117647058823,0.054054054054054,0.0491803278688524,0.0483870967741935,0.0219780219780219,0.106060606060606,0.0735294117647058,0.1194029850746268,0.0727272727272727,0.0625,0.2222222222222222,0.0327868852459016,0.21,0.4761904761904761,0.5555555555555556,0.1,0.18,0.2777777777777778,0.2777777777777778,0.24,0.4166666666666667,0.4166666666666667,0.6,0.08,0.25,0.25,1.0,0.29,0.3103448275862069,0.3103448275862069,0.8888888888888888,0.3076923076923077,0.4615384615384615,,,0.1071428571428571,0.6666666666666666,0.1785714285714285,,0.25,0.2857142857142857,0.58,0.3103448275862069,0.5052585,0.5244458333333334,0.5042642857142857,0.0294117647058823,0.0461538461538461,0.0659340659340659,0.3406593406593406,9.806349206349203,24.92432432432432,0.2920203735144312,6.0,1.0,,,1.0,,1.0,1.0,8.0,1.0,0.6,1.0,,1.0,3.0,0.0625,,,,,,,,2.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,0.1428571428571428,,,,1.0,1.0,,,,,0.0769230769230769,1.0,1.0,,,True,,,,
