EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceFG2M,PtsPutbacks,HeaveAttempts,Fg3aBlocked,OffThreePtRebounds,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Clear Path Fouls,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg2Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,LongMidRangePctBlocked,Charge Fouls Drawn,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Blocked3s,BlockedArc3,on,HeaveMakes,BlockedCorner3
101126,1610612743,Nate Robinson,Nate Robinson,101126,DEN,9412.0,157,-30,312,313,93,98,42,625,5.0,16.0,1.0,1.0,2.0,4.0,11.0,4.0,14.0,2.0,6.0,1.0,2.0,1.0,3.0,4.0,19.0,1.0,1.0,5.0,13.0,41.0,6.0,25.0,10.0,54,322,2.0,1.0,3.0,3.0,2.0,8.0,2.0,8.0,7.0,17.0,8.0,18.0,15.0,3.0,19.0,4.0,4.0,17.0,12.0,29.0,8.0,4.0,8.0,4.0,5.0,70.0,2.0,1.0,1.0,4.0,5.0,3.0,8.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,7.0,1.0,8.0,3.0,5.0,1.0,21.0,1.0,2.0,13.0,2.0,1.0,15.0,1.0,4.0,4.0,17.0,93,2.0,3.0,0.3076923076923077,0.3076923076923077,0.8333333333333334,0.24,0.3333333333333333,0.25,0.24,0.3170731707317073,0.25,0.3333333333333333,0.3,0.3125,0.3698630136986301,0.3,0.425,0.3787878787878788,0.0975609756097561,0.125,0.1818181818181818,22.689075630252105,0.125,0.0666666666666666,0.0377358490566037,0.0178571428571428,0.0212765957446808,0.0326797385620915,0.0128205128205128,0.0238095238095238,0.0303030303030303,0.0526315789473684,0.0571428571428571,0.0333333333333333,0.024390243902439,0.2424242424242424,0.3125,0.3571428571428571,0.6,0.1666666666666666,0.3636363636363636,0.4444444444444444,0.25,0.2121212121212121,0.2857142857142857,0.2857142857142857,0.0909090909090909,0.3333333333333333,0.3333333333333333,1.0,0.2878787878787879,0.2105263157894736,0.2105263157894736,0.75,0.2,0.4,0.5,1.0,0.2,0.125,0.5,0.1875,0.3333333333333333,0.3125,0.2,0.6212121212121212,0.2105263157894736,0.4826992424242425,0.46965,0.4748968749999999,0.0579710144927536,0.0909090909090909,0.0555555555555555,0.3148148148148148,9.373170731707315,24.976,0.2980769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200751,1610612743,Randy Foye,Randy Foye,200751,DEN,3706.0,62,19,125,126,52,44,12,251,3.0,5.0,,2.0,2.0,,2.0,1.0,5.0,1.0,3.0,,,1.0,2.0,6.0,12.0,,2.0,3.0,4.0,12.0,7.0,15.0,2.0,31,123,,,,1.0,2.0,6.0,3.0,5.0,,13.0,,8.0,15.0,6.0,12.0,6.0,2.0,9.0,1.0,10.0,,1.0,6.0,1.0,2.0,21.0,,,,4.0,4.0,,4.0,,1.0,,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,4.0,,9.0,2.0,,2.0,,,3.0,1.0,2.0,,13.0,52,2.0,,,,0.7142857142857143,0.4666666666666667,,0.6,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.5370370370370371,,0.5909090909090909,0.5535714285714286,0.5,0.5909090909090909,0.5555555555555556,0.1666666666666666,0.4,,21.83098591549296,0.3333333333333333,,0.1,,,0.0677966101694915,,,,0.0714285714285714,0.0625,,,0.1851851851851851,0.6,1.0,,0.074074074074074,,,,0.1851851851851851,0.2,0.2,0.1111111111111111,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.5,0.5,0.6666666666666666,,,,,,0.1818181818181818,1.0,0.1818181818181818,0.5,0.2727272727272727,0.6666666666666666,0.7407407407407407,0.5,0.5371,,0.5118181818181818,0.0714285714285714,0.1538461538461538,0.032258064516129,0.4193548387096774,9.033333333333331,24.826666666666668,0.416,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,81439.0,1357,-152,2681,2679,662,691,377,5360,94.0,153.0,32.0,23.0,38.0,38.0,107.0,17.0,58.0,20.0,61.0,1.0,1.0,4.0,16.0,66.0,190.0,14.0,13.0,43.0,149.0,318.0,86.0,251.0,60.0,616,2972,44.0,7.0,15.0,83.0,33.0,75.0,17.0,59.0,20.0,137.0,128.0,170.0,240.0,18.0,189.0,66.0,24.0,37.0,26.0,63.0,17.0,9.0,19.0,8.0,10.0,152.0,40.0,3.0,63.0,135.0,208.0,53.0,261.0,22.0,29.0,23.0,6.0,33.0,6.0,25.0,32.0,1.0,65.0,15.0,56.0,2.0,132.0,5.0,5.0,61.0,4.0,1.0,76.0,7.0,30.0,8.0,135.0,652,14.0,5.0,0.4295302013422818,0.4885496183206106,0.9302325581395348,0.3426294820717131,0.4666666666666667,0.288135593220339,0.344,0.4685534591194968,0.44,0.4885764499121265,0.6186440677966102,0.4365671641791044,0.5116279069767442,0.6384615384615384,0.4628378378378378,0.4411247803163444,0.0754716981132075,0.1241830065359477,0.0467289719626168,21.248805352022934,0.5076923076923077,0.0365853658536585,0.1560693641618497,0.0415800415800415,0.1693548387096774,0.1600646725949878,0.0361010830324909,0.0449101796407185,0.0396039603960396,0.1188811188811188,0.1912225705329153,0.1684587813620071,0.0721311475409836,0.2688927943760984,0.6143790849673203,0.7014925373134329,0.4468085106382978,0.18804920913884,0.3551401869158878,0.3725490196078431,0.3684210526315789,0.101933216168717,0.293103448275862,0.293103448275862,0.1072056239015817,0.3278688524590163,0.3389830508474576,1.0,0.3339191564147627,0.3473684210526316,0.351063829787234,0.9090909090909092,0.5423728813559322,0.0169491525423728,1.0,1.0,0.2372881355932203,0.2835820895522388,0.6052631578947368,0.1194029850746268,0.25,0.3208955223880597,0.3023255813953488,0.7100175746924429,0.3492063492063492,0.5230710387323944,0.5194604166666666,0.5150586466165415,0.0555555555555555,0.0879765395894428,0.1347402597402597,0.2224025974025974,6.59874213836478,25.171314741035857,0.2469227900037299,10.0,8.0,18.0,14.0,18.0,8.0,0.1538461538461538,0.4444444444444444,22.0,6.0,26.0,36.0,1.0,4.0,10.0,10.0,3.0,8.0,5.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.5909090909090909,0.0159362549800796,0.0327868852459016,0.0105263157894736,0.1162790697674418,0.0236406619385342,0.04,0.0097087378640776,0.0614035087719298,0.1720430107526881,0.4705882352941176,0.6875,0.0909090909090909,0.4285714285714285,0.8333333333333334,0.0118577075098814,,,,,,,,,True,,
201167,1610612743,Arron Afflalo,Arron Afflalo,201167,DEN,104985.0,1750,-86,3462,3458,953,933,481,6920,46.0,87.0,8.0,12.0,27.0,62.0,146.0,91.0,181.0,33.0,93.0,4.0,14.0,6.0,23.0,49.0,150.0,14.0,13.0,37.0,199.0,414.0,82.0,243.0,127.0,771,3749,42.0,9.0,28.0,81.0,45.0,96.0,19.0,60.0,64.0,211.0,216.0,182.0,240.0,6.0,150.0,49.0,43.0,71.0,30.0,101.0,20.0,10.0,46.0,15.0,10.0,232.0,16.0,,52.0,96.0,159.0,21.0,180.0,5.0,32.0,21.0,11.0,38.0,10.0,21.0,45.0,7.0,83.0,16.0,46.0,1.0,108.0,8.0,11.0,107.0,6.0,3.0,151.0,12.0,47.0,21.0,203.0,940,9.0,16.0,0.542713567839196,0.5482233502538071,0.975609756097561,0.3374485596707819,0.3214285714285714,0.3166666666666666,0.3374485596707819,0.4806763285024155,0.46875,0.4901065449010654,0.5071428571428571,0.4711538461538461,0.5293296089385475,0.5333333333333333,0.5508021390374331,0.3698630136986301,0.1038647342995169,0.1954022988505747,0.1301369863013698,19.841072758877576,0.4578313253012048,,0.0834782608695652,0.0132231404958677,0.1072164948453608,0.0905198776758409,0.0121107266435986,0.0193236714975845,0.0050632911392405,0.0807291666666666,0.0952380952380952,0.1142061281337047,0.0152905198776758,0.1324200913242009,0.5287356321839081,0.6571428571428571,0.5434782608695652,0.2222222222222222,0.4246575342465753,0.4881889763779528,0.3870967741935484,0.2754946727549467,0.5027624309392266,0.5229885057471264,0.1415525114155251,0.3548387096774194,0.3666666666666666,0.9393939393939394,0.228310502283105,0.3266666666666666,0.3288590604026846,1.0,0.1142857142857142,0.2,0.2857142857142857,0.5,0.2,0.173076923076923,0.4444444444444444,0.1474358974358974,0.2608695652173913,0.2371794871794871,0.3513513513513513,0.502283105022831,0.3266666666666666,0.4861707762557081,0.4852953703703704,0.4727673076923078,0.074820143884892,0.1046770601336302,0.1050583657587548,0.2736705577172503,11.27512077294686,24.607818930041148,0.2752744078567302,10.0,17.0,5.0,3.0,5.0,2.0,0.0722543352601156,0.4,5.0,5.0,22.0,4.0,,4.0,5.0,11.0,3.0,8.0,3.0,1.0,,,2.0,5.0,1.0,1.0,2.0,0.5238095238095238,0.0164609053497942,0.032258064516129,0.0066666666666666,0.1009174311926605,0.0095419847328244,0.0149625935162094,0.0105540897097625,0.0068965517241379,0.0873015873015873,0.6483516483516484,0.625,0.4,0.3571428571428571,1.0,0.0203252032520325,16.0,0.0386740331491712,,,,,,,True,,
201580,1610612743,JaVale McGee,JaVale McGee,201580,DEN,3962.0,66,6,142,146,32,52,12,288,14.0,17.0,3.0,5.0,6.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,16.0,24.0,,,6.0,38,155,3.0,,,6.0,5.0,7.0,,,4.0,14.0,26.0,6.0,,,,,2.0,,,,,,,,,,3.0,,2.0,10.0,14.0,4.0,18.0,,,,,2.0,,2.0,,,2.0,,4.0,,11.0,3.0,,6.0,,,8.0,,1.0,3.0,14.0,32,3.0,3.0,0.8125,0.9285714285714286,,,,,,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6785714285714286,0.75,0.7,,0.0833333333333333,0.0588235294117647,0.2,19.35483870967742,1.0,,0.1724137931034483,0.0833333333333333,0.1111111111111111,0.1578947368421052,0.0606060606060606,0.1176470588235294,,0.2222222222222222,0.1428571428571428,0.1333333333333333,,0.7083333333333334,0.8235294117647058,0.875,0.7857142857142857,0.2083333333333333,0.2,0.25,1.0,0.0833333333333333,0.5,0.5,,,,,,,,,1.0,,,,,0.8571428571428571,0.8333333333333334,,,,,0.7083333333333334,,0.5747291666666666,0.6504,0.6902285714285714,0.04,0.04,0.1578947368421052,0.3684210526315789,4.0,,0.2253521126760563,2.0,,9.0,5.0,9.0,2.0,0.1578947368421052,0.2222222222222222,2.0,,2.0,4.0,,,1.0,2.0,,,,,,2.0,,,1.0,3.0,,0.6666666666666666,,,,0.2857142857142857,0.0333333333333333,0.0666666666666666,0.0416666666666666,,,1.0,0.6666666666666666,,,,,,,,,,,,,True,,
201589,1610612743,Darrell Arthur,Darrell Arthur,201589,DEN,21357.0,356,14,718,712,300,313,105,1430,10.0,19.0,8.0,4.0,10.0,5.0,12.0,27.0,65.0,2.0,8.0,,,2.0,6.0,13.0,41.0,1.0,6.0,19.0,42.0,96.0,15.0,49.0,12.0,141,734,13.0,,1.0,12.0,17.0,37.0,8.0,25.0,4.0,62.0,74.0,10.0,42.0,3.0,40.0,13.0,5.0,15.0,4.0,19.0,3.0,1.0,8.0,4.0,3.0,42.0,8.0,1.0,13.0,24.0,41.0,21.0,62.0,,15.0,12.0,3.0,11.0,2.0,7.0,7.0,,18.0,8.0,25.0,7.0,45.0,2.0,3.0,13.0,5.0,,14.0,,5.0,2.0,60.0,297,5.0,1.0,0.8809523809523809,0.925,0.9333333333333332,0.3061224489795918,,0.32,0.3125,0.4375,0.4594594594594595,0.4448275862068965,0.2142857142857142,0.4677419354838709,0.4638157894736842,0.3333333333333333,0.484375,0.3379310344827586,0.0520833333333333,0.1578947368421052,0.0833333333333333,20.38369304556355,0.6111111111111112,0.04,0.1085972850678733,0.0350877192982456,0.1111111111111111,0.1094674556213017,0.0557103064066852,0.0266666666666666,0.0543478260869565,0.109375,0.1204819277108433,0.1123595505617977,,0.1310344827586207,0.5263157894736842,0.625,0.6,0.0827586206896551,0.4166666666666667,0.4545454545454545,0.8,0.4482758620689655,0.4153846153846154,0.421875,0.0551724137931034,0.25,0.25,1.0,0.2827586206896552,0.3170731707317073,0.3170731707317073,0.9230769230769232,0.5714285714285714,,,,0.0714285714285714,0.1612903225806451,0.4,0.0967741935483871,0.3333333333333333,0.3064516129032258,0.3157894736842105,0.4689655172413793,0.325,0.4862093750000002,0.4937499999999999,0.5022254098360656,0.0333333333333333,0.0495049504950495,0.0851063829787234,0.4397163120567376,13.833333333333334,25.65510204081632,0.4178272980501393,6.0,4.0,17.0,11.0,17.0,10.0,0.0945945945945946,0.5882352941176471,2.0,,3.0,4.0,1.0,,12.0,4.0,,2.0,,,,,,,1.0,5.0,,0.2307692307692307,,,,0.1428571428571428,0.0916030534351145,0.0163934426229508,0.09375,0.0857142857142857,0.1071428571428571,1.0,0.25,,,,,,0.0153846153846153,1.0,,,,,,True,,
202389,1610612743,Timofey Mozgov,Timofey Mozgov,202389,DEN,47748.0,796,23,1539,1532,378,277,238,3071,74.0,124.0,45.0,20.0,26.0,11.0,31.0,12.0,44.0,2.0,5.0,,,,,,1.0,,,1.0,97.0,199.0,2.0,6.0,57.0,257,1674,54.0,,,70.0,23.0,36.0,,1.0,19.0,65.0,134.0,60.0,6.0,,1.0,,22.0,10.0,3.0,13.0,3.0,,4.0,4.0,2.0,29.0,65.0,2.0,36.0,101.0,152.0,85.0,237.0,4.0,13.0,11.0,2.0,13.0,2.0,6.0,32.0,3.0,45.0,15.0,55.0,7.0,99.0,12.0,10.0,74.0,3.0,2.0,79.0,6.0,34.0,8.0,65.0,369,10.0,7.0,0.6907216494845361,0.8375,1.0,0.3333333333333333,,,0.3333333333333333,0.4874371859296482,0.6388888888888888,0.4878048780487805,0.5370370370370371,0.6216216216216216,0.5311203319502075,0.5645161290322581,0.6808510638297872,0.0292682926829268,0.1105527638190954,0.1451612903225806,0.1290322580645161,15.697036223929748,0.2888888888888888,0.0357142857142857,0.1938579654510556,0.1160714285714285,0.1658986175115207,0.1856368563685637,0.1073738680465718,0.1351351351351351,0.1076923076923077,0.1890243902439024,0.164021164021164,0.1595092024539877,0.0476190476190476,0.6048780487804878,0.5967741935483871,0.6981132075471698,0.6486486486486487,0.1512195121951219,0.3548387096774194,0.4074074074074074,0.7272727272727273,0.2146341463414634,0.2727272727272727,0.2727272727272727,0.024390243902439,0.4,0.4,1.0,0.0048780487804878,,,,0.8333333333333334,,,,,0.7027027027027027,0.7692307692307693,,,0.027027027027027,,0.6341463414634146,,0.5521424390243902,0.5741622222222222,0.5610675675675676,0.1459227467811159,0.1497797356828193,0.2723735408560311,0.2529182879377432,5.765829145728642,23.850000000000005,0.2456140350877192,12.0,7.0,37.0,28.0,37.0,17.0,0.2321428571428571,0.4594594594594595,26.0,,29.0,34.0,,,18.0,15.0,1.0,7.0,4.0,,,15.0,,,1.0,8.0,1.0,0.5370370370370371,,,,0.3488372093023256,0.0845070422535211,0.1055555555555555,0.0794701986754966,0.0967741935483871,0.1851851851851851,0.9166666666666666,0.5777777777777777,0.2692307692307692,,,,1.0,,,1.0,4.0,4.0,,,True,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,67395.0,1123,-31,2231,2231,522,529,315,4462,141.0,226.0,76.0,36.0,50.0,41.0,120.0,11.0,29.0,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,193.0,375.0,1.0,3.0,88.0,477,2422,92.0,1.0,1.0,140.0,46.0,78.0,,1.0,28.0,120.0,240.0,146.0,,3.0,,,29.0,38.0,10.0,48.0,8.0,2.0,27.0,5.0,6.0,106.0,91.0,2.0,60.0,150.0,235.0,126.0,361.0,15.0,26.0,17.0,9.0,33.0,5.0,22.0,33.0,3.0,66.0,15.0,46.0,4.0,103.0,7.0,11.0,145.0,6.0,6.0,135.0,20.0,61.0,18.0,117.0,514,9.0,10.0,0.6217616580310881,0.7643312101910829,,0.3333333333333333,1.0,,0.5,0.5146666666666667,0.5897435897435898,0.5145502645502645,0.6290322580645161,0.5822784810126582,0.545766590389016,0.660377358490566,0.6060606060606061,0.0079365079365079,0.0773333333333333,0.0973451327433628,0.0583333333333333,19.24557351809084,0.5,0.027027027027027,0.2008032128514056,0.1134663341645885,0.2061855670103092,0.2023121387283237,0.1112107623318385,0.1444043321299639,0.1142857142857142,0.1699604743083003,0.2222222222222222,0.1981132075471698,0.0974025974025974,0.5978835978835979,0.6238938053097345,0.6911764705882353,0.6099290780141844,0.3174603174603174,0.3416666666666667,0.3628318584070796,0.6585365853658537,0.0767195767195767,0.3793103448275862,0.3793103448275862,0.0052910052910052,0.5,0.5,,0.0026455026455026,,,,0.8172043010752689,0.010752688172043,1.0,,,0.6329113924050633,0.72,,,0.0126582278481012,,0.6058201058201058,,0.5308058355437667,0.5424507042253522,0.5479897435897436,0.1455847255369928,0.1466346153846154,0.2935010482180293,0.2515723270440251,4.32853333333333,34.53333333333333,0.2339757956073509,23.0,11.0,28.0,24.0,28.0,17.0,0.2093023255813953,0.6071428571428571,50.0,,57.0,72.0,1.0,,33.0,25.0,,2.0,9.0,4.0,,20.0,,,1.0,3.0,1.0,0.6195652173913043,,,,0.3846153846153846,0.1054313099041533,0.0821428571428571,0.1135371179039301,0.0833333333333333,0.2278481012658227,0.6363636363636364,0.6578947368421053,0.18,,,,,,8.0,4.0,2.0,2.0,,,True,,
201568,1610612743,Danilo Gallinari,Danilo Gallinari,201568,DEN,15471.0,258,-14,501,511,191,148,61,1012,9.0,17.0,,4.0,6.0,1.0,5.0,6.0,20.0,6.0,19.0,,1.0,2.0,8.0,16.0,41.0,4.0,5.0,12.0,16.0,42.0,22.0,60.0,25.0,123,520,4.0,1.0,5.0,5.0,5.0,11.0,7.0,20.0,12.0,43.0,10.0,22.0,60.0,6.0,41.0,16.0,5.0,10.0,3.0,13.0,3.0,,6.0,,4.0,29.0,1.0,1.0,8.0,21.0,29.0,5.0,34.0,,4.0,2.0,2.0,5.0,1.0,3.0,7.0,3.0,12.0,5.0,8.0,,22.0,2.0,1.0,27.0,2.0,1.0,29.0,1.0,10.0,4.0,43.0,186,2.0,4.0,0.3125,0.3125,0.9090909090909092,0.3666666666666666,0.2,0.35,0.3666666666666666,0.3809523809523809,0.4545454545454545,0.4803921568627451,0.2777777777777778,0.5,0.5304347826086957,0.2777777777777778,0.581081081081081,0.5882352941176471,0.119047619047619,0.2352941176470588,0.2,22.39858906525573,0.4166666666666667,0.0454545454545454,0.1153846153846153,0.0059523809523809,0.1081081081081081,0.11328125,0.0161290322580645,,0.015625,0.0714285714285714,0.1594202898550724,0.0925925925925925,,0.1666666666666666,0.5294117647058824,0.6923076923076923,0.2222222222222222,0.0490196078431372,0.2,0.25,,0.196078431372549,0.3,0.3,0.1862745098039215,0.3157894736842105,0.3157894736842105,1.0,0.4019607843137255,0.3902439024390244,0.3902439024390244,0.875,,0.1111111111111111,,,0.4444444444444444,0.1935483870967742,0.6666666666666666,0.2580645161290322,0.25,0.3870967741935484,0.4166666666666667,0.7549019607843137,0.3902439024390244,0.5139617647058823,0.45323125,0.5222709677419355,0.0990990990990991,0.196078431372549,0.040650406504065,0.3495934959349593,10.495238095238095,24.73833333333333,0.3812375249500998,,2.0,3.0,1.0,3.0,1.0,0.1052631578947368,0.3333333333333333,,1.0,1.0,,,,3.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,0.25,,,,,0.0375,,0.0576923076923076,,0.15,0.5,,,0.25,1.0,0.0166666666666666,1.0,,2.0,,,,,,True,,
203994,1610612743,Jusuf Nurkic,Jusuf Nurkic,203994,DEN,27385.0,456,19,910,908,216,189,124,1818,50.0,96.0,35.0,13.0,23.0,15.0,52.0,8.0,24.0,,,,,,,,1.0,1.0,,,73.0,172.0,,1.0,37.0,183,925,46.0,,1.0,46.0,17.0,38.0,,,20.0,54.0,98.0,48.0,,,1.0,,13.0,16.0,6.0,22.0,5.0,1.0,11.0,1.0,4.0,50.0,47.0,,26.0,85.0,119.0,55.0,174.0,15.0,22.0,13.0,9.0,15.0,1.0,8.0,24.0,4.0,39.0,11.0,43.0,6.0,79.0,7.0,10.0,48.0,2.0,1.0,54.0,2.0,22.0,7.0,54.0,216,5.0,6.0,0.6712328767123288,0.8032786885245902,,,,,,0.4244186046511627,0.4473684210526316,0.4219653179190751,0.3617021276595745,0.4473684210526316,0.4575,0.4181818181818181,0.5192307692307693,0.0057803468208092,0.0755813953488372,0.1041666666666666,0.0576923076923076,22.516556291390728,0.3846153846153846,,0.2583586626139817,0.1323943661971831,0.2203389830508474,0.2483221476510067,0.1167728237791932,0.1666666666666666,0.0978260869565217,0.2100840336134453,0.2905982905982906,0.2682926829268293,0.1724137931034483,0.5549132947976878,0.5208333333333334,0.5813953488372093,0.68,0.3005780346820809,0.2884615384615384,0.3061224489795918,0.6,0.1387283236994219,0.3333333333333333,0.3333333333333333,,,,,0.0057803468208092,,,,0.7446808510638298,,,,0.0212765957446808,0.6052631578947368,0.5652173913043478,,,,,0.5606936416184971,,0.495135260115607,0.5387190476190475,0.4898394736842105,0.1139896373056994,0.1145833333333333,0.2513661202185792,0.2950819672131147,5.26686046511628,26.1,0.2373626373626373,12.0,7.0,35.0,20.0,35.0,20.0,0.2795698924731182,0.5714285714285714,16.0,,17.0,24.0,,,8.0,8.0,1.0,3.0,4.0,3.0,,11.0,,,1.0,14.0,,0.3695652173913043,,,,0.3809523809523809,0.0689655172413793,0.1240875912408759,0.0697674418604651,0.0666666666666666,0.1111111111111111,0.75,0.4571428571428571,0.1875,,,,,,,3.0,,1.0,,,True,,
