EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG2A,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,DefThreePtRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyPoints,AtRimAssists,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTDefRebounds,SelfOReb,SecondChanceTurnovers,ShootingFouls,BlockingFouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChancePointsPct,Corner3Assists,BadPassOutOfBoundsTurnovers,Travels,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,Charge Fouls Drawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,BlockedLongMidRange,on,LostBallOutOfBoundsTurnovers,Charge Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,BlockedCorner3,Clear Path Fouls
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,486.0,8,4,15,16,6,2.0,31,1.0,2.0,1.0,1.0,2,2.0,15,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3,3,1.0,4,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,11.76470588235294,0.375,0.25,0.2727272727272727,0.16666666666666666,1.0,0.5,0.6666666666666666,1.0,0.5,0.5,1.0,1.0,1.0,0.67255,0.6322,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,1880.0,31,-12,60,61,17,7.0,121,3.0,4.0,,3.0,8,26.0,78,,,2.0,1.0,3.0,1.0,1.0,7.0,,2,5,,5,1.0,,4.0,,,0.375,0.6666666666666666,0.7222222222222222,32.83582089552239,0.09090909090909091,,0.16666666666666666,,,,,0.2222222222222222,0.75,0.75,,,0.7777777777777778,0.5382529411764706,,7.750000000000001,7.0,2.0,2.0,1.0,1.0,5.0,9.0,1.0,6.0,10.0,2.0,2.0,1.0,6.0,12.0,6.0,1.0,8.0,5.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,0.6666666666666666,0.6,0.6666666666666666,0.5555555555555556,0.75,0.375,0.25,0.3333333333333333,0.5,0.1111111111111111,0.1111111111111111,0.05555555555555555,1.0,1.0,0.5,0.5555555555555556,0.5555555555555556,0.8,0.3333333333333333,0.625,0.38525,0.1111111111111111,0.125,0.1,27.439999999999998,0.11666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,1938.0,32,16,67,69,17,9.0,136,1.0,2.0,1.0,3.0,8,12.0,67,1.0,4.0,3.0,,3.0,,,6.0,1.0,3,4,1.0,5,1.0,,3.0,0.6666666666666666,0.6666666666666666,0.375,0.46153846153846156,0.46153846153846156,18.42105263157895,0.13043478260869565,0.047619047619047616,0.11428571428571428,0.03571428571428571,,0.14285714285714285,0.2222222222222222,0.15384615384615385,0.5,0.5,,0.5,0.5384615384615384,0.4736269230769231,0.501725,12.325,17.0,1.0,5.0,,1.0,2.0,4.0,1.0,2.0,5.0,,3.0,1.0,2.0,6.0,,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,2.0,,,,,,17.0,,,1.0,0.4,0.4,0.38461538461538464,1.0,0.08333333333333333,,0.14285714285714285,,0.07692307692307693,0.38461538461538464,0.07692307692307693,,,0.3076923076923077,0.5,0.5,1.0,0.25,0.5,0.5222249999999999,,,,25.78,0.2537313432835821,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.25,0.25,0.1111111111111111,1.0,1.0,1.0,1.0,0.2,0.2,1.0,0.5,0.5,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203949,1610612744,James Michael McAdoo,James Michael McAdoo,203949,GSW,8228.0,137,9,281,288,114,31.0,569,22.0,36.0,8.0,24.0,44,62.0,309,8.0,40.0,2.0,,2.0,,1.0,4.0,11.0,12,22,15.0,37,5.0,2.0,21.0,0.8333333333333334,0.9090909090909091,0.5454545454545454,0.5454545454545454,0.5740740740740741,19.047619047619047,0.13043478260869565,0.11458333333333333,0.140625,0.12295081967213115,0.04,0.14285714285714285,0.09375,0.8181818181818182,0.6111111111111112,0.6666666666666666,0.8181818181818182,1.0,0.8181818181818182,0.5887181818181818,0.6173000000000001,2.536363636363637,86.0,7.0,1.0,,,,,,,,14.0,13.0,,8.0,,,,,,,6.0,3.0,5.0,2.0,1.0,3.0,6.0,4.0,,20.0,25.0,5.0,,13.0,,86.0,1.0,2.0,,,,,0.8333333333333334,0.16666666666666666,0.15625,0.11538461538461539,0.3,0.1590909090909091,0.022727272727272728,,,,,,,,,,0.5623615384615385,0.25,0.25,,,0.30604982206405695,5.0,12.0,2.0,,,,5.0,19.0,1.0,2.0,9.0,5.0,9.0,7.0,19.0,0.38461538461538464,0.38461538461538464,0.475,0.1111111111111111,0.7777777777777778,0.2857142857142857,0.2857142857142857,1.0,,,,,0.9230769230769231,0.4166666666666667,0.3064516129032258,3.0,3.0,1.0,7.0,9.0,4.0,3.0,4.0,4.0,4.0,1.0,17.0,1.0,1.0,2.0,1.0,2.0,4.0,0.375,0.375,0.3888888888888889,0.06818181818181818,0.08333333333333333,0.26666666666666666,0.15384615384615385,0.17142857142857143,0.19047619047619047,0.23529411764705882,0.375,0.3333333333333333,0.11290322580645161,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,2113.0,35,-12,69,74,28,5.0,143,1.0,1.0,,3.0,4,11.0,88,,,7.0,2.0,9.0,1.0,2.0,20.0,,2,4,,4,1.0,,2.0,,,0.75,0.6428571428571429,0.6111111111111112,18.91891891891892,0.09523809523809523,,0.0967741935483871,,,0.16666666666666666,0.16666666666666666,0.14285714285714285,1.0,1.0,,,0.5714285714285714,0.5170857142857143,,13.525,13.0,,3.0,,,1.0,3.0,,1.0,3.0,2.0,2.0,,6.0,3.0,,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,5.0,,,4.0,4.0,,,2.0,,13.0,,,1.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.4,0.1,,0.125,,,0.42857142857142855,,,,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,0.57345,0.2222222222222222,0.3333333333333333,,25.766666666666666,0.18840579710144928,1.0,1.0,,2.0,,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,,0.6666666666666666,0.6666666666666666,,,0.5,1.0,0.36363636363636365,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,0.2,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,1684.0,28,4,55,59,19,7.0,114,3.0,3.0,,5.0,8,15.0,59,1.0,6.0,2.0,,2.0,,,4.0,,3,6,,6,1.0,1.0,2.0,0.6,0.6,0.625,0.65,0.6818181818181818,17.46031746031746,0.1875,,0.2,,,0.2857142857142857,0.25,0.3,1.0,1.0,0.6666666666666666,,0.5,0.525755,0.3992,9.6375,17.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,,1.0,4.0,3.0,,,1.0,,1.0,2.0,,,,,,,,,2.0,3.0,1.0,,1.0,,17.0,1.0,1.0,1.0,0.5,0.5,0.2,,0.2222222222222222,,0.2857142857142857,,0.2,0.3,0.1,1.0,1.0,0.1,,,,1.0,,0.5448,0.1,0.125,,24.35,0.3090909090909091,,,1.0,1.0,,,,2.0,1.0,,,,,,2.0,,,0.5,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,1.0,,,,0.13333333333333333,,1.0,,2.0,2.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,0.3333333333333333,,,,,,,0.13333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
203200,1610612744,Justin Holiday,Justin Holiday,203200,GSW,4361.0,73,-8,149,152,72,18.0,301,2.0,4.0,,6.0,11,33.0,170,,8.0,10.0,1.0,11.0,1.0,1.0,23.0,1.0,4,4,1.0,5,3.0,,2.0,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.5625,0.6111111111111112,17.647058823529413,0.0851063829787234,0.017857142857142856,0.06349206349206349,0.014285714285714285,,0.0625,0.13333333333333333,0.16666666666666666,0.5,0.6666666666666666,0.5,,0.7083333333333334,0.4973666666666667,0.41895,12.945454545454545,50.0,,7.0,1.0,3.0,4.0,10.0,4.0,5.0,13.0,6.0,2.0,5.0,4.0,12.0,3.0,,10.0,4.0,2.0,,3.0,3.0,1.0,,2.0,3.0,1.0,,4.0,6.0,,,3.0,,50.0,,,0.8,0.38461538461538464,0.38461538461538464,0.5416666666666666,1.0,,0.0625,,,,0.2916666666666667,0.125,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4,0.4,0.75,0.5714285714285714,0.4,0.4503785714285714,0.1111111111111111,0.21428571428571427,,25.253846153846155,0.33557046979865773,,1.0,,4.0,1.0,1.0,1.0,7.0,7.0,,1.0,1.0,1.0,,7.0,0.5,0.35714285714285715,0.4375,,,,,,0.5714285714285714,0.5714285714285714,0.75,1.0,0.14285714285714285,,0.21212121212121213,,,,,2.0,,1.0,,,,,1.0,,,,,,,,,,0.09090909090909091,0.25,,,0.05,,,,,,,,,1.0,1.0,1.0,1.0,0.2,0.14285714285714285,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,5809.0,97,6,199,204,90,24.0,403,10.0,11.0,1.0,19.0,30,44.0,219,2.0,18.0,17.0,5.0,22.0,4.0,,49.0,,4,6,1.0,7,2.0,,6.0,0.47368421052631576,0.5,0.6333333333333333,0.6333333333333333,0.6666666666666666,15.555555555555555,0.06060606060606061,,0.06741573033707865,0.011627906976744186,,,0.08,0.36666666666666664,0.9090909090909091,1.0,0.7,0.5,0.36666666666666664,0.4920833333333334,0.3795,8.376666666666667,72.0,14.0,5.0,,,,,,,,6.0,6.0,,20.0,,,,,,8.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,,10.0,7.0,1.0,,4.0,,72.0,3.0,,,,,,0.5,0.08695652173913043,0.09090909090909091,0.11764705882352941,,0.4666666666666667,0.16666666666666666,,,,,,,,,,0.4739166666666666,0.12121212121212122,0.12121212121212122,,,0.36180904522613067,2.0,3.0,7.0,2.0,,,4.0,8.0,9.0,,,,,,8.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,0.5,0.5,0.14285714285714285,0.4,0.5,0.5,,0.5,0.6666666666666666,0.18181818181818182,1.0,1.0,,2.0,,2.0,2.0,1.0,,,,1.0,,,,,,,0.5,0.5,0.5,0.06666666666666667,0.09090909090909091,,0.05555555555555555,,,,1.0,,0.045454545454545456,1.0,,,,,,,,,,0.2,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,4682.0,78,42,162,166,62,15.0,328,7.0,11.0,,7.0,19,38.0,151,1.0,4.0,13.0,6.0,19.0,5.0,1.0,44.0,,2,6,,6,2.0,,6.0,0.2857142857142857,0.2857142857142857,0.3684210526315789,0.5645161290322581,0.5757575757575758,20.224719101123597,0.034482758620689655,,0.07228915662650602,,,0.05555555555555555,0.05263157894736842,0.3548387096774194,0.6363636363636364,0.7,0.2857142857142857,,0.7419354838709677,0.5148725806451613,0.3468,7.26842105263158,50.0,4.0,4.0,1.0,2.0,6.0,10.0,3.0,7.0,12.0,3.0,8.0,5.0,10.0,15.0,6.0,,10.0,6.0,3.0,4.0,2.0,3.0,3.0,,,3.0,1.0,,7.0,5.0,1.0,,1.0,,50.0,1.0,2.0,0.7142857142857143,0.5833333333333334,0.5833333333333334,0.3870967741935484,1.0,0.16,,0.15789473684210525,0.16666666666666666,0.12903225806451613,0.12903225806451613,0.06451612903225806,0.5,0.5,0.3225806451612903,0.6,0.6,0.6666666666666666,0.23076923076923078,0.6,0.5316461538461538,0.03225806451612903,0.05263157894736842,,25.975000000000005,0.30864197530864196,3.0,6.0,,,2.0,2.0,3.0,18.0,9.0,1.0,,,,,18.0,0.375,0.5769230769230769,0.6,,,,,,,,,0.6666666666666666,0.46153846153846156,0.5,0.47368421052631576,,,,6.0,3.0,,1.0,,,,,2.0,,,1.0,,2.0,,,1.0,1.0,0.05263157894736842,0.09090909090909091,,,,,,,,0.15789473684210525,1.0,,,1.0,1.0,2.0,3.0,0.6,0.15384615384615385,0.5,,,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.6666666666666666,,True,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612744,David Lee,David Lee,101135,GSW,1584.0,26,-13,51,54,25,7.0,105,1.0,4.0,1.0,2.0,8,5.0,71,2.0,2.0,1.0,,1.0,,,2.0,1.0,7,8,1.0,9,1.0,,2.0,0.5,0.5,0.25,0.25,0.2777777777777778,16.666666666666668,0.5833333333333334,0.05263157894736842,0.5,0.043478260869565216,,1.0,0.5,0.5,0.25,0.25,1.0,0.5,0.5,0.43355,0.4307,6.0,17.0,3.0,1.0,,,,,,,,1.0,2.0,,2.0,,,,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,2.0,,,1.0,,17.0,,,,,,,,0.25,0.6,0.5,,0.375,0.125,,,,,,,,,,0.3356,0.1111111111111111,0.1111111111111111,,,0.3333333333333333,,,1.0,,,,1.0,2.0,1.0,,,,,,2.0,0.5,0.5,0.5,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.4,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.125,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
