EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,Minutes,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctAssisted,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fouls,NonShootingPenaltyNonTakeFouls,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,NonShootingFoulsDrawn,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips
200752,1610612758,Rudy Gay,Rudy Gay,200752,SAC,16.0,-2,1,1,1,1,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201956,1610612758,Omri Casspi,Omri Casspi,201956,SAC,98.0,-2,4,4,4,4,8,4,4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612758,Derrick Williams,Derrick Williams,202682,SAC,16.0,-2,1,1,1,1,2,2,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203492,1610612758,Ray McCallum,Ray McCallum,203492,SAC,161.0,1,6,6,6,6,12,6,6,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204021,1610612758,Sim Bhullar,Sim Bhullar,204021,SAC,161.0,1,6,6,6,6,12,6,6,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,33.333333333333336,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,0.5,0.33340000000000003,0.33340000000000003,1.0,10.2,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200797,1610612758,Ryan Hollins,Ryan Hollins,200797,SAC,101.0,5,3,3,3,3,6,2,3,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,33.333333333333336,,,,1.0,1.0,1.0,,0.3645,0.3645,1.0,4.4,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203463,1610612758,Ben McLemore,Ben McLemore,203463,SAC,145.0,3,5,5,5,5,10,4,5,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203917,1610612758,Nik Stauskas,Nik Stauskas,203917,SAC,63.0,3,2,2,2,2,4,2,2,1.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.5,1.5,50.0,,,,,,,,0.5483,0.5483,1.0,1.8,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201171,1610612758,Carl Landry,Carl Landry,201171,SAC,44.0,-2,2,2,2,2,4,2,2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612758,Andre Miller,Andre Miller,1889,SAC,37323.0,-22,1224,1237,460,315,2461,1348,451,0.3758169934640523,622.0,22.0,47.0,31.0,62.0,122.0,172.0,23.0,46.0,71.0,86.0,105.0,141.0,17.0,318.0,26.0,60.0,76.0,4.0,1.0,4.0,65.0,0.5081967213114754,0.5,0.4797297297297297,0.45614035087719296,0.5180722891566265,0.5144927536231884,15.931721194879088,0.12206572769953052,0.09847198641765705,0.11464968152866242,0.31756756756756754,0.46808510638297873,0.5365853658536586,0.20945945945945946,0.46172739726027395,0.47460178571428574,0.4127906976744186,7.9319672131147545,38.0,0.3064516129032258,0.3114754098360656,0.045454545454545456,27.0,44.0,12.0,21.0,30.0,19.0,43.0,38.0,2.0,10.0,0.2972972972972973,0.6136363636363636,0.6923076923076923,0.3684210526315789,0.5714285714285714,0.47297297297297297,0.0641025641025641,0.07692307692307693,47.0,5.0,False,155.0,1.0,1.0,13.0,1.0,5.0,1.0,5.0,21.0,2.0,10.0,6.0,26.0,4.0,9.0,5.0,13.0,2.0,11.0,12.0,6.0,2.0,1.0,20.0,5.0,11.0,36.0,26.0,10.0,71.0,17.0,5.0,11.0,32.0,2.0,16.0,2.0,18.0,6.0,12.0,37.0,14.0,31.0,21.0,2.0,6.0,3.0,58.0,3.0,21.0,16.0,3.0,1.0,1.0,1.0,4.0,3.0,8.0,1.0,10.0,2.0,1.0,4.0,3.0,5.0,0.6666666666666666,0.23076923076923078,0.18181818181818182,0.24,0.4444444444444444,0.4444444444444444,0.5416666666666666,0.17567567567567569,0.09016393442622951,0.11363636363636363,0.1276595744680851,0.6379310344827587,0.044444444444444446,0.0851063829787234,0.0275,0.03787878787878788,0.03007518796992481,0.025477707006369428,0.02054794520547945,0.041237113402061855,0.043010752688172046,0.02564102564102564,0.08247422680412371,0.078125,0.09271523178807947,0.14285714285714285,0.03125,1.0,0.48148148148148145,0.41935483870967744,0.41935483870967744,0.38461538461538464,0.033783783783783786,0.2,0.2,0.14189189189189189,0.23809523809523808,0.23809523809523808,0.8,0.1111111111111111,1.0,0.017543859649122806,0.17543859649122806,0.2,0.25,0.42450000000000004,0.0755813953488372,27.046153846153842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
