EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,FTDefRebounds,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,LongMidRangeAssists,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffArc3ReboundPct,Corner3FGM,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,PenaltyFg3Pct,FG3APctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,Corner3Assists,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,PtsUnassisted3s,Technical Free Throw Trips,Blocked3s,BlockedArc3,on,3pt And 1 Free Throw Trips,Corner3PctBlocked,BlockedCorner3,LongMidRangePctBlocked
101135,1610612744,David Lee,David Lee,101135,GSW,4380.0,73,-7.0,147,150,47,51,27,297,6.0,9.0,3.0,5.0,2.0,3.0,4.0,7,3.0,9.0,13,25,8.0,34,144,3.0,7.0,3.0,9.0,4.0,7,3.0,11,14,12.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2,8,10,8.0,18,1.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,8,2.0,2.0,3,1.0,11.0,1.0,1.0,1.0,1.0,14.0,7.0,1.0,1.0,1.0,1.0,11,47,0.5384615384615384,0.6363636363636364,0.52,0.42857142857142855,0.5714285714285714,0.52,0.42857142857142855,0.5714285714285714,0.53125,0.45,0.6111111111111112,22.47191011235955,0.625,0.16666666666666666,0.1509433962264151,0.08571428571428572,0.09523809523809523,0.07692307692307693,0.13513513513513514,0.08433734939759036,0.1111111111111111,0.13793103448275862,0.25,0.25,0.1111111111111111,0.05555555555555555,0.3333333333333333,0.08333333333333333,0.36,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.28,0.5714285714285714,0.5714285714285714,0.25,0.36,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.36,0.461564,0.5015799999999999,0.5132857142857142,0.21875,0.21875,0.2647058823529412,0.3235294117647059,9.224,0.3197278911564626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,3843.0,64,-46.0,138,136,65,83,17,274,1.0,3.0,1.0,2.0,1.0,2.0,,1,2.0,5.0,3,9,,9,165,1.0,2.0,,5.0,2.0,4,,4,2,4.0,2.0,2.0,4.0,1.0,1.0,10.0,,3.0,,1,3,5,3.0,8,1.0,1.0,,1.0,,,,2.0,,2,,6.0,8,,1.0,,,,,2.0,1.0,3.0,,3.0,,4,65,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.3,0.8333333333333334,0.4,0.28125,0.8333333333333334,0.4,11.538461538461538,,,0.06976744186046512,0.05454545454545454,0.06666666666666667,,0.06896551724137931,0.04411764705882353,,0.10526315789473684,,0.06666666666666667,0.05,0.07142857142857142,,0.1,0.2,0.3333333333333333,0.5,,0.06666666666666667,,,,0.3333333333333333,0.4,0.4,0.5,0.6666666666666666,0.5,,0.4,0.5,0.6,0.47318333333333334,0.62155,0.49574999999999997,0.0625,0.1,0.5555555555555556,0.4444444444444444,12.588888888888889,0.47101449275362317,1.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.4,0.1111111111111111,0.3333333333333333,0.125,0.041666666666666664,0.125,0.6666666666666666,0.06666666666666667,0.3333333333333333,0.2,0.2,1.0,0.3333333333333333,1.0,1.0,0.2,0.2,25.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203105,1610612744,Festus Ezeli,Festus Ezeli,203105,GSW,30219.0,504,14.0,1009,1021,290,311,132,2030,50.0,79.0,21.0,32.0,14.0,20.0,25.0,50,1.0,10.0,76,139,49.0,201,1050,24.0,36.0,13.0,61.0,22.0,36,12.0,56,96,56.0,38.0,3.0,9.0,1.0,1.0,24.0,9.0,51.0,,27,60,95,60.0,155,4.0,7.0,7.0,,13.0,2.0,4.0,19.0,9.0,32,10.0,46.0,77,9.0,61.0,1.0,10.0,1.0,,78.0,34.0,42.0,25.0,42.0,2.0,56,290,0.631578947368421,0.8421052631578947,0.5467625899280576,0.6666666666666666,0.6111111111111112,0.5467625899280576,0.6666666666666666,0.6111111111111112,0.5710227272727273,0.648936170212766,0.56,17.884780739466894,0.40625,,0.15424164524421594,0.14912280701754385,0.18493150684931506,0.06293706293706294,0.16261682242990655,0.12371134020618557,0.1717171717171717,0.1450381679389313,0.06451612903225806,0.15714285714285714,0.16901408450704225,0.20175438596491227,0.125,0.08695652173913043,0.5683453237410072,0.6329113924050633,0.7692307692307693,0.64,0.3597122302158273,0.5,0.5319148936170213,0.6,0.07194244604316546,0.1,0.1,1.0,0.8888888888888888,0.65625,0.14285714285714285,0.5555555555555556,0.7,0.5683453237410072,0.5282100719424462,0.5993612903225807,0.5397222222222221,0.20118343195266272,0.20118343195266272,0.3034825870646766,0.27860696517412936,4.501438848920865,0.2874132804757185,,,,,,,,,,,,,,,17.0,6.0,6.0,8.0,1.0,16.0,23.0,7.0,,,,,,0.1223021582733813,0.17721518987341772,0.2857142857142857,0.13392857142857142,0.1308411214953271,0.5476190476190477,,,,,,,,,,,,1.0,2.0,1.0,4.0,3.0,1.0,6.0,4.0,7.0,1.0,3.0,2.0,7.0,0.06,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
203200,1610612744,Justin Holiday,Justin Holiday,203200,GSW,8000.0,133,-35.0,275,278,128,133,37,553,6.0,10.0,,,4.0,5.0,,5,6.0,21.0,12,36,6.0,48,306,,3.0,,,7.0,17,4.0,24,16,8.0,,7.0,8.0,3.0,2.0,17.0,1.0,1.0,,2,12,14,2.0,16,,9.0,5.0,4.0,5.0,,5.0,3.0,,8,5.0,7.0,16,,6.0,,,1.0,,6.0,1.0,4.0,1.0,4.0,,24,128,0.6666666666666666,0.6666666666666666,0.3333333333333333,,0.4117647058823529,0.375,,0.3333333333333333,0.4067796610169492,,0.375,21.337579617834393,0.625,,0.11650485436893204,0.010416666666666666,0.05405405405405406,0.034482758620689655,0.1,0.016,0.047619047619047616,,,0.09302325581395349,0.10526315789473684,0.06666666666666667,,,0.17857142857142858,0.6,0.75,0.5,0.08928571428571429,,,,0.375,0.2857142857142857,0.2857142857142857,0.8333333333333334,,,,0.16666666666666666,0.8,0.5357142857142857,0.5085663636363636,0.44611666666666666,0.5074431034482758,0.017543859649122806,0.02702702702702703,,0.5,12.477777777777778,0.46545454545454545,4.0,5.0,16.0,,3.0,11.0,6.0,20.0,,3.0,13.0,18.0,15.0,5.0,3.0,1.0,1.0,,1.0,2.0,,1.0,1.0,0.3,,0.3157894736842105,0.35714285714285715,0.08333333333333333,0.2,,,0.18181818181818182,,0.07142857142857142,0.2857142857142857,0.3125,0.3333333333333333,1.0,0.5,,,0.36666666666666664,0.3333333333333333,26.685000000000002,2.0,,,,1.0,2.0,1.0,,2.0,,,,2.0,0.2,0.041666666666666664,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.15384615384615385,0.05,0.0625,0.25,0.25,1.0,0.06666666666666667,0.18181818181818182,,,,,,,,,,,,,,,,True,,,,
203949,1610612744,James Michael McAdoo,James Michael McAdoo,203949,GSW,1622.0,27,9.0,54,55,16,24,7,109,3.0,4.0,,,,1.0,,3,,,3,7,5.0,11,58,,,,,,1,4.0,4,6,,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,,1,1,4,2.0,6,,1.0,1.0,,1.0,,,,1.0,1,1.0,3.0,4,,7.0,,1.0,2.0,,7.0,2.0,2.0,1.0,2.0,,4,16,1.0,1.0,0.42857142857142855,,,0.42857142857142855,,,0.55,,0.5,18.0327868852459,1.0,,0.05263157894736842,0.05263157894736842,0.125,0.25,0.07407407407407407,0.08695652173913043,,0.16666666666666666,,0.14285714285714285,,,0.5,,0.5714285714285714,0.75,0.75,1.0,0.42857142857142855,,,,,,,,,,,1.0,,0.5714285714285714,0.5870285714285713,,0.7259,0.25,0.25,,0.36363636363636365,3.4285714285714284,0.2962962962962963,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,2.0,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,12044.0,201,-7.0,398,399,147,175,55,797,24.0,35.0,3.0,4.0,9.0,16.0,3.0,10,3.0,14.0,30,59,18.0,99,408,3.0,5.0,,15.0,11.0,23,12.0,37,36,24.0,6.0,16.0,23.0,6.0,3.0,53.0,3.0,3.0,,6,10,16,6.0,22,,7.0,6.0,1.0,10.0,2.0,5.0,2.0,5.0,12,3.0,6.0,15,1.0,13.0,,1.0,2.0,,19.0,6.0,3.0,2.0,3.0,1.0,37,147,0.6,0.6666666666666666,0.5084745762711864,0.6,0.4782608695652174,0.50625,0.625,0.46296296296296297,0.5561797752808989,0.625,0.5606060606060606,21.535181236673772,0.8333333333333334,,0.07142857142857142,0.019230769230769232,0.09836065573770492,0.06,0.07960199004975124,0.02912621359223301,0.025,0.03225806451612903,0.15384615384615385,0.06,0.07272727272727272,0.12,,,0.4375,0.6857142857142857,0.7058823529411765,0.625,0.125,0.3,0.3333333333333333,0.3333333333333333,0.175,0.21428571428571427,0.21428571428571427,0.6666666666666666,0.3333333333333333,0.75,,0.5925925925925926,0.5625,0.7,0.5107518750000001,0.5369055555555556,0.49483333333333335,0.08045977011494253,0.09230769230769231,0.15151515151515152,0.37373737373737376,7.4220338983050835,0.3693467336683417,7.0,3.0,14.0,1.0,5.0,3.0,7.0,21.0,3.0,7.0,4.0,21.0,14.0,3.0,2.0,7.0,6.0,,1.0,,1.0,3.0,1.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.2625,0.03389830508474576,0.02857142857142857,,,0.08571428571428572,0.3333333333333333,0.0875,0.175,0.21428571428571427,0.23076923076923078,1.0,0.4166666666666667,0.2,1.0,0.1111111111111111,0.21428571428571427,25.1,7.0,,,1.0,,,,,2.0,,,,2.0,0.1,0.02702702702702703,4.0,1.0,,1.0,,1.0,,0.25,0.047619047619047616,0.07142857142857142,0.5714285714285714,0.5714285714285714,1.0,0.037037037037037035,,2.0,2.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.045454545454545456,,,,,,True,,,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,14680.0,245,-46.0,489,488,150,162,65,977,10.0,18.0,,2.0,3.0,5.0,16.0,44,5.0,11.0,31,73,14.0,76,527,2.0,7.0,,4.0,10.0,20,6.0,26,22,40.0,,24.0,41.0,15.0,4.0,99.0,2.0,7.0,,4,15,20,9.0,29,2.0,4.0,1.0,3.0,14.0,3.0,9.0,8.0,5.0,22,5.0,6.0,12,,19.0,,1.0,2.0,,18.0,7.0,2.0,,2.0,,26,150,0.3548387096774194,0.3548387096774194,0.4246575342465753,0.2857142857142857,0.5,0.4246575342465753,0.2857142857142857,0.5,0.4691358024691358,0.2857142857142857,0.5416666666666666,18.19787985865724,0.6363636363636364,,0.07894736842105263,0.040229885057471264,0.0547945205479452,0.03773584905660377,0.07224334600760456,0.039647577092511016,0.0625,0.058823529411764705,,0.08641975308641975,0.11475409836065574,0.06896551724137931,,0.05128205128205128,0.2465753424657534,0.5555555555555556,0.5882352941176471,0.8,0.6027397260273972,0.36363636363636365,0.37209302325581395,0.1875,0.1506849315068493,0.45454545454545453,0.45454545454545453,,0.2857142857142857,,,0.25,0.6,0.2465753424657534,0.44262328767123293,0.481725,0.4289250000000001,0.08974358974358974,0.08974358974358974,0.05263157894736842,0.34210526315789475,9.036986301369865,0.3067484662576687,,,,,,,,,,,,,,,2.0,17.0,12.0,1.0,,2.0,2.0,,,,,,,0.0273972602739726,0.05555555555555555,0.0625,,0.020833333333333332,1.0,,,,,,,,,,,,5.0,2.0,1.0,,,,1.0,2.0,3.0,,,,3.0,0.022727272727272728,0.047619047619047616,,,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,,,,True,,,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,16272.0,271,50.0,539,545,141,155,69,1084,16.0,21.0,2.0,2.0,6.0,7.0,4.0,14,7.0,13.0,27,48,2.0,95,540,2.0,4.0,,7.0,8.0,10,2.0,30,34,20.0,2.0,25.0,34.0,17.0,4.0,77.0,4.0,3.0,,9,19,28,7.0,35,,14.0,7.0,7.0,11.0,1.0,7.0,3.0,4.0,14,3.0,6.0,11,,12.0,,1.0,1.0,,4.0,2.0,4.0,3.0,4.0,,30,141,0.6296296296296297,0.6538461538461539,0.5625,0.5,0.8,0.5740740740740741,0.5,0.6666666666666666,0.5792682926829268,0.5,0.6818181818181818,15.434083601286174,0.7857142857142857,,0.08962264150943396,0.01694915254237288,0.10588235294117647,0.05333333333333334,0.09427609427609428,0.027777777777777776,0.018867924528301886,0.013888888888888888,0.05,0.0641025641025641,0.09859154929577464,0.08823529411764706,0.17647058823529413,,0.25925925925925924,0.7619047619047619,0.8,0.8125,0.1728395061728395,0.2857142857142857,0.3076923076923077,,0.16049382716049382,0.5384615384615384,0.5384615384615384,0.5714285714285714,0.2857142857142857,1.0,0.5,0.3333333333333333,0.8571428571428571,0.6666666666666666,0.5491878205128203,0.5648125,0.5793447368421054,0.024691358024691357,0.041666666666666664,0.07368421052631578,0.3157894736842105,7.985416666666666,0.26159554730983303,11.0,7.0,22.0,1.0,3.0,8.0,13.0,33.0,1.0,3.0,11.0,30.0,19.0,7.0,2.0,9.0,7.0,,,1.0,1.0,1.0,0.7692307692307693,0.3939393939393939,0.3333333333333333,0.43333333333333335,0.4074074074074074,0.041666666666666664,0.047619047619047616,,0.019230769230769232,0.1111111111111111,0.25,0.13580246913580246,0.2716049382716049,0.3181818181818182,0.3181818181818182,0.8571428571428571,0.42857142857142855,0.3333333333333333,1.0,0.38095238095238093,0.3684210526315789,27.59090909090909,4.0,,,1.0,,,1.0,2.0,1.0,,,1.0,1.0,0.07142857142857142,0.05454545454545454,6.0,3.0,2.0,4.0,3.0,,,0.36363636363636365,,,0.5454545454545454,0.5454545454545454,0.6666666666666666,0.14285714285714285,0.25,,,2.0,2.0,,,,,0.6666666666666666,,,9.0,,,,True,,,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,15493.0,258,69.0,521,533,127,138,74,1054,15.0,23.0,4.0,6.0,4.0,7.0,6.0,16,9.0,29.0,30,68,21.0,150,536,4.0,9.0,1.0,12.0,7.0,19,10.0,45,22,38.0,2.0,38.0,58.0,25.0,7.0,136.0,8.0,3.0,,12,21,33,11.0,44,1.0,18.0,11.0,7.0,17.0,3.0,12.0,8.0,5.0,25,6.0,6.0,14,,21.0,1.0,,1.0,,23.0,7.0,2.0,,2.0,,45,127,0.36666666666666664,0.3793103448275862,0.4411764705882353,0.4444444444444444,0.3684210526315789,0.5119047619047619,0.39285714285714285,0.5,0.5407407407407407,0.39285714285714285,0.5512820512820513,26.402640264026406,0.68,,0.10144927536231885,0.018518518518518517,0.17391304347826086,0.08888888888888889,0.11956521739130435,0.04365079365079365,0.03636363636363636,0.017543859649122806,0.10526315789473684,0.09722222222222222,0.15789473684210525,0.2222222222222222,,0.014492753623188406,0.18253968253968253,0.6521739130434783,0.75,0.26666666666666666,0.12698412698412698,0.375,0.375,0.3333333333333333,0.23015873015873015,0.3103448275862069,0.3103448275862069,0.5555555555555556,0.42857142857142855,0.6666666666666666,0.5,0.2,0.5714285714285714,0.6428571428571429,0.503863492063492,0.562925,0.4743942857142857,0.05303030303030303,0.0945945945945946,0.08,0.3,10.482352941176472,0.2437619961612284,6.0,21.0,52.0,,3.0,14.0,23.0,58.0,1.0,5.0,16.0,30.0,52.0,21.0,3.0,20.0,10.0,,,2.0,,1.0,0.43478260869565216,0.39655172413793105,0.2,0.39655172413793105,0.4603174603174603,0.04411764705882353,0.13043478260869565,,,0.03389830508474576,,0.047619047619047616,0.4126984126984127,0.40384615384615385,0.40384615384615385,0.38095238095238093,0.21428571428571427,,,0.4,0.40384615384615385,25.886206896551727,6.0,1.0,,1.0,,,1.0,1.0,3.0,,,,3.0,,0.08450704225352113,2.0,2.0,6.0,7.0,,,,0.4375,,,0.3333333333333333,0.3333333333333333,1.0,0.05714285714285714,0.42857142857142855,1.0,2.0,1.0,10.0,,0.14285714285714285,0.5,1.0,0.5,,,39.0,4.0,,,True,,,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,13535.0,226,30.0,442,458,96,83,54,900,13.0,25.0,2.0,5.0,3.0,5.0,8.0,31,13.0,27.0,34,83,16.0,171,460,3.0,7.0,,15.0,6.0,17,5.0,38,40,28.0,2.0,19.0,23.0,13.0,3.0,50.0,,2.0,,9,14,23,2.0,25,,4.0,3.0,1.0,7.0,1.0,4.0,5.0,3.0,12,2.0,5.0,6,,13.0,,,,,17.0,6.0,5.0,3.0,5.0,,38,96,0.5882352941176471,0.6060606060606061,0.40963855421686746,0.42857142857142855,0.35294117647058826,0.541958041958042,0.6818181818181818,0.5892857142857143,0.57,0.6818181818181818,0.6333333333333333,32.27091633466136,0.5833333333333334,,0.07692307692307693,0.015267175572519083,0.13636363636363635,,0.09274193548387097,0.009569377990430622,0.043478260869565216,,,0.05357142857142857,0.07462686567164178,0.13333333333333333,0.14285714285714285,,0.17482517482517482,0.52,0.65,0.6153846153846154,0.21678321678321677,0.25806451612903225,0.27586206896551724,0.5,0.1888111888111888,0.48148148148148145,0.48148148148148145,0.6153846153846154,0.45454545454545453,0.4,0.5,0.17857142857142858,0.6,0.5944055944055944,0.5132888111888111,0.53756875,0.5141160714285714,0.0472972972972973,0.06896551724137931,0.08771929824561403,0.2222222222222222,9.790361445783132,0.2171945701357466,13.0,24.0,47.0,3.0,3.0,10.0,29.0,60.0,3.0,4.0,11.0,78.0,47.0,24.0,7.0,4.0,2.0,,1.0,1.0,3.0,,0.896551724137931,0.48333333333333334,0.75,0.48333333333333334,0.4195804195804196,0.08433734939759036,0.2,,,0.1016949152542373,0.6,0.09090909090909091,0.32867132867132864,0.5106382978723404,0.5106382978723404,0.875,0.2727272727272727,1.0,1.0,0.35714285714285715,0.5106382978723404,25.055,3.0,,1.0,2.0,,1.0,,2.0,2.0,,,,2.0,0.06451612903225806,,5.0,1.0,6.0,7.0,,,,0.6363636363636364,,,0.38461538461538464,0.38461538461538464,1.0,0.03571428571428571,0.6,,1.0,1.0,2.0,1.0,0.09090909090909091,,,1.0,0.01639344262295082,,9.0,,,,True,,,,
