EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,SecondChanceFg3Pct,PenaltyFg3Pct,SelfORebPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedCorner3,DefensiveGoaltends,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on,Defensive 3 Seconds Violations
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,32778.0,546,101,1069,1070,167.0,85.0,110.0,2139,46.0,60.0,11.0,12.0,6.0,8.0,41.0,95.0,14.0,50.0,1.0,1.0,101.0,205,1.0,1.0,32.0,237.0,1059,15.0,21.0,30.0,10.0,25.0,10.0,30.0,138.0,64.0,3.0,18.0,15.0,59.0,9.0,68.0,5.0,4.0,35.0,12.0,12.0,145.0,5.0,24.0,2.0,26.0,93.0,7.0,126.0,31.0,157.0,13.0,10.0,3.0,16.0,3.0,12.0,5.0,4.0,21.0,2.0,1.0,17.0,1.0,28.0,2.0,38.0,4.0,1.0,1.0,42.0,6.0,20.0,4.0,37.0,28.0,1.0,8.0,37.0,28.0,30.0,165.0,2.0,3.0,0.6831683168316832,0.75,1.0,1.0,1.0,0.4926829268292683,0.7142857142857143,0.4,0.4975728155339806,0.7142857142857143,0.4,0.5290178571428571,0.7142857142857143,0.5,0.0048543689320388345,0.07317073170731707,0.03333333333333333,0.12631578947368421,0.02,20.433694745621352,0.7619047619047619,0.3888888888888889,0.09523809523809523,0.2188235294117647,0.0625,0.22033898305084745,0.04950495049504951,0.21915285451197053,0.05979381443298969,0.09482758620689655,0.0472972972972973,0.05,0.034482758620689655,0.06976744186046512,0.20666666666666667,0.23308270676691728,0.21830985915492956,0.22727272727272727,0.2,0.7567567567567568,0.2912621359223301,0.7666666666666667,0.7931034482758621,0.7608695652173914,0.46116504854368934,0.43157894736842106,0.4939759036144578,0.5609756097560976,0.24271844660194175,0.28,0.2857142857142857,0.7857142857142857,0.0048543689320388345,1.0,1.0,1.0,0.5714285714285714,0.9166666666666666,0.09090909090909091,0.32,0.75,0.2961165048543689,0.45577572815533984,0.54367,0.4555,0.09090909090909091,0.091324200913242,0.12658227848101267,0.12658227848101267,8.642926829268292,24.2,0.15622076707202995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,22704.0,378,94,748,730,231.0,210.0,90.0,1478,29.0,40.0,3.0,4.0,9.0,12.0,9.0,18.0,6.0,14.0,2.0,7.0,44.0,72,24.0,60.0,37.0,197.0,715,6.0,7.0,26.0,12.0,22.0,21.0,60.0,40.0,48.0,54.0,2.0,3.0,45.0,19.0,64.0,15.0,4.0,33.0,8.0,4.0,147.0,2.0,4.0,1.0,13.0,25.0,2.0,40.0,7.0,47.0,19.0,9.0,10.0,28.0,8.0,22.0,12.0,6.0,40.0,3.0,12.0,11.0,2.0,43.0,1.0,58.0,1.0,7.0,8.0,43.0,3.0,16.0,7.0,5.0,2.0,,3.0,5.0,3.0,60.0,229.0,6.0,6.0,0.45454545454545453,0.46511627906976744,0.75,0.4,0.4,0.6111111111111112,0.8571428571428571,0.5454545454545454,0.6060606060606061,0.8571428571428571,0.5131578947368421,0.6480263157894737,0.8666666666666667,0.6,0.45454545454545453,0.041666666666666664,0.05,0.05555555555555555,,22.576832151300234,0.7,0.1111111111111111,0.058823529411764705,0.102880658436214,0.017937219730941704,0.13829787234042554,0.01639344262295082,0.11275964391691394,0.017391304347826087,0.024390243902439025,0.022222222222222223,,0.011627906976744186,0.027777777777777776,0.08333333333333333,0.08235294117647059,0.14864864864864866,0.0945945945945946,0.3,0.6,0.30303030303030304,0.725,0.7631578947368421,0.4827586206896552,0.13636363636363635,0.5,0.5294117647058824,0.5555555555555556,0.10606060606060606,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.05303030303030303,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,0.75,0.6666666666666666,0.3157894736842105,0.75,0.7575757575757576,0.5212003787878787,0.4967458333333333,0.47790394736842107,0.1103448275862069,0.18823529411764706,0.1319796954314721,0.30456852791878175,6.206944444444445,25.049999999999994,0.3088235294117647,1.0,2.0,1.0,22.0,53.0,3.0,5.0,5.0,15.0,4.0,7.0,2.0,5.0,16.0,18.0,53.0,22.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5714285714285714,0.3125,0.01639344262295082,0.4015151515151515,0.41509433962264153,0.41509433962264153,0.7272727272727273,0.14285714285714285,0.5,1.0,0.35714285714285715,0.6,0.6666666666666666,0.02631578947368421,0.39473684210526316,0.3333333333333333,0.41509433962264153,,,,,,,,,,,,,,,,,,,True,
201158,1610612759,Marco Belinelli,Marco Belinelli,201158,SAS,21904.0,365,-54,707,707,171.0,104.0,74.0,1414,11.0,21.0,1.0,1.0,3.0,3.0,3.0,14.0,8.0,24.0,3.0,14.0,22.0,59,16.0,56.0,14.0,106.0,778,3.0,4.0,11.0,5.0,16.0,3.0,22.0,28.0,16.0,45.0,,5.0,18.0,11.0,29.0,7.0,4.0,10.0,7.0,1.0,69.0,,2.0,,12.0,23.0,3.0,38.0,2.0,40.0,11.0,8.0,3.0,11.0,3.0,9.0,5.0,2.0,16.0,,5.0,7.0,1.0,17.0,1.0,18.0,,3.0,1.0,18.0,,6.0,,,,,,1.0,,22.0,171.0,1.0,,0.6363636363636364,0.6363636363636364,0.9375,0.2857142857142857,0.2909090909090909,0.3728813559322034,0.75,0.3125,0.4,0.6428571428571429,0.38,0.43089430894308944,0.6875,0.4230769230769231,0.48695652173913045,0.0847457627118644,0.19047619047619047,,0.041666666666666664,17.506297229219143,0.6875,0.17647058823529413,,0.09465020576131687,0.008658008658008658,0.14634146341463414,,0.1076923076923077,0.005847953216374269,0.0125,0.011494252873563218,,,,0.06097560975609756,0.07058823529411765,0.15789473684210525,0.1694915254237288,0.08695652173913043,,0.1826086956521739,0.5238095238095238,0.6470588235294118,0.7272727272727273,0.12173913043478261,0.21428571428571427,0.21428571428571427,0.3333333333333333,0.20869565217391303,0.3333333333333333,0.34782608695652173,0.625,0.12173913043478261,0.21428571428571427,0.21428571428571427,1.0,0.14285714285714285,1.0,,0.12,1.0,0.6695652173913044,0.51555,0.5145571428571428,0.4723208333333333,0.06504065040650407,0.09230769230769231,0.10377358490566038,0.20754716981132076,10.733898305084749,25.63035714285714,0.24186704384724186,1.0,1.0,1.0,13.0,42.0,,2.0,3.0,8.0,1.0,3.0,2.0,3.0,9.0,3.0,41.0,13.0,2.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.028169014084507043,0.3652173913043478,0.30952380952380953,0.30952380952380953,0.9230769230769231,0.14285714285714285,1.0,1.0,0.2857142857142857,,,0.04,0.32,0.375,0.3170731707317073,1.0,1.0,2.0,1.0,1.0,0.034482758620689655,,,,,,,,,,,,,True,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,61795.0,1030,231,2007,2000,390.0,325.0,226.0,4007,126.0,206.0,32.0,63.0,25.0,40.0,43.0,94.0,,3.0,,,169.0,303,,,90.0,428.0,2016,37.0,72.0,93.0,36.0,62.0,24.0,96.0,234.0,104.0,,40.0,27.0,56.0,22.0,78.0,11.0,11.0,38.0,12.0,6.0,178.0,17.0,73.0,1.0,35.0,117.0,9.0,161.0,91.0,252.0,35.0,23.0,12.0,35.0,5.0,23.0,25.0,12.0,60.0,4.0,9.0,47.0,5.0,103.0,7.0,110.0,7.0,8.0,2.0,120.0,12.0,58.0,8.0,37.0,21.0,,16.0,37.0,24.0,96.0,388.0,9.0,7.0,0.6923076923076923,0.785234899328859,,,,0.5577557755775577,0.5138888888888888,0.5806451612903226,0.5577557755775577,0.5138888888888888,0.5806451612903226,0.5994397759103641,0.5670731707317073,0.6153846153846154,,0.0891089108910891,0.10194174757281553,0.06382978723404255,,18.41059602649007,0.5833333333333334,0.21951219512195122,0.023809523809523808,0.15579227696404793,0.11060606060606061,0.15086206896551724,0.06367041198501873,0.15462868769074262,0.0970873786407767,0.13777777777777778,0.12449799196787148,0.05913978494623656,0.06878306878306878,0.05128205128205128,0.1553030303030303,0.17647058823529413,0.13654618473895583,0.1511627906976744,0.15,0.6486486486486487,0.6798679867986799,0.6116504854368932,0.6810810810810811,0.7380952380952381,0.3102310231023102,0.4574468085106383,0.48863636363636365,0.5581395348837209,0.009900990099009901,,,,,,,,0.875,0.5079365079365079,0.25,0.6451612903225806,0.625,0.6798679867986799,0.5445775577557755,0.5640933333333334,0.5352887096774194,0.166189111747851,0.166189111747851,0.21728971962616822,0.22429906542056074,3.1788778877887793,,0.19431988041853512,,,,,,,,,,,,19.0,,,,,,13.0,2.0,2.0,4.0,9.0,5.0,,,0.12380952380952381,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,True,
201980,1610612759,Danny Green,Danny Green,201980,SAS,41137.0,686,182,1327,1320,184.0,189.0,146.0,2647,22.0,50.0,6.0,12.0,2.0,3.0,3.0,22.0,11.0,21.0,23.0,46.0,36.0,93,66.0,135.0,25.0,295.0,1348,8.0,16.0,40.0,3.0,5.0,12.0,54.0,46.0,26.0,183.0,6.0,5.0,41.0,6.0,47.0,4.0,2.0,28.0,4.0,9.0,100.0,3.0,14.0,,19.0,72.0,,91.0,17.0,108.0,28.0,17.0,11.0,13.0,2.0,10.0,7.0,3.0,20.0,2.0,2.0,27.0,2.0,47.0,1.0,26.0,,5.0,2.0,32.0,1.0,4.0,6.0,24.0,20.0,1.0,3.0,25.0,14.0,50.0,182.0,4.0,4.0,0.6388888888888888,0.696969696969697,0.9242424242424242,0.4888888888888889,0.4888888888888889,0.3870967741935484,0.5,0.6,0.5921052631578947,0.6060606060606061,0.875,0.6050420168067226,0.6060606060606061,0.8709677419354839,0.5921052631578947,0.053763440860215055,0.08,0.045454545454545456,,17.245989304812834,0.65,,,0.14145383104125736,0.03189066059225513,0.12418300653594772,0.018518518518518517,0.13746223564954682,0.028286189683860232,0.06040268456375839,0.012195121951219513,0.023809523809523808,0.018518518518518517,0.018518518518518517,0.12234042553191489,0.16149068322981366,0.14375,0.12389380530973451,0.125,0.56,0.21929824561403508,0.44,0.4782608695652174,0.7272727272727273,0.09649122807017543,0.13636363636363635,0.14285714285714285,0.6666666666666666,0.09210526315789473,0.5238095238095238,0.5238095238095238,0.45454545454545453,0.20175438596491227,0.5,0.5,1.0,0.36363636363636365,0.5,0.3333333333333333,0.125,0.6666666666666666,0.8114035087719298,0.5500842105263157,0.5680916666666668,0.5257708333333333,0.02586206896551724,0.041666666666666664,0.13559322033898305,0.18305084745762712,6.793548387096774,24.695555555555558,0.1386586284853052,2.0,5.0,7.0,43.0,89.0,6.0,12.0,6.0,12.0,8.0,17.0,,12.0,19.0,15.0,89.0,43.0,4.0,2.0,1.0,,4.0,1.0,0.47058823529411764,0.631578947368421,0.03333333333333333,0.39035087719298245,0.48314606741573035,0.48314606741573035,0.8837209302325582,0.15151515151515152,0.4,1.0,0.36363636363636365,0.5,0.8333333333333334,0.2916666666666667,0.5,0.5,0.48314606741573035,,,2.0,1.0,,0.014705882352941176,1.0,,6.0,1.0,9.0,1.0,1.0,0.8571428571428571,,,,,True,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,16783.0,280,47,553,548,153.0,147.0,68.0,1101,8.0,15.0,,1.0,1.0,3.0,4.0,11.0,13.0,30.0,8.0,16.0,25.0,56,25.0,70.0,9.0,134.0,538,1.0,4.0,15.0,7.0,17.0,4.0,39.0,28.0,22.0,60.0,,4.0,20.0,15.0,35.0,10.0,5.0,13.0,4.0,3.0,85.0,4.0,3.0,,5.0,12.0,1.0,18.0,7.0,25.0,6.0,4.0,2.0,8.0,,5.0,5.0,3.0,13.0,,2.0,10.0,3.0,21.0,,18.0,,5.0,,13.0,1.0,4.0,2.0,,,,,,,39.0,152.0,2.0,2.0,0.56,0.56,0.8,0.35714285714285715,0.36231884057971014,0.44642857142857145,0.25,0.4117647058823529,0.49603174603174605,0.7,0.5147058823529411,0.5038167938931297,0.6818181818181818,0.5138888888888888,0.5555555555555556,0.07142857142857142,0.06666666666666667,0.18181818181818182,0.03333333333333333,22.857142857142858,0.6153846153846154,0.06666666666666667,,0.05741626794258373,0.01910828025477707,0.07462686567164178,0.03333333333333333,0.06159420289855073,0.02527075812274368,0.015625,0.04,,0.04040404040404041,,0.05813953488372093,0.057692307692307696,0.056338028169014086,0.0851063829787234,0.05,,0.11904761904761904,0.5333333333333333,0.5714285714285714,0.875,0.0873015873015873,0.36363636363636365,0.4444444444444444,0.5,0.23809523809523808,0.43333333333333335,0.4482758620689655,0.38461538461538464,0.12698412698412698,0.5,0.5333333333333333,0.875,0.1,,,0.08823529411764706,0.3333333333333333,0.6746031746031746,0.5076272000000001,0.5394928571428571,0.46328970588235296,0.031007751937984496,0.06779661016949153,0.11194029850746269,0.291044776119403,12.200000000000001,25.425714285714275,0.2766726943942134,2.0,2.0,4.0,17.0,54.0,2.0,4.0,6.0,13.0,4.0,6.0,1.0,7.0,17.0,15.0,53.0,17.0,,1.0,2.0,1.0,4.0,3.0,0.6666666666666666,0.4117647058823529,,0.42857142857142855,0.3148148148148148,0.3148148148148148,0.7647058823529411,0.2,1.0,0.5,0.4,0.5,0.5,0.11764705882352941,0.38235294117647056,0.46153846153846156,0.32075471698113206,1.0,,,,,,1.0,,1.0,,2.0,,,0.25,1.0,0.014285714285714285,0.0625,,True,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,17344.0,289,81,554,554,120.0,123.0,66.0,1108,24.0,38.0,3.0,6.0,8.0,10.0,8.0,17.0,7.0,12.0,1.0,4.0,39.0,67,1.0,6.0,17.0,98.0,541,5.0,9.0,10.0,9.0,16.0,2.0,20.0,32.0,46.0,3.0,4.0,5.0,26.0,18.0,44.0,16.0,2.0,11.0,6.0,9.0,106.0,1.0,8.0,,7.0,16.0,2.0,25.0,9.0,34.0,10.0,7.0,3.0,7.0,,5.0,5.0,2.0,12.0,1.0,5.0,9.0,,21.0,3.0,25.0,,3.0,1.0,24.0,5.0,12.0,1.0,5.0,5.0,,,5.0,1.0,20.0,119.0,2.0,1.0,0.41025641025641024,0.43243243243243246,1.0,0.16666666666666666,0.16666666666666666,0.582089552238806,0.5555555555555556,0.5625,0.5547945205479452,0.5,0.5294117647058824,0.5975609756097561,0.5,0.5,0.0821917808219178,0.07462686567164178,0.07894736842105263,0.11764705882352941,,14.99202551834131,0.5833333333333334,0.15384615384615385,,0.0784313725490196,0.042105263157894736,0.09722222222222222,0.014285714285714285,0.08333333333333333,0.03461538461538462,0.05555555555555555,0.04054054054054054,0.022727272727272728,0.02,,0.09523809523809523,0.1206896551724138,0.03614457831325301,0.10714285714285714,0.0625,0.2,0.5205479452054794,0.631578947368421,0.6857142857142857,0.375,0.2328767123287671,0.47058823529411764,0.5333333333333333,0.375,0.1643835616438356,0.5833333333333334,0.5833333333333334,0.5714285714285714,0.0547945205479452,0.25,0.25,1.0,0.6,0.5,0.3333333333333333,0.5882352941176471,0.8,0.6027397260273972,0.5228465753424657,0.518195,0.5361676470588236,0.16049382716049382,0.16216216216216217,0.10204081632653061,0.20408163265306123,6.322388059701493,24.416666666666668,0.21660649819494585,,1.0,1.0,,2.0,,,,,,1.0,,,1.0,,2.0,,1.0,2.0,,,3.0,,,,0.038461538461538464,0.0273972602739726,,,,0.1,,,,,,0.058823529411764705,,,,,,1.0,,,0.14285714285714285,,,,,,,,,1.0,0.16666666666666666,,0.5,True,
203937,1610612759,Kyle Anderson,Kyle Anderson,203937,SAS,2538.0,42,-4,82,84,21.0,9.0,7.0,166,1.0,4.0,,,,,,1.0,,2.0,1.0,2.0,1.0,7,1.0,2.0,,5.0,95,,,,,,,,2.0,,3.0,,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,,,,4.0,7.0,,11.0,,11.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,21.0,2.0,,1.0,1.0,1.0,0.5,0.5,0.14285714285714285,,,0.2777777777777778,,,0.2777777777777778,,,0.2222222222222222,0.14285714285714285,0.25,,,11.11111111111111,,,,0.23333333333333334,,0.36363636363636365,,0.2682926829268293,,,,,,,0.375,0.08333333333333333,0.3,0.4444444444444444,,,0.4444444444444444,0.25,0.3333333333333333,1.0,0.1111111111111111,,,,0.2222222222222222,,,,0.2222222222222222,0.5,0.5,1.0,,,,,,0.6666666666666666,0.5774277777777779,,,,,,,5.971428571428571,23.5,0.25609756097560976,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,31400.0,523,142,1022,1022,135.0,85.0,107.0,2044,43.0,63.0,2.0,3.0,7.0,12.0,34.0,61.0,38.0,86.0,4.0,19.0,115.0,210,6.0,23.0,31.0,279.0,1039,4.0,8.0,10.0,14.0,31.0,3.0,31.0,76.0,154.0,15.0,2.0,9.0,62.0,28.0,90.0,16.0,12.0,29.0,19.0,14.0,208.0,1.0,4.0,,8.0,28.0,1.0,37.0,5.0,42.0,15.0,11.0,4.0,20.0,4.0,14.0,13.0,6.0,33.0,,8.0,18.0,2.0,31.0,3.0,37.0,,2.0,4.0,44.0,4.0,21.0,3.0,,,,,,,31.0,135.0,3.0,3.0,0.33043478260869563,0.3333333333333333,0.8333333333333334,0.2608695652173913,0.2608695652173913,0.5476190476190477,0.5,0.45161290322580644,0.5321888412017167,0.4,0.3888888888888889,0.5513833992094862,0.45454545454545453,0.3875,0.09871244635193133,0.04285714285714286,0.09523809523809523,0.04918032786885246,,24.869565217391305,0.6060606060606061,0.058823529411764705,,0.07161125319693094,0.011142061281337047,0.07407407407407407,0.010526315789473684,0.07214428857715431,0.011013215859030838,0.00909090909090909,0.014598540145985401,0.008928571428571428,,0.025,0.051470588235294115,0.05185185185185185,0.11666666666666667,0.075,0.07142857142857142,,0.2703862660944206,0.6825396825396826,0.7543859649122807,0.27906976744186046,0.26180257510729615,0.5573770491803278,0.5862068965517241,0.29411764705882354,0.36909871244635195,0.4418604651162791,0.4418604651162791,0.42105263157894735,0.0815450643776824,0.21052631578947367,0.21052631578947367,1.0,0.3,0.6666666666666666,,0.3333333333333333,0.5833333333333334,0.36909871244635195,0.47852060085836917,0.48429375,0.4779902777777778,0.084,0.09251101321585903,0.035842293906810034,0.1111111111111111,10.514761904761908,23.626086956521743,0.13209393346379647,,1.0,4.0,2.0,4.0,,1.0,,1.0,,2.0,2.0,,5.0,3.0,4.0,2.0,2.0,2.0,1.0,,1.0,,,,0.019801980198019802,0.017167381974248927,0.5,0.5,0.5,0.1,,,0.1,,,0.1111111111111111,0.027777777777777776,,0.5,,,,,,,3.0,,,,,,,,,,,,True,
201948,1610612759,Austin Daye,Austin Daye,201948,SAS,1674.0,28,-16,53,60,6.0,4.0,5.0,113,,,,,,,,,2.0,4.0,,1.0,2.0,4,1.0,3.0,,7.0,73,,,,,,,,4.0,,3.0,,,,,,,,,,,,1.0,,,1.0,6.0,,7.0,1.0,8.0,,,,,,,,,,,,2.0,,3.0,,,,,,,,,,,,,,,,,6.0,,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,,,0.5,,,0.5,,,0.42857142857142855,,,,,12.06896551724138,,,,0.3157894736842105,,0.2,0.09090909090909091,0.2916666666666667,0.034482758620689655,,,,0.1111111111111111,,0.4,0.5,0.25,0.25,,,,,,,,,,,0.5714285714285714,0.5,0.5,1.0,0.14285714285714285,,,,,,,,,0.42857142857142855,0.4837214285714286,,,,,,,17.7,25.233333333333334,0.11320754716981132,,,,1.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,True,
