EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,HeaveAttempts,Fg2aBlocked,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Arc3Assists,OffTwoPtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,BlockingFouls,LongMidRangeAssists,Travels,BlockingFoulsDrawn,DefensiveGoaltends,SecondChanceTurnovers,Blocked2s,BlockedAtRim,OffShortMidRangeReboundPct,DefCorner3ReboundPct,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,on,ShortMidRangeAssists,SelfOReb,Charge Fouls Drawn,Technical Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Fg3aBlocked,Offensive Fouls,Offensive Fouls Drawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,FTOffRebounds,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,OffLongMidRangeReboundPct,StepOutOfBoundsTurnovers,Clear Path Fouls,BlockedCorner3,Arc3PctBlocked,HeaveMakes
1891,1610612745,Jason Terry,Jason Terry,1891,HOU,1206.0,20.0,6,43,43,6.0,5.0,6.0,86,1.0,2.0,2.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,9.0,14.0,43,2.0,3.0,6.0,1.0,3.0,3.0,2.0,9.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,0.75,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5,0.6363636363636364,1.0,0.5,0.6363636363636364,1.0,0.5,0.8181818181818182,22.448979591836736,0.0714285714285714,0.0434782608695652,0.1666666666666666,0.1818181818181818,0.5,0.5,1.0,0.1818181818181818,1.0,1.0,1.0,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,0.8181818181818182,0.2857142857142857,0.5349227272727272,0.53505,0.4285714285714285,0.2142857142857142,17.15,25.288888888888888,0.1395348837209302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612745,Corey Brewer,Corey Brewer,201147,HOU,2982.0,50.0,12,110,107,44.0,32.0,20.0,217,,1.0,5.0,8.0,1.0,1.0,2.0,5.0,,,1.0,2.0,8.0,13.0,7.0,13.0,43.0,118,1.0,1.0,3.0,4.0,6.0,14.0,,21.0,,4.0,2.0,4.0,,4.0,,4.0,8.0,1.0,3.0,4.0,5.0,4.0,14.0,44.0,,,1.0,0.5384615384615384,1.0,0.6666666666666666,0.5833333333333334,0.6153846153846154,0.7115384615384616,1.5,0.875,0.7413793103448276,1.5,0.875,0.5,23.846153846153847,0.0303030303030303,0.0612244897959183,,0.0384615384615384,,,,0.3076923076923077,0.625,0.625,1.0,0.1923076923076923,0.4,0.4,1.0,1.0,1.0,1.0,,,,0.25,0.5,0.8461538461538461,0.5,0.619944,0.5739214285714286,0.0697674418604651,0.3255813953488372,3.515384615384616,26.83076923076923,0.4,7.0,9.0,1.0,1.0,1.0,3.0,3.0,4.0,6.0,1.0,2.0,16.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,6.0,8.0,2.0,5.0,1.0,1.0,1.0,2.0,0.5,0.0769230769230769,0.1111111111111111,0.5,0.125,0.0384615384615384,0.0188679245283018,0.05,0.0714285714285714,0.1666666666666666,0.3461538461538461,0.7777777777777778,0.875,0.1153846153846153,0.3333333333333333,0.3333333333333333,0.125,1.0,0.5,0.75,0.65655,0.1724137931034483,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201595,1610612745,Joey Dorsey,Joey Dorsey,201595,HOU,2274.0,38.0,-2,85,82,42.0,33.0,15.0,167,,,,,,,,,,,,,5.0,8.0,,,14.0,92,,,7.0,,,12.0,6.0,,,,,,4.0,4.0,1.0,,12.0,7.0,11.0,17.0,1.0,1.0,12.0,42.0,0.6,1.0,,,,,,0.625,0.625,0.6,0.8,0.5833333333333334,0.5833333333333334,0.6666666666666666,,14.141414141414142,0.2692307692307692,0.2631578947368421,0.375,,,,,,,,,,,,,,,,,,,,,0.75,,0.5657749999999999,0.55552,0.5,0.8571428571428571,2.1750000000000003,,0.4941176470588235,5.0,6.0,4.0,4.0,,2.0,,,4.0,4.0,5.0,4.0,,1.0,4.0,3.0,6.0,,1.0,1.0,,2.0,1.0,6.0,,5.0,9.0,1.0,3.0,,,,1.0,0.8,0.125,,0.5,0.25,0.1818181818181818,0.15,0.1764705882352941,0.0833333333333333,0.2727272727272727,0.75,0.8333333333333334,0.8333333333333334,0.25,,,0.8,1.0,,,0.61895,0.3,0.3,3.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.6,0.5,0.5,0.1111111111111111,0.2222222222222222,0.2,0.5,0.6,0.8,0.75,0.3333333333333333,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203123,1610612745,Kostas Papanikolaou,Kostas Papanikolaou,203123,HOU,2009.0,33.0,8,79,76,32.0,23.0,13.0,155,,,,1.0,,,,3.0,,,,1.0,1.0,2.0,,4.0,2.0,84,,,2.0,,1.0,,2.0,,,3.0,,3.0,2.0,5.0,,3.0,12.0,4.0,4.0,4.0,2.0,2.0,,32.0,1.0,1.0,,,,,,0.5,0.1666666666666666,1.0,,0.1666666666666666,1.0,,0.6666666666666666,8.79120879120879,0.1739130434782608,0.1176470588235294,,,,,,0.1666666666666666,,,,0.5,,,,,,,,,,0.5,,1.0,,0.6114916666666667,0.67635,1.0,,0.6000000000000001,24.775,0.4050632911392405,1.0,2.0,,1.0,,,,,,,1.0,,,1.0,,,,,2.0,,,2.0,2.0,4.0,,,,,,,,,,,0.5,0.5,1.0,,,,,0.2727272727272727,,0.3333333333333333,0.5,1.0,,,,0.5,,,,0.6481,,,1.0,1.0,1.0,1.0,,,,2.0,,,,2.0,,1.0,,,1.0,,,,,,0.1666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
203144,1610612745,Alexey Shved,Alexey Shved,203144,HOU,3540.0,59.0,-1,129,126,54.0,38.0,21.0,255,,3.0,1.0,1.0,1.0,1.0,3.0,11.0,,,2.0,5.0,4.0,12.0,4.0,12.0,29.0,139,1.0,1.0,3.0,2.0,5.0,14.0,4.0,12.0,,11.0,3.0,2.0,1.0,3.0,1.0,1.0,7.0,2.0,3.0,4.0,1.0,1.0,14.0,54.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.4,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.75,0.6,0.5,0.75,0.6363636363636364,0.5,22.666666666666668,0.0571428571428571,0.0526315789473684,,0.125,,,,0.0416666666666666,1.0,1.0,1.0,0.4583333333333333,0.2727272727272727,0.2727272727272727,1.0,0.5,1.0,1.0,,,,0.5,0.4,0.7916666666666666,0.2727272727272727,0.5321145833333333,0.59924,0.1034482758620689,0.4827586206896552,6.633333333333334,25.666666666666668,0.4186046511627907,4.0,7.0,3.0,4.0,,2.0,,,9.0,3.0,5.0,4.0,,3.0,1.0,1.0,1.0,,4.0,1.0,3.0,5.0,1.0,2.0,,6.0,11.0,1.0,5.0,,,,,0.6,0.25,0.2857142857142857,0.8,0.0454545454545454,0.032258064516129,0.0163934426229508,0.0416666666666666,0.0666666666666666,0.0555555555555555,0.2916666666666667,0.5714285714285714,0.8,0.0833333333333333,,,0.4,0.75,,,0.4716,0.1785714285714285,0.3125,,,,1.0,,2.0,,,,,,1.0,5.0,,1.0,1.0,,0.5,,,,,0.1111111111111111,0.5,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612745,Josh Smith,Josh Smith,2746,HOU,1063.0,18.0,-3,35,35,12.0,12.0,8.0,70,,1.0,,,,,,3.0,,,,2.0,1.0,7.0,,3.0,3.0,38,,,1.0,,2.0,,2.0,,,3.0,,,1.0,1.0,1.0,,3.0,4.0,7.0,10.0,,,,12.0,1.0,1.0,,,,,,0.1428571428571428,0.1,,,0.1363636363636363,0.25,,0.3,31.818181818181817,0.4444444444444444,0.3529411764705882,0.6666666666666666,0.1,,,,,,,,0.3,,,,,,,,,,0.6666666666666666,,0.5,,0.45754,0.38765,0.3333333333333333,,7.571428571428571,25.366666666666664,0.3428571428571428,1.0,2.0,,,,4.0,,,1.0,,1.0,,,,2.0,2.0,3.0,,3.0,,,3.0,1.0,2.0,,2.0,2.0,,1.0,,,1.0,1.0,,,,1.0,0.25,0.2222222222222222,0.1363636363636363,0.1428571428571428,0.3333333333333333,0.2,0.2,0.5,0.5,0.4,,,,,,,0.4212,0.0909090909090909,0.125,,,,1.0,1.0,,,,1.0,1.0,,3.0,1.0,,,,,,1.0,0.0769230769230769,,0.5,0.3333333333333333,1.0,,,,,,,,,1.0,1.0,1.0,0.125,0.3333333333333333,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202700,1610612745,Donatas Motiejunas,Donatas Motiejunas,202700,HOU,1186.0,20.0,-1,40,39,14.0,13.0,7.0,79,,,,1.0,,,,,,,,,1.0,4.0,,1.0,4.0,41,,,2.0,,1.0,,,,,,,,1.0,1.0,1.0,,3.0,,2.0,4.0,,,,14.0,,,,,,,,0.25,0.2,0.5,,0.3333333333333333,0.5,,0.2,12.5,,0.1,,,,,,0.2,,,,,,,,,,,,,,,,0.6,,0.42217,0.498025,0.5,,5.0,23.0,0.35,1.0,2.0,,,,2.0,,1.0,2.0,,1.0,2.0,,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,2.0,2.0,,1.0,,,,,,0.25,0.5,,0.25,0.0769230769230769,0.0869565217391304,0.125,,,0.4,0.5,1.0,0.4,,,,,0.5,,0.1779,0.1666666666666666,0.2,1.0,1.0,1.0,2.0,,,2.0,,1.0,,,,,,,,0.5,,,0.1,,,,,0.5,1.0,,,,,,,,,,0.1666666666666666,0.6666666666666666,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612745,Dwight Howard,Dwight Howard,2730,HOU,619.0,10.0,-1,23,23,4.0,,1.0,46,,,,,,,,,,,,,2.0,3.0,,,4.0,27,,,2.0,,,,2.0,,,,,,2.0,2.0,1.0,,6.0,2.0,4.0,5.0,,,,4.0,0.5,1.0,,,,,,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,1.0,,,16.666666666666668,0.6666666666666666,0.4444444444444444,0.5,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,0.5926999999999999,,0.5,,1.7999999999999998,,0.1739130434782608,2.0,2.0,,,,1.0,,,,,,2.0,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,,0.1428571428571428,,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,,,,,,,0.6742,,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,1.0,,,0.25,,,,0.5,1.0,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612745,Trevor Ariza,Trevor Ariza,2772,HOU,673.0,11.0,-2,21,22,3.0,,4.0,43,,,1.0,1.0,,,,,,,,,,,1.0,1.0,3.0,22,,,,1.0,1.0,3.0,,3.0,,,,,,,,,,1.0,3.0,3.0,,,3.0,3.0,,,1.0,1.0,,1.0,1.0,,1.5,,1.5,1.5,,1.5,1.0,4.0,0.1666666666666666,0.2727272727272727,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,0.6033,0.6033,,1.0,,24.1,0.1428571428571428,,,,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.4,,,,0.5,0.5,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201935,1610612745,James Harden,James Harden,201935,HOU,794.0,13.0,6,29,30,16.0,15.0,5.0,59,,,,,,,1.0,3.0,,1.0,,2.0,7.0,8.0,1.0,3.0,22.0,35,,1.0,3.0,,2.0,9.0,4.0,,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,,9.0,16.0,0.2857142857142857,0.2857142857142857,,0.3333333333333333,,,0.3333333333333333,0.875,0.7727272727272727,0.5,0.5,0.9166666666666666,0.75,0.6428571428571429,0.2727272727272727,40.0,0.1666666666666666,0.1538461538461538,,,,,,,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,,,,,0.5,,,0.3333333333333333,,0.9090909090909092,0.3333333333333333,0.6574454545454546,0.6631416666666666,0.1363636363636363,0.4090909090909091,1.875,24.73333333333333,0.5517241379310345,6.0,7.0,3.0,4.0,1.0,1.0,,,5.0,3.0,4.0,10.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,4.0,5.0,2.0,2.0,,,,,0.75,,,0.5,0.1428571428571428,0.3333333333333333,0.1818181818181818,0.4,0.25,0.2,0.6363636363636364,0.8571428571428571,0.8571428571428571,0.0909090909090909,1.0,1.0,0.6666666666666666,0.75,,,,0.2727272727272727,0.25,,,1.0,1.0,1.0,3.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
