EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,OpponentPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGA,FG2M,FtPoints,Points,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Steals,LostBallSteals,DeadBallTurnovers,Travels,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyFG2A,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,ShootingFouls,LiveBallTurnoverPct,PenaltyShotQualityAvg,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,BlockingFouls,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,NonHeaveArc3FGM,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,LongMidRangePctBlocked,OffFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,ThreePtAssists,Corner3Assists,Arc3Assists,ShortMidRangeAssists,Fg3aBlocked,BadPassSteals,FG3APctBlocked,Corner3PctBlocked,DefAtRimReboundPct,PenaltyCorner3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,ShortMidRangePctAssisted,on,SecondChanceCorner3FGA,PenaltyArc3FGM,PtsUnassisted3s,StepOutOfBoundsTurnovers,Clear Path Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockedAtRim,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,Charge Fouls,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedArc3,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts
101162,1610612764,Marcin Gortat,Marcin Gortat,101162,WAS,378.0,6,-7,12,13,3.0,3,1.0,25,1.0,1.0,14,1.0,1.0,1.0,3.0,3.0,3.0,7.692307692307692,1.0,0.16666666666666666,1.0,0.2857142857142857,0.5,1.0,1.0,0.4077,13.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,1610612764,Paul Pierce,Paul Pierce,1718,WAS,335.0,6,-5,12,13,4.0,4,1.0,25,1.0,2.0,13,,,,,,4.0,30.769230769230766,,,,,,,0.5,0.41125,12.9,0.3333333333333333,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202322,1610612764,John Wall,John Wall,202322,WAS,424.0,7,-3,16,17,8.0,5,3.0,33,,1.0,13,,,,,,8.0,10.526315789473685,,,,,,,,0.3744,22.2,0.5,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203318,1610612764,Glen Rice,Glen Rice,203318,WAS,2555.0,43,-22,80,79,21.0,23,14.0,159,3.0,8.0,94,1.0,1.0,,2.0,4.0,21.0,20.0,,0.037037037037037035,0.14285714285714285,0.058823529411764705,,0.14285714285714285,0.2,0.5004700000000001,6.375,0.2625,,1.0,2.0,4.0,11.0,2.0,2.0,2.0,,,2.0,,2.0,11.0,1.0,7.0,6.0,1.0,2.0,0.25,0.23333333333333334,0.3235294117647059,0.16666666666666666,,,0.06666666666666667,0.125,0.125,0.18181818181818182,2.0,2.0,2.0,1.0,4.0,,,3.0,,0.42769,2.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.14285714285714285,0.14285714285714285,1.0,1.0,1.0,0.4666666666666667,0.125,0.25,0.034482758620689655,0.1111111111111111,0.05263157894736842,0.125,0.14285714285714285,0.1,0.18181818181818182,0.26666666666666666,0.5,0.6666666666666666,0.5,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.2,0.4,0.7333333333333333,0.6121,0.125,0.18181818181818182,25.357142857142858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612764,Drew Gooden,Drew Gooden,2400,WAS,2065.0,34,-18,65,62,19.0,20,13.0,127,1.0,12.0,76,2.0,2.0,,4.0,9.0,19.0,24.358974358974358,,0.1,0.4,0.16,0.1,0.4,0.07142857142857142,0.44599642857142857,13.9,0.2923076923076923,,8.0,6.0,2.0,17.0,1.0,5.0,4.0,,,2.0,1.0,3.0,4.0,,3.0,4.0,2.0,5.0,0.5,0.5357142857142857,0.53125,0.35714285714285715,,,0.5714285714285714,0.125,0.14285714285714285,0.29411764705882354,6.0,1.0,1.0,,2.0,1.0,,2.0,0.3333333333333333,0.39048333333333335,3.0,3.0,2.0,2.0,,,,2.0,,1.0,2.0,2.0,4.0,9.0,,8.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,,,,1.0,,,,,,,0.6666666666666666,1.0,1.0,0.5,0.5,0.5,0.7,0.6428571428571429,0.14285714285714285,0.08333333333333333,,0.125,0.125,0.125,,0.14285714285714285,0.16666666666666666,,0.21428571428571427,1.0,1.0,0.3333333333333333,,,,,0.14285714285714285,0.4,1.0,,,0.35714285714285715,0.5668833333333333,,0.5294117647058824,25.9,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.125,0.2,0.2,0.16666666666666666,1.0,0.375,0.42857142857142855,1.0,0.5,0.5,1.0,0.2,1.0,1.0,0.16666666666666666,1.0,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2403,1610612764,Nene,Nene,2403,WAS,649.0,11,-7,22,21,,3,,43,1.0,6.0,26,1.0,,,1.0,1.0,,40.90909090909091,,,0.25,0.14285714285714285,,0.25,0.16666666666666666,0.44639999999999996,13.399999999999999,,,4.0,4.0,2.0,10.0,,,2.0,,,1.0,,1.0,2.0,,2.0,4.0,2.0,,0.6666666666666666,0.6666666666666666,0.625,,,,0.6666666666666666,0.25,0.25,,,,1.0,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,,,,,,,,0.75,0.75,,,,,,,,,,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,0.16666666666666666,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.75,0.6666666666666666,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612764,Andre Miller,Andre Miller,1889,WAS,2062.0,34,-21,61,60,11.0,16,10.0,121,4.0,10.0,77,1.0,1.0,,2.0,2.0,11.0,19.178082191780824,,0.05,0.16666666666666666,0.07692307692307693,,0.16666666666666666,0.4,0.49115000000000003,4.9399999999999995,0.18032786885245902,2.0,,6.0,3.0,15.0,,,8.0,1.0,1.0,,,2.0,3.0,,3.0,4.0,2.0,,0.6,0.6,0.625,,0.5,0.5,,0.16666666666666666,0.16666666666666666,,1.0,5.0,6.0,2.0,13.0,2.0,,1.0,1.0,0.5475,4.0,6.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,,4.0,,,,,2.0,,,,,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,0.16666666666666666,,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,1.0,1.0,,,0.6,,,0.13333333333333333,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203490,1610612764,Otto Porter Jr.,Otto Porter Jr.,203490,WAS,2234.0,37,-17,68,67,17.0,20,13.0,135,,6.0,81,,7.0,,7.0,9.0,17.0,12.195121951219512,,0.2916666666666667,,0.23333333333333334,0.18181818181818182,,,0.5362125,7.0,0.25,,2.0,2.0,2.0,6.0,2.0,2.0,,2.0,1.0,1.0,,1.0,6.0,,2.0,2.0,,2.0,0.3333333333333333,0.25,0.3333333333333333,0.5,,,0.25,,,0.3333333333333333,,3.0,4.0,1.0,9.0,,,3.0,,0.4788,1.0,4.0,,1.0,,1.0,1.0,1.0,,,2.0,,1.0,,1.0,4.0,,,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,0.25,,,0.041666666666666664,0.125,0.0625,,0.14285714285714285,0.3333333333333333,,0.5,0.25,0.25,1.0,0.125,,,,0.125,1.0,,1.0,,0.75,0.648,,,25.35,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,0.5,0.5,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,0.5,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202066,1610612764,Garrett Temple,Garrett Temple,202066,WAS,97.0,2,2,3,3,2.0,3,1.0,6,,,4,,,,,,2.0,25.0,,,,,,,,0.56745,,0.6666666666666666,,,,,3.0,,3.0,,,,,,,,,,,,3.0,,1.5,1.5,1.5,,,,,,1.0,,,,,,,,,,0.56745,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,1610612764,Kris Humphries,Kris Humphries,2743,WAS,458.0,8,-8,16,18,11.0,8,4.0,34,1.0,3.0,18,,,,,1.0,11.0,20.0,,,,,,,0.3333333333333333,0.5113666666666666,2.6333333333333333,0.6875,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,3.0,1.0,1.0,,2.0,1.0,,,1.0,0.5113666666666666,,2.0,,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.5,0.14285714285714285,,0.1,,,,,0.6666666666666666,,,,,,,,,1.0,,,,0.6666666666666666,0.4555,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
