EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FTOffRebounds,BlockingFoulsDrawn,3SecondViolations,OffFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedCorner3,LongMidRangePctBlocked,Corner3PctBlocked,Clear Path Fouls,on
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,66640.0,1111,381,2268,2251,222,238,216,4519,102.0,158,36.0,57.0,11.0,18.0,49.0,106,3.0,151,267,15.0,317,2198,39.0,63.0,3.0,81,12.0,23.0,3.0,27,210.0,92.0,62.0,18.0,89.0,42.0,131.0,28.0,14.0,50.0,14.0,25.0,304.0,21.0,68.0,62.0,223,11.0,296,89.0,385,18.0,24.0,11.0,13.0,39.0,11.0,26.0,33.0,2.0,13.0,2.0,72.0,6.0,6.0,64,2.0,127,1.0,6.0,15.0,55.0,1.0,12.0,9.0,32.0,6.0,15.0,4.0,87.0,1.0,1.0,70.0,2.0,15.0,88.0,49.0,2.0,1.0,2.0,27,222,4.0,3.0,0.695364238410596,0.875,0.5655430711610487,0.6190476190476191,0.5217391304347826,0.5655430711610487,0.6190476190476191,0.5217391304347826,0.5660714285714286,0.6230769230769231,0.5,0.06741573033707865,0.08860759493670886,0.03773584905660377,14.02390438247012,0.5416666666666666,0.34375,0.252262443438914,0.11202635914332784,0.22302158273381295,0.05,0.2452667814113597,0.0866601752677702,0.18779342723004694,0.10328638497652583,0.03314917127071823,0.04804804804804805,0.05747126436781609,0.28735632183908044,0.24822695035460993,0.2287390029325513,0.22580645161290322,0.21311475409836064,0.1836734693877551,0.5568181818181818,0.5917602996254682,0.6455696202531646,0.7083333333333334,0.6666666666666666,0.3970037453183521,0.46226415094339623,0.4803921568627451,0.7551020408163265,0.011235955056179775,0.9047619047619048,0.631578947368421,0.1388888888888889,0.782608695652174,0.6111111111111112,0.5917602996254682,0.5546917602996254,0.5956092592592592,0.6230000000000001,0.05434782608695652,0.05434782608695652,0.2555205047318612,0.08517350157728706,3.7996254681647974,0.09788359788359788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101135,1610612744,David Lee,David Lee,101135,GSW,18599.0,310,-51,625,633,149,123,84,1258,37.0,62,11.0,20.0,5.0,7.0,12.0,35,13.0,55,110,25.0,135,712,11.0,24.0,10.0,32,9.0,17.0,5.0,23,76.0,34.0,18.0,7.0,15.0,17.0,32.0,12.0,5.0,10.0,5.0,,81.0,3.0,27.0,20.0,36,2.0,58,31.0,89,1.0,9.0,8.0,1.0,7.0,1.0,3.0,8.0,,4.0,2.0,15.0,,2.0,19,,32,,2.0,4.0,26.0,,1.0,1.0,36.0,2.0,19.0,,7.0,,,5.0,,2.0,7.0,3.0,,,,23,149,1.0,,0.6909090909090909,0.8260869565217391,0.5,0.4583333333333333,0.5294117647058824,0.5,0.4583333333333333,0.5294117647058824,0.531496062992126,0.5517241379310345,0.5476190476190477,0.06363636363636363,0.08064516129032258,0.05714285714285714,19.86013986013986,0.4666666666666667,0.16666666666666666,0.18652849740932642,0.125,0.21978021978021978,0.02857142857142857,0.19718309859154928,0.09345794392523364,0.12987012987012986,0.09876543209876543,0.15517241379310345,0.024390243902439025,0.043478260869565216,0.15714285714285714,0.23728813559322035,0.171875,0.20270270270270271,0.29411764705882354,0.020833333333333332,0.42857142857142855,0.5636363636363636,0.5967741935483871,0.6491228070175439,0.7027027027027027,0.3181818181818182,0.34285714285714286,0.36363636363636365,0.5,0.11818181818181818,0.8333333333333334,0.55,0.09090909090909091,0.4117647058823529,0.7142857142857143,0.5636363636363636,0.5113972727272728,0.562525,0.49638235294117633,0.14960629921259844,0.14960629921259844,0.23703703703703705,0.17037037037037037,5.741818181818182,0.2384,6.0,1.0,2.0,1.0,0.058823529411764705,0.46153846153846156,0.46153846153846156,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201575,1610612744,Brandon Rush,Brandon Rush,201575,GSW,5151.0,86,-68,179,178,70,72,19,357,,2,,,,,1.0,2,1.0,1,5,1.0,6,222,,,,3,,,,3,,2.0,,2.0,,1.0,1.0,1.0,,,,,3.0,,,3.0,6,1.0,10,,10,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,4,,7,,,,1.0,,,,2.0,,1.0,,5.0,1.0,1.0,3.0,,2.0,6.0,4.0,,,,3,70,,,,,0.2,,,0.17857142857142858,0.75,0.5,0.2,0.75,0.5,0.4,0.5,0.5,8.040201005025125,1.0,0.16666666666666666,0.11764705882352941,,0.15,,0.1267605633802817,,,,,,,0.16666666666666666,0.1,0.10526315789473684,0.16666666666666666,,,0.6666666666666666,0.14285714285714285,,,,0.14285714285714285,0.5,1.0,,0.07142857142857142,,,,,,0.7857142857142857,0.5287535714285715,0.6408,0.61895,0.06666666666666667,0.16666666666666666,0.5,0.5,6.659999999999999,0.39106145251396646,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,9.0,1.0,2.0,1.0,3.0,3.0,7.0,1.0,0.1111111111111111,0.5,0.3333333333333333,0.1111111111111111,0.6428571428571429,0.14285714285714285,0.5,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.3333333333333333,1.0,0.6666666666666666,25.43333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,True
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,103263.0,1721,626,3586,3565,591,640,376,7151,123.0,191,7.0,14.0,26.0,36.0,51.0,105,157.0,242,453,191.0,1209,3520,17.0,29.0,8.0,84,38.0,77.0,75.0,241,174.0,310.0,6.0,21.0,279.0,129.0,408.0,79.0,50.0,186.0,52.0,41.0,945.0,20.0,17.0,64.0,128,1.0,193,37.0,230,4.0,100.0,61.0,39.0,120.0,31.0,90.0,51.0,6.0,30.0,5.0,171.0,12.0,32.0,54,4.0,103,2.0,,4.0,194.0,8.0,1.0,15.0,206.0,19.0,61.0,28.0,6.0,,,,1.0,5.0,6.0,3.0,,,,224,577,11.0,14.0,0.359504132231405,0.36401673640167365,0.5342163355408388,0.5862068965517241,0.4935064935064935,0.5918604651162791,0.6031746031746031,0.5684931506849316,0.6343283582089553,0.6212121212121212,0.6565934065934066,0.046357615894039736,0.08376963350785341,0.047619047619047616,27.6214196762142,0.7017543859649122,0.016129032258064516,0.09748667174409749,0.017598343685300208,0.1306122448979592,0.030721966205837174,0.1064891846921797,0.022881880024737167,0.017045454545454544,0.015822784810126583,0.020134228187919462,0.027237354085603113,0.043795620437956206,0.0703883495145631,0.08428246013667426,0.1341991341991342,0.13262599469496023,0.12389380530973451,0.009779951100244499,0.5,0.22209302325581395,0.643979057591623,0.7028571428571428,0.3902439024390244,0.12209302325581395,0.4857142857142857,0.51,0.35294117647058826,0.18255813953488373,0.2222222222222222,0.5,0.2857142857142857,0.2465753424657534,0.7222222222222222,0.6953488372093023,0.5184351873536298,0.5236808823529411,0.5069031468531469,0.07802197802197802,0.12323232323232323,0.06947890818858561,0.19933829611248965,9.412803532008832,0.16480758505298382,68.0,,2.0,,,0.43312101910828027,0.43312101910828027,0.3088235294117647,30.0,50.0,5.0,9.0,4.0,7.0,357.0,25.0,62.0,178.0,407.0,14.0,34.0,30.0,69.0,315.0,351.0,0.5898876404494382,0.43734643734643736,0.4117647058823529,0.43478260869565216,0.44389027431421446,0.47325581395348837,0.05813953488372093,0.6,0.6,0.8666666666666667,0.41511627906976745,0.14285714285714285,0.5555555555555556,1.0,0.3968253968253968,0.04794520547945205,0.5714285714285714,0.4246575342465753,26.281326781326783,148.0,9.0,26.0,219.0,6.0,148.0,2.0,1.0,2.0,21.0,10.0,0.004914004914004914,0.0056022408963585435,0.41456582633053224,0.4169014084507042,0.5337837837837838,0.36,0.8888888888888888,0.41935483870967744,0.42165242165242167,0.024096385542168676,,,,,True
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,139094.0,2318,531,4750,4745,861,879,501,9495,143.0,216,32.0,45.0,26.0,43.0,35.0,99,126.0,229,441,108.0,827,4803,37.0,62.0,28.0,114,44.0,78.0,28.0,143,280.0,178.0,34.0,30.0,71.0,45.0,116.0,36.0,9.0,38.0,14.0,19.0,277.0,58.0,56.0,85.0,225,26.0,336,117.0,453,9.0,61.0,35.0,26.0,42.0,8.0,22.0,29.0,2.0,20.0,6.0,71.0,3.0,19.0,82,2.0,146,3.0,13.0,6.0,118.0,1.0,6.0,8.0,150.0,13.0,73.0,7.0,17.0,2.0,1.0,9.0,3.0,5.0,19.0,13.0,1.0,,1.0,143,846,16.0,5.0,0.611353711790393,0.660377358490566,0.5192743764172335,0.5967741935483871,0.5641025641025641,0.5480182926829268,0.5972222222222222,0.5424528301886793,0.5711325966850829,0.6404494382022472,0.5674603174603174,0.06802721088435375,0.10648148148148148,0.06060606060606061,14.963297571993223,0.5915492957746479,0.25,0.1314252336448598,0.041116005873715125,0.12917933130699089,0.0741687979539642,0.1308016877637131,0.05317164179104478,0.042826552462526764,0.04139433551198257,0.0389908256880734,0.0744336569579288,0.07317073170731707,0.10760667903525047,0.12478031634446397,0.15894039735099338,0.12233009708737864,0.15384615384615385,0.029411764705882353,0.6842105263157895,0.32926829268292684,0.6620370370370371,0.7409326424870466,0.6783216783216783,0.15091463414634146,0.35353535353535354,0.3763440860215054,0.4,0.19207317073170732,0.625,0.7111111111111111,0.34375,0.4056603773584906,0.6046511627906976,0.6570121951219512,0.5421110687022901,0.5609138297872341,0.5249161904761905,0.10320781032078104,0.14570858283433133,0.13784764207980654,0.17291414752116083,7.744444444444444,0.18126315789473685,51.0,3.0,2.0,,0.026785714285714284,0.40476190476190477,0.408,0.5686274509803921,54.0,115.0,2.0,6.0,4.0,14.0,100.0,4.0,14.0,87.0,215.0,4.0,10.0,9.0,28.0,255.0,99.0,0.9770114942528736,0.4046511627906977,0.4,0.32142857142857145,0.40654205607476634,0.3277439024390244,0.17530487804878048,0.46956521739130436,0.4778761061946903,0.9814814814814815,0.1524390243902439,0.08333333333333333,0.3333333333333333,1.0,0.05555555555555555,0.1320754716981132,0.2857142857142857,0.1320754716981132,24.70511627906977,33.0,2.0,5.0,6.0,1.0,33.0,2.0,,,,1.0,0.009302325581395349,,0.33,0.33,0.9696969696969697,0.5,1.0,0.35714285714285715,0.3333333333333333,0.004629629629629629,1.0,0.007936507936507936,0.017391304347826087,,True
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,99750.0,1662,502,3441,3433,560,571,346,6874,107.0,169,8.0,14.0,11.0,14.0,63.0,151,179.0,245,499,146.0,1083,3445,13.0,29.0,8.0,67,33.0,55.0,32.0,197,266.0,224.0,6.0,33.0,108.0,44.0,152.0,26.0,18.0,73.0,23.0,12.0,348.0,4.0,12.0,55.0,96,2.0,153,16.0,169,4.0,57.0,36.0,21.0,62.0,11.0,36.0,38.0,5.0,26.0,6.0,100.0,5.0,9.0,45,2.0,81,3.0,,3.0,138.0,1.0,4.0,2.0,166.0,14.0,74.0,11.0,44.0,5.0,2.0,20.0,9.0,15.0,49.0,32.0,,,,190,546,2.0,6.0,0.5428571428571428,0.5495867768595041,0.4909819639278557,0.4482758620689655,0.6,0.5544378698224852,0.5,0.7236842105263158,0.5882352941176471,0.5234375,0.7480916030534351,0.06613226452905811,0.09467455621301775,0.09271523178807947,26.565762004175365,0.62,0.027777777777777776,0.07673860911270983,0.012917115177610334,0.11956521739130435,0.006546644844517185,0.08825248392752776,0.01038961038961039,0.01764705882352941,0.01644736842105263,0.0035087719298245615,0.008316008316008316,,0.08396946564885496,0.03667481662591687,0.10690423162583519,0.11898016997167139,0.12149532710280374,0.009685230024213076,0.6530612244897959,0.2,0.6331360946745562,0.6993464052287581,0.5514018691588785,0.178698224852071,0.41721854304635764,0.45985401459854014,0.47619047619047616,0.2118343195266272,0.23728813559322035,0.5714285714285714,0.625,0.12280701754385964,0.7857142857142857,0.6094674556213018,0.5138923668639053,0.5175581081081081,0.49967499999999987,0.08489525909592062,0.13237924865831843,0.061865189289012,0.1819021237303786,9.87054108216433,0.16274338854984016,75.0,,1.0,,,0.41899441340782123,0.42613636363636365,0.5866666666666667,42.0,84.0,4.0,13.0,10.0,14.0,262.0,17.0,45.0,149.0,346.0,11.0,30.0,33.0,59.0,402.0,262.0,0.8993288590604027,0.430635838150289,0.36666666666666664,0.559322033898305,0.430635838150289,0.40946745562130177,0.09940828402366864,0.5,0.5060240963855421,1.0,0.31005917159763313,0.22033898305084745,0.3076923076923077,1.0,0.288135593220339,0.12280701754385964,0.7142857142857143,0.39473684210526316,25.29913294797688,107.0,7.0,23.0,45.0,,107.0,3.0,5.0,1.0,4.0,3.0,0.008670520231213872,0.007633587786259542,0.4083969465648855,0.4115384615384615,0.8598130841121495,0.4117647058823529,1.0,0.5111111111111111,0.4083969465648855,0.008620689655172414,3.0,0.01675977653631285,0.011904761904761904,,True
203200,1610612744,Justin Holiday,Justin Holiday,203200,GSW,15456.0,258,3,518,521,149,132,65,1039,10.0,21,,2.0,4.0,7.0,3.0,8,16.0,18,45,8.0,92,540,1.0,3.0,1.0,9,7.0,16.0,3.0,23,30.0,6.0,,3.0,13.0,7.0,20.0,5.0,2.0,9.0,2.0,2.0,47.0,2.0,4.0,9.0,12,,21,6.0,27,2.0,17.0,12.0,5.0,9.0,,7.0,2.0,,2.0,,11.0,2.0,2.0,5,1.0,16,,,,9.0,,2.0,1.0,11.0,,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,3.0,1.0,,,,23,148,2.0,2.0,0.8333333333333334,0.8333333333333334,0.4,0.3333333333333333,0.4375,0.4666666666666667,0.5,0.37037037037037035,0.4789473684210526,0.5,0.3793103448275862,0.06666666666666667,0.09523809523809523,0.125,17.766497461928935,0.8181818181818182,,0.06779661016949153,0.023391812865497075,0.10588235294117647,0.02564102564102564,0.08015267175572519,0.024096385542168676,0.03278688524590164,0.01818181818181818,0.01818181818181818,0.030303030303030304,,0.03125,0.09259259259259259,0.0847457627118644,0.12857142857142856,,0.0392156862745098,0.3333333333333333,0.23333333333333334,0.47619047619047616,0.5263157894736842,0.8,0.08888888888888889,0.375,0.42857142857142855,1.0,0.17777777777777778,0.25,,,0.25925925925925924,0.5714285714285714,0.7333333333333333,0.5410838888888889,0.512775,0.5116981481481482,0.021739130434782608,0.0425531914893617,0.09782608695652174,0.25,8.67111111111111,0.2876447876447876,5.0,,,,,0.3125,0.3125,0.8,5.0,10.0,1.0,1.0,,2.0,35.0,4.0,9.0,16.0,45.0,2.0,5.0,2.0,11.0,45.0,35.0,0.9375,0.35555555555555557,0.4,0.18181818181818182,0.35555555555555557,0.5,0.1111111111111111,0.5,0.5,1.0,0.3888888888888889,0.125,1.0,1.0,0.5,0.07407407407407407,,0.3333333333333333,25.13333333333334,11.0,1.0,2.0,3.0,,11.0,,2.0,,1.0,,,,0.3142857142857143,0.3142857142857143,0.9090909090909091,0.25,1.0,0.2222222222222222,0.3142857142857143,,,,,,True
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,22109.0,368,-46,739,749,221,202,85,1488,34.0,52,2.0,5.0,11.0,15.0,9.0,24,22.0,51,98,17.0,149,816,3.0,8.0,,6,15.0,28.0,6.0,39,60.0,42.0,2.0,5.0,24.0,10.0,34.0,8.0,2.0,11.0,2.0,11.0,78.0,3.0,7.0,11.0,12,1.0,24,10.0,34,1.0,15.0,10.0,5.0,11.0,5.0,6.0,8.0,,5.0,1.0,19.0,3.0,8.0,21,,41,1.0,,1.0,17.0,,,2.0,26.0,1.0,8.0,4.0,3.0,,,1.0,,2.0,3.0,,,,,38,220,5.0,3.0,0.5882352941176471,0.6,0.5204081632653061,0.375,0.5357142857142857,0.5038167938931297,0.23076923076923078,0.4852941176470588,0.5209790209790209,0.21428571428571427,0.5,0.05102040816326531,0.057692307692307696,0.08333333333333333,19.447779111644657,0.5789473684210527,0.037037037037037035,0.05,0.028925619834710745,0.09565217391304348,0.03529411764705882,0.0647887323943662,0.03058103975535168,0.030303030303030304,0.024096385542168676,0.03225806451612903,0.046153846153846156,,0.013888888888888888,0.04938271604938271,0.08045977011494253,0.1,0.08,0.016129032258064516,,0.3969465648854962,0.6538461538461539,0.6938775510204082,0.6470588235294118,0.183206106870229,0.375,0.4090909090909091,0.5555555555555556,0.16793893129770993,0.38461538461538464,0.4,,0.4411764705882353,0.7333333333333333,0.648854961832061,0.508441153846154,0.4969888888888889,0.48800303030303027,0.06474820143884892,0.0761904761904762,0.040268456375838924,0.26174496644295303,7.526530612244899,0.29905277401894453,8.0,,1.0,,,0.36363636363636365,0.36363636363636365,0.375,6.0,8.0,,1.0,1.0,1.0,25.0,4.0,5.0,10.0,33.0,,5.0,1.0,6.0,27.0,24.0,0.9,0.30303030303030304,,0.16666666666666666,0.3125,0.25190839694656486,0.061068702290076333,0.75,0.75,1.0,0.19083969465648856,0.07692307692307693,,,0.3076923076923077,0.029411764705882353,1.0,0.14705882352941177,26.024242424242416,4.0,,,3.0,1.0,4.0,,,,,1.0,,,0.16,0.16,0.75,,,,0.16666666666666666,0.029411764705882353,,,,,True
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,40643.0,677,-9,1339,1340,309,286,145,2679,32.0,56,5.0,11.0,8.0,14.0,43.0,98,38.0,98,192,36.0,232,1415,9.0,17.0,2.0,20,22.0,47.0,12.0,56,90.0,106.0,4.0,10.0,90.0,37.0,127.0,28.0,9.0,41.0,18.0,31.0,291.0,4.0,9.0,12.0,40,,52,14.0,66,1.0,19.0,15.0,4.0,34.0,4.0,23.0,19.0,1.0,11.0,2.0,53.0,3.0,9.0,21,2.0,47,,1.0,8.0,47.0,,1.0,3.0,51.0,2.0,22.0,4.0,6.0,1.0,1.0,4.0,1.0,1.0,7.0,6.0,,,,56,306,5.0,3.0,0.45918367346938777,0.46875,0.5104166666666666,0.5294117647058824,0.46808510638297873,0.5051546391752577,0.5294117647058824,0.4489795918367347,0.5298165137614679,0.5555555555555556,0.49122807017543857,0.052083333333333336,0.10714285714285714,0.04081632653061224,18.127090301003346,0.6415094339622641,,0.08456659619450317,0.020689655172413793,0.06382978723404255,0.025806451612903226,0.07866868381240545,0.022033898305084745,0.015384615384615385,0.030864197530864196,0.013986013986013986,0.032520325203252036,,0.09933774834437085,0.07926829268292683,0.0759493670886076,0.07096774193548387,0.030303030303030304,0.011904761904761904,0.8571428571428571,0.28865979381443296,0.5714285714285714,0.64,0.6875,0.5051546391752577,0.4387755102040816,0.4574468085106383,0.3953488372093023,0.1958762886597938,0.6470588235294118,0.45454545454545453,0.6,0.2857142857142857,0.5714285714285714,0.29896907216494845,0.4586238341968913,0.54635,0.4519958333333334,0.102803738317757,0.10377358490566038,0.08620689655172414,0.2413793103448276,8.718229166666667,0.23076923076923078,23.0,1.0,,,0.025,0.6052631578947368,0.6052631578947368,0.2608695652173913,,,,,,,2.0,,2.0,,2.0,,,,2.0,,1.0,,,,,,0.010309278350515464,,,,,0.010309278350515464,,,,,,,0.04081632653061224,37.7,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,True
203110,1610612744,Draymond Green,Draymond Green,203110,GSW,91291.0,1522,577,3160,3144,461,487,313,6304,121.0,174,18.0,36.0,15.0,22.0,20.0,61,45.0,157,280,71.0,598,3078,19.0,39.0,7.0,51,20.0,33.0,16.0,74,230.0,84.0,32.0,22.0,99.0,78.0,177.0,51.0,27.0,62.0,12.0,25.0,432.0,19.0,42.0,57.0,219,27.0,303,65.0,368,13.0,68.0,38.0,30.0,43.0,15.0,29.0,36.0,3.0,14.0,3.0,79.0,1.0,17.0,84,3.0,157,3.0,4.0,11.0,123.0,11.0,8.0,4.0,111.0,17.0,57.0,7.0,56.0,5.0,3.0,36.0,3.0,17.0,61.0,34.0,,,3.0,74,446,12.0,6.0,0.732484076433121,0.8156028368794326,0.5607142857142857,0.48717948717948717,0.6060606060606061,0.5466804979253111,0.4230769230769231,0.5370370370370371,0.5652173913043478,0.4396551724137931,0.5522388059701493,0.07857142857142857,0.07471264367816093,0.14754098360655737,17.273762094479224,0.5443037974683544,0.46551724137931033,0.18782161234991424,0.050359712230215826,0.1313364055299539,0.033391915641476276,0.1725,0.043478260869565216,0.06168831168831169,0.06415094339622641,0.022988505747126436,0.03090507726269316,0.04310344827586207,0.1497175141242938,0.23255813953488372,0.17882352941176471,0.12797619047619047,0.14285714285714285,0.05701754385964912,0.5573770491803278,0.36099585062240663,0.6954022988505747,0.7515527950310559,0.7272727272727273,0.12655601659751037,0.32786885245901637,0.38461538461538464,0.75,0.09336099585062241,0.6923076923076923,0.5,0.1111111111111111,0.4074074074074074,0.6818181818181818,0.7800829875518672,0.5507221991701245,0.571695238095238,0.5246490740740741,0.10919540229885058,0.178125,0.08528428093645485,0.12374581939799331,5.61607142857143,0.1458860759493671,16.0,4.0,1.0,1.0,0.06153846153846154,0.35555555555555557,0.35555555555555557,0.75,5.0,19.0,,2.0,,,183.0,11.0,21.0,71.0,202.0,2.0,13.0,6.0,21.0,213.0,183.0,1.0,0.35148514851485146,0.15384615384615385,0.2857142857142857,0.35148514851485146,0.4190871369294606,0.03941908713692946,0.2631578947368421,0.2631578947368421,1.0,0.3796680497925311,0.038461538461538464,,,0.21153846153846154,,,0.3888888888888889,25.700000000000003,66.0,2.0,6.0,,,66.0,,,,,,,,0.36065573770491804,0.36065573770491804,1.0,0.18181818181818182,1.0,0.2857142857142857,0.36065573770491804,,2.0,,,1.0,True
