EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGM,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,Travels,Charge Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,DefensiveGoaltends,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,LostBallOutOfBoundsTurnovers,BlockingFouls,LongMidRangePctBlocked,Corner3PctBlocked,Charge Fouls,BlockedLongMidRange,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Clear Path Fouls,OffensiveGoaltends,on,3SecondViolations,BlockedCorner3
101106,1610612744,Andrew Bogut,Andrew Bogut,101106,GSW,10245.0,171,41,334,333,67,76,45,667,13.0,21,8.0,13.0,1.0,3,6.0,18.0,2.0,19,41,38,328,10.0,16.0,20.0,3.0,9,6.0,20,18.0,16.0,1.0,7.0,11.0,18,10.0,1.0,2.0,1.0,4.0,47,2.0,16,5,31,2.0,38,18,56,4.0,5.0,2.0,3.0,6,2.0,3.0,6.0,3.0,12,1.0,4,10,19,1.0,4.0,5.0,3.0,1.0,2.0,1.0,10.0,9.0,1.0,10.0,5.0,6.0,66,2.0,0.5263157894736842,0.9090909090909091,0.4634146341463415,0.625,0.3333333333333333,0.4634146341463415,0.625,0.3333333333333333,0.4523809523809524,0.625,0.3333333333333333,0.024390243902439025,0.05555555555555555,14.136125654450263,0.5,0.25,0.2767857142857143,0.15384615384615385,0.09433962264150944,0.03636363636363636,0.21818181818181817,0.11320754716981132,0.2,0.17391304347826086,0.07142857142857142,0.023809523809523808,0.07692307692307693,0.3125,0.2647058823529412,0.2608695652173913,0.1111111111111111,0.19047619047619047,0.5,0.5121951219512195,0.6190476190476191,0.6190476190476191,0.38461538461538464,0.43902439024390244,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.04878048780487805,0.8125,0.6153846153846154,0.3333333333333333,0.3333333333333333,0.5121951219512195,0.5078439024390243,0.5723266666666668,0.48858888888888885,0.023809523809523808,0.023809523809523808,0.5263157894736842,0.15789473684210525,4.787804878048781,0.20059880239520958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101135,1610612744,David Lee,David Lee,101135,GSW,22351.0,373,-12,738,750,174,172,87,1488,36.0,52,9.0,16.0,14.0,19,16.0,41.0,26.0,62,119,151,794,11.0,26.0,29.0,20.0,34,46.0,84,40.0,20.0,7.0,24.0,13.0,37,7.0,6.0,14.0,1.0,9.0,87,6.0,31,21,45,8.0,74,38,112,2.0,16.0,13.0,3.0,13,4.0,8.0,9.0,5.0,22,1.0,7,17,29,5.0,3.0,25.0,2.0,1.0,39.0,19.0,15.0,9.0,6.0,15.0,9.0,46.0,174,1.0,0.6774193548387096,0.8076923076923077,0.5210084033613446,0.4230769230769231,0.5882352941176471,0.5210084033613446,0.4230769230769231,0.5882352941176471,0.551094890510949,0.453125,0.6052631578947368,0.058823529411764705,0.0975609756097561,18.928571428571427,0.5909090909090909,0.42105263157894735,0.20179372197309417,0.11355311355311355,0.20192307692307693,0.06666666666666667,0.2018348623853211,0.10192837465564739,0.09333333333333334,0.1414141414141414,0.10101010101010101,0.06153846153846154,0.08,0.17391304347826086,0.2676056338028169,0.1686746987951807,0.2159090909090909,0.04,0.6,0.4369747899159664,0.6923076923076923,0.7346938775510204,0.6944444444444444,0.3445378151260504,0.3902439024390244,0.43243243243243246,0.5,0.2184873949579832,0.6153846153846154,0.5625,0.5588235294117647,0.7368421052631579,0.4369747899159664,0.4801924369747899,0.48811304347826084,0.5119294117647059,0.14074074074074075,0.14074074074074075,0.19205298013245034,0.304635761589404,7.177310924369748,0.23577235772357724,10.0,27.0,7.0,6.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,0.057692307692307696,0.05555555555555555,0.125,0.38461538461538464,0.38461538461538464,0.9,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201939,1610612744,Stephen Curry,Stephen Curry,201939,GSW,18258.0,304,73,642,640,216,268,87,1282,12.0,23,2.0,3.0,3.0,9,8.0,27.0,38.0,31,88,236,677,3.0,6.0,26.0,8.0,29,77.0,18,44.0,,6.0,58.0,10.0,68,4.0,6.0,40.0,11.0,7.0,146,2.0,4,6,16,1.0,23,6,29,1.0,18.0,15.0,3.0,13,3.0,8.0,11.0,5.0,24,3.0,5,8,20,,2.0,44.0,,3.0,59.0,15.0,3.0,1.0,2.0,3.0,2.0,77.0,216,6.0,0.2903225806451613,0.2903225806451613,0.3522727272727273,0.5,0.27586206896551724,0.5260115606936416,0.5833333333333334,0.46226415094339623,0.5778894472361809,0.625,0.5522388059701493,0.06818181818181818,0.14814814814814814,30.013458950201887,0.5416666666666666,0.05263157894736842,0.07766990291262135,0.019417475728155338,0.07894736842105263,0.02197802197802198,0.07801418439716312,0.020202020202020204,0.015625,0.04225352112676056,,0.014705882352941176,0.043478260869565216,0.08620689655172414,0.07692307692307693,0.07142857142857142,0.03278688524590164,0.01098901098901099,0.6666666666666666,0.1329479768786127,0.5217391304347826,0.5714285714285714,0.25,0.15606936416184972,0.2962962962962963,0.34782608695652173,0.125,0.21965317919075145,0.16666666666666666,0.6666666666666666,0.16981132075471697,0.3333333333333333,0.6242774566473989,0.4934108823529412,0.5515333333333333,0.46809711538461546,0.08465608465608465,0.14563106796116504,0.11016949152542373,0.326271186440678,11.607954545454545,0.3364485981308411,11.0,54.0,5.0,28.0,,2.0,,,,10.0,,,10.0,0.08695652173913043,,0.26666666666666666,0.2894736842105263,0.2894736842105263,0.45454545454545453,,6.0,9.0,3.0,6.0,1.0,2.0,34.0,76.0,2.0,6.0,10.0,22.0,40.0,85.0,5.0,12.0,11.0,24.0,72.0,48.0,3.0,73.0,34.0,1.0,1.0,6.0,1.0,0.6,0.47058823529411764,0.4166666666666667,0.4583333333333333,0.4878048780487805,0.4913294797687861,0.011764705882352941,0.013157894736842105,0.05202312138728324,0.6666666666666666,0.6666666666666666,0.5,0.4393063583815029,0.4473684210526316,0.4533333333333333,0.6176470588235294,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.5,0.03773584905660377,0.5,0.41509433962264153,0.45454545454545453,0.4657534246575342,0.011627906976744186,26.637647058823532,,,,,,,,,,,,True,,
203084,1610612744,Harrison Barnes,Harrison Barnes,203084,GSW,22109.0,368,-46,739,749,221,202,85,1488,16.0,26,3.0,6.0,5.0,10,6.0,21.0,27.0,35,74,129,816,6.0,12.0,24.0,13.0,26,47.0,42,28.0,4.0,4.0,10.0,3.0,13,2.0,1.0,7.0,1.0,2.0,29,6.0,11,21,38,7.0,66,17,83,1.0,6.0,3.0,3.0,8,1.0,5.0,5.0,3.0,13,,6,17,28,2.0,1.0,28.0,3.0,3.0,35.0,18.0,3.0,2.0,1.0,3.0,2.0,47.0,220,1.0,0.6,0.6363636363636364,0.47297297297297297,0.5,0.5,0.46396396396396394,0.5,0.47297297297297297,0.5119047619047619,0.631578947368421,0.5340909090909091,0.05405405405405406,0.09523809523809523,16.686674669867948,0.6153846153846154,0.25925925925925924,0.15833333333333333,0.045454545454545456,0.1826086956521739,0.07058823529411765,0.16619718309859155,0.05198776758409786,0.10606060606060606,0.03614457831325301,0.010752688172043012,0.07692307692307693,0.05,0.1388888888888889,0.16049382716049382,0.1724137931034483,0.16666666666666666,0.017241379310344827,0.6666666666666666,0.23423423423423423,0.6153846153846154,0.64,0.75,0.1891891891891892,0.2857142857142857,0.3157894736842105,0.5,0.24324324324324326,0.5,0.5,0.2702702702702703,0.5,0.5675675675675675,0.5044281818181818,0.5340416666666666,0.4812194444444445,0.14516129032258066,0.20689655172413793,0.18604651162790697,0.3643410852713178,9.358108108108107,0.29905277401894453,13.0,26.0,12.0,12.0,,2.0,,,5.0,2.0,1.0,,2.0,0.038461538461538464,,0.24,0.48148148148148145,0.5,0.46153846153846156,0.3333333333333333,6.0,18.0,,,2.0,4.0,5.0,19.0,,,1.0,7.0,11.0,37.0,,,3.0,11.0,27.0,6.0,1.0,18.0,5.0,1.0,,,,0.8181818181818182,0.2972972972972973,,0.2727272727272727,0.3055555555555556,0.3333333333333333,0.02702702702702703,,0.16216216216216217,0.3333333333333333,0.35294117647058826,0.8333333333333334,0.17117117117117117,0.2631578947368421,0.2631578947368421,0.8,,,,,,,0.10810810810810811,0.5,0.1891891891891892,0.14285714285714285,0.2777777777777778,,26.186486486486487,1.0,1.0,0.037037037037037035,0.05555555555555555,,,,,,,,True,,
2571,1610612744,Leandro Barbosa,Leandro Barbosa,2571,GSW,58925.0,982,-5,1981,1996,573,616,233,3977,99.0,156,7.0,14.0,29.0,48,22.0,69.0,49.0,140,274,467,2097,9.0,20.0,46.0,39.0,77,118.0,180,100.0,8.0,15.0,66.0,33.0,99,23.0,10.0,37.0,7.0,22.0,231,7.0,16,28,39,1.0,68,23,91,3.0,41.0,29.0,12.0,30,6.0,16.0,14.0,14.0,44,4.0,13,39,87,2.0,1.0,60.0,1.0,6.0,74.0,29.0,8.0,4.0,2.0,8.0,4.0,117.0,571,13.0,0.6428571428571429,0.6617647058823529,0.5109489051094891,0.45,0.5064935064935064,0.5297927461139896,0.5526315789473685,0.5051020408163265,0.5547619047619048,0.5609756097560976,0.5363636363636364,0.05474452554744526,0.07246376811594203,20.622222222222224,0.6818181818181818,0.015384615384615385,0.059541984732824425,0.02359882005899705,0.0989399293286219,0.028925619834710745,0.07142857142857142,0.025,0.025252525252525252,0.029411764705882353,0.01652892561983471,0.027932960893854747,0.031746031746031744,0.030303030303030304,0.06278026905829596,0.0811965811965812,0.10548523206751055,0.016666666666666666,0.5,0.40414507772020725,0.6346153846153846,0.678082191780822,0.696969696969697,0.17875647668393782,0.3188405797101449,0.34375,0.45454545454545453,0.12694300518134716,0.3684210526315789,0.5,0.4897959183673469,0.6041666666666666,0.694300518134715,0.524292578125,0.5082423076923076,0.5207706185567011,0.07281553398058252,0.09698996655518395,0.09850107066381156,0.25267665952890794,6.7222627737226315,0.28924785461887936,19.0,58.0,4.0,19.0,,3.0,2.0,2.0,4.0,8.0,1.0,,6.0,0.0641025641025641,,0.06521739130434782,0.3877551020408163,0.3877551020408163,0.5789473684210527,0.2857142857142857,14.0,31.0,3.0,5.0,3.0,6.0,29.0,81.0,5.0,13.0,4.0,15.0,43.0,112.0,8.0,18.0,7.0,21.0,114.0,15.0,2.0,79.0,29.0,1.0,1.0,1.0,1.0,0.8837209302325582,0.38392857142857145,0.4444444444444444,0.3333333333333333,0.39090909090909093,0.29015544041450775,0.008928571428571428,0.012345679012345678,0.08031088082901554,0.45161290322580644,0.45161290322580644,1.0,0.20984455958549222,0.35802469135802467,0.3625,0.8275862068965517,0.13157894736842105,0.6,1.0,0.34210526315789475,0.38461538461538464,0.8,0.061224489795918366,0.5,0.15306122448979592,0.26666666666666666,0.3670886075949367,0.008849557522123894,25.691964285714285,,1.0,,,2.0,2.0,,,,,,True,,
2738,1610612744,Andre Iguodala,Andre Iguodala,2738,GSW,42408.0,707,34,1399,1417,338,385,167,2816,46.0,59,3.0,3.0,10.0,13,8.0,26.0,35.0,69,120,253,1475,6.0,7.0,15.0,14.0,27,58.0,86,52.0,4.0,3.0,65.0,22.0,87,13.0,9.0,37.0,12.0,16.0,196,4.0,6,22,41,8.0,71,10,81,,28.0,15.0,13.0,25,7.0,15.0,13.0,10.0,38,1.0,9,20,29,2.0,,48.0,2.0,6.0,42.0,19.0,7.0,6.0,,8.0,3.0,58.0,337,1.0,0.6231884057971014,0.6417910447761194,0.575,0.8571428571428571,0.5185185185185185,0.5717821782178217,0.5357142857142857,0.5,0.575,0.5357142857142857,0.5272727272727272,0.025,0.07692307692307693,16.175548589341695,0.6578947368421053,0.20512820512820512,0.08723404255319149,0.012396694214876033,0.11282051282051282,0.022099447513812154,0.09473684210526316,0.015037593984962405,0.013888888888888888,0.011695906432748537,0.011834319526627219,0.015748031496062992,0.037037037037037035,0.05405405405405406,0.0759493670886076,0.12804878048780488,0.11377245508982035,,0.375,0.29207920792079206,0.7796610169491526,0.7931034482758621,0.6739130434782609,0.12871287128712872,0.3076923076923077,0.3333333333333333,0.25,0.17326732673267325,0.21428571428571427,1.0,0.2653061224489796,0.7692307692307693,0.698019801980198,0.5536651515151517,0.51779375,0.5183076086956523,0.0963302752293578,0.14074074074074075,0.05928853754940711,0.22924901185770752,7.8241666666666685,0.2416011436740529,15.0,22.0,,9.0,,2.0,,,4.0,2.0,,,2.0,0.01694915254237288,,0.10714285714285714,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.6666666666666666,10.0,30.0,,2.0,3.0,7.0,21.0,52.0,1.0,5.0,4.0,15.0,31.0,82.0,1.0,7.0,7.0,22.0,90.0,3.0,4.0,48.0,21.0,,,,2.0,0.967741935483871,0.3780487804878049,0.14285714285714285,0.3181818181818182,0.3974358974358974,0.40594059405940597,,,0.1485148514851485,0.3333333333333333,0.3333333333333333,1.0,0.25742574257425743,0.40384615384615385,0.40384615384615385,0.9523809523809523,0.14285714285714285,,,0.35714285714285715,0.2,1.0,0.14285714285714285,0.42857142857142855,0.30612244897959184,0.26666666666666666,0.4375,0.024096385542168676,26.287804878048778,1.0,,,,,1.0,1.0,1.0,1.0,,,True,,
203200,1610612744,Justin Holiday,Justin Holiday,203200,GSW,12992.0,217,-45,435,445,176,175,50,880,7.0,15,,1.0,1.0,5,2.0,6.0,26.0,17,47,87,463,,3.0,3.0,4.0,15,30.0,26,8.0,,4.0,19.0,2.0,21,2.0,,15.0,1.0,3.0,44,,2,4,16,1.0,21,2,23,1.0,16.0,13.0,3.0,8,,6.0,3.0,2.0,11,,6,8,13,,,14.0,1.0,2.0,16.0,9.0,5.0,1.0,3.0,5.0,1.0,30.0,175,3.0,0.7647058823529411,0.7647058823529411,0.3617021276595745,,0.26666666666666666,0.4147727272727273,0.13636363636363635,0.3939393939393939,0.4574468085106383,0.13636363636363635,0.4142857142857143,0.0851063829787234,0.3333333333333333,21.428571428571427,0.7272727272727273,0.047619047619047616,0.10596026490066225,0.012269938650306749,0.05333333333333334,,0.08849557522123894,0.009259259259259259,0.02,,0.016666666666666666,,,0.1276595744680851,0.10204081632653061,0.09090909090909091,0.06557377049180328,0.0196078431372549,0.2,0.17045454545454544,0.4666666666666667,0.5384615384615384,0.8571428571428571,0.06818181818181818,0.3333333333333333,0.5,0.5,0.29545454545454547,0.09090909090909091,,0.15151515151515152,0.2,0.6363636363636364,0.49810632183908055,0.5138166666666666,0.48224687499999996,0.09574468085106383,0.16981132075471697,0.034482758620689655,0.3448275862068966,11.995744680851065,0.4045977011494253,8.0,14.0,,4.0,,,,1.0,3.0,,1.0,,,0.13333333333333333,,,0.3076923076923077,0.3076923076923077,0.75,,5.0,11.0,1.0,2.0,1.0,3.0,8.0,30.0,,6.0,5.0,15.0,13.0,41.0,1.0,8.0,6.0,18.0,36.0,3.0,1.0,29.0,8.0,1.0,,1.0,,0.9230769230769231,0.3170731707317073,0.125,0.3333333333333333,0.325,0.4659090909090909,0.024390243902439025,0.03333333333333333,0.125,0.45454545454545453,0.45454545454545453,1.0,0.3409090909090909,0.26666666666666666,0.27586206896551724,0.875,0.18181818181818182,0.5,1.0,0.5454545454545454,,,0.09090909090909091,0.3333333333333333,0.45454545454545453,0.3333333333333333,0.27586206896551724,,25.69268292682927,,,,,2.0,1.0,,,,,,True,,
2733,1610612744,Shaun Livingston,Shaun Livingston,2733,GSW,33027.0,550,-68,1093,1100,270,284,121,2193,18.0,33,2.0,7.0,5.0,8,27.0,69.0,30.0,60,132,145,1167,2.0,11.0,4.0,14.0,27,38.0,44,76.0,4.0,9.0,83.0,21.0,104,17.0,4.0,44.0,13.0,26.0,229,7.0,10,19,30,,49,17,66,2.0,22.0,17.0,5.0,17,3.0,10.0,19.0,7.0,36,4.0,5,17,42,2.0,4.0,39.0,,4.0,31.0,13.0,4.0,4.0,,5.0,4.0,38.0,268,3.0,0.36666666666666664,0.3793103448275862,0.45454545454545453,0.18181818181818182,0.5185185185185185,0.45112781954887216,0.18181818181818182,0.5,0.48986486486486486,0.18181818181818182,0.5428571428571428,0.06818181818181818,0.057971014492753624,14.862681744749596,0.4722222222222222,,0.08196721311475409,0.026737967914438502,0.11176470588235295,0.0603448275862069,0.0914179104477612,0.03469387755102041,0.027522935779816515,0.037037037037037035,0.015384615384615385,0.04597701149425287,0.10344827586206896,0.08771929824561403,0.05128205128205128,0.1037037037037037,0.12244897959183673,0.03225806451612903,0.8,0.24812030075187969,0.5454545454545454,0.6428571428571429,0.6666666666666666,0.518796992481203,0.391304347826087,0.4153846153846154,0.2222222222222222,0.22556390977443608,0.6363636363636364,0.2857142857142857,0.2857142857142857,0.625,0.2556390977443609,0.4392689393939394,0.522988888888889,0.43701111111111113,0.0896551724137931,0.09027777777777778,0.027586206896551724,0.2620689655172414,9.096212121212126,0.24702653247941445,15.0,25.0,,10.0,,2.0,,,1.0,3.0,,,3.0,0.15151515151515152,,0.043478260869565216,0.5,0.5,0.26666666666666666,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,0.007518796992481203,,,,,,,0.007518796992481203,,,,,,,,,,,,0.03571428571428571,,,,47.9,4.0,,,,,,,1.0,1.0,1.0,,True,,
201578,1610612744,Marreese Speights,Marreese Speights,201578,GSW,26230.0,437,-10,884,887,208,231,94,1771,47.0,79,15.0,27.0,12.0,17,16.0,32.0,126.0,110,237,277,947,18.0,35.0,49.0,22.0,49,61.0,164,56.0,26.0,7.0,20.0,3.0,23,3.0,,12.0,5.0,3.0,49,5.0,32,19,53,7.0,79,38,117,6.0,6.0,6.0,,17,6.0,10.0,25.0,7.0,42,3.0,11,40,72,6.0,9.0,55.0,13.0,4.0,62.0,26.0,11.0,7.0,4.0,11.0,3.0,61.0,208,4.0,0.7454545454545455,0.845360824742268,0.4641350210970464,0.5142857142857142,0.4489795918367347,0.45934959349593496,0.5142857142857142,0.46296296296296297,0.5018181818181818,0.5975609756097561,0.4838709677419355,0.029535864978902954,,31.859296482412063,0.40476190476190477,0.2916666666666667,0.17785234899328858,0.1032258064516129,0.17757009345794392,0.056818181818181816,0.17777777777777778,0.09296482412060302,0.10869565217391304,0.18604651162790697,0.045454545454545456,0.031746031746031744,0.12,0.18085106382978725,0.1619047619047619,0.1919191919191919,0.19318181818181818,0.04878048780487805,0.2727272727272727,0.32113821138211385,0.5949367088607594,0.6438356164383562,0.6382978723404256,0.13008130081300814,0.5,0.5,0.625,0.5121951219512195,0.7714285714285715,0.5555555555555556,0.3148148148148148,0.7058823529411765,0.35772357723577236,0.4526091836734695,0.5331620689655172,0.44926415094339617,0.09665427509293681,0.1,0.17689530685920576,0.22021660649819494,11.302531645569617,0.23529411764705882,47.0,51.0,13.0,11.0,1.0,5.0,9.0,,3.0,6.0,,,5.0,0.0759493670886076,0.038461538461538464,0.10526315789473684,0.373015873015873,0.376,0.8936170212765957,0.13333333333333333,,1.0,,,,,2.0,8.0,,,2.0,5.0,2.0,9.0,,,2.0,5.0,6.0,,1.0,7.0,2.0,,,1.0,,1.0,0.2222222222222222,,0.4,0.25,0.036585365853658534,,,0.0040650406504065045,,,,0.032520325203252036,0.25,0.25,1.0,,,,,,,,,0.09259259259259259,0.4,0.2857142857142857,,27.566666666666666,,5.0,0.007936507936507936,,4.0,,,,,,,True,,
202691,1610612744,Klay Thompson,Klay Thompson,202691,GSW,4496.0,75,3,161,163,78,53,16,324,5.0,7,2.0,3.0,2.0,4,3.0,7.0,14.0,13,28,59,164,2.0,3.0,5.0,4.0,10,26.0,10,16.0,,2.0,7.0,2.0,9,2.0,,6.0,,1.0,20,,1,3,3,1.0,7,1,8,,2.0,1.0,1.0,5,,3.0,1.0,2.0,6,,2,2,2,,,9.0,,1.0,9.0,3.0,,,,,,26.0,78,,0.38461538461538464,0.38461538461538464,0.4642857142857143,0.6666666666666666,0.4,0.5681818181818182,0.6666666666666666,0.5555555555555556,0.6063829787234043,0.6666666666666666,0.625,0.07142857142857142,0.14285714285714285,29.943502824858758,0.8333333333333334,0.1111111111111111,0.06666666666666667,0.020833333333333332,0.125,,0.08695652173913043,0.015384615384615385,,,0.05555555555555555,,,0.06666666666666667,0.05263157894736842,0.09090909090909091,0.16666666666666666,,,0.1590909090909091,0.7142857142857143,0.8333333333333334,0.4,0.1590909090909091,0.42857142857142855,0.5,0.3333333333333333,0.3181818181818182,1.0,0.6666666666666666,0.2222222222222222,0.5,0.5227272727272727,0.48170581395348827,0.5924333333333333,0.5094294117647058,0.06521739130434782,0.1,0.0847457627118644,0.4406779661016949,11.932142857142859,0.484472049689441,5.0,9.0,1.0,6.0,,1.0,,1.0,1.0,1.0,,,1.0,0.14285714285714285,,,0.35714285714285715,0.35714285714285715,0.4,,2.0,4.0,,,2.0,2.0,6.0,12.0,,,2.0,6.0,8.0,16.0,,,4.0,8.0,21.0,3.0,1.0,11.0,6.0,,,2.0,,0.875,0.5,,0.5,0.5333333333333333,0.36363636363636365,,,0.09090909090909091,0.5,0.5,1.0,0.2727272727272727,0.5,0.5,0.8333333333333334,,,,,,,0.1111111111111111,1.0,0.3333333333333333,0.3333333333333333,0.5454545454545454,,26.900000000000002,,,,,,,,,,,,True,,
