EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,PenaltyTurnovers,FG3APct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,OffThreePtRebounds,OffThreePtReboundPct,OffCorner3ReboundPct,LongMidRangeAssists,on,PenaltyAtRimFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,3SecondViolations,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips
1889,1610612758,Andre Miller,Andre Miller,1889,SAC,184.0,3,-6,7,6,4,3,2.0,13,12,1.0,1.0,1.0,2.0,4,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201574,1610612758,Jason Thompson,Jason Thompson,201574,SAC,418.0,7,-9,14,13,10,7,5.0,27,23,,,,,10,0.7142857142857143,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333,1.0,0.25,0.3333333333333333,22.727272727272727,1.0,1.0,0.5,0.6666666666666666,0.36363636363636365,0.5,0.5,1.0,1.0,0.75,0.3333333333333333,0.5,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,0.75,0.53125,0.5847,0.3709,0.5,0.5,3.525,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202682,1610612758,Derrick Williams,Derrick Williams,202682,SAC,285.0,5,-8,10,9,6,3,4.0,19,18,,,,,6,0.6,,3.0,,1.0,,,1.0,5.0,2.0,1.0,2.0,2.0,,1.0,,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,0.2,0.5,,0.2,0.5,,0.2,0.5,,0.4,0.6666666666666666,29.41176470588235,,,0.125,,0.1111111111111111,0.16666666666666666,,,0.5,0.6,,,,,,,0.5,,0.6,0.43278,0.4254,0.4654,1.0,,9.120000000000001,1.0,1.0,2.0,0.4,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203917,1610612758,Nik Stauskas,Nik Stauskas,203917,SAC,418.0,7,-9,14,13,10,7,5.0,27,23,,,,,10,0.7142857142857143,,,,,1.0,1.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,0.5,,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,,,22.727272727272727,1.0,,,,,,,,,,,,0.25,1.0,1.0,,,,0.5,0.42085000000000006,,0.43063333333333337,,1.0,13.6,,,1.0,0.25,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.25,0.25,0.3333333333333333,0.3333333333333333,23.75,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033,1610612758,David Wear,David Wear,204033,SAC,418.0,7,-9,14,13,10,7,5.0,27,23,1.0,1.0,1.0,2.0,10,0.7142857142857143,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,1.0,,,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,9.090909090909092,,,0.125,,0.18181818181818182,,0.5,,,0.5,,,,,,,1.0,,1.0,0.602325,0.6282,0.57645,,,0.3,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,0.5,,0.5,,1.0,25.0,1.0,0.3333333333333333,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203492,1610612758,Ray McCallum,Ray McCallum,203492,SAC,234.0,4,-3,7,7,6,4,3.0,14,11,1.0,1.0,,2.0,6,0.8571428571428571,,,,,2.0,2.0,3.0,3.0,6.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,27.272727272727273,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,0.5,,,,0.3873666666666667,0.3832,0.3873666666666667,0.6666666666666666,1.0,12.299999999999999,,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203463,1610612758,Ben McLemore,Ben McLemore,203463,SAC,133.0,2,-1,4,4,4,4,1.0,8,5,,,,,4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,40.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.5232,,0.5232,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,22.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612758,Andre Miller,Andre Miller,1889,SAC,37139.0,619,-16,1217,1231,456,312,153.0,2448,1336,104.0,140.0,16.0,316.0,447,0.37469186524239934,27.0,44.0,1.0,1.0,22.0,47.0,62.0,122.0,172.0,4.0,9.0,13.0,23.0,46.0,71.0,38.0,86.0,2.0,11.0,11.0,32.0,60.0,16.0,76.0,2.0,37.0,31.0,58.0,16.0,47.0,43.0,3.0,65.0,0.3064516129032258,0.3114754098360656,0.5081967213114754,0.4444444444444444,0.5,0.4797297297297297,0.4444444444444444,0.45614035087719296,0.5180722891566265,0.5416666666666666,0.5144927536231884,0.09016393442622951,0.11363636363636363,16.0573476702509,0.6379310344827587,0.08533333333333333,0.027848101265822784,0.09863945578231292,0.030360531309297913,0.026143790849673203,0.041666666666666664,0.09333333333333334,0.03125,0.2972972972972973,0.6136363636363636,0.6923076923076923,0.31756756756756754,0.46808510638297873,0.5365853658536586,0.045454545454545456,0.1111111111111111,1.0,0.47297297297297297,0.46172739726027395,0.42450000000000004,0.47460178571428574,0.0755813953488372,0.4127906976744186,7.9319672131147545,21.0,13.0,31.0,0.20945945945945946,0.41935483870967744,0.41935483870967744,0.38461538461538464,0.3684210526315789,5.0,1.0,21.0,10.0,26.0,11.0,20.0,21.0,0.17567567567567569,0.033783783783783786,0.14189189189189189,0.017543859649122806,0.17543859649122806,27.046153846153842,5.0,0.03787878787878788,0.02564102564102564,17.0,False,12.0,1.0,5.0,2.0,6.0,30.0,5.0,2.0,19.0,12.0,6.0,1.0,5.0,36.0,26.0,10.0,71.0,26.0,2.0,18.0,6.0,12.0,14.0,21.0,2.0,6.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,8.0,1.0,38.0,2.0,10.0,10.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,5.0,5.0,0.6666666666666666,0.23076923076923078,0.18181818181818182,0.24,0.1276595744680851,0.044444444444444446,0.12206572769953052,0.02054794520547945,0.043010752688172046,0.08247422680412371,0.078125,0.11464968152866242,0.14285714285714285,1.0,0.48148148148148145,0.2,0.2,0.23809523809523808,0.23809523809523808,0.8,0.5714285714285714,0.2,0.25,0.0641025641025641,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200752,1610612758,Rudy Gay,Rudy Gay,200752,SAC,144502.0,2408,-107,4788,4800,1602,1091,589.0,9588,5276,188.0,250.0,26.0,562.0,1575,0.33458646616541354,159.0,267.0,37.0,62.0,164.0,372.0,429.0,896.0,1432.0,59.0,115.0,172.0,147.0,304.0,553.0,268.0,590.0,68.0,62.0,78.0,195.0,301.0,98.0,399.0,34.0,107.0,62.0,183.0,68.0,157.0,262.0,6.0,539.0,0.3123543123543124,0.3392405063291139,0.47879464285714285,0.5130434782608696,0.48355263157894735,0.4905913978494624,0.5190839694656488,0.503968253968254,0.5482866043613707,0.5827586206896552,0.5851293103448276,0.06919642857142858,0.11235955056179775,26.810534016093637,0.5846994535519126,0.1306970509383378,0.04808877928483354,0.12666666666666668,0.04421448730009407,0.06115107913669065,0.03088803088803089,0.1622103386809269,0.0633147113594041,0.239247311827957,0.5955056179775281,0.6708860759493671,0.3333333333333333,0.44086021505376344,0.478134110787172,0.2621951219512195,0.4732824427480916,0.5967741935483871,0.43637992831541217,0.4766959495949595,0.4926231092436974,0.46659865951742613,0.12011173184357542,0.3861731843575419,9.10256696428572,98.0,106.0,257.0,0.2302867383512545,0.41245136186770426,0.41732283464566927,0.32075471698113206,0.25925925925925924,50.0,7.0,170.0,67.0,220.0,74.0,166.0,59.0,0.1971326164874552,0.044802867383512544,0.15232974910394265,0.018518518518518517,0.17724867724867724,25.283181818181816,16.0,0.031746031746031744,0.0457516339869281,46.0,False,58.0,17.0,62.0,27.0,79.0,337.0,36.0,29.0,172.0,174.0,63.0,4.0,62.0,62.0,30.0,32.0,116.0,90.0,16.0,71.0,47.0,24.0,31.0,76.0,14.0,45.0,5.0,12.0,2.0,10.0,9.0,7.0,2.0,8.0,9.0,393.0,29.0,155.0,42.0,39.0,16.0,6.0,17.0,41.0,25.0,1.0,17.0,33.0,0.7341772151898734,0.35909090909090907,0.3918918918918919,0.36574074074074076,0.07795698924731183,0.128,0.11873350923482849,0.051094890510948905,0.02564102564102564,0.09397590361445783,0.12596899224806202,0.1166077738515901,0.125,0.6097560975609756,0.3584905660377358,0.34,0.34,0.36470588235294116,0.36470588235294116,0.6774193548387096,0.5918367346938775,0.40298507462686567,0.37349397590361444,0.1247987117552335,0.15166340508806261,2.0,8.0,2.0,4.0,8.0,6.0,16.0,4.0,2.0,28.0,2.0,2.0,4.0,1.0,0.375,0.011673151750972763,0.026845637583892617,0.9411764705882353,0.02702702702702703,0.061068702290076333,0.25,0.5,0.061068702290076333,0.5,0.5,0.2857142857142857,,,,,,,,,,
200797,1610612758,Ryan Hollins,Ryan Hollins,200797,SAC,26458.0,441,-54,870,883,291,202,98.0,1753,931,13.0,14.0,3.0,29.0,289,0.33448275862068966,39.0,51.0,14.0,19.0,10.0,20.0,53.0,82.0,137.0,16.0,24.0,43.0,23.0,29.0,64.0,68.0,38.0,22.0,9.0,26.0,39.0,67.0,36.0,103.0,2.0,12.0,5.0,25.0,37.0,65.0,54.0,8.0,62.0,0.6415094339622641,0.8095238095238095,0.6463414634146342,0.6666666666666666,0.7931034482758621,0.6463414634146342,0.6666666666666666,0.7931034482758621,0.6284403669724771,0.671875,0.7441860465116279,0.10975609756097561,0.0784313725490196,13.50253807106599,0.48,0.13,0.08873720136518772,0.13111111111111112,0.09210526315789473,0.15384615384615385,0.04081632653061224,0.102803738317757,0.1,0.6219512195121951,0.7647058823529411,0.8297872340425532,0.24390243902439024,0.5,0.625,0.7,0.7916666666666666,0.7368421052631579,0.6219512195121951,0.5415841463414635,0.5336800000000002,0.5926827586206896,0.31386861313868614,0.46715328467153283,4.848780487804878,20.0,4.0,11.0,0.13414634146341464,0.36363636363636365,0.4,0.75,0.6896551724137931,,,,,,,,9.0,,,,,,,9.0,0.10344827586206896,0.08695652173913043,4.0,False,18.0,,,,,31.0,11.0,,18.0,,,,,1.0,1.0,,6.0,20.0,8.0,6.0,3.0,3.0,,13.0,1.0,7.0,1.0,2.0,3.0,,4.0,8.0,4.0,2.0,,54.0,1.0,21.0,7.0,18.0,11.0,1.0,6.0,19.0,8.0,1.0,4.0,5.0,,,,,0.2,0.32,0.13333333333333333,0.07692307692307693,0.109375,0.16455696202531644,0.13157894736842105,0.12962962962962962,0.14285714285714285,0.42105263157894735,0.6153846153846154,,,,,,0.9,,,0.20588235294117646,0.20588235294117646,,,,,,,,1.0,,,1.0,1.0,2.0,,,0.09090909090909091,0.02564102564102564,,0.14285714285714285,,,,,,,,2.0,,,,,,,,,
