EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,LostBallTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,BlockingFoulsDrawn,ThreePtShootingFoulsDrawn,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceFtPoints,Fg3aBlocked,StepOutOfBoundsTurnovers,Travels,Charge Fouls,3pt And 1 Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,Corner3PctBlocked,HeaveAttempts,LongMidRangePctBlocked,Arc3PctBlocked,Clear Path Fouls,Blocked3s,BlockedCorner3,OffensiveGoaltends,FTOffRebounds,Technical Free Throw Trips,OffFTReboundPct,Defensive 3 Seconds Violations,BlockedArc3,on
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,20379.0,340,5,650,644,116,142,85,1294,33.0,46.0,11.0,18.0,8.0,9.0,11.0,20.0,2.0,6,46.0,72,8.0,100,667,11.0,18.0,22.0,10.0,13.0,2.0,22,56.0,36.0,16.0,6.0,3.0,5.0,8.0,3.0,2.0,1.0,1.0,1.0,21.0,11.0,15.0,14.0,44.0,9.0,67.0,26.0,93.0,3.0,9.0,6.0,3.0,5.0,4.0,5.0,14.0,1.0,19.0,1.0,22.0,2.0,46.0,4.0,7.0,26.0,4.0,4.0,25.0,4.0,11.0,4.0,7.0,6.0,1.0,7.0,7.0,2.0,22,116,2.0,2.0,0.6086956521739131,0.7368421052631579,0.6388888888888888,0.6111111111111112,0.7692307692307693,0.6388888888888888,0.6111111111111112,0.7692307692307693,0.6024096385542169,0.55,0.6111111111111112,0.08333333333333333,0.08695652173913043,0.1,13.53887399463807,0.2631578947368421,0.42857142857142855,0.2037037037037037,0.07109004739336493,0.15053763440860216,0.10891089108910891,0.18770226537216828,0.08333333333333333,0.1267605633802817,0.031746031746031744,0.05194805194805195,0.11267605633802817,0.1,0.2077922077922078,0.18032786885245902,0.21794871794871795,0.16417910447761194,0.11538461538461539,0.15789473684210525,1.0,0.6388888888888888,0.717391304347826,0.7857142857142857,0.6060606060606061,0.2777777777777778,0.55,0.6111111111111112,0.5454545454545454,0.08333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6111111111111112,0.2727272727272727,0.6923076923076923,0.8888888888888888,0.6388888888888888,0.5354541666666666,0.5704,0.5601461538461538,0.13924050632911392,0.13924050632911392,0.22,0.22,4.1402777777777775,0.17846153846153845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101139,1610612754,CJ Miles,CJ Miles,101139,IND,25077.0,418,3,817,817,194,236,118,1634,16.0,27.0,,1.0,5.0,5.0,8.0,24.0,18.0,44,42.0,95,19.0,217,814,5.0,8.0,16.0,8.0,15.0,5.0,54,52.0,32.0,,6.0,13.0,8.0,21.0,5.0,3.0,5.0,2.0,6.0,50.0,3.0,1.0,14.0,22.0,1.0,37.0,4.0,41.0,2.0,13.0,8.0,5.0,10.0,4.0,9.0,7.0,1.0,17.0,2.0,19.0,7.0,41.0,,2.0,24.0,1.0,3.0,24.0,2.0,9.0,1.0,6.0,6.0,,6.0,4.0,,54,193,5.0,1.0,0.6190476190476191,0.6190476190476191,0.4421052631578947,0.625,0.5333333333333333,0.4583333333333333,0.42105263157894735,0.5975609756097561,0.48008849557522126,0.42105263157894735,0.6136363636363636,0.06315789473684211,0.18518518518518517,0.041666666666666664,25.659978880675816,0.5882352941176471,0.037037037037037035,0.07534246575342465,0.0036363636363636364,0.11666666666666667,0.018518518518518517,0.08737864077669903,0.009153318077803204,,,0.00847457627118644,0.008130081300813009,0.05128205128205128,0.05357142857142857,0.11842105263157894,0.0673076923076923,0.12087912087912088,0.10344827586206896,0.015625,0.6666666666666666,0.125,0.5925925925925926,0.7272727272727273,0.75,0.1111111111111111,0.3333333333333333,0.34782608695652173,0.5,0.2037037037037037,0.4090909090909091,0.4090909090909091,0.5555555555555556,0.05263157894736842,,,0.12195121951219512,1.0,0.6851851851851852,0.5112527777777777,0.5221466666666666,0.5230036585365855,0.04888888888888889,0.08823529411764706,0.07373271889400922,0.2488479262672811,11.158947368421051,0.23745410036719705,11.0,33.0,1.0,2.0,2.0,5.0,27.0,88.0,1.0,9.0,9.0,21.0,38.0,121.0,2.0,11.0,11.0,26.0,105.0,9.0,88.0,27.0,1.0,1.0,1.0,1.0,2.0,1.0,0.9210526315789473,0.3140495867768595,0.18181818181818182,0.4230769230769231,0.3140495867768595,0.5601851851851852,0.1527777777777778,0.3333333333333333,0.3333333333333333,1.0,0.4074074074074074,0.3068181818181818,0.3068181818181818,0.8888888888888888,0.10526315789473684,0.5,1.0,0.47368421052631576,0.1111111111111111,1.0,0.12195121951219512,0.4,0.5121951219512195,0.42857142857142855,0.3068181818181818,0.016260162601626018,25.28264462809917,,,,,,,,,,,,,,,,,,,,,,True
201155,1610612754,Rodney Stuckey,Rodney Stuckey,201155,IND,22103.0,368,-7,717,710,162,175,101,1427,17.0,41.0,2.0,4.0,7.0,10.0,10.0,39.0,15.0,31,42.0,111,40.0,163,727,7.0,11.0,21.0,12.0,23.0,13.0,49,36.0,48.0,,11.0,21.0,15.0,36.0,7.0,8.0,11.0,1.0,9.0,87.0,2.0,7.0,8.0,32.0,1.0,41.0,9.0,50.0,2.0,12.0,8.0,4.0,12.0,3.0,8.0,11.0,1.0,23.0,5.0,11.0,3.0,28.0,1.0,2.0,43.0,2.0,3.0,48.0,6.0,18.0,7.0,2.0,,1.0,2.0,1.0,,47,161,3.0,5.0,0.42857142857142855,0.42857142857142855,0.3783783783783784,0.6363636363636364,0.5217391304347826,0.43617021276595747,0.7692307692307693,0.6,0.5062111801242236,0.8076923076923077,0.6621621621621622,0.0990990990990991,0.17073170731707318,0.10256410256410256,22.035928143712574,0.5217391304347826,0.05263157894736842,0.12403100775193798,0.025547445255474453,0.08333333333333333,0.022222222222222223,0.11299435028248588,0.024725274725274724,0.044444444444444446,0.010752688172043012,0.02197802197802198,0.01639344262295082,0.034482758620689655,0.0963855421686747,0.13924050632911392,0.13541666666666666,0.06666666666666667,0.14285714285714285,0.02702702702702703,0.5,0.2907801418439716,0.4146341463414634,0.5,0.47058823529411764,0.2765957446808511,0.2564102564102564,0.2857142857142857,0.3,0.2198581560283688,0.4838709677419355,0.4838709677419355,0.4666666666666667,0.3076923076923077,0.5,0.5,0.3333333333333333,0.7,0.5035460992907801,0.49099680851063815,0.523615,0.4990866666666667,0.12987012987012986,0.14634146341463414,0.12883435582822086,0.3006134969325153,8.966666666666667,0.22594142259414227,6.0,14.0,1.0,1.0,3.0,5.0,7.0,16.0,1.0,1.0,1.0,2.0,13.0,30.0,2.0,2.0,4.0,7.0,33.0,6.0,16.0,7.0,4.0,1.0,2.0,4.0,2.0,,0.8461538461538461,0.43333333333333335,1.0,0.5714285714285714,0.43333333333333335,0.2127659574468085,0.09929078014184398,0.42857142857142855,0.46153846153846156,1.0,0.11347517730496454,0.4375,0.4375,0.7142857142857143,0.07692307692307693,1.0,1.0,0.07692307692307693,1.0,1.0,0.16666666666666666,0.6,0.06666666666666667,0.5,0.4375,0.06451612903225806,24.480000000000004,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.03333333333333333,0.07142857142857142,,,,,,,,,,,,,True
202388,1610612754,Donald Sloan,Donald Sloan,202388,IND,66404.0,1107,-83,2132,2127,523,601,282,4259,71.0,120.0,9.0,14.0,19.0,30.0,19.0,51.0,14.0,53,104.0,224,60.0,391,2207,13.0,21.0,46.0,27.0,58.0,26.0,101,22.0,186.0,2.0,31.0,132.0,58.0,190.0,39.0,19.0,32.0,19.0,81.0,438.0,4.0,8.0,50.0,75.0,6.0,131.0,12.0,143.0,,23.0,14.0,9.0,45.0,4.0,28.0,20.0,5.0,65.0,21.0,24.0,2.0,47.0,,1.0,66.0,,3.0,77.0,5.0,29.0,8.0,,,,,,,101,519,2.0,8.0,0.10576923076923077,0.10679611650485436,0.4642857142857143,0.6190476190476191,0.46551724137931033,0.46619718309859154,0.5394736842105263,0.3826530612244898,0.5025706940874036,0.5609756097560976,0.44298245614035087,0.13839285714285715,0.16666666666666666,0.1568627450980392,18.538178848509595,0.6923076923076923,0.08695652173913043,0.10013351134846461,0.011049723756906077,0.16393442622950818,0.011594202898550725,0.11859582542694497,0.011225444340505144,0.021834061135371178,0.004484304932735426,0.007352941176470588,0.011764705882352941,0.011111111111111112,0.08679245283018867,0.08095238095238096,0.12773722627737227,0.1623931623931624,0.16901408450704225,,,0.3380281690140845,0.5916666666666667,0.71,0.14084507042253522,0.14366197183098592,0.37254901960784315,0.4418604651162791,,0.14929577464788732,0.2641509433962264,0.28,0.07142857142857142,0.3684210526315789,0.6428571428571429,0.2222222222222222,0.30612244897959184,0.6333333333333333,0.7070422535211267,0.4987985835694051,0.5132703703703703,0.4880401041666669,0.08661417322834646,0.11693548387096774,0.11764705882352941,0.25831202046035806,7.21875,0.2453095684803002,5.0,17.0,,,1.0,8.0,36.0,114.0,5.0,17.0,6.0,32.0,41.0,131.0,5.0,17.0,7.0,40.0,84.0,39.0,112.0,36.0,17.0,3.0,,6.0,4.0,,0.6829268292682927,0.31297709923664124,0.29411764705882354,0.175,0.3178294573643411,0.36901408450704226,0.04788732394366197,0.29411764705882354,0.29411764705882354,0.8,0.3211267605633803,0.3157894736842105,0.3185840707964602,0.6666666666666666,,,,0.4473684210526316,0.29411764705882354,0.6,0.08163265306122448,0.125,0.32653061224489793,0.1875,0.32142857142857145,0.03007518796992481,25.754198473282447,5.0,1.0,2.0,3.0,2.0,2.0,,0.007633587786259542,,2.0,0.05660377358490566,0.008771929824561403,,,,,,,,,,True
202730,1610612754,Lavoy Allen,Lavoy Allen,202730,IND,24654.0,411,-18,786,795,246,285,115,1581,22.0,34.0,14.0,23.0,7.0,11.0,10.0,26.0,10.0,49,42.0,109,18.0,102,834,16.0,29.0,35.0,14.0,33.0,9.0,37,52.0,32.0,24.0,1.0,20.0,8.0,28.0,7.0,1.0,11.0,5.0,4.0,64.0,12.0,37.0,18.0,48.0,9.0,75.0,49.0,124.0,1.0,8.0,6.0,2.0,11.0,2.0,6.0,7.0,,18.0,4.0,26.0,1.0,42.0,5.0,4.0,20.0,2.0,1.0,22.0,,7.0,4.0,16.0,8.0,8.0,17.0,13.0,,37,246,3.0,3.0,0.6190476190476191,0.8666666666666667,0.3853211009174312,0.5517241379310345,0.42424242424242425,0.3853211009174312,0.5517241379310345,0.42424242424242425,0.425,0.5645161290322581,0.4868421052631579,0.009174311926605505,0.029411764705882353,,15.181518151815181,0.6111111111111112,0.32142857142857145,0.1867704280155642,0.14396887159533073,0.14634146341463414,0.08333333333333333,0.1736842105263158,0.12219451371571072,0.15584415584415584,0.175,0.11,0.0660377358490566,0.13157894736842105,0.1724137931034483,0.24358974358974358,0.15217391304347827,0.1326530612244898,0.2,0.015873015873015872,0.7647058823529411,0.3119266055045872,0.6470588235294118,0.6666666666666666,0.36363636363636365,0.23853211009174313,0.38461538461538464,0.38461538461538464,0.8,0.44954128440366975,0.20408163265306123,0.20408163265306123,1.0,0.7931034482758621,0.6086956521739131,,0.3333333333333333,0.6363636363636364,0.3119266055045872,0.4479311926605505,0.5278884615384615,0.4382666666666667,0.0603448275862069,0.0603448275862069,0.3431372549019608,0.3627450980392157,11.088990825688073,0.31297709923664124,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,True
203142,1610612754,Chris Copeland,Chris Copeland,203142,IND,25171.0,420,-26,800,796,223,265,96,1596,16.0,30.0,5.0,8.0,3.0,7.0,5.0,16.0,5.0,16,26.0,62,11.0,141,865,6.0,12.0,25.0,7.0,17.0,4.0,39,12.0,40.0,6.0,7.0,19.0,7.0,26.0,5.0,2.0,9.0,4.0,6.0,59.0,8.0,3.0,17.0,24.0,4.0,45.0,12.0,57.0,2.0,5.0,3.0,2.0,18.0,3.0,9.0,10.0,,28.0,10.0,20.0,4.0,36.0,,1.0,23.0,,,17.0,3.0,8.0,1.0,6.0,2.0,4.0,6.0,5.0,1.0,39,223,3.0,1.0,0.23076923076923078,0.2608695652173913,0.41935483870967744,0.5,0.4117647058823529,0.43333333333333335,0.631578947368421,0.3888888888888889,0.4519230769230769,0.6578947368421053,0.40625,0.11290322580645161,0.16666666666666666,0.125,20.26431718061674,0.6428571428571429,0.11428571428571428,0.08888888888888889,0.011904761904761904,0.14912280701754385,0.05925925925925926,0.10677083333333333,0.028423772609819122,0.013333333333333334,0.024390243902439025,,0.06930693069306931,0.029411764705882353,0.06741573033707865,0.07407407407407407,0.12,0.1368421052631579,0.21052631578947367,0.022222222222222223,0.8333333333333334,0.2,0.5333333333333333,0.64,0.25,0.10666666666666667,0.3125,0.35714285714285715,0.2,0.10666666666666667,0.3125,0.3125,0.2,0.42105263157894735,0.625,0.4,0.15555555555555556,0.42857142857142855,0.7866666666666666,0.5136133333333334,0.5627590909090909,0.49608777777777785,0.05806451612903226,0.11940298507462686,0.1773049645390071,0.2765957446808511,7.29032258064516,0.27875,7.0,21.0,1.0,2.0,2.0,7.0,19.0,67.0,3.0,5.0,5.0,21.0,26.0,88.0,4.0,7.0,7.0,28.0,78.0,,67.0,19.0,9.0,2.0,,,1.0,,1.0,0.29545454545454547,0.5714285714285714,0.25,0.29545454545454547,0.5866666666666667,0.14,0.3333333333333333,0.3333333333333333,1.0,0.44666666666666666,0.2835820895522388,0.2835820895522388,1.0,0.10526315789473684,0.5,1.0,0.2631578947368421,0.6,1.0,0.15555555555555556,0.2857142857142857,0.4666666666666667,0.23809523809523808,0.2835820895522388,0.011363636363636364,25.312500000000004,1.0,,,2.0,2.0,1.0,,,,,,,,,,,1.0,1.0,0.05263157894736842,,,True
2449,1610612754,Luis Scola,Luis Scola,2449,IND,41653.0,694,-51,1341,1340,253,283,171,2681,54.0,99.0,18.0,36.0,8.0,12.0,21.0,51.0,48.0,107,123.0,257,56.0,308,1382,21.0,47.0,54.0,18.0,33.0,18.0,54,168.0,78.0,34.0,13.0,24.0,21.0,45.0,16.0,5.0,14.0,4.0,6.0,111.0,21.0,36.0,44.0,108.0,10.0,162.0,59.0,221.0,4.0,18.0,9.0,9.0,32.0,5.0,21.0,15.0,1.0,47.0,7.0,25.0,6.0,76.0,13.0,3.0,77.0,12.0,2.0,87.0,6.0,41.0,6.0,10.0,7.0,2.0,10.0,4.0,1.0,54,249,7.0,5.0,0.6829268292682927,0.7924528301886793,0.4785992217898833,0.44680851063829785,0.5454545454545454,0.47547169811320755,0.44680851063829785,0.5294117647058824,0.5032679738562091,0.4909090909090909,0.574468085106383,0.05058365758754864,0.10101010101010101,0.058823529411764705,22.857142857142858,0.6808510638297872,0.30303030303030304,0.2222222222222222,0.08035714285714286,0.23157894736842105,0.0967741935483871,0.22485207100591717,0.08571428571428572,0.08552631578947369,0.104,0.05847953216374269,0.09815950920245399,0.09259259259259259,0.20348837209302326,0.24113475177304963,0.2254335260115607,0.25,0.17391304347826086,0.032,0.4,0.37358490566037733,0.5454545454545454,0.6067415730337079,0.5,0.19245283018867926,0.4117647058823529,0.4375,0.47619047619047616,0.4037735849056604,0.4485981308411215,0.4485981308411215,0.9791666666666666,0.7659574468085106,0.5,0.05555555555555555,0.35294117647058826,0.6666666666666666,0.4037735849056604,0.4856709433962265,0.5229874999999999,0.46450294117647056,0.13666666666666666,0.1404109589041096,0.17532467532467533,0.17532467532467533,9.703501945525293,0.18866517524235646,2.0,5.0,,,,,,3.0,,,,1.0,2.0,8.0,,,,1.0,6.0,,3.0,,11.0,3.0,8.0,3.0,,1.0,1.0,0.25,,,0.25,0.03018867924528302,0.018867924528301886,0.4,0.4,1.0,0.011320754716981131,,,,,,,,,,,,0.029411764705882353,,,,24.8625,12.0,,,3.0,2.0,,1.0,,,,,,,,,,2.0,,0.05263157894736842,1.0,,True
204014,1610612754,Damjan Rudez,Damjan Rudez,204014,IND,17441.0,291,-50,566,558,141,163,66,1124,4.0,6.0,1.0,1.0,2.0,3.0,3.0,5.0,7.0,19,14.0,30,6.0,88,573,3.0,5.0,9.0,2.0,6.0,4.0,11,16.0,12.0,2.0,1.0,10.0,3.0,13.0,1.0,2.0,7.0,1.0,2.0,29.0,1.0,2.0,5.0,12.0,1.0,18.0,3.0,21.0,1.0,6.0,2.0,4.0,5.0,,5.0,4.0,1.0,9.0,1.0,6.0,1.0,19.0,2.0,2.0,10.0,1.0,,10.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,11,141,5.0,2.0,0.5714285714285714,0.6153846153846154,0.4666666666666667,0.6,0.3333333333333333,0.5061728395061729,0.5,0.2692307692307692,0.5058823529411764,0.5,0.34375,0.03333333333333333,0.16666666666666666,,14.756671899529042,0.5555555555555556,0.045454545454545456,0.06382978723404255,0.011235955056179775,0.05952380952380952,0.00909090909090909,0.0625,0.010416666666666666,,0.018867924528301886,0.015151515151515152,0.012048192771084338,,0.05714285714285714,0.043478260869565216,0.08333333333333333,0.06349206349206349,0.047619047619047616,0.02127659574468085,0.5,0.07407407407407407,0.6666666666666666,0.8,0.5,0.06172839506172839,0.6,0.6,0.3333333333333333,0.2345679012345679,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.1111111111111111,1.0,,0.23076923076923078,0.6666666666666666,0.7037037037037037,0.518285802469136,0.5177916666666667,0.5660807692307692,0.024096385542168676,0.0625,0.10227272727272728,0.125,14.306666666666667,0.24911660777385158,10.0,22.0,1.0,1.0,,2.0,8.0,29.0,,3.0,1.0,5.0,18.0,51.0,1.0,4.0,1.0,7.0,51.0,3.0,29.0,8.0,,,,,,,0.9444444444444444,0.35294117647058826,0.25,0.14285714285714285,0.35294117647058826,0.6296296296296297,0.2716049382716049,0.45454545454545453,0.45454545454545453,1.0,0.35802469135802467,0.27586206896551724,0.2857142857142857,0.875,0.1111111111111111,1.0,1.0,0.3333333333333333,,,0.15384615384615385,,0.38461538461538464,0.2,0.27586206896551724,,24.65098039215686,,1.0,1.0,,,,,0.0196078431372549,,,,0.034482758620689655,,,,,,2.0,,,,True
203524,1610612754,Solomon Hill,Solomon Hill,203524,IND,41937.0,699,-97,1343,1344,338,389,171,2687,29.0,61.0,5.0,9.0,9.0,14.0,10.0,29.0,14.0,27,53.0,117,48.0,217,1412,8.0,14.0,37.0,12.0,22.0,17.0,50,38.0,68.0,8.0,15.0,25.0,14.0,39.0,12.0,2.0,10.0,3.0,12.0,92.0,5.0,18.0,20.0,49.0,2.0,71.0,24.0,95.0,6.0,20.0,14.0,6.0,24.0,5.0,17.0,16.0,3.0,40.0,10.0,26.0,3.0,51.0,3.0,2.0,48.0,1.0,3.0,58.0,4.0,27.0,4.0,4.0,4.0,,4.0,3.0,,45,334,3.0,1.0,0.3584905660377358,0.3877551020408163,0.452991452991453,0.5714285714285714,0.5454545454545454,0.46174863387978143,0.6086956521739131,0.4714285714285714,0.5166666666666667,0.6851851851851852,0.5555555555555556,0.1282051282051282,0.14754098360655737,0.1724137931034483,16.276041666666668,0.6,0.0425531914893617,0.10629067245119306,0.039647577092511016,0.10582010582010581,0.025,0.10615384615384615,0.035168195718654434,0.0425531914893617,0.02112676056338028,0.05263157894736842,0.02027027027027027,0.038461538461538464,0.09815950920245399,0.08661417322834646,0.1286549707602339,0.1056338028169014,0.10638297872340426,0.06593406593406594,0.75,0.3333333333333333,0.47540983606557374,0.5576923076923077,0.41379310344827586,0.15846994535519127,0.3448275862068966,0.4166666666666667,,0.14754098360655737,0.5185185185185185,0.5384615384615384,0.5,0.391304347826087,0.5555555555555556,0.2,0.4,0.6428571428571429,0.6939890710382514,0.526010655737705,0.5375921052631579,0.5393399999999998,0.13106796116504854,0.19285714285714287,0.17050691244239632,0.2304147465437788,6.687179487179487,0.2516753536857781,5.0,19.0,2.0,2.0,1.0,6.0,16.0,47.0,2.0,7.0,2.0,7.0,21.0,66.0,4.0,9.0,3.0,13.0,60.0,3.0,47.0,16.0,7.0,5.0,2.0,5.0,,2.0,0.9523809523809523,0.3181818181818182,0.4444444444444444,0.23076923076923078,0.3181818181818182,0.36065573770491804,0.10382513661202186,0.2631578947368421,0.2631578947368421,1.0,0.2568306010928962,0.3404255319148936,0.3404255319148936,0.9375,0.08695652173913043,1.0,1.0,0.30434782608695654,0.2857142857142857,0.5,0.17142857142857143,0.16666666666666666,0.2,0.2857142857142857,0.3404255319148936,,24.91363636363637,9.0,,1.0,2.0,1.0,,,,,,0.037037037037037035,,,,,,1.0,,0.03225806451612903,,,True
2561,1610612754,David West,David West,2561,IND,12724.0,212,-16,416,409,124,139,61,825,10.0,14.0,7.0,8.0,4.0,5.0,8.0,25.0,27.0,54,45.0,93,13.0,109,420,12.0,14.0,30.0,12.0,23.0,11.0,35,62.0,28.0,14.0,3.0,16.0,5.0,21.0,3.0,2.0,8.0,4.0,4.0,47.0,3.0,10.0,7.0,27.0,3.0,37.0,16.0,53.0,2.0,6.0,,6.0,12.0,2.0,12.0,6.0,,18.0,4.0,7.0,,15.0,2.0,2.0,20.0,3.0,1.0,19.0,3.0,4.0,7.0,5.0,5.0,,6.0,5.0,1.0,35,124,1.0,6.0,0.6888888888888889,0.8157894736842105,0.4838709677419355,0.8571428571428571,0.5217391304347826,0.48,0.8571428571428571,0.46153846153846156,0.5046296296296297,0.8333333333333334,0.546875,0.03225806451612903,0.14285714285714285,0.04,25.826446280991735,0.6666666666666666,0.23076923076923078,0.18120805369127516,0.06097560975609756,0.12280701754385964,0.05084745762711865,0.1650485436893204,0.05829596412556054,0.06521739130434782,0.08,0.04411764705882353,0.07894736842105263,,0.17647058823529413,0.21052631578947367,0.16666666666666666,0.10869565217391304,0.18181818181818182,0.04,0.8333333333333334,0.14,0.7142857142857143,0.8333333333333334,0.3,0.25,0.32,0.3333333333333333,0.5,0.54,0.5,0.5,0.8888888888888888,0.5714285714285714,0.875,,0.19230769230769232,0.8,0.21,0.4286105000000001,0.49765833333333337,0.4148423076923077,0.039603960396039604,0.0425531914893617,0.27522935779816515,0.3211009174311927,12.946236559139782,0.2980769230769231,1.0,1.0,,,,,1.0,6.0,,,,3.0,2.0,7.0,,,,3.0,6.0,,6.0,1.0,,6.0,,,,,1.0,0.2857142857142857,,,0.2857142857142857,0.07,0.01,1.0,1.0,1.0,0.06,0.16666666666666666,0.16666666666666666,1.0,,,,,,,,,0.11538461538461539,,0.16666666666666666,,24.914285714285715,6.0,,,1.0,,,,,,,,,,1.0,,,3.0,,0.3333333333333333,,1.0,True
