EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeAssists,LongMidRangeAssists,2pt And 1 Free Throw Trips,3SecondViolations,NonShootingPenaltyNonTakeFouls,OffCorner3ReboundPct,Corner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFtPoints,Fg3aBlocked,BadPassOutOfBoundsTurnovers,Charge Fouls,Clear Path Fouls,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,FG3APctBlocked,Arc3PctBlocked,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,Charge Fouls Drawn,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,on,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,OffensiveGoaltends,3pt And 1 Free Throw Trips,HeaveMakes
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,6320.0,105,-41,205,205,83.0,58.0,29.0,410,5.0,13.0,2.0,5.0,4.0,6.0,5.0,15.0,1.0,1.0,1.0,1.0,11.0,29.0,2.0,2.0,24.0,243.0,2.0,7.0,4.0,6.0,10.0,12.0,12.0,10.0,2.0,1.0,7.0,1.0,3.0,4.0,1.0,2.0,1.0,11.0,1.0,8.0,1.0,7.0,7.0,1.0,15.0,10.0,25.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,12.0,83.0,0.5454545454545454,0.6,0.3793103448275862,0.2857142857142857,0.6,0.3548387096774194,0.2857142857142857,0.6,0.375,0.2857142857142857,0.6,0.06451612903225806,0.2413793103448276,0.23076923076923078,0.26666666666666666,14.462809917355372,0.6666666666666666,0.5,0.14285714285714285,0.12962962962962962,0.1038961038961039,0.21875,0.030303030303030304,0.16279069767441862,0.08181818181818182,0.15151515151515152,0.06451612903225806,0.07692307692307693,0.037037037037037035,0.17647058823529413,0.125,0.07692307692307693,0.125,0.5,0.15384615384615385,0.41935483870967744,0.38461538461538464,0.5,0.6,0.4838709677419355,0.3333333333333333,0.45454545454545453,0.6,0.03225806451612903,1.0,1.0,0.03225806451612903,0.03225806451612903,0.7142857142857143,0.4,0.5,0.6,0.6666666666666666,0.4838709677419355,0.4808467741935483,0.5080666666666668,0.5402,0.03125,0.03333333333333333,0.16666666666666666,0.5,4.641379310344829,25.1,0.40487804878048783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
200811,1610612739,Lou Amundson,Lou Amundson,200811,CLE,3179.0,53,-9,109,106,45.0,35.0,11.0,215,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,3.0,8.0,,3.0,9.0,108.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,,1.0,2.0,,2.0,,,,4.0,1.0,2.0,,2.0,8.0,3.0,13.0,3.0,16.0,,1.0,1.0,2.0,,1.0,2.0,,3.0,2.0,6.0,7.0,3.0,,5.0,3.0,,,,2.0,45.0,0.6666666666666666,1.0,0.375,1.0,0.3333333333333333,0.375,1.0,0.3333333333333333,0.45,1.0,0.3333333333333333,,0.125,,0.25,10.743801652892563,0.6666666666666666,0.5,,0.21621621621621623,0.06896551724137931,0.25,0.045454545454545456,0.2222222222222222,0.058823529411764705,0.14285714285714285,,0.06666666666666667,,0.18181818181818182,0.1,0.3125,0.25,,,0.5,0.5,0.5,0.5,0.5,0.25,0.3333333333333333,1.0,,,,,,1.0,1.0,,0.3333333333333333,1.0,0.5,0.53005,0.648,0.4506333333333334,0.3,0.3,0.2222222222222222,0.2222222222222222,3.2749999999999995,,0.41284403669724773,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,12549.0,209,35,412,408,123.0,116.0,46.0,820,16.0,27.0,,1.0,8.0,13.0,6.0,17.0,9.0,16.0,6.0,38.0,31.0,60.0,44.0,41.0,163.0,452.0,,3.0,3.0,10.0,18.0,44.0,16.0,46.0,,38.0,5.0,25.0,9.0,34.0,5.0,4.0,16.0,77.0,4.0,2.0,,8.0,7.0,,15.0,6.0,21.0,2.0,11.0,6.0,11.0,4.0,3.0,7.0,,14.0,4.0,7.0,15.0,38.0,1.0,53.0,22.0,,,,44.0,123.0,0.25806451612903225,0.25806451612903225,0.5166666666666667,,0.5555555555555556,0.5865384615384616,0.3,0.43333333333333335,0.6349206349206349,0.3,0.5116279069767442,0.4230769230769231,0.08333333333333333,0.037037037037037035,0.23529411764705882,30.04291845493562,0.7857142857142857,,,0.06796116504854369,0.017699115044247787,0.11764705882352941,0.05063291139240506,0.08771929824561403,0.03125,0.0196078431372549,0.03333333333333333,,0.05555555555555555,0.02631578947368421,0.0625,0.12121212121212122,0.11627906976744186,0.12,0.041666666666666664,0.25961538461538464,0.5925925925925926,0.6153846153846154,0.25,0.16346153846153846,0.35294117647058826,0.46153846153846156,0.3333333333333333,0.15384615384615385,0.5625,0.5625,0.057692307692307696,0.36538461538461536,0.2,,,0.43333333333333335,0.6153846153846154,0.6826923076923077,0.5206673076923076,0.49765,0.5451916666666665,0.1885245901639344,0.2857142857142857,0.018404907975460124,0.26993865030674846,7.618333333333333,25.263636363636365,0.29854368932038833,4.0,5.0,5.0,,2.0,0.04,2.0,2.0,18.0,1.0,2.0,2.0,10.0,20.0,1.0,2.0,2.0,12.0,18.0,33.0,27.0,18.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,0.55,0.45454545454545453,0.5,0.16666666666666666,0.45454545454545453,0.2222222222222222,0.3333333333333333,0.3333333333333333,1.0,0.47368421052631576,0.47368421052631576,0.5,0.4,0.5,1.0,0.06666666666666667,0.3333333333333333,0.2,0.47368421052631576,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
203925,1610612739,Joe Harris,Joe Harris,203925,CLE,29574.0,493,-103,973,962,359.0,322.0,104.0,1935,9.0,17.0,3.0,5.0,4.0,7.0,2.0,9.0,6.0,10.0,45.0,39.0,17.0,36.0,84.0,9.0,136.0,1101.0,3.0,7.0,14.0,8.0,13.0,46.0,26.0,8.0,2.0,39.0,3.0,13.0,13.0,26.0,9.0,4.0,8.0,65.0,3.0,3.0,1.0,10.0,22.0,2.0,34.0,7.0,41.0,1.0,7.0,6.0,10.0,7.0,17.0,3.0,1.0,27.0,3.0,25.0,62.0,11.0,1.0,15.0,6.0,2.0,,2.0,46.0,359.0,0.7647058823529411,0.8125,0.4722222222222222,0.42857142857142855,0.6153846153846154,0.5291666666666667,0.4,0.4625,0.5357142857142857,0.4375,0.5113636363636364,0.7,0.08333333333333333,0.17647058823529413,,13.998170173833486,0.37037037037037035,0.06896551724137931,0.02702702702702703,0.08208955223880597,0.011029411764705883,0.06451612903225806,0.016483516483516484,0.07565011820330969,0.013215859030837005,0.010752688172043012,0.01834862385321101,,0.01652892561983471,0.08139534883720931,0.06818181818181818,0.09574468085106383,0.07079646017699115,0.047619047619047616,0.015384615384615385,0.14166666666666666,0.5294117647058824,0.6428571428571429,0.7777777777777778,0.075,0.2222222222222222,0.2222222222222222,0.5,0.08333333333333333,0.6,0.6,0.375,0.325,0.3333333333333333,0.6,0.6666666666666666,0.175,0.5714285714285714,0.8416666666666667,0.5393708333333331,0.5421318181818182,0.50966375,0.05555555555555555,0.14634146341463414,0.10294117647058823,0.3382352941176471,7.7777777777777795,24.336904761904766,0.36896197327852004,2.0,3.0,1.0,,9.0,0.01639344262295082,17.0,10.0,14.0,1.0,4.0,4.0,17.0,31.0,2.0,8.0,7.0,27.0,9.0,90.0,3.0,14.0,1.0,1.0,5.0,3.0,,2.0,1.0,1.0,1.0,1.0,,,0.967741935483871,0.36904761904761907,0.25,0.25925925925925924,0.36904761904761907,0.8333333333333334,0.37777777777777777,0.37777777777777777,1.0,0.358974358974359,0.3684210526315789,0.9285714285714286,0.26666666666666666,0.25,1.0,0.25,0.425,0.23529411764705882,0.358974358974359,0.011764705882352941,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,1.0,0.011904761904761904,0.02564102564102564,0.5,0.26666666666666666,0.25,1.0,0.3,,,,,,,True,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,7493.0,125,13,242,239,93.0,72.0,24.0,481,17.0,25.0,,2.0,8.0,10.0,7.0,14.0,5.0,13.0,,16.0,29.0,52.0,16.0,18.0,100.0,260.0,,4.0,5.0,13.0,20.0,44.0,14.0,44.0,,15.0,2.0,16.0,9.0,25.0,4.0,5.0,14.0,59.0,1.0,5.0,,13.0,8.0,1.0,22.0,6.0,28.0,3.0,,,8.0,5.0,5.0,3.0,1.0,13.0,4.0,,6.0,23.0,,29.0,10.0,3.0,1.0,3.0,44.0,93.0,0.2413793103448276,0.2413793103448276,0.5576923076923077,,0.65,0.6029411764705882,,0.5714285714285714,0.6172839506172839,0.35714285714285715,0.5945945945945946,0.23529411764705882,0.038461538461538464,0.04,0.07142857142857142,34.81481481481481,0.6153846153846154,0.2,,0.1111111111111111,0.07575757575757576,0.30952380952380953,0.02631578947368421,0.18421052631578946,0.057692307692307696,0.16666666666666666,0.038461538461538464,,,0.10526315789473684,0.09375,0.14285714285714285,0.2222222222222222,0.4666666666666667,0.11538461538461539,0.36764705882352944,0.68,0.7083333333333334,0.4117647058823529,0.20588235294117646,0.5,0.5384615384615384,,0.19117647058823528,0.38461538461538464,0.38461538461538464,,0.23529411764705882,0.5,,,0.35714285714285715,0.8,0.6029411764705882,0.5286813432835822,0.473075,0.5148944444444444,0.13333333333333333,0.1694915254237288,0.05,0.44,7.3596153846153864,26.849999999999998,0.384297520661157,,2.0,3.0,1.0,4.0,0.07142857142857142,,,8.0,,,2.0,8.0,8.0,,,2.0,8.0,12.0,6.0,18.0,8.0,,,,1.0,,1.0,1.0,2.0,,,6.0,6.0,0.25,0.5,,0.25,0.5333333333333333,,,,,0.5,0.5,0.25,,,,,0.2857142857142857,0.25,0.5333333333333333,,,,,5.0,,2.0,,,1.0,2.0,1.0,,,0.3333333333333333,,,,,1.0,,,,,,True,,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,11916.0,199,-9,398,387,158.0,107.0,39.0,785,15.0,20.0,4.0,6.0,9.0,12.0,5.0,15.0,4.0,8.0,8.0,17.0,24.0,43.0,25.0,27.0,105.0,463.0,4.0,7.0,13.0,12.0,20.0,50.0,34.0,14.0,6.0,17.0,2.0,9.0,4.0,13.0,3.0,1.0,9.0,30.0,1.0,7.0,,15.0,29.0,4.0,48.0,8.0,56.0,2.0,6.0,3.0,5.0,1.0,2.0,4.0,2.0,7.0,1.0,8.0,14.0,30.0,,34.0,13.0,1.0,1.0,1.0,50.0,158.0,0.7083333333333334,0.8095238095238095,0.5581395348837209,0.5714285714285714,0.6,0.5735294117647058,0.5,0.5689655172413793,0.6325301204819277,0.5909090909090909,0.6410256410256411,0.36764705882352944,0.046511627906976744,0.1,,20.27027027027027,0.7142857142857143,0.4,,0.30851063829787234,0.06542056074766354,0.23809523809523808,0.014285714285714285,0.2802547770700637,0.04519774011299435,0.11627906976744186,0.05263157894736842,,0.022727272727272728,0.22580645161290322,0.3,0.3939393939393939,0.2391304347826087,0.23529411764705882,0.0625,0.29411764705882354,0.75,0.8333333333333334,0.6666666666666666,0.22058823529411764,0.3333333333333333,0.3333333333333333,0.8,0.11764705882352941,0.5,0.5,0.11764705882352941,0.25,0.75,0.6666666666666666,0.25,0.41379310344827586,0.75,0.6617647058823529,0.5375110294117648,0.5658,0.5381379310344827,0.16883116883116883,0.25,0.12380952380952381,0.47619047619047616,6.553488372093022,24.74,0.3969849246231156,,,4.0,,3.0,,3.0,1.0,7.0,,1.0,3.0,8.0,10.0,,1.0,3.0,9.0,17.0,30.0,,7.0,3.0,,,2.0,,,2.0,,,,6.0,6.0,1.0,0.4,,0.3333333333333333,0.4,0.75,0.375,0.375,1.0,0.4117647058823529,0.4117647058823529,1.0,0.125,,,0.034482758620689655,0.27586206896551724,0.375,0.4117647058823529,,,,,5.0,,,,,,,1.0,,,1.0,,,,,,2.0,,,,,True,,,,,,,
202389,1610612739,Timofey Mozgov,Timofey Mozgov,202389,CLE,1525.0,25,-14,54,50,24.0,13.0,6.0,104,3.0,7.0,1.0,1.0,,2.0,,2.0,,2.0,,,3.0,11.0,,,6.0,66.0,1.0,2.0,2.0,,4.0,,4.0,2.0,,,,,,,,,,,,2.0,,,3.0,1.0,4.0,2.0,6.0,1.0,,,1.0,1.0,,,,1.0,1.0,2.0,3.0,,,,,2.0,2.0,2.0,,24.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.5,,0.2727272727272727,0.5,,0.2727272727272727,0.5,,,,,,19.35483870967742,1.0,0.5,,0.17647058823529413,0.09523809523809523,,,0.17647058823529413,0.06896551724137931,0.09090909090909091,0.16666666666666666,,,0.125,,0.3333333333333333,,,0.125,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.18181818181818182,,,,0.18181818181818182,,,,,0.5,1.0,,0.5,,0.6363636363636364,0.5113818181818183,0.46765,0.5117,,,0.3333333333333333,,5.818181818181818,,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,True,,,,,,,
203521,1610612739,Matthew Dellavedova,Matthew Dellavedova,203521,CLE,11966.0,199,-88,395,390,172.0,144.0,40.0,785,2.0,6.0,,,1.0,3.0,6.0,21.0,4.0,5.0,8.0,18.0,12.0,32.0,26.0,5.0,62.0,455.0,1.0,1.0,2.0,6.0,15.0,32.0,4.0,20.0,,18.0,5.0,30.0,17.0,47.0,12.0,5.0,19.0,111.0,1.0,4.0,,5.0,7.0,,12.0,5.0,17.0,2.0,4.0,2.0,14.0,12.0,5.0,2.0,,19.0,10.0,5.0,17.0,12.0,1.0,10.0,,,,,32.0,172.0,0.16666666666666666,0.16666666666666666,0.375,1.0,0.4,0.49137931034482757,0.5,0.54,0.49206349206349204,0.5,0.5333333333333333,0.4482758620689655,0.15625,0.16666666666666666,0.19047619047619047,18.552036199095024,0.7368421052631579,,,0.06542056074766354,0.036036036036036036,0.078125,0.013157894736842105,0.07017543859649122,0.026737967914438502,,0.06666666666666667,,0.020833333333333332,0.058823529411764705,0.03225806451612903,0.09523809523809523,0.1,,0.06896551724137931,0.10344827586206896,0.3333333333333333,0.4,,0.3620689655172414,0.2857142857142857,0.35294117647058826,0.16666666666666666,0.08620689655172414,0.8,0.8,0.13793103448275862,0.3103448275862069,,,,0.12,0.3333333333333333,0.5517241379310345,0.4574120689655172,0.46665,0.427618,,,0.03225806451612903,0.5161290322580645,8.946874999999999,24.950000000000003,0.43544303797468353,7.0,4.0,,,1.0,,1.0,5.0,10.0,,1.0,4.0,5.0,11.0,,1.0,5.0,10.0,5.0,21.0,12.0,10.0,2.0,1.0,,,1.0,,,,,,5.0,5.0,0.6363636363636364,0.4230769230769231,,0.5,0.4230769230769231,0.25,0.125,0.125,1.0,0.5555555555555556,0.5555555555555556,0.6,0.5,,,0.2,0.2,0.8,0.5555555555555556,,,,1.0,,,2.0,,,2.0,,,,,,,,,0.2,,,,,,,True,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,16591.0,277,-40,534,538,170.0,153.0,63.0,1072,34.0,54.0,8.0,18.0,8.0,13.0,6.0,25.0,,6.0,,,40.0,85.0,,15.0,95.0,627.0,9.0,23.0,19.0,11.0,21.0,28.0,64.0,16.0,10.0,,10.0,3.0,7.0,10.0,6.0,1.0,,27.0,9.0,19.0,,10.0,33.0,2.0,45.0,28.0,73.0,3.0,6.0,4.0,3.0,1.0,7.0,2.0,1.0,10.0,3.0,8.0,23.0,29.0,2.0,24.0,11.0,14.0,11.0,14.0,28.0,170.0,0.8,0.9142857142857143,0.47058823529411764,0.391304347826087,0.5238095238095238,0.47058823529411764,0.391304347826087,0.5238095238095238,0.4947916666666667,0.36538461538461536,0.56,,0.11764705882352941,0.1111111111111111,0.12,17.434210526315788,0.3,0.16666666666666666,,0.19879518072289157,0.1165644171779141,0.12987012987012986,0.10465116279069768,0.17695473251028807,0.11244979919678715,0.13793103448275862,0.16071428571428573,0.04081632653061224,0.05263157894736842,0.21568627450980393,0.2153846153846154,0.16,0.15384615384615385,0.08,0.08571428571428572,0.6352941176470588,0.6296296296296297,0.7083333333333334,0.7647058823529411,0.29411764705882354,0.24,0.2727272727272727,1.0,0.07058823529411765,,,,,0.782608695652174,0.4444444444444444,0.25,0.6190476190476191,0.6153846153846154,0.6352941176470588,0.5654141176470588,0.5723941176470587,0.5286904761904762,0.11702127659574468,0.11702127659574468,0.2,0.29473684210526313,3.944705882352942,,0.31835205992509363,2.0,1.0,2.0,,,0.20689655172413793,,,,,,,,,,,,,6.0,,,,2.0,,,2.0,,5.0,8.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6.0,3.0,9.0,,,0.6428571428571429,,,,,,,2.0,1.0,0.16666666666666666,,True,,,,,,,
2747,1610612739,JR Smith,JR Smith,2747,CLE,1185.0,20,-4,42,41,19.0,15.0,4.0,83,,,,,,,,,,2.0,,5.0,,2.0,5.0,,3.0,48.0,,,,,1.0,3.0,,,,3.0,,1.0,,1.0,,,1.0,2.0,,,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,4.0,,,,,,,,3.0,19.0,,,,,,0.21428571428571427,,0.25,0.21428571428571427,,0.25,0.7142857142857143,,,,19.565217391304348,0.5,,,,,0.25,,0.08333333333333333,,,,,,,,,0.3333333333333333,,,,,,,,,,,0.2857142857142857,,,,0.7142857142857143,,,,,,0.7142857142857143,0.42424999999999996,,0.4303625,,,,1.0,20.5,32.18,0.4523809523809524,,,,,1.0,,,,1.0,,,1.0,5.0,1.0,,,1.0,5.0,,3.0,,1.0,,,,,,,,,,,,,1.0,0.2,,0.2,0.3333333333333333,,,,,0.2,0.2,1.0,,,,,0.8333333333333334,0.2,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,True,,,,,,,
