EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,NonHeaveArc3FGM,Fg3aBlocked,BlockedCorner3,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,Charge Fouls Drawn,Corner3PctBlocked,on
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,81615.0,1360,-110,2687,2719,577,697,313.0,5406,127.0,188.0,38.0,55.0,28.0,38.0,32.0,96.0,78.0,182.0,8.0,20.0,1.0,3.0,6.0,2.0,2.0,237.0,466.0,8.0,22.0,116.0,614,2889,42.0,71.0,1.0,21.0,105.0,42.0,83.0,3.0,8.0,28.0,121.0,314.0,160.0,24.0,70.0,2.0,36.0,42.0,29.0,71.0,22.0,7.0,13.0,11.0,18.0,171.0,21.0,77.0,5.0,63.0,108.0,17.0,188.0,103.0,291.0,15.0,27.0,17.0,10.0,16.0,4.0,8.0,40.0,8.0,8.0,4.0,7.0,56.0,5.0,10.0,45.0,3.0,93.0,3.0,1.0,8.0,8.0,107.0,8.0,5.0,4.0,147.0,18.0,2.0,71.0,1.0,9.0,23.0,1.0,1.0,14.0,3.0,6.0,24.0,17.0,2.0,1.0,3.0,1.0,119.0,559,6.0,7.0,0.6624472573839663,0.7772277227722773,1.0,0.36363636363636365,0.375,0.36363636363636365,0.5085836909871244,0.5915492957746479,0.5060240963855421,0.5102459016393442,0.5833333333333334,0.510989010989011,0.5562613430127041,0.6176470588235294,0.5607476635514018,0.045081967213114756,0.07725321888412018,0.1276595744680851,0.11458333333333333,0.005494505494505495,19.908166612003935,0.2857142857142857,0.22972972972972974,0.07142857142857142,0.11816192560175055,0.08088235294117647,0.15829145728643215,0.059490084985835696,0.13033536585365854,0.07509578544061303,0.11594202898550725,0.09848484848484848,0.04611650485436893,0.06204379562043796,0.05063291139240506,0.09830508474576272,0.1174496644295302,0.13707165109034267,0.15666666666666668,0.16326530612244897,0.07425742574257425,0.7083333333333334,0.38524590163934425,0.675531914893617,0.774390243902439,0.6299212598425197,0.19672131147540983,0.3333333333333333,0.3764705882352941,0.46875,0.3729508196721312,0.42857142857142855,0.430939226519337,0.7948717948717948,0.040983606557377046,0.4,0.4,1.0,0.004098360655737705,0.7638888888888888,0.6909090909090909,0.07894736842105263,0.013888888888888888,0.4175824175824176,0.7368421052631579,0.06593406593406594,0.5,0.02197802197802198,0.430327868852459,0.512116393442623,0.5660225806451612,0.5181648351648352,0.13284132841328414,0.13680154142581888,0.043478260869565216,0.17100977198697068,0.1970684039087948,8.892918454935625,23.654545454545453,0.21473762560476367,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101183,1610612738,Shavlik Randolph,Shavlik Randolph,101183,BOS,770.0,13,-8,25,27,11,24,7.0,52,2.0,4.0,,1.0,1.0,2.0,,3.0,,,,,,,,,,2.0,7.0,,,,4,28,,2.0,,,,1.0,3.0,,,,2.0,4.0,,,,,1.0,,,,,,,,,,,3.0,,2.0,2.0,,4.0,3.0,7.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11,,,1.0,1.0,,,,,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,0.3333333333333333,0.2857142857142857,,0.3333333333333333,,0.14285714285714285,0.25,,,23.52941176470588,,,,0.4,0.1875,0.6666666666666666,,0.5,0.13636363636363635,0.4,0.16666666666666666,,,,,1.0,0.5,0.6666666666666666,,0.25,,0.5714285714285714,0.5,0.6666666666666666,1.0,0.42857142857142855,,,,,,,,,,,,,0.5,,,,0.6666666666666666,0.5,,,,0.5714285714285714,0.49825714285714284,0.51455,0.5294666666666666,,,,,0.5,3.4,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
202323,1610612738,Evan Turner,Evan Turner,202323,BOS,135583.0,2260,-101,4502,4485,1026,1201,550.0,8987,108.0,199.0,11.0,25.0,28.0,49.0,84.0,193.0,95.0,235.0,13.0,41.0,4.0,4.0,12.0,78.0,21.0,287.0,627.0,33.0,119.0,106.0,779,4769,30.0,72.0,11.0,11.0,92.0,69.0,144.0,9.0,33.0,48.0,213.0,140.0,434.0,81.0,14.0,78.0,38.0,358.0,91.0,449.0,72.0,19.0,205.0,54.0,99.0,989.0,12.0,27.0,1.0,88.0,259.0,30.0,377.0,40.0,417.0,13.0,83.0,51.0,32.0,126.0,38.0,92.0,72.0,14.0,34.0,,6.0,198.0,11.0,48.0,87.0,5.0,180.0,7.0,,7.0,3.0,132.0,7.0,3.0,6.0,141.0,9.0,,51.0,,24.0,16.0,3.0,2.0,9.0,3.0,4.0,19.0,10.0,1.0,,,,204.0,1001,19.0,14.0,0.24390243902439024,0.25,0.8181818181818182,0.2773109243697479,0.2727272727272727,0.2773109243697479,0.45773524720893144,0.4166666666666667,0.4791666666666667,0.45107238605898126,0.4879518072289157,0.4661016949152542,0.47967980295566504,0.5111111111111111,0.5144927536231884,0.15951742627345844,0.06060606060606061,0.1306532663316583,0.05181347150259067,0.00851063829787234,19.59564541213064,0.6363636363636364,0.22727272727272727,0.009259259259259259,0.17370892018779344,0.016991818753933293,0.13664596273291926,0.018957345971563982,0.16252927400468384,0.01755175517551755,0.03,0.01569506726457399,0.007776049766718507,0.02004008016032064,0.014925373134328358,0.14112903225806453,0.17708333333333334,0.20194174757281552,0.12681912681912683,0.1656441717791411,0.033942558746736295,0.5263157894736842,0.2667560321715818,0.542713567839196,0.6242774566473989,0.26851851851851855,0.2587131367292225,0.43523316062176165,0.45901639344262296,0.16666666666666666,0.31501340482573725,0.40425531914893614,0.40772532188841204,0.28421052631578947,0.054959785522788206,0.3170731707317073,0.3170731707317073,0.9230769230769231,0.10455764075067024,0.30120481927710846,0.44,0.18181818181818182,0.04819277108433735,0.2768361581920904,0.5714285714285714,0.06779661016949153,0.3333333333333333,0.11864406779661017,0.4262734584450402,0.49062627345844523,0.4777037313432834,0.48525564971751417,0.06472081218274112,0.07623318385650224,,0.11810012836970475,0.2734274711168164,9.941626794258378,24.702521008403366,0.22789871168369613,3.0,20.0,4.0,7.0,5.0,7.0,18.0,20.0,1.0,1.0,0.6363636363636364,0.008403361344537815,0.01282051282051282,0.2564102564102564,0.2597402597402597,0.75,0.75,0.6666666666666666,0.08433734939759036,0.5714285714285714,0.75,0.23809523809523808,0.2564102564102564,,,,,True
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,86132.0,1436,-119,2888,2862,591,700,328.0,5750,69.0,115.0,10.0,17.0,19.0,26.0,9.0,22.0,118.0,275.0,26.0,73.0,12.0,6.0,15.0,135.0,39.0,196.0,412.0,73.0,208.0,49.0,660,3043,12.0,31.0,28.0,5.0,59.0,34.0,61.0,21.0,54.0,11.0,142.0,250.0,142.0,189.0,10.0,134.0,28.0,74.0,13.0,87.0,10.0,3.0,33.0,14.0,27.0,187.0,10.0,23.0,,51.0,71.0,,122.0,33.0,155.0,9.0,48.0,24.0,24.0,43.0,12.0,26.0,27.0,8.0,17.0,,,70.0,2.0,8.0,32.0,5.0,111.0,2.0,,3.0,4.0,58.0,1.0,7.0,,65.0,6.0,5.0,24.0,2.0,6.0,8.0,1.0,1.0,5.0,1.0,2.0,9.0,5.0,,,,,137.0,571,16.0,1.0,0.6377551020408163,0.6544502617801047,0.863013698630137,0.35096153846153844,0.3888888888888889,0.3526570048309179,0.47572815533980584,0.3870967741935484,0.5573770491803278,0.49274193548387096,0.4576271186440678,0.5695652173913044,0.5085139318885449,0.47580645161290325,0.5826446280991735,0.33548387096774196,0.06796116504854369,0.17391304347826086,0.09090909090909091,0.02181818181818182,21.81484876260312,0.6142857142857143,,,0.07450157397691501,0.022157996146435453,0.12439024390243902,0.024752475247524754,0.08950843727072634,0.02288488210818308,0.038834951456310676,0.014652014652014652,0.015350877192982455,0.02280130293159609,0.030927835051546393,0.025559105431309903,0.058823529411764705,0.138801261829653,0.12080536912751678,0.13392857142857142,0.028125,0.5555555555555556,0.18548387096774194,0.6,0.7263157894736842,0.6811594202898551,0.035483870967741936,0.4090909090909091,0.45,0.4444444444444444,0.4435483870967742,0.4290909090909091,0.43866171003717475,0.6271186440677966,0.11774193548387096,0.3561643835616438,0.3561643835616438,0.9615384615384616,0.21774193548387097,0.288135593220339,0.5882352941176471,0.2,0.2033898305084746,0.22608695652173913,0.7307692307692307,0.13043478260869565,0.4,0.3391304347826087,0.5209677419354839,0.5052135922330097,0.5363148936170213,0.5237026315789474,0.040625,0.05581395348837209,0.009523809523809525,0.0893939393939394,0.21515151515151515,13.519417475728163,24.91346153846154,0.2046398891966759,5.0,47.0,5.0,16.0,15.0,10.0,30.0,47.0,1.0,,0.35714285714285715,0.004807692307692308,0.007407407407407408,0.34814814814814815,0.35074626865671643,0.8085106382978723,0.4166666666666667,0.8,0.2711864406779661,0.3125,1.0,0.38461538461538464,0.35074626865671643,1.0,,,,True
202738,1610612738,Isaiah Thomas,Isaiah Thomas,202738,BOS,15626.0,260,67,532,512,192,211,68.0,1044,21.0,39.0,1.0,1.0,7.0,17.0,3.0,9.0,8.0,23.0,2.0,3.0,1.0,1.0,2.0,56.0,19.0,32.0,71.0,23.0,59.0,60.0,193,544,2.0,2.0,4.0,6.0,19.0,11.0,28.0,9.0,21.0,41.0,90.0,26.0,38.0,48.0,,56.0,9.0,27.0,12.0,39.0,8.0,4.0,8.0,6.0,13.0,90.0,2.0,2.0,,6.0,10.0,1.0,17.0,4.0,21.0,1.0,10.0,5.0,5.0,12.0,3.0,7.0,11.0,1.0,5.0,1.0,2.0,23.0,1.0,10.0,13.0,3.0,27.0,,,,2.0,50.0,1.0,1.0,4.0,68.0,3.0,2.0,19.0,3.0,12.0,,,,,,,,,,,,,83.0,183,4.0,8.0,0.40625,0.40625,0.6956521739130435,0.3898305084745763,0.42857142857142855,0.3898305084745763,0.4507042253521127,1.0,0.39285714285714285,0.5115384615384615,1.0833333333333333,0.5,0.6,1.0555555555555556,0.6267605633802817,0.45384615384615384,0.1267605633802817,0.1794871794871795,0.1111111111111111,0.043478260869565216,30.198019801980198,0.5217391304347826,0.047619047619047616,,0.062111801242236024,0.01282051282051282,0.06818181818181818,0.02,0.0642570281124498,0.015625,0.03636363636363636,,,0.012048192771084338,0.058823529411764705,0.019230769230769232,0.0392156862745098,0.1206896551724138,0.07692307692307693,0.043478260869565216,0.01639344262295082,,0.3,0.5384615384615384,0.65625,0.38095238095238093,0.06923076923076923,0.3333333333333333,0.375,,0.17692307692307693,0.34782608695652173,0.36363636363636365,0.625,0.023076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.4307692307692308,0.16666666666666666,1.0,,0.16666666666666666,0.3469387755102041,0.4117647058823529,0.04081632653061224,0.5,0.3877551020408163,0.7538461538461538,0.5276069230769231,0.5212,0.4836112244897958,0.14864864864864866,0.21839080459770116,0.04918032786885246,0.09844559585492228,0.46632124352331605,7.735211267605634,25.125423728813555,0.3609022556390977,1.0,21.0,2.0,3.0,8.0,3.0,21.0,21.0,3.0,,0.75,0.05084745762711865,0.05357142857142857,0.375,0.39622641509433965,0.7142857142857143,1.0,,0.5,0.6666666666666666,1.0,0.42105263157894735,0.375,,1.0,,,True
203935,1610612738,Marcus Smart,Marcus Smart,203935,BOS,56965.0,949,-13,1880,1895,358,486,219.0,3775,30.0,47.0,11.0,17.0,5.0,7.0,8.0,28.0,9.0,28.0,9.0,20.0,2.0,,,103.0,25.0,47.0,103.0,41.0,123.0,55.0,272,1985,11.0,20.0,10.0,6.0,34.0,6.0,14.0,7.0,25.0,26.0,59.0,40.0,54.0,114.0,8.0,102.0,9.0,59.0,12.0,71.0,9.0,3.0,31.0,3.0,25.0,154.0,8.0,28.0,2.0,23.0,57.0,5.0,85.0,38.0,123.0,3.0,44.0,28.0,16.0,21.0,4.0,10.0,10.0,1.0,11.0,,,31.0,7.0,9.0,24.0,5.0,78.0,1.0,,2.0,3.0,85.0,4.0,19.0,3.0,83.0,6.0,,19.0,7.0,16.0,7.0,2.0,2.0,4.0,1.0,2.0,9.0,5.0,1.0,,,,54.0,347,11.0,10.0,0.425531914893617,0.46511627906976744,0.926829268292683,0.3333333333333333,0.28,0.3360655737704918,0.4563106796116505,0.55,0.42857142857142855,0.48008849557522126,0.4666666666666667,0.4230769230769231,0.5210727969348659,0.5151515151515151,0.5363636363636364,0.5442477876106194,0.08737864077669903,0.0851063829787234,0.17857142857142858,,13.57677902621723,0.6774193548387096,0.10204081632653061,0.05555555555555555,0.09033280507131537,0.04129793510324484,0.0888030888030888,0.031496062992125984,0.0898876404494382,0.03862660944206009,0.052132701421800945,0.0335195530726257,0.03819444444444445,0.03980099502487562,,0.1076923076923077,0.08256880733944955,0.08256880733944955,0.08205128205128205,0.109375,0.02459016393442623,0.5555555555555556,0.2079646017699115,0.6382978723404256,0.6976744186046512,0.43333333333333335,0.12389380530973451,0.2857142857142857,0.34782608695652173,0.125,0.12389380530973451,0.32142857142857145,0.32142857142857145,0.6666666666666666,0.08849557522123894,0.45,0.45,1.0,0.4557522123893805,0.5666666666666667,0.6470588235294118,0.45454545454545453,0.06666666666666667,0.1794871794871795,0.7142857142857143,,,0.6410256410256411,0.7522123893805309,0.5347120535714284,0.5363270833333333,0.5198236842105262,0.10612244897959183,0.16379310344827586,0.05426356589147287,0.125,0.21691176470588236,7.9281553398058255,25.567479674796754,0.19042553191489361,1.0,32.0,1.0,8.0,7.0,2.0,9.0,32.0,3.0,,0.2,0.024390243902439025,0.02912621359223301,0.3106796116504854,0.32,0.90625,0.5,1.0,0.26666666666666666,0.125,1.0,0.28,0.3137254901960784,1.0,1.0,6.0,,True
200765,1610612738,Rajon Rondo,Rajon Rondo,200765,BOS,12043.0,201,-43,416,413,129,163,60.0,829,6.0,10.0,,1.0,1.0,1.0,2.0,11.0,3.0,17.0,,1.0,,,,10.0,1.0,11.0,38.0,2.0,11.0,2.0,30,460,,3.0,2.0,,3.0,3.0,6.0,,1.0,,6.0,6.0,16.0,6.0,,10.0,3.0,45.0,14.0,59.0,11.0,3.0,24.0,9.0,12.0,132.0,1.0,8.0,1.0,12.0,26.0,3.0,41.0,10.0,51.0,3.0,9.0,3.0,6.0,13.0,2.0,10.0,4.0,1.0,3.0,,1.0,17.0,3.0,1.0,7.0,,12.0,,,1.0,,13.0,,2.0,1.0,10.0,2.0,,6.0,,,,,,,,,,,,,,,6.0,125,1.0,,0.2727272727272727,0.2727272727272727,1.0,0.18181818181818182,,0.18181818181818182,0.2894736842105263,,0.5,0.2857142857142857,0.3,0.42857142857142855,0.2830188679245283,0.3,0.375,0.22448979591836735,0.07894736842105263,0.2,0.09090909090909091,,14.344262295081968,0.7647058823529411,0.2,0.09090909090909091,0.203125,0.05517241379310345,0.2033898305084746,0.01694915254237288,0.20320855614973263,0.04411764705882353,0.061224489795918366,0.09302325581395349,0.018867924528301886,0.02127659574468085,,0.14545454545454545,0.2972972972972973,0.19444444444444445,0.18181818181818182,0.26666666666666666,0.09375,,0.20408163265306123,0.6,0.75,,0.22448979591836735,0.18181818181818182,0.2,0.5,0.3469387755102041,0.17647058823529413,0.17647058823529413,0.6666666666666666,0.02040816326530612,,,,0.20408163265306123,0.2,,,,0.14285714285714285,1.0,,,0.14285714285714285,0.42857142857142855,0.4815642857142857,0.4558375,0.4049785714285714,0.11320754716981132,0.14285714285714285,,0.1,0.2,11.1,25.49090909090909,0.31009615384615385,,2.0,1.0,2.0,,1.0,,2.0,,,0.5,,,0.2,0.2,1.0,,,0.4,0.5,1.0,,0.2,,,,,True
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,26597.0,443,-136,893,887,226,304,108.0,1780,28.0,47.0,3.0,5.0,8.0,15.0,23.0,57.0,15.0,40.0,4.0,8.0,1.0,1.0,3.0,42.0,14.0,66.0,144.0,12.0,50.0,65.0,233,1016,8.0,15.0,5.0,1.0,17.0,24.0,41.0,5.0,17.0,31.0,94.0,68.0,64.0,33.0,4.0,41.0,13.0,14.0,6.0,20.0,5.0,1.0,10.0,,4.0,46.0,1.0,6.0,,16.0,28.0,3.0,47.0,7.0,54.0,3.0,11.0,11.0,,13.0,1.0,6.0,11.0,3.0,7.0,,4.0,24.0,1.0,6.0,12.0,2.0,28.0,1.0,,1.0,2.0,53.0,1.0,2.0,3.0,75.0,6.0,2.0,34.0,1.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,,,,,88.0,220,4.0,1.0,0.5151515151515151,0.53125,0.9166666666666666,0.24,0.29411764705882354,0.24489795918367346,0.4583333333333333,0.5333333333333333,0.5853658536585366,0.4329896907216495,0.4,0.5431034482758621,0.5110132158590308,0.40476190476190477,0.6351351351351351,0.25773195876288657,0.09027777777777778,0.0851063829787234,0.12280701754385964,0.05,24.729064039408865,0.5416666666666666,0.13043478260869565,,0.09556313993174062,0.018575851393188854,0.1391304347826087,0.009345794392523364,0.10784313725490197,0.01627906976744186,0.010638297872340425,0.018018018018018018,0.025423728813559324,0.01098901098901099,,0.04854368932038835,0.075,0.15454545454545454,0.14606741573033707,0.11538461538461539,0.030303030303030304,0.5,0.2422680412371134,0.5957446808510638,0.6511627906976745,0.5714285714285714,0.29381443298969073,0.40350877192982454,0.46,0.34782608695652173,0.20618556701030927,0.375,0.39473684210526316,0.6666666666666666,0.041237113402061855,0.5,0.5,1.0,0.21649484536082475,0.25,0.6,0.3333333333333333,0.05,0.25862068965517243,0.5333333333333333,0.05172413793103448,0.3333333333333333,0.2413793103448276,0.5,0.49176968911917107,0.4902529411764707,0.4792491379310344,0.15695067264573992,0.19767441860465115,0.0196078431372549,0.07296137339055794,0.4034334763948498,8.647222222222224,25.702,0.2530795072788354,,8.0,,4.0,4.0,,3.0,8.0,2.0,1.0,,0.04,0.047619047619047616,0.19047619047619047,0.2,0.875,,,0.2,,,0.2857142857142857,0.1951219512195122,1.0,,,,True
201977,1610612738,Marcus Thornton,Marcus Thornton,201977,BOS,20091.0,335,36,667,653,198,216,93.0,1320,21.0,45.0,3.0,6.0,5.0,10.0,7.0,15.0,6.0,26.0,4.0,12.0,2.0,,3.0,47.0,18.0,34.0,86.0,26.0,59.0,21.0,167,684,6.0,11.0,8.0,4.0,34.0,7.0,17.0,7.0,21.0,11.0,46.0,44.0,24.0,69.0,4.0,46.0,8.0,15.0,2.0,17.0,1.0,1.0,6.0,3.0,6.0,36.0,,5.0,,11.0,11.0,1.0,23.0,5.0,28.0,2.0,9.0,5.0,4.0,4.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,10.0,1.0,3.0,7.0,1.0,18.0,,,,1.0,13.0,,1.0,1.0,25.0,,7.0,7.0,,2.0,6.0,,,6.0,,,6.0,3.0,,,,,46.0,198,2.0,2.0,0.6470588235294118,0.6875,0.8846153846153846,0.4406779661016949,0.3333333333333333,0.4482758620689655,0.3953488372093023,0.5454545454545454,0.4117647058823529,0.503448275862069,0.7894736842105263,0.4605263157894737,0.5227272727272727,0.8,0.5116279069767442,0.4068965517241379,0.09302325581395349,0.15555555555555556,0.06666666666666667,,21.243523316062177,0.4,0.037037037037037035,,0.05092592592592592,0.02074688796680498,0.12790697674418605,,0.0728476821192053,0.01488095238095238,0.03333333333333333,0.02857142857142857,,,,0.03896103896103896,,0.10126582278481013,0.109375,0.18181818181818182,0.02702702702702703,0.5,0.3103448275862069,0.4666666666666667,0.5526315789473685,0.6190476190476191,0.10344827586206896,0.4666666666666667,0.5,0.7142857142857143,0.1793103448275862,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.08275862068965517,0.3333333333333333,0.3333333333333333,1.0,0.32413793103448274,0.3157894736842105,0.5,0.3333333333333333,0.10526315789473684,0.2631578947368421,0.5,0.07894736842105263,,0.47368421052631576,0.7172413793103448,0.5346174825174824,0.5385500000000001,0.5377166666666666,0.046052631578947366,0.07526881720430108,,0.20359281437125748,0.2754491017964072,7.933720930232559,25.48474576271186,0.29685157421289354,2.0,22.0,4.0,6.0,7.0,6.0,9.0,22.0,,,0.75,,,0.46808510638297873,0.46808510638297873,0.8636363636363636,1.0,1.0,0.3157894736842105,0.6666666666666666,1.0,0.3888888888888889,0.4782608695652174,1.0,,,,True
203092,1610612738,Tyler Zeller,Tyler Zeller,203092,BOS,67529.0,1125,-150,2218,2232,368,510,269.0,4450,131.0,209.0,25.0,52.0,25.0,40.0,64.0,142.0,38.0,78.0,,,,,,,,233.0,429.0,,,88.0,554,2374,38.0,78.0,,26.0,102.0,33.0,59.0,,,26.0,92.0,376.0,90.0,,34.0,,35.0,57.0,16.0,73.0,13.0,3.0,19.0,5.0,33.0,162.0,23.0,62.0,1.0,58.0,140.0,7.0,205.0,86.0,291.0,7.0,13.0,7.0,6.0,26.0,1.0,16.0,22.0,5.0,10.0,1.0,2.0,48.0,4.0,8.0,79.0,3.0,126.0,1.0,,10.0,10.0,111.0,14.0,5.0,4.0,109.0,13.0,,53.0,,8.0,33.0,,,19.0,1.0,13.0,33.0,17.0,,,1.0,1.0,92.0,365,6.0,8.0,0.8068669527896996,0.8703703703703703,,,,,0.5431235431235432,0.48717948717948717,0.559322033898305,0.5431235431235432,0.48717948717948717,0.559322033898305,0.5807127882599581,0.5483870967741935,0.6216216216216216,,0.08158508158508158,0.1291866028708134,0.056338028169014086,,20.74278941129988,0.5416666666666666,0.11864406779661017,0.027777777777777776,0.1794871794871795,0.0713463751438435,0.18471337579617833,0.08518518518518518,0.1809872029250457,0.07462686567164178,0.0846774193548387,0.06589147286821706,0.06611570247933884,0.07582938388625593,0.11864406779661017,0.18992248062015504,0.18796992481203006,0.16015625,0.18454935622317598,0.18518518518518517,0.043478260869565216,0.5151515151515151,0.48717948717948717,0.6267942583732058,0.7197802197802198,0.7786259541984732,0.331002331002331,0.4507042253521127,0.47761194029850745,0.75,0.18181818181818182,0.48717948717948717,0.48717948717948717,1.0,,,,,,0.6666666666666666,0.4807692307692308,0.32,,0.6779661016949152,0.625,,,,0.48717948717948717,0.5018396270396273,0.5148409836065574,0.5525220338983051,0.11300639658848614,0.11300639658848614,,0.18411552346570398,0.16606498194945848,6.33916083916084,,0.1659152389540126,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,True
