EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ShortMidRangeAssists,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,BlockingFoulsDrawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,BlockedArc3,SecondChanceArc3FGM,PtsUnassisted3s,BlockedLongMidRange,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,Corner3PctBlocked,3SecondViolations,OffensiveGoaltends,on,HeaveAttempts
1882,1610612737,Elton Brand,Elton Brand,1882,ATL,15160.0,253,-16,488,490,164,123,49.0,978,8.0,13,5.0,7.0,3.0,6.0,5.0,16.0,9.0,21.0,1.0,22,50,1.0,6.0,50,513,7.0,11.0,14.0,5.0,14,2.0,12,36,8.0,8.0,2.0,6.0,5.0,11.0,2.0,3.0,3.0,3.0,27.0,2.0,14.0,7.0,22.0,2.0,31,16.0,47,1.0,7.0,6.0,1.0,5.0,2.0,3.0,5.0,2.0,1.0,10.0,3.0,13,1.0,28,2.0,2.0,23.0,7.0,2.0,1.0,11.0,1.0,5.0,1.0,16.0,13.0,3.0,16.0,8.0,1.0,12,164,1.0,0.8181818181818182,1.0,0.44,0.6363636363636364,0.35714285714285715,0.43137254901960786,0.6363636363636364,0.35714285714285715,0.44642857142857145,0.6363636363636364,0.4,0.0196078431372549,0.04,0.15384615384615385,11.796733212341199,0.5,0.16666666666666666,0.13095238095238096,0.09210526315789473,0.09090909090909091,0.022727272727272728,0.11836734693877551,0.06666666666666667,0.22916666666666666,0.04,0.018518518518518517,0.014925373134328358,0.047619047619047616,0.125,0.12244897959183673,0.14893617021276595,0.11290322580645161,0.04,0.5,0.2549019607843137,0.6153846153846154,0.7272727272727273,0.625,0.3137254901960784,0.3125,0.3125,0.8,0.4117647058823529,0.42857142857142855,0.42857142857142855,1.0,0.0196078431372549,0.6363636363636364,0.7142857142857143,0.4,0.42857142857142855,0.5,0.27450980392156865,0.458993137254902,0.5135500000000001,0.47941428571428574,0.09090909090909091,0.09259259259259259,0.28,0.24,10.472000000000003,23.2,0.3360655737704918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200757,1610612737,Thabo Sefolosha,Thabo Sefolosha,200757,ATL,9450.0,158,-54,299,324,124,129,37.0,623,10.0,20,2.0,4.0,5.0,8.0,,4.0,1.0,9.0,11.0,11,33,15.0,7.0,47,324,2.0,4.0,4.0,6.0,12,2.0,26,18,4.0,2.0,5.0,10.0,4.0,14.0,3.0,1.0,4.0,4.0,32.0,1.0,3.0,12.0,11.0,8.0,31,4.0,35,,5.0,1.0,4.0,6.0,2.0,1.0,2.0,5.0,,8.0,4.0,2,,7,,,8.0,,,,12.0,2.0,6.0,1.0,3.0,1.0,2.0,4.0,3.0,,26,123,1.0,0.8181818181818182,0.9,0.3333333333333333,0.5,0.5,0.4166666666666667,0.4,0.631578947368421,0.44339622641509435,0.4,0.65,0.3125,0.15151515151515152,0.2,17.732558139534884,0.75,0.5333333333333333,0.13095238095238096,0.0297029702970297,0.1791044776119403,0.020833333333333332,0.152317880794702,0.026845637583892617,0.02702702702702703,0.06451612903225806,,0.03225806451612903,,0.15384615384615385,0.13793103448275862,0.10344827586206896,0.18518518518518517,,0.75,0.4166666666666667,0.5,0.625,0.8,0.08333333333333333,,,,0.1875,0.1111111111111111,0.1111111111111111,1.0,0.22916666666666666,0.8,0.5,0.5,0.42105263157894735,0.625,0.7291666666666666,0.5507322916666667,0.6542,0.5676578947368421,0.11538461538461539,0.16216216216216217,0.0851063829787234,0.5531914893617021,7.139393939393939,23.96,0.41471571906354515,4.0,1.0,2.0,5.0,2.0,4.0,2.0,2.0,6.0,1.0,4.0,7.0,18.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.4,0.5714285714285714,0.4,0.25,0.15384615384615385,0.36363636363636365,0.36363636363636365,1.0,0.08333333333333333,0.5,0.5,1.0,0.2,0.2631578947368421,0.4,0.10526315789473684,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
200794,1610612737,Paul Millsap,Paul Millsap,200794,ATL,32291.0,538,-2,1045,1087,299,227,120.0,2132,63.0,95,18.0,24.0,14.0,22.0,20.0,52.0,11.0,26.0,9.0,94,173,43.0,60.0,299,1110,22.0,33.0,56.0,21.0,37,28.0,73,102,86.0,26.0,14.0,31.0,24.0,55.0,15.0,9.0,21.0,6.0,134.0,15.0,20.0,25.0,70.0,4.0,99,36.0,135,7.0,30.0,18.0,12.0,20.0,5.0,8.0,21.0,12.0,1.0,41.0,12.0,32,2.0,51,2.0,2.0,66.0,,7.0,,76.0,7.0,30.0,11.0,17.0,14.0,3.0,17.0,11.0,1.0,69,296,1.0,0.5425531914893617,0.6296296296296297,0.5433526011560693,0.6666666666666666,0.5675675675675675,0.5532407407407407,0.6351351351351351,0.5357142857142857,0.598,0.6666666666666666,0.6293103448275862,0.19907407407407407,0.08092485549132948,0.09473684210526316,24.5777027027027,0.4878048780487805,0.2222222222222222,0.20527859237536658,0.060790273556231005,0.13440860215053763,0.08823529411764706,0.18026565464895636,0.07014028056112225,0.07092198581560284,0.04032258064516129,0.078125,0.10317460317460317,0.045454545454545456,0.17391304347826086,0.23529411764705882,0.21782178217821782,0.1297709923664122,0.07777777777777778,0.6470588235294118,0.4398148148148148,0.6631578947368421,0.7325581395348837,0.5873015873015873,0.24074074074074073,0.38461538461538464,0.40816326530612246,0.4,0.12037037037037036,0.4230769230769231,0.4583333333333333,0.5454545454545454,0.041666666666666664,0.6486486486486487,0.75,0.16666666666666666,0.5238095238095238,0.6363636363636364,0.6388888888888888,0.5223608796296294,0.5564782608695652,0.5227119047619048,0.1297071129707113,0.15306122448979592,0.18729096989966554,0.24414715719063546,5.87456647398844,24.662790697674417,0.2861244019138756,4.0,1.0,,,13.0,34.0,1.0,5.0,17.0,4.0,1.0,5.0,51.0,34.0,13.0,4.0,,,9.0,1.0,0.3953488372093023,0.2,0.3953488372093023,0.057692307692307696,0.14545454545454545,0.4444444444444444,0.4444444444444444,1.0,0.1574074074074074,0.38235294117647056,0.38235294117647056,1.0,0.02702702702702703,,,0.11904761904761904,0.2,0.38235294117647056,1.0,3.0,1.0,9.0,1.0,6.0,1.0,3.0,4.0,1.0,1.0,1.0,0.25,0.07692307692307693,0.02857142857142857,1.0,1.0,0.08108108108108109,0.023255813953488372,,,,,,,,,,,,,,,True,
201960,1610612737,DeMarre Carroll,DeMarre Carroll,201960,ATL,23114.0,385,-61,738,786,193,132,80.0,1524,18.0,28,2.0,4.0,5.0,7.0,7.0,18.0,1.0,6.0,20.0,26,52,58.0,28.0,140,815,3.0,5.0,16.0,5.0,8,12.0,40,32,20.0,4.0,5.0,11.0,7.0,18.0,5.0,2.0,6.0,2.0,43.0,11.0,7.0,14.0,26.0,4.0,44,19.0,63,2.0,15.0,10.0,5.0,11.0,1.0,7.0,4.0,4.0,,15.0,4.0,9,1.0,25,1.0,,34.0,4.0,1.0,3.0,39.0,1.0,14.0,3.0,3.0,2.0,1.0,4.0,2.0,,40,191,,0.6153846153846154,0.6666666666666666,0.5,0.6,0.625,0.509090909090909,0.5454545454545454,0.5833333333333334,0.546875,0.5714285714285714,0.6666666666666666,0.5272727272727272,0.09615384615384616,0.10714285714285714,17.2289156626506,0.7333333333333333,0.4,0.10317460317460317,0.03070175438596491,0.1037037037037037,0.088,0.10335917312661498,0.05099150141643059,0.03409090909090909,0.046511627906976744,,0.07526881720430108,0.125,0.07407407407407407,0.0967741935483871,0.14634146341463414,0.10638297872340426,0.034482758620689655,0.5,0.2545454545454545,0.6428571428571429,0.72,0.6666666666666666,0.16363636363636364,0.3888888888888889,0.4375,0.42857142857142855,0.05454545454545454,0.16666666666666666,0.16666666666666666,1.0,0.18181818181818182,0.36363636363636365,0.5,,0.2916666666666667,0.7142857142857143,0.7818181818181819,0.5622059090909092,0.5650285714285714,0.5839104166666667,0.128,0.2153846153846154,0.11428571428571428,0.2857142857142857,5.803846153846154,24.432758620689658,0.26151761517615174,11.0,3.0,3.0,4.0,9.0,38.0,3.0,12.0,20.0,6.0,6.0,16.0,60.0,38.0,9.0,3.0,1.0,,3.0,1.0,0.3448275862068966,0.375,0.3448275862068966,0.1111111111111111,0.0975609756097561,0.55,0.55,1.0,0.34545454545454546,0.23684210526315788,0.23684210526315788,1.0,0.2727272727272727,0.16666666666666666,0.75,0.5,0.25,0.23684210526315788,2.0,3.0,2.0,4.0,1.0,1.0,,2.0,2.0,1.0,,2.0,0.3333333333333333,,0.04,0.6666666666666666,1.0,0.2727272727272727,0.03333333333333333,1.0,,,,,,,,,,,,,,True,
203145,1610612737,Kent Bazemore,Kent Bazemore,203145,ATL,79405.0,1323,-99,2566,2623,695,574,263.0,5189,69.0,124,5.0,17.0,23.0,41.0,15.0,49.0,9.0,26.0,64.0,93,199,132.0,60.0,390,2745,7.0,25.0,36.0,28.0,55,14.0,103,116,70.0,6.0,23.0,48.0,30.0,78.0,25.0,5.0,33.0,6.0,186.0,4.0,17.0,96.0,93.0,12.0,201,21.0,222,4.0,52.0,30.0,22.0,40.0,10.0,18.0,33.0,22.0,4.0,73.0,18.0,81,3.0,127,2.0,,87.0,3.0,5.0,6.0,100.0,10.0,46.0,9.0,29.0,24.0,3.0,33.0,18.0,1.0,101,690,10.0,0.6236559139784946,0.6444444444444445,0.46733668341708545,0.28,0.509090909090909,0.4984894259818731,0.4027777777777778,0.4494949494949495,0.5186170212765957,0.4186046511627907,0.44782608695652176,0.3987915407854985,0.11557788944723618,0.08064516129032258,15.64459930313589,0.547945205479452,0.24,0.11191335740072202,0.02225130890052356,0.20689655172413793,0.009280742459396751,0.14594594594594595,0.017573221757322177,0.026755852842809364,0.020161290322580645,0.018433179723502304,0.012232415902140673,,0.09748427672955975,0.09292035398230089,0.14285714285714285,0.21470588235294116,0.02564102564102564,0.5454545454545454,0.37462235649546827,0.5564516129032258,0.6052631578947368,0.6376811594202898,0.14803625377643503,0.30612244897959184,0.4166666666666667,0.4666666666666667,0.07854984894259819,0.34615384615384615,0.34615384615384615,0.7777777777777778,0.1933534743202417,0.4722222222222222,0.29411764705882354,0.2,0.41414141414141414,0.5609756097560976,0.7734138972809668,0.5446969696969696,0.544183870967742,0.5324423469387756,0.12534059945504086,0.19574468085106383,0.09230769230769231,0.2641025641025641,5.170854271356786,24.524242424242424,0.27084957131722526,27.0,6.0,5.0,15.0,21.0,68.0,6.0,29.0,48.0,11.0,11.0,44.0,135.0,68.0,21.0,9.0,4.0,,7.0,0.9375,0.36363636363636365,0.25,0.36363636363636365,0.2653061224489796,0.18548387096774194,0.421875,0.421875,0.9259259259259259,0.2054380664652568,0.3088235294117647,0.3088235294117647,0.9523809523809523,0.16666666666666666,0.15151515151515152,0.3333333333333333,0.29292929292929293,0.20689655172413793,0.3088235294117647,2.0,5.0,5.0,7.0,,9.0,6.0,4.0,3.0,2.0,,,0.45454545454545453,,,0.3333333333333333,0.5,0.1388888888888889,,4.0,3.0,9.0,2.0,0.6,1.0,,,,,,,,,True,
202714,1610612737,Shelvin Mack,Shelvin Mack,202714,ATL,22853.0,381,49,742,729,265,207,82.0,1471,12.0,28,1.0,2.0,2.0,8.0,11.0,22.0,11.0,29.0,7.0,34,79,60.0,14.0,133,734,2.0,6.0,7.0,7.0,30,3.0,29,36,32.0,,7.0,53.0,20.0,73.0,17.0,3.0,27.0,20.0,166.0,1.0,2.0,13.0,22.0,,35,3.0,38,,16.0,9.0,7.0,11.0,4.0,8.0,9.0,3.0,1.0,20.0,8.0,4,1.0,10,,,15.0,1.0,,1.0,17.0,1.0,6.0,2.0,,,,,,,29,263,2.0,0.5294117647058824,0.5294117647058824,0.43037974683544306,0.3333333333333333,0.23333333333333334,0.42805755395683454,0.35,0.24528301886792453,0.4486301369863014,0.35,0.2545454545454545,0.4316546762589928,0.08860759493670886,0.21428571428571427,19.856459330143544,0.55,,0.10576923076923077,0.010050251256281407,0.09701492537313433,0.007142857142857143,0.1023391812865497,0.008849557522123894,0.029411764705882353,,,0.00909090909090909,,0.1388888888888889,0.07352941176470588,0.10294117647058823,0.10101010101010101,,,0.2014388489208633,0.42857142857142855,0.5454545454545454,0.5833333333333334,0.15827338129496402,0.5,0.5238095238095238,0.5454545454545454,0.20863309352517986,0.3793103448275862,0.3793103448275862,0.45454545454545453,0.050359712230215826,0.2,0.5,1.0,0.1509433962264151,0.25,0.6330935251798561,0.49535575539568344,0.5165666666666667,0.4754594339622641,0.041666666666666664,0.07142857142857142,0.05263157894736842,0.21804511278195488,9.545569620253165,25.024999999999995,0.35714285714285715,3.0,1.0,1.0,3.0,14.0,53.0,3.0,20.0,17.0,4.0,4.0,23.0,42.0,53.0,14.0,6.0,,,2.0,0.8235294117647058,0.2833333333333333,0.17391304347826086,0.2833333333333333,0.045454545454545456,0.08571428571428572,0.42857142857142855,0.42857142857142855,1.0,0.381294964028777,0.2641509433962264,0.2641509433962264,0.7857142857142857,0.1,0.05660377358490566,0.3333333333333333,0.37735849056603776,0.15,0.2641509433962264,1.0,3.0,1.0,,,3.0,1.0,,,2.0,,,0.25,,,1.0,1.0,0.3,,,,9.0,,,,2.0,,,,,,,,True,
203471,1610612737,Dennis Schroder,Dennis Schroder,203471,ATL,40381.0,673,-96,1280,1311,327,293,129.0,2591,70.0,138,5.0,10.0,19.0,42.0,15.0,40.0,26.0,73.0,8.0,111,251,76.0,62.0,374,1390,7.0,17.0,26.0,31.0,67,21.0,101,54,168.0,2.0,35.0,87.0,56.0,143.0,41.0,15.0,32.0,31.0,342.0,5.0,7.0,21.0,34.0,,55,12.0,67,2.0,14.0,9.0,5.0,43.0,13.0,30.0,27.0,13.0,1.0,70.0,16.0,18,2.0,52,1.0,1.0,65.0,3.0,1.0,4.0,76.0,6.0,31.0,9.0,2.0,,1.0,4.0,3.0,,99,325,5.0,0.24324324324324326,0.24545454545454545,0.44223107569721115,0.4117647058823529,0.4626865671641791,0.47706422018348627,0.5476190476190477,0.47619047619047616,0.5152354570637119,0.5909090909090909,0.5208333333333334,0.2324159021406728,0.1394422310756972,0.14492753623188406,30.0557880055788,0.6142857142857143,,0.0752212389380531,0.01832460732984293,0.10096153846153846,0.022935779816513763,0.08333333333333333,0.02,0.02564102564102564,0.017699115044247787,0.008849557522123894,0.028901734104046242,,0.05084745762711865,0.09523809523809523,0.08823529411764706,0.11258278145695365,0.013888888888888888,0.75,0.42201834862385323,0.5072463768115942,0.5932203389830508,0.2571428571428571,0.12232415902140673,0.375,0.5172413793103449,0.3333333333333333,0.22324159021406728,0.3561643835616438,0.37681159420289856,0.15384615384615385,0.024464831804281346,0.47619047619047616,0.5,0.2,0.5,0.4523809523809524,0.654434250764526,0.5087140672782873,0.4288375,0.49572321428571425,0.08806818181818182,0.11231884057971014,0.06951871657754011,0.2700534759358289,7.638247011952191,25.09868421052632,0.25546875,2.0,2.0,1.0,3.0,28.0,68.0,5.0,14.0,30.0,4.0,6.0,17.0,63.0,68.0,28.0,24.0,2.0,,7.0,0.7,0.39473684210526316,0.35294117647058826,0.39473684210526316,0.275,0.07017543859649122,0.25,0.25,1.0,0.20795107033639143,0.4117647058823529,0.417910447761194,0.6785714285714286,0.09523809523809523,0.03571428571428571,0.3333333333333333,0.16666666666666666,0.35714285714285715,0.4117647058823529,2.0,2.0,3.0,3.0,,4.0,2.0,6.0,4.0,1.0,,,0.75,0.0547945205479452,,1.0,1.0,0.09523809523809523,,2.0,1.0,27.0,1.0,0.5,1.0,2.0,1.0,0.013157894736842105,0.014705882352941176,,,,,True,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,27345.0,456,37,887,887,172,160,77.0,1774,3.0,6,,,,,3.0,6.0,8.0,16.0,16.0,14,28,87.0,27.0,187,970,1.0,1.0,11.0,2.0,4,8.0,33,24,4.0,,3.0,30.0,5.0,35.0,4.0,1.0,19.0,6.0,75.0,2.0,2.0,13.0,32.0,1.0,46,4.0,50,,10.0,9.0,1.0,9.0,4.0,9.0,5.0,,1.0,14.0,2.0,20,1.0,32,1.0,,22.0,1.0,2.0,1.0,29.0,1.0,3.0,3.0,7.0,4.0,2.0,7.0,5.0,,31,171,5.0,0.8571428571428571,0.8571428571428571,0.5,1.0,0.5,0.6956521739130435,0.8,0.7352941176470589,0.7379032258064516,0.9166666666666666,0.7857142857142857,0.7565217391304347,0.10714285714285714,0.3333333333333333,14.168377823408624,0.6428571428571429,0.05555555555555555,0.10774410774410774,0.00823045267489712,0.08074534161490683,0.014705882352941176,0.0982532751091703,0.010554089709762533,0.009009009009009009,,0.016129032258064516,0.009433962264150943,0.03333333333333333,0.06,0.10588235294117647,0.15178571428571427,0.0967741935483871,,0.7142857142857143,0.05217391304347826,0.5,0.75,0.6666666666666666,0.05217391304347826,0.5,0.5,1.0,0.1391304347826087,0.5,0.5333333333333333,0.875,0.1391304347826087,,,,,,0.808695652173913,0.5339965217391304,0.46565,0.5038529411764706,0.0743801652892562,0.1,0.058823529411764705,0.17647058823529413,13.507142857142858,25.05172413793104,0.1939120631341601,6.0,,,2.0,38.0,71.0,7.0,11.0,44.0,4.0,7.0,13.0,129.0,71.0,38.0,5.0,,,2.0,0.9772727272727273,0.5057471264367817,0.5384615384615384,0.5057471264367817,,0.02702702702702703,0.375,0.375,1.0,0.6173913043478261,0.5352112676056338,0.5507246376811594,0.9736842105263158,,0.11764705882352941,,0.6470588235294118,0.6363636363636364,0.5352112676056338,,4.0,2.0,3.0,,,,2.0,,,2.0,6.0,0.5,0.0625,,,,0.8,0.06593406593406594,,2.0,3.0,1.0,0.5,1.0,4.0,2.0,0.022988505747126436,0.028169014084507043,,,,,True,
201143,1610612737,Al Horford,Al Horford,201143,ATL,35640.0,594,-53,1126,1169,195,184,100.0,2295,50.0,72,9.0,14.0,12.0,14.0,22.0,62.0,49.0,86.0,7.0,121,220,8.0,25.0,273,1252,13.0,22.0,32.0,22.0,31,4.0,48,198,44.0,16.0,6.0,28.0,26.0,54.0,13.0,13.0,17.0,6.0,134.0,7.0,23.0,34.0,77.0,2.0,113,31.0,144,5.0,21.0,17.0,4.0,11.0,4.0,4.0,17.0,7.0,3.0,28.0,2.0,14,,27,3.0,5.0,28.0,,2.0,,31.0,3.0,16.0,1.0,24.0,17.0,6.0,25.0,16.0,2.0,48,190,3.0,0.8181818181818182,0.8761061946902655,0.55,0.5909090909090909,0.7096774193548387,0.543859649122807,0.6304347826086957,0.6470588235294118,0.5640495867768595,0.6666666666666666,0.6666666666666666,0.03508771929824561,0.02727272727272727,0.06944444444444445,21.791767554479417,0.39285714285714285,0.09523809523809523,0.2020997375328084,0.06906906906906907,0.15246636771300448,0.040697674418604654,0.1837748344370861,0.0594059405940594,0.1,0.07017543859649122,0.030303030303030304,0.04032258064516129,0.041666666666666664,0.2116788321167883,0.23655913978494625,0.17218543046357615,0.13664596273291926,0.05154639175257732,0.64,0.3157894736842105,0.6944444444444444,0.746268656716418,0.82,0.2719298245614035,0.3548387096774194,0.36065573770491804,0.6363636363636364,0.37719298245614036,0.5697674418604651,0.5697674418604651,0.8979591836734694,0.03070175438596491,0.6086956521739131,0.6428571428571429,0.1111111111111111,0.4117647058823529,0.8571428571428571,0.3508771929824561,0.48098092105263174,0.5471119047619046,0.5130176470588236,0.06639004149377593,0.06866952789699571,0.11721611721611722,0.17582417582417584,9.864545454545455,23.4125,0.17317939609236235,2.0,1.0,,2.0,,1.0,,1.0,2.0,1.0,,3.0,3.0,1.0,,5.0,1.0,,1.0,0.5,0.25,,0.25,0.016129032258064516,0.1935483870967742,0.2857142857142857,0.2857142857142857,0.5,0.0043859649122807015,,,,0.043478260869565216,0.058823529411764705,,0.029411764705882353,,,1.0,,1.0,3.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,,0.030303030303030304,1.0,,,,1.0,,3.0,1.0,,,,,,,,,,,True,
201948,1610612737,Austin Daye,Austin Daye,201948,ATL,1394.0,23,-7,48,48,19,24,5.0,96,1.0,1,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,3,4,3.0,,9,54,1.0,1.0,2.0,1.0,1,,5,2,4.0,,,3.0,1.0,4.0,1.0,,3.0,,9.0,1.0,,1.0,2.0,,3,1.0,4,,2.0,1.0,1.0,,1.0,,1.0,,,1.0,1.0,2,,4,,,,,,,,,,,,,,,,,5,19,1.0,0.3333333333333333,0.3333333333333333,0.75,1.0,1.0,0.6428571428571429,1.0,0.8333333333333334,0.6428571428571429,1.0,0.8333333333333334,0.42857142857142855,,,14.545454545454545,,,0.2222222222222222,,0.2,0.1111111111111111,0.21428571428571427,0.043478260869565216,,,,0.16666666666666666,,,0.25,0.3333333333333333,0.25,,,0.14285714285714285,1.0,1.0,,0.14285714285714285,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,1.0,1.0,,,,0.5714285714285714,0.5087642857142857,,0.4498499999999999,,,0.2222222222222222,0.5555555555555556,11.85,25.666666666666668,0.3958333333333333,,,,,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,3.0,2.0,1.0,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,,,,,0.2857142857142857,0.5,0.5,1.0,,,,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
