EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Arc3Assists,LongMidRangeAssists,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,PenaltyArc3FGM,PenaltyFG2M,NonHeaveArc3FGM,Fg2aBlocked,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,RecoveredBlocks,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,Corner3Assists,SecondChanceArc3Frequency,ShortMidRangeFGM,FtPoints,PenaltyFtPoints,PtsUnassisted3s,BadPassSteals,BadPassTurnovers,FTA,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,OffShortMidRangeReboundPct,on,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,Fg3aBlocked,ShortMidRangeAssists,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,BlockingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockingFouls,3SecondViolations,Defensive 3 Seconds Violations,Clear Path Fouls,Blocked3s,BlockedArc3,Arc3PctBlocked
200777,1610612757,Joel Freeland,Joel Freeland,200777,POR,952.0,16,16,32,32,4,4.0,64,3.0,4.0,1.0,2.0,1.0,2.0,4.0,6.0,8,24,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,8.0,3.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0.5,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6666666666666666,0.5,18.91891891891892,1.0,1.0,0.36363636363636365,0.14285714285714285,0.6,0.2222222222222222,0.4375,0.1875,0.5,0.14285714285714285,0.5,0.25,0.3333333333333333,0.5,0.6,0.6666666666666666,0.75,0.75,0.3333333333333333,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.5641333333333334,0.5483,0.25,7.5,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201587,1610612757,Nicolas Batum,Nicolas Batum,201587,POR,1400.0,23,6,45,45,16,5.0,90,1.0,1.0,1.0,1.0,,3.0,1.0,6.0,5,47,1.0,1.0,2.0,,2.0,2.0,1.0,3.0,,8.0,1.0,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,16,,,0.16666666666666666,1.0,0.20833333333333334,1.0,0.20833333333333334,1.0,24.0,,,0.05555555555555555,,,0.07692307692307693,0.038461538461538464,0.04,,0.1111111111111111,,,,0.2,,0.08333333333333333,1.0,1.0,,0.25,,,,1.0,1.0,0.5833333333333334,0.523625,,0.4,12.066666666666668,0.35555555555555557,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.3,0.3,0.5,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.2,1.0,0.2,0.49874,0.6,24.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201964,1610612757,Victor Claver,Victor Claver,201964,POR,4559.0,76,21,151,152,57,11.0,303,2.0,6.0,,2.0,1.0,2.0,3.0,9.0,24,135,,2.0,,6.0,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,14.0,1.0,17.0,3.0,20.0,1.0,1.0,4.0,9.0,12.0,5.0,,1.0,1.0,1.0,57,1.0,1.0,0.3333333333333333,,0.6,,0.6,,14.723926380368098,0.25,0.3333333333333333,0.2916666666666667,0.023809523809523808,0.09090909090909091,0.0625,0.22857142857142856,0.04054054054054054,,0.045454545454545456,0.1,0.30434782608695654,0.4444444444444444,0.1875,0.10526315789473684,0.3,0.3333333333333333,0.5,1.0,0.1,0.5,0.5,1.0,1.0,,0.85,0.5582874999999999,0.4663,,5.633333333333335,0.37748344370860926,1.0,2.0,3.0,,,8.0,5.0,6.0,11.0,4.0,3.0,5.0,13.0,18.0,8.0,,,,13.0,1.0,0.5454545454545454,0.6,0.5454545454545454,0.7222222222222222,0.7222222222222222,0.55,0.05,0.15,0.6666666666666666,0.6666666666666666,1.0,0.4,,,0.5555555555555556,0.5105388888888889,0.5416666666666666,24.636363636363637,50.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,0.5,0.2222222222222222,0.3333333333333333,0.1,1.0,0.5,0.5,1.0,0.2222222222222222,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202083,1610612757,Wesley Matthews,Wesley Matthews,202083,POR,1587.0,26,3,51,51,9,4.0,102,2.0,3.0,,,,2.0,2.0,6.0,10,52,,,,2.0,2.0,,1.0,2.0,,5.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,9,0.5,0.5,0.3333333333333333,,0.4166666666666667,,0.4166666666666667,,21.818181818181817,,,0.045454545454545456,,0.16666666666666666,,0.07142857142857142,,,,,0.1,,,0.16666666666666666,0.25,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,,,,,,0.75,0.5398041666666666,0.65145,,8.733333333333334,0.17647058823529413,1.0,2.0,4.0,,,2.0,,2.0,6.0,1.0,,,2.0,6.0,2.0,1.0,,1.0,2.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.5,0.08333333333333333,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,,,,0.7773,0.2,23.583333333333332,4.0,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,1883.0,31,-1,61,63,27,6.0,124,3.0,3.0,,,2.0,4.0,6.0,10.0,30,71,,,,,12.0,,2.0,7.0,1.0,19.0,,,,1.0,,1.0,,1.0,2.0,,2.0,1.0,1.0,4.0,,,,,27,,,0.6,,0.5714285714285714,,0.6304347826086957,,37.31343283582089,1.0,,0.05263157894736842,,,,0.038461538461538464,,,,,,,0.16666666666666666,,0.14285714285714285,1.0,1.0,,0.19047619047619047,0.5,0.5,,,,0.6666666666666666,0.5149357142857143,,,10.72,0.4426229508196721,3.0,,1.0,,1.0,10.0,4.0,4.0,11.0,8.0,1.0,5.0,15.0,3.0,10.0,5.0,3.0,1.0,15.0,0.25,0.36363636363636365,0.2,0.36363636363636365,0.5,0.5,0.5238095238095238,0.14285714285714285,0.047619047619047616,,,,0.47619047619047616,0.07692307692307693,,0.3076923076923077,0.47696153846153844,0.5,25.563636363636363,,2.0,2.0,4.0,1.0,5.0,4.0,1.0,2.0,,,,1.0,,,,,0.625,0.1,,,,0.4,0.4,0.25,0.15384615384615385,1.0,0.25,0.4,,,2.0,,1.0,6.0,2.0,9.0,2.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.13636363636363635,0.09090909090909091,0.18181818181818182,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,2793.0,47,28,95,93,37,7.0,188,4.0,4.0,,,2.0,7.0,9.0,15.0,33,69,,,3.0,,18.0,,1.0,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,1.0,,2.0,1.0,1.0,2.0,,,,,37,,,0.6,,0.6521739130434783,1.5,0.6875,1.5,25.24271844660194,0.5,,0.038461538461538464,,,,0.025,,,,,,,0.125,,0.17391304347826086,1.0,1.0,,0.30434782608695654,0.2857142857142857,0.3333333333333333,,,,0.5217391304347826,0.5187217391304348,,0.09090909090909091,10.973333333333333,0.3894736842105263,4.0,,2.0,,,6.0,3.0,4.0,8.0,3.0,2.0,3.0,15.0,6.0,6.0,,,,15.0,0.5,0.5,0.6666666666666666,0.5,1.0,1.0714285714285714,0.34782608695652173,0.17391304347826086,0.08695652173913043,,,,0.2608695652173913,,,0.5,0.5127666666666667,0.45454545454545453,24.299999999999997,50.0,1.0,1.0,4.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,,,,,1.0,0.06666666666666667,,,,0.6666666666666666,0.6666666666666666,0.5,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,3.0,3.0,3.0,6.0,3.0,1.0,3.0,,,2.0,,,,,0.75,0.75,0.08333333333333333,0.125,,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203115,1610612757,Will Barton,Will Barton,203115,POR,2289.0,38,8,77,77,23,5.0,154,1.0,2.0,,,2.0,3.0,4.0,7.0,13,60,,,,,8.0,,4.0,7.0,4.0,17.0,1.0,,1.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,,1.0,2.0,,,,,23,,,0.5714285714285714,,0.55,,0.5909090909090909,,15.66265060240964,0.5,0.3333333333333333,0.08333333333333333,,0.07692307692307693,0.09090909090909091,0.08108108108108109,0.027777777777777776,,0.14285714285714285,,,0.3333333333333333,0.125,0.1,0.2,0.5,0.5,,0.3,0.6666666666666666,0.6666666666666666,,,,0.5,0.52325,,,10.157142857142857,0.2987012987012987,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,3.0,,1.0,2.0,3.0,,1.0,3.0,1.0,,3.0,,0.3333333333333333,0.5,0.3333333333333333,0.75,0.75,0.3,0.2,0.2,0.5,0.5,,0.1,1.0,0.5,,0.57765,0.23076923076923078,23.766666666666666,44.0,,,,,,,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,3.0,3.0,,2.0,,,1.0,,,,,0.5,0.5,0.09090909090909091,0.125,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,1514.0,25,-1,48,50,23,3.0,98,,,,,,,,,6,49,,,,,,,1.0,2.0,,5.0,,,2.0,,,2.0,,2.0,2.0,,2.0,,1.0,,,,,,23,,,,,0.75,,0.75,,11.538461538461538,1.0,,,,0.2222222222222222,,0.08333333333333333,,,,,,,,0.2222222222222222,,,,,,,,,,,1.0,0.5949375,0.60765,,,0.4791666666666667,,2.0,2.0,,,2.0,,2.0,4.0,,,,,3.0,2.0,1.0,,1.0,,0.5,0.5,,0.5,,,1.0,,0.5,1.0,1.0,0.5,0.5,,,,,,24.375,4.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203459,1610612757,Allen Crabbe,Allen Crabbe,203459,POR,1813.0,30,11,62,64,25,3.0,126,,,,,1.0,3.0,1.0,3.0,5,44,,,,2.0,,,1.0,1.0,1.0,2.0,,,2.0,,,2.0,,2.0,,,,,3.0,,,1.0,1.0,1.0,25,1.0,1.0,0.3333333333333333,,0.5,,0.5,,7.692307692307692,,,,,0.2222222222222222,,0.07407407407407407,,,,,,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,1.0,,,0.4,0.44474,,,21.066666666666666,0.4032258064516129,,1.0,1.0,,,1.0,,1.0,2.0,2.0,,,2.0,3.0,1.0,,,,2.0,1.0,0.5,,0.5,0.5,0.5,0.4,,0.2,1.0,1.0,1.0,0.2,,,,0.36905,0.4,24.45,46.0,,,,,1.0,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,0.6666666666666666,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203080,1610612757,Thomas Robinson,Thomas Robinson,203080,POR,1249.0,21,12,43,43,13,2.0,86,3.0,3.0,1.0,1.0,,,3.0,8.0,6,30,1.0,1.0,2.0,6.0,,,1.0,1.0,,2.0,,,2.0,1.0,,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,13,1.0,1.0,0.375,1.0,0.375,1.0,0.375,1.0,22.22222222222222,0.5,,0.07692307692307693,,0.25,,0.14285714285714285,,,,,,,0.2,0.4,0.375,1.0,1.0,1.0,,,,,1.0,1.0,0.375,0.525275,,0.3333333333333333,5.0875,0.3023255813953488,5.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,0.625,,,,,,,,,0.361,,,33.0,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
