EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LiveBallTurnovers,BadPassTurnovers,Turnovers,LiveBallTurnoverPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFGA,PenaltyArc3FGA,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,Steals,LostBallSteals,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,LongMidRangeFrequency,PenaltyArc3Frequency,SecondChanceAtRimFGA,PenaltyFtPoints,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimFrequency,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Travels,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedAtRim,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,DefensiveGoaltends,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,Clear Path Fouls,Technical Free Throw Trips,PenaltyCorner3Accuracy,on,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,OffensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,HeaveMakes
1890,1610612739,Shawn Marion,Shawn Marion,1890,CLE,2241.0,37,-38,75,74,16.0,29.0,7.0,149,1.0,2.0,1.0,1.0,2.0,8.0,2.0,1.0,1.0,3.0,10.0,3.0,1.0,7.0,89,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,9.0,2.0,11.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.3333333333333333,0.3333333333333333,0.3,0.3333333333333333,0.23076923076923078,0.25,0.25,0.25,0.23076923076923078,0.3,0.5,0.25,17.073170731707318,0.3333333333333333,0.5,0.28,0.041666666666666664,0.09090909090909091,0.2222222222222222,0.025,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.375,0.125,1.0,0.15384615384615385,0.5,1.0,1.0,0.6153846153846154,0.25,0.3333333333333333,0.15384615384615385,0.07692307692307693,0.25,1.0,0.25,0.38461538461538464,0.4405653846153846,0.3956,0.42788750000000003,0.07142857142857142,0.09090909090909091,0.2857142857142857,6.7,23.5,0.21333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201567,1610612739,Kevin Love,Kevin Love,201567,CLE,517.0,9,-6,17,18,1.0,3.0,1.0,35,1.0,1.0,,,1.0,1.0,1.0,,,2.0,2.0,1.0,,4.0,17,,,,,,4.0,,,,,,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,0.6666666666666666,,0.6666666666666666,,0.3333333333333333,,,,22.22222222222222,,,0.125,,0.3333333333333333,0.18181818181818182,,,,0.5,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,,,,,0.6666666666666666,0.5913666666666667,,,,,,6.55,23.4,0.058823529411764705,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201985,1610612739,AJ Price,AJ Price,201985,CLE,1137.0,19,-10,36,38,14.0,15.0,3.0,74,,,,,1.0,1.0,,,3.0,1.0,2.0,3.0,,2.0,38,,,,1.0,,,2.0,3.0,,2.0,4.0,,10.0,1.0,,,2.0,1.0,3.0,1.0,4.0,2.0,2.0,,,,,,,14.0,,,0.5,,0.2,,0.16666666666666666,,0.6,,,,17.5,0.25,,0.18181818181818182,0.125,,0.125,0.058823529411764705,,,,0.5,,,,,,,0.2,1.0,1.0,,0.6,,,,0.6,0.41644,,0.3786,,,,12.4,25.366666666666664,0.3888888888888889,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203079,1610612739,Dion Waiters,Dion Waiters,203079,CLE,1342.0,22,13,45,42,5.0,10.0,6.0,87,1.0,5.0,,1.0,2.0,3.0,,,,3.0,8.0,,2.0,8.0,36,1.0,,1.0,,2.0,6.0,,,2.0,2.0,5.0,1.0,13.0,,,1.0,2.0,,3.0,,3.0,2.0,2.0,1.0,,,,,2.0,5.0,1.0,1.0,0.375,,0.375,,0.4444444444444444,0.5,,0.25,0.4,,23.076923076923077,,,0.1111111111111111,,0.14285714285714285,0.12,,,0.2,,0.125,0.2,,0.625,0.2,0.3333333333333333,1.0,0.375,0.6666666666666666,0.6666666666666666,,,1.0,,,0.625,0.5796625,0.6675,0.7337,0.1111111111111111,0.1111111111111111,0.25,3.4375,,0.1111111111111111,2.0,1.0,3.0,0.6666666666666666,,1.0,,,3.0,2.0,1.0,,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2217,1610612739,Brendan Haywood,Brendan Haywood,2217,CLE,7142.0,119,-50,238,235,62.0,94.0,21.0,473,4.0,5.0,1.0,1.0,9.0,23.0,,,,14.0,30.0,,7.0,35.0,253,6.0,6.0,8.0,,16.0,22.0,6.0,,3.0,,2.0,,6.0,4.0,,6.0,13.0,4.0,23.0,6.0,29.0,10.0,13.0,7.0,10.0,4.0,10.0,3.0,16.0,62.0,0.7857142857142857,0.8461538461538461,0.4666666666666667,0.75,0.4666666666666667,0.75,0.5,0.7272727272727273,,0.1,,0.13043478260869565,17.374517374517374,0.4,,0.15476190476190477,0.0625,0.16666666666666666,0.15833333333333333,0.05217391304347826,,0.09090909090909091,0.14814814814814814,0.2,0.2222222222222222,0.3,0.16666666666666666,0.8,0.8,0.75,0.7666666666666667,0.391304347826087,0.45,,,0.125,1.0,,0.16666666666666666,0.41425666666666666,0.509925,0.4114875,0.20588235294117646,0.20588235294117646,0.45714285714285713,6.72,,0.2605042016806723,5.0,2.0,10.0,0.5,,0.7777777777777778,2.0,,2.0,2.0,,,,2.0,,,1.0,1.0,0.14285714285714285,0.06666666666666667,,2.0,4.0,2.0,1.0,5.0,3.0,10.0,17.0,3.0,2.0,0.3333333333333333,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0392156862745098,0.05,0.029411764705882353,0.058823529411764705,0.07692307692307693,0.5,0.5,1.0,0.5,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202681,1610612739,Kyrie Irving,Kyrie Irving,202681,CLE,1523.0,25,-12,50,51,4.0,12.0,6.0,101,2.0,4.0,,,1.0,2.0,2.0,,3.0,4.0,8.0,5.0,,14.0,52,1.0,,,,,2.0,6.0,3.0,1.0,2.0,4.0,,10.0,,,2.0,2.0,,4.0,,4.0,1.0,,,,,,,,4.0,0.25,0.25,0.5,,0.5384615384615384,,0.5384615384615384,,0.38461538461538464,0.125,0.25,,28.57142857142857,,,0.09523809523809523,,0.3333333333333333,0.14814814814814814,,,0.14285714285714285,,0.14285714285714285,0.5,,0.3076923076923077,0.5,0.6666666666666666,,0.15384615384615385,0.5,0.5,0.15384615384615385,0.23076923076923078,,,,0.6923076923076923,0.5551884615384616,0.5405,,,,,7.025,24.759999999999998,0.08,3.0,2.0,3.0,1.0,0.25,,2.0,,2.0,2.0,,1.0,1.0,,,,,,,0.15384615384615385,,1.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,1.0,,,1.0,1.0,2.0,6.0,1.0,1.0,0.4,0.4,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2747,1610612739,JR Smith,JR Smith,2747,CLE,237.0,4,-10,9,8,2.0,3.0,,17,,,,,,,,,2.0,,1.0,2.0,,,10,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.6666666666666666,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,0.6666666666666666,0.42806666666666665,,0.4332,,,,21.1,25.85,0.2222222222222222,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202684,1610612739,Tristan Thompson,Tristan Thompson,202684,CLE,1203.0,20,-16,36,39,5.0,15.0,2.0,75,1.0,2.0,,,3.0,5.0,,,,5.0,8.0,,,10.0,51,2.0,1.0,1.0,,2.0,10.0,,,1.0,,,,,1.0,,1.0,4.0,,5.0,1.0,6.0,,,,,,,,2.0,5.0,1.0,1.0,0.625,1.0,0.625,1.0,0.625,1.0,,0.125,0.5,,23.684210526315788,,,0.25,0.1111111111111111,0.25,0.25,0.058823529411764705,,,0.4,0.25,,,0.25,0.5,1.0,1.0,0.625,0.6,0.6,,,,,,0.25,0.40564999999999996,0.44405000000000006,0.3561,,,0.2,7.1499999999999995,,0.1388888888888889,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,0.125,,1.0,,,,1.0,,1.0,2.0,,,0.5,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,,,,,0.5,0.5,0.5,,0.14285714285714285,,,0.5,1.0,1.0,1.0,,0.2,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612739,James Jones,James Jones,2592,CLE,4069.0,68,-41,137,131,52.0,73.0,12.0,268,2.0,2.0,1.0,1.0,,1.0,7.0,1.0,15.0,3.0,4.0,22.0,4.0,34.0,152,,1.0,1.0,7.0,15.0,4.0,2.0,15.0,,3.0,4.0,,9.0,,,2.0,4.0,1.0,7.0,,7.0,3.0,4.0,1.0,,,,,15.0,52.0,0.6666666666666666,0.6666666666666666,0.75,1.0,0.5769230769230769,0.875,0.6296296296296297,0.9375,0.8461538461538461,,,,19.594594594594597,0.125,,0.09090909090909091,,0.10526315789473684,0.09523809523809523,,,0.09090909090909091,0.07692307692307693,0.1,0.125,,0.07692307692307693,1.0,1.0,1.0,0.038461538461538464,,,0.2692307692307692,0.5769230769230769,0.125,1.0,0.125,0.9230769230769231,0.530525,,0.5370187500000001,0.07407407407407407,0.25,0.4411764705882353,7.324999999999999,25.49545454545455,0.3795620437956204,1.0,1.0,2.0,0.5,,,1.0,6.0,1.0,,1.0,,3.0,,,1.0,,,,0.038461538461538464,0.75,,1.0,,,1.0,,3.0,3.0,,,,,1.0,,3.0,,,,,,1.0,,,1.0,,,,,1.5,,,,,,1.0,1.0,,,0.08823529411764706,3.0,5.0,8.0,24.0,5.0,1.0,0.36363636363636365,0.36363636363636365,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,4.0,3.0,4.0,1.0,1.0,0.5714285714285714,0.6666666666666666,0.043478260869565216,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612739,Mike Miller,Mike Miller,2034,CLE,3123.0,52,-29,106,107,31.0,55.0,9.0,213,,,,,,,4.0,,7.0,1.0,2.0,11.0,1.0,12.0,121,,,,3.0,1.0,,2.0,7.0,,2.0,3.0,,7.0,,,3.0,8.0,1.0,12.0,,12.0,1.0,2.0,,,,,,1.0,31.0,,,0.5,,0.4230769230769231,,0.42857142857142855,0.125,0.8461538461538461,,,,15.65217391304348,0.16666666666666666,,0.21052631578947367,,0.21428571428571427,0.21153846153846154,,,0.09090909090909091,0.4166666666666667,0.13333333333333333,0.3333333333333333,,,,,,,,,0.3076923076923077,0.5384615384615384,,,,0.8461538461538461,0.5247538461538462,,0.50785,,,0.08333333333333333,17.5,25.127272727272725,0.29245283018867924,4.0,4.0,4.0,1.0,,,2.0,3.0,1.0,,1.0,,2.0,2.0,,,1.0,1.0,,0.15384615384615385,1.0,,1.0,2.0,,,,3.0,5.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,0.5,0.5,,,,1.0,2.0,3.0,9.0,2.0,1.0,0.2727272727272727,0.2727272727272727,0.25,0.25,1.0,0.2857142857142857,0.2857142857142857,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
