EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,PenaltyFtPoints,HeaveAttempts,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Loose Ball Fouls,Offensive Fouls Drawn,FG3APct,FG2APctBlocked,AtRimPctBlocked,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,LongMidRangeAssists,BadPassSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,AtRimAssists,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Charge Fouls,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,PenaltyTurnovers,Technical Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,OffShortMidRangeReboundPct,BlocksRecoveredPct,on,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,Fg3aBlocked,Corner3Assists,ShortMidRangeAssists,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,BlockingFouls,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,Charge Fouls Drawn,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,Clear Path Fouls,BlockedCorner3,HeaveMakes
201582,1610612740,Alexis Ajinca,Alexis Ajinca,201582,NOP,1401.0,23.0,-4.0,50.0,50,18.0,4.0,6.0,100,2.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,10.0,2.0,14.0,44.0,1.0,4.0,2.0,3.0,3.0,6.0,4.0,8.0,2.0,1.0,4.0,4.0,6.0,3.0,13.0,5.0,18.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,6.0,18.0,0.3333333333333333,0.4,0.6,0.25,1.0,0.6,0.25,1.0,0.6363636363636364,0.25,1.0,28.57142857142857,0.4,0.75,0.4615384615384615,0.2352941176470588,0.5714285714285714,0.2,0.5,0.2272727272727272,0.1428571428571428,0.5,0.2,0.5,0.3333333333333333,0.5,0.8,0.5,0.4,0.4,0.5,0.2,1.0,1.0,0.3,0.6666666666666666,0.6666666666666666,0.5,0.75,0.3333333333333333,1.0,0.5,0.52859,0.5669333333333334,0.5331333333333333,0.0909090909090909,0.0909090909090909,0.1428571428571428,0.4285714285714285,8.129999999999999,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201583,1610612740,Ryan Anderson,Ryan Anderson,201583,NOP,1052.0,18.0,-2.0,35.0,34,7.0,8.0,4.0,69,,1.0,1.0,,1.0,1.0,2.0,1.0,3.0,2.0,6.0,1.0,5.0,27.0,,1.0,,,1.0,1.0,,4.0,,,1.0,1.0,,,1.0,1.0,2.0,,,1.0,,1.0,1.0,,1.0,,2.0,2.0,1.0,,1.0,7.0,,,0.3333333333333333,,,0.25,,,0.2777777777777778,,0.1666666666666666,24.390243902439025,1.0,,,0.0769230769230769,0.1666666666666666,,0.0625,0.0666666666666666,0.1428571428571428,,,,,,0.2,0.125,,,,0.25,0.5,0.5,0.375,0.3333333333333333,0.3333333333333333,,1.0,0.5,,0.375,0.4212000000000001,0.4014,0.4014,0.1111111111111111,0.1428571428571428,,0.2,11.58333333333333,0.2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.25,0.1666666666666666,1.0,0.125,0.125,0.5,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201936,1610612740,Tyreke Evans,Tyreke Evans,201936,NOP,299.0,5.0,6.0,9.0,10,4.0,3.0,1.0,19,,2.0,,,2.0,1.0,1.0,,,1.0,3.0,,2.0,4.0,,,,,2.0,,,2.0,,,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,2.0,,,,,4.0,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,25.0,,1.0,0.2,0.2,,,0.2,0.2,0.25,,,0.5,,,,0.6666666666666666,,,,0.3333333333333333,1.0,1.0,,,,,,1.0,,0.6666666666666666,0.4863,,0.5528,,,,,3.766666666666667,0.4444444444444444,,,,,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203085,1610612740,Austin Rivers,Austin Rivers,203085,NOP,1413.0,24.0,2.0,48.0,49,14.0,7.0,7.0,97,1.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,4.0,5.0,10.0,41.0,,,4.0,1.0,1.0,7.0,,2.0,,,,,3.0,,3.0,,3.0,2.0,,,,,,1.0,2.0,,3.0,6.0,3.0,,7.0,14.0,,,0.25,,1.0,0.5,1.5,1.25,0.625,1.0,1.1666666666666667,14.035087719298248,,,0.2,,,,0.1428571428571428,,,,,0.2,,0.25,,0.4,0.5,0.5,,0.2,,,0.2,,,,,0.5,1.0,0.6,0.47298,0.5247,0.4769,0.375,0.4285714285714285,0.4,0.7,9.35,0.2916666666666667,,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,1.0,7.0,,,0.2,,,,0.2,0.5,25.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203893,1610612740,Russ Smith,Russ Smith,203893,NOP,1745.0,29.0,-6.0,60.0,61,22.0,8.0,7.0,121,1.0,3.0,,1.0,2.0,,,,1.0,1.0,4.0,,5.0,54.0,,,,1.0,2.0,2.0,,2.0,,,,1.0,2.0,,3.0,,3.0,,,2.0,5.0,1.0,7.0,3.0,6.0,,,,,,2.0,22.0,,,0.25,,0.5,0.25,,0.2,0.25,,0.2,24.637681159420293,0.2857142857142857,,0.1176470588235294,,0.1111111111111111,,0.1153846153846153,,,,,,0.3333333333333333,0.125,,0.3,0.3333333333333333,0.3333333333333333,,,,,0.1,,,,,0.4,0.5,0.9,0.4991833333333333,,0.4939,,,,0.4,5.6,0.3666666666666666,,6.0,3.0,6.0,3.0,,,,,2.0,,4.0,,,0.6,,,,0.6,0.6,27.616666666666664,1.0,,,,1.0,,,,,3.0,6.0,1.0,2.0,,,1.0,0.1666666666666666,,,0.1666666666666666,0.1666666666666666,0.1666666666666666,1.0,,,,,0.1666666666666666,2.0,2.0,1.0,2.0,1.0,1.0,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201967,1610612740,Dante Cunningham,Dante Cunningham,201967,NOP,360.0,6.0,-5.0,12.0,13,9.0,2.0,2.0,25,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202337,1610612740,Luke Babbitt,Luke Babbitt,202337,NOP,438.0,7.0,2.0,16.0,15,,1.0,,31,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,1.5,,,1.5,,,12.5,,,,,0.2,,0.1,,,,,,,,,,,,,,,,,,,,,,,1.0,0.55245,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,24.8,1.0,,,,1.0,,,,,3.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202690,1610612740,Jimmer Fredette,Jimmer Fredette,202690,NOP,859.0,14.0,-11.0,31.0,32,17.0,2.0,4.0,63,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,3.0,3.0,5.0,38.0,,,,1.0,2.0,5.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,1.0,3.0,1.0,,5.0,17.0,1.0,1.0,0.3333333333333333,,0.5,0.2,,0.25,0.3333333333333333,,0.4,22.857142857142858,0.5,,0.125,,,,0.1,,,,,,,0.3333333333333333,,0.2,1.0,1.0,1.0,0.2,,,0.2,,,,,0.25,1.0,0.6,0.4441499999999999,,0.4691875,0.1666666666666666,0.25,,1.0,9.4,0.5483870967741935,,2.0,2.0,2.0,2.0,3.0,,,,,,,,,0.4,,,,0.4,0.5,26.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203481,1610612740,Jeff Withey,Jeff Withey,203481,NOP,833.0,14.0,3.0,29.0,30,18.0,1.0,4.0,59,,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,4.0,2.0,4.0,27.0,,2.0,,1.0,3.0,4.0,2.0,,,,2.0,,1.0,,1.0,2.0,3.0,,,,,,,,,,3.0,4.0,2.0,,4.0,18.0,1.0,1.0,0.25,,0.3333333333333333,0.25,,0.3333333333333333,0.3333333333333333,,0.4,17.142857142857142,,,0.1111111111111111,0.1666666666666666,,,0.0833333333333333,0.125,0.125,,,,1.0,,,0.5,,,,0.25,,,0.25,1.0,1.0,1.0,1.0,0.6666666666666666,,0.5,0.501975,0.6031500000000001,0.5413666666666667,0.3333333333333333,0.3333333333333333,,1.0,7.550000000000001,0.6206896551724138,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,0.5,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201600,1610612740,Omer Asik,Omer Asik,201600,NOP,70.0,1.0,-6.0,2.0,3,,,,5,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
