EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Blocked3s,BlockedArc3,BlockedCorner3,Corner3PctBlocked,on
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,44118.0,735,97.0,1363,1346,277.0,222.0,168,2709,60.0,93.0,17.0,28.0,16.0,21.0,47.0,124.0,44.0,103.0,1.0,1.0,151.0,320.0,1.0,79.0,381.0,1364,23.0,44.0,13.0,59.0,27.0,53.0,1.0,27.0,81.0,170.0,132.0,30.0,1.0,21.0,29.0,11.0,40.0,8.0,3.0,18.0,5.0,6.0,91.0,12.0,40.0,2.0,43.0,104.0,13.0,160.0,54.0,214.0,6.0,18.0,12.0,6.0,26.0,6.0,16.0,16.0,2.0,10.0,1.0,1.0,42.0,4.0,8.0,29.0,2.0,53.0,1.0,2.0,4.0,104.0,20.0,3.0,1.0,98.0,11.0,46.0,9.0,34.0,27.0,1.0,6.0,34.0,20.0,1.0,1.0,81.0,276.0,6.0,6.0,0.5629139072847682,0.625,0.471875,0.5227272727272727,0.5094339622641509,0.470404984423676,0.5227272727272727,0.5,0.5219178082191781,0.5784313725490197,0.5955882352941176,0.003115264797507788,0.065625,0.06451612903225806,0.11290322580645161,0.009708737864077669,26.126126126126128,0.6190476190476191,0.3611111111111111,0.06666666666666667,0.1958568738229755,0.08163265306122448,0.2847682119205298,0.07407407407407407,0.2155425219941349,0.07975460122699386,0.10869565217391304,0.08241758241758242,0.058823529411764705,0.045871559633027525,0.1320754716981132,0.15333333333333332,0.25,0.17766497461928935,0.2803738317757009,0.29545454545454547,0.04054054054054054,0.5882352941176471,0.2897196261682243,0.6451612903225806,0.6896551724137931,0.6,0.3862928348909657,0.3790322580645161,0.42727272727272725,0.3404255319148936,0.32087227414330216,0.42718446601941745,0.43137254901960786,0.75,0.003115264797507788,0.6363636363636364,0.6071428571428571,0.11764705882352941,0.3888888888888889,0.7619047619047619,0.018518518518518517,0.29283489096573206,0.4547709375,0.5105842105263158,0.4728188679245284,0.12921348314606743,0.1295774647887324,0.15485564304461943,0.2125984251968504,9.329374999999997,44.9,0.20322817314746883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1503,1610612759,Tracy McGrady,Tracy McGrady,1503,SAS,173.0,3,3.0,6,5,,2.0,1,11,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,,,,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,21721.0,362,49.0,685,657,226.0,165.0,87,1342,20.0,37.0,3.0,5.0,6.0,15.0,5.0,11.0,4.0,12.0,43.0,13.0,29.0,60.0,52.0,34.0,134.0,690,3.0,6.0,2.0,11.0,12.0,27.0,16.0,23.0,56.0,24.0,34.0,,,4.0,43.0,18.0,61.0,12.0,6.0,23.0,16.0,4.0,140.0,2.0,1.0,1.0,8.0,29.0,2.0,39.0,4.0,43.0,1.0,19.0,11.0,8.0,27.0,7.0,21.0,15.0,3.0,6.0,,2.0,42.0,2.0,12.0,10.0,,33.0,2.0,1.0,1.0,37.0,1.0,1.0,4.0,43.0,4.0,15.0,7.0,2.0,2.0,,,2.0,,,,56.0,225.0,3.0,7.0,0.41379310344827586,0.41379310344827586,0.48333333333333334,0.5,0.4444444444444444,0.44642857142857145,0.5,0.38372093023255816,0.5114503816793893,0.55,0.509090909090909,0.4642857142857143,0.06666666666666667,0.05405405405405406,0.18181818181818182,,22.094508301404854,0.6428571428571429,0.1,0.05555555555555555,0.11885245901639344,0.0045871559633027525,0.09523809523809523,0.02040816326530612,0.11280487804878049,0.00949367088607595,0.014492753623188406,,,0.015625,0.029411764705882353,0.07792207792207792,0.125,0.14942528735632185,0.09836065573770492,0.08695652173913043,0.015873015873015872,,0.33035714285714285,0.5405405405405406,0.5714285714285714,0.45,0.09821428571428571,0.45454545454545453,0.5555555555555556,0.2,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.5,0.38392857142857145,0.5555555555555556,0.6,0.6666666666666666,0.3488372093023256,0.4,0.3023255813953488,0.7946428571428571,0.5264080357142858,0.508625,0.5179511627906976,0.12903225806451613,0.2112676056338028,0.08208955223880597,0.417910447761194,6.3533333333333335,25.05384615384616,0.32992700729927005,2.0,9.0,3.0,12.0,1.0,3.0,3.0,14.0,1.0,3.0,3.0,33.0,9.0,43.0,12.0,1.0,1.0,0.7857142857142857,0.2692307692307692,0.3333333333333333,0.1875,0.2692307692307692,0.08035714285714286,0.2222222222222222,0.2222222222222222,1.0,0.27906976744186046,0.27906976744186046,0.75,0.3333333333333333,0.3333333333333333,1.0,0.06976744186046512,0.23076923076923078,0.27906976744186046,0.018867924528301886,,,,,,,,,,,,,,,,True
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,12160.0,203,34.0,374,376,104.0,69.0,62,750,1.0,4.0,,1.0,,,8.0,17.0,3.0,11.0,24.0,7.0,12.0,32.0,30.0,3.0,60.0,395,2.0,5.0,,13.0,3.0,6.0,8.0,,21.0,18.0,6.0,,,2.0,4.0,4.0,8.0,3.0,1.0,2.0,1.0,1.0,20.0,,1.0,,4.0,13.0,,17.0,1.0,18.0,,1.0,1.0,,5.0,,2.0,3.0,1.0,3.0,,1.0,8.0,1.0,2.0,5.0,1.0,17.0,1.0,,,6.0,,1.0,,3.0,,1.0,,,,,,,,,,21.0,104.0,1.0,,0.75,0.75,0.375,0.4,0.5,0.4596774193548387,0.65,0.75,0.46825396825396826,0.65,0.75,0.4838709677419355,0.0625,,0.058823529411764705,0.09090909090909091,16.027088036117384,0.625,,,0.09420289855072464,0.0072992700729927005,0.0975609756097561,,0.09497206703910614,0.005376344086021506,,,0.027777777777777776,,,,0.06,0.17857142857142858,0.13333333333333333,,,,0.06451612903225806,0.25,0.25,1.0,0.27419354838709675,0.47058823529411764,0.5,0.625,0.1774193548387097,0.2727272727272727,0.3,1.0,0.3870967741935484,0.1,,,,,0.5,0.5483870967741935,0.4818959677419355,0.46716428571428575,0.45200357142857145,0.015873015873015872,0.030303030303030304,0.21666666666666667,0.35,10.75,24.773333333333337,0.27807486631016043,1.0,6.0,1.0,10.0,3.0,5.0,5.0,11.0,3.0,5.0,5.0,30.0,3.0,24.0,10.0,1.0,,0.9090909090909091,0.36666666666666664,0.6,0.625,0.36666666666666664,0.0967741935483871,0.16666666666666666,0.16666666666666666,1.0,0.4166666666666667,0.4166666666666667,0.9,0.5,0.6,1.0,0.07142857142857142,0.7142857142857143,0.4166666666666667,,1.0,,,,,,,,,,,,,,,True
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,10229.0,170,28.0,315,314,105.0,48.0,40,629,11.0,13.0,1.0,1.0,6.0,6.0,4.0,9.0,,7.0,8.0,,15.0,29.0,10.0,6.0,45.0,312,1.0,2.0,2.0,4.0,7.0,7.0,2.0,5.0,22.0,22.0,8.0,,,2.0,10.0,6.0,16.0,5.0,1.0,6.0,2.0,2.0,38.0,,5.0,,5.0,14.0,1.0,20.0,5.0,25.0,,3.0,1.0,2.0,3.0,,3.0,3.0,,,,2.0,6.0,,1.0,8.0,,20.0,,2.0,1.0,9.0,1.0,1.0,,8.0,,1.0,3.0,,,,,,,,,22.0,105.0,1.0,3.0,0.7333333333333333,0.7333333333333333,0.5172413793103449,0.5,1.0,0.5,0.5,0.9444444444444444,0.5232558139534884,0.6666666666666666,0.9166666666666666,0.2564102564102564,0.06896551724137931,0.07692307692307693,0.1111111111111111,,13.802816901408452,0.5,0.25,,0.09722222222222222,0.05102040816326531,0.15625,,0.10795454545454546,0.03676470588235294,0.05,0.043478260869565216,0.0625,,,0.10256410256410256,0.09433962264150944,0.09615384615384616,0.125,0.25,,,0.3333333333333333,0.8461538461538461,0.9166666666666666,0.6363636363636364,0.23076923076923078,0.4444444444444444,0.5,1.0,0.1794871794871795,,,,0.20512820512820512,0.5,1.0,,0.6666666666666666,1.0,,0.5897435897435898,0.4909,0.36375,0.5498666666666667,0.025,0.03333333333333333,0.08888888888888889,0.4888888888888889,7.875862068965517,24.98,0.3333333333333333,1.0,2.0,2.0,2.0,,,,3.0,,,1.0,9.0,,8.0,2.0,,,1.0,0.3,,0.5,0.3,0.05128205128205128,0.5,0.5,1.0,0.25,0.25,1.0,,,,0.2222222222222222,,0.25,,,1.0,0.5,,,,,,,,,,,,,True
2588,1610612759,Matt Bonner,Matt Bonner,2588,SAS,7634.0,127,25.0,240,222,48.0,32.0,22,462,,2.0,,,,1.0,4.0,5.0,1.0,2.0,12.0,1.0,5.0,9.0,14.0,4.0,32.0,254,,,,,,1.0,1.0,,,8.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,1.0,3.0,,1.0,10.0,,11.0,4.0,15.0,,1.0,,1.0,,,,2.0,,,,1.0,2.0,,,10.0,,21.0,,4.0,1.0,6.0,1.0,,,6.0,1.0,2.0,,3.0,2.0,,1.0,3.0,3.0,,,,48.0,1.0,,0.8,0.8,0.5555555555555556,,,0.6086956521739131,,,0.64,,,0.6086956521739131,0.1111111111111111,0.5,,,10.227272727272727,,,,0.14084507042253522,0.04285714285714286,0.03333333333333333,0.029411764705882353,0.10891089108910891,0.038461538461538464,0.05,,0.06451612903225806,0.045454545454545456,,0.125,0.08,0.2,0.05,,,1.0,0.08695652173913043,,,,0.21739130434782608,0.8,0.8,0.75,0.08695652173913043,0.5,0.5,1.0,0.5217391304347826,,,,0.5,,0.5,0.6956521739130435,0.4890826086956521,,0.5861000000000001,0.12,0.2,,,8.677777777777777,25.428571428571427,0.2,,2.0,,6.0,,,,6.0,,,,18.0,,12.0,6.0,,1.0,1.0,0.42857142857142855,,,0.42857142857142855,0.08695652173913043,,,,0.5,0.5,1.0,,,,,,0.5,0.06666666666666667,,,,,,,,,,,,,,,,True
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,36401.0,607,55.0,1123,1108,183.0,177.0,127,2231,45.0,78.0,1.0,6.0,12.0,22.0,41.0,93.0,41.0,95.0,11.0,1.0,127.0,266.0,21.0,67.0,336.0,1133,8.0,19.0,6.0,28.0,25.0,49.0,4.0,22.0,75.0,58.0,196.0,,,19.0,81.0,36.0,117.0,24.0,12.0,34.0,17.0,30.0,270.0,3.0,9.0,,10.0,28.0,,38.0,12.0,50.0,3.0,21.0,8.0,13.0,24.0,5.0,15.0,17.0,3.0,9.0,1.0,5.0,41.0,2.0,8.0,6.0,,20.0,1.0,,,67.0,,4.0,6.0,90.0,5.0,36.0,8.0,1.0,1.0,,,1.0,1.0,,,73.0,182.0,1.0,7.0,0.2283464566929134,0.2283464566929134,0.4774436090225564,0.42105263157894735,0.5102040816326531,0.4686411149825784,0.4782608695652174,0.5,0.5061349693251533,0.5384615384615384,0.5514705882352942,0.07317073170731707,0.07142857142857142,0.11538461538461539,0.07526881720430108,0.031578947368421054,28.852201257861633,0.5853658536585366,,,0.06481481481481481,0.022277227722772276,0.08695652173913043,0.022727272727272728,0.06946983546617916,0.022388059701492536,0.0380952380952381,0.019736842105263157,0.013605442176870748,0.023809523809523808,0.020833333333333332,0.08,0.041666666666666664,0.0736196319018405,0.08641975308641975,0.08823529411764706,0.022556390977443608,1.0,0.27177700348432055,0.5769230769230769,0.6521739130434783,0.26666666666666666,0.3240418118466899,0.44086021505376344,0.47674418604651164,0.17073170731707318,0.3310104529616725,0.43157894736842106,0.44565217391304346,0.24390243902439024,0.03832752613240418,0.2608695652173913,0.16666666666666666,,0.41509433962264153,0.5454545454545454,0.018867924528301886,0.34494773519163763,0.4654069930069931,0.43826470588235295,0.49095377358490566,0.11320754716981132,0.12121212121212122,0.08333333333333333,0.22321428571428573,9.948120300751881,24.69047619047619,0.16295636687444345,2.0,10.0,3.0,3.0,1.0,2.0,,5.0,2.0,4.0,1.0,12.0,3.0,11.0,3.0,2.0,,0.8,0.23809523809523808,0.5,0.25,0.23809523809523808,0.03484320557491289,0.2,0.2,1.0,0.2727272727272727,0.3,0.6666666666666666,0.08695652173913043,0.5,,0.05660377358490566,,0.2727272727272727,,7.0,1.0,0.3333333333333333,1.0,2.0,1.0,0.047619047619047616,0.09090909090909091,0.08695652173913043,0.5,1.0,,,,,True
201980,1610612759,Danny Green,Danny Green,201980,SAS,32250.0,538,29.0,988,993,157.0,147.0,122,1981,13.0,29.0,5.0,9.0,1.0,3.0,5.0,12.0,2.0,16.0,56.0,8.0,20.0,57.0,86.0,12.0,178.0,1011,6.0,13.0,,30.0,2.0,8.0,13.0,5.0,27.0,26.0,14.0,8.0,1.0,4.0,23.0,3.0,26.0,3.0,,11.0,6.0,6.0,55.0,7.0,8.0,,11.0,39.0,2.0,52.0,15.0,67.0,2.0,15.0,8.0,7.0,13.0,,9.0,6.0,1.0,4.0,,1.0,19.0,2.0,,24.0,2.0,43.0,,1.0,3.0,19.0,,2.0,1.0,15.0,1.0,7.0,1.0,16.0,11.0,1.0,4.0,19.0,14.0,,,27.0,156.0,2.0,1.0,0.65,0.8125,0.3508771929824561,0.46153846153846156,0.25,0.5804195804195804,0.5769230769230769,0.5238095238095238,0.5933333333333334,0.5555555555555556,0.5625,0.6013986013986014,0.07017543859649122,0.13793103448275862,,,15.008880994671404,0.6842105263157895,0.07142857142857142,,0.1,0.021505376344086023,0.09401709401709402,0.059322033898305086,0.09861932938856016,0.030612244897959183,0.02857142857142857,0.014705882352941176,0.022900763358778626,0.04597701149425287,0.0967741935483871,0.07142857142857142,0.0916030534351145,0.1292517006802721,0.0975609756097561,0.08571428571428572,0.02702702702702703,0.7368421052631579,0.20279720279720279,0.4482758620689655,0.52,0.6153846153846154,0.08391608391608392,0.4166666666666667,0.4166666666666667,0.6,0.11188811188811189,0.125,0.125,1.0,0.3916083916083916,0.34615384615384615,0.5555555555555556,0.2,0.14285714285714285,0.3333333333333333,0.38095238095238093,0.8041958041958042,0.5400264084507043,0.546009375,0.5080475,0.04697986577181208,0.1111111111111111,0.16853932584269662,0.15168539325842698,7.536842105263158,25.09767441860465,0.15890688259109312,18.0,30.0,5.0,24.0,3.0,9.0,3.0,42.0,6.0,13.0,6.0,117.0,9.0,55.0,24.0,,,0.9285714285714286,0.4883720930232558,0.46153846153846156,0.46153846153846156,0.49411764705882355,0.2097902097902098,0.6,0.6206896551724138,0.9444444444444444,0.42857142857142855,0.42857142857142855,0.9166666666666666,0.34615384615384615,0.3333333333333333,1.0,0.23809523809523808,0.375,0.43636363636363634,,,3.0,0.6,3.0,4.0,1.0,0.011627906976744186,,0.15384615384615385,0.75,0.6666666666666666,3.0,2.0,1.0,0.03333333333333333,True
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,98.0,2,3.0,3,2,,2.0,1,5,,,,,,,,,,,2.0,,,,2.0,,3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.75,,,1.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.4797,,,,,,,,25.2,,,,,1.0,,,,1.0,,,,3.0,,2.0,1.0,,,1.0,0.5,,,0.5,,,,,0.5,0.5,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,True
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,4432.0,74,7.0,137,135,57.0,22.0,23,272,5.0,7.0,,,2.0,2.0,,1.0,2.0,5.0,4.0,3.0,7.0,13.0,5.0,1.0,15.0,140,,2.0,,,3.0,4.0,4.0,,6.0,8.0,6.0,,1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,2.0,2.0,24.0,1.0,2.0,,1.0,7.0,,8.0,3.0,11.0,,2.0,1.0,1.0,2.0,,1.0,2.0,,1.0,1.0,,4.0,,1.0,,,7.0,1.0,,,3.0,,,,4.0,2.0,3.0,,1.0,,,1.0,1.0,1.0,,,6.0,57.0,1.0,,0.5714285714285714,0.5714285714285714,0.5384615384615384,,0.75,0.3888888888888889,,0.375,0.39473684210526316,,0.375,0.2777777777777778,0.15384615384615385,0.14285714285714285,1.0,,14.19753086419753,0.5,,,0.12280701754385964,0.03389830508474576,0.06666666666666667,0.06666666666666667,0.1111111111111111,0.04054054054054054,0.05,,0.058823529411764705,0.07692307692307693,,0.16666666666666666,0.08,0.15,0.1111111111111111,,,1.0,0.3888888888888889,0.7142857142857143,0.8333333333333334,0.6,0.05555555555555555,,,,0.2777777777777778,0.4,0.4,0.5,0.2222222222222222,,,,0.25,1.0,0.375,0.6666666666666666,0.540064705882353,0.40965,0.55645,0.15789473684210525,0.21428571428571427,,0.4,8.561538461538463,29.74,0.41605839416058393,,1.0,1.0,,,1.0,,,,1.0,,,,3.0,,,,,,,,,0.05555555555555555,,,,,,,0.3333333333333333,,,0.125,,,,,,,,,,,,,,,,,,,True
