EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,Loose Ball Fouls,BlockedShortMidRange,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,BadPassTurnovers,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,BlockingFouls,Charge Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffFTReboundPct,DefCorner3ReboundPct,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,Defensive 3 Seconds Violations,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,LongMidRangePctBlocked,BlockedLongMidRange,on,Clear Path Fouls,BlockedCorner3,DefensiveGoaltends,3pt And 1 Free Throw Trips
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,2529.0,42,-20.0,82,78,57,29,12.0,160,3.0,3.0,1.0,1.0,3.0,7.0,1.0,5.0,1.0,1.0,7.0,15.0,2.0,1.0,15.0,85,4.0,8.0,1.0,9.0,4.0,10.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,57,1.0,0.2857142857142857,0.2857142857142857,0.4666666666666667,0.5,0.4117647058823529,0.5,0.4166666666666667,0.5,0.11764705882352941,0.06666666666666667,0.14285714285714285,25.531914893617024,0.5,0.125,0.15625,0.05,0.11627906976744186,0.029411764705882353,0.2,0.25,0.2,0.1111111111111111,0.5,0.17647058823529413,1.0,1.0,0.6666666666666666,0.4117647058823529,0.42857142857142855,0.5,0.29411764705882354,0.2,0.2,0.058823529411764705,0.058823529411764705,0.125,1.0,0.29411764705882354,0.433414705882353,0.38206249999999997,0.6,9.906666666666668,23.3,0.6951219512195121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,3605.0,60,-14.0,111,108,50,50,12.0,219,1.0,4.0,,,1.0,2.0,1.0,2.0,,,3.0,8.0,,,6.0,113,1.0,2.0,,2.0,,6.0,,1.0,,,,,,,,,7.0,8.0,1.0,10.0,8.0,18.0,2.0,2.0,1.0,1.0,,,3.0,,3.0,1.0,3.0,8.0,12.0,2.0,,,,4.0,3.0,4.0,3.0,2.0,50,,,,0.375,0.5,0.375,0.5,0.375,0.5,,0.125,,8.8,,0.125,0.17777777777777778,0.1891891891891892,0.16071428571428573,0.16666666666666666,0.2222222222222222,0.13333333333333333,0.1875,0.5,0.75,0.5,0.25,0.3333333333333333,,0.25,0.5,0.5,0.25,0.5,0.5,,,,,0.5,0.48875,0.3536,0.3333333333333333,6.7749999999999995,,0.45045045045045046,1.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.25,0.09090909090909091,0.09090909090909091,0.3076923076923077,0.06666666666666667,0.125,0.21428571428571427,0.125,0.75,0.3333333333333333,0.5882000000000001,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,554.0,9,1.0,19,19,16,9,1.0,38,,,,,,,,,,,,,,2.0,2.0,16,,,2.0,2.0,,,,,2.0,1.0,3.0,1.0,,,2.0,7.0,,1.0,,1.0,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,1.0,2.0,,,,,,2.0,16,,,,,,,,1.0,1.0,,,,10.0,1.0,,0.25,,0.16666666666666666,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,,0.8421052631578947,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,25063.0,418,54.0,758,765,282,250,90.0,1523,17.0,34.0,7.0,10.0,4.0,9.0,11.0,27.0,13.0,19.0,32.0,70.0,32.0,14.0,129.0,778,14.0,21.0,7.0,65.0,10.0,54.0,19.0,7.0,30.0,12.0,42.0,6.0,6.0,22.0,6.0,96.0,4.0,26.0,,33.0,6.0,39.0,2.0,15.0,8.0,7.0,12.0,3.0,11.0,2.0,23.0,,12.0,18.0,40.0,2.0,21.0,19.0,4.0,2.0,,2.0,2.0,65.0,282,4.0,0.15625,0.15625,0.45714285714285713,0.6666666666666666,0.5637254901960784,0.8285714285714286,0.581081081081081,0.8125,0.3137254901960784,0.1,0.1111111111111111,15.635939323220537,0.5217391304347826,,0.09454545454545454,0.018018018018018018,0.0868421052631579,0.015337423312883436,,0.06930693069306931,0.09876543209876543,0.043478260869565216,1.0,0.3333333333333333,0.5,0.6071428571428571,0.17647058823529413,0.08823529411764706,0.4444444444444444,0.5,0.2647058823529412,0.4074074074074074,0.4074074074074074,0.12745098039215685,0.18627450980392157,0.2857142857142857,0.7,0.6470588235294118,0.5302730392156861,0.5090657142857141,0.5038759689922481,8.64857142857143,24.603125,0.3720316622691293,1.0,1.0,3.0,5.0,8.0,,1.0,7.0,2.0,2.0,,0.6,0.5,0.5714285714285714,0.17647058823529413,0.06666666666666667,0.009615384615384616,0.013888888888888888,0.03409090909090909,0.017543859649122806,0.11827956989247312,0.04,0.16666666666666666,1.0,0.49973333333333336,0.06201550387596899,10.0,6.0,0.056074766355140186,0.08,8.0,4.0,6.0,9.0,1.0,6.0,8.0,17.0,1.0,2.0,10.0,14.0,51.0,9.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,0.53125,0.7142857142857143,0.53125,0.041666666666666664,0.13333333333333333,0.18181818181818182,0.6153846153846154,0.6153846153846154,1.0,0.47368421052631576,0.47368421052631576,1.0,0.16666666666666666,0.17142857142857143,0.6666666666666666,0.22857142857142856,0.75,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,4509.0,75,,141,138,60,46,13.0,279,3.0,3.0,3.0,3.0,,,,1.0,2.0,10.0,3.0,4.0,12.0,,24.0,147,3.0,4.0,,9.0,2.0,4.0,10.0,,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,1.0,4.0,3.0,12.0,1.0,13.0,,3.0,1.0,2.0,2.0,,2.0,,4.0,,1.0,3.0,8.0,1.0,,,,,,,,9.0,60,,0.3333333333333333,0.5,0.75,0.75,0.75,0.6428571428571429,0.75,0.6428571428571429,0.75,,,13.071895424836601,0.5,0.3333333333333333,0.0851063829787234,0.027777777777777776,0.125,0.02,,0.058823529411764705,0.07692307692307693,,,0.1875,1.0,1.0,0.3333333333333333,,,,0.0625,,,0.125,0.625,0.42857142857142855,1.0,0.9375,0.54551875,0.5366714285714286,0.375,5.575,25.016666666666666,0.425531914893617,1.0,1.0,1.0,1.0,2.0,2.0,,5.0,2.0,,,1.0,1.0,1.0,,0.2,,,0.08333333333333333,,0.11764705882352941,0.16666666666666666,1.0,1.0,0.6884,0.08333333333333333,2.0,,,,1.0,,1.0,5.0,,1.0,2.0,6.0,,,1.0,3.0,18.0,5.0,,,,,1.0,,,,,,,2.0,1.0,0.5,0.3333333333333333,0.5,,0.2857142857142857,,0.5,0.5,1.0,0.5,0.5,1.0,,0.14285714285714285,,0.2857142857142857,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,1833.0,31,-14.0,60,57,41,26,8.0,117,,,,,,,,3.0,2.0,2.0,,3.0,4.0,,9.0,62,,1.0,,6.0,,,2.0,,,,,,,,,,,2.0,,3.0,,3.0,,,,,1.0,,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,,,,1.0,1.0,1.0,,6.0,41,,,,,,0.6428571428571429,1.0,0.6428571428571429,1.0,0.5714285714285714,,,13.235294117647058,0.5,,0.07692307692307693,,0.09375,,,0.14285714285714285,0.08333333333333333,,,,,,,,,,0.42857142857142855,,,0.2857142857142857,0.2857142857142857,,,0.5714285714285714,0.4438357142857143,0.4236166666666667,0.6666666666666666,18.766666666666666,24.775,0.6833333333333333,,,,1.0,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,0.3913,,1.0,,,,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,,,2.0,2.0,9.0,1.0,,,,,,,,,,,,,1.0,0.75,1.0,0.75,,0.3333333333333333,,1.0,1.0,1.0,0.5,0.5,1.0,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,9976.0,166,8.0,308,323,131,111,31.0,631,6.0,14.0,3.0,6.0,1.0,5.0,11.0,20.0,3.0,3.0,18.0,39.0,6.0,14.0,59.0,319,7.0,17.0,8.0,25.0,28.0,8.0,3.0,2.0,7.0,1.0,8.0,1.0,,6.0,,17.0,2.0,20.0,5.0,38.0,6.0,44.0,,3.0,2.0,1.0,5.0,1.0,6.0,3.0,11.0,2.0,7.0,8.0,14.0,3.0,15.0,19.0,2.0,8.0,7.0,8.0,4.0,25.0,131,2.0,0.7777777777777778,0.8235294117647058,0.46153846153846156,0.4117647058823529,0.5,0.4473684210526316,0.5462962962962963,0.5,0.13333333333333333,0.05128205128205128,,19.06158357771261,0.45454545454545453,0.4166666666666667,0.1724137931034483,0.020833333333333332,0.20121951219512196,0.046511627906976744,0.038461538461538464,0.18421052631578946,0.2222222222222222,,0.5,0.3111111111111111,0.42857142857142855,0.5,0.6666666666666666,0.1111111111111111,0.2,0.2,0.4444444444444444,0.55,0.55,0.06666666666666667,0.06666666666666667,0.3157894736842105,0.5,0.4444444444444444,0.4864966666666667,0.4737921052631579,0.423728813559322,11.561538461538463,24.183333333333334,0.4253246753246753,1.0,2.0,1.0,2.0,5.0,2.0,4.0,13.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.14285714285714285,0.2708333333333333,0.12121212121212122,0.029411764705882353,,0.06666666666666667,0.11904761904761904,0.2647058823529412,0.6666666666666666,0.5,0.5847,0.0847457627118644,2.0,8.0,0.15384615384615385,0.17391304347826086,1.0,,1.0,2.0,,1.0,1.0,3.0,1.0,3.0,1.0,2.0,9.0,2.0,1.0,,,,,1.0,,,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,,0.2857142857142857,0.9090909090909091,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,,0.05263157894736842,,0.05263157894736842,1.0,0.6666666666666666,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,19363.0,323,75.0,584,579,191,160,73.0,1163,9.0,15.0,1.0,1.0,6.0,13.0,4.0,16.0,21.0,31.0,19.0,44.0,52.0,31.0,129.0,583,3.0,8.0,5.0,32.0,20.0,18.0,31.0,3.0,12.0,5.0,17.0,2.0,3.0,10.0,2.0,39.0,5.0,19.0,2.0,28.0,9.0,37.0,3.0,11.0,7.0,4.0,11.0,3.0,8.0,2.0,19.0,4.0,11.0,5.0,17.0,1.0,20.0,35.0,2.0,3.0,3.0,3.0,1.0,32.0,191,2.0,0.5263157894736842,0.5263157894736842,0.4318181818181818,0.375,0.5104166666666666,0.5625,0.5613207547169812,0.5961538461538461,0.5416666666666666,0.06818181818181818,,18.76876876876877,0.5789473684210527,0.13333333333333333,0.09268292682926829,0.029239766081871343,0.09090909090909091,0.03474903474903475,,0.07894736842105263,0.08771929824561403,0.057692307692307696,0.3333333333333333,0.15625,0.6,0.75,0.5555555555555556,0.13541666666666666,0.46153846153846156,0.46153846153846156,0.16666666666666666,0.25,0.25,0.21875,0.3229166666666667,0.041666666666666664,1.0,0.6979166666666666,0.5314515625000001,0.5236125,0.24806201550387597,9.999999999999998,24.544230769230772,0.3270547945205479,1.0,3.0,1.0,6.0,6.0,,4.0,7.0,,,,0.16666666666666666,0.25,0.3,0.2,0.08641975308641975,0.045454545454545456,0.01694915254237288,0.06060606060606061,0.06382978723404255,0.1111111111111111,0.08196721311475409,0.3,0.3333333333333333,0.5334125,0.046511627906976744,9.0,11.0,0.10576923076923077,0.21153846153846154,9.0,4.0,8.0,11.0,4.0,3.0,8.0,20.0,4.0,1.0,7.0,16.0,54.0,11.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,1.0,0.9,0.38461538461538464,0.4375,0.38461538461538464,,0.1,0.5,0.42857142857142855,0.42857142857142855,1.0,0.3548387096774194,0.3548387096774194,0.8181818181818182,0.4,0.3333333333333333,0.5,0.3333333333333333,0.375,0.3548387096774194,,,0.024390243902439025,,1.0,1.0,6.0,2.0,12.0,0.25,0.5,1.0,0.25,,,,,,,,,,,,,,,,True,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,13953.0,233,51.0,417,417,145,133,57.0,834,1.0,2.0,1.0,1.0,,3.0,,,32.0,15.0,1.0,5.0,47.0,15.0,53.0,421,1.0,1.0,7.0,21.0,2.0,,14.0,,3.0,1.0,4.0,1.0,,1.0,1.0,9.0,4.0,12.0,2.0,17.0,6.0,23.0,1.0,4.0,1.0,3.0,2.0,,,1.0,2.0,,1.0,18.0,23.0,,23.0,19.0,5.0,3.0,1.0,3.0,3.0,21.0,145,5.0,1.0,1.0,0.2,1.0,0.36538461538461536,0.3888888888888889,0.4344262295081967,0.45652173913043476,0.9038461538461539,,,13.070539419087137,1.0,0.15384615384615385,0.07947019867549669,0.03333333333333333,0.07389162561576355,0.03225806451612903,,0.034482758620689655,0.10416666666666667,0.027777777777777776,1.0,0.038461538461538464,0.5,0.5,1.0,0.057692307692307696,,,,,,0.6153846153846154,0.28846153846153844,0.05555555555555555,1.0,0.9423076923076923,0.5489794117647059,0.5645529411764706,0.39622641509433965,4.9,24.46382978723404,0.34772182254196643,,,,,9.0,,2.0,3.0,1.0,2.0,,,0.75,0.75,,0.057692307692307696,0.030303030303030304,0.025,0.057692307692307696,0.058823529411764705,0.1111111111111111,0.07894736842105263,,,0.51055,0.16981132075471697,1.0,3.0,0.07142857142857142,0.375,8.0,2.0,10.0,4.0,2.0,2.0,7.0,12.0,6.0,,4.0,17.0,36.0,4.0,1.0,,,,,4.0,,4.0,4.0,,,1.0,1.0,0.2553191489361702,0.23529411764705882,0.2608695652173913,,,,0.25,0.25806451612903225,1.0,0.26666666666666666,0.2857142857142857,1.0,0.3333333333333333,0.5555555555555556,0.2,0.3888888888888889,0.2857142857142857,0.2857142857142857,4.0,1.0,,0.6666666666666666,1.0,3.0,,,,0.5,,,0.5,2.0,1.0,2.0,1.0,0.0425531914893617,0.03125,0.06666666666666667,0.5,1.0,1.0,0.020833333333333332,,,,,True,,,,
2365,1610612748,Chris Andersen,Chris Andersen,2365,MIA,12848.0,214,92.0,375,373,90,82,52.0,748,38.0,42.0,10.0,10.0,2.0,5.0,2.0,4.0,,,42.0,51.0,,31.0,115.0,369,10.0,11.0,11.0,31.0,60.0,24.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,17.0,17.0,3.0,29.0,25.0,54.0,1.0,4.0,4.0,,5.0,1.0,5.0,3.0,10.0,,4.0,17.0,36.0,3.0,36.0,39.0,6.0,20.0,14.0,20.0,14.0,31.0,90,6.0,0.7142857142857143,0.967741935483871,0.8235294117647058,0.9090909090909091,0.8235294117647058,0.9090909090909091,0.8582089552238806,0.9117647058823529,,0.0196078431372549,0.2,17.824074074074073,0.5,0.3,0.12408759124087591,0.1650485436893204,0.13471502590673576,0.15151515151515152,0.12121212121212122,0.12727272727272726,0.19444444444444445,0.125,0.7,0.8235294117647058,0.9047619047619048,0.9047619047619048,0.7105263157894737,0.09803921568627451,0.4,0.5,0.0784313725490196,0.5,0.5,,,0.9090909090909091,1.0,0.8235294117647058,0.5988705882352942,0.6524,0.26956521739130435,2.5235294117647062,,0.24,12.0,15.0,13.0,16.0,36.0,22.0,8.0,9.0,2.0,6.0,,0.8125,0.8125,0.8571428571428571,,0.16071428571428573,0.12903225806451613,0.29411764705882354,0.08333333333333333,0.11428571428571428,0.06521739130434782,0.15789473684210525,0.9375,0.8,0.6228636363636363,0.3130434782608696,2.0,17.0,0.2786885245901639,0.2786885245901639,,,,,,,,,,10.0,,,,,,,,,,,1.0,2.0,8.0,1.0,7.0,,,,,,,0.16666666666666666,1.0,,,,,,,,,,,,,,,0.14814814814814814,,,,,1.0,,,0.5,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,
