EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,Fg3aBlocked,PenaltyTurnovers,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,SecondChanceCorner3FGM,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,BlockingFoulsDrawn,DefFTReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Charge Fouls,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawnPct,SecondChanceTurnovers,Technical Free Throw Trips,Arc3PctBlocked,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,on,PenaltyCorner3FGM,PenaltyCorner3Accuracy
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,27253.0,454.0,23.0,824.0,826,166.0,279,94.0,1650,32.0,60.0,2.0,4.0,8.0,17.0,12.0,30.0,19.0,44.0,2.0,5.0,1.0,7.0,23.0,2.0,3.0,4.0,10.0,63.0,134.0,9.0,28.0,16.0,169.0,814.0,2.0,5.0,2.0,4.0,2.0,12.0,11.0,24.0,4.0,10.0,7.0,41.0,28.0,98.0,21.0,6.0,2.0,23.0,7.0,11.0,30.0,26.0,56.0,20.0,6.0,21.0,2.0,7.0,138.0,3.0,14.0,8.0,16.0,24.0,17.0,41.0,7.0,20.0,11.0,9.0,16.0,1.0,14.0,4.0,3.0,2.0,20.0,14.0,2.0,26.0,1.0,29.0,1.0,1.0,5.0,24.0,3.0,10.0,4.0,5.0,2.0,2.0,1.0,5.0,1.0,41.0,165.0,4.0,3.0,0.2222222222222222,0.22580645161290322,0.7777777777777778,0.32142857142857145,0.5,0.4,0.32142857142857145,0.4701492537313433,0.4,0.4583333333333333,0.4722222222222222,0.5555555555555556,0.5,0.4884393063583815,0.5454545454545454,0.5256410256410257,0.1728395061728395,0.08208955223880597,0.15,0.06666666666666667,20.31746031746032,0.8,0.06722689075630252,0.046052631578947366,0.064,0.02142857142857143,0.06611570247933884,0.038288288288288286,0.10619469026548672,0.013888888888888888,0.008403361344537815,0.017241379310344827,0.041666666666666664,0.05128205128205128,0.0273972602739726,0.11494252873563218,0.05555555555555555,0.08571428571428572,0.08860759493670886,0.2,0.37037037037037035,0.5333333333333333,0.6274509803921569,0.15625,0.18518518518518517,0.4,0.42857142857142855,0.2716049382716049,0.4318181818181818,0.4318181818181818,0.47368421052631576,0.030864197530864196,0.4,0.4,1.0,0.1419753086419753,0.30434782608695654,0.30434782608695654,0.7142857142857143,0.4444444444444444,0.5,0.5,0.1111111111111111,0.3333333333333333,0.6666666666666666,1.0,0.5,0.47058823529411764,0.29411764705882354,0.4,0.5432098765432098,0.30434782608695654,0.5003645061728395,0.5569166666666666,0.5502044117647058,0.05917159763313609,0.07092198581560284,0.07100591715976332,0.24260355029585798,8.670149253731344,24.978571428571428,0.20145631067961164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200778,1610612752,James White,James White,200778,NYK,94.0,2.0,2.0,3.0,3,3.0,3,,6,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,33.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.3939,,0.3939,,,,1.0,20.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
200779,1610612752,Steve Novak,Steve Novak,200779,NYK,1069.0,18.0,6.0,39.0,36,12.0,14,4.0,75,,,,,,,,,,,,2.0,,2.0,3.0,,,,,,,2.0,5.0,,6.0,34.0,,,,,,,,,,1.0,,,,,6.0,,,3.0,2.0,,,,,,,,,,,2.0,,,1.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,1.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,12.0,2.0,,,,1.0,0.4,,,0.4,,,,0.6,,,0.6,,,1.0,,,,11.627906976744185,,0.3333333333333333,,,0.2222222222222222,0.1111111111111111,0.1,,,,0.2857142857142857,,,1.0,,,,,,,,,,,,,,,,,0.4,,,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,1.0,0.6666666666666666,0.4965,,0.5304,,,,,,25.04,0.3076923076923077,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203142,1610612752,Chris Copeland,Chris Copeland,203142,NYK,2799.0,47.0,17.0,89.0,87,24.0,48,12.0,176,1.0,3.0,1.0,2.0,,,,1.0,,,2.0,3.0,,2.0,9.0,,2.0,,2.0,1.0,4.0,4.0,12.0,,14.0,77.0,1.0,3.0,,2.0,,2.0,,,,2.0,,,,2.0,9.0,3.0,2.0,9.0,2.0,2.0,1.0,,1.0,,,1.0,,,2.0,1.0,1.0,2.0,2.0,4.0,2.0,6.0,,2.0,1.0,1.0,,,,2.0,,,2.0,1.0,,4.0,,1.0,,,1.0,,,,,,,,,,,,24.0,1.0,,,,0.75,0.3333333333333333,,,0.3333333333333333,0.25,0.3333333333333333,,0.4375,0.2,,0.4375,0.2,,0.75,0.5,0.6666666666666666,,16.666666666666664,,0.08,0.03125,0.11764705882352941,0.041666666666666664,0.09523809523809523,0.03571428571428571,0.08333333333333333,,,0.045454545454545456,,,0.14285714285714285,0.125,0.18181818181818182,,,,0.1875,0.3333333333333333,1.0,,0.0625,,,,,,,0.1875,0.6666666666666666,1.0,0.5,0.5625,0.2222222222222222,0.2222222222222222,1.0,0.4,0.5,,,0.4,,,,,1.0,,0.9375,0.2222222222222222,0.544940625,0.5234833333333334,0.4092,,,0.14285714285714285,,3.8,24.791666666666668,0.2696629213483146,,,1.0,1.0,1.0,0.08333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,True,,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,187.0,3.0,4.0,6.0,6,5.0,5,,12,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,17707.0,295.0,44.0,529.0,531,92.0,154,63.0,1060,6.0,14.0,1.0,4.0,,1.0,3.0,9.0,9.0,20.0,8.0,13.0,2.0,9.0,26.0,2.0,4.0,2.0,5.0,18.0,43.0,17.0,39.0,8.0,95.0,522.0,1.0,6.0,3.0,6.0,,11.0,1.0,3.0,2.0,5.0,,8.0,6.0,30.0,42.0,9.0,2.0,26.0,9.0,1.0,10.0,5.0,15.0,4.0,1.0,7.0,2.0,1.0,35.0,6.0,9.0,15.0,29.0,47.0,15.0,62.0,4.0,13.0,7.0,6.0,3.0,3.0,2.0,10.0,1.0,1.0,13.0,6.0,2.0,31.0,2.0,20.0,1.0,2.0,7.0,10.0,,4.0,1.0,2.0,2.0,,,2.0,1.0,8.0,91.0,6.0,,0.16666666666666666,0.17647058823529413,0.8235294117647058,0.4358974358974359,0.5,0.4,0.4358974358974359,0.4186046511627907,0.16666666666666666,0.3333333333333333,0.5304878048780488,0.4583333333333333,0.5,0.5459770114942529,0.4583333333333333,0.5,0.47560975609756095,0.023255813953488372,,0.1111111111111111,16.20294599018003,0.23076923076923078,0.18125,0.043478260869565216,0.2054794520547945,0.07792207792207792,0.1888412017167382,0.0528169014084507,0.038461538461538464,0.0392156862745098,0.05128205128205128,0.07692307692307693,0.08333333333333333,0.16666666666666666,0.18,0.1935483870967742,0.21818181818181817,0.16666666666666666,0.08695652173913043,0.5,0.17073170731707318,0.42857142857142855,0.42857142857142855,,0.10975609756097561,0.3333333333333333,0.375,0.24390243902439024,0.45,0.45,0.2222222222222222,0.15853658536585366,0.6153846153846154,0.6153846153846154,1.0,0.3170731707317073,0.34615384615384615,0.34615384615384615,0.6666666666666666,0.3333333333333333,0.25,,0.16666666666666666,0.3333333333333333,0.5,1.0,0.125,,0.625,0.4,0.6463414634146342,0.34615384615384615,0.5155030487804878,0.5771850000000001,0.48351875,0.046511627906976744,0.0851063829787234,0.11578947368421053,0.08421052631578947,11.113953488372093,24.617948717948714,0.17391304347826086,,,,2.0,3.0,,,1.0,3.0,1.0,1.0,1.0,0.2727272727272727,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,True,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,9701.0,162.0,3.0,292.0,300,74.0,135,31.0,592,18.0,22.0,4.0,5.0,7.0,8.0,1.0,5.0,1.0,7.0,,,,,,,,,,20.0,34.0,,,10.0,50.0,293.0,4.0,5.0,,,2.0,10.0,7.0,9.0,,,1.0,15.0,30.0,10.0,,,6.0,,,1.0,8.0,1.0,9.0,1.0,,5.0,1.0,2.0,19.0,4.0,5.0,11.0,9.0,23.0,9.0,32.0,,6.0,4.0,2.0,2.0,,1.0,2.0,,1.0,4.0,10.0,,26.0,3.0,12.0,,,1.0,18.0,2.0,10.0,,10.0,8.0,,2.0,10.0,7.0,15.0,74.0,9.0,,0.75,0.8823529411764706,,,,,,0.5882352941176471,0.8,0.7777777777777778,0.5882352941176471,0.8,0.7777777777777778,0.5952380952380952,0.8333333333333334,0.6818181818181818,,0.029411764705882353,0.045454545454545456,,14.067278287461773,0.5,0.12857142857142856,0.05102040816326531,0.21568627450980393,0.07272727272727272,0.1652892561983471,0.058823529411764705,0.1282051282051282,,,0.08888888888888889,,0.1724137931034483,0.1111111111111111,0.08695652173913043,0.2647058823529412,0.11764705882352941,,0.7,0.6470588235294118,0.8181818181818182,0.8571428571428571,0.7222222222222222,0.14705882352941177,0.2,0.2,0.20588235294117646,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,1.0,0.8,,,,,,0.8888888888888888,0.875,,,0.6470588235294118,,0.5354911764705882,0.6158333333333333,0.6297333333333334,0.23809523809523808,0.23809523809523808,0.2,0.3,6.088235294117645,,0.2534246575342466,,,,1.0,1.0,,,,3.0,,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,True,,
467,1610612752,Jason Kidd,Jason Kidd,467,NYK,9009.0,150.0,-39.0,276.0,278,69.0,113,34.0,554,,3.0,,,,1.0,,3.0,,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,,3.0,,7.0,2.0,10.0,2.0,8.0,276.0,,1.0,1.0,3.0,,3.0,,2.0,,3.0,2.0,2.0,,,6.0,,,6.0,1.0,1.0,8.0,5.0,13.0,3.0,2.0,3.0,3.0,2.0,31.0,1.0,5.0,7.0,13.0,21.0,6.0,27.0,,8.0,4.0,4.0,7.0,1.0,5.0,1.0,,2.0,8.0,6.0,1.0,9.0,,2.0,,1.0,,2.0,,,1.0,3.0,2.0,1.0,,3.0,1.0,2.0,69.0,2.0,1.0,,,1.0,0.2,0.3333333333333333,,0.2,,,,0.17647058823529413,0.375,,0.2222222222222222,0.375,0.16666666666666666,0.5882352941176471,0.14285714285714285,0.3333333333333333,,8.201892744479496,0.875,0.18309859154929578,0.050505050505050504,0.16279069767441862,0.01639344262295082,0.17543859649122806,0.0375,0.08333333333333333,,0.05,0.02040816326530612,,0.13636363636363635,0.21052631578947367,0.2,0.20689655172413793,0.07142857142857142,,0.3333333333333333,0.17647058823529413,,,,0.17647058823529413,,,0.058823529411764705,,,,0.23529411764705882,0.25,0.25,1.0,0.35294117647058826,0.16666666666666666,0.16666666666666666,1.0,,,,0.25,0.5,0.5,1.0,0.2,,0.6,,0.7647058823529411,0.16666666666666666,0.5354411764705882,0.5295,0.50677,,,0.375,0.25,7.028571428571429,24.52,0.25,,,,2.0,,,,,1.0,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,True,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,14658.0,244.0,21.0,453.0,451,119.0,202,54.0,904,8.0,21.0,,,3.0,6.0,4.0,10.0,8.0,25.0,2.0,5.0,1.0,9.0,43.0,2.0,7.0,5.0,14.0,20.0,56.0,11.0,48.0,17.0,90.0,449.0,,1.0,3.0,8.0,2.0,11.0,6.0,14.0,5.0,16.0,6.0,33.0,6.0,34.0,30.0,3.0,,41.0,9.0,6.0,3.0,2.0,5.0,2.0,,3.0,,,12.0,,2.0,9.0,16.0,32.0,2.0,34.0,,7.0,6.0,1.0,8.0,1.0,5.0,7.0,3.0,3.0,15.0,5.0,,19.0,1.0,23.0,1.0,,2.0,24.0,4.0,9.0,2.0,2.0,,1.0,1.0,3.0,1.0,31.0,118.0,2.0,1.0,0.15,0.15,0.9090909090909091,0.22916666666666666,0.375,0.3125,0.2391304347826087,0.35714285714285715,,0.42857142857142855,0.35096153846153844,0.5,0.45,0.39823008849557523,0.55,0.5,0.46153846153846156,0.10714285714285714,0.2857142857142857,,24.521072796934867,0.5333333333333333,0.13559322033898305,0.012903225806451613,0.11842105263157894,,0.12886597938144329,0.008547008547008548,0.015625,,0.017241379310344827,,,0.10638297872340426,0.1935483870967742,0.125,0.09090909090909091,0.19047619047619047,,0.3333333333333333,0.20192307692307693,0.38095238095238093,0.5333333333333333,0.125,0.09615384615384616,0.4,0.4,0.2403846153846154,0.32,0.32,0.25,0.04807692307692308,0.4,0.4,1.0,0.41346153846153844,0.20930232558139536,0.20930232558139536,0.8888888888888888,,,,0.1111111111111111,0.7777777777777778,0.2857142857142857,1.0,0.2,0.5,0.4666666666666667,0.35714285714285715,0.6634615384615384,0.21951219512195122,0.474739705882353,0.51674,0.4663224137931034,0.0990990990990991,0.14754098360655737,0.12222222222222222,0.36666666666666664,10.2875,26.770833333333332,0.26269315673289184,2.0,0.06666666666666667,,2.0,,,,1.0,7.0,,1.0,,0.3888888888888889,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.04,,,,,,,,True,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,25529.0,425.0,11.0,770.0,768,149.0,250,85.0,1538,28.0,59.0,6.0,8.0,4.0,11.0,32.0,64.0,36.0,94.0,2.0,8.0,3.0,13.0,45.0,1.0,5.0,3.0,16.0,96.0,217.0,15.0,53.0,66.0,303.0,768.0,12.0,25.0,1.0,8.0,11.0,38.0,14.0,40.0,3.0,18.0,13.0,50.0,52.0,140.0,33.0,12.0,14.0,44.0,13.0,12.0,7.0,8.0,15.0,4.0,4.0,4.0,,3.0,38.0,1.0,9.0,20.0,35.0,59.0,10.0,69.0,3.0,11.0,6.0,5.0,8.0,1.0,2.0,14.0,1.0,6.0,22.0,12.0,1.0,38.0,2.0,64.0,,3.0,4.0,76.0,6.0,34.0,5.0,2.0,2.0,,,2.0,2.0,50.0,148.0,3.0,5.0,0.2708333333333333,0.29213483146067415,0.7333333333333333,0.2830188679245283,0.125,0.16666666666666666,0.28846153846153844,0.4423963133640553,0.48,0.35,0.4388888888888889,0.4090909090909091,0.31896551724137934,0.4933993399339934,0.475,0.38461538461538464,0.1962962962962963,0.055299539170506916,0.1864406779661017,0.015625,36.93181818181818,0.36363636363636365,0.15625,0.031578947368421054,0.17391304347826086,0.007936507936507936,0.16224188790560473,0.024330900243309004,0.05825242718446602,0.029850746268656716,0.008695652173913044,0.009523809523809525,,0.1111111111111111,0.2028985507246377,0.1566265060240964,0.1566265060240964,0.21875,0.020689655172413793,1.0,0.21851851851851853,0.4745762711864407,0.5833333333333334,0.32142857142857145,0.23703703703703705,0.5,0.5079365079365079,0.34814814814814815,0.3829787234042553,0.3829787234042553,0.2222222222222222,0.02962962962962963,0.25,0.25,1.0,0.16666666666666666,0.28888888888888886,0.29545454545454547,0.6923076923076923,0.24242424242424243,0.75,,0.09090909090909091,0.15151515151515152,0.2,1.0,0.1896551724137931,0.36363636363636365,0.27586206896551724,0.1875,0.4148148148148148,0.29545454545454547,0.46478754646840137,0.4648,0.4612675438596492,0.11409395973154363,0.13877551020408163,0.1254125412541254,0.16501650165016502,11.274193548387096,25.535849056603777,0.19350649350649352,2.0,0.034482758620689655,1.0,9.0,5.0,0.018867924528301886,,,4.0,1.0,1.0,3.0,0.18181818181818182,0.28125,,,1.0,4.0,,,,,,1.0,4.0,0.022222222222222223,,,,,True,,
