EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,2pt And 1 Free Throw Trips,BlockedAtRim,3SecondViolations,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,FTDefRebounds,StepOutOfBoundsTurnovers,BlockedShortMidRange,PenaltyFg3Pct,DefFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Fg3aBlocked,SelfOReb,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,on,Charge Fouls,OffCorner3ReboundPct,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFoulsDrawn,OffAtRimReboundPct,Charge Fouls Drawn,SecondChanceFtPoints,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,Loose Ball Fouls Drawn
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,1495.0,25,-14,44,46,15.0,24.0,2.0,90,2.0,1.0,3.0,2.0,1.0,3.0,2.0,5.0,51.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,15.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3,0.4166666666666667,0.5,0.6,15.217391304347826,1.0,0.125,0.09523809523809523,0.14285714285714285,0.2,0.4,0.6,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.49037,0.4248,0.4,16.8,24.96666666666667,0.3409090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,3263.0,54,-8,100,99,16.0,12.0,11.0,199,3.0,2.0,5.0,8.0,2.0,8.0,2.0,16.0,109.0,,,,6.0,5.0,2.0,2.0,3.0,6.0,2.0,1.0,1.0,,2.0,,1.0,4.0,,1.0,2.0,,,16.0,,,1.0,0.25,0.25,0.4375,0.47058823529411764,,0.5,16.96428571428571,0.5,0.047619047619047616,0.05263157894736842,0.1,0.05263157894736842,0.1875,0.3125,0.4,0.4,1.0,0.625,0.4,0.48800625000000003,0.392775,,12.35,24.5375,0.16,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,1.0,0.3333333333333333,0.3333333333333333,0.125,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.15384615384615385,0.0425531914893617,0.18181818181818182,0.1,1.0,0.125,1.0,1.0,0.5,0.1875,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.1875,0.3333333333333333,0.3333333333333333,0.5,0.5,0.46485,0.058823529411764705,0.1111111111111111,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,3881.0,65,-17,120,120,30.0,25.0,12.0,240,13.0,,,25.0,,,5.0,23.0,135.0,4.0,,2.0,,,,9.0,15.0,19.0,2.0,1.0,5.0,2.0,6.0,,,1.0,,5.0,9.0,,2.0,30.0,,,,,,0.36,0.39655172413793105,0.25,,26.31578947368421,0.8333333333333334,0.1836734693877551,0.23076923076923078,0.21428571428571427,0.14285714285714285,0.52,,,,,0.2,,0.44539600000000007,0.443025,0.08695652173913043,11.508000000000003,,0.25,4.0,5.0,2.0,7.0,3.0,,,,,,9.0,4.0,5.0,,8.0,,10.0,8.0,2.0,7.0,3.0,10.0,1.0,6.0,1.0,,23.0,2.0,,6.0,4.0,1.0,3.0,1.0,,,4.0,5.0,1.0,,1.0,1.0,0.5555555555555556,0.7142857142857143,0.36,0.8,0.8,0.8,0.08,0.14285714285714285,,0.375,0.14285714285714285,0.07017543859649122,0.16666666666666666,0.4,1.0,0.2,0.8,1.0,0.25,0.28,0.2857142857142857,0.3333333333333333,0.23076923076923078,0.23076923076923078,,,,,,0.534825,0.1724137931034483,0.1724137931034483,0.34782608695652173,3.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,0.25,0.25,0.2,0.046511627906976744,0.1111111111111111,0.21428571428571427,0.3333333333333333,0.5,1.0,0.6,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,4504.0,75,-24,138,139,31.0,33.0,13.0,277,10.0,2.0,9.0,16.0,5.0,12.0,1.0,28.0,154.0,4.0,,8.0,12.0,7.0,2.0,7.0,8.0,8.0,4.0,3.0,3.0,2.0,4.0,4.0,,8.0,,1.0,1.0,,8.0,31.0,,,0.8,0.4166666666666667,0.5,0.48214285714285715,0.5,0.4,0.42857142857142855,21.05263157894737,0.75,0.12962962962962962,0.0958904109589041,0.06666666666666667,0.17391304347826086,0.35714285714285715,0.32142857142857145,0.2222222222222222,0.2222222222222222,0.5,0.4642857142857143,0.2857142857142857,0.45896730769230765,0.45379375,0.2857142857142857,13.53125,28.516666666666666,0.2246376811594203,,1.0,1.0,5.0,5.0,3.0,,1.0,,5.0,6.0,,1.0,,,6.0,,12.0,2.0,5.0,,5.0,,3.0,,2.0,10.0,,,,,1.0,1.0,1.0,,,,1.0,3.0,1.0,3.0,1.0,,,0.375,,,,0.125,0.2,,,,,,,0.3333333333333333,0.03571428571428571,,,,0.17857142857142858,0.2,0.25,0.5,0.5,0.10714285714285714,,,0.1,0.5,0.3751,0.03571428571428571,0.0625,,,,,1.0,1.0,,,,1.0,1.0,,0.25,0.4,1.0,,,0.125,,,,,,0.1,,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
959,1610612747,Steve Nash,Steve Nash,959,LAL,2679.0,45,-2,83,82,11.0,3.0,8.0,165,5.0,,2.0,16.0,,2.0,3.0,19.0,82.0,1.0,2.0,4.0,,2.0,,2.0,3.0,4.0,,,2.0,,2.0,,,,,2.0,3.0,1.0,4.0,11.0,,1.0,,,,0.4444444444444444,0.5,1.0,0.1111111111111111,22.82608695652174,1.0,0.05263157894736842,0.06,0.07692307692307693,,0.2777777777777778,0.1111111111111111,,,,0.3888888888888889,,0.48177222222222227,0.7274,0.21052631578947367,10.2375,24.5,0.13253012048192772,4.0,5.0,2.0,6.0,2.0,,,,,,8.0,1.0,2.0,,2.0,,4.0,12.0,,4.0,2.0,6.0,1.0,1.0,1.0,2.0,14.0,,,1.0,1.0,,2.0,,,,,1.0,,,,,0.25,0.2857142857142857,0.5,0.5,0.5,0.5,,,,0.08333333333333333,,0.024390243902439025,,0.125,,0.2777777777777778,0.8,0.8,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.4,,,,,,0.5079,0.05555555555555555,0.0625,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,0.03125,0.07692307692307693,0.1,,,0.5,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,0.5,0.5,0.1111111111111111,,,,,,True,,,,,,,,,,,,,,,,,,
201947,1610612747,Earl Clark,Earl Clark,201947,LAL,1007.0,17,-16,30,32,7.0,21.0,2.0,62,2.0,,,2.0,,,,2.0,39.0,1.0,,2.0,,,,2.0,3.0,3.0,,,,,,1.0,1.0,2.0,,,,,2.0,7.0,1.0,,,,,0.5,0.5,1.0,,6.25,,0.2222222222222222,0.25,0.5,0.25,1.0,,,,,,,0.3562,0.3189,1.0,16.85,,0.23333333333333334,,,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,0.3333333333333333,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201975,1610612747,Jodie Meeks,Jodie Meeks,201975,LAL,648.0,11,-12,22,21,4.0,9.0,1.0,43,,,1.0,1.0,,1.0,2.0,2.0,27.0,,2.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,2.0,1.0,2.0,4.0,,1.0,,,,,0.3333333333333333,1.0,0.5,17.391304347826086,,0.16666666666666666,0.14285714285714285,,,,0.5,,,,0.5,,0.44699999999999995,,1.0,11.4,25.3,0.18181818181818182,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,3761.0,63,-16,116,118,24.0,17.0,12.0,234,1.0,,,20.0,,,6.0,32.0,125.0,2.0,5.0,9.0,,,,13.0,17.0,19.0,,,4.0,2.0,7.0,3.0,1.0,9.0,3.0,17.0,12.0,5.0,9.0,24.0,1.0,4.0,,,,0.65,0.64,0.6428571428571429,,24.806201550387595,0.5714285714285714,0.2826086956521739,0.2698412698412698,0.16666666666666666,0.4,0.05,,,,,0.6,,0.58396,0.7443500000000001,0.28125,4.285,,0.20689655172413793,10.0,12.0,2.0,7.0,1.0,,,,,,13.0,2.0,2.0,,4.0,,22.0,4.0,,1.0,2.0,3.0,2.0,,,1.0,8.0,,,4.0,2.0,,2.0,3.0,,,1.0,2.0,4.0,,4.0,2.0,0.8461538461538461,0.9166666666666666,0.65,1.0,1.0,1.0,,,,0.23529411764705882,,0.03571428571428571,,0.1,0.5,0.6,0.8333333333333334,0.8333333333333334,0.8,0.35,0.2857142857142857,0.2857142857142857,1.0,1.0,,,,,,0.6326,0.1,0.1,0.125,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,,1.0,1.0,,0.047619047619047616,0.05555555555555555,0.21428571428571427,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,0.047619047619047616,0.5,True,,,,,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,1126.0,19,-15,33,36,17.0,21.0,4.0,69,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,48.0,,,,3.0,2.0,1.0,,,,1.0,1.0,,,,1.0,,2.0,,,,,,17.0,1.0,,1.0,0.5,0.5,0.5,0.5,,0.6666666666666666,8.108108108108109,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.6666666666666666,0.5,0.5019333333333333,,,19.9,24.75,0.5151515151515151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,78.0,1,2,2,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
