EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,FTDefRebounds,PenaltyTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,SecondChanceFg3Pct,DefFTReboundPct,DefShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,SecondChanceCorner3FGM,SecondChanceCorner3FGA,HeaveAttempts,Charge Fouls,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedCorner3,BlockedShortMidRange,RecoveredBlocks,BlocksRecoveredPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,SecondChanceTurnovers,OffShortMidRangeReboundPct,ShortMidRangePctAssisted,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,on,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3SecondViolations,Defensive 3 Seconds Violations
101109,1610612752,Raymond Felton,Raymond Felton,101109,NYK,14658.0,244.0,21.0,453.0,451,119.0,202,54.0,904,18.0,36.0,1.0,3.0,4.0,13.0,8.0,16.0,7.0,16.0,1.0,2.0,2.0,10.0,1.0,4.0,33.0,68.0,3.0,12.0,8.0,83.0,449.0,1.0,3.0,2.0,4.0,5.0,17.0,1.0,4.0,4.0,17.0,10.0,56.0,9.0,2.0,10.0,2.0,6.0,16.0,15.0,31.0,10.0,5.0,13.0,2.0,1.0,77.0,3.0,10.0,4.0,7.0,11.0,13.0,24.0,5.0,11.0,6.0,5.0,10.0,1.0,9.0,3.0,2.0,1.0,13.0,12.0,1.0,19.0,1.0,16.0,1.0,3.0,15.0,2.0,6.0,3.0,2.0,1.0,1.0,2.0,17.0,118.0,4.0,2.0,0.15151515151515152,0.15625,1.0,0.25,0.25,0.25,0.4852941176470588,0.3333333333333333,0.29411764705882354,0.46875,0.3333333333333333,0.30952380952380953,0.47701149425287354,0.4,0.3541666666666667,0.15,0.08823529411764706,0.1388888888888889,0.0625,18.96551724137931,0.7692307692307693,0.059322033898305086,0.06451612903225806,0.05263157894736842,0.0379746835443038,0.05670103092783505,0.05555555555555555,0.140625,0.017241379310344827,0.03125,0.06666666666666667,0.0425531914893617,0.125,0.05454545454545454,0.047619047619047616,0.13157894736842105,0.45,0.5,0.5806451612903226,0.1111111111111111,0.2,0.5,0.5333333333333333,0.2,0.4375,0.4375,0.42857142857142855,0.025,0.5,0.5,1.0,0.125,0.2,0.2,1.0,1.0,0.3333333333333333,0.6190476190476191,0.3076923076923077,0.19047619047619047,0.25,0.6,0.2,0.5165737499999999,0.6072,0.5759166666666666,0.07142857142857142,0.08333333333333333,0.04819277108433735,0.20481927710843373,7.127941176470588,24.716666666666665,0.26269315673289184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
200779,1610612752,Steve Novak,Steve Novak,200779,NYK,1257.0,21.0,-11.0,40.0,38,5.0,5,3.0,78,,,,,,,,,2.0,2.0,1.0,1.0,2.0,3.0,,,2.0,2.0,3.0,4.0,,13.0,44.0,,,,,,,,,,,2.0,2.0,9.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,5.0,1.0,,0.5,0.5,1.0,0.75,,0.75,1.0,,,1.0833333333333333,,,1.0833333333333333,,,0.6666666666666666,,,,13.953488372093023,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,,,,,,,0.6666666666666666,0.6666666666666666,0.46587500000000004,,,,,,,18.4,25.599999999999998,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202697,1610612752,Iman Shumpert,Iman Shumpert,202697,NYK,8326.0,139.0,28.0,255.0,258,71.0,117,37.0,513,5.0,12.0,2.0,4.0,,2.0,2.0,4.0,1.0,3.0,3.0,5.0,4.0,8.0,1.0,1.0,8.0,19.0,7.0,13.0,10.0,47.0,258.0,2.0,4.0,,10.0,1.0,3.0,2.0,3.0,2.0,10.0,2.0,14.0,18.0,4.0,8.0,4.0,2.0,5.0,3.0,8.0,2.0,1.0,3.0,1.0,1.0,19.0,2.0,5.0,8.0,11.0,20.0,7.0,27.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,5.0,,,6.0,5.0,,21.0,2.0,12.0,,3.0,12.0,,5.0,1.0,,,,,10.0,70.0,6.0,,0.125,0.16666666666666666,0.8571428571428571,0.5384615384615384,0.6666666666666666,0.5384615384615384,0.42105263157894735,0.5,0.3333333333333333,0.578125,0.7142857142857143,0.6666666666666666,0.618421052631579,0.7142857142857143,0.7142857142857143,0.40625,0.10526315789473684,0.16666666666666666,,14.333333333333334,0.16666666666666666,0.16417910447761194,0.05263157894736842,0.2,0.05714285714285714,0.17757009345794392,0.05384615384615385,0.06666666666666667,0.058823529411764705,0.06896551724137931,,0.20833333333333334,0.16666666666666666,0.18181818181818182,0.2857142857142857,0.13333333333333333,0.375,0.4166666666666667,0.5,0.2,0.125,0.5,0.5,0.09375,0.3333333333333333,0.3333333333333333,,0.15625,0.6,0.6,1.0,0.25,0.5,0.5,0.75,0.5714285714285714,0.5,0.3333333333333333,,0.16666666666666666,1.0,0.78125,0.5,0.526534375,0.59648,0.5531916666666666,0.13513513513513514,0.20833333333333334,0.2127659574468085,0.2127659574468085,5.189473684210528,24.753846153846155,0.2784313725490196,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.6666666666666666,0.1,0.10526315789473684,0.42857142857142855,0.6666666666666666,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
203142,1610612752,Chris Copeland,Chris Copeland,203142,NYK,4116.0,69.0,7.0,123.0,123,25.0,47,14.0,246,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,2.0,8.0,15.0,,2.0,1.0,3.0,10.0,17.0,2.0,34.0,124.0,1.0,1.0,,2.0,,1.0,,2.0,,,,2.0,27.0,2.0,15.0,8.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,2.0,3.0,6.0,1.0,7.0,,3.0,3.0,,,,,3.0,,,3.0,1.0,,8.0,,1.0,,,2.0,,1.0,,,,,,,25.0,1.0,,,,0.9,0.5882352941176471,,0.5882352941176471,0.3333333333333333,1.0,,0.8,0.5,,0.8095238095238095,0.5,,0.85,,,,16.901408450704228,,0.08571428571428572,,0.09090909090909091,0.041666666666666664,0.08771929824561403,0.016129032258064516,,,0.045454545454545456,,,0.1,0.125,,,0.05,1.0,1.0,,,,,0.1,,,,0.1,1.0,1.0,0.5,0.75,0.5333333333333333,0.5333333333333333,1.0,0.5,1.0,,,0.6666666666666666,,0.9,0.5333333333333333,0.5278074999999999,0.56475,0.4143333333333333,0.047619047619047616,0.25,0.058823529411764705,,12.233333333333334,25.25882352941176,0.2032520325203252,,,,1.0,,1.0,3.0,1.0,,2.0,,,,0.1111111111111111,0.2,0.5,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2747,1610612752,JR Smith,JR Smith,2747,NYK,21034.0,351.0,34.0,635.0,636,142.0,239,79.0,1271,17.0,36.0,,,4.0,7.0,6.0,13.0,13.0,48.0,4.0,7.0,14.0,59.0,6.0,17.0,36.0,97.0,18.0,66.0,31.0,157.0,628.0,2.0,4.0,3.0,19.0,8.0,17.0,6.0,19.0,11.0,45.0,8.0,64.0,45.0,,57.0,14.0,6.0,10.0,5.0,15.0,4.0,1.0,6.0,1.0,3.0,35.0,1.0,5.0,15.0,19.0,46.0,6.0,52.0,1.0,11.0,9.0,2.0,8.0,1.0,5.0,12.0,4.0,3.0,20.0,9.0,,27.0,1.0,36.0,,3.0,43.0,6.0,17.0,4.0,4.0,1.0,1.0,5.0,43.0,141.0,2.0,3.0,0.1111111111111111,0.1111111111111111,0.8333333333333334,0.2727272727272727,0.3157894736842105,0.28125,0.3711340206185567,0.5,0.47058823529411764,0.38650306748466257,0.5714285714285714,0.4722222222222222,0.4361111111111111,0.59375,0.5357142857142857,0.4049079754601227,0.061855670103092786,0.16666666666666666,,27.3224043715847,0.4,0.10795454545454546,0.02242152466367713,0.1388888888888889,0.009433962264150943,0.11971830985915492,0.0182370820668693,0.042105263157894736,0.012048192771084338,,0.05,0.08955223880597014,0.10714285714285714,0.13414634146341464,0.15384615384615385,0.01020408163265306,0.22085889570552147,0.4722222222222222,0.5666666666666667,0.11764705882352941,0.07975460122699386,0.46153846153846156,0.46153846153846156,0.294478527607362,0.2708333333333333,0.2708333333333333,0.15384615384615385,0.04294478527607362,0.5714285714285714,0.5714285714285714,0.75,0.3619631901840491,0.23728813559322035,0.23728813559322035,0.8571428571428571,,,0.19444444444444445,0.5714285714285714,0.4722222222222222,0.35294117647058826,0.6257668711656442,0.24561403508771928,0.47366125000000014,0.4578049999999999,0.4543573529411764,0.10795454545454546,0.1574074074074074,0.12101910828025478,0.28662420382165604,11.07216494845361,26.57424242424242,0.22362204724409449,,2.0,2.0,8.0,4.0,10.0,9.0,12.0,2.0,1.0,1.0,1.0,0.4,0.42857142857142855,0.1320754716981132,0.5714285714285714,0.25,1.0,0.05555555555555555,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.4,0.14285714285714285,1.0,0.5,0.029411764705882353,,,,,,,,True,,,,,,
2546,1610612752,Carmelo Anthony,Carmelo Anthony,2546,NYK,16750.0,279.0,26.0,512.0,509,131.0,209,64.0,1021,20.0,44.0,6.0,9.0,5.0,14.0,24.0,46.0,24.0,54.0,2.0,8.0,7.0,23.0,3.0,12.0,68.0,144.0,9.0,31.0,39.0,202.0,504.0,11.0,21.0,7.0,29.0,14.0,37.0,3.0,14.0,8.0,45.0,30.0,106.0,15.0,12.0,22.0,7.0,9.0,2.0,6.0,8.0,5.0,1.0,2.0,,,22.0,,8.0,16.0,20.0,39.0,8.0,47.0,2.0,8.0,5.0,3.0,7.0,1.0,2.0,13.0,1.0,5.0,20.0,10.0,,29.0,1.0,43.0,3.0,2.0,43.0,6.0,21.0,3.0,1.0,1.0,,1.0,45.0,130.0,3.0,3.0,0.22058823529411764,0.24193548387096775,0.5555555555555556,0.2903225806451613,0.21428571428571427,0.3,0.4722222222222222,0.5238095238095238,0.3783783783783784,0.4657142857142857,0.4230769230769231,0.3627450980392157,0.5207253886010362,0.5,0.4090909090909091,0.17714285714285713,0.0625,0.18181818181818182,0.021739130434782608,35.91905564924115,0.35,0.15151515151515152,0.0427807486631016,0.17777777777777778,,0.16216216216216217,0.02962962962962963,0.05128205128205128,0.014492753623188406,,,0.07547169811320754,0.18604651162790697,0.16417910447761194,0.21739130434782608,0.022727272727272728,0.25142857142857145,0.45454545454545453,0.5555555555555556,0.2,0.26285714285714284,0.5217391304347826,0.5333333333333333,0.30857142857142855,0.4444444444444444,0.4444444444444444,0.25,0.045714285714285714,0.25,0.25,1.0,0.13142857142857142,0.30434782608695654,0.30434782608695654,0.42857142857142855,0.34615384615384615,0.6666666666666666,0.27450980392156865,0.35714285714285715,0.23529411764705882,0.25,0.42857142857142855,0.3181818181818182,0.47261091954023,0.4921431818181819,0.48762900000000003,0.11052631578947368,0.1320754716981132,0.14356435643564355,0.22277227722772278,10.369444444444447,25.46129032258065,0.255859375,,2.0,,2.0,,5.0,12.0,3.0,4.0,6.0,,2.0,,0.13636363636363635,0.2222222222222222,0.07692307692307693,,,0.0392156862745098,,2.0,,3.0,1.0,2.0,,1.0,,,,,1.0,1.0,0.11538461538461539,,,,1.0,1.0,0.075,0.20833333333333334,,,,True,,,,,,
2030,1610612752,Kenyon Martin,Kenyon Martin,2030,NYK,11781.0,196.0,4.0,350.0,356,68.0,139,41.0,706,19.0,28.0,5.0,9.0,7.0,8.0,3.0,5.0,3.0,7.0,,,,,,,25.0,40.0,,,10.0,60.0,354.0,5.0,10.0,1.0,11.0,7.0,8.0,,,1.0,15.0,38.0,12.0,,8.0,,,1.0,8.0,1.0,9.0,1.0,,5.0,1.0,2.0,19.0,3.0,10.0,8.0,17.0,29.0,13.0,42.0,1.0,7.0,3.0,4.0,4.0,,2.0,2.0,,2.0,6.0,15.0,,33.0,2.0,13.0,,,18.0,2.0,10.0,,16.0,11.0,,16.0,15.0,68.0,6.0,,0.76,0.9047619047619048,,,,,0.625,0.5,0.875,0.625,0.5,0.875,0.625,0.55,0.75,,0.025,0.03571428571428571,,13.740458015267174,0.6666666666666666,0.1650485436893204,0.08403361344537816,0.13333333333333333,0.05084745762711865,0.15337423312883436,0.07303370786516854,0.11538461538461539,0.043478260869565216,0.058823529411764705,,0.175,0.1724137931034483,0.15217391304347827,0.07142857142857142,0.07142857142857142,0.7,0.6785714285714286,0.7037037037037037,0.6842105263157895,0.125,0.6,0.6,0.175,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,0.9,0.5555555555555556,1.0,0.875,,,0.7,,0.5434575,0.573175,0.6387,0.20833333333333334,0.20833333333333334,0.18333333333333332,0.25,5.172499999999999,,0.19428571428571428,,,,,,,,4.0,1.0,2.0,,1.0,,0.21052631578947367,0.14705882352941177,,,,,,,,,,,,,,,,5.0,9.0,0.5625,,,,,,,0.09523809523809523,1.0,,,,True,,,,,,
2199,1610612752,Tyson Chandler,Tyson Chandler,2199,NYK,10440.0,174.0,38.0,317.0,312,71.0,98,42.0,629,15.0,28.0,6.0,15.0,2.0,6.0,,,,,,,,,,,15.0,28.0,,,5.0,35.0,294.0,6.0,15.0,4.0,16.0,2.0,6.0,,,2.0,6.0,24.0,6.0,,6.0,,,2.0,2.0,,2.0,,,,,2.0,4.0,4.0,21.0,3.0,17.0,20.0,25.0,45.0,4.0,6.0,3.0,3.0,1.0,,,3.0,,1.0,4.0,13.0,2.0,29.0,7.0,10.0,,1.0,7.0,3.0,4.0,1.0,6.0,6.0,,6.0,6.0,70.0,6.0,1.0,0.8,1.0,,,,,0.5357142857142857,0.4,0.3333333333333333,0.5357142857142857,0.4,0.3333333333333333,0.5833333333333334,0.47058823529411764,0.42857142857142855,,0.07142857142857142,0.07142857142857142,,9.066666666666666,0.25,0.19767441860465115,0.18421052631578946,0.05263157894736842,0.07142857142857142,0.13986013986013987,0.14705882352941177,0.25,0.125,0.06976744186046512,0.07692307692307693,0.16129032258064516,0.25806451612903225,0.06818181818181818,,0.36363636363636365,1.0,0.5357142857142857,0.5769230769230769,0.8,,,,,,,,,,,,,,,,1.0,0.4,1.0,0.3333333333333333,,,1.0,,0.6216928571428572,0.5915642857142858,0.5932333333333333,0.13793103448275862,0.13793103448275862,0.45714285714285713,0.17142857142857143,1.3785714285714286,,0.22397476340694006,,,,,,,,,3.0,2.0,1.0,,,,0.16666666666666666,,,,,,,,,,,,,,,,,3.0,0.5,,,,,,2.0,0.15384615384615385,,1.0,1.0,0.5,True,,,,,,
467,1610612752,Jason Kidd,Jason Kidd,467,NYK,10210.0,170.0,-9.0,307.0,306,53.0,90,38.0,613,,2.0,,,,1.0,,2.0,,1.0,,4.0,1.0,7.0,1.0,3.0,,5.0,1.0,11.0,2.0,5.0,298.0,,1.0,,,,2.0,1.0,3.0,2.0,5.0,,,3.0,,7.0,1.0,,8.0,9.0,17.0,6.0,3.0,3.0,2.0,3.0,43.0,2.0,2.0,7.0,13.0,22.0,4.0,26.0,,10.0,4.0,6.0,6.0,4.0,4.0,4.0,,2.0,10.0,5.0,,8.0,,3.0,1.0,,2.0,,,1.0,3.0,2.0,1.0,3.0,5.0,53.0,3.0,1.0,,,1.0,0.09090909090909091,0.3333333333333333,0.09090909090909091,,,,0.09375,,0.3,0.14705882352941177,,0.4166666666666667,0.6875,,,,7.714285714285714,0.6,0.13978494623655913,0.018018018018018018,0.14,0.037037037037037035,0.13986013986013987,0.024242424242424242,0.02127659574468085,0.022727272727272728,0.046511627906976744,,0.125,0.06896551724137931,0.1891891891891892,,,0.125,,,,0.125,,,0.0625,,,,0.25,,,,0.4375,0.14285714285714285,0.14285714285714285,1.0,,,0.2,,0.6,0.3333333333333333,0.8125,0.14285714285714285,0.5163656249999999,0.49465000000000003,0.50563,,,,1.0,7.82,24.7,0.17263843648208468,,,,1.0,,2.0,,2.0,2.0,,,,,0.18181818181818182,0.21875,0.3333333333333333,,,,,,,1.0,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,True,,,,,,
948,1610612752,Marcus Camby,Marcus Camby,948,NYK,136.0,2.0,-7.0,3.0,6,,2,,9,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.333333333333336,1.0,1.0,,,,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
