EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,BlockingFoulsDrawn,FTA,Technical Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,PenaltyTurnovers,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,LongMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted3s,ShortMidRangeAssists,LongMidRangeAssists,BadPassTurnovers,DeadBallTurnovers,Travels,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,Assisted3sPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3PctAssisted,SecondChanceCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,DefensiveGoaltends,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,Offensive Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceTurnovers,2pt And 1 Free Throw Trips,OffCorner3ReboundPct,on,LostBallOutOfBoundsTurnovers,BlockingFouls,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,3SecondViolations,StepOutOfBoundsTurnovers,HeaveAttempts,3pt And 1 Free Throw Trips,BlockedLongMidRange
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,1981.0,33,-1.0,60,61,29,23,8.0,121,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,8,1.0,3.0,5.0,16,71,2.0,2.0,1.0,3.0,1.0,2.0,4.0,9.0,8.0,3.0,3.0,1.0,4.0,2.0,6.0,1.0,1.0,4.0,14.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,9.0,29,1.0,2.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,0.5769230769230769,1.0,0.6428571428571429,0.2727272727272727,20.0,1.0,0.14285714285714285,0.03571428571428571,0.3333333333333333,0.2727272727272727,1.0,1.0,0.36363636363636365,0.25,0.25,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.2,1.0,0.4,0.5,0.5454545454545454,0.3333333333333333,0.44154545454545446,0.4786,0.125,0.5625,7.949999999999999,27.0,0.48333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101142,1610612746,Ronny Turiaf,Ronny Turiaf,101142,LAC,2397.0,40,22.0,68,68,19,24,7.0,136,5.0,7.0,2.0,2.0,,,,,,,,5.0,7,,,,10,62,,4.0,2.0,2.0,,,,4.0,2.0,,,,,,,,,,,,3.0,5.0,1.0,1.0,,1.0,1.0,1.0,9.0,1.0,,,,,,4.0,19,,,,,,0.7142857142857143,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,1.0,,10.38961038961039,1.0,,0.05555555555555555,,1.0,0.7142857142857143,0.8333333333333334,,,,,,,,1.0,1.0,,,1.0,,0.5543,0.57845,0.4,0.4,1.6857142857142857,,0.27941176470588236,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,0.8,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.25,0.08,0.09523809523809523,0.06666666666666667,0.16666666666666666,0.08333333333333333,0.09090909090909091,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.52795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,3788.0,63,-2.0,111,115,25,40,15.0,226,2.0,4.0,2.0,2.0,,1.0,3.0,3.0,7.0,2.0,3.0,4.0,8,3.0,8.0,3.0,20,123,1.0,3.0,2.0,2.0,2.0,3.0,1.0,11.0,,3.0,7.0,3.0,8.0,,8.0,,,4.0,16.0,4.0,12.0,14.0,4.0,3.0,1.0,4.0,,5.0,8.0,,10.0,,6.0,,2.0,11.0,25,,2.0,0.375,0.6666666666666666,0.375,0.5,1.0,0.53125,1.0,0.5263157894736842,0.375,0.7857142857142857,0.5,18.6046511627907,0.8,0.3076923076923077,0.18181818181818182,0.5,0.25,0.5,0.5,0.0625,,,0.1875,0.4375,0.42857142857142855,0.42857142857142855,0.4,1.0,0.6,0.6666666666666666,0.75,0.42857142857142855,0.47499687500000004,0.47391000000000005,0.15,0.55,10.2,25.7,0.22522522522522523,1.0,2.0,1.0,2.0,8.0,,,2.0,6.0,2.0,2.0,,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,0.5,0.3333333333333333,,,0.25,0.14285714285714285,0.06666666666666667,0.037037037037037035,0.07142857142857142,0.3333333333333333,,,1.0,1.0,0.6666666666666666,0.5,1.0,0.469,2.0,1.0,1.0,1.0,6.0,1.0,3.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,0.6666666666666666,0.1111111111111111,0.15384615384615385,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.0625,0.6666666666666666,0.3333333333333333,0.058823529411764705,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,5825.0,97,9.0,175,179,58,77,21.0,354,12.0,15.0,3.0,3.0,,4.0,2.0,1.0,8.0,1.0,4.0,14.0,21,1.0,9.0,8.0,39,193,,4.0,4.0,5.0,1.0,4.0,1.0,12.0,16.0,3.0,8.0,1.0,13.0,5.0,18.0,3.0,2.0,7.0,41.0,3.0,13.0,15.0,2.0,1.0,1.0,4.0,4.0,5.0,10.0,1.0,7.0,,12.0,,1.0,12.0,58,1.0,1.0,0.1111111111111111,0.25,0.1111111111111111,0.6666666666666666,0.8,0.5166666666666667,0.6111111111111112,0.5416666666666666,0.5,0.6,0.3,20.5,0.8,0.14285714285714285,0.14942528735632185,,0.5,0.8,0.8,0.13333333333333333,,,0.06666666666666667,0.26666666666666666,0.125,0.125,0.3333333333333333,1.0,0.4444444444444444,0.25,0.8,0.125,0.46598666666666655,0.4710055555555555,0.10256410256410256,0.3076923076923077,4.980952380952381,25.41111111111111,0.3314285714285714,1.0,2.0,2.0,3.0,12.0,2.0,1.0,1.0,10.0,,2.0,,1.0,4.0,3.0,2.0,3.0,2.0,0.42857142857142855,0.46153846153846156,0.6666666666666666,0.5,0.047619047619047616,,,0.15151515151515152,0.022727272727272728,0.02631578947368421,,0.15384615384615385,0.25,,0.6666666666666666,0.5,0.5,0.5,,0.43585,2.0,1.0,,1.0,,2.0,4.0,,1.0,,,,,5.0,,0.07142857142857142,,0.2727272727272727,1.0,1.0,,0.03333333333333333,,,0.14285714285714285,0.19230769230769232,1.0,1.0,1.0,1.0,1.0,0.25,0.03125,0.04,0.25,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,4672.0,78,3.0,138,142,41,59,19.0,280,4.0,10.0,2.0,6.0,3.0,5.0,11.0,1.0,6.0,,,14.0,26,3.0,11.0,4.0,41,152,,,4.0,9.0,1.0,2.0,,11.0,14.0,,6.0,1.0,5.0,1.0,6.0,1.0,,5.0,13.0,,4.0,5.0,1.0,,1.0,1.0,,2.0,3.0,,5.0,,4.0,1.0,,11.0,41,,,0.2727272727272727,0.5,0.2727272727272727,0.5384615384615384,0.4444444444444444,0.5,0.5,0.5263157894736842,,0.5,0.2972972972972973,24.844720496894407,0.5,,0.057971014492753624,,0.2702702702702703,0.4,0.5,0.13513513513513514,0.6,0.6,0.2972972972972973,0.16216216216216217,0.16666666666666666,0.16666666666666666,0.5454545454545454,0.3333333333333333,,,0.5675675675675675,0.16666666666666666,0.4685486486486486,0.4650318181818181,,0.2682926829268293,9.811538461538463,24.845454545454547,0.2971014492753623,,2.0,,2.0,14.0,,2.0,,4.0,,1.0,1.0,1.0,3.0,,,,,0.5,0.5,,,0.07692307692307693,0.2,,0.07692307692307693,,0.015151515151515152,,0.05,0.1,0.05555555555555555,,0.5,0.5,,,0.5425,7.0,5.0,,2.0,9.0,,,1.0,1.0,,,,,,1.0,,0.08333333333333333,,0.6363636363636364,0.6363636363636364,0.42857142857142855,0.13513513513513514,1.0,,0.02631578947368421,,2.0,1.0,1.0,,,,0.04,0.05263157894736842,0.5,2.0,1.0,2.0,1.0,1.0,0.6666666666666666,0.4,0.4,1.0,0.18181818181818182,0.5,0.08333333333333333,,,,,,,,,True,,,,,,,,,,,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,1228.0,20,-2.0,34,34,5,17,7.0,68,2.0,2.0,,,1.0,1.0,,,,,,3.0,3,,,1.0,7,40,,2.0,,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,5.0,8.0,,,,1.0,1.0,1.0,3.0,,2.0,,2.0,,1.0,1.0,5,1.0,,,,,1.0,,1.0,,0.875,1.0,0.5,,12.195121951219512,1.0,0.25,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,0.6666666666666666,,0.5253666666666666,,0.2857142857142857,0.14285714285714285,2.433333333333333,,0.14705882352941177,1.0,1.0,1.0,1.0,4.0,2.0,,2.0,3.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,0.6666666666666666,1.0,1.0,1.0,,,1.0,0.21428571428571427,0.25,0.21428571428571427,,0.2,0.2,,,0.5,1.0,1.0,,0.5646,,,,,,,,,,,,,,,,0.25,0.25,,,,,,,,,,,1.0,,,,,0.16666666666666666,0.2,,,,,,,1.0,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,1135.0,19,-6.0,35,34,9,15,5.0,69,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,3.0,6,,,4.0,10,46,2.0,4.0,1.0,1.0,,,4.0,6.0,2.0,,,,,1.0,1.0,1.0,,,3.0,1.0,3.0,4.0,,,,,,3.0,5.0,,5.0,,4.0,,2.0,6.0,9,,2.0,,,,0.5,1.0,0.5,1.0,0.625,0.6666666666666666,1.0,,27.5,,0.3333333333333333,0.14285714285714285,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,,,,,1.0,1.0,,,0.5,,0.5010166666666667,0.4431,0.4,0.6,5.716666666666666,,0.2571428571428571,1.0,2.0,1.0,2.0,4.0,,,,1.0,1.0,1.0,,1.0,2.0,,,,,0.6666666666666666,0.6666666666666666,0.5,0.5,,,0.5,0.09090909090909091,,0.08333333333333333,,0.2,,,,1.0,1.0,0.5,1.0,0.58475,,,,,,,,,3.0,2.0,,3.0,,,,,,0.5,,,,,,,,,,1.0,,,,,0.1111111111111111,0.2,,,,,,,,,,,,,,,1.0,,,,,,,True,,,,,,,,,,,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,5079.0,85,7.0,153,158,47,64,18.0,311,9.0,13.0,4.0,6.0,,1.0,3.0,3.0,7.0,1.0,3.0,10.0,17,4.0,10.0,12.0,44,169,2.0,8.0,4.0,6.0,1.0,3.0,4.0,15.0,8.0,,7.0,3.0,3.0,,3.0,,,2.0,6.0,1.0,10.0,15.0,3.0,2.0,1.0,2.0,1.0,4.0,16.0,,8.0,,14.0,,1.0,15.0,47,2.0,1.0,0.4,0.3333333333333333,0.4,0.5882352941176471,0.6666666666666666,0.5925925925925926,0.6111111111111112,0.6470588235294118,1.0,0.625,0.37037037037037035,21.714285714285715,0.5,0.058823529411764705,0.11842105263157894,0.14285714285714285,0.48148148148148145,0.6923076923076923,0.8181818181818182,0.037037037037037035,,,0.1111111111111111,0.25925925925925924,0.42857142857142855,0.5,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.8518518518518519,0.42857142857142855,0.5258111111111111,0.5642277777777778,0.18181818181818182,0.3409090909090909,4.876470588235294,25.96,0.30718954248366015,3.0,3.0,3.0,3.0,12.0,6.0,2.0,4.0,8.0,1.0,5.0,,,8.0,1.0,1.0,1.0,,0.6,0.8571428571428571,1.0,1.0,0.11764705882352941,0.15384615384615385,0.125,0.13559322033898305,0.1,0.07462686567164178,0.10526315789473684,0.13043478260869565,0.16666666666666666,,,0.5555555555555556,1.0,1.0,,0.5895,1.0,3.0,,,12.0,1.0,,1.0,2.0,,,,,6.0,1.0,0.15384615384615385,0.08333333333333333,,0.3333333333333333,0.3333333333333333,1.0,0.1111111111111111,1.0,,0.18181818181818182,0.2608695652173913,,1.0,,,,,0.037037037037037035,0.045454545454545456,,1.0,,,,1.0,,0.3333333333333333,0.3333333333333333,1.0,,,,,2.0,1.0,0.1,0.14285714285714285,,,,True,,,,,,,,,,,
1497,1610612746,Chauncey Billups,Chauncey Billups,1497,LAC,502.0,8,10.0,18,17,14,13,1.0,35,,1.0,,1.0,,,,,2.0,,1.0,,1,,2.0,1.0,1,16,1.0,1.0,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,14,,,,,,,,,,,,,0.6666666666666666,15.789473684210526,,,,,0.3333333333333333,,,,,,,0.6666666666666666,,,0.5,,0.5,,1.0,,0.57625,0.588825,1.0,1.0,0.9,26.5,0.7777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
200797,1610612746,Ryan Hollins,Ryan Hollins,200797,LAC,1334.0,22,5.0,43,47,21,26,4.0,90,2.0,3.0,1.0,2.0,,1.0,1.0,,,,,2.0,5,,,,4,45,,,1.0,2.0,,,,2.0,,,,,1.0,,1.0,,,1.0,2.0,,1.0,4.0,,,,1.0,,1.0,6.0,,3.0,,1.0,,,2.0,21,1.0,,,,,0.4,0.5,0.4,0.5,0.4,,0.5,,12.5,1.0,,,,0.6,0.6666666666666666,1.0,0.2,,,0.2,,,,1.0,0.5,,,0.6,,0.41880000000000006,0.35975,,0.5,6.42,,0.4883720930232558,,,,1.0,4.0,,1.0,2.0,,1.0,3.0,1.0,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,,,0.2,0.3333333333333333,0.5,,0.18181818181818182,0.1875,,,,0.5,1.0,1.0,,,,0.4658,,,,,,,,1.0,,,,,,1.0,,0.25,,,,,,,,,0.2,0.2,,1.0,,1.0,,,0.2,,,,,,,1.0,,,,,,,,0.25,,,,,1.0,1.0,1.0,True,,,,,,,,,,,
