EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,DefThreePtRebounds,LostBallSteals,Loose Ball Fouls,BlockedShortMidRange,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,TwoPtShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Travels,DefCorner3ReboundPct,DefensiveGoaltends,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,BlockingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,BlockingFouls,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Charge Fouls,2pt And 1 Free Throw Trips,on,BadPassOutOfBoundsTurnovers,ShortMidRangeAssists,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Loose Ball Fouls Drawn,Technical Free Throw Trips,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,HeaveAttempts,Clear Path Fouls,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1740,1610612748,Rashard Lewis,Rashard Lewis,1740,MIA,2061.0,34.0,-17.0,67,64,48,34.0,8.0,131,3.0,3.0,2.0,2.0,3.0,7.0,1.0,4.0,1.0,1.0,7.0,14.0,1.0,1.0,15.0,70,5.0,9.0,1.0,1.0,11.0,4.0,10.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,1.0,5.0,1.0,6.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,48,1.0,0.2857142857142857,0.2857142857142857,0.5,0.5555555555555556,0.4666666666666667,0.5,0.46875,0.5,0.06666666666666667,0.07142857142857142,0.14285714285714285,26.666666666666668,0.75,0.125,0.18518518518518517,0.05555555555555555,0.14705882352941177,0.038461538461538464,0.2,0.2857142857142857,0.21428571428571427,0.14285714285714285,1.0,0.2,1.0,1.0,0.6666666666666666,0.4666666666666667,0.42857142857142855,0.5,0.26666666666666666,0.25,0.25,0.06666666666666667,0.2,1.0,0.1,0.26666666666666666,0.4161466666666667,0.41809,0.7333333333333333,9.557142857142859,25.1,0.7164179104477612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201202,1610612748,Joel Anthony,Joel Anthony,201202,MIA,4276.0,71.0,-19.0,132,131,62,73.0,18.0,263,1.0,6.0,,1.0,1.0,2.0,1.0,2.0,,,3.0,10.0,,,6.0,141,1.0,3.0,,,2.0,,6.0,,2.0,,,,,,,,,7.0,8.0,2.0,11.0,10.0,21.0,2.0,2.0,1.0,,3.0,,3.0,1.0,3.0,9.0,13.0,2.0,,,,,4.0,3.0,4.0,3.0,2.0,62,,,,0.3,0.3333333333333333,0.3,0.3333333333333333,0.3,0.3333333333333333,,0.2,,8.49673202614379,,0.2222222222222222,0.1568627450980392,0.15555555555555556,0.140625,0.16393442622950818,0.15384615384615385,0.11764705882352941,0.16666666666666666,0.4,0.75,0.6,0.16666666666666666,0.25,,0.2,0.5,0.5,0.2,0.5,0.5,,0.3333333333333333,,,0.6,0.48577000000000015,0.3449,0.3333333333333333,5.949999999999999,,0.4696969696969697,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.07692307692307693,0.1875,0.23529411764705882,0.06666666666666667,0.2727272727272727,0.1875,0.1,0.75,0.3333333333333333,0.5882000000000001,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
201596,1610612748,Mario Chalmers,Mario Chalmers,201596,MIA,1009.0,17.0,-2.0,32,32,20,28.0,7.0,64,1.0,1.0,1.0,1.0,1.0,4.0,,,,,2.0,5.0,,5.0,9.0,34,2.0,4.0,,5.0,9.0,,4.0,,,,1.0,1.0,1.0,,,,3.0,2.0,1.0,,1.0,2.0,3.0,,,,,,,,,,,1.0,,3.0,,6.0,1.0,,,,,9.0,20,1.0,,,0.4,0.5,0.4,0.5,0.5625,0.6428571428571429,,,,20.0,,,0.1,0.2,0.08333333333333333,0.13333333333333333,,,0.2,,,0.2,1.0,1.0,,0.8,0.25,0.25,,,,,0.25,1.0,,0.2,0.38449999999999995,0.37827500000000003,1.0,7.32,,0.625,1.0,1.0,2.0,2.0,4.0,4.0,,,,,,,1.0,1.0,1.0,,,,0.5,,,,,0.5,1.0,0.36715,0.4444444444444444,2.0,1.0,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
202708,1610612748,Norris Cole,Norris Cole,202708,MIA,3605.0,60.0,-14.0,111,108,50,50.0,12.0,219,4.0,6.0,3.0,4.0,1.0,1.0,4.0,9.0,2.0,1.0,9.0,16.0,4.0,1.0,28.0,113,6.0,7.0,3.0,,21.0,4.0,14.0,2.0,,1.0,2.0,3.0,1.0,1.0,1.0,,8.0,2.0,3.0,,3.0,2.0,5.0,1.0,,,4.0,2.0,1.0,6.0,,6.0,1.0,4.0,1.0,3.0,,4.0,1.0,,,,,21.0,50,1.0,0.2222222222222222,0.2222222222222222,0.5625,0.8571428571428571,0.675,1.05,0.6363636363636364,0.9545454545454546,0.2,,,22.4,0.6666666666666666,,0.06666666666666667,0.05405405405405406,0.05357142857142857,0.041666666666666664,,0.06666666666666667,0.0625,0.125,,0.3,0.6666666666666666,0.6666666666666666,0.25,0.05,1.0,1.0,0.45,0.4444444444444444,0.4444444444444444,0.1,0.4,0.75,0.1,0.5,0.48177000000000003,0.5170600000000001,0.75,11.818750000000001,24.75,0.45045045045045046,,,,,,,,,,,,,,,,,,,,0.13333333333333333,,0.07142857142857142,,,,,,1.0,,0.047619047619047616,0.058823529411764705,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,9.0,1.0,3.0,1.0,1.0,0.75,1.0,0.75,0.25,0.1,1.0,1.0,1.0,0.5,0.5,1.0,0.2,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,1610612748,Mike Miller,Mike Miller,2034,MIA,1839.0,31.0,-13.0,57,58,43,31.0,6.0,115,1.0,1.0,1.0,1.0,,,,1.0,3.0,1.0,1.0,2.0,4.0,,8.0,63,1.0,2.0,2.0,,2.0,,2.0,3.0,,2.0,2.0,4.0,1.0,1.0,2.0,,10.0,1.0,2.0,2.0,7.0,1.0,8.0,,2.0,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,,,,,,,,,,2.0,43,,,,0.5,0.5,0.6666666666666666,0.25,0.6666666666666666,0.25,0.6666666666666666,,,12.698412698412698,0.5,0.2857142857142857,0.09090909090909091,0.06666666666666667,0.17857142857142858,0.05,,0.125,0.125,,,0.16666666666666666,1.0,1.0,,,,,0.16666666666666666,,,0.5,0.25,1.0,0.25,0.8333333333333334,0.4887083333333333,0.4685375,0.25,10.45,25.15,0.7543859649122807,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,,0.5,,,0.2,,,0.4,1.0,1.0,0.6884,0.25,,2.0,,,,1.0,,1.0,2.0,,2.0,,6.0,2.0,1.0,,1.0,0.5,,0.5,,0.16666666666666666,,,,0.6666666666666666,0.6666666666666666,1.0,0.25,,,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,1610612748,James Jones,James Jones,2592,MIA,1937.0,32.0,-15.0,64,61,45,31.0,8.0,125,,,,,,,,3.0,2.0,1.0,,3.0,4.0,,9.0,66,,1.0,2.0,,6.0,,,2.0,,,,,,,,,,,2.0,,3.0,,3.0,,,,1.0,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,,,,,1.0,1.0,1.0,,6.0,45,,,,,,0.6428571428571429,1.0,0.6428571428571429,1.0,0.5714285714285714,,,12.5,0.5,,0.07692307692307693,,0.09090909090909091,,,0.14285714285714285,0.07692307692307693,,,,,,,,,,0.42857142857142855,,,0.2857142857142857,,,0.3333333333333333,0.5714285714285714,0.4438357142857143,0.4236166666666667,0.6666666666666666,18.766666666666666,24.775,0.703125,,,,1.0,,,,1.0,,,,,,,,,0.14285714285714285,,,,,,,,,0.3913,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,9.0,1.0,1.0,,1.0,0.75,1.0,0.75,,0.2857142857142857,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,1610612748,Chris Bosh,Chris Bosh,2547,MIA,758.0,13.0,,24,25,1,15.0,2.0,49,,1.0,,,,,,,,,,1.0,,,,25,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1,,,,,,,,,,,,,11.538461538461538,0.5,,0.1,,0.08333333333333333,,,0.25,,,1.0,1.0,,,,,,,,,,,,,,1.0,0.6581,,,1.2,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612748,Ray Allen,Ray Allen,951,MIA,1543.0,26.0,7.0,45,42,12,15.0,4.0,87,1.0,2.0,,,1.0,2.0,,1.0,3.0,,2.0,5.0,4.0,1.0,8.0,42,1.0,1.0,,,2.0,,4.0,3.0,1.0,1.0,,1.0,,,1.0,,2.0,,3.0,,3.0,1.0,4.0,1.0,2.0,1.0,,,,,,,,1.0,,1.0,,2.0,,,,,,2.0,12,,,,0.4,1.0,0.3888888888888889,1.0,0.4,1.0,0.4444444444444444,0.2,,19.23076923076923,,,0.1875,,0.15,0.045454545454545456,,0.14285714285714285,0.25,0.2,,0.2222222222222222,0.5,1.0,,0.2222222222222222,0.5,0.5,0.1111111111111111,,,0.3333333333333333,,,,0.6666666666666666,0.5149777777777778,0.4132,0.25,7.279999999999999,25.700000000000003,0.26666666666666666,,,,,3.0,,1.0,,1.0,,,,,1.5,1.5,0.5,,0.25,,,0.3333333333333333,0.2,,,,,0.375,1.0,,0.1,0.16666666666666666,,1.0,,,1.0,,1.0,,,1.0,,,,0.25,,0.25,,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,1610612748,Shane Battier,Shane Battier,2203,MIA,1166.0,19.0,-20.0,33,31,3,14.0,8.0,64,,,,,,1.0,,,5.0,,,1.0,8.0,,3.0,40,,,,,,,,5.0,,,,,,,,,,,3.0,1.0,5.0,,5.0,,,,,,,,,,2.0,3.0,,,,,,1.0,,1.0,1.0,,3,,,,,,0.16666666666666666,,0.16666666666666666,,0.8888888888888888,,,20.930232558139537,,0.5,0.23076923076923078,,0.2222222222222222,,,,0.3333333333333333,,1.0,,,,,0.1111111111111111,,,,,,0.5555555555555556,,,,0.8888888888888888,0.5045166666666667,,,4.9,24.4875,0.09090909090909091,,,,,3.0,,,1.0,,,1.0,,,0.5,0.5,,0.2,,,,,0.25,0.3333333333333333,,,0.3468,1.0,,,,,,3.0,,,1.0,,1.0,,3.0,1.0,,,1.0,0.125,,0.125,,0.3333333333333333,,,,0.2,0.25,1.0,,,,0.2,,,,1.0,2.0,1.0,3.0,,,0.3333333333333333,0.6666666666666666,0.5,1.0,1.0,1.0,0.125,0.2,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612748,LeBron James,LeBron James,2544,MIA,1840.0,31.0,-8.0,53,57,14,37.0,9.0,110,5.0,10.0,,,1.0,3.0,,1.0,4.0,1.0,6.0,14.0,4.0,8.0,26.0,66,1.0,1.0,1.0,6.0,8.0,4.0,8.0,4.0,1.0,,3.0,3.0,1.0,2.0,,,9.0,2.0,4.0,,4.0,2.0,6.0,,1.0,1.0,2.0,1.0,,3.0,,,1.0,3.0,,6.0,,8.0,,1.0,1.0,1.0,,8.0,14,,0.3333333333333333,0.3333333333333333,0.42857142857142855,1.0,0.5,0.5,0.5909090909090909,0.8,0.2222222222222222,0.07142857142857142,0.3333333333333333,38.46153846153846,0.6666666666666666,,0.21052631578947367,0.09090909090909091,0.16666666666666666,0.06896551724137931,,0.375,,,,0.5555555555555556,0.5,0.5,0.4,0.16666666666666666,0.3333333333333333,0.5,0.05555555555555555,,,0.2222222222222222,,,0.5,0.7777777777777778,0.5720138888888889,0.336675,0.3076923076923077,3.721428571428572,26.075000000000003,0.2641509433962264,1.0,2.0,1.0,3.0,4.0,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,,,0.14285714285714285,,,0.125,,0.6666666666666666,0.5,0.59005,0.15384615384615385,4.0,1.0,0.18181818181818182,0.2222222222222222,,,,,2.0,,2.0,,,2.0,2.0,,,0.5,,0.5,,,,,,0.5,0.5,,,,,0.5,,,,,,,,6.0,,,,,,,,,,,,2.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
