EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceCorner3FGA,PenaltyFG2M,Fg3aBlocked,BadPassOutOfBoundsTurnovers,BadPassTurnovers,BlockedShortMidRange,PenaltyFg2Pct,FG3APctBlocked,Corner3PctBlocked,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceAtRimFGM,PenaltyAtRimFGM,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,FTDefRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,BlockingFouls,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,Corner3Assists,ShortMidRangeAssists,PenaltyTurnovers,BlockedLongMidRange,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,LongMidRangeAssists,SecondChanceCorner3FGM,SelfOReb,Travels,LongMidRangePctBlocked,SelfORebPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,Arc3PctBlocked,on,Blocked3s,BlockedArc3
101128,1610612745,Francisco Garcia,Francisco Garcia,101128,HOU,7231.0,121,18.0,229,229,52.0,39.0,31.0,458,2,1.0,1.0,2.0,4.0,1.0,2.0,7.0,13.0,1.0,4.0,4.0,15.0,1.0,1.0,1.0,2.0,3.0,8,11.0,28.0,1.0,40.0,244,1.0,2.0,1.0,1.0,5.0,1.0,2.0,6.0,6.0,4.0,2.0,30.0,3.0,15.0,4.0,2.0,5.0,4.0,9.0,4.0,5.0,22.0,1.0,2.0,6.0,7.0,13.0,3.0,16,4.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,16.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,52.0,2.0,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.39285714285714285,1.0,0.3333333333333333,0.39285714285714285,0.375,0.5,0.5416666666666666,0.8333333333333334,0.42857142857142855,0.5405405405405406,0.8333333333333334,0.42857142857142855,0.7777777777777778,0.25,1.0,15.325670498084293,0.3333333333333333,0.10144927536231885,0.0392156862745098,0.125,0.02040816326530612,0.1111111111111111,0.03,0.043478260869565216,0.1111111111111111,0.02564102564102564,0.08333333333333333,0.17857142857142858,0.0625,0.25,1.0,0.05555555555555555,0.1111111111111111,0.5,0.5,0.5,0.05555555555555555,0.5,0.5,1.0,0.3611111111111111,0.5384615384615384,0.5384615384615384,0.8571428571428571,0.4166666666666667,0.26666666666666666,0.26666666666666666,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,0.5714285714285714,0.25,0.2857142857142857,0.5,0.8333333333333334,0.26666666666666666,0.5342777777777779,0.46950000000000003,0.5537928571428571,0.02702702702702703,0.1111111111111111,0.125,0.15,11.362499999999999,24.396428571428572,0.22707423580786026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201166,1610612745,Aaron Brooks,Aaron Brooks,201166,HOU,1661.0,28,12.0,52,53,8.0,16.0,8.0,105,3,,,1.0,3.0,,2.0,,1.0,,,,2.0,,,,,4.0,8,,3.0,,8.0,49,,,,1.0,,1.0,,,2.0,,8.0,,,2.0,,,3.0,1.0,4.0,1.0,3.0,9.0,,1.0,1.0,,1.0,1.0,2,,,,3.0,1.0,1.0,4.0,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,2.0,8.0,,,,,,,,,0.5,,0.36363636363636365,,1.0,0.36363636363636365,,1.0,0.2727272727272727,,,25.0,0.75,,0.06666666666666667,0.07692307692307693,,0.03225806451612903,0.045454545454545456,,0.3333333333333333,,,,0.09090909090909091,,1.0,0.2727272727272727,0.2727272727272727,0.3333333333333333,0.3333333333333333,,0.18181818181818182,,,,0.09090909090909091,,,,0.18181818181818182,,,,,,,,,,,,,0.5454545454545454,,0.4631363636363636,0.5733,0.2932,,,,0.25,8.0375,24.566666666666666,0.15384615384615385,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201600,1610612745,Omer Asik,Omer Asik,201600,HOU,12458.0,208,17.0,399,399,87.0,83.0,56.0,798,36,12.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,22.0,39,,,30.0,74.0,414,6.0,12.0,,,21.0,4.0,,,16.0,32.0,12.0,,,,,5.0,1.0,2.0,3.0,2.0,1.0,8.0,7.0,14.0,20.0,23.0,46.0,21.0,67,3.0,3.0,,4.0,8.0,3.0,12.0,13.0,22.0,1.0,2.0,31.0,,47.0,,18.0,10.0,7.0,10.0,5.0,16.0,87.0,,0.7272727272727273,0.9411764705882353,,,,,,0.5641025641025641,0.5,0.5641025641025641,0.5,0.25,0.6065573770491803,0.525,0.5333333333333333,,0.1282051282051282,0.1388888888888889,15.835140997830802,0.3333333333333333,0.18699186991869918,0.13725490196078433,0.24390243902439024,0.07865168539325842,0.2097560975609756,0.1099476439790576,0.125,0.043478260869565216,0.041666666666666664,0.1794871794871795,0.17647058823529413,0.23214285714285715,0.2692307692307692,0.5,0.9230769230769231,0.02564102564102564,1.0,1.0,,0.05128205128205128,,,,,,,,,,,,1.0,,,,0.5,,,,,0.9230769230769231,,0.5979179487179487,0.58786,0.4735,0.3333333333333333,0.3333333333333333,0.28378378378378377,0.21621621621621623,2.246153846153846,,0.21804511278195488,21.0,,1.0,,2.0,1.0,3.0,0.25,,,0.5833333333333334,0.6774193548387096,,6.0,1.0,9.0,14.0,10.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,7.0,1.0,0.42857142857142855,0.2608695652173913,0.23529411764705882,0.21212121212121213,0.7619047619047619,0.5,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,True,,
201935,1610612745,James Harden,James Harden,201935,HOU,11361.0,189,14.0,362,364,87.0,80.0,50.0,726,26,2.0,5.0,3.0,13.0,1.0,8.0,,,,,14.0,34.0,2.0,5.0,3.0,9.0,19.0,47,14.0,34.0,40.0,120.0,388,1.0,5.0,2.0,5.0,10.0,10.0,3.0,9.0,39.0,6.0,32.0,15.0,27.0,34.0,14.0,6.0,10.0,13.0,23.0,7.0,9.0,59.0,2.0,1.0,10.0,14.0,26.0,3.0,29,10.0,5.0,5.0,13.0,9.0,6.0,22.0,3.0,14.0,1.0,1.0,38.0,,50.0,2.0,20.0,5.0,4.0,5.0,4.0,39.0,87.0,1.0,0.15789473684210525,0.15789473684210525,0.35714285714285715,0.4117647058823529,0.4,0.3333333333333333,0.4117647058823529,0.40425531914893614,0.2,0.49382716049382713,0.4,0.5526315789473685,0.5776699029126213,0.45454545454545453,0.65,0.41975308641975306,0.1276595744680851,0.15384615384615385,29.904306220095695,0.5909090909090909,0.1308411214953271,0.010869565217391304,0.1388888888888889,0.025,0.1340782122905028,0.01744186046511628,0.019230769230769232,,0.03076923076923077,0.14705882352941177,0.14893617021276595,0.14,0.13636363636363635,0.8,0.32098765432098764,0.16049382716049382,0.23076923076923078,0.2727272727272727,,0.09876543209876543,0.125,0.125,,,,,,0.41975308641975306,0.4117647058823529,0.4117647058823529,0.35714285714285715,0.2,0.5,0.4,0.5,0.2631578947368421,,,0.47368421052631576,0.3333333333333333,0.7407407407407407,0.4117647058823529,0.51008125,0.4924611111111111,0.5325555555555556,0.20618556701030927,0.31746031746031744,0.08333333333333333,0.325,6.363829787234043,25.49117647058824,0.24033149171270718,15.0,,6.0,,3.0,7.0,,0.6,,,0.5769230769230769,0.6818181818181818,,1.0,4.0,2.0,18.0,,2.0,3.0,,1.0,1.0,2.0,,1.0,4.0,4.0,6.0,6.0,0.3333333333333333,,,0.07692307692307693,0.2,0.5,,0.8,6.0,1.0,6.0,1.0,1.0,0.15384615384615385,,,,,,,,,,,True,,
201976,1610612745,Patrick Beverley,Patrick Beverley,201976,HOU,9269.0,154,47.0,295,294,52.0,54.0,44.0,589,16,2.0,2.0,7.0,11.0,1.0,5.0,2.0,5.0,,,4.0,10.0,,1.0,1.0,3.0,15.0,32,6.0,15.0,3.0,51.0,290,1.0,5.0,,1.0,2.0,3.0,1.0,3.0,10.0,4.0,26.0,18.0,,10.0,4.0,5.0,9.0,3.0,12.0,3.0,5.0,27.0,5.0,3.0,9.0,10.0,19.0,8.0,27,5.0,1.0,4.0,2.0,2.0,,4.0,5.0,18.0,,1.0,11.0,2.0,3.0,,2.0,2.0,,2.0,2.0,10.0,52.0,1.0,0.13333333333333333,0.13333333333333333,1.0,0.4,,0.3333333333333333,0.4,0.46875,0.2,0.5106382978723404,0.16666666666666666,0.75,0.53125,0.16666666666666666,0.8333333333333334,0.3191489361702128,0.15625,0.25,15.116279069767442,0.5,0.11627906976744186,0.038461538461538464,0.14516129032258066,0.08064516129032258,0.12837837837837837,0.05714285714285714,0.023809523809523808,0.11764705882352941,0.09803921568627451,0.06666666666666667,0.15151515151515152,0.15789473684210525,0.125,1.0,0.3404255319148936,0.23404255319148937,0.6363636363636364,0.7,,0.10638297872340426,0.2,0.2,,0.10638297872340426,0.4,0.4,1.0,0.2127659574468085,0.4,0.4,1.0,0.3333333333333333,0.16666666666666666,,,0.3333333333333333,,,0.5,0.3333333333333333,0.6595744680851063,0.4,0.503668085106383,0.443,0.5622416666666666,0.041666666666666664,0.06060606060606061,0.0392156862745098,0.19607843137254902,6.4468749999999995,24.173333333333336,0.17627118644067796,7.0,,3.0,,1.0,2.0,,1.0,,,0.4375,0.5833333333333334,,1.0,2.0,,1.0,,,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,0.13043478260869565,0.2857142857142857,0.5,,1.0,,2.0,1.0,2.0,,0.09090909090909091,2.0,,,,,,,,,,True,,
202718,1610612745,Chandler Parsons,Chandler Parsons,202718,HOU,11282.0,188,14.0,358,362,75.0,71.0,52.0,720,34,3.0,3.0,2.0,6.0,2.0,6.0,4.0,8.0,2.0,2.0,8.0,23.0,,2.0,,1.0,24.0,46,12.0,31.0,9.0,93.0,373,2.0,3.0,1.0,4.0,9.0,4.0,2.0,3.0,15.0,30.0,18.0,33.0,3.0,23.0,8.0,6.0,6.0,14.0,20.0,5.0,5.0,54.0,4.0,3.0,10.0,15.0,25.0,7.0,32,1.0,,1.0,4.0,9.0,1.0,13.0,5.0,13.0,3.0,1.0,13.0,1.0,14.0,,7.0,1.0,,1.0,,15.0,75.0,2.0,0.625,0.6818181818181818,0.9166666666666666,0.3870967741935484,0.25,0.6666666666666666,0.3870967741935484,0.5217391304347826,0.6666666666666666,0.5454545454545454,0.5,0.7142857142857143,0.5602409638554217,0.5625,0.75,0.4025974025974026,0.13043478260869565,0.11764705882352941,23.076923076923077,0.3076923076923077,0.13513513513513514,0.031914893617021274,0.13513513513513514,0.04819277108433735,0.13513513513513514,0.03954802259887006,0.03773584905660377,0.045454545454545456,0.06060606060606061,0.20588235294117646,0.14285714285714285,0.15384615384615385,0.09090909090909091,,0.44155844155844154,0.07792207792207792,0.3333333333333333,0.4,1.0,0.07792207792207792,0.3333333333333333,0.4,0.5,0.1038961038961039,0.5,0.5,1.0,0.2987012987012987,0.34782608695652173,0.34782608695652173,0.875,0.42857142857142855,0.2857142857142857,,,0.42857142857142855,0.2857142857142857,1.0,0.14285714285714285,,0.8441558441558441,0.34782608695652173,0.5408480519480521,0.6254500000000001,0.57925,0.08536585365853659,0.13725490196078433,0.0967741935483871,0.16129032258064516,4.823913043478261,24.88709677419355,0.20949720670391062,20.0,2.0,2.0,,3.0,3.0,1.0,0.5,,,0.5882352941176471,0.6666666666666666,0.2857142857142857,2.0,2.0,2.0,5.0,4.0,,,1.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,0.03571428571428571,0.6,0.6666666666666666,,0.6666666666666666,9.0,,1.0,,,0.16666666666666666,1.0,1.0,1.0,1.0,0.16666666666666666,0.02857142857142857,0.5,1.0,,,True,,
2568,1610612745,Carlos Delfino,Carlos Delfino,2568,HOU,4497.0,75,8.0,147,141,38.0,45.0,24.0,288,1,,1.0,,,,2.0,3.0,6.0,2.0,3.0,8.0,21.0,3.0,5.0,2.0,7.0,,3,11.0,27.0,,33.0,140,,,3.0,5.0,9.0,1.0,4.0,10.0,12.0,,,30.0,3.0,20.0,8.0,,4.0,2.0,6.0,2.0,4.0,14.0,,,3.0,4.0,8.0,,8,1.0,,1.0,3.0,1.0,1.0,4.0,4.0,10.0,,,2.0,,,,,,,,,12.0,38.0,,,,0.9090909090909091,0.4074074074074074,0.6,0.4,0.4230769230769231,,,0.55,0.9,0.5454545454545454,0.55,0.9,0.5454545454545454,0.9,,,19.883040935672515,0.75,0.08888888888888889,,0.08108108108108109,,0.08536585365853659,,,,,0.14285714285714285,0.058823529411764705,0.1111111111111111,,,0.03333333333333333,,,,,0.06666666666666667,,,,0.2,0.5,0.5,1.0,0.7,0.38095238095238093,0.4,0.875,,1.0,0.6,1.0,0.09090909090909091,0.2727272727272727,0.6666666666666666,0.6363636363636364,0.2857142857142857,0.9333333333333333,0.4,0.5275706896551724,0.6180749999999999,0.49799499999999997,,,0.2727272727272727,0.36363636363636365,14.1,26.814814814814813,0.2585034013605442,,,,1.0,1.0,2.0,,,0.037037037037037035,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,0.3333333333333333,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,1.0,0.047619047619047616,True,,
202391,1610612745,Jeremy Lin,Jeremy Lin,202391,HOU,3419.0,57,-21.0,117,114,25.0,20.0,12.0,231,2,,,,,1.0,2.0,,1.0,,,1.0,7.0,,1.0,1.0,3.0,2.0,4,1.0,8.0,2.0,9.0,127,,,,1.0,,,1.0,3.0,3.0,2.0,2.0,3.0,,7.0,1.0,,2.0,4.0,6.0,4.0,2.0,16.0,,,2.0,4.0,6.0,,6,2.0,1.0,1.0,3.0,1.0,,4.0,4.0,6.0,,,9.0,,2.0,,1.0,1.0,1.0,1.0,1.0,3.0,25.0,,0.5,0.5,1.0,0.125,,0.3333333333333333,0.125,0.5,,0.2916666666666667,,0.5,0.34615384615384615,,0.5,0.6666666666666666,,,13.076923076923077,0.75,0.08695652173913043,,0.11764705882352941,,0.09523809523809523,,,,,0.09090909090909091,0.05263157894736842,,0.2857142857142857,1.0,0.16666666666666666,,,,,0.16666666666666666,0.5,0.5,1.0,0.08333333333333333,,,,0.5833333333333334,0.14285714285714285,0.14285714285714285,1.0,,1.0,,,,,,1.0,0.3333333333333333,0.8333333333333334,0.14285714285714285,0.5468625,,0.5379,0.07692307692307693,0.2,,0.3333333333333333,10.85,24.725,0.21367521367521367,1.0,,,,,3.0,,,,,0.5,0.5,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,True,,
202341,1610612745,James Anderson,James Anderson,202341,HOU,292.0,5,-4.0,10,11,10.0,6.0,,21,1,,1.0,,,,,,,,,,1.0,,,,1.0,,1,,1.0,,,11,,,,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,2.0,3.0,,3,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,0.5,1.0,1.0,20.0,,0.6666666666666666,,0.5,,0.6,,,,,,1.0,0.5,,,0.5,,,,,,,,,,,,,0.5,,,,,,,,0.5,,,0.5,,1.0,,0.52475,,0.52475,,,,,2.0,26.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,True,,
202962,1610612745,Greg Smith,Greg Smith,202962,HOU,559.0,9,-18.0,18,20,,1.0,2.0,38,2,1.0,,,1.0,,,,,,,,,,,,,1.0,3,,,1.0,3.0,27,,1.0,,,,,,,,2.0,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,2,1.0,,1.0,1.0,2.0,1.0,3.0,,1.0,,1.0,1.0,,2.0,,1.0,,,,,,,,1.0,1.0,,,,,,0.3333333333333333,,0.3333333333333333,,,0.375,,,,0.3333333333333333,0.5,33.333333333333336,0.3333333333333333,0.16666666666666666,0.125,,,0.14285714285714285,0.1,0.25,,,,0.3333333333333333,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.6666666666666666,,0.5141,0.5276,,0.25,0.25,,,3.1333333333333333,,,1.0,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,True,,
