EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,ThreePtAssists,Arc3Assists,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,DefAtRimReboundPct,Corner3Assists,FTOffRebounds,FTDefRebounds,SelfOReb,BlockingFouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,3SecondViolations,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,PenaltyCorner3FGM,SecondChanceFG3M,HeaveAttempts,Fg3aBlocked,LongMidRangeAssists,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,DefCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,BlockedShortMidRange,LongMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Defensive 3 Seconds Violations,on,Blocked3s,BlockedArc3,BlockedCorner3
101123,1610612754,Gerald Green,Gerald Green,101123,IND,4222.0,70,-16,129,131,72,39,22,260,1.0,2.0,4.0,3.0,5.0,2.0,7.0,1.0,3.0,3.0,12.0,1.0,2.0,5.0,5.0,10.0,5.0,19.0,2.0,27.0,143,2.0,4.0,6.0,2.0,8.0,2.0,16.0,2.0,8.0,12.0,3.0,12.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,1,3,1.0,4,3.0,2.0,1.0,3.0,1.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,72,1.0,0.2,0.2,0.8,0.2631578947368421,0.25,0.2631578947368421,0.5,0.6666666666666666,0.43103448275862066,0.5,0.45,0.5333333333333333,0.6551724137931034,0.1,1.0,20.754716981132074,1.0,0.02631578947368421,0.09523809523809523,0.03333333333333333,0.05084745762711865,0.013888888888888888,0.047619047619047616,0.06666666666666667,0.11764705882352941,1.0,0.034482758620689655,0.13793103448275862,0.5,0.5,0.5,0.1724137931034483,0.6,0.6,0.2413793103448276,0.2857142857142857,0.2857142857142857,1.0,0.41379310344827586,0.25,0.25,0.6666666666666666,0.5,0.5,0.21428571428571427,0.35714285714285715,0.4,0.6896551724137931,0.25,0.5227448275862069,0.59085,0.49774642857142853,0.03333333333333333,0.09090909090909091,0.5925925925925926,13.620000000000001,24.626315789473683,0.5581395348837209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101133,1610612754,Ian Mahinmi,Ian Mahinmi,101133,IND,652.0,11,-16,25,24,21,11,8,49,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,3.0,29,,1.0,1.0,,,1.0,3.0,,2.0,,,,,,,,,,,,1.0,1,2,1.0,3,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,,3.0,21,,,,,,,,1.0,1.0,1.0,1.0,0.75,0.75,,,,9.375,1.0,0.1,0.3333333333333333,,0.15384615384615385,0.07692307692307693,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,0.5724,0.5724,0.5724,,,1.0,1.3,,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.125,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201571,1610612754,D.J. Augustin,D.J. Augustin,201571,IND,8404.0,140,-55,251,258,88,70,44,509,6.0,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,7.0,14.0,,3.0,4.0,3.0,8.0,7.0,17.0,15.0,42.0,294,2.0,1.0,1.0,3.0,5.0,7.0,18.0,2.0,4.0,18.0,3.0,14.0,7.0,3.0,5.0,6.0,3.0,2.0,13.0,1.0,3.0,1,4,1.0,5,2.0,2.0,,5.0,,4.0,9.0,14.0,17.0,3.0,,,,,18.0,87,2.0,0.3333333333333333,0.3333333333333333,0.8571428571428571,0.4117647058823529,0.6,0.4117647058823529,0.375,1.0,0.54,0.9166666666666666,0.5833333333333334,0.8888888888888888,0.68,0.375,0.5,11.254019292604502,0.4,0.011904761904761904,0.10344827586206896,0.023255813953488372,0.035398230088495575,0.007518796992481203,0.03125,,0.13043478260869565,,0.24,0.04,1.0,1.0,1.0,0.04,1.0,1.0,0.12,,,,0.56,0.5,0.5,0.8571428571428571,1.0,,0.16666666666666666,0.6666666666666666,0.75,0.92,0.5,0.5375719999999999,0.5682,0.4939,0.10714285714285714,0.2727272727272727,0.42857142857142855,4.025,25.647058823529413,0.350597609561753,1.0,,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,0.16666666666666666,0.3333333333333333,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201946,1610612754,Tyler Hansbrough,Tyler Hansbrough,201946,IND,14474.0,241,-47,428,441,180,129,79,869,44.0,4.0,13.0,1.0,5.0,,,,,,,,,,26.0,62.0,,,26.0,78.0,467,,8.0,27.0,,,10.0,26.0,24.0,28.0,,,,,12.0,2.0,5.0,1.0,1.0,13.0,5.0,5.0,16,25,36.0,61,5.0,1.0,4.0,15.0,3.0,11.0,41.0,32.0,44.0,16.0,,,,,26.0,179,5.0,0.46153846153846156,0.6666666666666666,,,,,0.41935483870967744,0.2962962962962963,0.41935483870967744,0.2962962962962963,0.46987951807228917,0.35135135135135137,,0.1935483870967742,0.20454545454545456,18.063314711359403,0.3333333333333333,0.11594202898550725,0.08196721311475409,0.07352941176470588,0.10552763819095477,0.14410480349344978,0.05660377358490566,0.0851063829787234,0.10638297872340426,,0.7096774193548387,0.20967741935483872,0.3076923076923077,0.4,0.5,0.08064516129032258,0.2,0.2,,,,,,,,,,,,,,0.7096774193548387,,0.5097129032258065,0.588509090909091,0.5125777777777779,0.21333333333333335,0.21333333333333335,0.3333333333333333,4.125806451612904,,0.4205607476635514,21.0,11.0,22.0,6.0,18.0,12.0,23.0,13.0,37.0,16.0,28.0,7.0,7.0,8.0,,7.0,0.5217391304347826,0.5217391304347826,0.5441176470588235,0.17391304347826086,0.1590909090909091,0.17391304347826086,0.4772727272727273,0.6,0.9565217391304348,0.5,0.6666666666666666,0.3333333333333333,0.47435897435897434,3.0,1.0,6.0,2.0,4.0,1.0,10.0,1.0,1.0,,,,0.08888888888888889,2.0,3.0,4.0,5.0,3.0,1.0,7.0,4.0,1.0,3.0,1.0,0.23076923076923078,0.36363636363636365,0.14285714285714285,0.203125,0.1509433962264151,0.13333333333333333,0.20833333333333334,0.42857142857142855,1.0,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,True,,,
202331,1610612754,Paul George,Paul George,202331,IND,11721.0,195,-44,349,360,134,90,64,709,17.0,4.0,10.0,3.0,19.0,3.0,4.0,2.0,1.0,7.0,28.0,,2.0,10.0,16.0,46.0,10.0,32.0,25.0,87.0,384,2.0,7.0,18.0,3.0,11.0,7.0,30.0,2.0,30.0,24.0,6.0,24.0,7.0,5.0,17.0,26.0,9.0,6.0,61.0,1.0,9.0,27,39,7.0,46,10.0,5.0,5.0,20.0,,10.0,24.0,29.0,38.0,17.0,2.0,,2.0,,30.0,133,2.0,0.0625,0.06666666666666667,0.8,0.3125,0.2727272727272727,0.35714285714285715,0.34782608695652173,0.3888888888888889,0.3974358974358974,0.39655172413793105,0.45789473684210524,0.4411764705882353,0.41025641025641024,0.10869565217391304,0.29411764705882354,25.968109339407746,0.5,0.23076923076923078,0.19148936170212766,0.018867924528301886,0.21951219512195122,0.037037037037037035,0.023255813953488372,0.2571428571428571,0.18421052631578946,,0.21794871794871795,0.1282051282051282,0.4,0.4,0.25,0.24358974358974358,0.15789473684210525,0.15789473684210525,0.05128205128205128,0.75,1.0,1.0,0.358974358974359,0.25,0.25,0.7142857142857143,0.3333333333333333,,0.034482758620689655,0.3448275862068966,0.2,0.6282051282051282,0.2916666666666667,0.47606756756756763,0.4992083333333333,0.45684259259259263,0.1956521739130435,0.2833333333333333,0.3448275862068966,10.247826086956522,28.965625000000003,0.3839541547277937,9.0,1.0,3.0,4.0,7.0,1.0,4.0,,5.0,2.0,6.0,8.0,,3.0,2.0,2.0,0.25,0.4166666666666667,0.4166666666666667,0.04411764705882353,,0.3076923076923077,0.5294117647058824,0.75,0.5,0.3333333333333333,0.2413793103448276,0.5714285714285714,0.05747126436781609,9.0,6.0,8.0,4.0,4.0,4.0,10.0,,2.0,,,,0.13953488372093023,3.0,,3.0,,,1.0,2.0,2.0,2.0,3.0,,,0.42857142857142855,,0.10344827586206896,,,,,,,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,0.5,0.03125,0.25,0.2222222222222222,0.5,1.0,1.0,0.03125,,,,,,,,True,,,
203111,1610612754,Orlando Johnson,Orlando Johnson,203111,IND,1140.0,19,-10,37,38,34,25,8,75,2.0,,,,2.0,1.0,2.0,,2.0,,1.0,,,1.0,1.0,4.0,1.0,3.0,5.0,10.0,43,,1.0,4.0,1.0,3.0,5.0,10.0,,2.0,3.0,,1.0,,,1.0,1.0,,,2.0,,,1,1,,1,,,,1.0,,,,5.0,8.0,2.0,,,,,10.0,34,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.35714285714285715,0.35714285714285715,0.45454545454545453,0.45454545454545453,0.42857142857142855,,,26.666666666666664,,0.14285714285714285,,,0.07142857142857142,,,0.25,,,0.2857142857142857,,,,,0.2857142857142857,,,0.2857142857142857,0.5,0.5,1.0,0.14285714285714285,,,,,,0.2857142857142857,0.14285714285714285,,0.7142857142857143,,0.46356428571428576,,0.46356428571428576,0.2222222222222222,0.3333333333333333,1.0,10.649999999999999,23.8,0.918918918918919,1.0,,,1.0,2.0,,,,,,,1.0,,2.0,,2.0,,,,,,,0.5,0.5,,,0.2857142857142857,0.5,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,True,,,
203162,1610612754,Ben Hansbrough,Ben Hansbrough,203162,IND,841.0,14,-6,27,27,24,16,6,54,1.0,,,,1.0,,,,,,1.0,,,1.0,,2.0,,1.0,,,32,,,2.0,,1.0,,,,,,,1.0,,,,2.0,,,6.0,,,1,1,,1,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,,24,1.0,,,,,,,,,,,,,0.3333333333333333,,,15.625,0.5,0.16666666666666666,,,0.08333333333333333,,,0.25,,,0.3333333333333333,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,,,,,0.3333333333333333,,0.6666666666666666,,0.5079333333333333,,0.5079333333333333,,,,10.25,25.2,0.8888888888888888,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,0.3333333333333333,,,2.0,1.0,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
201579,1610612754,Roy Hibbert,Roy Hibbert,201579,IND,10513.0,175,-3,300,305,104,75,56,605,32.0,13.0,30.0,3.0,15.0,,,,,,,,,,32.0,77.0,,,21.0,85.0,311,,8.0,20.0,,,10.0,26.0,30.0,34.0,,,,,5.0,1.0,4.0,1.0,,11.0,7.0,6.0,19,27,35.0,62,6.0,2.0,4.0,12.0,4.0,6.0,13.0,24.0,29.0,9.0,8.0,,8.0,4.0,26.0,104,,0.46875,0.6818181818181818,,,,,0.4155844155844156,0.4,0.4155844155844156,0.4,0.46703296703296704,0.5,,0.06493506493506493,0.09375,26.89295039164491,0.5,0.1919191919191919,0.14285714285714285,0.17073170731707318,0.1773049645390071,0.22012578616352202,0.17142857142857143,0.30303030303030304,0.12121212121212122,0.5,0.4155844155844156,0.38961038961038963,0.43333333333333335,0.4482758620689655,0.5384615384615384,0.19480519480519481,0.2,0.21428571428571427,,,,,,,,,,,,,,0.4155844155844156,,0.47486883116883116,0.5431521739130435,0.500455,0.10588235294117647,0.10588235294117647,0.3058823529411765,7.0298701298701305,,0.3466666666666667,16.0,9.0,21.0,5.0,9.0,11.0,26.0,11.0,33.0,20.0,28.0,4.0,2.0,6.0,6.0,5.0,0.4230769230769231,0.4230769230769231,0.5,0.23728813559322035,0.2222222222222222,0.08333333333333333,0.5,0.5517241379310345,0.8076923076923077,0.42857142857142855,0.45,0.5555555555555556,0.38823529411764707,3.0,3.0,1.0,1.0,,1.0,6.0,,,1.0,2.0,,0.2,,,2.0,7.0,,1.0,1.0,3.0,1.0,1.0,1.0,0.03333333333333333,0.2857142857142857,,0.2653061224489796,0.21212121212121213,0.16666666666666666,0.1794871794871795,0.375,0.6666666666666666,,,,,,,,,,,,,0.2222222222222222,,,,,2.0,0.06666666666666667,,,,,,True,,,
201588,1610612754,George Hill,George Hill,201588,IND,7433.0,124,-12,216,224,87,67,39,440,5.0,5.0,8.0,3.0,13.0,,2.0,,1.0,4.0,15.0,5.0,1.0,6.0,10.0,26.0,4.0,17.0,6.0,38.0,228,5.0,5.0,12.0,1.0,7.0,5.0,18.0,4.0,16.0,12.0,,15.0,4.0,1.0,5.0,8.0,4.0,1.0,19.0,,2.0,6,8,1.0,9,5.0,3.0,2.0,9.0,,4.0,8.0,9.0,9.0,3.0,,,,,17.0,86,2.0,0.2,0.2,1.0,0.23529411764705882,0.14285714285714285,0.23529411764705882,0.38461538461538464,0.4166666666666667,0.37209302325581395,0.34210526315789475,0.40425531914893614,0.4090909090909091,0.3953488372093023,0.038461538461538464,,20.66420664206642,0.5555555555555556,0.0967741935483871,0.05555555555555555,,0.08163265306122448,0.008547008547008548,,0.08695652173913043,0.038461538461538464,,0.11627906976744186,0.18604651162790697,0.625,0.625,0.2,0.3023255813953488,0.23076923076923078,0.25,0.046511627906976744,,,,0.3488372093023256,0.26666666666666666,0.26666666666666666,1.0,,0.5555555555555556,0.05263157894736842,0.3157894736842105,0.16666666666666666,0.5116279069767442,0.26666666666666666,0.45810476190476185,0.4703785714285714,0.4473611111111111,0.08695652173913043,0.10344827586206896,0.47368421052631576,11.76923076923077,26.6,0.4027777777777778,2.0,,,1.0,2.0,1.0,4.0,,8.0,,1.0,5.0,,1.0,,,0.25,0.4444444444444444,0.4444444444444444,0.011764705882352941,,0.2,0.4,0.4,,,0.10526315789473684,0.5,0.21052631578947367,3.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,0.03125,,,,0.5,,,,,2.0,,,,1.0,1.0,0.4,,,0.1,,,,0.058823529411764705,,0.07692307692307693,2.0,0.4,1.0,,,True,,,
201965,1610612754,Jeff Ayres,Jeff Ayres,201965,IND,2447.0,41,-13,75,78,39,25,10,153,5.0,,1.0,1.0,5.0,,1.0,1.0,1.0,,,,,,4.0,11.0,,1.0,,8.0,87,1.0,1.0,5.0,,1.0,,2.0,6.0,2.0,,,,,,,1.0,,,3.0,,4.0,3,7,1.0,8,1.0,1.0,,2.0,,5.0,8.0,1.0,,,2.0,,2.0,2.0,2.0,39,,0.75,0.75,,,,,0.36363636363636365,0.2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,,,15.909090909090908,0.5,0.16666666666666666,0.3333333333333333,,0.23333333333333334,0.02564102564102564,,0.2857142857142857,0.3333333333333333,1.0,0.4166666666666667,0.08333333333333333,,,,0.4166666666666667,0.2,0.2,0.08333333333333333,,,,,,,,0.5,,0.16666666666666666,,,0.5,,0.4648333333333334,0.6684,0.45265000000000005,,,0.25,10.209090909090909,23.9,0.52,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,1.0,0.5,0.5,0.04,,,0.6,0.6,0.5,1.0,0.3333333333333333,0.5,0.25,1.0,1.0,,,,,1.0,,,,,,0.14285714285714285,,,,,,,1.0,1.0,1.0,,,,,,,0.06666666666666667,,,0.6666666666666666,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,2.0,,,,,1.0,1.0,True,,,
