EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,OffRebounds,BadPassSteals,BadPassTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,BlockingFouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,PtsPutbacks,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Corner3Assists,FTDefRebounds,2pt And 1 Free Throw Trips,3SecondViolations,AtRimPctBlocked,DefFTReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,SelfOReb,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,SelfORebPct,SecondChanceFtPoints,PenaltyFtPoints,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,Loose Ball Fouls Drawn,on,NonShootingPenaltyNonTakeFouls,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,HeaveAttempts
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,559.0,9,3.0,17,16,3.0,1.0,33,1.0,2.0,1.0,2.0,3.0,16,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.75,0.75,1.0,16.666666666666668,1.0,0.25,0.2222222222222222,0.25,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.57345,24.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,5067.0,84,-4.0,157,153,14.0,20.0,310,2.0,8.0,2.0,14.0,18.0,166,6.0,8.0,2.0,4.0,5.0,11.0,2.0,1.0,1.0,,3.0,,5.0,1.0,,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.3103448275862069,0.5,17.679558011049725,0.3333333333333333,0.06349206349206349,0.06097560975609756,0.13636363636363635,0.04,1.0,0.2857142857142857,0.25,0.2857142857142857,1.0,0.5714285714285714,0.25,0.4750375,24.599999999999998,37.0,2.0,2.0,2.0,9.0,1.0,3.0,6.0,1.0,3.0,2.0,2.0,5.0,14.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,2.0,8.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,11.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,37.0,0.2,0.2,0.35714285714285715,1.0,0.3333333333333333,0.4,0.125,0.4,0.125,0.07142857142857142,0.2857142857142857,0.4444444444444444,0.125,0.16666666666666666,0.03636363636363636,0.05263157894736842,0.13043478260869565,0.0641025641025641,0.06666666666666667,0.11764705882352941,0.16666666666666666,0.08333333333333333,0.07142857142857142,1.0,1.0,0.5,0.32142857142857145,0.2222222222222222,0.4,0.10714285714285714,0.3333333333333333,0.3333333333333333,0.21428571428571427,0.2,0.4,0.375,0.25,0.427675,0.43715625,0.034482758620689655,0.06666666666666667,0.2222222222222222,0.1111111111111111,9.957142857142857,0.2356687898089172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,1711.0,29,-13.0,54,53,11.0,11.0,107,,2.0,,2.0,8.0,66,,2.0,,1.0,1.0,2.0,,,,,,2.0,4.0,,,,,,,,0.4444444444444444,0.4444444444444444,0.2222222222222222,13.432835820895521,,0.06666666666666667,0.047619047619047616,,0.2,,0.2222222222222222,,,,0.5555555555555556,,0.5650833333333334,25.25,23.0,3.0,3.0,,2.0,1.0,2.0,,,,,,4.0,7.0,,1.0,1.0,,2.0,3.0,4.0,,6.0,2.0,6.0,,,1.0,,1.0,,,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,6.0,23.0,0.25,0.3333333333333333,0.5714285714285714,1.0,0.75,1.0,0.75,1.0,0.75,,,,,,0.047619047619047616,,,0.03333333333333333,0.07142857142857142,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2222222222222222,,,0.2222222222222222,0.5,0.5,,,,,,0.6413,0.621,,,0.25,0.75,8.457142857142857,0.42592592592592593,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,4461.0,74,-3.0,137,135,12.0,15.0,272,,,,,29.0,143,,,,14.0,23.0,27.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.48148148148148145,0.5,,22.292993630573246,0.8333333333333334,0.22950819672131148,0.28205128205128205,0.2857142857142857,0.16666666666666666,1.0,,,,,0.2222222222222222,,0.45065185185185186,,26.0,5.0,6.0,3.0,8.0,5.0,13.0,,,,,,13.0,27.0,3.0,4.0,6.0,,8.0,1.0,1.0,,2.0,16.0,10.0,2.0,,9.0,4.0,13.0,2.0,8.0,1.0,,30.0,2.0,2.0,,8.0,4.0,,4.0,1.0,,,3.0,,,4.0,5.0,3.0,,2.0,26.0,0.6153846153846154,0.6666666666666666,0.48148148148148145,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,,0.07407407407407407,0.125,,,0.0425531914893617,0.47058823529411764,0.1,0.05970149253731343,0.041666666666666664,0.13333333333333333,,0.36363636363636365,0.2222222222222222,0.8333333333333334,1.0,0.4,0.2962962962962963,0.375,0.42857142857142855,0.48148148148148145,0.38461538461538464,0.38461538461538464,,,,,,0.46052,0.5057,0.10344827586206896,0.10344827586206896,0.27586206896551724,0.06896551724137931,11.25925925925926,0.1897810218978102,2.0,2.0,1.0,1.0,2.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.25,0.6666666666666666,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
959,1610612747,Steve Nash,Steve Nash,959,LAL,2981.0,50,7.0,93,89,3.0,10.0,182,,3.0,,3.0,21.0,86,,3.0,,1.0,2.0,3.0,,,2.0,,3.0,,1.0,,,,,,,,0.42857142857142855,0.4772727272727273,0.14285714285714285,23.80952380952381,0.6666666666666666,0.021739130434782608,0.034482758620689655,,,,0.14285714285714285,,,,0.3333333333333333,,0.46430476190476194,24.7,3.0,3.0,4.0,3.0,8.0,3.0,6.0,,,,1.0,,9.0,18.0,3.0,1.0,2.0,1.0,2.0,,,,,4.0,14.0,,1.0,5.0,3.0,8.0,2.0,1.0,1.0,3.0,19.0,,1.0,,1.0,1.0,,2.0,1.0,,,,,,3.0,3.0,2.0,,,3.0,0.2222222222222222,0.25,0.5,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,0.3333333333333333,,0.030303030303030304,0.08333333333333333,,0.021739130434782608,0.06666666666666667,,,0.1111111111111111,0.19047619047619047,0.75,0.75,0.3333333333333333,0.38095238095238093,0.375,0.375,0.2857142857142857,0.5,0.5,,,0.3333333333333333,,,0.5371,,0.09090909090909091,0.10526315789473684,0.09523809523809523,,11.172222222222222,0.03225806451612903,1.0,1.0,,,2.0,0.3333333333333333,1.0,,,1.0,,1.0,,,,,0.07692307692307693,,,0.3333333333333333,1.0,1.0,1.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,4518.0,75,-8.0,141,138,11.0,19.0,279,,,,,43.0,153,,,,15.0,19.0,24.0,,,2.0,1.0,6.0,4.0,11.0,6.0,,6.0,2.0,,,,0.6071428571428571,0.5972222222222222,,25.766871165644172,0.3333333333333333,0.2727272727272727,0.2676056338028169,0.1111111111111111,0.4166666666666667,0.3333333333333333,,,,,0.6071428571428571,,0.561475,,36.0,12.0,17.0,4.0,10.0,1.0,1.0,,,,,,17.0,28.0,9.0,2.0,4.0,,5.0,4.0,5.0,,15.0,26.0,8.0,2.0,,,1.0,1.0,1.0,,,,3.0,1.0,4.0,,4.0,5.0,,1.0,4.0,,,1.0,1.0,,20.0,18.0,6.0,,15.0,36.0,0.7647058823529411,0.8125,0.6071428571428571,0.5,0.8,0.5,0.8,0.5,0.6818181818181818,,0.07142857142857142,,,,0.08,0.25,0.047619047619047616,0.07042253521126761,0.1111111111111111,0.06666666666666667,,0.18181818181818182,0.6071428571428571,0.7058823529411765,0.8,0.8333333333333334,0.35714285714285715,0.4,0.4,0.03571428571428571,1.0,1.0,,,,,,0.5893666666666667,0.56366,0.1875,0.1875,0.11627906976744186,0.3488372093023256,3.867857142857143,0.2553191489361702,2.0,4.0,4.0,4.0,2.0,1.0,0.5,0.8,1.0,,,2.0,,0.11764705882352941,,,0.23076923076923078,0.4,0.5,1.0,,,,,1.0,7.0,1.0,3.0,3.0,4.0,6.0,1.0,2.0,0.058823529411764705,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2768,1610612747,Chris Duhon,Chris Duhon,2768,LAL,489.0,8,-4.0,16,17,,,33,,,,,,23,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,3263.0,54,-8.0,100,99,12.0,11.0,199,2.0,6.0,5.0,9.0,24.0,109,12.0,6.0,2.0,5.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,7.0,2.0,1.0,2.0,,0.8,0.5555555555555556,0.5555555555555556,0.6052631578947368,0.631578947368421,0.47368421052631576,18.749999999999996,1.0,0.11904761904761904,0.08771929824561403,,0.21052631578947367,,0.3157894736842105,0.3333333333333333,0.3333333333333333,0.5,0.47368421052631576,0.3333333333333333,0.4615578947368421,24.377777777777776,16.0,,,1.0,3.0,3.0,7.0,3.0,,1.0,,2.0,4.0,10.0,1.0,,1.0,,,1.0,2.0,3.0,8.0,,8.0,1.0,,5.0,,5.0,,3.0,,2.0,10.0,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,8.0,16.0,,,0.4,,0.5,,0.8,,0.8,,0.1,0.3333333333333333,,,,,,,,,,,,,,,0.15789473684210525,0.3333333333333333,0.5,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.15789473684210525,,,0.2,0.4,0.3751,0.42594000000000004,0.05263157894736842,0.1,,0.3333333333333333,14.580000000000002,0.16,,,,,,,,,,,1.0,1.0,,,1.0,,0.07692307692307693,,,,,,,,,,,,,,1.0,,,,,3.0,1.0,1.0,2.0,3.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,,True,,,,,,,,,,,,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,303.0,5,3.0,9,8,2.0,3.0,17,,,,,2.0,9,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,8.333333333333334,,0.5,0.3333333333333333,1.0,,,,,,,1.0,,0.4723,,7.0,1.0,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,2.0,7.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.25,,,0.2,0.3333333333333333,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.4723,0.4723,,,1.0,1.0,2.3,0.7777777777777778,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
202726,1610612747,Andrew Goudelock,Andrew Goudelock,202726,LAL,1244.0,21,1.0,37,36,2.0,7.0,73,2.0,3.0,2.0,3.0,12.0,41,6.0,3.0,2.0,,,,2.0,,1.0,1.0,1.0,,1.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.75,0.75,0.375,19.565217391304348,1.0,,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.375,0.6666666666666666,0.45700624999999995,24.766666666666666,21.0,,,2.0,4.0,1.0,1.0,,,,,2.0,3.0,5.0,,,,,,3.0,3.0,2.0,12.0,2.0,4.0,,,2.0,,2.0,,1.0,,1.0,4.0,,,,,,2.0,,,,,1.0,,,,,,,12.0,21.0,0.3333333333333333,0.3333333333333333,0.6,,1.0,,1.2,,1.2,,,,,,,,,,,,,,,,,,0.5,0.5,0.5,0.125,1.0,1.0,,,,,0.4,,0.46414,,,,1.0,8.940000000000001,0.5675675675675675,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,
