EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,TsPct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,ShootingFouls,Offensive Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,BadPassTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,SecondChanceFtPoints,Charge Fouls,ShortMidRangePctBlocked,LongMidRangeAssists,LostBallSteals,Offensive Fouls Drawn,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,StepOutOfBoundsTurnovers,Travels,SecondChanceArc3Frequency,BlockingFoulsDrawn,BlockedShortMidRange,OffLongMidRangeReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangeAssists,ShortMidRangePctAssisted,on,BlockingFouls,BlockedLongMidRange,OffCorner3ReboundPct,Defensive 3 Seconds Violations,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct
101130,1610612737,Johan Petro,Johan Petro,101130,ATL,878.0,15,-3,26,28,4.0,3,2,54,1.0,1.0,1.0,1.0,25,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,0.25,10.714285714285714,1.0,0.18181818181818182,0.1,0.25,0.2,0.09090909090909091,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4101,0.5,0.5,4.1,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,1666.0,28,-4,53,55,29.0,18,4,108,3.0,9.0,7.0,17.0,58,1.0,2.0,5.0,7.0,1.0,8.0,,,2.0,,1.0,4.0,,7.0,1.0,10.0,1.0,29.0,0.6071428571428571,27.586206896551726,,0.2777777777777778,0.058823529411764705,0.25,0.2692307692307692,0.05,,0.5,0.3333333333333333,,0.3333333333333333,0.4810333333333333,0.1,0.1,9.288888888888888,0.5471698113207547,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,2.0,3.0,4.0,7.0,13.0,4.0,6.0,2.0,3.0,3.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,13.0,1.0,3.0,0.4,0.5,0.5555555555555556,1.0,0.75,0.5555555555555556,1.0,0.75,1.0,0.8125,0.3333333333333333,0.2,0.4,0.25,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.25,1.0,0.3333333333333333,0.6533,0.501525,0.11764705882352941,0.7647058823529411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201229,1610612737,Anthony Tolliver,Anthony Tolliver,201229,ATL,4105.0,68,16,131,136,68.0,67,16,267,,3.0,1.0,24.0,114,1.0,2.0,3.0,6.0,3.0,9.0,1.0,,1.0,,1.0,7.0,4.0,4.0,,3.0,1.0,68.0,0.8,10.884353741496598,1.0,0.06521739130434782,0.023255813953488372,0.07692307692307693,0.06944444444444445,0.05084745762711865,0.06666666666666667,0.125,0.09523809523809523,0.125,,0.5549821428571429,0.07142857142857142,0.3333333333333333,0.7999999999999999,0.5190839694656488,1.0,3.0,,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,13.0,2.0,,,,1.0,,,2.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,13.0,3.0,1.0,1.0,1.0,0.3333333333333333,,,0.8214285714285714,,0.8571428571428571,,0.8125,,,0.05555555555555555,,1.0,0.21428571428571427,0.3333333333333333,1.0,,,,,,,1.0,,0.14285714285714285,,1.0,,0.52335,,0.5416666666666666,3.0,5.0,1.0,2.0,4.0,6.0,3.0,4.0,7.0,11.0,4.0,6.0,21.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6363636363636364,0.6666666666666666,0.6363636363636364,0.7857142857142857,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.125,0.15384615384615385,1.0,0.35714285714285715,0.6,0.6,1.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.5,0.5714285714285714,0.75,0.6666666666666666,25.218181818181815,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201952,1610612737,Jeff Teague,Jeff Teague,201952,ATL,1297.0,22,2,38,39,19.0,12,7,77,3.0,7.0,3.0,5.0,27,,,,,1.0,1.0,1.0,,2.0,1.0,,2.0,,4.0,,4.0,2.0,19.0,0.25,26.666666666666664,0.5,,,,,0.047619047619047616,,,,,0.375,0.45175624999999997,0.2,0.2222222222222222,9.342857142857142,0.5,,2.0,,,,2.0,1.0,,2.0,1.0,,,3.0,,3.0,,,,2.0,,,2.0,,,4.0,,,1.0,,,,,,,,,,,,,0.14285714285714285,,,0.125,,,0.75,,,,,,,0.25,,,0.3333333333333333,0.5,0.25,,,,,,0.5,,0.375,,0.4943125,0.6,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,2.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,0.125,0.2857142857142857,0.5,,0.2,0.2,,,,,,0.125,,,,,,0.25,,,24.9,3.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,2440.0,41,2,78,83,35.0,32,8,161,,6.0,3.0,13.0,75,,,3.0,3.0,,3.0,2.0,,2.0,,1.0,3.0,,3.0,,3.0,,35.0,0.46153846153846156,17.24137931034483,1.0,0.12,,,0.07317073170731707,,,0.2,0.25,,,0.4723958333333334,,,18.46666666666667,0.44871794871794873,,,,,,,,2.0,6.0,2.0,,,,1.0,2.0,3.0,5.0,2.0,2.0,,1.0,2.0,,1.0,5.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,5.0,,1.0,0.5,0.5,0.3333333333333333,,0.5,0.4166666666666667,,0.2,,0.3333333333333333,,,,,1.0,,,,,,0.5,0.3333333333333333,0.4,0.5,,,,,0.5,,0.48097,,0.38461538461538464,,1.0,,,2.0,5.0,,3.0,2.0,6.0,,3.0,6.0,5.0,2.0,1.0,1.0,,,,1.0,,2.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.16666666666666666,,,,,,0.08333333333333333,,,,0.4166666666666667,0.4,0.4,1.0,,,0.6,,0.4,24.933333333333334,,,,1.0,1.0,2.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2734,1610612737,Devin Harris,Devin Harris,2734,ATL,2843.0,47,12,90,93,43.0,32,10,183,1.0,13.0,5.0,15.0,81,1.0,2.0,4.0,6.0,1.0,7.0,2.0,1.0,4.0,,2.0,3.0,,6.0,,6.0,2.0,43.0,0.35714285714285715,24.752475247524753,0.5,0.12903225806451613,0.034482758620689655,0.125,0.1276595744680851,0.025,0.09090909090909091,0.16666666666666666,0.08333333333333333,0.4,0.05555555555555555,0.41165882352941174,0.1,0.13333333333333333,8.569230769230769,0.4777777777777778,4.0,7.0,1.0,1.0,3.0,3.0,,1.0,5.0,5.0,1.0,1.0,2.0,3.0,5.0,5.0,11.0,,10.0,,2.0,4.0,2.0,,10.0,,,2.0,,,1.0,,,,,11.0,2.0,1.0,,,0.38461538461538464,1.0,0.6,0.2777777777777778,0.5,0.3333333333333333,0.5,0.4583333333333333,,0.15384615384615385,,,,0.3888888888888889,0.5714285714285714,0.6666666666666666,,,0.2777777777777778,0.2,0.2,,0.5,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3376,0.43135625,0.13333333333333333,0.7333333333333333,,,,,,5.0,,4.0,,5.0,,4.0,,4.0,,1.0,2.0,,,,4.0,1.0,1.0,1.0,,,,,,0.2777777777777778,0.07692307692307693,0.14285714285714285,,,,,,,,,0.2777777777777778,,,,,,0.4444444444444444,,,30.139999999999997,,,,2.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
201274,1610612737,Ivan Johnson,Ivan Johnson,201274,ATL,2070.0,34,15,66,68,36.0,29,9,134,1.0,8.0,3.0,9.0,47,2.0,2.0,3.0,5.0,2.0,7.0,,,,,,7.0,1.0,7.0,,6.0,2.0,36.0,0.4090909090909091,14.473684210526315,,0.14285714285714285,0.08695652173913043,0.13333333333333333,0.1388888888888889,0.0625,0.1,,0.1111111111111111,0.2,0.125,0.588425,0.2,0.2,1.775,0.5454545454545454,3.0,7.0,1.0,1.0,2.0,4.0,,,,3.0,1.0,1.0,2.0,2.0,5.0,3.0,7.0,4.0,2.0,2.0,,1.0,,,2.0,,,,3.0,,1.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,0.6666666666666666,1.0,0.375,1.0,0.4,0.375,1.0,0.4,1.0,0.5,,0.25,0.1,,0.5,0.875,0.42857142857142855,1.0,,,,,,,1.0,1.0,0.8,0.5,0.875,0.4904,0.5957399999999999,0.2222222222222222,0.7777777777777778,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,3.0,,,,,,,0.5,0.5714285714285714,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,0.14285714285714285,,,,,,,,True,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,1850.0,31,8,58,62,26.0,26,9,120,2.0,12.0,8.0,23.0,51,2.0,3.0,1.0,4.0,2.0,6.0,2.0,,2.0,,,2.0,,9.0,,14.0,5.0,26.0,0.5227272727272727,35.82089552238806,1.0,0.05,0.1111111111111111,0.25,0.125,0.07142857142857142,0.3333333333333333,,0.16666666666666666,,0.13333333333333333,0.46357,0.25,0.29411764705882354,9.833333333333334,0.4482758620689655,4.0,5.0,2.0,2.0,,,,2.0,5.0,6.0,2.0,2.0,5.0,,1.0,4.0,4.0,4.0,8.0,4.0,2.0,3.0,1.0,1.0,8.0,1.0,,,2.0,,2.0,,,,,4.0,,2.0,0.3333333333333333,0.5,0.5,1.0,,0.5,1.0,,0.8333333333333334,0.3333333333333333,,,0.3333333333333333,0.125,,0.3333333333333333,0.8,0.8,,,0.3333333333333333,0.4,0.4,0.5,1.0,1.0,,,0.5333333333333333,0.65065,0.4594,0.21739130434782608,0.17391304347826086,,,,,1.0,3.0,,1.0,1.0,3.0,,1.0,3.0,3.0,1.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,,1.0,0.3333333333333333,,0.3333333333333333,0.2,,,,,,0.25,,,,,0.2,0.3333333333333333,0.3333333333333333,1.0,,,0.5,,0.3333333333333333,25.666666666666668,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
2563,1610612737,Dahntay Jones,Dahntay Jones,2563,ATL,826.0,14,5,28,29,20.0,29,3,57,,2.0,2.0,2.0,24,,,1.0,1.0,,1.0,,,1.0,,1.0,1.0,,3.0,1.0,2.0,,20.0,0.3333333333333333,13.333333333333334,,0.09090909090909091,,,0.058823529411764705,,,,0.1111111111111111,,,0.4109,,,17.85,0.7142857142857143,,,,,,,,,2.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,0.4109,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,843.0,14,10,29,29,20.0,29,4,58,1.0,2.0,,,22,,2.0,,2.0,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,20.0,,9.375,1.0,,,0.3333333333333333,0.11764705882352941,,,,,,0.5,0.57265,,,3.95,0.6896551724137931,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,2.0,3.0,2.0,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,,,,,,,,0.5,0.3637,0.3637,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
