EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,AtRimAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,Technical Free Throw Trips,BlockedShortMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyCorner3FGM,PenaltyCorner3FGA,HeaveAttempts,Clear Path Fouls,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceTurnovers,ShortMidRangePctBlocked,SecondChanceCorner3FGM,Charge Fouls,Blocked3s,BlockedCorner3,OffArc3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,on
101138,1610612738,Brandon Bass,Brandon Bass,101138,BOS,11220.0,187.0,-22.0,343.0,343,93.0,68,22.0,686,7.0,11.0,3.0,6.0,1.0,1.0,3.0,5.0,3.0,9.0,13.0,25.0,10.0,36.0,348.0,4.0,8.0,1.0,9.0,3.0,5.0,3.0,9.0,16.0,10.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,13.0,1.0,5.0,1.0,12.0,14.0,2.0,28.0,7.0,35.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,16.0,1.0,11.0,1.0,1.0,13.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,9.0,93.0,2.0,1.0,0.6153846153846154,0.7272727272727273,0.52,0.5,0.6,0.52,0.5,0.6,0.5806451612903226,0.5,0.6428571428571429,0.12,0.18181818181818182,0.1111111111111111,9.48509485094851,0.75,0.2,0.16666666666666666,0.11666666666666667,0.050505050505050504,0.25,0.021739130434782608,0.15476190476190477,0.041379310344827586,0.07692307692307693,0.04,0.041666666666666664,0.07692307692307693,0.07317073170731707,0.22727272727272727,0.10526315789473684,0.275,0.125,0.1111111111111111,1.0,0.44,0.6363636363636364,0.7777777777777778,0.5714285714285714,0.2,0.6,0.6,0.3333333333333333,0.36,0.3333333333333333,0.375,1.0,0.75,0.5,0.3333333333333333,0.2,1.0,0.44,0.51102,0.5342,0.43262,0.1724137931034483,0.1724137931034483,0.25,0.25,8.756000000000002,0.27113702623906705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101183,1610612738,Shavlik Randolph,Shavlik Randolph,101183,BOS,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,15318.0,255.0,-34.0,468.0,465,130.0,91,29.0,933,13.0,24.0,,,2.0,5.0,7.0,12.0,8.0,29.0,28.0,65.0,26.0,115.0,472.0,,,3.0,6.0,4.0,15.0,10.0,27.0,20.0,36.0,,5.0,25.0,7.0,32.0,3.0,4.0,10.0,71.0,1.0,3.0,,6.0,19.0,5.0,30.0,4.0,34.0,,5.0,5.0,,22.0,10.0,10.0,12.0,4.0,32.0,8.0,9.0,,21.0,2.0,41.0,1.0,6.0,29.0,3.0,13.0,2.0,3.0,2.0,3.0,,,27.0,130.0,1.0,2.0,0.35714285714285715,0.35714285714285715,0.4307692307692308,,0.26666666666666666,0.419811320754717,0.3,0.3541666666666667,0.4830508474576271,0.4166666666666667,0.45,0.07692307692307693,0.16666666666666666,0.034482758620689655,30.0,0.6875,0.4166666666666667,,0.11728395061728394,0.022727272727272728,0.0759493670886076,0.015384615384615385,0.1037344398340249,0.02030456852791878,0.02564102564102564,0.05714285714285714,,0.05555555555555555,0.05084745762711865,0.15625,0.15492957746478872,0.06153846153846154,0.14285714285714285,,,0.22641509433962265,0.5416666666666666,0.65,0.38461538461538464,0.11320754716981132,0.5833333333333334,0.5833333333333334,0.14285714285714285,0.27358490566037735,0.27586206896551724,0.2857142857142857,0.5,,,,0.20833333333333334,0.4,0.6132075471698113,0.498616037735849,0.554475,0.45255208333333324,0.11206896551724138,0.17333333333333334,0.05217391304347826,0.23478260869565218,10.372307692307693,0.2777777777777778,1.0,6.0,2.0,10.0,35.0,1.0,3.0,3.0,9.0,11.0,41.0,1.0,5.0,3.0,9.0,30.0,3.0,35.0,10.0,13.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,0.9090909090909091,0.2682926829268293,0.2,0.3333333333333333,0.2682926829268293,0.3867924528301887,0.05660377358490566,0.16666666666666666,0.16666666666666666,1.0,0.330188679245283,0.2857142857142857,0.2857142857142857,0.9,0.4,0.6,0.3333333333333333,1.0,0.375,0.3333333333333333,0.2857142857142857,24.87317073170732,,,,,,,,,,,,,,,,,True
1891,1610612738,Jason Terry,Jason Terry,1891,BOS,9826.0,164.0,-6.0,299.0,293,107.0,79,20.0,592,2.0,4.0,,,1.0,2.0,3.0,6.0,3.0,8.0,8.0,18.0,9.0,64.0,301.0,,,1.0,4.0,3.0,6.0,3.0,36.0,10.0,6.0,,1.0,6.0,5.0,11.0,3.0,2.0,2.0,27.0,,,,5.0,6.0,,11.0,,11.0,,3.0,2.0,1.0,3.0,2.0,,1.0,,3.0,2.0,4.0,,8.0,,5.0,1.0,,11.0,,2.0,2.0,1.0,1.0,1.0,,,36.0,107.0,,1.0,0.625,0.625,0.4444444444444444,,0.5,0.5851063829787234,0.75,0.868421052631579,0.6078431372549019,0.75,0.875,0.05555555555555555,0.25,,16.927899686520377,1.0,,,0.0594059405940594,,0.08771929824561403,,0.06962025316455696,,,,,,0.02564102564102564,0.09090909090909091,0.075,0.06382978723404255,0.2,,,0.0851063829787234,0.5,0.6666666666666666,1.0,0.1276595744680851,0.5,0.5,0.6666666666666666,0.1702127659574468,0.375,0.375,0.3333333333333333,,,,0.10526315789473684,0.5,0.7021276595744681,0.4926858695652175,0.5450250000000001,0.4816078947368421,0.04081632653061224,0.1,0.0625,0.5625,11.288888888888888,0.35785953177257523,3.0,5.0,,10.0,24.0,1.0,2.0,7.0,11.0,13.0,29.0,1.0,2.0,9.0,13.0,30.0,9.0,23.0,10.0,2.0,2.0,,,,,,3.0,,0.7692307692307693,0.4482758620689655,0.5,0.6923076923076923,0.4642857142857143,0.6170212765957447,0.10638297872340426,0.6,0.6,0.3333333333333333,0.5106382978723404,0.4166666666666667,0.4166666666666667,0.9,,1.0,0.5,1.0,0.5789473684210527,0.6363636363636364,0.43478260869565216,25.806896551724137,2.0,2.0,1.0,1.0,0.10526315789473684,1.0,,,,,,,,,,,True
202340,1610612738,Avery Bradley,Avery Bradley,202340,BOS,10468.0,174.0,-33.0,312.0,310,60.0,55,18.0,622,9.0,17.0,,,2.0,2.0,,4.0,3.0,9.0,12.0,30.0,4.0,34.0,316.0,,,,,3.0,4.0,2.0,8.0,12.0,12.0,,6.0,3.0,2.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,,3.0,7.0,,10.0,2.0,12.0,,11.0,6.0,5.0,5.0,4.0,5.0,1.0,,10.0,,3.0,,10.0,,3.0,,,4.0,,1.0,1.0,1.0,,1.0,1.0,,8.0,60.0,2.0,1.0,0.5,0.5,0.4,,0.75,0.39473684210526316,,0.75,0.425,,0.8,0.2,0.23529411764705882,,15.015015015015015,0.5,,,0.0625,0.011235955056179775,0.058823529411764705,0.022222222222222223,0.06134969325153374,0.014925373134328358,,,0.023809523809523808,0.07692307692307693,0.10256410256410256,,0.0625,0.07317073170731707,,,1.0,0.4473684210526316,0.5294117647058824,0.6923076923076923,0.4444444444444444,0.10526315789473684,,,,0.23684210526315788,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.5,1.0,0.6578947368421053,0.5318526315789475,0.59385,0.55485,0.02564102564102564,0.03225806451612903,,0.23529411764705882,7.753333333333333,0.19230769230769232,2.0,8.0,1.0,,,,,,,2.0,8.0,,1.0,,,6.0,,,,1.0,1.0,4.0,1.0,,,,,1.0,1.0,0.25,,,0.25,0.21052631578947367,0.21052631578947367,0.25,0.25,1.0,,,,,1.0,,,,,,,23.212500000000002,,,,,,,1.0,0.5,,,,,,,,,True
201145,1610612738,Jeff Green,Jeff Green,201145,BOS,13795.0,230.0,-42.0,419.0,416,114.0,76,27.0,835,17.0,26.0,,,5.0,7.0,3.0,12.0,5.0,17.0,25.0,55.0,34.0,108.0,430.0,1.0,1.0,6.0,14.0,7.0,12.0,10.0,33.0,18.0,32.0,,7.0,5.0,7.0,12.0,7.0,,3.0,31.0,2.0,2.0,,9.0,12.0,1.0,22.0,4.0,26.0,,1.0,,1.0,9.0,5.0,8.0,4.0,3.0,17.0,4.0,7.0,1.0,20.0,3.0,33.0,,3.0,41.0,3.0,21.0,1.0,3.0,2.0,4.0,3.0,,33.0,114.0,2.0,1.0,0.36,0.36,0.45454545454545453,1.0,0.5833333333333334,0.5068493150684932,1.3333333333333333,0.575,0.5869565217391305,1.1666666666666667,0.6111111111111112,0.12727272727272726,0.11538461538461539,,24.33035714285714,0.5294117647058824,0.1,,0.08275862068965517,0.01680672268907563,0.1267605633802817,0.03636363636363636,0.09722222222222222,0.022988505747126436,0.058823529411764705,,,,0.09803921568627451,0.034482758620689655,0.09230769230769231,0.1206896551724138,0.15384615384615385,,0.75,0.3561643835616438,0.6538461538461539,0.7391304347826086,0.35294117647058826,0.1643835616438356,0.25,0.375,0.6666666666666666,0.2328767123287671,0.29411764705882354,0.29411764705882354,0.2,,,,0.35,0.7142857142857143,0.6027397260273972,0.5180102739726028,0.49891666666666673,0.5260100000000001,0.23076923076923078,0.2876712328767123,0.12962962962962962,0.3055555555555556,7.736363636363636,0.2720763723150358,5.0,8.0,1.0,3.0,10.0,1.0,1.0,1.0,6.0,8.0,18.0,2.0,2.0,3.0,8.0,24.0,,10.0,3.0,1.0,1.0,,2.0,1.0,1.0,3.0,,1.0,1.0,0.4444444444444444,1.0,0.375,0.4444444444444444,0.2465753424657534,0.1095890410958904,0.625,0.625,1.0,0.136986301369863,0.3,0.3,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3,0.16666666666666666,0.3,24.444444444444443,2.0,2.0,,,0.1,1.0,,0.3333333333333333,1.0,2.0,1.0,1.0,0.04878048780487805,1.0,1.0,,True
201584,1610612738,Courtney Lee,Courtney Lee,201584,BOS,1200.0,20.0,-4.0,37.0,42,8.0,1,1.0,79,,,,,,,,1.0,1.0,2.0,1.0,3.0,4.0,6.0,41.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,,,,,,2.0,1.0,3.0,,2.0,,,4.0,,2.0,,,,,,,2.0,8.0,,,1.0,1.0,0.3333333333333333,,,0.3333333333333333,,,0.6,,0.5,,,,13.157894736842104,,,,0.07142857142857142,,0.14285714285714285,,0.09523809523809523,,,,,,,,0.14285714285714285,0.16666666666666666,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,0.4232666666666667,,0.4116,0.4,0.4,,0.3333333333333333,14.299999999999999,0.21621621621621623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
201944,1610612738,Terrence Williams,Terrence Williams,201944,BOS,1838.0,31.0,-7.0,61.0,59,29.0,23,3.0,120,2.0,4.0,,,1.0,2.0,,,,,2.0,4.0,,4.0,55.0,,,,,1.0,2.0,,2.0,2.0,2.0,,,2.0,3.0,5.0,3.0,,1.0,13.0,,,,3.0,4.0,,7.0,,7.0,,,,,4.0,2.0,,2.0,,4.0,1.0,1.0,,1.0,,2.0,,1.0,,,,,1.0,1.0,1.0,,,2.0,29.0,,,0.5,0.5,0.5,,0.5,0.2857142857142857,,0.25,0.2857142857142857,,0.25,,,,16.666666666666664,1.0,,,0.2,,0.21428571428571427,,0.20588235294117646,,,,,,0.2,0.25,0.16666666666666666,0.2727272727272727,,,,0.5714285714285714,0.5,0.5,0.5,,,,,,,,,,,,0.5,0.5,1.0,0.5975857142857143,,0.591825,,,,0.5,1.0,0.47540983606557374,,1.0,,,2.0,,,,1.0,,3.0,,,,2.0,,,2.0,,,1.0,,,,,,,,,,,,,0.42857142857142855,0.14285714285714285,,,,0.2857142857142857,,,,,,,,0.25,,,24.900000000000002,,1.0,,,0.25,,,,,,,,,,,,True
202348,1610612738,Jordan Crawford,Jordan Crawford,202348,BOS,1871.0,31.0,-1.0,63.0,60,20.0,18,7.0,123,,1.0,,,,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,11.0,63.0,,,,3.0,,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,3.0,,1.0,,,2.0,,1.0,,,,,,,3.0,20.0,,,0.5,0.5,0.4,,,0.45454545454545453,1.5,0.3,0.4583333333333333,1.5,0.3,,,,20.28985507246377,0.5,,,0.05555555555555555,,,,0.038461538461538464,,,,,,,,0.125,,,,,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.09090909090909091,1.0,1.0,,,,,0.2,,0.6363636363636364,0.4482090909090909,0.4869,0.42052999999999996,0.08333333333333333,0.16666666666666666,0.2727272727272727,0.2727272727272727,6.24,0.31746031746031744,,1.0,,2.0,5.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,2.0,,,,,,,,,,0.5,0.3333333333333333,1.0,0.25,0.3333333333333333,0.5454545454545454,0.09090909090909091,,,,0.45454545454545453,0.4,0.4,0.5,,1.0,1.0,,0.8,0.25,0.4,26.266666666666666,,,,,,,,,,1.0,,,,,,,True
708,1610612738,Kevin Garnett,Kevin Garnett,708,BOS,10830.0,180.0,-9.0,330.0,327,86.0,38,18.0,657,8.0,10.0,,1.0,3.0,3.0,5.0,14.0,11.0,19.0,24.0,43.0,12.0,60.0,317.0,,2.0,2.0,2.0,5.0,7.0,7.0,17.0,32.0,16.0,,,14.0,4.0,18.0,3.0,1.0,1.0,40.0,1.0,4.0,,19.0,42.0,3.0,64.0,5.0,69.0,,5.0,3.0,2.0,9.0,3.0,10.0,6.0,1.0,19.0,5.0,9.0,1.0,20.0,1.0,17.0,4.0,1.0,13.0,,2.0,4.0,5.0,5.0,5.0,3.0,,17.0,86.0,,4.0,0.6666666666666666,0.6666666666666666,0.5581395348837209,,0.7142857142857143,0.5333333333333333,,0.625,0.5784313725490197,0.3333333333333333,0.7083333333333334,,,,20.0,0.47368421052631576,0.6,,0.358974358974359,0.04081632653061224,0.31666666666666665,0.022222222222222223,0.3446327683615819,0.03496503496503497,0.03571428571428571,0.07692307692307693,0.022727272727272728,,0.27906976744186046,0.38095238095238093,0.41509433962264153,0.3,0.4,,0.6,0.2222222222222222,0.8,0.8,0.75,0.3111111111111111,0.35714285714285715,0.35714285714285715,0.4,0.4222222222222222,0.5789473684210527,0.5789473684210527,0.7272727272727273,0.5,,,0.375,1.0,0.26666666666666666,0.4419455555555555,0.5045999999999999,0.43026249999999994,0.0425531914893617,0.044444444444444446,0.03333333333333333,0.2833333333333333,11.197674418604652,0.2606060606060606,,,,,2.0,,,,1.0,,2.0,,,,1.0,,,2.0,,11.0,2.0,2.0,,7.0,,,1.0,,,,,,,0.044444444444444446,,,,,0.044444444444444446,,,,,,,,0.125,,,24.95,,,,,,,,,,,,,0.03125,,,2.0,True
