EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,LongMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,FTDefRebounds,SelfOReb,LostBallTurnovers,Charge Fouls,BlockedLongMidRange,SecondChanceFg3Pct,DefFTReboundPct,DefCorner3ReboundPct,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGA,BadPassOutOfBoundsTurnovers,BlockingFouls,SecondChanceArc3Frequency,Blocked3s,BlockedArc3,BlockedShortMidRange,OffArc3ReboundPct,SecondChanceFtPoints,Technical Free Throw Trips,LongMidRangePctBlocked,on,SecondChanceArc3FGM,StepOutOfBoundsTurnovers,Travels,BlockingFoulsDrawn,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,FTOffRebounds,Offensive Fouls,Defensive 3 Seconds Violations,OffFTReboundPct,3SecondViolations
201144,1610612763,Mike Conley,Mike Conley,201144,MEM,125.0,2.0,5,4,4.0,4,9,1.0,1.0,1.0,1.0,2.0,6,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,0.4158,0.4158,1.0,11.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201188,1610612763,Marc Gasol,Marc Gasol,201188,MEM,4860.0,81.0,148,144,69.0,45,292,9.0,22.0,15.0,39.0,40.0,161,11.0,22.0,30.0,16.0,28.0,68.0,0.38461538461538464,0.5,0.38461538461538464,0.5,0.43478260869565216,0.5357142857142857,28.313253012048193,0.5641025641025641,0.4090909090909091,0.45,0.42188461538461536,0.42558636363636365,0.75,10.73846153846154,0.46621621621621623,-14.0,15.0,2.0,4.0,1.0,2.0,1.0,3.0,4.0,13.0,10.0,3.0,5.0,6.0,8.0,14.0,2.0,3.0,2.0,4.0,6.0,2.0,2.0,1.0,1.0,16.0,1.0,3.0,5.0,10.0,15.0,4.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,19.0,3.0,2.0,16.0,2.0,4.0,5.0,4.0,4.0,4.0,1.0,2.0,4.0,0.4666666666666667,0.5,0.6,0.6,0.6,0.07692307692307693,0.25,0.09090909090909091,0.20408163265306123,0.04918032786885246,0.25,0.05555555555555555,0.21739130434782608,0.05063291139240506,0.08333333333333333,0.05263157894736842,0.03333333333333333,0.16666666666666666,0.21428571428571427,0.35,0.2631578947368421,0.25,0.10256410256410256,0.5,0.6666666666666666,1.0,0.2222222222222222,0.3333333333333333,0.3076923076923077,0.3076923076923077,0.75,0.4,0.5,1.0,0.13636363636363635,0.3333333333333333,0.10256410256410256,0.560975,0.0975609756097561,0.0975609756097561,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
201573,1610612763,Jerryd Bayless,Jerryd Bayless,201573,MEM,5147.0,86.0,154,155,63.0,45,309,,,13.0,24.0,58.0,167,4.0,9.0,15.0,22.0,15.0,63.0,0.5416666666666666,0.4444444444444444,0.6025641025641025,0.39285714285714285,0.6590909090909091,0.46875,27.325581395348838,,,,0.44040000000000007,0.4229461538461538,0.25862068965517243,16.9875,0.4090909090909091,9.0,16.0,1.0,4.0,,1.0,1.0,2.0,12.0,20.0,11.0,1.0,2.0,2.0,4.0,4.0,,1.0,9.0,2.0,11.0,,2.0,2.0,1.0,24.0,,,2.0,8.0,10.0,,10.0,2.0,1.0,1.0,,3.0,,4.0,11.0,1.0,7.0,,,11.0,,3.0,1.0,,,,,1.0,1.0,0.15384615384615385,0.15384615384615385,0.5,0.5,0.5,0.041666666666666664,0.25,,0.17777777777777778,,0.07407407407407407,,0.1388888888888889,,,,,,0.21428571428571427,0.1,0.08333333333333333,,0.10256410256410256,0.25,0.3333333333333333,,,0.5128205128205128,0.6,0.6,0.16666666666666666,0.5,,,0.14285714285714285,0.5,0.48717948717948717,0.37395,0.09302325581395349,0.1111111111111111,0.034482758620689655,1.0,2.0,1.0,1.0,6.0,13.0,4.0,7.0,15.0,1.0,5.0,21.0,1.0,12.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.4666666666666667,0.2,0.5,0.38461538461538464,0.6666666666666666,0.2727272727272727,0.05128205128205128,0.5,0.5,1.0,0.3333333333333333,0.46153846153846156,0.46153846153846156,1.0,0.07142857142857142,1.0,0.2857142857142857,0.5,0.0625,26.69333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202347,1610612763,Quincy Pondexter,Quincy Pondexter,202347,MEM,5062.0,84.0,157,158,61.0,46,315,1.0,3.0,3.0,7.0,21.0,165,2.0,4.0,13.0,2.0,13.0,60.0,0.42857142857142855,0.5,0.45,0.5,0.4772727272727273,0.5416666666666666,13.40782122905028,0.15,0.3333333333333333,0.5,0.539207894736842,0.5115555555555555,0.6190476190476191,7.1000000000000005,0.3885350318471338,1.0,18.0,2.0,3.0,,1.0,2.0,2.0,,1.0,3.0,,2.0,3.0,3.0,4.0,,2.0,1.0,2.0,3.0,2.0,,1.0,,8.0,1.0,3.0,4.0,,5.0,4.0,9.0,2.0,2.0,1.0,,2.0,,4.0,8.0,,6.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,,1.0,,1.0,2.0,0.6666666666666666,0.6666666666666666,,0.5,0.5,0.2857142857142857,0.3333333333333333,0.3333333333333333,,0.04838709677419355,0.14814814814814814,0.047619047619047616,0.0547945205479452,0.04819277108433735,,,0.09375,0.1111111111111111,,,0.12,,0.15,0.6666666666666666,1.0,0.5,1.0,0.05,,,,0.3333333333333333,,,0.2,1.0,0.8,0.5445,0.05,0.14285714285714285,0.14285714285714285,2.0,6.0,,1.0,2.0,7.0,5.0,4.0,13.0,2.0,6.0,6.0,1.0,6.0,2.0,,,1.0,,,,,0.5,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.65,0.5,,0.3,0.3333333333333333,0.3333333333333333,1.0,0.35,0.2857142857142857,0.2857142857142857,,0.1,,0.5,0.3333333333333333,,28.66153846153846,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.5,0.1,0.3333333333333333,1.0,1.0,0.4,,,,,,,,,,,,True,,,,,,,,,,,
2039,1610612763,Keyon Dooling,Keyon Dooling,2039,MEM,6815.0,114.0,205,206,81.0,58,411,2.0,5.0,3.0,11.0,27.0,236,2.0,5.0,8.0,2.0,8.0,80.0,0.2727272727272727,0.4,0.4375,0.3333333333333333,0.5,0.5,12.931034482758621,0.20833333333333334,0.4,0.6666666666666666,0.48708541666666666,0.4868666666666666,0.2962962962962963,13.518181818181818,0.3951219512195122,-18.0,23.0,1.0,1.0,,,1.0,1.0,,5.0,6.0,,,,4.0,4.0,,2.0,4.0,,4.0,,,2.0,1.0,8.0,,,2.0,3.0,5.0,,5.0,1.0,,2.0,,3.0,2.0,3.0,14.0,1.0,9.0,,2.0,6.0,,1.0,2.0,,,,,4.0,2.0,0.6666666666666666,0.6666666666666666,,,,0.18181818181818182,,0.4,0.05172413793103448,,0.058823529411764705,,0.05434782608695652,,,,,,0.05263157894736842,0.08695652173913043,0.06451612903225806,,0.041666666666666664,1.0,1.0,1.0,0.5,0.20833333333333334,,,,,,,0.16666666666666666,1.0,0.5833333333333334,0.504,0.04,0.08333333333333333,,3.0,6.0,,,2.0,7.0,1.0,5.0,13.0,,1.0,15.0,,7.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,0.38461538461538464,,0.38461538461538464,0.5416666666666666,0.3333333333333333,,0.25,0.5,0.5,1.0,0.2916666666666667,0.2857142857142857,0.2857142857142857,1.0,,,0.16666666666666666,0.2857142857142857,,25.023076923076925,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,
201589,1610612763,Darrell Arthur,Darrell Arthur,201589,MEM,3542.0,59.0,106,109,39.0,29,215,2.0,2.0,8.0,18.0,16.0,139,1.0,3.0,2.0,6.0,2.0,39.0,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4444444444444444,0.3333333333333333,16.666666666666668,0.1111111111111111,1.0,1.0,0.4598333333333333,0.47876666666666673,0.125,12.899999999999999,0.36792452830188677,-24.0,12.0,2.0,5.0,2.0,5.0,,1.0,4.0,11.0,,3.0,6.0,6.0,,10.0,4.0,1.0,,1.0,1.0,1.0,,,,3.0,2.0,4.0,3.0,1.0,8.0,6.0,14.0,1.0,,2.0,,2.0,,5.0,12.0,3.0,1.0,,1.0,,,,,1.0,,2.0,2.0,2.0,,0.625,0.8333333333333334,0.5,0.5,0.5,0.05555555555555555,0.2,,0.041666666666666664,0.08333333333333333,0.15789473684210525,0.15384615384615385,0.09302325581395349,0.09836065573770492,0.18181818181818182,,0.06666666666666667,0.16666666666666666,,,0.1875,1.0,0.2777777777777778,0.4,0.5,,0.5,0.6111111111111112,0.36363636363636365,0.36363636363636365,1.0,0.8333333333333334,0.4,,0.3333333333333333,,0.2777777777777778,0.514175,,,0.375,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,1.0,,,0.6666666666666666,,0.1111111111111111,,,,,,1.0,,,1.0,1.0,1.0,0.14285714285714285,,,,True,,,,,,,,,,,
2419,1610612763,Tayshaun Prince,Tayshaun Prince,2419,MEM,2300.0,38.0,70,66,33.0,18,136,1.0,2.0,1.0,6.0,3.0,95,,3.0,,2.0,,32.0,0.16666666666666666,,0.14285714285714285,,0.16666666666666666,,11.11111111111111,0.2857142857142857,0.5,0.5,0.39662857142857144,0.40142500000000003,,14.883333333333335,0.4714285714285714,-17.0,8.0,,,,,,,,4.0,1.0,,,,,,,,4.0,2.0,6.0,,2.0,2.0,2.0,14.0,,,1.0,2.0,3.0,,3.0,1.0,,,,,,3.0,3.0,,3.0,,,5.0,,,1.0,,,,,,,,,,,,,,,0.09523809523809523,,0.1,,0.0967741935483871,,,,,,,0.125,0.1111111111111111,,,,,,,0.5714285714285714,,,,,,,,,0.14285714285714285,,0.125,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,0.14285714285714285,,0.16666666666666666,0.14285714285714285,,,,,,,,0.25,,,,0.5,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
2754,1610612763,Tony Allen,Tony Allen,2754,MEM,1550.0,26.0,48,47,16.0,14,95,,,1.0,5.0,4.0,62,,,2.0,2.0,2.0,15.0,0.2,,0.2,,0.3333333333333333,1.0,16.9811320754717,,,,0.48568,,0.5,2.1799999999999997,0.3333333333333333,-18.0,5.0,1.0,5.0,,1.0,,,,,2.0,,1.0,,2.0,,,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,2.0,2.0,3.0,1.0,1.0,,3.0,,2.0,4.0,,2.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,0.05263157894736842,,0.3333333333333333,,0.09090909090909091,,0.125,,,,,,,1.0,0.2,0.2,,,,,,,1.0,,,,,1.0,0.3788,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,True,,,,,,,,,,,
202334,1610612763,Ed Davis,Ed Davis,202334,MEM,702.0,12.0,19,22,7.0,12,41,,,,2.0,,23,,1.0,,,,7.0,,,,,,,12.5,,,,0.4194,0.3088,,2.5,0.3684210526315789,-9.0,4.0,,2.0,,1.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,1.0,2.0,1.0,3.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,0.16666666666666666,0.1,,,0.1,0.07692307692307693,,,0.25,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,1.0,0.3088,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
202720,1610612763,Jon Leuer,Jon Leuer,202720,MEM,162.0,3.0,5,6,,3,11,,,,1.0,,6,,,,,,,,,,,,,20.0,,,,0.3936,,,19.9,,-2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,
