EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,Corner3Frequency,PenaltyCorner3Frequency,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,AtRimPctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,SecondChanceFtPoints,PenaltyFtPoints,OffTwoPtRebounds,SelfOReb,Steals,BadPassSteals,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,OffThreePtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,BlockingFouls,BlockedAtRim,RecoveredBlocks,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,LongMidRangePctAssisted,PenaltyArc3FGA,DefCorner3ReboundPct,PenaltyArc3Frequency,PenaltyArc3FGM,PenaltyFG3M,SecondChanceTurnovers,PenaltyFg3Pct,PenaltyArc3Accuracy,BlockingFoulsDrawn,on,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,Fg3aBlocked,Travels,Charge Fouls,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Frequency,PtsUnassisted3s,Offensive Fouls Drawn,Corner3Assists,3SecondViolations,Charge Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,HeaveAttempts,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,SecondChanceAtRimPctAssisted
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,1924.0,32,-18.0,67,65,10,14.0,6.0,132,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,5.0,2.0,4.0,12.0,79.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,5.0,3.0,4.0,2.0,10,0.6666666666666666,1.0,1.0,0.5,0.5,0.6,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,0.4444444444444444,0.2,0.5,12.0,0.25,0.25,0.13333333333333333,0.14285714285714285,0.13636363636363635,0.3333333333333333,0.125,0.2,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2222222222222222,0.4444444444444444,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.7777777777777778,0.5,0.46272222222222226,0.5014,0.5014,0.16666666666666666,0.16666666666666666,4.4,25.275,0.14925373134328357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,489.0,8,-4.0,16,17,12,,,33,,,,,,,1.0,,,,1.0,,3.0,,23.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,12,,,,,,,,,,,,,,,0.75,1.0,1.0,25.0,,,,,,,,,,,,,0.25,,,,,,,,,0.75,,0.5048375,,0.5316,,,5.8,24.133333333333336,0.75,3.0,2.0,2.0,0.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,2749.0,46,-17.0,89,90,12,11.0,8.0,179,3.0,8.0,,,1.0,1.0,1.0,,3.0,4.0,11.0,,3.0,12.0,97.0,,,,1.0,2.0,2.0,4.0,4.0,,,3.0,,1.0,6.0,8.0,3.0,18.0,,1.0,2.0,,3.0,,3.0,,,2.0,12,0.5,0.5,,,,0.36363636363636365,,0.5,0.2857142857142857,,0.5,0.375,,0.5,0.21428571428571427,0.09090909090909091,,21.649484536082475,,,0.07142857142857142,0.1111111111111111,0.08108108108108109,,0.08333333333333333,0.16666666666666666,0.5714285714285714,0.375,0.42857142857142855,0.6666666666666666,0.07142857142857142,0.21428571428571427,,,,,,0.5,1.0,0.7857142857142857,,0.5012964285714286,,0.3724,,0.16666666666666666,5.527272727272727,25.53333333333333,0.1348314606741573,,,,,,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,1.0,0.125,0.6,0.125,0.14285714285714285,0.5,0.5,1.0,0.125,0.08333333333333333,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,1974.0,33,-14.0,63,63,18,1.0,6.0,126,8.0,8.0,1.0,1.0,2.0,2.0,5.0,,,10.0,13.0,,,29.0,78.0,1.0,1.0,4.0,2.0,3.0,8.0,16.0,4.0,,2.0,,,,1.0,1.0,,2.0,,3.0,7.0,,10.0,3.0,13.0,1.0,3.0,8.0,18,0.8,0.8888888888888888,,,,0.7692307692307693,1.0,0.6666666666666666,0.7692307692307693,1.0,0.6666666666666666,0.6904761904761905,0.6666666666666666,0.5,,,,36.231884057971016,,,0.35,0.5,0.38461538461538464,0.2857142857142857,0.5,0.6,0.6153846153846154,1.0,1.0,0.875,0.38461538461538464,,,,,1.0,1.0,0.6666666666666666,1.0,0.6153846153846154,,0.4764307692307692,0.5463,0.4586666666666666,0.13793103448275862,0.27586206896551724,3.1384615384615384,,0.2857142857142857,,,,,,,,,9.0,,,,1.0,,3.0,,1.0,1.0,2.0,,4.0,13.0,18.0,8.0,,,0.75,0.2,,,,,0.42105263157894735,0.42105263157894735,,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.21428571428571427,0.14285714285714285,0.3333333333333333,0.1111111111111111,0.5,0.3333333333333333,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2768,1610612747,Chris Duhon,Chris Duhon,2768,LAL,4073.0,68,-26.0,132,132,28,15.0,13.0,264,,,,,,,2.0,3.0,8.0,1.0,3.0,3.0,8.0,11.0,156.0,,,3.0,,,,2.0,,9.0,,8.0,3.0,,7.0,7.0,2.0,14.0,,,2.0,,2.0,1.0,3.0,4.0,4.0,,28,1.0,1.0,1.0,0.375,0.375,0.3333333333333333,,,0.5,1.5,,0.5,1.5,,0.7272727272727273,,,10.95890410958904,,,0.05128205128205128,,0.03773584905660377,,0.07142857142857142,,,,,,0.18181818181818182,0.7272727272727273,0.375,0.375,1.0,,,,,0.7272727272727273,0.375,0.46027727272727276,0.54345,,0.2727272727272727,,11.933333333333332,26.475,0.21212121212121213,,,,,,,1.0,1.0,,1.0,,,3.0,2.0,1.0,2.0,,4.0,1.0,,5.0,,,,,,0.2,0.07692307692307693,0.09090909090909091,,,1.0,,,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,1.0,,,,0.01818181818181818,,,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.07142857142857142,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201941,1610612747,Jordan Hill,Jordan Hill,201941,LAL,1052.0,18,-2.0,35,34,7,4.0,3.0,69,1.0,1.0,1.0,1.0,,,,,,4.0,8.0,,,8.0,36.0,1.0,2.0,2.0,,1.0,,4.0,4.0,,2.0,,,,1.0,1.0,,2.0,,1.0,3.0,,4.0,1.0,5.0,1.0,1.0,,7,0.5,0.6666666666666666,,,,0.5,0.5,,0.5,0.5,,0.5,0.5,,,,,21.05263157894737,,,0.3,0.3333333333333333,0.3076923076923077,,0.3333333333333333,0.5,0.125,1.0,1.0,,,,,,,0.5,1.0,,,0.125,,0.4249625,,0.3938,0.25,,16.275000000000002,,0.2,,,,,,3.0,7.0,,,,,,1.0,,,,,,,,,,,,,,,0.4,0.875,0.42857142857142855,0.42857142857142855,,,,,,,,,,,,,,,,1.0,,2.0,,,,0.06666666666666667,,,,,,,,,,1.0,,,,1.0,1.0,,0.25,0.25,0.5,,,1.0,1.0,0.6666666666666666,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612747,Earl Clark,Earl Clark,201947,LAL,2212.0,37,-9.0,70,69,8,11.0,8.0,139,2.0,2.0,,,,,1.0,,3.0,5.0,8.0,,3.0,10.0,81.0,,,,,1.0,,8.0,2.0,,,3.0,,,,,,,,2.0,3.0,,5.0,2.0,7.0,1.0,2.0,,8,0.8,0.8,,,,0.625,,,0.45454545454545453,,,0.45454545454545453,,,0.2727272727272727,,,16.666666666666668,,,0.11538461538461539,0.3333333333333333,0.15625,0.2857142857142857,0.1,0.2,0.18181818181818182,1.0,1.0,0.5,0.09090909090909091,0.2727272727272727,,,,,,,,0.45454545454545453,,0.4508090909090909,,0.478925,,,13.350000000000001,25.03333333333333,0.11428571428571428,,,1.0,,,2.0,5.0,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,0.5,,0.45454545454545453,0.4,0.4,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,0.0625,0.08,,,0.125,,1.0,1.0,1.0,,,1.0,,,,,,,0.1111111111111111,0.1111111111111111,,,,,,1.0,1.0,1.0,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
202726,1610612747,Andrew Goudelock,Andrew Goudelock,202726,LAL,2745.0,46,-23.0,91,90,26,8.0,10.0,181,2.0,3.0,,,,,12.0,2.0,5.0,11.0,19.0,2.0,5.0,30.0,115.0,,1.0,,3.0,3.0,12.0,8.0,14.0,6.0,,5.0,2.0,1.0,,1.0,,3.0,,,3.0,,3.0,1.0,4.0,4.0,6.0,12.0,26,0.36363636363636365,0.36363636363636365,1.0,0.4,0.4,0.5789473684210527,,1.0,0.5833333333333334,,0.8571428571428571,0.6,,0.8571428571428571,0.20833333333333334,0.05263157894736842,0.08333333333333333,27.184466019417474,,,0.15,,0.09090909090909091,0.14285714285714285,0.25,,0.125,0.6666666666666666,0.6666666666666666,,0.5,0.20833333333333334,0.4,0.4,1.0,,,,,0.3333333333333333,0.4,0.4351833333333334,0.4335,0.41046428571428567,,0.4,9.136842105263158,26.54,0.2857142857142857,,,4.0,,,3.0,4.0,,2.0,,1.0,1.0,,,3.0,,,,3.0,,3.0,3.0,2.0,,,,1.0,0.1111111111111111,0.16666666666666666,0.75,0.75,,,,,6.0,,,1.0,1.0,4.0,2.0,3.0,,,1.0,,,,,,0.03225806451612903,0.023255813953488372,,0.07692307692307693,,0.1111111111111111,0.5,0.5454545454545454,0.5,,,,2.0,,,,,,,,,,,,,0.3333333333333333,4.0,,0.5714285714285714,2.0,2.0,1.0,0.5,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,2959.0,49,-19.0,91,94,13,11.0,11.0,185,5.0,7.0,2.0,2.0,,,5.0,,,9.0,16.0,,,18.0,115.0,4.0,4.0,8.0,,1.0,,6.0,12.0,,2.0,,,2.0,9.0,13.0,7.0,30.0,,2.0,4.0,4.0,10.0,2.0,12.0,2.0,2.0,,13,0.3333333333333333,0.375,,,,0.5625,1.0,,0.5625,1.0,,0.5625,1.0,,,0.125,,19.607843137254903,1.0,,0.13333333333333333,0.2,0.15,0.18181818181818182,0.25,0.14285714285714285,0.4375,0.7142857142857143,1.0,0.4,0.3125,,,,,0.5,1.0,,,0.4375,,0.4501875,0.39535000000000003,0.4523,0.4444444444444444,,6.800000000000001,,0.14285714285714285,,,,,,,4.0,,,,4.0,4.0,1.0,1.0,4.0,,2.0,,2.0,,4.0,3.0,1.0,1.0,,0.2857142857142857,1.0,,0.25,,,,0.0625,0.0625,,4.0,,,1.0,,,,,,1.0,,2.0,,2.0,,,0.03571428571428571,0.04878048780487805,0.125,,,,0.8,0.8,0.25,,,1.0,,,,2.0,,,0.07692307692307693,0.09090909090909091,,,,,,,,0.3333333333333333,,,,1.0,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,
203135,1610612747,Robert Sacre,Robert Sacre,203135,LAL,188.0,3,2.0,6,6,6,,,12,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,6,,,,,,,,,,,,,,,,,,16.666666666666668,,,0.3333333333333333,,0.2,1.0,,,,,,,,,,,,,,,,,,0.3821,,0.3821,,,21.6,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
