EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,ShortMidRangeFGA,ShortMidRangeFrequency,Corner3FGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Corner3Frequency,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,on,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,LostBallSteals,BlockingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,AtRimPctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,FTDefRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls,Blocked2s,BlockedAtRim,RecoveredBlocks,OffensiveGoaltends,DefFTReboundPct,BlocksRecoveredPct,BlockingFouls,Charge Fouls Drawn,DefensiveGoaltends,SecondChanceArc3FGM,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,BlockedArc3,FTOffRebounds,OffFTReboundPct
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,116.0,2,2,4,4,4,4,8,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.7317,0.7317,1.0,1.7,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202702,1610612743,Kenneth Faried,Kenneth Faried,202702,DEN,116.0,2,2,4,4,4,4,8,,,,,,,,,,,,1.0,2.0,2.0,,4,,,,,,,,0.3333333333333333,0.5,0.3333333333333333,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202706,1610612743,Jordan Hamilton,Jordan Hamilton,202706,DEN,116.0,2,2,4,4,4,4,8,,,,,,1.0,,,1.0,,,,,,,4,,,,,,,25.0,,,,,,,,,,0.4923,0.4923,,6.8,1.0,,,,1.0,1.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202933,1610612743,Julyan Stone,Julyan Stone,202933,DEN,116.0,2,2,4,4,4,4,8,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203095,1610612743,Evan Fournier,Evan Fournier,203095,DEN,116.0,2,2,4,4,4,4,8,,,,,,,,,,,,,,,,4,,,,,,,50.0,,,,,,,,,1.0,0.398475,0.398475,,,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,26.05,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,9248.0,154,-15,319,307,134,122,626,11.0,23.0,4.0,7.0,24.0,58.0,84.0,11.0,24.0,32.0,46.0,7.0,9.0,20.0,32.0,134,0.41379310344827586,0.4583333333333333,0.45652173913043476,0.44642857142857145,0.50625,0.484375,26.446280991735538,0.07954545454545454,0.06766917293233082,0.041666666666666664,0.3333333333333333,0.4782608695652174,0.5789473684210527,0.25,0.5714285714285714,0.4927536231884058,0.4509536231884058,0.4362428571428571,0.38095238095238093,7.0344827586206895,0.4200626959247649,2.0,0.044444444444444446,,25.0,0.36231884057971014,2.0,,9.0,4.0,11.0,4.0,9.0,0.15942028985507245,0.028985507246376812,0.13043478260869565,,0.14285714285714285,25.963636363636365,False,38.0,5.0,8.0,8.0,5.0,10.0,2.0,3.0,1.0,1.0,5.0,21.0,342.0,7.0,12.0,1.0,2.0,16.0,1.0,7.0,2.0,15.0,6.0,3.0,8.0,18.0,5.0,23.0,4.0,1.0,11.0,2.0,5.0,51.0,4.0,7.0,11.0,3.0,2.0,2.0,11.0,7.0,5.0,1.0,4.0,1.0,16.0,1.0,8.0,3.0,8.0,1.0,1.0,18.0,2.0,1.0,27.0,2.0,3.0,11.0,2.0,1.0,0.041666666666666664,0.047619047619047616,1.0,0.45454545454545453,0.25,0.45454545454545453,0.5833333333333334,0.5384615384615384,0.5714285714285714,0.13793103448275862,0.17391304347826086,0.16,0.6875,0.0660377358490566,0.0975609756097561,0.07482993197278912,0.08333333333333333,0.07692307692307693,0.03225806451612903,0.037037037037037035,0.21428571428571427,0.07142857142857142,0.1111111111111111,0.06060606060606061,0.0967741935483871,0.32,0.38095238095238093,0.125,0.14492753623188406,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6153846153846154,0.625,0.07692307692307693,0.25,0.3333333333333333,0.48995,0.14102564102564102,0.16417910447761194,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201147,1610612743,Corey Brewer,Corey Brewer,201147,DEN,8770.0,146,-11,297,298,118,126,595,5.0,12.0,1.0,3.0,12.0,32.0,65.0,4.0,11.0,23.0,4.0,4.0,8.0,11.0,23.0,118,0.375,0.36363636363636365,0.375,0.3448275862068966,0.4166666666666667,0.359375,25.073746312684364,0.05263157894736842,0.07079646017699115,,0.17647058823529413,0.4166666666666667,0.5555555555555556,0.10344827586206896,0.3333333333333333,0.7058823529411765,0.5101792307692307,0.4994730769230769,0.35384615384615387,10.19375,0.39730639730639733,4.0,0.10810810810810811,,7.0,0.10294117647058823,17.0,5.0,19.0,13.0,36.0,18.0,17.0,0.5294117647058824,0.25,0.27941176470588236,0.1724137931034483,0.4482758620689655,26.519444444444446,False,40.0,2.0,4.0,3.0,4.0,13.0,4.0,5.0,2.0,2.0,9.0,14.0,347.0,3.0,7.0,5.0,3.0,12.0,4.0,3.0,20.0,24.0,2.0,5.0,3.0,4.0,3.0,7.0,2.0,1.0,3.0,1.0,,17.0,1.0,2.0,3.0,1.0,6.0,4.0,3.0,,4.0,,3.0,,7.0,,3.0,6.0,19.0,3.0,,13.0,,2.0,21.0,1.0,,10.0,1.0,1.0,0.8333333333333334,0.9090909090909091,0.8888888888888888,0.25,0.2222222222222222,0.2647058823529412,0.42857142857142855,0.375,0.42857142857142855,0.09375,0.25,,0.42857142857142855,0.022222222222222223,0.023809523809523808,0.022727272727272728,,0.029411764705882353,0.045454545454545456,,0.058823529411764705,0.05263157894736842,0.09375,0.13333333333333333,0.025,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.19117647058823528,0.3076923076923077,0.3076923076923077,0.23529411764705882,0.25,1.0,0.2631578947368421,0.2777777777777778,0.8,0.3333333333333333,0.5,0.16666666666666666,0.15384615384615385,0.29411764705882354,0.4797545454545454,0.12987012987012986,0.24390243902439024,0.18461538461538463,1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.2,0.05555555555555555,0.058823529411764705,0.05263157894736842,0.8,1.0,0.5,0.25,0.3333333333333333,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,
201163,1610612743,Wilson Chandler,Wilson Chandler,201163,DEN,12323.0,205,-9,420,420,129,125,840,5.0,15.0,2.0,8.0,18.0,47.0,72.0,6.0,14.0,31.0,14.0,15.0,28.0,33.0,31.0,129,0.3829787234042553,0.42857142857142855,0.4144736842105263,0.5869565217391305,0.43902439024390244,0.5961538461538461,18.426501035196686,0.13274336283185842,0.14857142857142858,0.16666666666666666,0.19736842105263158,0.3333333333333333,0.4166666666666667,0.34782608695652173,0.25,0.5789473684210527,0.4968348684210526,0.5275065217391305,0.4305555555555556,8.059574468085106,0.30714285714285716,11.0,0.1774193548387097,0.23529411764705882,24.0,0.3157894736842105,12.0,6.0,17.0,3.0,29.0,9.0,17.0,0.3815789473684211,0.15789473684210525,0.2236842105263158,0.2608695652173913,0.13043478260869565,24.658620689655173,False,55.0,,1.0,11.0,2.0,8.0,5.0,4.0,4.0,2.0,9.0,9.0,449.0,2.0,5.0,7.0,2.0,9.0,5.0,4.0,22.0,27.0,,4.0,3.0,4.0,4.0,8.0,2.0,2.0,4.0,,,20.0,1.0,4.0,5.0,3.0,8.0,1.0,1.0,,6.0,,1.0,1.0,7.0,,2.0,11.0,25.0,2.0,1.0,11.0,1.0,2.0,12.0,,,5.0,1.0,1.0,0.6111111111111112,0.6111111111111112,1.0,0.3103448275862069,0.5555555555555556,0.3103448275862069,0.4,0.2916666666666667,0.34615384615384615,0.06382978723404255,0.2,,0.14285714285714285,0.027586206896551724,0.015873015873015872,0.02403846153846154,,0.0851063829787234,,0.021739130434782608,,0.05555555555555555,0.17073170731707318,0.15555555555555556,0.06521739130434782,0.4583333333333333,0.4583333333333333,0.5454545454545454,0.10526315789473684,0.25,0.25,0.4166666666666667,0.4166666666666667,1.0,0.23529411764705882,0.23529411764705882,1.0,0.08333333333333333,,0.3333333333333333,0.6666666666666666,0.23529411764705882,0.5326142857142858,0.06172839506172839,0.09615384615384616,0.125,1.0,3.0,3.0,1.0,,,,7.0,2.0,,,3.0,3.0,0.14285714285714285,,,,0.6,1.0,,0.25,0.3333333333333333,1.0,0.5,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.2857142857142857,0.6666666666666666,,,,,,,,,,,,,,
201576,1610612743,Anthony Randolph,Anthony Randolph,201576,DEN,1670.0,28,-6,59,59,27,28,118,7.0,7.0,2.0,2.0,8.0,10.0,24.0,2.0,2.0,11.0,4.0,3.0,4.0,4.0,11.0,27,0.8,1.0,0.8,1.0,0.8571428571428571,1.1,25.0,0.1875,0.15789473684210525,0.2,0.7,1.0,1.0,1.0,1.0,0.7,0.53956,0.7577499999999999,0.4583333333333333,3.1800000000000006,0.4576271186440678,,,,3.0,0.3,,,,,,,,,,,,,,False,5.0,,,1.0,,,,,,,,8.0,77.0,,,,,,,7.0,12.0,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,1.0,4.0,1.0,,8.0,1.0,,11.0,3.0,,4.0,3.0,3.0,0.75,0.75,,,,,,,,0.1,,0.3333333333333333,0.5,,,,,,,,,0.25,0.14285714285714285,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,0.36363636363636365,0.36363636363636365,,,,,,,,,1.0,,,,,1.0,,,,,0.8571428571428571,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
201951,1610612743,Ty Lawson,Ty Lawson,201951,DEN,14169.0,236,-53,480,476,150,147,956,20.0,35.0,8.0,14.0,44.0,88.0,128.0,12.0,24.0,36.0,74.0,9.0,15.0,20.0,36.0,150,0.5,0.5,0.45871559633027525,0.41379310344827586,0.516260162601626,0.5,24.504504504504506,0.07317073170731707,0.078125,0.05263157894736842,0.3211009174311927,0.5714285714285714,0.7142857142857143,0.4827586206896552,0.5714285714285714,0.5137614678899083,0.48973761467889904,0.4960379310344828,0.28125,10.0625,0.3125,6.0,0.08695652173913043,0.0625,16.0,0.14678899082568808,2.0,,19.0,5.0,21.0,5.0,19.0,0.1926605504587156,0.01834862385321101,0.1743119266055046,,0.1724137931034483,25.61904761904762,False,65.0,1.0,2.0,8.0,16.0,37.0,,4.0,5.0,,4.0,28.0,542.0,3.0,6.0,5.0,1.0,13.0,,12.0,14.0,12.0,,4.0,9.0,33.0,15.0,48.0,9.0,6.0,20.0,9.0,4.0,111.0,2.0,3.0,5.0,,10.0,5.0,7.0,6.0,6.0,,1.0,,13.0,,5.0,6.0,13.0,,1.0,33.0,2.0,5.0,33.0,4.0,1.0,12.0,6.0,6.0,0.1590909090909091,0.1590909090909091,1.0,0.19047619047619047,,0.19047619047619047,0.5,0.5454545454545454,0.5416666666666666,0.10227272727272728,0.2,0.0625,0.5384615384615384,0.018292682926829267,0.02666666666666667,0.02092050209205021,0.046875,,,0.038461538461538464,,0.10256410256410256,0.06521739130434782,0.09433962264150944,,0.5,0.5333333333333333,0.125,0.3394495412844037,0.43243243243243246,0.4444444444444444,,,,0.21052631578947367,0.21052631578947367,1.0,0.18181818181818182,0.5,0.45454545454545453,,0.21052631578947367,0.47091428571428573,0.10256410256410256,0.125,0.1015625,,,,2.0,,,,5.0,,,,,1.0,0.4,,,,0.2,0.125,,,,,,,,,,,,,,,,,,2.0,4.0,0.02702702702702703,0.4,1.0,,,,,,
