EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,DefTwoPtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,PenaltyTurnovers,BlockingFouls,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefTwoPtReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,FTDefRebounds,DefFTReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,PtsPutbacks,Loose Ball Fouls,BlockingFoulsDrawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,PtsUnassisted3s,Charge Fouls,3pt And 1 Free Throw Trips,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,on,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,Travels,Charge Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,SelfORebPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGA,Corner3Assists,LostBallOutOfBoundsTurnovers,BlockedAtRim,ShortMidRangePctBlocked,PenaltyCorner3Frequency,SecondChanceFtPoints,Defensive 3 Seconds Violations,SecondChanceTurnovers,NonShootingFoulsDrawn,DefensiveGoaltends,PenaltyCorner3FGM,HeaveAttempts,NonShootingPenaltyNonTakeFoulsDrawn,Corner3PctAssisted,PenaltyCorner3Accuracy
101145,1610612749,Monta Ellis,Monta Ellis,101145,MIL,961.0,16,-13.0,28,29,9,9,2.0,57,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,8.0,37,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,9,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5714285714285714,1.0,0.6666666666666666,0.3333333333333333,26.666666666666668,1.0,0.14285714285714285,0.08333333333333333,0.25,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4638083333333333,0.4117,0.44835,0.14285714285714285,0.2,0.25,0.5,13.275000000000002,24.35,0.32142857142857145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200755,1610612749,JJ Redick,JJ Redick,200755,MIL,1346.0,22,-14.0,39,42,10,19,2.0,81,,1.0,1.0,4.0,3.0,,2.0,6.0,4.0,10.0,44,,,,,2.0,,,2.0,2.0,3.0,1.0,1.0,1.0,,2.0,,2.0,2.0,,,,1.0,,2.0,3.0,5.0,2.0,3.0,,,10,0.5,0.5,0.3333333333333333,,,0.35,,,0.45454545454545453,,,0.4,31.707317073170735,0.5,,0.125,,0.1,,,0.4,0.25,0.25,1.0,0.3,,0.5,0.48308,,0.36835,0.09090909090909091,,,,14.466666666666667,24.849999999999998,0.2564102564102564,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.5,0.1,1.0,1.0,0.1,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201601,1610612749,Luc Mbah a Moute,Luc Mbah a Moute,201601,MIL,396.0,7,-8.0,10,11,8,10,,21,,,,,1.0,1.0,,,1.0,,18,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,2.0,,,,,8,,,,,,,,,,,,1.0,20.0,,,,,,,,,,,,1.0,1.0,1.0,0.47865,,0.47865,,,,,,25.2,0.8,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202327,1610612749,Ekpe Udoh,Ekpe Udoh,202327,MIL,968.0,16,-12.0,27,28,10,13,2.0,55,1.0,2.0,,1.0,,,1.0,3.0,,2.0,33,,,,,,,,,2.0,,,,,,,1.0,2.0,4.0,,,,,,,,,,,,,10,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,10.344827586206897,,0.125,0.14285714285714285,0.16666666666666666,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,,,0.38736666666666664,,,,,,,13.133333333333333,,0.37037037037037035,,,,,,,,,1.0,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,1.0,1.0,2.0,0.125,0.16666666666666666,0.14285714285714285,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203089,1610612749,John Henson,John Henson,203089,MIL,1992.0,33,-8.0,59,61,20,30,4.0,120,1.0,5.0,,1.0,1.0,1.0,3.0,10.0,1.0,6.0,63,,,,1.0,1.0,1.0,2.0,6.0,,1.0,1.0,1.0,,1.0,2.0,5.0,8.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,,,,2.0,20,1.0,1.0,0.3,,1.0,0.2727272727272727,,0.5,0.2727272727272727,,0.5,0.09090909090909091,20.634920634920636,1.0,0.35714285714285715,0.24,0.3333333333333333,0.45454545454545453,0.2,0.2,0.09090909090909091,,,,0.09090909090909091,0.5,0.45454545454545453,0.4782863636363635,,0.470375,,,,0.3333333333333333,6.08,26.7,0.3389830508474576,2.0,4.0,,,,,,,1.0,,,,,1.0,,,,,,0.09090909090909091,,0.36363636363636365,0.5,0.5,,,,,,,1.0,,,,,,,,,0.2,1.0,1.0,2.0,0.6666666666666666,0.4,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,1610612749,Mike Dunleavy,Mike Dunleavy,2399,MIL,1247.0,21,,38,39,10,17,3.0,77,,,,,3.0,1.0,3.0,3.0,3.0,14.0,38,1.0,1.0,2.0,2.0,2.0,1.0,12.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,6.0,,1.0,2.0,,,,,,,1.0,2.0,3.0,5.0,3.0,12.0,10,0.6666666666666666,1.0,1.0,1.0,1.0,0.75,0.5,1.1666666666666667,0.875,0.5,1.2,0.5,19.51219512195122,,,0.06666666666666667,,,,,,,,,0.5,0.3333333333333333,1.0,0.6648666666666667,0.5892,0.7375833333333333,0.375,0.6,0.14285714285714285,0.8571428571428571,0.43333333333333335,25.333333333333332,0.2631578947368421,3.0,3.0,,1.0,1.0,5.0,3.0,1.0,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.5,0.5,1.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,,1.0,,1.0,,0.14285714285714285,0.05555555555555555,,0.5,,2.0,2.0,,,,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,1610612749,Marquis Daniels,Marquis Daniels,2605,MIL,1039.0,17,1.0,33,33,10,12,3.0,66,,,1.0,1.0,,,3.0,3.0,2.0,6.0,29,,,,,,,,6.0,,,2.0,3.0,1.0,,7.0,1.0,2.0,2.0,1.0,,1.0,,,,,2.0,,,,,10,1.0,1.0,1.0,,,0.6,,,0.6,,,0.4,13.88888888888889,,0.14285714285714285,0.07142857142857142,0.3333333333333333,,,,0.2,1.0,1.0,1.0,,,0.8,0.5507299999999999,,,,,,,6.2,22.95,0.30303030303030304,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,0.4,1.0,1.0,0.4,,,,,,1.0,,,,,,,,,,,,1.0,0.3333333333333333,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201943,1610612749,Brandon Jennings,Brandon Jennings,201943,MIL,704.0,12,-1.0,20,20,5,8,2.0,40,,1.0,,1.0,1.0,1.0,,2.0,1.0,5.0,20,,1.0,,,,1.0,5.0,,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,1.0,,1.0,2.0,3.0,1.0,5.0,5,,,,,,0.5,,1.5,0.625,,1.25,0.3333333333333333,22.727272727272727,,0.2,0.09090909090909091,,0.3333333333333333,,,0.3333333333333333,,,,0.3333333333333333,1.0,0.3333333333333333,0.46213333333333334,,0.5535,0.5,0.3333333333333333,,1.0,11.75,25.3,0.25,,,,1.0,1.0,2.0,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,,1.0,2.0,,,,,1.0,,,,1.0,,,,3.0,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202336,1610612749,Larry Sanders,Larry Sanders,202336,MIL,296.0,5,-1.0,9,8,3,3,2.0,17,,,,,,,,,,,9,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,3,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202397,1610612749,Ish Smith,Ish Smith,202397,MIL,564.0,9,8.0,18,19,9,16,,37,,,,,,,,,,,14,,,,,,,,,,,2.0,3.0,1.0,1.0,7.0,,1.0,1.0,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
