EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,Travels,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Charge Fouls Drawn,Technical Free Throw Trips,Arc3PctBlocked,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,32250.0,538,29.0,988,993,157.0,147,122,1981,45.0,70.0,12.0,20.0,10.0,11.0,31.0,90.0,36.0,83.0,112.0,243.0,50.0,274.0,1011,18.0,32.0,4.0,40.0,19.0,33.0,9.0,47.0,132.0,92.0,20.0,12.0,20.0,11.0,31.0,8.0,3.0,10.0,5.0,5.0,73.0,9.0,27.0,2.0,31.0,82.0,11.0,124.0,38.0,162.0,3.0,14.0,9.0,5.0,16.0,3.0,7.0,10.0,1.0,9.0,1.0,26.0,1.0,1.0,25.0,2.0,44.0,1.0,1.0,4.0,74.0,12.0,1.0,1.0,67.0,7.0,34.0,3.0,27.0,22.0,5.0,27.0,16.0,1.0,1.0,47.0,156.0,5.0,1.0,0.5892857142857143,0.6470588235294118,0.4609053497942387,0.5625,0.5757575757575758,0.4609053497942387,0.5625,0.5757575757575758,0.5018315018315018,0.5714285714285714,0.6025641025641025,0.04938271604938271,0.04285714285714286,0.08888888888888889,0.012048192771084338,26.55417406749556,0.6153846153846154,0.39285714285714285,0.08695652173913043,0.21025641025641026,0.07258064516129033,0.26495726495726496,0.07627118644067797,0.22287968441814596,0.07346938775510205,0.0761904761904762,0.08823529411764706,0.05343511450381679,0.04597701149425287,0.16129032258064516,0.13392857142857142,0.2900763358778626,0.19727891156462585,0.24390243902439024,0.3142857142857143,0.025210084033613446,0.5925925925925926,0.2880658436213992,0.6428571428571429,0.6716417910447762,0.6222222222222222,0.37037037037037035,0.34444444444444444,0.3780487804878049,0.3225806451612903,0.34156378600823045,0.43373493975903615,0.43902439024390244,0.7777777777777778,0.625,0.6,0.16666666666666666,0.3333333333333333,0.9090909090909091,0.2880658436213992,0.4519559670781893,0.5147666666666667,0.4572242424242424,0.1259259259259259,0.1259259259259259,0.145985401459854,0.17153284671532848,9.581069958847737,0.15890688259109312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1503,1610612759,Tracy McGrady,Tracy McGrady,1503,SAS,211.0,4,6.0,7,6,,4,1,13,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,0.25,0.3333333333333333,,,,0.5,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,40431.0,674,40.0,1248,1264,213.0,224,148,2512,18.0,37.0,6.0,10.0,2.0,4.0,6.0,17.0,4.0,18.0,28.0,72.0,12.0,233.0,1288,8.0,15.0,,37.0,3.0,9.0,5.0,38.0,40.0,16.0,10.0,7.0,26.0,6.0,32.0,4.0,2.0,12.0,8.0,6.0,70.0,8.0,10.0,,17.0,50.0,2.0,69.0,18.0,87.0,3.0,22.0,11.0,11.0,13.0,,9.0,6.0,1.0,4.0,,19.0,2.0,,29.0,2.0,51.0,,1.0,3.0,23.0,1.0,3.0,1.0,15.0,1.0,7.0,1.0,20.0,14.0,5.0,23.0,15.0,1.0,,38.0,209.0,2.0,1.0,0.7142857142857143,0.8695652173913043,0.3888888888888889,0.5333333333333333,0.3333333333333333,0.5940860215053764,0.578125,0.5689655172413793,0.6036269430051814,0.5606060606060606,0.59375,0.09722222222222222,0.13513513513513514,0.11764705882352941,,15.00353857041755,0.6842105263157895,0.06060606060606061,,0.10309278350515463,0.02237136465324385,0.10240963855421686,0.04938271604938271,0.10291858678955453,0.029556650246305417,0.03076923076923077,0.01775147928994083,0.02027027027027027,0.03418803418803419,0.08888888888888889,0.06569343065693431,0.09941520467836257,0.13559322033898305,0.11666666666666667,0.06521739130434782,0.03260869565217391,0.6521739130434783,0.1989247311827957,0.4864864864864865,0.5625,0.6666666666666666,0.0913978494623656,0.35294117647058826,0.4,0.6666666666666666,0.0967741935483871,0.2222222222222222,0.2222222222222222,1.0,0.3125,0.6,0.16666666666666666,0.13793103448275862,0.5,0.8118279569892473,0.5364364864864866,0.5393880952380952,0.4990946428571429,0.036458333333333336,0.08974358974358974,0.15879828326180256,0.1630901287553648,7.184722222222224,0.17067307692307693,19.0,37.0,3.0,6.0,3.0,6.0,36.0,77.0,4.0,11.0,6.0,14.0,55.0,114.0,7.0,17.0,9.0,20.0,156.0,9.0,1.0,76.0,36.0,1.0,1.0,3.0,2.0,1.0,1.0,0.9454545454545454,0.4824561403508772,0.4117647058823529,0.45,0.48672566371681414,0.6129032258064516,0.008771929824561403,0.02702702702702703,0.1989247311827957,0.5135135135135135,0.5277777777777778,0.9473684210526315,0.41397849462365593,0.4675324675324675,0.4675324675324675,0.9444444444444444,0.1875,0.5,0.6666666666666666,0.34375,0.36363636363636365,1.0,0.20689655172413793,0.5,0.4827586206896552,0.42857142857142855,0.47368421052631576,25.0359649122807,,,,True,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,98.0,2,3.0,3,2,,2,1,5,,,,,,,,,,,,,,3.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,0.75,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4797,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,,,,3.0,,,2.0,1.0,,,,,,,1.0,0.5,,,0.5,1.0,,,,,,,1.0,0.5,0.5,1.0,,,,,,,,,,,0.5,25.2,,,,True,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,3509.0,58,-2.0,106,120,32.0,40,19,226,1.0,4.0,,,,,,2.0,2.0,5.0,3.0,11.0,1.0,7.0,116,,2.0,,,,1.0,1.0,1.0,2.0,4.0,,2.0,5.0,4.0,9.0,3.0,1.0,3.0,2.0,,22.0,,3.0,,3.0,6.0,,9.0,3.0,12.0,,1.0,1.0,,2.0,1.0,,2.0,,2.0,,4.0,,1.0,1.0,,5.0,1.0,,,4.0,,1.0,,2.0,,,1.0,2.0,,2.0,2.0,2.0,,,1.0,31.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,,,0.2,,,0.21875,,0.1,0.18181818181818182,0.5,,,15.748031496062993,0.5,,,0.16216216216216217,0.061224489795918366,0.14285714285714285,,0.15517241379310345,0.045454545454545456,0.05555555555555555,0.05,0.09090909090909091,,,0.2,0.15,0.16666666666666666,0.15384615384615385,0.125,,1.0,0.26666666666666666,0.25,0.5,1.0,0.13333333333333333,,,,0.3333333333333333,0.4,0.4,,,,,,,0.5333333333333333,0.48345714285714286,0.40965,0.36771666666666664,,,,0.14285714285714285,9.572727272727272,0.3018867924528302,,1.0,,,,1.0,,3.0,,1.0,,2.0,,4.0,,1.0,,3.0,,,1.0,2.0,,,,,,,,,,,,,0.26666666666666666,,,0.06666666666666667,,,,0.2,,,,,,,0.3333333333333333,,,0.25,,0.5,,,31.525000000000002,1.0,,,True,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,16157.0,269,26.0,507,506,169.0,155,62,1013,15.0,28.0,3.0,3.0,4.0,9.0,4.0,9.0,1.0,6.0,20.0,43.0,23.0,96.0,531,3.0,4.0,4.0,10.0,8.0,16.0,14.0,36.0,12.0,28.0,,2.0,33.0,23.0,56.0,13.0,10.0,20.0,10.0,3.0,135.0,2.0,2.0,1.0,11.0,16.0,2.0,29.0,5.0,34.0,1.0,7.0,5.0,2.0,17.0,2.0,15.0,9.0,1.0,2.0,,26.0,2.0,5.0,14.0,1.0,32.0,2.0,1.0,2.0,28.0,1.0,,2.0,30.0,2.0,11.0,5.0,3.0,2.0,1.0,3.0,1.0,,,34.0,165.0,3.0,4.0,0.3,0.3,0.46511627906976744,0.75,0.5,0.41954022988505746,0.6,0.36666666666666664,0.4752475247524752,0.7142857142857143,0.46153846153846156,0.046511627906976744,0.07142857142857142,,,22.125435540069684,0.6538461538461539,0.14285714285714285,0.07692307692307693,0.09090909090909091,0.013071895424836602,0.13095238095238096,0.023529411764705882,0.10384615384615385,0.01680672268907563,0.0196078431372549,,0.023255813953488372,0.03278688524590164,,0.07407407407407407,0.10344827586206896,0.09375,0.13333333333333333,0.125,0.018518518518518517,0.3333333333333333,0.3218390804597701,0.5357142857142857,0.5769230769230769,0.4,0.10344827586206896,0.4444444444444444,0.4444444444444444,,0.06896551724137931,0.16666666666666666,0.16666666666666666,,0.6,1.0,0.3333333333333333,0.3,0.4444444444444444,0.8275862068965517,0.5162488505747128,0.4617,0.5172816666666666,0.11458333333333333,0.21153846153846154,0.10416666666666667,0.375,5.723255813953489,0.3333333333333333,,3.0,,,,2.0,11.0,41.0,,1.0,2.0,12.0,11.0,44.0,,1.0,2.0,14.0,27.0,6.0,,41.0,11.0,,2.0,,,,,0.8181818181818182,0.25,,0.14285714285714285,0.25,0.5057471264367817,,,0.034482758620689655,,,,0.47126436781609193,0.2682926829268293,0.2682926829268293,0.8181818181818182,,,,0.2,,,0.06666666666666667,,0.4,0.16666666666666666,0.2682926829268293,25.35909090909091,1.0,,,True,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,16963.0,283,22.0,524,528,40.0,72,55,1052,21.0,38.0,5.0,7.0,4.0,4.0,10.0,24.0,,1.0,31.0,63.0,24.0,86.0,511,6.0,11.0,6.0,18.0,4.0,5.0,7.0,15.0,42.0,20.0,10.0,10.0,12.0,4.0,16.0,2.0,2.0,8.0,3.0,1.0,36.0,5.0,13.0,,4.0,20.0,2.0,26.0,18.0,44.0,,13.0,12.0,1.0,11.0,1.0,4.0,4.0,,7.0,,15.0,2.0,1.0,16.0,1.0,36.0,1.0,4.0,1.0,28.0,2.0,5.0,4.0,30.0,,13.0,2.0,7.0,5.0,2.0,7.0,7.0,,1.0,15.0,39.0,2.0,2.0,0.6774193548387096,0.8076923076923077,0.49206349206349204,0.5454545454545454,0.8,0.49206349206349204,0.5454545454545454,0.8,0.5512820512820513,0.6,0.8333333333333334,0.15873015873015872,0.21052631578947367,0.08333333333333333,,15.897435897435898,0.7333333333333333,0.16666666666666666,,0.09090909090909091,0.06735751295336788,0.06349206349206349,0.08620689655172414,0.08480565371024736,0.07171314741035857,0.08928571428571429,0.08955223880597014,0.02857142857142857,0.1,0.05555555555555555,0.11290322580645161,0.0989010989010989,0.05970149253731343,0.022222222222222223,0.16666666666666666,,1.0,0.6031746031746031,0.5526315789473685,0.7,0.7619047619047619,0.38095238095238093,0.4166666666666667,0.45454545454545453,0.5,0.015873015873015872,,,,0.6363636363636364,0.7142857142857143,,0.8,1.0,0.6031746031746031,0.5168841269841269,0.5180555555555555,0.55002,0.17105263157894737,0.17105263157894737,0.20930232558139536,0.1744186046511628,3.723809523809524,0.07633587786259542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,11563.0,193,5.0,359,368,77.0,59,51,727,1.0,4.0,,1.0,,,6.0,16.0,4.0,10.0,11.0,30.0,7.0,77.0,388,1.0,5.0,,8.0,1.0,4.0,2.0,16.0,14.0,8.0,,1.0,5.0,4.0,9.0,3.0,1.0,3.0,1.0,1.0,22.0,,,,4.0,18.0,,22.0,,22.0,,1.0,1.0,,5.0,,3.0,2.0,,2.0,,7.0,1.0,2.0,5.0,1.0,16.0,,,1.0,13.0,,1.0,,7.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,16.0,77.0,1.0,1.0,0.6363636363636364,0.6363636363636364,0.36666666666666664,0.2,0.25,0.5223880597014925,0.5714285714285714,0.7,0.5428571428571428,0.5714285714285714,0.7272727272727273,0.03333333333333333,0.25,,,18.509615384615383,0.7142857142857143,,,0.13740458015267176,,0.07692307692307693,,0.12021857923497267,,,,,,,,0.13333333333333333,0.22641509433962265,0.10810810810810811,,,1.0,0.05970149253731343,0.25,0.3333333333333333,1.0,0.23880597014925373,0.375,0.375,0.6666666666666666,0.14925373134328357,0.4,0.4,0.5,0.14285714285714285,,,,,0.6119402985074627,0.47297313432835814,0.474875,0.41696999999999995,0.028985507246376812,0.0625,0.1038961038961039,0.2077922077922078,11.52,0.21448467966573817,1.0,4.0,,,,,15.0,33.0,2.0,2.0,4.0,6.0,16.0,37.0,2.0,2.0,4.0,6.0,36.0,12.0,,33.0,15.0,,1.0,,,,,0.75,0.43243243243243246,1.0,0.6666666666666666,0.43243243243243246,0.5522388059701493,,,0.05970149253731343,0.25,0.25,1.0,0.4925373134328358,0.45454545454545453,0.45454545454545453,0.7333333333333333,,,,0.2857142857142857,1.0,1.0,,,0.6,0.6666666666666666,0.45454545454545453,25.50540540540541,2.0,1.0,,True,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,31726.0,529,41.0,974,992,142.0,170,120,1966,29.0,41.0,10.0,13.0,4.0,8.0,18.0,30.0,8.0,22.0,55.0,93.0,22.0,174.0,996,14.0,20.0,3.0,31.0,6.0,11.0,7.0,28.0,60.0,50.0,16.0,5.0,9.0,6.0,15.0,3.0,3.0,1.0,2.0,6.0,36.0,10.0,23.0,,25.0,55.0,11.0,91.0,33.0,124.0,9.0,19.0,15.0,4.0,5.0,2.0,1.0,11.0,2.0,4.0,2.0,16.0,4.0,4.0,7.0,1.0,24.0,1.0,2.0,,36.0,5.0,,1.0,34.0,6.0,15.0,5.0,4.0,1.0,2.0,5.0,2.0,,,28.0,138.0,2.0,4.0,0.5454545454545454,0.6382978723404256,0.5913978494623656,0.7,0.5454545454545454,0.5714285714285714,0.6666666666666666,0.65625,0.5918367346938775,0.6739130434782609,0.6666666666666666,0.053763440860215055,0.0975609756097561,0.03333333333333333,,14.671467146714672,0.3125,0.39285714285714285,,0.14435695538057744,0.0625,0.20161290322580644,0.09009009009009009,0.15841584158415842,0.06889352818371608,0.11764705882352941,0.07092198581560284,0.008,0.0641025641025641,0.15151515151515152,0.10377358490566038,0.11278195488721804,0.20422535211267606,0.2,0.20689655172413793,0.15254237288135594,0.4,0.3082706766917293,0.7073170731707317,0.7837837837837838,0.5172413793103449,0.22556390977443608,0.6,0.6206896551724138,0.5555555555555556,0.16541353383458646,0.36363636363636365,0.36363636363636365,0.625,0.6190476190476191,0.7692307692307693,0.2,0.5,0.5,0.6090225563909775,0.5333233082706766,0.5577125,0.526471875,0.1056338028169014,0.14705882352941177,0.1781609195402299,0.16091954022988506,7.31505376344086,0.1457905544147844,7.0,21.0,,,2.0,2.0,7.0,19.0,,1.0,1.0,3.0,14.0,40.0,,1.0,3.0,5.0,42.0,,,19.0,7.0,,2.0,1.0,1.0,,1.0,1.0,0.35,,0.6,0.35,0.3007518796992481,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.3684210526315789,0.3684210526315789,1.0,,,,0.047619047619047616,,,0.125,1.0,0.1875,0.3333333333333333,0.3684210526315789,23.975,1.0,,,True,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,33387.0,556,9.0,1031,1035,138.0,160,112,2066,37.0,71.0,1.0,7.0,9.0,17.0,38.0,85.0,38.0,92.0,113.0,248.0,60.0,313.0,1071,4.0,15.0,5.0,22.0,16.0,35.0,21.0,62.0,48.0,178.0,,18.0,68.0,35.0,103.0,25.0,10.0,29.0,13.0,26.0,241.0,2.0,7.0,,11.0,28.0,1.0,40.0,9.0,49.0,3.0,20.0,6.0,14.0,25.0,6.0,17.0,15.0,2.0,8.0,,40.0,2.0,7.0,6.0,,22.0,,,1.0,66.0,,4.0,5.0,81.0,3.0,32.0,7.0,1.0,1.0,,1.0,1.0,,,56.0,135.0,2.0,4.0,0.21238938053097345,0.21238938053097345,0.45564516129032256,0.26666666666666666,0.45714285714285713,0.47201492537313433,0.425,0.5256410256410257,0.506578947368421,0.4782608695652174,0.5849056603773585,0.07258064516129033,0.1267605633802817,0.07058823529411765,0.03260869565217391,29.680759275237275,0.625,0.038461538461538464,,0.06862745098039216,0.01876675603217158,0.09090909090909091,0.016129032258064516,0.07372400756143667,0.018108651911468814,0.039603960396039604,0.007142857142857143,0.015151515151515152,0.022222222222222223,,0.10833333333333334,0.029411764705882353,0.07236842105263158,0.10227272727272728,0.06060606060606061,0.024193548387096774,1.0,0.26492537313432835,0.5211267605633803,0.5967741935483871,0.21621621621621623,0.31716417910447764,0.4470588235294118,0.4810126582278481,0.18421052631578946,0.34328358208955223,0.41304347826086957,0.42696629213483145,0.23684210526315788,0.35,0.14285714285714285,,0.4358974358974359,0.5294117647058824,0.33955223880597013,0.4595035580524344,0.48065357142857146,0.4731820512820513,0.10774410774410774,0.11552346570397112,0.07028753993610223,0.19808306709265175,10.05967741935484,0.1338506304558681,5.0,9.0,2.0,3.0,3.0,3.0,4.0,11.0,1.0,2.0,,1.0,9.0,20.0,3.0,5.0,3.0,4.0,24.0,3.0,,11.0,4.0,1.0,5.0,,,,,0.8888888888888888,0.45,0.6,0.75,0.45,0.07462686567164178,0.05,,0.033582089552238806,0.5555555555555556,0.5555555555555556,1.0,0.041044776119402986,0.36363636363636365,0.4,0.75,0.15,0.6666666666666666,1.0,0.1,0.5,,0.07692307692307693,1.0,0.02564102564102564,,0.36363636363636365,24.575,2.0,6.0,0.09090909090909091,True,,
