EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,Steals,LostBallSteals,Blocked3s,BlockedArc3,FG3APct,OffArc3ReboundPct,Corner3Frequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,BadPassSteals,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,HeaveAttempts,Fg3aBlocked,LostBallTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,Loose Ball Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceFtPoints,Offensive Fouls,Technical Free Throw Trips,LongMidRangePctBlocked,BlockingFouls,SecondChanceAtRimPctAssisted,on,FTOffRebounds,BlockingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,OffFTReboundPct,BlockedCorner3,Corner3PctBlocked
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,4432.0,74.0,7,137,135,57.0,22,23.0,272,1.0,6.0,3.0,1.0,4.0,7.0,21.0,3.0,7.0,11.0,34.0,10.0,32.0,140,8.0,2.0,13.0,8.0,12.0,10.0,12.0,4.0,5.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,16.0,2.0,9.0,5.0,8.0,1.0,14.0,11.0,25.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,7.0,1.0,3.0,3.0,4.0,10.0,1.0,11.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,2.0,12.0,57.0,1.0,0.45454545454545453,0.45454545454545453,0.3235294117647059,0.15384615384615385,0.3235294117647059,0.15384615384615385,0.41025641025641024,0.35294117647058826,0.11764705882352941,0.16666666666666666,0.14285714285714285,28.39506172839506,0.5714285714285714,0.3333333333333333,0.14035087719298245,0.15254237288135594,0.3333333333333333,0.13333333333333333,0.18055555555555555,0.14864864864864866,0.15,0.09090909090909091,0.23529411764705882,1.0,0.16666666666666666,0.16,0.1,0.3333333333333333,0.3333333333333333,0.05263157894736842,0.6666666666666666,0.17647058823529413,0.16666666666666666,0.2,0.6176470588235294,0.3333333333333333,0.3888888888888889,0.42857142857142855,0.20588235294117646,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.375,0.3076923076923077,0.25,0.17647058823529413,0.4155529411764705,0.42161250000000006,0.40390000000000004,0.13157894736842105,0.13157894736842105,0.375,9.141176470588235,0.41605839416058393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1503,1610612759,Tracy McGrady,Tracy McGrady,1503,SAS,1380.0,23.0,20,42,41,12.0,13,7.0,83,,,,,,,,,3.0,,3.0,,,32,,,,,,,,,5.0,2.0,7.0,2.0,,3.0,2.0,,16.0,1.0,,1.0,4.0,1.0,6.0,1.0,7.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,12.0,,,,,,,,,,,,,12.244897959183673,,0.3333333333333333,0.25,,0.125,0.1,0.20833333333333334,0.05,,,,,,0.25,0.3,,0.5,,,,,,,,,,0.5,,,,,,,0.5,0.4547583333333334,,0.494775,,,,18.0,0.2857142857142857,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.16666666666666666,0.3333333333333333,1.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201980,1610612759,Danny Green,Danny Green,201980,SAS,3509.0,58.0,-2,106,120,32.0,40,19.0,226,3.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,11.0,,34.0,116,3.0,2.0,3.0,,10.0,8.0,2.0,3.0,3.0,1.0,4.0,1.0,,2.0,1.0,,9.0,,2.0,3.0,5.0,1.0,9.0,2.0,11.0,,,,,,,,,,,1.0,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,10.0,31.0,,0.8,1.0,0.45454545454545453,0.6666666666666666,0.7727272727272727,0.8333333333333334,0.7727272727272727,0.8333333333333334,0.2727272727272727,0.3333333333333333,0.3333333333333333,17.322834645669293,,0.25,0.13513513513513514,0.04081632653061224,0.14285714285714285,,0.13793103448275862,0.030303030303030304,0.05555555555555555,,0.09090909090909091,,,0.15,0.16666666666666666,0.23076923076923078,,,1.0,0.2727272727272727,0.5,0.75,0.13636363636363635,0.3333333333333333,0.5,1.0,0.09090909090909091,0.5,0.5,1.0,0.2,0.3333333333333333,1.0,0.7727272727272727,0.5337454545454545,0.56296,0.5177083333333333,,,0.29411764705882354,6.454545454545456,0.3018867924528302,5.0,6.0,2.0,11.0,3.0,6.0,3.0,2.0,,,0.5,,0.22727272727272727,0.2727272727272727,0.3333333333333333,24.536363636363635,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,10.0,2.0,24.0,2.0,5.0,1.0,1.0,0.7272727272727273,1.0,0.6666666666666666,0.7272727272727273,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6,0.6,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.16666666666666666,1.0,0.5,0.8333333333333334,0.29411764705882354,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
201988,1610612759,Patty Mills,Patty Mills,201988,SAS,1267.0,21.0,13,41,39,16.0,16,7.0,80,1.0,1.0,,,,,,1.0,1.0,2.0,2.0,,7.0,30,1.0,1.0,1.0,,2.0,4.0,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,16.0,,1.0,1.0,1.0,1.0,0.4375,0.5,0.4375,0.5,,,,16.666666666666668,,,0.0625,0.1,,,0.043478260869565216,0.05,,,0.2,,,,0.1,,,,,0.125,1.0,1.0,,,,,0.125,1.0,1.0,1.0,,,,0.875,0.5334375,0.3583,0.43145,,,0.2857142857142857,10.7,0.3902439024390244,2.0,4.0,,6.0,1.0,4.0,,,,,0.75,,0.25,0.5,,24.599999999999998,,,,,,1.0,1.0,,,,1.0,1.0,,,2.0,,3.0,,1.0,,1.0,0.16666666666666666,,,0.16666666666666666,1.0,1.0,1.0,1.0,,,,0.25,0.25,1.0,,,,,,,,0.5,,,0.25,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
202709,1610612759,Cory Joseph,Cory Joseph,202709,SAS,11515.0,192.0,38,373,379,151.0,108,43.0,752,13.0,20.0,1.0,3.0,5.0,3.0,12.0,8.0,13.0,24.0,45.0,5.0,59.0,367,3.0,8.0,14.0,3.0,22.0,22.0,26.0,5.0,15.0,9.0,24.0,6.0,3.0,8.0,3.0,4.0,57.0,2.0,6.0,5.0,18.0,,23.0,8.0,31.0,1.0,6.0,2.0,2.0,4.0,,,10.0,,2.0,4.0,15.0,14.0,,11.0,3.0,5.0,2.0,2.0,,2.0,2.0,2.0,22.0,148.0,2.0,0.4583333333333333,0.4782608695652174,0.5333333333333333,0.5714285714285714,0.48214285714285715,0.4318181818181818,0.49166666666666664,0.4583333333333333,0.1111111111111111,0.2,0.08333333333333333,16.706443914081145,0.6,,0.13138686131386862,0.05042016806722689,0.10638297872340426,0.03773584905660377,0.125,0.046511627906976744,0.05405405405405406,0.06,0.03125,,0.20833333333333334,0.09259259259259259,0.13559322033898305,0.11428571428571428,0.08333333333333333,0.047619047619047616,1.0,0.35714285714285715,0.65,0.8125,0.21428571428571427,0.25,0.2727272727272727,,0.23214285714285715,0.6153846153846154,0.6153846153846154,0.375,0.25,0.22727272727272727,0.6,0.5535714285714286,0.5015118181818182,0.4241,0.4931166666666667,0.08620689655172414,0.10638297872340426,0.3728813559322034,8.13777777777778,0.40482573726541554,6.0,5.0,4.0,11.0,8.0,4.0,6.0,3.0,,,0.19642857142857142,0.04878048780487805,0.10714285714285714,0.08928571428571429,0.18181818181818182,26.418181818181814,1.0,2.0,,,1.0,4.0,,,1.0,,2.0,1.0,,1.0,2.0,1.0,6.0,2.0,,3.0,1.0,0.18181818181818182,,0.125,0.2,0.3333333333333333,0.25,0.25,0.6153846153846154,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,,,,0.25,,,0.18181818181818182,0.25,,,0.03389830508474576,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,0.09090909090909091,0.2,,,,,,,,,,,True,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,7832.0,131.0,28,255,258,125.0,73,25.0,513,7.0,18.0,4.0,3.0,10.0,2.0,9.0,6.0,11.0,15.0,38.0,24.0,81.0,249,5.0,9.0,22.0,15.0,54.0,14.0,16.0,4.0,20.0,11.0,31.0,8.0,3.0,14.0,4.0,2.0,73.0,,3.0,6.0,14.0,,20.0,3.0,23.0,1.0,8.0,3.0,6.0,3.0,,,11.0,,5.0,4.0,11.0,28.0,1.0,33.0,2.0,11.0,5.0,3.0,2.0,1.0,3.0,2.0,52.0,124.0,4.0,0.4666666666666667,0.5,0.39473684210526316,0.4090909090909091,0.4253731343283582,0.5735294117647058,0.49390243902439024,0.627906976744186,0.10526315789473684,0.16666666666666666,0.1111111111111111,32.86219081272085,0.7272727272727273,,0.14736842105263157,0.038461538461538464,0.2222222222222222,,0.16393442622950818,0.02608695652173913,0.08695652173913043,0.03125,,,0.0625,0.20512820512820512,0.125,0.23809523809523808,0.16666666666666666,0.02631578947368421,0.6666666666666666,0.26865671641791045,0.3888888888888889,0.4666666666666667,0.13432835820895522,0.2222222222222222,0.25,0.5,0.16417910447761194,0.5454545454545454,0.5454545454545454,0.8333333333333334,0.5714285714285714,0.29411764705882354,0.3,0.7014925373134329,0.5062529850746269,0.51978,0.4989264705882353,0.15584415584415584,0.23404255319148937,0.6666666666666666,8.33157894736842,0.49019607843137253,4.0,25.0,12.0,29.0,12.0,25.0,6.0,5.0,,,0.43283582089552236,,0.05970149253731343,0.373134328358209,0.35294117647058826,25.268965517241377,2.0,2.0,,,,,7.0,1.0,2.0,7.0,9.0,2.0,1.0,2.0,7.0,7.0,12.0,2.0,7.0,1.0,0.4444444444444444,0.3103448275862069,0.5,0.5833333333333334,0.3103448275862069,0.4,0.5,0.5,0.14285714285714285,0.5,0.5,0.5,0.28,0.2916666666666667,0.42857142857142855,0.5,,,,0.2857142857142857,0.5,1.0,,,0.5833333333333334,0.28,0.08641975308641975,,1.0,2.0,,,2.0,1.0,1.0,0.034482758620689655,0.04,15.0,1.0,1.0,0.03333333333333333,,,,,,,True,,,,,,,,
201168,1610612759,Tiago Splitter,Tiago Splitter,201168,SAS,3189.0,53.0,9,101,107,38.0,30,7.0,208,7.0,9.0,,3.0,3.0,2.0,4.0,,,9.0,13.0,1.0,19.0,96,1.0,3.0,3.0,1.0,7.0,18.0,,1.0,4.0,1.0,5.0,1.0,,1.0,2.0,1.0,11.0,,,1.0,3.0,1.0,5.0,,5.0,,2.0,,1.0,2.0,1.0,1.0,4.0,,,3.0,11.0,4.0,,1.0,1.0,1.0,,2.0,2.0,,2.0,2.0,7.0,38.0,,1.0,1.0,0.6923076923076923,1.0,0.6923076923076923,1.0,0.7307692307692307,1.1666666666666667,0.07692307692307693,,0.25,15.454545454545453,0.5,0.2,0.07894736842105263,,0.07692307692307693,,0.0784313725490196,,,,,,0.14285714285714285,0.06666666666666667,0.0625,,0.3333333333333333,,1.0,0.6923076923076923,0.7777777777777778,0.7777777777777778,0.3076923076923077,0.5,0.6666666666666666,1.0,,,,,,1.0,1.0,0.6923076923076923,0.5321692307692307,0.3447,0.5573,0.07692307692307693,0.07692307692307693,0.3684210526315789,3.3923076923076922,0.37623762376237624,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.10526315789473684,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,True,,,,,,,,
202695,1610612759,Kawhi Leonard,Kawhi Leonard,202695,SAS,4646.0,77.0,26,154,153,71.0,40,19.0,307,6.0,9.0,1.0,1.0,1.0,4.0,5.0,1.0,5.0,11.0,19.0,6.0,46.0,146,3.0,3.0,4.0,5.0,26.0,12.0,10.0,2.0,1.0,1.0,2.0,,1.0,,,1.0,5.0,,4.0,,17.0,1.0,18.0,4.0,22.0,,1.0,1.0,,2.0,,1.0,3.0,,1.0,,3.0,6.0,,9.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,26.0,70.0,1.0,0.5454545454545454,0.6,0.5789473684210527,0.75,0.7692307692307693,1.1666666666666667,0.7666666666666667,1.0833333333333333,0.10526315789473684,0.2222222222222222,,18.96551724137931,0.3333333333333333,0.25,0.2698412698412698,0.07547169811320754,,,0.2236842105263158,0.06060606060606061,0.125,0.08695652173913043,,,0.07692307692307693,0.21739130434782608,0.4074074074074074,,,,1.0,0.34615384615384615,0.6666666666666666,0.8571428571428571,0.19230769230769232,0.8,0.8,0.25,0.19230769230769232,0.2,0.2,1.0,0.2,0.1111111111111111,1.0,0.6153846153846154,0.5037711538461538,0.53548,0.49911666666666676,0.13793103448275862,0.18181818181818182,0.5652173913043478,8.010526315789475,0.461038961038961,4.0,3.0,2.0,7.0,5.0,3.0,2.0,2.0,,,0.2692307692307692,,0.15384615384615385,0.11538461538461539,0.2222222222222222,23.699999999999996,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,13.0,5.0,18.0,2.0,3.0,,1.0,0.8571428571428571,1.0,1.0,0.8571428571428571,1.0,1.2,1.0833333333333333,0.6666666666666666,0.75,0.75,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.2826086956521739,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,True,,,,,,,,
202390,1610612759,Gary Neal,Gary Neal,202390,SAS,6718.0,112.0,-8,223,230,72.0,57,23.0,453,2.0,4.0,,,1.0,3.0,8.0,3.0,10.0,8.0,22.0,9.0,40.0,242,3.0,3.0,8.0,6.0,18.0,10.0,6.0,2.0,3.0,2.0,5.0,2.0,,1.0,,2.0,12.0,,,1.0,7.0,2.0,10.0,,10.0,,3.0,,1.0,1.0,,,4.0,,1.0,4.0,9.0,9.0,,9.0,,2.0,2.0,,,,,,16.0,70.0,1.0,0.625,0.625,0.36363636363636365,0.375,0.4189189189189189,0.5,0.47560975609756095,0.6,0.09090909090909091,0.25,,18.218623481781375,0.75,0.2222222222222222,0.1,,0.03333333333333333,,0.08,,,,,,,0.034482758620689655,0.21428571428571427,0.045454545454545456,,,,0.10810810810810811,0.5,0.6666666666666666,0.21621621621621623,0.375,0.375,0.6666666666666666,0.2702702702702703,0.3,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,0.5135135135135135,0.46772432432432437,0.43425,0.4377541666666667,0.05128205128205128,0.08333333333333333,0.45,11.595454545454546,0.32286995515695066,,15.0,4.0,15.0,4.0,15.0,1.0,,,,0.40540540540540543,,,0.40540540540540543,0.3333333333333333,25.506666666666668,,,,,,,5.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,8.0,2.0,15.0,,5.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.7,0.7,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,0.4,0.5,1.0,,,0.5,0.3333333333333333,0.2,,,2.0,,,2.0,,1.0,,,,,,,1.0,1.0,1.0,0.1,,,True,,,,,,,,
2564,1610612759,Boris Diaw,Boris Diaw,2564,SAS,3717.0,62.0,10,121,121,63.0,26,10.0,242,4.0,4.0,,3.0,3.0,,3.0,,1.0,4.0,8.0,2.0,10.0,121,,3.0,4.0,2.0,8.0,6.0,2.0,,7.0,2.0,9.0,1.0,1.0,3.0,2.0,2.0,20.0,1.0,1.0,,4.0,,4.0,2.0,6.0,,1.0,1.0,1.0,2.0,,1.0,3.0,,2.0,,5.0,3.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,8.0,62.0,1.0,0.75,0.75,0.5,0.75,0.36363636363636365,0.6,0.4166666666666667,0.6666666666666666,,,,11.450381679389313,0.3333333333333333,,0.0851063829787234,0.02702702702702703,,0.05555555555555555,0.07017543859649122,0.03636363636363636,,,0.09090909090909091,0.5,,0.10526315789473684,0.1,,,,1.0,0.36363636363636365,1.0,1.0,0.2727272727272727,,,,0.09090909090909091,,,,,0.6,1.0,0.6363636363636364,0.4649545454545455,,0.48837,,,0.8,5.737499999999999,0.5206611570247934,,3.0,1.0,3.0,1.0,3.0,1.0,1.0,,,0.2727272727272727,,,0.2727272727272727,0.2,25.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,True,,,,,,,,
