EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,OpponentPoints,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Usage,BlocksRecoveredPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,Offensive Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,PenaltyArc3FGA,PenaltyFG3A,TwoPtAssists,LongMidRangeAssists,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,PenaltyArc3Frequency,AtRimAssists,ShootingFouls,AtRimPctBlocked,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShortMidRangeAssists,SelfOReb,OffAtRimReboundPct,SelfORebPct,on,SecondChanceFG2M,SecondChancePoints,Corner3Assists,Steals,BadPassSteals,Travels,BlockingFouls,BlockedLongMidRange,BlockedShortMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,LostBallSteals,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Charge Fouls,BlockingFoulsDrawn,Technical Free Throw Trips,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,FTOffRebounds,OffFTReboundPct
101130,1610612737,Johan Petro,Johan Petro,101130,ATL,85.0,1,-2.0,2,3,2.0,3.0,1.0,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,33.333333333333336,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203118,1610612737,Mike Scott,Mike Scott,203118,ATL,1211.0,20,1.0,39,42,23.0,38.0,5.0,81,39,,,,,2.0,,,,,23.0,2.0,27.906976744186046,,0.5897435897435898,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,5.0,9.0,1.0,3.0,13.0,1.0,4.0,6.0,3.0,11.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,1.0,7.0,1.0,2.0,1.0,4.0,1.0,1.0,11.0,1.0,0.8,0.8,0.5555555555555556,0.6666666666666666,0.5,0.6666666666666666,0.5416666666666666,0.6875,0.1,0.1111111111111111,0.5,0.5,0.16666666666666666,0.1,0.25,0.19230769230769232,0.0625,0.2,0.16666666666666666,0.18181818181818182,0.2,0.3333333333333333,0.3,0.6666666666666666,0.6666666666666666,1.0,0.2,0.5,1.0,1.0,0.4,0.5,0.5,0.5,0.1,1.0,0.3333333333333333,1.0,0.4,0.47497,0.6879,0.45811666666666667,0.09090909090909091,0.1,0.8461538461538461,9.588888888888889,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,1610612737,DeShawn Stevenson,DeShawn Stevenson,2052,ATL,355.0,6,-6.0,10,13,3.0,10.0,2.0,23,15,,,1.0,,1.0,,,,,3.0,,8.333333333333334,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,0.2857142857142857,,0.5,0.3333333333333333,0.25,,0.4,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,1610612737,Dahntay Jones,Dahntay Jones,2563,ATL,949.0,16,3.0,32,33,22.0,31.0,4.0,65,26,,1.0,1.0,1.0,1.0,,,,,22.0,,11.428571428571429,,0.6875,,,,,,,,,2.0,,,2.0,,2.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,1.0,,1.0,,1.0,,3.0,,2.0,,1.0,2.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,,0.07142857142857142,,,0.047619047619047616,,,,0.1,,,,,,,,,,,1.0,,,,,,,,,0.4109,,0.4109,,,1.0,17.85,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1610612737,Devin Harris,Devin Harris,2734,ATL,392.0,7,-6.0,11,14,3.0,10.0,2.0,25,17,,,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,,53.84615384615385,1.0,0.2727272727272727,1.0,1.0,,,,,,1.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,,,1.0,,,,4.0,1.0,,,2.0,,4.0,,1.0,,,1.0,,1.0,,2.0,,3.0,2.0,,,,,,0.6666666666666666,,0.5,,0.5,,0.25,,,,,,0.5,0.1111111111111111,,,,,,1.0,0.25,1.0,1.0,,,,,,0.5,0.5,0.5,,0.25,,,,0.5,0.5110875,,0.461075,0.4,0.5,,12.866666666666667,24.7,,2.0,1.0,1.0,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201143,1610612737,Al Horford,Al Horford,201143,ATL,243.0,4,-2.0,7,8,1.0,7.0,1.0,15,13,,,,,,,,,,1.0,,25.0,,0.14285714285714285,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,2.0,1.0,,,,,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,0.5,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1.0,1.0,1.0,,,,,,0.41795,,,,,,14.35,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203098,1610612737,John Jenkins,John Jenkins,203098,ATL,1025.0,17,5.0,34,35,21.0,35.0,4.0,69,33,,,1.0,1.0,1.0,,,,,21.0,,8.108108108108109,,0.6176470588235294,,1.0,,,,,1.0,,,,,2.0,,,,1.0,,1.0,,,,,,1.0,1.0,2.0,1.0,5.0,,2.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,0.5,,,,,0.2857142857142857,0.09523809523809523,,,,,0.5,,0.5,,,,0.5,,,,,,,,,,,,0.5,0.57265,0.3637,0.3637,,,,3.95,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,1610612737,Kyle Korver,Kyle Korver,2594,ATL,56.0,1,,1,2,,,,3,2,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,1610612737,Josh Smith,Josh Smith,2746,ATL,101.0,2,-2.0,3,4,,,,7,4,,,,,,,,,,,,33.333333333333336,,,1.0,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,0.6899,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201229,1610612737,Anthony Tolliver,Anthony Tolliver,201229,ATL,819.0,14,7.0,28,28,20.0,28.0,3.0,56,22,,,,,1.0,1.0,1.0,1.0,1.0,20.0,1.0,20.0,1.0,0.7142857142857143,1.0,1.0,,,,,,,,4.0,1.0,1.0,4.0,1.0,9.0,,,,1.0,4.0,2.0,,4.0,,,1.0,,2.0,,,1.0,1.0,2.0,,2.0,1.0,2.0,,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,0.8,0.75,0.75,0.6666666666666666,0.8,,,0.5,0.09090909090909091,,,0.058823529411764705,,,,0.1111111111111111,,,0.2,1.0,1.0,1.0,,,,,,,,,0.8,,,,1.0,0.53933,,0.504225,0.2,1.0,0.4444444444444444,0.7,26.525,,,,,,,,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,6.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
