EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,BlockingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Charge Fouls,Loose Ball Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,ShortMidRangeFrequency,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,Fg2aBlocked,LongMidRangeAssists,BadPassSteals,BadPassTurnovers,StepOutOfBoundsTurnovers,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FG2APctBlocked,AtRimPctBlocked,BlocksRecoveredPct,PenaltyArc3Frequency,Offensive Fouls,BlockedAtRim,BlockedShortMidRange,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceArc3Frequency,on,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,OffFTReboundPct,DefArc3ReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyCorner3FGA,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,Travels,SecondChanceTurnovers,PenaltyTurnovers,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PtsUnassisted3s,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3Assists,BlockingFoulsDrawn,3SecondViolations,OffAtRimReboundPct,ShortMidRangePctAssisted,SelfOReb,Charge Fouls Drawn,SelfORebPct,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Corner3FGM,PenaltyCorner3FGM,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,698.0,12.0,-16.0,22.0,24.0,5.0,12.0,1.0,46.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,29.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,6.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,1.0,0.5,26.08695652173913,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.48577499999999996,0.4521,0.5,0.6666666666666666,0.6666666666666666,2.0,25.2,0.22727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201947,1610612747,Earl Clark,Earl Clark,201947,LAL,698.0,12.0,-16.0,22.0,24.0,5.0,12.0,1.0,46.0,,,,,,,,,,,29.0,,,,,,,,,,,,1.0,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22727272727272727,1.0,1.0,1.0,0.5,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201975,1610612747,Jodie Meeks,Jodie Meeks,201975,LAL,1171.0,20.0,-10.0,38.0,37.0,5.0,12.0,2.0,75.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,4.0,39.0,,,2.0,2.0,,1.0,,,2.0,,,2.0,,2.0,2.0,,1.0,2.0,5.0,,1.0,,,0.5,,0.25,,0.4,1.0,0.5,17.073170731707318,,0.25,1.0,1.0,,0.25,,,0.75,0.5190874999999999,,,,0.5,6.6000000000000005,23.85,0.13157894736842105,,1.0,2.0,,0.058823529411764705,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.07142857142857142,0.2,0.06666666666666667,0.25,0.3333333333333333,0.25,0.25,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,1610612747,Pau Gasol,Pau Gasol,2200,LAL,862.0,14.0,-2.0,28.0,26.0,5.0,8.0,2.0,54.0,2.0,2.0,,,,5.0,6.0,,1.0,11.0,29.0,,,,,4.0,,,,,,,,,1.0,2.0,1.0,,,5.0,,,0.4,0.5,0.8333333333333334,,0.8333333333333334,,0.7857142857142857,,,22.580645161290324,,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,0.50055,,0.14285714285714285,0.14285714285714285,,9.733333333333334,,0.17857142857142858,,4.0,5.0,,0.23076923076923078,,1.0,1.0,1.0,,1.0,1.0,2.0,6.0,2.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,0.2727272727272727,,0.09090909090909091,,,0.16666666666666666,,1.0,1.0,0.18181818181818182,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.125,0.2,0.2,0.4,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7135,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,1610612747,Steve Blake,Steve Blake,2581,LAL,648.0,11.0,-12.0,22.0,21.0,4.0,9.0,1.0,43.0,,1.0,,1.0,1.0,1.0,5.0,1.0,,2.0,27.0,,2.0,,,,,2.0,1.0,3.0,1.0,,1.0,,,,,,,4.0,,,,,0.2,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,39.130434782608695,0.6666666666666666,0.16666666666666666,,,,0.16666666666666666,0.3333333333333333,,0.3333333333333333,0.47158,0.52255,,,,10.48,48.5,0.18181818181818182,,1.0,1.0,,0.14285714285714285,,,,2.0,,,,,2.0,,,1.0,,2.0,1.0,,1.0,,,,,,0.16666666666666666,,,,,0.3333333333333333,,,,,,1.0,2.0,1.0,1.0,,2.0,,,,,,,0.25,,,0.3333333333333333,0.5,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,1.0,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,1610612747,Steve Nash,Steve Nash,959,LAL,523.0,9.0,2.0,16.0,16.0,1.0,3.0,1.0,32.0,,,,,,,2.0,,2.0,2.0,12.0,,,,,,,,,1.0,,,1.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,0.3333333333333333,,,22.22222222222222,,,,,,,,,,0.38895,,0.3333333333333333,0.3333333333333333,,13.850000000000001,,0.0625,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,0.5,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,780.0,13.0,-2.0,26.0,24.0,,4.0,1.0,50.0,,,,,,2.0,4.0,,,4.0,20.0,,,,,2.0,,2.0,1.0,3.0,,,2.0,,2.0,,,,,,1.0,,0.5,0.5,0.5,,0.5,,0.5,,,24.999999999999996,0.6666666666666666,,,,,,,,,0.39717499999999994,,,,,11.15,,,,4.0,4.0,,0.2857142857142857,,,,3.0,,,,,2.0,,,4.0,,,,,1.0,,,,,,0.3333333333333333,,,,0.6666666666666666,0.75,,,,,1.0,1.0,1.0,,,,,,,,,,0.2,0.25,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,1.0,,,,,,,,1.0,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612747,Metta World Peace,Metta World Peace,1897,LAL,473.0,8.0,6.0,16.0,13.0,,,1.0,29.0,,,,,2.0,,,2.0,,,10.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,11.11111111111111,,,,,,1.0,,,1.0,0.5178,,,,,,25.25,,,2.0,3.0,,0.2,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,0.2222222222222222,0.3333333333333333,0.16666666666666666,,,,,,,,,,,1.0,1.0,,2.0,,,,,,0.2,0.3333333333333333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202721,1610612747,Darius Morris,Darius Morris,202721,LAL,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,1610612747,Antawn Jamison,Antawn Jamison,1712,LAL,4041.0,67.0,-33.0,132.0,133.0,36.0,31.0,10.0,265.0,4.0,5.0,1.0,1.0,11.0,4.0,10.0,11.0,,23.0,154.0,1.0,2.0,,5.0,6.0,11.0,2.0,2.0,2.0,4.0,,6.0,,,,,,5.0,36.0,,,0.75,1.0,0.4,0.5,0.5476190476190477,0.625,0.5476190476190477,0.625,0.5238095238095238,15.972222222222223,1.0,0.23809523809523808,0.8,1.0,0.75,0.5238095238095238,0.25,1.0,0.7619047619047619,0.4923404761904761,0.48527499999999996,,,0.21739130434782608,7.929999999999998,24.972727272727273,0.2727272727272727,1.0,6.0,7.0,0.06666666666666667,0.09433962264150944,,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,,4.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.10526315789473684,,,,,0.09523809523809523,,1.0,1.0,0.08695652173913043,,,3.0,1.0,1.0,1.0,2.0,,1.0,0.2,,,0.13333333333333333,0.14285714285714285,,,0.14285714285714285,,,,0.5014,2.0,2.0,,2.0,,,,,2.0,,2.0,1.0,0.2,0.2,0.5,0.5,,2.0,,,,,,,,,False,5.0,1.0,5.0,1.0,15.0,5.0,1.0,1.0,0.45454545454545453,0.5,0.45454545454545453,0.5,0.1111111111111111,0.1111111111111111,0.45454545454545453,0.45454545454545453,1.0,0.5,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
