EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsAssisted3s,Fg2aBlocked,FTDefRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Charge Fouls Drawn,Assisted3sPct,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Travels,BlockedShortMidRange,3SecondViolations,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,BlockingFoulsDrawn,on,OffCorner3ReboundPct
101108,1610612746,Chris Paul,Chris Paul,101108,LAC,9140.0,152,-34.0,271,269,63,94,31.0,540,9.0,11.0,1.0,1.0,3.0,4.0,9.0,17.0,9.0,18.0,1.0,4.0,11.0,1.0,1.0,5.0,27.0,46.0,4.0,12.0,16.0,82,322,1.0,2.0,1.0,2.0,7.0,9.0,1.0,5.0,9.0,26.0,8.0,46.0,12.0,11.0,4.0,23.0,6.0,29.0,3.0,3.0,12.0,3.0,8.0,64.0,1.0,1.0,15.0,16.0,1.0,17.0,6.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,6.0,2.0,5.0,1.0,12.0,1.0,21.0,1.0,1.0,19.0,1.0,2.0,4.0,5.0,26.0,63,2.0,5.0,0.14814814814814814,0.14814814814814814,0.3333333333333333,0.2,0.3333333333333333,0.5869565217391305,0.5,0.7777777777777778,0.5689655172413793,0.3333333333333333,0.6071428571428571,0.6060606060606061,0.3333333333333333,0.65,0.20689655172413793,23.60655737704918,0.6666666666666666,0.14705882352941177,0.01098901098901099,0.045454545454545456,0.12903225806451613,0.0078125,0.03571428571428571,0.029411764705882353,0.20512820512820512,0.20689655172413793,0.07142857142857142,0.1896551724137931,0.8181818181818182,0.8181818181818182,0.2222222222222222,0.29310344827586204,0.5294117647058824,0.5294117647058824,0.3103448275862069,0.5,0.5,0.2222222222222222,0.017241379310344827,0.1896551724137931,0.36363636363636365,0.36363636363636365,0.3333333333333333,1.0,0.3333333333333333,0.2857142857142857,0.75,0.35714285714285715,0.2,0.39655172413793105,0.36363636363636365,0.43803245614035086,0.4881166666666667,0.4160464285714286,0.06557377049180328,0.08163265306122448,0.024390243902439025,0.3170731707317073,10.506521739130436,27.066666666666666,0.23247232472324722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101142,1610612746,Ronny Turiaf,Ronny Turiaf,101142,LAC,770.0,13,-15.0,24,26,19,17,2.0,50,2.0,2.0,,,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,4,34,,,,,2.0,2.0,,,,4.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,2.0,1.0,,,1.0,2.0,2.0,4.0,,5.0,,,,,,,,,,4.0,19,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,16.0,1.0,,,0.5,0.09090909090909091,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,0.6335,,0.6335,,,,1.0,1.1,,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1497,1610612746,Chauncey Billups,Chauncey Billups,1497,LAC,5456.0,91,-28.0,160,158,24,36,17.0,318,2.0,4.0,,,,,,4.0,2.0,8.0,2.0,5.0,14.0,2.0,,1.0,4.0,16.0,6.0,16.0,4.0,30,196,,2.0,2.0,3.0,,,,1.0,2.0,2.0,4.0,4.0,9.0,14.0,5.0,4.0,1.0,5.0,,1.0,3.0,1.0,,11.0,2.0,1.0,7.0,9.0,2.0,11.0,1.0,,1.0,2.0,1.0,3.0,,1.0,5.0,1.0,3.0,,5.0,,4.0,,,6.0,1.0,3.0,2.0,,2.0,24,,,0.5,0.5,0.375,,0.375,0.25,,,0.40625,0.375,,0.42424242424242425,0.375,0.5,0.5,21.34831460674157,0.4,0.1076923076923077,0.034482758620689655,0.09090909090909091,0.10526315789473684,0.025974025974025976,,0.15,0.14285714285714285,,0.125,0.125,0.5,0.6666666666666666,0.5,0.125,,,0.25,0.25,0.25,0.5,0.0625,0.4375,0.35714285714285715,0.35714285714285715,,,0.5,,,1.0,,0.625,0.35714285714285715,0.4538140625,0.425775,0.4923,0.06060606060606061,0.11764705882352941,0.1,0.06666666666666667,11.893749999999999,25.84375,0.15,1.0,1.0,1.0,,,,,1.0,1.0,1.0,9.0,3.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,0.1875,0.25,0.5,0.16666666666666666,0.1,0.5,0.5,1.0,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201933,1610612746,Blake Griffin,Blake Griffin,201933,LAC,9470.0,158,-34.0,282,280,66,101,33.0,562,19.0,34.0,6.0,9.0,5.0,8.0,5.0,14.0,5.0,16.0,,,,,,,29.0,64.0,,,21.0,79,339,6.0,9.0,,15.0,5.0,10.0,,,11.0,21.0,36.0,22.0,,,,10.0,5.0,15.0,2.0,3.0,5.0,2.0,3.0,35.0,6.0,4.0,18.0,25.0,8.0,33.0,,,,5.0,2.0,8.0,1.0,3.0,13.0,2.0,10.0,,24.0,2.0,29.0,7.0,2.0,26.0,4.0,,9.0,6.0,21.0,66,3.0,6.0,0.6206896551724138,0.72,,,,0.453125,0.6666666666666666,0.5,0.453125,0.6666666666666666,0.5,0.5266666666666666,0.75,0.65625,,27.672955974842765,0.38461538461538464,0.16981132075471697,0.06521739130434782,0.18181818181818182,0.171875,0.06153846153846154,0.06896551724137931,0.17142857142857143,0.2,0.12903225806451613,0.14285714285714285,0.53125,0.5588235294117647,0.59375,0.5789473684210527,0.21875,0.35714285714285715,0.38461538461538464,0.25,0.3125,0.3125,1.0,,,,,1.0,0.6666666666666666,,0.8,0.625,,,0.53125,,0.4629421875000001,0.53995,0.48358,0.13043478260869565,0.13043478260869565,0.189873417721519,0.26582278481012656,7.518750000000001,,0.23404255319148937,5.0,4.0,5.0,3.0,,0.25,0.6,,,,,3.0,3.0,2.0,,3.0,,,,0.046875,0.058823529411764705,0.07142857142857142,0.2727272727272727,0.03125,,,,,,3.0,8.0,2.0,3.0,2.0,1.0,1.0,0.05263157894736842,0.0967741935483871,0.07407407407407407,0.09375,0.4,0.3333333333333333,,,,,,,,,,,,,,,,,,True,
2440,1610612746,Matt Barnes,Matt Barnes,2440,LAC,3091.0,52,6.0,98,95,44,63,9.0,193,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,3.0,1.0,3.0,1.0,,,4.0,6.0,3.0,6.0,,17,109,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,,7.0,6.0,2.0,,3.0,1.0,1.0,,1.0,,,,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,,,,1.0,,,1.0,,4.0,,9.0,1.0,1.0,,,1.0,1.0,,1.0,,7.0,44,2.0,,0.75,0.75,0.5,0.5,0.5,0.6666666666666666,1.0,0.6666666666666666,0.7083333333333334,0.5,0.7,0.7083333333333334,0.5,0.7,0.5,11.926605504587155,,0.03333333333333333,0.05,0.125,0.05263157894736842,0.027777777777777776,,,0.09090909090909091,,,0.3333333333333333,0.75,1.0,0.6666666666666666,0.08333333333333333,1.0,1.0,0.08333333333333333,,,,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.4,0.5,,,0.8333333333333334,0.3333333333333333,0.5502833333333333,0.5104,0.55609,0.08333333333333333,0.16666666666666666,0.11764705882352941,0.4117647058823529,6.116666666666666,24.633333333333336,0.4489795918367347,1.0,,1.0,1.0,,0.25,1.0,2.0,,,9.0,1.0,2.0,,,,,1.0,,0.16666666666666666,0.25,,0.3333333333333333,,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,1.0,,,0.2,,,1.0,1.0,1.0,2.0,0.4,0.5,,,,,,,,,,,,,,True,
202339,1610612746,Eric Bledsoe,Eric Bledsoe,202339,LAC,1135.0,19,-6.0,35,34,9,15,5.0,69,4.0,4.0,1.0,1.0,2.0,2.0,,,,,1.0,,3.0,,,1.0,4.0,4.0,,4.0,,8,46,1.0,1.0,,2.0,2.0,2.0,,1.0,,4.0,2.0,6.0,,3.0,,2.0,,2.0,,,1.0,,1.0,4.0,1.0,,3.0,3.0,1.0,4.0,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,4.0,9,1.0,,0.25,0.3333333333333333,,,,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,22.5,1.0,0.2727272727272727,0.3333333333333333,,0.21428571428571427,0.08333333333333333,0.5,0.2,,1.0,,0.5,1.0,1.0,0.25,,,,,,,,0.125,0.375,,,1.0,1.0,,0.6666666666666666,1.0,0.3333333333333333,,1.0,,0.546775,0.4536,0.5617833333333334,,,0.25,0.5,2.275,24.55,0.2571428571428571,2.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2037,1610612746,Jamal Crawford,Jamal Crawford,2037,LAC,3868.0,64,-7.0,119,115,44,74,13.0,234,,,,,,,1.0,5.0,1.0,5.0,5.0,2.0,5.0,,,1.0,2.0,10.0,4.0,10.0,5.0,21,141,,3.0,,,,2.0,,2.0,2.0,2.0,4.0,,6.0,4.0,2.0,3.0,,3.0,,,2.0,,1.0,6.0,,1.0,5.0,6.0,,6.0,2.0,2.0,,,,1.0,,,1.0,1.0,2.0,,4.0,1.0,5.0,,,5.0,,,1.0,1.0,2.0,44,1.0,1.0,1.0,1.0,0.4,,0.4444444444444444,0.2,,,0.4,,,0.4772727272727273,,0.2,0.5,17.16417910447761,,0.11904761904761904,,0.125,0.12,,,0.07692307692307693,0.13333333333333333,0.14285714285714285,0.16666666666666666,,,,,0.25,0.2,0.2,0.25,0.2,0.2,1.0,0.25,0.25,0.4,0.4,,,,,,0.25,,0.5,0.5,0.45585,0.3958,0.45753333333333335,0.09523809523809523,0.09090909090909091,,0.09523809523809523,14.3,27.689999999999998,0.3697478991596639,1.0,,1.0,,,,,2.0,,,6.0,,,,,1.0,,0.5,,,,,,,0.4,0.4,0.5,0.5,,,,,,,,,,,,,1.0,,,1.0,0.25,,1.0,1.0,1.0,1.0,1.0,0.1,,,,,,,,True,
2406,1610612746,Caron Butler,Caron Butler,2406,LAC,5751.0,96,-33.0,165,168,22,25,22.0,333,5.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,7.0,6.0,1.0,6.0,,,1.0,11.0,16.0,4.0,12.0,3.0,37,206,2.0,2.0,1.0,5.0,2.0,2.0,,2.0,2.0,6.0,16.0,6.0,,6.0,1.0,,,,,,,,,,1.0,,8.0,9.0,1.0,10.0,1.0,,1.0,,,5.0,1.0,,5.0,1.0,,,7.0,1.0,3.0,,,3.0,1.0,,1.0,1.0,6.0,22,,1.0,0.7272727272727273,0.8,0.3333333333333333,,0.3333333333333333,0.6875,1.0,1.0,0.6071428571428571,0.6666666666666666,0.5,0.6379310344827587,0.8333333333333334,0.6,0.42857142857142855,18.085106382978726,,0.11594202898550725,0.014705882352941176,,0.0975609756097561,0.011764705882352941,,0.13043478260869565,0.041666666666666664,0.18181818181818182,,0.25,0.7142857142857143,0.8333333333333334,0.6,0.07142857142857142,0.5,0.5,0.25,0.7142857142857143,0.7142857142857143,0.8,0.21428571428571427,0.21428571428571427,0.16666666666666666,0.2,0.6666666666666666,1.0,,0.25,1.0,0.25,,0.6785714285714286,0.16666666666666666,0.5004446428571429,0.5096,0.475125,0.03571428571428571,0.0625,0.13513513513513514,0.16216216216216217,9.90625,24.650000000000002,0.13333333333333333,2.0,2.0,2.0,2.0,,,1.0,3.0,,,12.0,1.0,1.0,,1.0,1.0,,1.0,,0.0625,0.14285714285714285,,0.25,,0.5,0.5,1.0,1.0,,1.0,2.0,,,1.0,,,,0.04,,,1.0,0.5,,1.0,0.25,,,,,,,,1.0,1.0,1.0,0.08333333333333333,0.16666666666666666,0.3333333333333333,,True,
1885,1610612746,Lamar Odom,Lamar Odom,1885,LAC,1064.0,18,-17.0,31,33,5,24,3.0,64,,,,,,,,,,,1.0,1.0,2.0,,,,,,1.0,3.0,,3,43,,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,1.0,1.0,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,4.0,,6.0,1.0,1.0,,,,,,,,,5,,,,,0.3333333333333333,,0.3333333333333333,,,,0.5,,,0.5,,,1.0,14.705882352941176,0.5,,0.14285714285714285,0.5,0.1,0.0625,,,,,1.0,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.5,0.5,,,,,,,,1.0,0.5,0.5414500000000001,,,,,,,,25.0,0.16129032258064516,1.0,1.0,1.0,,,,,,,,3.0,,1.0,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,True,
201599,1610612746,DeAndre Jordan,DeAndre Jordan,201599,LAC,6160.0,103,-20.0,176,176,18,33,24.0,352,5.0,13.0,3.0,6.0,,,2.0,4.0,,,,,,,,,7.0,17.0,,,1.0,15,212,3.0,6.0,,6.0,,,,,1.0,1.0,8.0,6.0,,,,1.0,,1.0,,,1.0,,,2.0,8.0,4.0,8.0,14.0,10.0,24.0,1.0,,1.0,2.0,,4.0,,2.0,6.0,2.0,5.0,,13.0,1.0,6.0,,,5.0,1.0,,2.0,1.0,1.0,18,3.0,,0.5714285714285714,1.0,,,,0.4117647058823529,0.5,,0.4117647058823529,0.5,,0.39473684210526316,0.5,0.5,,12.376237623762377,0.3333333333333333,0.10810810810810811,0.11594202898550725,0.3076923076923077,0.13793103448275862,0.11494252873563218,0.15,0.16,0.11538461538461539,0.043478260869565216,0.2222222222222222,0.7647058823529411,0.38461538461538464,0.45454545454545453,0.4,0.23529411764705882,0.5,0.6666666666666666,,,,,,,,,1.0,0.5,,,,,,0.7647058823529411,,0.4672352941176471,0.5917,,0.1111111111111111,0.1111111111111111,0.4,0.06666666666666667,2.929411764705882,,0.10227272727272728,8.0,2.0,8.0,5.0,,0.5,0.625,,,,,3.0,2.0,1.0,1.0,2.0,,,,0.17647058823529413,0.15384615384615385,0.25,0.3333333333333333,0.125,,,,,,,6.0,2.0,1.0,1.0,6.0,1.0,0.1111111111111111,0.08,0.16666666666666666,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,1.0,True,
